track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 7th September 2022 18:45,N/A,18:45,Heavy,7f,Palace Gardens (IRE),N. G. McCullagh,0,K. J. Condon,5th,3 3/4 l,2,8-7v1,76,True,19,7
Cork Racing Results | 7th September 2022 18:45,N/A,18:45,Heavy,7f,McCauley's Tavern (IRE),M. A. Enright,0,J. A. Stack,4th,4 1/2 l,2,9-1,84,True,19,7
Cork Racing Results | 7th September 2022 18:45,N/A,18:45,Heavy,7f,Goa Gajah (USA),M. P. Sheehy,0,Joseph Patrick O'Brien,3rd,5 l,2,9-7,90,True,19,7
Cork Racing Results | 7th September 2022 18:45,N/A,18:45,Heavy,7f,Spirit Genie (IRE),Shane Foley,0,Mrs J. Harrington,2nd,1/2 l,2,9-4t,87,True,19,7
Cork Racing Results | 7th September 2022 18:45,N/A,18:45,Heavy,7f,Bossy Parker (IRE),J. A. Powell,7,John Patrick Murtagh,1st,N/A,2,9-1,84,True,19,7
Cork Racing Results | 7th September 2022 18:45,N/A,18:45,Heavy,7f,Palace Gardens (IRE),N. G. McCullagh,0,K. J. Condon,5th,3 3/4 l,2,8-7v1,76,True,19,7
Cork Racing Results | 7th September 2022 18:45,N/A,18:45,Heavy,7f,McCauley's Tavern (IRE),M. A. Enright,0,J. A. Stack,4th,4 1/2 l,2,9-1,84,True,19,7
Cork Racing Results | 7th September 2022 18:45,N/A,18:45,Heavy,7f,Goa Gajah (USA),M. P. Sheehy,0,Joseph Patrick O'Brien,3rd,5 l,2,9-7,90,True,19,7
Cork Racing Results | 7th September 2022 18:45,N/A,18:45,Heavy,7f,Spirit Genie (IRE),Shane Foley,0,Mrs J. Harrington,2nd,1/2 l,2,9-4t,87,True,19,7
Cork Racing Results | 7th September 2022 18:45,N/A,18:45,Heavy,7f,Bossy Parker (IRE),J. A. Powell,7,John Patrick Murtagh,1st,N/A,2,9-1,84,True,19,7
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Chagall (IRE),M. A. Enright,0,Laura Hourigan,23rd,1 1/2 l,6,8-12,47,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Eriskay (IRE),O. Enright,10,D. K. Weld,22nd,1 3/4 l,3,9-12p1,65,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Black Leaf (IRE),K. J. Leonard,0,Patrick Breen,21st,1 1/4 l,4,9-8,57,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Almost An Angel,Kyle Faulkner,10,John Larkin,20th,1 3/4 l,4,9-12,61,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Belardeen (IRE),William James Lee,0,Miss Hilary McLoughlin,19th,1 3/4 l,4,9-6,55,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Clarinbridge (IRE),Adam Caffrey,7,Adrian McGuinness,18th,1 1/4 l,3,9-4,57,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Three Macks (IRE),Ben Martin Coen,5,Andrew Oliver,17th,Neck,3,9-8,61,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Rufus Saxton (IRE),W. M. Lordan,0,T. J. O'Mara,16th,Short Head,4,9-1tp1,50,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Tanseeq,G. M. Ryan,0,T. Gibney,15th,Neck,7,9-1,50,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Stickyourneckout (IRE),C. D. Hayes,0,J. F. Levins,14th,1 1/4 l,3,8-8,47,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,London Palladium,C. T. Keane,0,Peter Cluskey,13th,Neck,4,9-6v,55,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Suityourselfboss (IRE),J. A. Powell,7,Michael J. Browne,12th,Short Head,3,8-8,47,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Peppermint Bay (IRE),K. J. Manning,0,J. J. Feane,11th,1 1/4 l,4,9-7,56,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Hot Bell,A. J. Slattery,0,A. Slattery,10th,1/2 l,4,8-12,47,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Run Silver Run (IRE),L. F. Roche,0,Denis W. Cullen,9th,Neck,3,9-0,53,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Princess Azure (IRE),Shane Foley,0,Mrs J. Harrington,8th,Neck,3,9-9p,62,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Nyla Rua (IRE),Declan McDonogh,0,T. G. McCourt,7th,1/2 l,3,9-3,56,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Glandore Harbour (IRE),G. F. Carroll,0,Joseph G. Murphy,6th,Head,4,10-2p1,65,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Tastyee (IRE),J. M. Sheridan,3,David Kenneth Budds,5th,Short Head,4,8-13t,48,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Golden Days (IRE),R. P. Whelan,0,Tracey Collins,4th,Neck,5,9-4p,53,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Miracles In May (IRE),Ben Martin Coen,0,Mark Cahill,3rd,1/2 l,7,9-1,50,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Rose of Malta (IRE),Seamie Heffernan,0,P. F. O'Donnell,2nd,1 l,3,9-10p1,63,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Born Invincible (IRE),D. B. McMonagle,0,G. O'Leary,1st,N/A,6,9-2t,51,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Chagall (IRE),M. A. Enright,0,Laura Hourigan,23rd,1 1/2 l,6,8-12,47,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Eriskay (IRE),O. Enright,10,D. K. Weld,22nd,1 3/4 l,3,9-12p1,65,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Black Leaf (IRE),K. J. Leonard,0,Patrick Breen,21st,1 1/4 l,4,9-8,57,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Almost An Angel,Kyle Faulkner,10,John Larkin,20th,1 3/4 l,4,9-12,61,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Belardeen (IRE),William James Lee,0,Miss Hilary McLoughlin,19th,1 3/4 l,4,9-6,55,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Clarinbridge (IRE),Adam Caffrey,7,Adrian McGuinness,18th,1 1/4 l,3,9-4,57,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Three Macks (IRE),Ben Martin Coen,5,Andrew Oliver,17th,Neck,3,9-8,61,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Rufus Saxton (IRE),W. M. Lordan,0,T. J. O'Mara,16th,Short Head,4,9-1tp1,50,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Tanseeq,G. M. Ryan,0,T. Gibney,15th,Neck,7,9-1,50,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Stickyourneckout (IRE),C. D. Hayes,0,J. F. Levins,14th,1 1/4 l,3,8-8,47,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,London Palladium,C. T. Keane,0,Peter Cluskey,13th,Neck,4,9-6v,55,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Suityourselfboss (IRE),J. A. Powell,7,Michael J. Browne,12th,Short Head,3,8-8,47,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Peppermint Bay (IRE),K. J. Manning,0,J. J. Feane,11th,1 1/4 l,4,9-7,56,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Hot Bell,A. J. Slattery,0,A. Slattery,10th,1/2 l,4,8-12,47,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Run Silver Run (IRE),L. F. Roche,0,Denis W. Cullen,9th,Neck,3,9-0,53,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Princess Azure (IRE),Shane Foley,0,Mrs J. Harrington,8th,Neck,3,9-9p,62,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Nyla Rua (IRE),Declan McDonogh,0,T. G. McCourt,7th,1/2 l,3,9-3,56,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Glandore Harbour (IRE),G. F. Carroll,0,Joseph G. Murphy,6th,Head,4,10-2p1,65,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Tastyee (IRE),J. M. Sheridan,3,David Kenneth Budds,5th,Short Head,4,8-13t,48,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Golden Days (IRE),R. P. Whelan,0,Tracey Collins,4th,Neck,5,9-4p,53,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Miracles In May (IRE),Ben Martin Coen,0,Mark Cahill,3rd,1/2 l,7,9-1,50,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Rose of Malta (IRE),Seamie Heffernan,0,P. F. O'Donnell,2nd,1 l,3,9-10p1,63,True,19,8
Cork Racing Results | 7th September 2022 19:15,N/A,19:15,Heavy,7f,Born Invincible (IRE),D. B. McMonagle,0,G. O'Leary,1st,N/A,6,9-2t,51,True,19,8
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Limit Long,L. F. Roche,0,Darren Bunyan,10th,16 l,6,10-11,71,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Mulgrave (IRE),D. W. O'Connor,0,John McConnell,9th,2 1/2 l,4,10-11t,71,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Royal Tribute (IRE),Seamie Heffernan,0,Denis Hogan,8th,2 1/2 l,4,10-8,68,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,The Blue Panther (IRE),G. F. Carroll,0,Michael Mulvany,7th,1 1/2 l,4,11-0t,74,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Pulse Of Shanghai (IRE),R. P. Whelan,0,Adrian McGuinness,6th,1 1/4 l,6,10-12,72,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Gegenpressing,C. D. Hayes,0,Eddie & Patrick Harty,5th,1/2 l,4,10-10t,70,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Sister Lola (IRE),Sam Ewing,3,James McAuley,4th,Head,5,10-11t,71,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Hodd's Girl (IRE),C. J. MacRedmond,5,Adrian McGuinness,3rd,3/4 l,5,10-12,72,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Elanora (IRE),William James Lee,0,M. C. Grassick,2nd,1 1/4 l,4,10-11,71,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Pretty Smart (IRE),M. P. Sheehy,0,Patrick Martin,1st,N/A,6,10-10,70,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Limit Long,L. F. Roche,0,Darren Bunyan,10th,16 l,6,10-11,71,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Mulgrave (IRE),D. W. O'Connor,0,John McConnell,9th,2 1/2 l,4,10-11t,71,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Royal Tribute (IRE),Seamie Heffernan,0,Denis Hogan,8th,2 1/2 l,4,10-8,68,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,The Blue Panther (IRE),G. F. Carroll,0,Michael Mulvany,7th,1 1/2 l,4,11-0t,74,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Pulse Of Shanghai (IRE),R. P. Whelan,0,Adrian McGuinness,6th,1 1/4 l,6,10-12,72,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Gegenpressing,C. D. Hayes,0,Eddie & Patrick Harty,5th,1/2 l,4,10-10t,70,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Sister Lola (IRE),Sam Ewing,3,James McAuley,4th,Head,5,10-11t,71,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Hodd's Girl (IRE),C. J. MacRedmond,5,Adrian McGuinness,3rd,3/4 l,5,10-12,72,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Elanora (IRE),William James Lee,0,M. C. Grassick,2nd,1 1/4 l,4,10-11,71,True,19,9
Laytown Racing Results | 8th September 2022 16:50,N/A,16:50,Standard,6f,Pretty Smart (IRE),M. P. Sheehy,0,Patrick Martin,1st,N/A,6,10-10,70,True,19,9
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Arcanears (IRE),R. P. Whelan,0,M. Halford,10th,Neck,7,10-12t,62,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Silver Nemo (IRE),Siobhan Rutledge,5,L. Smyth,9th,1 3/4 l,4,9-11,47,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Tawaazon (IRE),D. G. Hogan,0,Denis Hogan,8th,Short Head,4,10-7,57,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Caesar's Comet (IRE),C. D. Hayes,0,James McAuley,7th,1 l,8,10-3,53,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Aleksey Tolstoy (IRE),William James Lee,0,James McAuley,6th,1/2 l,4,10-4,54,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Tammany Hall (IRE),K. J. Leonard,0,P. J. McKenna,5th,Short Head,4,10-6,56,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,No Speed Limit (FR),J. M. Sheridan,3,P. J. McKenna,4th,1 1/4 l,7,10-12,62,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Florence Thompson (IRE),Seamie Heffernan,0,Denis Hogan,3rd,Short Head,5,10-1,51,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Teddy Boy (IRE),D. E. Sheehy,3,Edward Lynam,2nd,2 1/4 l,7,10-4,54,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Samrogue (IRE),C. P. Hoban,0,Ross O'Sullivan,1st,N/A,4,11-0,64,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Arcanears (IRE),R. P. Whelan,0,M. Halford,10th,Neck,7,10-12t,62,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Silver Nemo (IRE),Siobhan Rutledge,5,L. Smyth,9th,1 3/4 l,4,9-11,47,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Tawaazon (IRE),D. G. Hogan,0,Denis Hogan,8th,Short Head,4,10-7,57,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Caesar's Comet (IRE),C. D. Hayes,0,James McAuley,7th,1 l,8,10-3,53,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Aleksey Tolstoy (IRE),William James Lee,0,James McAuley,6th,1/2 l,4,10-4,54,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Tammany Hall (IRE),K. J. Leonard,0,P. J. McKenna,5th,Short Head,4,10-6,56,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,No Speed Limit (FR),J. M. Sheridan,3,P. J. McKenna,4th,1 1/4 l,7,10-12,62,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Florence Thompson (IRE),Seamie Heffernan,0,Denis Hogan,3rd,Short Head,5,10-1,51,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Teddy Boy (IRE),D. E. Sheehy,3,Edward Lynam,2nd,2 1/4 l,7,10-4,54,True,19,10
Laytown Racing Results | 8th September 2022 17:20,N/A,17:20,Standard,6f,Samrogue (IRE),C. P. Hoban,0,Ross O'Sullivan,1st,N/A,4,11-0,64,True,19,10
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Just For Yuse (IRE),C. T. Keane,0,T. G. McCourt,10th,4 3/4 l,4,10-3,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Helen De Pourtales (IRE),William James Lee,0,James McAuley,9th,1 1/4 l,5,10-3t,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Dreams Delivered (IRE),C. D. Hayes,0,Darren Bunyan,8th,8 l,4,10-3,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Harbanaker (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,7th,Head,5,10-3t,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Rosie Rock (IRE),Sam Ewing,3,James McAuley,6th,2 1/2 l,4,10-3t,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Guessthebill (IRE),D. W. O'Connor,0,James McAuley,5th,1/2 l,7,10-3t,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Praying Mantis (IRE),R. P. Whelan,0,Adrian McGuinness,4th,1 1/4 l,5,10-3,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Lion Ring (IRE),D. G. Hogan,0,Denis Hogan,3rd,1 1/4 l,4,10-3,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Mosaaheb,J. M. Sheridan,3,Denis Hogan,2nd,1 1/2 l,4,10-3,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Bringsty,Siobhan Rutledge,5,John McConnell,1st,N/A,4,10-3,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Just For Yuse (IRE),C. T. Keane,0,T. G. McCourt,10th,4 3/4 l,4,10-3,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Helen De Pourtales (IRE),William James Lee,0,James McAuley,9th,1 1/4 l,5,10-3t,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Dreams Delivered (IRE),C. D. Hayes,0,Darren Bunyan,8th,8 l,4,10-3,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Harbanaker (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,7th,Head,5,10-3t,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Rosie Rock (IRE),Sam Ewing,3,James McAuley,6th,2 1/2 l,4,10-3t,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Guessthebill (IRE),D. W. O'Connor,0,James McAuley,5th,1/2 l,7,10-3t,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Praying Mantis (IRE),R. P. Whelan,0,Adrian McGuinness,4th,1 1/4 l,5,10-3,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Lion Ring (IRE),D. G. Hogan,0,Denis Hogan,3rd,1 1/4 l,4,10-3,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Mosaaheb,J. M. Sheridan,3,Denis Hogan,2nd,1 1/2 l,4,10-3,-,True,19,11
Laytown Racing Results | 8th September 2022 17:55,N/A,17:55,Standard,7f,Bringsty,Siobhan Rutledge,5,John McConnell,1st,N/A,4,10-3,-,True,19,11
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,True Artist (IRE),Denis O'Regan,0,G. O'Leary,RR,N/A,4,10-3,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,Winning Mischief (IRE),Seamie Heffernan,0,D. Harvey,9th,4 1/2 l,5,9-12,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,Jinglers Bridge (IRE),K. J. Leonard,0,S. Michael Millar,8th,4 1/2 l,4,9-12,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,The Penny (IRE),D. W. O'Connor,0,John McConnell,7th,2 1/4 l,4,9-12,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,Jaafel (IRE),D. G. Hogan,0,Denis Hogan,6th,2 3/4 l,4,10-3t,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,Sweeping Statement (IRE),Sam Ewing,3,James McAuley,5th,1/2 l,4,10-3t1,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,Two Two Time,C. J. MacRedmond,5,Adrian McGuinness,4th,1 3/4 l,4,9-12,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,I Know I Can,G. F. Carroll,0,F. Birrane,3rd,5 l,5,10-3,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,Yester (IRE),C. T. Keane,0,T. G. McCourt,2nd,Head,6,10-3,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,Coeur d'Or (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,6,10-3t1,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,True Artist (IRE),Denis O'Regan,0,G. O'Leary,RR,N/A,4,10-3,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,Winning Mischief (IRE),Seamie Heffernan,0,D. Harvey,9th,4 1/2 l,5,9-12,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,Jinglers Bridge (IRE),K. J. Leonard,0,S. Michael Millar,8th,4 1/2 l,4,9-12,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,The Penny (IRE),D. W. O'Connor,0,John McConnell,7th,2 1/4 l,4,9-12,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,Jaafel (IRE),D. G. Hogan,0,Denis Hogan,6th,2 3/4 l,4,10-3t,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,Sweeping Statement (IRE),Sam Ewing,3,James McAuley,5th,1/2 l,4,10-3t1,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,Two Two Time,C. J. MacRedmond,5,Adrian McGuinness,4th,1 3/4 l,4,9-12,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,I Know I Can,G. F. Carroll,0,F. Birrane,3rd,5 l,5,10-3,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,Yester (IRE),C. T. Keane,0,T. G. McCourt,2nd,Head,6,10-3,-,True,19,12
Laytown Racing Results | 8th September 2022 18:25,N/A,18:25,Standard,7f,Coeur d'Or (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,6,10-3t1,-,True,19,12
Laytown Racing Results | 8th September 2022 18:55,N/A,18:55,Standard ap (Sand),7f,Sevenal,Mr B. O'Neill,0,Denis Hogan,10th,2 l,4,12-2,78,True,19,13
Laytown Racing Results | 8th September 2022 18:55,N/A,18:55,Standard ap (Sand),7f,Half Nutz (IRE),Mr Finian Maguire,0,John Patrick Murtagh,9th,1 l,5,12-3,79,True,19,13
Laytown Racing Results | 8th September 2022 18:55,N/A,18:55,Standard ap (Sand),7f,Art of Unity,,0,Alan Richardson,8th,3 1/2 l,7,12-1,77,True,19,13
Laytown Racing Results | 8th September 2022 18:55,N/A,18:55,Standard ap (Sand),7f,Eloquent Arthur,Mr E. P. O'Brien,5,Denis Hogan,7th,3/4 l,4,12-1t,77,True,19,13
Laytown Racing Results | 8th September 2022 18:55,N/A,18:55,Standard ap (Sand),7f,Elzaam Blue (IRE),Mr T. Hamilton,0,Darren Bunyan,6th,Neck,4,12-1,77,True,19,13
Laytown Racing Results | 8th September 2022 18:55,N/A,18:55,Standard ap (Sand),7f,Monzoon,Mr J. J. Codd,0,Ross O'Sullivan,5th,Head,5,12-2,78,True,19,13
Laytown Racing Results | 8th September 2022 18:55,N/A,18:55,Standard ap (Sand),7f,Zahee (IRE),Miss A. B. O'Connor,5,John McConnell,4th,Short Head,7,12-4t,80,True,19,13
Laytown Racing Results | 8th September 2022 18:55,N/A,18:55,Standard ap (Sand),7f,Mary Salome (IRE),Mr J. C. Barry,3,Andrew Kinirons,3rd,1 1/4 l,6,12-2,78,True,19,13
Laytown Racing Results | 8th September 2022 18:55,N/A,18:55,Standard ap (Sand),7f,Chavajod,Mr D. O'Connor,0,M. D. O'Callaghan,2nd,2 1/4 l,4,11-13,75,True,19,13
Laytown Racing Results | 8th September 2022 18:55,N/A,18:55,Standard ap (Sand),7f,Dream Today (IRE),Mr P. W. Mullins,0,Adrian McGuinness,1st,N/A,7,12-4,80,True,19,13
Laytown Racing Results | 8th September 2022 18:55,N/A,18:55,Standard ap (Sand),7f,Sevenal,Mr B. O'Neill,0,Denis Hogan,10th,2 l,4,12-2,78,True,19,13
Laytown Racing Results | 8th September 2022 18:55,N/A,18:55,Standard ap (Sand),7f,Half Nutz (IRE),Mr Finian Maguire,0,John Patrick Murtagh,9th,1 l,5,12-3,79,True,19,13
Laytown Racing Results | 8th September 2022 18:55,N/A,18:55,Standard ap (Sand),7f,Art of Unity,,0,Alan Richardson,8th,3 1/2 l,7,12-1,77,True,19,13
Laytown Racing Results | 8th September 2022 18:55,N/A,18:55,Standard ap (Sand),7f,Eloquent Arthur,Mr E. P. O'Brien,5,Denis Hogan,7th,3/4 l,4,12-1t,77,True,19,13
Laytown Racing Results | 8th September 2022 18:55,N/A,18:55,Standard ap (Sand),7f,Elzaam Blue (IRE),Mr T. Hamilton,0,Darren Bunyan,6th,Neck,4,12-1,77,True,19,13
