track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Better Times Ahead (IRE),B. Hayes,0,Robert Tyner,13th,5 l,5,11-12h1,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Good Time Jonny (IRE),K. C. Sexton,0,A. J. Martin,12th,2 l,7,11-12t,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Coolcullen (IRE),K. E. Buckley,5,Brendan Duke,11th,4 1/2 l,4,11-4,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,The Dasher Conway (IRE),C. D. Maxwell,0,Mrs Gillian Callaghan,10th,Neck,7,11-12,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Huntingtown (IRE),D. J. O'Keeffe,0,E. J. O'Grady,9th,1 l,5,11-12,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Gain De Cause (FR),Peter Carberry,0,A. J. Martin,8th,19 l,6,11-12,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Sea Ducor,Donagh Meyler,0,A. L. T. Moore,7th,1 l,6,11-12,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Iberique Du Seuil (FR),Jordan Colin Gainford,0,Gordon Elliott,6th,9 l,4,11-4t1,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Percy Warner (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,Nose,6,11-12,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Slip Of The Tongue (IRE),S. D. Torrens,0,Padraig Roche,4th,6 1/2 l,5,11-12,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Gallant John Joe (IRE),Phillip Enright,0,Oliver McKiernan,3rd,24 l,9,11-12tb,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Saint Roi (FR),M. P. Walsh,0,W. P. Mullins,2nd,4 l,7,11-12t,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Fil Dor (FR),J. W. Kennedy,0,Gordon Elliott,1st,N/A,4,11-4,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Just Jacob (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,F,N/A,4,11-4,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Priory Park (IRE),J. J. Slevin,0,E. J. O'Grady,14th,26 l,6,11-12,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Better Times Ahead (IRE),B. Hayes,0,Robert Tyner,13th,5 l,5,11-12h1,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Good Time Jonny (IRE),K. C. Sexton,0,A. J. Martin,12th,2 l,7,11-12t,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Coolcullen (IRE),K. E. Buckley,5,Brendan Duke,11th,4 1/2 l,4,11-4,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,The Dasher Conway (IRE),C. D. Maxwell,0,Mrs Gillian Callaghan,10th,Neck,7,11-12,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Huntingtown (IRE),D. J. O'Keeffe,0,E. J. O'Grady,9th,1 l,5,11-12,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Gain De Cause (FR),Peter Carberry,0,A. J. Martin,8th,19 l,6,11-12,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Sea Ducor,Donagh Meyler,0,A. L. T. Moore,7th,1 l,6,11-12,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Iberique Du Seuil (FR),Jordan Colin Gainford,0,Gordon Elliott,6th,9 l,4,11-4t1,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Percy Warner (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,Nose,6,11-12,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Slip Of The Tongue (IRE),S. D. Torrens,0,Padraig Roche,4th,6 1/2 l,5,11-12,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Gallant John Joe (IRE),Phillip Enright,0,Oliver McKiernan,3rd,24 l,9,11-12tb,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Saint Roi (FR),M. P. Walsh,0,W. P. Mullins,2nd,4 l,7,11-12t,-,True,33,5
Navan Racing Results | 27th November 2022 14:50,N/A,14:50,Soft (Yielding In Places),2m 1f,Fil Dor (FR),J. W. Kennedy,0,Gordon Elliott,1st,N/A,4,11-4,-,True,33,5
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Stormalong (IRE),Mr J. L. Gleeson,0,David Kenneth Budds,8th,71 l,4,11-8t,-,True,33,6
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Shoe String (IRE),Miss J. Townend,0,N. Dooly,7th,10 l,6,11-8p,-,True,33,6
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Mi Lucky Cailin (IRE),Miss A. B. O'Connor,0,William J. McLernon,6th,16 l,4,11-8,-,True,33,6
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Williamstowndancer (IRE),Mr P. W. Mullins,0,W. P. Mullins,5th,1 1/4 l,4,11-8,-,True,33,6
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Miss Agusta (IRE),Mr H. C. Swan,0,Gordon Elliott,4th,4 l,4,11-4h1,-,True,33,6
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Mollys Mango,Mr D. G. Lavery,0,Gordon Elliott,3rd,3 1/2 l,4,11-8,-,True,33,6
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Lily Du Berlais,Mr B. G. Crawford,0,Stuart Crawford,2nd,1 1/4 l,6,11-11ht,-,True,33,6
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Jetara (IRE),Mr T. Hamilton,0,Mrs J. Harrington,1st,N/A,4,11-8,-,True,33,6
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Stormalong (IRE),Mr J. L. Gleeson,0,David Kenneth Budds,8th,71 l,4,11-8t,-,True,33,6
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Shoe String (IRE),Miss J. Townend,0,N. Dooly,7th,10 l,6,11-8p,-,True,33,6
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Mi Lucky Cailin (IRE),Miss A. B. O'Connor,0,William J. McLernon,6th,16 l,4,11-8,-,True,33,6
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Williamstowndancer (IRE),Mr P. W. Mullins,0,W. P. Mullins,5th,1 1/4 l,4,11-8,-,True,33,6
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Miss Agusta (IRE),Mr H. C. Swan,0,Gordon Elliott,4th,4 l,4,11-4h1,-,True,33,6
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Mollys Mango,Mr D. G. Lavery,0,Gordon Elliott,3rd,3 1/2 l,4,11-8,-,True,33,6
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Lily Du Berlais,Mr B. G. Crawford,0,Stuart Crawford,2nd,1 1/4 l,6,11-11ht,-,True,33,6
Navan Racing Results | 27th November 2022 15:20,N/A,15:20,Soft (Yielding In Places),2m,Jetara (IRE),Mr T. Hamilton,0,Mrs J. Harrington,1st,N/A,4,11-8,-,True,33,6
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Grandero Bello (FR),R. A. Doyle,0,Eddie & Patrick Harty,UR,N/A,6,11-5,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Carrig Sam (IRE),Donagh Meyler,0,A. L. T. Moore,F,N/A,6,11-5,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Gracchus De Balme (FR),J. J. Slevin,0,Joseph Patrick O'Brien,F,N/A,6,11-5,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Get My Drift (FR),M. P. Walsh,0,M. F. Morris,6th,2 3/4 l,6,11-5t,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Brampton Belle,D. J. O'Keeffe,0,Henry de Bromhead,5th,12 l,6,11-5,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Ballykeel (IRE),J. W. Kennedy,0,Gordon Elliott,4th,Short Head,6,11-5,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Gallyhill (IRE),Davy Russell,0,Gordon Elliott,3rd,4 1/2 l,7,11-9t,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Aarons Day (IRE),Phillip Enright,0,Oliver McKiernan,2nd,6 1/2 l,8,11-5t,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Marvel De Cerisy (FR),Rachael Blackmore,0,Henry de Bromhead,1st,N/A,5,11-5t,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Grandero Bello (FR),R. A. Doyle,0,Eddie & Patrick Harty,UR,N/A,6,11-5,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Carrig Sam (IRE),Donagh Meyler,0,A. L. T. Moore,F,N/A,6,11-5,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Gracchus De Balme (FR),J. J. Slevin,0,Joseph Patrick O'Brien,F,N/A,6,11-5,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Get My Drift (FR),M. P. Walsh,0,M. F. Morris,6th,2 3/4 l,6,11-5t,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Brampton Belle,D. J. O'Keeffe,0,Henry de Bromhead,5th,12 l,6,11-5,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Ballykeel (IRE),J. W. Kennedy,0,Gordon Elliott,4th,Short Head,6,11-5,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Gallyhill (IRE),Davy Russell,0,Gordon Elliott,3rd,4 1/2 l,7,11-9t,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Aarons Day (IRE),Phillip Enright,0,Oliver McKiernan,2nd,6 1/2 l,8,11-5t,-,True,33,7
N/A,N/A,11:45,Yielding To Soft,2m 3f 150y,Marvel De Cerisy (FR),Rachael Blackmore,0,Henry de Bromhead,1st,N/A,5,11-5t,-,True,33,7
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Laughing Trix (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,PU,N/A,9,11-5tb1,86,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Ocean Legacy (IRE),M. J. Molloy,7,Dermot Anthony McLoughlin,PU,N/A,5,11-0,81,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Lady Mccabe (IRE),A. M. McCurtin,3,Martin Paul Fitzgerald,11th,1 3/4 l,10,12-0b,95,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Any Day Now (IRE),S. F. O'Keeffe,0,Edward Cawley,10th,7 l,7,11-2,83,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Trickey Trix (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,9th,2 l,10,11-10t,91,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Lacken Bridge (IRE),Sarah Kavanagh,7,Gordon Michael Doyle,8th,12 l,11,10-0p,67,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Glen Ava (IRE),J. J. Slevin,0,Ms Claire O'Connell,7th,10 l,6,11-3p,84,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Three Loud Knocks (IRE),M. J. M. O'Sullivan,5,Brian Mortell,6th,5 1/2 l,10,11-3,84,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Exciting Oscar (IRE),D. E. Mullins,0,Denis Ahern,5th,6 1/2 l,9,12-0,95,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Merry Moves (IRE),D. Moloney,7,Mrs Grainne M. O'Connor,4th,5 l,7,11-9,90,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Sanibel Island (IRE),D. J. O'Keeffe,0,M. Hourigan,3rd,6 l,10,11-3,84,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Spancil Hill (IRE),Keith Donoghue,0,T. G. McCourt,2nd,6 1/2 l,12,12-0,95,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Highstreetfashion (IRE),Patrick Michael O'Brien,0,Patrick Rooney,1st,N/A,7,10-0tp,67,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Laughing Trix (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,PU,N/A,9,11-5tb1,86,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Ocean Legacy (IRE),M. J. Molloy,7,Dermot Anthony McLoughlin,PU,N/A,5,11-0,81,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Lady Mccabe (IRE),A. M. McCurtin,3,Martin Paul Fitzgerald,11th,1 3/4 l,10,12-0b,95,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Any Day Now (IRE),S. F. O'Keeffe,0,Edward Cawley,10th,7 l,7,11-2,83,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Trickey Trix (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,9th,2 l,10,11-10t,91,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Lacken Bridge (IRE),Sarah Kavanagh,7,Gordon Michael Doyle,8th,12 l,11,10-0p,67,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Glen Ava (IRE),J. J. Slevin,0,Ms Claire O'Connell,7th,10 l,6,11-3p,84,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Three Loud Knocks (IRE),M. J. M. O'Sullivan,5,Brian Mortell,6th,5 1/2 l,10,11-3,84,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Exciting Oscar (IRE),D. E. Mullins,0,Denis Ahern,5th,6 1/2 l,9,12-0,95,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Merry Moves (IRE),D. Moloney,7,Mrs Grainne M. O'Connor,4th,5 l,7,11-9,90,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Sanibel Island (IRE),D. J. O'Keeffe,0,M. Hourigan,3rd,6 l,10,11-3,84,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Spancil Hill (IRE),Keith Donoghue,0,T. G. McCourt,2nd,6 1/2 l,12,12-0,95,True,33,8
N/A,N/A,12:15,Yielding To Soft,3m 1f 150y,Highstreetfashion (IRE),Patrick Michael O'Brien,0,Patrick Rooney,1st,N/A,7,10-0tp,67,True,33,8
N/A,N/A,12:50,Yielding To Soft,2m 57y,Victory Star,Jordan Colin Gainford,0,John Joseph Hanlon,20th,21 l,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Quornofamonday (IRE),J. J. Slevin,0,Ms Claire O'Connell,19th,1 1/4 l,4,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Macs Lady (IRE),S. O'Callaghan,7,Ross O'Sullivan,18th,3 1/2 l,4,11-5h,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Roguey (IRE),R. J. Condon,5,W. J. Lanigan,17th,1/2 l,7,11-12p1,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Noble Crusade (USA),B. Hayes,0,John McConnell,16th,8 1/2 l,4,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Moonlight Getaway (IRE),Phillip Enright,0,D. Hassett,15th,3 1/2 l,6,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Brock Beauty (IRE),C. D. Maxwell,0,Gerard Farrell,14th,3 1/4 l,5,11-5,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Themanintheboots (IRE),Kevin A. Murphy,7,Gordon Elliott,13th,Short Head,4,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Mona's Star (IRE),Denis O'Regan,0,John Queally,12th,4 3/4 l,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Stuzzikini (IRE),Davy Russell,0,Gordon Elliott,11th,1 1/4 l,4,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Excuzio Joe (IRE),Sam Ewing,0,Matthew J. Smith,10th,1 1/2 l,5,11-5,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,King Arthurs Sword (IRE),D. E. Mullins,0,M. D. O'Callaghan,9th,1 3/4 l,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Away To Sea (FR),Connor King,0,Joseph G. Murphy,8th,1/2 l,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Tophill Low (IRE),K. E. Buckley,5,Mrs Lorna Fowler,7th,3 3/4 l,5,11-5,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Ellis Boyd Redding (IRE),J. W. Kennedy,0,Gordon Elliott,6th,3 l,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Sonny May (IRE),S. F. O'Keeffe,0,Denis Hickey,5th,1/2 l,5,11-12t,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Clonshire River (IRE),R. A. Doyle,0,Eddie & Patrick Harty,4th,4 l,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Hunters Yarn (IRE),P. Townend,0,W. P. Mullins,3rd,1 l,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,The Big Doyen (IRE),K. C. Sexton,0,Peter Fahey,2nd,N/A,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Nucky Johnson (IRE),B. J. Cooper,0,Noel Meade,1st,Short Head,4,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Victory Star,Jordan Colin Gainford,0,John Joseph Hanlon,20th,21 l,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Quornofamonday (IRE),J. J. Slevin,0,Ms Claire O'Connell,19th,1 1/4 l,4,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Macs Lady (IRE),S. O'Callaghan,7,Ross O'Sullivan,18th,3 1/2 l,4,11-5h,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Roguey (IRE),R. J. Condon,5,W. J. Lanigan,17th,1/2 l,7,11-12p1,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Noble Crusade (USA),B. Hayes,0,John McConnell,16th,8 1/2 l,4,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Moonlight Getaway (IRE),Phillip Enright,0,D. Hassett,15th,3 1/2 l,6,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Brock Beauty (IRE),C. D. Maxwell,0,Gerard Farrell,14th,3 1/4 l,5,11-5,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Themanintheboots (IRE),Kevin A. Murphy,7,Gordon Elliott,13th,Short Head,4,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Mona's Star (IRE),Denis O'Regan,0,John Queally,12th,4 3/4 l,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Stuzzikini (IRE),Davy Russell,0,Gordon Elliott,11th,1 1/4 l,4,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Excuzio Joe (IRE),Sam Ewing,0,Matthew J. Smith,10th,1 1/2 l,5,11-5,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,King Arthurs Sword (IRE),D. E. Mullins,0,M. D. O'Callaghan,9th,1 3/4 l,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Away To Sea (FR),Connor King,0,Joseph G. Murphy,8th,1/2 l,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Tophill Low (IRE),K. E. Buckley,5,Mrs Lorna Fowler,7th,3 3/4 l,5,11-5,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Ellis Boyd Redding (IRE),J. W. Kennedy,0,Gordon Elliott,6th,3 l,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Sonny May (IRE),S. F. O'Keeffe,0,Denis Hickey,5th,1/2 l,5,11-12t,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Clonshire River (IRE),R. A. Doyle,0,Eddie & Patrick Harty,4th,4 l,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Hunters Yarn (IRE),P. Townend,0,W. P. Mullins,3rd,1 l,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,The Big Doyen (IRE),K. C. Sexton,0,Peter Fahey,2nd,N/A,5,11-12,-,True,33,9
N/A,N/A,12:50,Yielding To Soft,2m 57y,Nucky Johnson (IRE),B. J. Cooper,0,Noel Meade,1st,Short Head,4,11-12,-,True,33,9
N/A,N/A,13:25,Yielding To Soft,2m 57y,Papa Barns (IRE),Keith Donoghue,0,J. T. R. Dreaper,UR,N/A,5,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Timmy Tuesday (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,4,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Minella Majestic (IRE),A. M. McCurtin,3,John J. Nallen,F,N/A,7,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Aliunde (IRE),C. A. Landers,0,Mark McNiff,18th,12 l,5,11-12t1,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Oc Go on (IRE),J. P. O'Sullivan,5,P. J. Rothwell,17th,2 1/2 l,4,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Infinity Tower (IRE),R. J. Condon,5,N. Dooly,16th,Head,6,11-5,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Quest With Speed (IRE),D. E. Mullins,0,John O. Clifford,15th,12 l,5,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Celebrating Katie (IRE),Sam Ewing,0,Noel C. Kelly,14th,5 1/2 l,5,11-5,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Sean Og (IRE),T. N. Brett,7,Ms Margaret Mullins,13th,3 1/4 l,4,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Glady Max (IRE),M. J. M. O'Sullivan,5,James Joseph Mangan,12th,1 1/2 l,4,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Jaariam (FR),Cian Cullinan,7,P. G. Fahey,11th,2 1/4 l,4,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Atlantic Wonder (IRE),Peter Carberry,0,A. J. Martin,10th,1 1/2 l,5,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Sagecraft (IRE),P. T. Smithers,7,M. C. Hickey,9th,2 1/2 l,6,11-5,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Planet Janet (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,8th,3 1/2 l,6,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Skip Mahler (IRE),K. E. Buckley,5,Mrs Lorna Fowler,7th,2 1/4 l,5,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Gaye Winnie (IRE),Davy Russell,0,Gordon Elliott,6th,12 l,4,11-5,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,An Forghas (IRE),Phillip Enright,0,Oliver McKiernan,5th,1/2 l,5,11-12h1,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,L Anamour (FR),J. J. Slevin,0,Stuart Crawford,4th,4 3/4 l,4,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Maidenstreetprince (IRE),P. Byrnes,5,Charles Byrnes,3rd,9 l,5,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Belle The Lioness (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,2 1/2 l,5,11-5,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Intranet (FR),M. P. Walsh,0,W. P. Mullins,1st,N/A,4,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Papa Barns (IRE),Keith Donoghue,0,J. T. R. Dreaper,UR,N/A,5,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Timmy Tuesday (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,4,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Minella Majestic (IRE),A. M. McCurtin,3,John J. Nallen,F,N/A,7,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Aliunde (IRE),C. A. Landers,0,Mark McNiff,18th,12 l,5,11-12t1,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Oc Go on (IRE),J. P. O'Sullivan,5,P. J. Rothwell,17th,2 1/2 l,4,11-12,-,True,33,10
N/A,N/A,13:25,Yielding To Soft,2m 57y,Infinity Tower (IRE),R. J. Condon,5,N. Dooly,16th,Head,6,11-5,-,True,33,10
