track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:10,Soft (Yielding To Soft In Places),2m 3f 165y,Legacy Thor (IRE),Peter Carberry,0,Stuart Crawford,12th,2 3/4 l,9,11-5t,116,True,93,36
N/A,N/A,15:10,Soft (Yielding To Soft In Places),2m 3f 165y,Wajaaha (IRE),D. King,3,P. J. McKenna,11th,1 1/4 l,8,11-7p,118,True,93,36
N/A,N/A,15:10,Soft (Yielding To Soft In Places),2m 3f 165y,Ballywilliam Boy (IRE),Jack G. Gilligan,7,M. Hourigan,10th,1 1/4 l,8,12-0,125,True,93,36
N/A,N/A,15:10,Soft (Yielding To Soft In Places),2m 3f 165y,Banjaxed,J. J. Slevin,0,Mrs Lorna Fowler,9th,1 1/4 l,6,11-9,120,True,93,36
N/A,N/A,15:10,Soft (Yielding To Soft In Places),2m 3f 165y,Pictures Of Home,Shane O'Callaghan,5,T. M. Walsh,8th,1/2 l,7,10-2,99,True,93,36
N/A,N/A,15:10,Soft (Yielding To Soft In Places),2m 3f 165y,Hunting Brook (IRE),J. W. Kennedy,0,Gordon Elliott,7th,6 1/2 l,6,10-7t,104,True,93,36
N/A,N/A,15:10,Soft (Yielding To Soft In Places),2m 3f 165y,Como Park (IRE),Rachael Blackmore,0,Henry de Bromhead,6th,3/4 l,4,11-5tb,116,True,93,36
N/A,N/A,15:10,Soft (Yielding To Soft In Places),2m 3f 165y,Mighty Jeremy (IRE),D. J. O'Keeffe,0,Liam G. O'Brien,5th,3 l,9,10-8ht,105,True,93,36
N/A,N/A,15:10,Soft (Yielding To Soft In Places),2m 3f 165y,Read To Return (IRE),Phillip Enright,0,A. J. Martin,4th,Short Head,6,10-1t,98,True,93,36
N/A,N/A,15:10,Soft (Yielding To Soft In Places),2m 3f 165y,Nine Graces,M. J. M. O'Sullivan,0,Barry Connell,3rd,2 l,6,11-13t,124,True,93,36
N/A,N/A,15:10,Soft (Yielding To Soft In Places),2m 3f 165y,West Is Awake (IRE),D. J. Gilligan,5,Edward Cawley,2nd,3 1/2 l,7,11-4h,115,True,93,36
N/A,N/A,15:10,Soft (Yielding To Soft In Places),2m 3f 165y,Feet Of A Dancer (FR),S. F. O'Keeffe,0,Paul Nolan,1st,N/A,4,11-2,113,True,93,36
N/A,N/A,15:40,Soft (Yielding To Soft In Places)  Flat (Turf),2m,The Other Mozzie (IRE),Mr D. G. Lavery,0,Gavin Patrick Cromwell,6th,2 1/4 l,4,12-0,-,True,93,37
N/A,N/A,15:40,Soft (Yielding To Soft In Places)  Flat (Turf),2m,Binge Worthy (IRE),Mr J. L. Gleeson,5,Gordon Elliott,5th,1 1/2 l,5,12-0,-,True,93,37
N/A,N/A,15:40,Soft (Yielding To Soft In Places)  Flat (Turf),2m,Iamagetaway (IRE),Mr R. W. Barron,5,James Andrew Fahey,4th,1 1/4 l,4,12-0,-,True,93,37
N/A,N/A,15:40,Soft (Yielding To Soft In Places)  Flat (Turf),2m,Inn At The Park (IRE),Mr P. W. Mullins,0,W. P. Mullins,3rd,4 l,5,12-0,-,True,93,37
N/A,N/A,15:40,Soft (Yielding To Soft In Places)  Flat (Turf),2m,Major Barry (IRE),Miss A. B. O'Connor,3,John E. & Thomas Kiely,2nd,5 l,5,12-0,-,True,93,37
N/A,N/A,15:40,Soft (Yielding To Soft In Places)  Flat (Turf),2m,Jalon D'oudairies (FR),Mr H. C. Swan,5,Gordon Elliott,1st,N/A,4,12-0,-,True,93,37
N/A,N/A,15:40,Soft (Yielding To Soft In Places)  Flat (Turf),2m,The Other Mozzie (IRE),Mr D. G. Lavery,0,Gavin Patrick Cromwell,6th,2 1/4 l,4,12-0,-,True,93,37
N/A,N/A,15:40,Soft (Yielding To Soft In Places)  Flat (Turf),2m,Binge Worthy (IRE),Mr J. L. Gleeson,5,Gordon Elliott,5th,1 1/2 l,5,12-0,-,True,93,37
N/A,N/A,15:40,Soft (Yielding To Soft In Places)  Flat (Turf),2m,Iamagetaway (IRE),Mr R. W. Barron,5,James Andrew Fahey,4th,1 1/4 l,4,12-0,-,True,93,37
N/A,N/A,15:40,Soft (Yielding To Soft In Places)  Flat (Turf),2m,Inn At The Park (IRE),Mr P. W. Mullins,0,W. P. Mullins,3rd,4 l,5,12-0,-,True,93,37
N/A,N/A,15:40,Soft (Yielding To Soft In Places)  Flat (Turf),2m,Major Barry (IRE),Miss A. B. O'Connor,3,John E. & Thomas Kiely,2nd,5 l,5,12-0,-,True,93,37
N/A,N/A,15:40,Soft (Yielding To Soft In Places)  Flat (Turf),2m,Jalon D'oudairies (FR),Mr H. C. Swan,5,Gordon Elliott,1st,N/A,4,12-0,-,True,93,37
N/A,N/A,11:55,Soft,2m 4f,Hurricane Georgie (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,6,11-10,138,True,93,38
N/A,N/A,11:55,Soft,2m 4f,Sit Down Lucy (IRE),Sean Flanagan,0,Peter Fahey,PU,N/A,9,10-11,125,True,93,38
N/A,N/A,11:55,Soft,2m 4f,Optional Mix (IRE),Shane O'Callaghan,5,Eoin Doyle,6th,19 l,7,10-9t,123,True,93,38
N/A,N/A,11:55,Soft,2m 4f,Bonnie Kellie (IRE),Phillip Enright,0,S. Curling,5th,27 l,6,10-4,118,True,93,38
N/A,N/A,11:55,Soft,2m 4f,Time To Rocco (IRE),D. J. Gilligan,5,Colin Motherway,4th,1/2 l,6,10-11ht,125,True,93,38
N/A,N/A,11:55,Soft,2m 4f,Must Be Obeyed (IRE),D. J. O'Keeffe,0,T. Gibney,3rd,14 l,7,11-4,132,True,93,38
N/A,N/A,11:55,Soft,2m 4f,Queen Jane (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,Head,7,11-1t,129,True,93,38
N/A,N/A,11:55,Soft,2m 4f,Brides Hill (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,6,11-12,140,True,93,38
N/A,N/A,11:55,Soft,2m 4f,Hurricane Georgie (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,6,11-10,138,True,93,38
N/A,N/A,11:55,Soft,2m 4f,Sit Down Lucy (IRE),Sean Flanagan,0,Peter Fahey,PU,N/A,9,10-11,125,True,93,38
N/A,N/A,11:55,Soft,2m 4f,Optional Mix (IRE),Shane O'Callaghan,5,Eoin Doyle,6th,19 l,7,10-9t,123,True,93,38
N/A,N/A,11:55,Soft,2m 4f,Bonnie Kellie (IRE),Phillip Enright,0,S. Curling,5th,27 l,6,10-4,118,True,93,38
N/A,N/A,11:55,Soft,2m 4f,Time To Rocco (IRE),D. J. Gilligan,5,Colin Motherway,4th,1/2 l,6,10-11ht,125,True,93,38
N/A,N/A,11:55,Soft,2m 4f,Must Be Obeyed (IRE),D. J. O'Keeffe,0,T. Gibney,3rd,14 l,7,11-4,132,True,93,38
N/A,N/A,11:55,Soft,2m 4f,Queen Jane (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,Head,7,11-1t,129,True,93,38
N/A,N/A,11:55,Soft,2m 4f,Brides Hill (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,6,11-12,140,True,93,38
N/A,N/A,12:25,Soft,2m,Navy Beach (IRE),A. P. Heskin,0,A. J. Martin,10th,40 l,3,10-10t,-,True,93,39
N/A,N/A,12:25,Soft,2m,Ose Partir (FR),J. J. Slevin,0,Martin Brassil,9th,38 l,3,10-10ht,-,True,93,39
N/A,N/A,12:25,Soft,2m,Hamsiyann (IRE),Phillip Enright,0,A. J. Martin,8th,6 1/2 l,3,10-10,-,True,93,39
N/A,N/A,12:25,Soft,2m,Batman Girac (FR),P. Townend,0,W. P. Mullins,7th,13 l,3,10-10h,-,True,93,39
N/A,N/A,12:25,Soft,2m,Superbolt (IRE),Peter Carberry,0,A. J. Martin,6th,1/2 l,3,10-10,-,True,93,39
N/A,N/A,12:25,Soft,2m,Kaleosun (FR),Sam Ewing,0,Gordon Elliott,5th,24 l,3,10-10,-,True,93,39
N/A,N/A,12:25,Soft,2m,Nara (FR),M. P. Walsh,0,Henry de Bromhead,4th,3 l,3,10-3h1,-,True,93,39
N/A,N/A,12:25,Soft,2m,Eagle Fang (IRE),D. E. Mullins,0,William Durkan,3rd,18 l,3,10-10,-,True,93,39
N/A,N/A,12:25,Soft,2m,Kala Conti (FR),J. W. Kennedy,0,Gordon Elliott,2nd,1/2 l,3,10-7,-,True,93,39
N/A,N/A,12:25,Soft,2m,Nurburgring (IRE),Richard Deegan,0,Joseph Patrick O'Brien,1st,N/A,3,10-10t,-,True,93,39
N/A,N/A,12:25,Soft,2m,Navy Beach (IRE),A. P. Heskin,0,A. J. Martin,10th,40 l,3,10-10t,-,True,93,39
N/A,N/A,12:25,Soft,2m,Ose Partir (FR),J. J. Slevin,0,Martin Brassil,9th,38 l,3,10-10ht,-,True,93,39
N/A,N/A,12:25,Soft,2m,Hamsiyann (IRE),Phillip Enright,0,A. J. Martin,8th,6 1/2 l,3,10-10,-,True,93,39
N/A,N/A,12:25,Soft,2m,Batman Girac (FR),P. Townend,0,W. P. Mullins,7th,13 l,3,10-10h,-,True,93,39
N/A,N/A,12:25,Soft,2m,Superbolt (IRE),Peter Carberry,0,A. J. Martin,6th,1/2 l,3,10-10,-,True,93,39
N/A,N/A,12:25,Soft,2m,Kaleosun (FR),Sam Ewing,0,Gordon Elliott,5th,24 l,3,10-10,-,True,93,39
N/A,N/A,12:25,Soft,2m,Nara (FR),M. P. Walsh,0,Henry de Bromhead,4th,3 l,3,10-3h1,-,True,93,39
N/A,N/A,12:25,Soft,2m,Eagle Fang (IRE),D. E. Mullins,0,William Durkan,3rd,18 l,3,10-10,-,True,93,39
N/A,N/A,12:25,Soft,2m,Kala Conti (FR),J. W. Kennedy,0,Gordon Elliott,2nd,1/2 l,3,10-7,-,True,93,39
N/A,N/A,12:25,Soft,2m,Nurburgring (IRE),Richard Deegan,0,Joseph Patrick O'Brien,1st,N/A,3,10-10t,-,True,93,39
N/A,N/A,12:55,Soft,3m 5f 130y,Glenquin Castle (IRE),S. D. Torrens,0,Martin Brassil,PU,N/A,9,10-2tp,121,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Screaming Colours (IRE),Patrick Michael O'Brien,7,William Durkan,PU,N/A,12,11-2tp,135,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Fairyhill Run (IRE),D. King,3,John Patrick Ryan,PU,N/A,8,10-5,124,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Call The Tune (IRE),M. J. M. O'Sullivan,0,Barry Connell,PU,N/A,9,10-5,124,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Definite Plan (IRE),Jordan Colin Gainford,0,Gordon Elliott,PU,N/A,11,10-9b,128,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,The Dabbler (IRE),C. G. O'Dwyer,5,Liam P. Cusack,PU,N/A,10,10-0p,119,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Minella Crooner (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,7,11-11p,144,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Sir Bob (IRE),M. P. Walsh,0,Robert Tyner,PU,N/A,11,10-10p,129,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Velvet Elvis (IRE),D. J. O'Keeffe,0,T. Gibney,PU,N/A,7,11-10,143,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,The Little Yank (IRE),Philip Donovan,5,John Patrick Ryan,PU,N/A,8,10-8,127,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Diol Ker (FR),D. J. Gilligan,5,Gordon Elliott,8th,1 3/4 l,9,11-12b,145,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,My Design (IRE),Mr R. W. Barron,5,Declan Queally,7th,11 l,8,11-0tb,133,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Mister Fogpatches (IRE),Richard Deegan,0,P. A. Fahy,6th,3 3/4 l,9,10-12p,131,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Everglow,Sean Flanagan,0,Noel Meade,5th,14 l,8,10-5tp,124,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Frontal Assault (IRE),Sam Ewing,0,Gordon Elliott,4th,2 1/2 l,8,11-6b,139,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Regina Dracones (IRE),S. F. O'Keeffe,0,T. Gibney,3rd,4 l,8,10-3,122,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,History Of Fashion (IRE),Richard Condon,5,P. A. Fahy,2nd,3 l,9,10-0p,119,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Street Value (IRE),D. E. Mullins,0,J. P. Flavin,1st,N/A,8,10-6t,125,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Glenquin Castle (IRE),S. D. Torrens,0,Martin Brassil,PU,N/A,9,10-2tp,121,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Screaming Colours (IRE),Patrick Michael O'Brien,7,William Durkan,PU,N/A,12,11-2tp,135,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Fairyhill Run (IRE),D. King,3,John Patrick Ryan,PU,N/A,8,10-5,124,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Call The Tune (IRE),M. J. M. O'Sullivan,0,Barry Connell,PU,N/A,9,10-5,124,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Definite Plan (IRE),Jordan Colin Gainford,0,Gordon Elliott,PU,N/A,11,10-9b,128,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,The Dabbler (IRE),C. G. O'Dwyer,5,Liam P. Cusack,PU,N/A,10,10-0p,119,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Minella Crooner (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,7,11-11p,144,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Sir Bob (IRE),M. P. Walsh,0,Robert Tyner,PU,N/A,11,10-10p,129,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Velvet Elvis (IRE),D. J. O'Keeffe,0,T. Gibney,PU,N/A,7,11-10,143,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,The Little Yank (IRE),Philip Donovan,5,John Patrick Ryan,PU,N/A,8,10-8,127,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Diol Ker (FR),D. J. Gilligan,5,Gordon Elliott,8th,1 3/4 l,9,11-12b,145,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,My Design (IRE),Mr R. W. Barron,5,Declan Queally,7th,11 l,8,11-0tb,133,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Mister Fogpatches (IRE),Richard Deegan,0,P. A. Fahy,6th,3 3/4 l,9,10-12p,131,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Everglow,Sean Flanagan,0,Noel Meade,5th,14 l,8,10-5tp,124,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Frontal Assault (IRE),Sam Ewing,0,Gordon Elliott,4th,2 1/2 l,8,11-6b,139,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Regina Dracones (IRE),S. F. O'Keeffe,0,T. Gibney,3rd,4 l,8,10-3,122,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,History Of Fashion (IRE),Richard Condon,5,P. A. Fahy,2nd,3 l,9,10-0p,119,True,93,40
N/A,N/A,12:55,Soft,3m 5f 130y,Street Value (IRE),D. E. Mullins,0,J. P. Flavin,1st,N/A,8,10-6t,125,True,93,40
N/A,N/A,14:00,Soft,2m 4f,Perceval Legallois (FR),M. P. Walsh,0,Gavin Patrick Cromwell,5th,23 l,6,11-12,-,True,93,42
N/A,N/A,14:00,Soft,2m 4f,Sharjah (FR),P. Townend,0,W. P. Mullins,4th,24 l,10,11-12t,-,True,93,42
N/A,N/A,14:00,Soft,2m 4f,Letsbeclearaboutit (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,3rd,5 l,8,11-12,-,True,93,42
N/A,N/A,14:00,Soft,2m 4f,Found A Fifty (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,2 1/2 l,6,11-12,-,True,93,42
N/A,N/A,14:00,Soft,2m 4f,I Am Maximus (FR),J. S. McGarvey,0,W. P. Mullins,1st,N/A,7,11-12,-,True,93,42
N/A,N/A,14:00,Soft,2m 4f,Perceval Legallois (FR),M. P. Walsh,0,Gavin Patrick Cromwell,5th,23 l,6,11-12,-,True,93,42
N/A,N/A,14:00,Soft,2m 4f,Sharjah (FR),P. Townend,0,W. P. Mullins,4th,24 l,10,11-12t,-,True,93,42
N/A,N/A,14:00,Soft,2m 4f,Letsbeclearaboutit (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,3rd,5 l,8,11-12,-,True,93,42
N/A,N/A,14:00,Soft,2m 4f,Found A Fifty (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,2 1/2 l,6,11-12,-,True,93,42
N/A,N/A,14:00,Soft,2m 4f,I Am Maximus (FR),J. S. McGarvey,0,W. P. Mullins,1st,N/A,7,11-12,-,True,93,42
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Sophia Klimt (IRE),J Kearney,5,P Martin,NR,N/A,2,9-2t,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Chief Of State (IRE),D W O'Connor,0,J F Levins,14th,1 3/4 l,2,9-7,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Xaustdwithpleasure (IRE),C D Hayes,0,D K Weld,13th,4 1/4 l,2,9-7,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Maple Star (IRE),J J G Ryan,5,T G McCourt,12th,5 l,2,9-2,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Ecoutez Bien (IRE),D P McDonogh,0,J P O'Brien,11th,1 1/4 l,2,9-2,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Iberian Queen (IRE),S Foley,0,T Mullins,10th,1/2 l,2,9-2,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Thatsthebestoneyet (IRE),C G O'Dwyer,5,Daniel Murphy,9th,3/4 l,2,9-7,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Mint Man,L T McAteer,0,P J F Murphy,8th,1/2 l,2,9-7,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Woohoo (IRE),R P Cleary,0,Daniel Murphy,7th,1/2 l,2,9-2b1,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Branding,C T Keane,0,M O'Callaghan,6th,3/4 l,2,9-7,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Soldiers Design (IRE),O McSweeney,5,Daniel Murphy,5th,Head,2,9-2,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Mary Shoelaces (IRE),W Joyce,5,E & P Harty,4th,2 1/4 l,2,9-2b,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Surpass And Shine (IRE),A C Persse,7,P J Flynn,3rd,4 1/2 l,2,9-7,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Sorrento Sky (IRE),R Whearty,5,G P Cromwell,2nd,Head,2,9-7,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Tarsus (IRE),C Horgan,7,A Slattery,1st,N/A,2,9-7t1,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Sophia Klimt (IRE),J Kearney,5,P Martin,NR,N/A,2,9-2t,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Chief Of State (IRE),D W O'Connor,0,J F Levins,14th,1 3/4 l,2,9-7,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Xaustdwithpleasure (IRE),C D Hayes,0,D K Weld,13th,4 1/4 l,2,9-7,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Maple Star (IRE),J J G Ryan,5,T G McCourt,12th,5 l,2,9-2,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Ecoutez Bien (IRE),D P McDonogh,0,J P O'Brien,11th,1 1/4 l,2,9-2,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Iberian Queen (IRE),S Foley,0,T Mullins,10th,1/2 l,2,9-2,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Thatsthebestoneyet (IRE),C G O'Dwyer,5,Daniel Murphy,9th,3/4 l,2,9-7,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Mint Man,L T McAteer,0,P J F Murphy,8th,1/2 l,2,9-7,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Woohoo (IRE),R P Cleary,0,Daniel Murphy,7th,1/2 l,2,9-2b1,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Branding,C T Keane,0,M O'Callaghan,6th,3/4 l,2,9-7,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Soldiers Design (IRE),O McSweeney,5,Daniel Murphy,5th,Head,2,9-2,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Mary Shoelaces (IRE),W Joyce,5,E & P Harty,4th,2 1/4 l,2,9-2b,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Surpass And Shine (IRE),A C Persse,7,P J Flynn,3rd,4 1/2 l,2,9-7,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Sorrento Sky (IRE),R Whearty,5,G P Cromwell,2nd,Head,2,9-7,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:15,N/A,15:15,Standard,5f,Tarsus (IRE),C Horgan,7,A Slattery,1st,N/A,2,9-7t1,-,True,93,46
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Awqaat (IRE),H J Horgan,7,J C McConnell,NR,N/A,4,9-7,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Jackie Robinson (IRE),P A Harnett,5,D Marnane,14th,2 1/4 l,3,10-2,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Ocean Leader (IRE),G P Halpin,0,L Smyth,13th,11 l,3,9-9t,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Knockmore Prince (IRE),D E Sheehy,3,N Meade,12th,6 1/2 l,3,9-1b,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Pollanassa (IRE),H J Horgan,7,R P Cody,11th,2 1/4 l,4,9-11t,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Army Of India (IRE),D W O'Connor,0,H D McGuigan,10th,1/2 l,5,10-2,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Hezahunk (IRE),J Kearney,5,A McGuinness,9th,1 l,4,10-1,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,May Night,K J Leonard,0,D Hogan,8th,Head,5,9-12p,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Humanitarian (USA),S P Davis,0,J J Hanlon,7th,3/4 l,7,9-5t,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Big Dream (IRE),C D Maxwell,0,A McCann,6th,1/2 l,5,9-1t,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Eighty Eight (IRE),N G McCullagh,0,R O'Sullivan,5th,1 l,4,9-7,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Invincible Larne (IRE),Siobhan Rutledge,3,J C McConnell,4th,Neck,7,9-1,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Chica Power (IRE),W Joyce,5,C Collins,3rd,1 1/4 l,5,9-3p,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Monzoon,M P Sheehy,0,N C Kelly,2nd,Head,6,9-7,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Notforalongtime,O McSweeney,5,Laura Hourigan,1st,N/A,6,9-7p,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Awqaat (IRE),H J Horgan,7,J C McConnell,NR,N/A,4,9-7,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Jackie Robinson (IRE),P A Harnett,5,D Marnane,14th,2 1/4 l,3,10-2,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Ocean Leader (IRE),G P Halpin,0,L Smyth,13th,11 l,3,9-9t,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Knockmore Prince (IRE),D E Sheehy,3,N Meade,12th,6 1/2 l,3,9-1b,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Pollanassa (IRE),H J Horgan,7,R P Cody,11th,2 1/4 l,4,9-11t,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Army Of India (IRE),D W O'Connor,0,H D McGuigan,10th,1/2 l,5,10-2,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Hezahunk (IRE),J Kearney,5,A McGuinness,9th,1 l,4,10-1,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,May Night,K J Leonard,0,D Hogan,8th,Head,5,9-12p,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Humanitarian (USA),S P Davis,0,J J Hanlon,7th,3/4 l,7,9-5t,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Big Dream (IRE),C D Maxwell,0,A McCann,6th,1/2 l,5,9-1t,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Eighty Eight (IRE),N G McCullagh,0,R O'Sullivan,5th,1 l,4,9-7,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Invincible Larne (IRE),Siobhan Rutledge,3,J C McConnell,4th,Neck,7,9-1,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Chica Power (IRE),W Joyce,5,C Collins,3rd,1 1/4 l,5,9-3p,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Monzoon,M P Sheehy,0,N C Kelly,2nd,Head,6,9-7,-,True,93,47
Dundalk Racing Results | 6th December 2023 15:45,N/A,15:45,Standard,7f,Notforalongtime,O McSweeney,5,Laura Hourigan,1st,N/A,6,9-7p,-,True,93,47
