track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Burgoo Beauty (IRE),J. J. G. Ryan,7,W. J. Lanigan,14th,4 1/2 l,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Eyela (IRE),C. D. Hayes,0,Eddie & Patrick Harty,13th,3 1/2 l,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Hello Possible (IRE),R. P. Cleary,0,Andrew Oliver,12th,Head,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Lauroline,C. Geerdharry,10,John Patrick Murtagh,11th,7 1/2 l,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Theresathought (IRE),Jack Cleary,7,Michael G. Cleary,10th,Neck,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Silent Vigil (IRE),N. M. Crosse,0,Luke Comer,9th,1/2 l,3,9-3t,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Bambino Cavallo (IRE),C. Stone-Walsh,10,Joseph Patrick O'Brien,8th,2 3/4 l,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Oh Cleo (IRE),C. T. Keane,0,G. M. Lyons,7th,1 1/4 l,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Cyclamen (IRE),W. M. Lordan,0,Aidan O'Brien,6th,4 3/4 l,3,9-3b,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Tellthemi'mhere (IRE),M. P. Sheehy,0,P. O'Rourke,5th,1 1/4 l,4,9-4,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Selador (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,4th,1 l,3,9-3b,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Livia Celeste (IRE),M. W. Hassett,10,Joseph Patrick O'Brien,3rd,3 1/4 l,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Lizzy's Filly (IRE),D. B. McMonagle,0,Ciaran Murphy,2nd,3 1/4 l,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Vadiana (IRE),R. P. Whelan,0,Tracey Collins,1st,N/A,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Burgoo Beauty (IRE),J. J. G. Ryan,7,W. J. Lanigan,14th,4 1/2 l,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Eyela (IRE),C. D. Hayes,0,Eddie & Patrick Harty,13th,3 1/2 l,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Hello Possible (IRE),R. P. Cleary,0,Andrew Oliver,12th,Head,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Lauroline,C. Geerdharry,10,John Patrick Murtagh,11th,7 1/2 l,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Theresathought (IRE),Jack Cleary,7,Michael G. Cleary,10th,Neck,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Silent Vigil (IRE),N. M. Crosse,0,Luke Comer,9th,1/2 l,3,9-3t,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Bambino Cavallo (IRE),C. Stone-Walsh,10,Joseph Patrick O'Brien,8th,2 3/4 l,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Oh Cleo (IRE),C. T. Keane,0,G. M. Lyons,7th,1 1/4 l,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Cyclamen (IRE),W. M. Lordan,0,Aidan O'Brien,6th,4 3/4 l,3,9-3b,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Tellthemi'mhere (IRE),M. P. Sheehy,0,P. O'Rourke,5th,1 1/4 l,4,9-4,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Selador (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,4th,1 l,3,9-3b,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Livia Celeste (IRE),M. W. Hassett,10,Joseph Patrick O'Brien,3rd,3 1/4 l,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Lizzy's Filly (IRE),D. B. McMonagle,0,Ciaran Murphy,2nd,3 1/4 l,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:15,N/A,18:15,Standard,1m,Vadiana (IRE),R. P. Whelan,0,Tracey Collins,1st,N/A,3,9-3,-,True,35,42
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Laser Jet (BRA),N. M. Crosse,0,Mrs J. Harrington,14th,2 l,2,9-6,64,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Liberated Girl,A. J. Slattery,0,A. Slattery,13th,Neck,2,9-6v1,64,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Barney's Joy (IRE),R. Whearty,7,M. Halford,12th,1/2 l,2,9-9,67,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Trident Star (IRE),C. T. Keane,0,James McAuley,11th,Short Head,2,9-3p,61,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Ledger (IRE),C. D. Hayes,0,Paul Traynor,10th,1 1/4 l,2,9-12,70,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Law Lady (IRE),D. B. McMonagle,0,Thomas Mullins,9th,1 1/4 l,2,9-8h,66,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Static Charge,Tom Kiely Marshall,7,Joseph G. Murphy,8th,Short Head,2,9-5p,63,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Fleetfootsoldier (IRE),J. M. Sheridan,3,Kevin Thomas Coleman,7th,1/2 l,2,9-1,59,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Tir Tairngire (IRE),J. Kearney,7,John Stephen O'Donoghue,6th,1 1/4 l,2,9-9,67,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Lake Illawarra (IRE),C. Geerdharry,10,John Patrick Murtagh,5th,1/2 l,2,9-11b1,69,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Malacanne (IRE),S. B. Kelly,0,John Patrick Murtagh,4th,1/2 l,2,9-11,69,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Magnanimous Mehmus (IRE),Seamie Heffernan,0,Adrian Murray,3rd,1/2 l,2,9-12,70,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Alfarida (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,2nd,1 1/4 l,2,9-0,58,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Dromantine (IRE),R. P. Whelan,0,M. Halford,1st,N/A,2,9-11,69,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Laser Jet (BRA),N. M. Crosse,0,Mrs J. Harrington,14th,2 l,2,9-6,64,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Liberated Girl,A. J. Slattery,0,A. Slattery,13th,Neck,2,9-6v1,64,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Barney's Joy (IRE),R. Whearty,7,M. Halford,12th,1/2 l,2,9-9,67,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Trident Star (IRE),C. T. Keane,0,James McAuley,11th,Short Head,2,9-3p,61,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Ledger (IRE),C. D. Hayes,0,Paul Traynor,10th,1 1/4 l,2,9-12,70,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Law Lady (IRE),D. B. McMonagle,0,Thomas Mullins,9th,1 1/4 l,2,9-8h,66,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Static Charge,Tom Kiely Marshall,7,Joseph G. Murphy,8th,Short Head,2,9-5p,63,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Fleetfootsoldier (IRE),J. M. Sheridan,3,Kevin Thomas Coleman,7th,1/2 l,2,9-1,59,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Tir Tairngire (IRE),J. Kearney,7,John Stephen O'Donoghue,6th,1 1/4 l,2,9-9,67,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Lake Illawarra (IRE),C. Geerdharry,10,John Patrick Murtagh,5th,1/2 l,2,9-11b1,69,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Malacanne (IRE),S. B. Kelly,0,John Patrick Murtagh,4th,1/2 l,2,9-11,69,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Magnanimous Mehmus (IRE),Seamie Heffernan,0,Adrian Murray,3rd,1/2 l,2,9-12,70,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Alfarida (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,2nd,1 1/4 l,2,9-0,58,True,35,43
Dundalk Racing Results | 21st December 2022 18:45,N/A,18:45,Standard,7f,Dromantine (IRE),R. P. Whelan,0,M. Halford,1st,N/A,2,9-11,69,True,35,43
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Walhaan (IRE),W. M. Lordan,0,Ciaran Murphy,9th,Head,6,8-9,85,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Rough Diamond (IRE),S. M. Crosse,0,Edward Lynam,8th,Head,5,9-5,95,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Angels Wrath (IRE),S. B. Kelly,0,John Patrick Murtagh,7th,Head,3,9-0,90,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Ampeson,J. Kearney,7,P. J. McKenna,6th,Neck,5,8-12p,88,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Ivasecret (IRE),Declan McDonogh,0,John Joseph Hanlon,5th,Neck,4,8-9,85,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Exquisite Acclaim (IRE),R. P. Whelan,0,Adrian McGuinness,4th,Neck,3,8-11p,87,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Marsa (IRE),C. D. Hayes,0,Edward Lynam,3rd,1 1/4 l,3,8-9,85,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,San Andreas (IRE),C. Stone-Walsh,10,Joseph Patrick O'Brien,2nd,1 1/4 l,6,10-0,104,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Fastnet Crown (IRE),C. T. Keane,0,M. D. O'Callaghan,1st,N/A,5,9-10t,100,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Walhaan (IRE),W. M. Lordan,0,Ciaran Murphy,9th,Head,6,8-9,85,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Rough Diamond (IRE),S. M. Crosse,0,Edward Lynam,8th,Head,5,9-5,95,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Angels Wrath (IRE),S. B. Kelly,0,John Patrick Murtagh,7th,Head,3,9-0,90,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Ampeson,J. Kearney,7,P. J. McKenna,6th,Neck,5,8-12p,88,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Ivasecret (IRE),Declan McDonogh,0,John Joseph Hanlon,5th,Neck,4,8-9,85,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Exquisite Acclaim (IRE),R. P. Whelan,0,Adrian McGuinness,4th,Neck,3,8-11p,87,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Marsa (IRE),C. D. Hayes,0,Edward Lynam,3rd,1 1/4 l,3,8-9,85,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,San Andreas (IRE),C. Stone-Walsh,10,Joseph Patrick O'Brien,2nd,1 1/4 l,6,10-0,104,True,35,44
Dundalk Racing Results | 21st December 2022 19:15,N/A,19:15,Standard,7f,Fastnet Crown (IRE),C. T. Keane,0,M. D. O'Callaghan,1st,N/A,5,9-10t,100,True,35,44
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Plankton (IRE),J. Kearney,7,Andrew McNamara,14th,8 l,3,9-9,58,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Macaban City (IRE),C. Geerdharry,10,Gerard Michael Hussey,13th,4 1/4 l,6,8-12,47,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Troy Top (IRE),M. A. Enright,0,Leanne Breen,12th,1 1/2 l,4,9-5ht,54,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Maccliff (IRE),Siobhan Rutledge,5,Gerard Michael Hussey,11th,Short Head,6,8-13,48,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Caesar's Comet (IRE),C. D. Hayes,0,James McAuley,10th,1/2 l,8,8-12v,47,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Sister Lola (IRE),G. F. Carroll,0,James McAuley,9th,2 1/2 l,5,9-12t,61,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Atbay (IRE),G. M. Ryan,0,Mark Fahey,8th,Nose,3,9-10,59,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Knocknakilla (IRE),C. T. Keane,0,G. O'Leary,7th,1/2 l,4,10-2b1,65,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Gormanston (IRE),R. C. Colgan,0,Nigel Slevin,6th,Short Head,6,8-12tv1,47,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Havana Pearl (IRE),R. P. Whelan,0,M. Halford,5th,Neck,3,9-13h,62,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Circles (IRE),Seamie Heffernan,0,Anthony McCann,4th,3/4 l,3,9-5tb,54,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,The Bog Bank (IRE),J. J. G. Ryan,7,T. G. McCourt,3rd,Neck,5,10-2p,65,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Delta Romeo (IRE),N. G. McCullagh,0,G. O'Leary,2nd,1/2 l,4,9-10tb,59,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Jered Maddox,Declan McDonogh,0,David Marnane,1st,N/A,6,9-10,59,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Plankton (IRE),J. Kearney,7,Andrew McNamara,14th,8 l,3,9-9,58,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Macaban City (IRE),C. Geerdharry,10,Gerard Michael Hussey,13th,4 1/4 l,6,8-12,47,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Troy Top (IRE),M. A. Enright,0,Leanne Breen,12th,1 1/2 l,4,9-5ht,54,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Maccliff (IRE),Siobhan Rutledge,5,Gerard Michael Hussey,11th,Short Head,6,8-13,48,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Caesar's Comet (IRE),C. D. Hayes,0,James McAuley,10th,1/2 l,8,8-12v,47,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Sister Lola (IRE),G. F. Carroll,0,James McAuley,9th,2 1/2 l,5,9-12t,61,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Atbay (IRE),G. M. Ryan,0,Mark Fahey,8th,Nose,3,9-10,59,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Knocknakilla (IRE),C. T. Keane,0,G. O'Leary,7th,1/2 l,4,10-2b1,65,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Gormanston (IRE),R. C. Colgan,0,Nigel Slevin,6th,Short Head,6,8-12tv1,47,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Havana Pearl (IRE),R. P. Whelan,0,M. Halford,5th,Neck,3,9-13h,62,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Circles (IRE),Seamie Heffernan,0,Anthony McCann,4th,3/4 l,3,9-5tb,54,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,The Bog Bank (IRE),J. J. G. Ryan,7,T. G. McCourt,3rd,Neck,5,10-2p,65,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Delta Romeo (IRE),N. G. McCullagh,0,G. O'Leary,2nd,1/2 l,4,9-10tb,59,True,35,45
Dundalk Racing Results | 21st December 2022 19:45,N/A,19:45,Standard,7f,Jered Maddox,Declan McDonogh,0,David Marnane,1st,N/A,6,9-10,59,True,35,45
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Champagnegaloppen (IRE),C. P. O'Shea,7,R. K. Watson,UR,N/A,4,10-11,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Do As Your Told (IRE),C. Smithers,7,R. K. Watson,PU,N/A,4,10-11h1,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Smooth Player (IRE),Sam Ewing,0,Gordon Elliott,PU,N/A,5,11-12,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Cosmo Renfro (IRE),J. P. O'Sullivan,5,Shane Nolan,PU,N/A,5,11-4,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Barometer (IRE),Mr Adam Feeney,7,John Joseph Murphy,F,N/A,7,11-12,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Wee Jerry (IRE),Gearoid Patrick Brouder,5,Neill McCluskey,BD,N/A,6,11-4t,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Windgap Warrior (IRE),E. Walsh,5,Cian Michael Collins,10th,Neck,4,11-4,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Lockdown Daisy (IRE),Miss A. McGuinness,7,J. J. Lambe,9th,27 l,5,10-11,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,The Belmont Boys (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,8th,49 l,5,11-4t,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Ringdufferin (IRE),Corey McGivern,7,Gordon Elliott,7th,Neck,4,11-4,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Nowinittowinit (IRE),Mr S. Connor,7,Stuart Crawford,6th,41 l,6,10-11,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Rowdy Romeo (IRE),D. P. Maxwell,7,Mrs Caroline McCaldin,5th,6 l,5,11-4,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Ottizzini (IRE),Patrick O'Hanlon,5,Stuart Crawford,4th,2 3/4 l,5,10-11,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Sam Magee (IRE),C. Brassil,5,Henry de Bromhead,3rd,1 1/4 l,5,11-4,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Jimmy Chou Pecos Aa (FR),B. W. Harvey,5,John McConnell,2nd,4 l,6,11-4t,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Eye Van (IRE),Niall Moore,7,R. P. Cody,1st,N/A,8,11-4,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Champagnegaloppen (IRE),C. P. O'Shea,7,R. K. Watson,UR,N/A,4,10-11,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Do As Your Told (IRE),C. Smithers,7,R. K. Watson,PU,N/A,4,10-11h1,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Smooth Player (IRE),Sam Ewing,0,Gordon Elliott,PU,N/A,5,11-12,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Cosmo Renfro (IRE),J. P. O'Sullivan,5,Shane Nolan,PU,N/A,5,11-4,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Barometer (IRE),Mr Adam Feeney,7,John Joseph Murphy,F,N/A,7,11-12,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Wee Jerry (IRE),Gearoid Patrick Brouder,5,Neill McCluskey,BD,N/A,6,11-4t,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Windgap Warrior (IRE),E. Walsh,5,Cian Michael Collins,10th,Neck,4,11-4,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Lockdown Daisy (IRE),Miss A. McGuinness,7,J. J. Lambe,9th,27 l,5,10-11,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,The Belmont Boys (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,8th,49 l,5,11-4t,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Ringdufferin (IRE),Corey McGivern,7,Gordon Elliott,7th,Neck,4,11-4,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Nowinittowinit (IRE),Mr S. Connor,7,Stuart Crawford,6th,41 l,6,10-11,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Rowdy Romeo (IRE),D. P. Maxwell,7,Mrs Caroline McCaldin,5th,6 l,5,11-4,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Ottizzini (IRE),Patrick O'Hanlon,5,Stuart Crawford,4th,2 3/4 l,5,10-11,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Sam Magee (IRE),C. Brassil,5,Henry de Bromhead,3rd,1 1/4 l,5,11-4,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Jimmy Chou Pecos Aa (FR),B. W. Harvey,5,John McConnell,2nd,4 l,6,11-4t,-,True,35,46
N/A,N/A,11:40,Soft (Yielding To Soft In Places),2m 4f 50y,Eye Van (IRE),Niall Moore,7,R. P. Cody,1st,N/A,8,11-4,-,True,35,46
N/A,N/A,12:13,Soft (Yielding To Soft In Places),2m 1f,Sculduggery (IRE),M. J. Molloy,7,Dermot Anthony McLoughlin,7th,23 l,5,11-8,-,True,35,47
N/A,N/A,12:13,Soft (Yielding To Soft In Places),2m 1f,Mac's Xpress (IRE),C. Smithers,0,Mrs J. Harrington,6th,Short Head,4,11-8,-,True,35,47
N/A,N/A,12:13,Soft (Yielding To Soft In Places),2m 1f,Bleu D'enfer (FR),Mr B. G. Crawford,7,Stuart Crawford,5th,1 3/4 l,4,11-10t,-,True,35,47
N/A,N/A,12:13,Soft (Yielding To Soft In Places),2m 1f,Mel Monroe (IRE),Sam Ewing,0,Gordon Elliott,4th,1 1/2 l,4,11-3,-,True,35,47
N/A,N/A,12:13,Soft (Yielding To Soft In Places),2m 1f,Black Bamboo (IRE),Mr Adam Feeney,7,John Joseph Murphy,3rd,1/2 l,5,11-8,-,True,35,47
N/A,N/A,12:13,Soft (Yielding To Soft In Places),2m 1f,Mollys Glory (IRE),Mr Finian Maguire,0,M. C. Grassick,2nd,9 1/2 l,7,11-1,-,True,35,47
N/A,N/A,12:13,Soft (Yielding To Soft In Places),2m 1f,Ifiwerearichman (IRE),J. P. O'Sullivan,5,Paul Nolan,1st,N/A,4,11-10h,-,True,35,47
N/A,N/A,12:13,Soft (Yielding To Soft In Places),2m 1f,Sculduggery (IRE),M. J. Molloy,7,Dermot Anthony McLoughlin,7th,23 l,5,11-8,-,True,35,47
N/A,N/A,12:13,Soft (Yielding To Soft In Places),2m 1f,Mac's Xpress (IRE),C. Smithers,0,Mrs J. Harrington,6th,Short Head,4,11-8,-,True,35,47
N/A,N/A,12:13,Soft (Yielding To Soft In Places),2m 1f,Bleu D'enfer (FR),Mr B. G. Crawford,7,Stuart Crawford,5th,1 3/4 l,4,11-10t,-,True,35,47
N/A,N/A,12:13,Soft (Yielding To Soft In Places),2m 1f,Mel Monroe (IRE),Sam Ewing,0,Gordon Elliott,4th,1 1/2 l,4,11-3,-,True,35,47
N/A,N/A,12:13,Soft (Yielding To Soft In Places),2m 1f,Black Bamboo (IRE),Mr Adam Feeney,7,John Joseph Murphy,3rd,1/2 l,5,11-8,-,True,35,47
N/A,N/A,12:13,Soft (Yielding To Soft In Places),2m 1f,Mollys Glory (IRE),Mr Finian Maguire,0,M. C. Grassick,2nd,9 1/2 l,7,11-1,-,True,35,47
N/A,N/A,12:13,Soft (Yielding To Soft In Places),2m 1f,Ifiwerearichman (IRE),J. P. O'Sullivan,5,Paul Nolan,1st,N/A,4,11-10h,-,True,35,47
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Our Dylan (IRE),Gavin Peter Brouder,2,P. A. Fahy,16th,1 3/4 l,6,11-4,92,True,35,48
