track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Jimli's Glory,C. P. O'Shea,4,R. K. Watson,15th,6 1/2 l,5,10-13,87,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,True Destiny (USA),L. A. McKenna,4,J. J. Lambe,14th,4 1/2 l,7,11-13,101,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Planet Janet (IRE),C. Brassil,0,Dermot Anthony McLoughlin,13th,12 l,6,11-4,92,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Pharisees (IRE),J. P. O'Sullivan,0,Gavin Patrick Cromwell,12th,Nose,4,11-7t,95,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Spring Street (IRE),A. M. McCurtin,0,J. P. Flavin,11th,3 3/4 l,4,11-5,93,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Peace Party (IRE),E. Walsh,0,Desmond McDonogh,10th,1 3/4 l,10,11-10ht,98,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Hi Ski (IRE),B. W. Harvey,2,Ross O'Sullivan,9th,4 1/2 l,7,11-9,97,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Presenting Meghan (IRE),B. P. Kennedy,4,Paul W. Flynn,8th,1 1/2 l,8,11-7,95,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Fox Le Bel (FR),J. P. Shinnick,4,Miss Elizabeth Doyle,7th,3/4 l,7,10-13p,87,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Size Five (IRE),Shane Fenelon,4,Noel C. Kelly,6th,1 l,4,10-13,87,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,We'llgowats (IRE),C. Smithers,4,Liam G. O'Brien,5th,3/4 l,7,10-13,87,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Bellaney Gem (IRE),Patrick O'Hanlon,2,Stuart Crawford,4th,5 1/2 l,9,11-7tv1,95,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Galactica (FR),Patrick Michael O'Brien,4,Gavin Patrick Cromwell,3rd,4 1/2 l,4,11-4t,92,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Cave Court (IRE),H. Morgan,0,Noel C. Kelly,2nd,3 l,5,11-9,97,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Kalanisi Dubh (IRE),Niall Moore,4,Seamus Fahey,1st,N/A,6,10-11,85,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Our Dylan (IRE),Gavin Peter Brouder,2,P. A. Fahy,16th,1 3/4 l,6,11-4,92,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Jimli's Glory,C. P. O'Shea,4,R. K. Watson,15th,6 1/2 l,5,10-13,87,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,True Destiny (USA),L. A. McKenna,4,J. J. Lambe,14th,4 1/2 l,7,11-13,101,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Planet Janet (IRE),C. Brassil,0,Dermot Anthony McLoughlin,13th,12 l,6,11-4,92,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Pharisees (IRE),J. P. O'Sullivan,0,Gavin Patrick Cromwell,12th,Nose,4,11-7t,95,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Spring Street (IRE),A. M. McCurtin,0,J. P. Flavin,11th,3 3/4 l,4,11-5,93,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Peace Party (IRE),E. Walsh,0,Desmond McDonogh,10th,1 3/4 l,10,11-10ht,98,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Hi Ski (IRE),B. W. Harvey,2,Ross O'Sullivan,9th,4 1/2 l,7,11-9,97,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Presenting Meghan (IRE),B. P. Kennedy,4,Paul W. Flynn,8th,1 1/2 l,8,11-7,95,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Fox Le Bel (FR),J. P. Shinnick,4,Miss Elizabeth Doyle,7th,3/4 l,7,10-13p,87,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Size Five (IRE),Shane Fenelon,4,Noel C. Kelly,6th,1 l,4,10-13,87,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,We'llgowats (IRE),C. Smithers,4,Liam G. O'Brien,5th,3/4 l,7,10-13,87,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Bellaney Gem (IRE),Patrick O'Hanlon,2,Stuart Crawford,4th,5 1/2 l,9,11-7tv1,95,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Galactica (FR),Patrick Michael O'Brien,4,Gavin Patrick Cromwell,3rd,4 1/2 l,4,11-4t,92,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Cave Court (IRE),H. Morgan,0,Noel C. Kelly,2nd,3 l,5,11-9,97,True,35,48
N/A,N/A,12:48,Soft (Yielding To Soft In Places),2m 1f,Kalanisi Dubh (IRE),Niall Moore,4,Seamus Fahey,1st,N/A,6,10-11,85,True,35,48
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Champ De Gane (FR),Mr B. G. Crawford,7,Stuart Crawford,UR,N/A,5,11-12t,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Chavez (IRE),Mr Elliot Ohgren,5,W. P. Mullins,UR,N/A,6,11-12,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Cru Bourgeois (FR),Mr B. O'Neill,0,Paul Nolan,8th,31 l,6,11-12t1,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Gain De Cause (FR),L. A. McKenna,7,A. J. Martin,7th,5 1/2 l,6,11-12,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Killer Mode (IRE),E. Walsh,5,Noel Meade,6th,1/2 l,7,11-12,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Pats Choice (IRE),Sam Ewing,0,Gordon Elliott,5th,19 l,5,11-12b,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Eyre Square (IRE),Patrick Michael O'Brien,7,Gavin Patrick Cromwell,4th,Head,7,11-5,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Jack In The Box (IRE),B. W. Harvey,5,Gordon Elliott,3rd,1/2 l,5,11-12t1,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Salmanino (FR),Mr Finian Maguire,0,Miss Elizabeth Doyle,2nd,3 l,6,11-12,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Innovated (IRE),C. Brassil,5,Henry de Bromhead,1st,N/A,7,11-12,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Champ De Gane (FR),Mr B. G. Crawford,7,Stuart Crawford,UR,N/A,5,11-12t,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Chavez (IRE),Mr Elliot Ohgren,5,W. P. Mullins,UR,N/A,6,11-12,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Cru Bourgeois (FR),Mr B. O'Neill,0,Paul Nolan,8th,31 l,6,11-12t1,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Gain De Cause (FR),L. A. McKenna,7,A. J. Martin,7th,5 1/2 l,6,11-12,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Killer Mode (IRE),E. Walsh,5,Noel Meade,6th,1/2 l,7,11-12,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Pats Choice (IRE),Sam Ewing,0,Gordon Elliott,5th,19 l,5,11-12b,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Eyre Square (IRE),Patrick Michael O'Brien,7,Gavin Patrick Cromwell,4th,Head,7,11-5,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Jack In The Box (IRE),B. W. Harvey,5,Gordon Elliott,3rd,1/2 l,5,11-12t1,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Salmanino (FR),Mr Finian Maguire,0,Miss Elizabeth Doyle,2nd,3 l,6,11-12,-,True,35,49
N/A,N/A,13:23,Soft (Yielding To Soft In Places),2m 4f,Innovated (IRE),C. Brassil,5,Henry de Bromhead,1st,N/A,7,11-12,-,True,35,49
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Who's Houdini (IRE),Shane Fenelon,7,John Joseph Hanlon,UR,N/A,6,11-13,99,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Glenmalure Lodge (IRE),Gavin Peter Brouder,5,P. J. Rothwell,PU,N/A,8,10-10t,82,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Different Strokes (IRE),Corey McGivern,7,Mrs C. O'Leary,PU,N/A,7,10-11,83,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Our Patron Saint (IRE),C. Smithers,7,Mrs Sarah Dawson,PU,N/A,5,10-8b1,80,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Magic Sea (IRE),C. Brassil,5,Mrs Sarah Dawson,PU,N/A,7,11-9p,95,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Zagnzig (IRE),J. P. Shinnick,7,Harry Smyth,PU,N/A,11,10-8,80,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Massons Castle,C. D. Maxwell,0,Dermot Anthony McLoughlin,PU,N/A,7,11-4,90,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Blustery (USA),A. M. McCurtin,3,Robert Tyner,PU,N/A,8,11-2p,88,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Definetly Darsi (IRE),Mr Finian Maguire,0,Cian Michael Collins,8th,6 l,7,11-4p1,90,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Hollybank King (IRE),L. A. McKenna,7,S. McConville,7th,6 l,10,11-1,87,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Monoxide,Gearoid Patrick Brouder,5,Neill McCluskey,6th,9 1/2 l,7,10-7t,79,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Room To Roam (IRE),B. W. Harvey,5,John McConnell,5th,9 1/2 l,8,12-0b,100,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Know The Game (IRE),Mr J. J. Codd,0,J. T. R. Dreaper,4th,29 l,6,12-0,100,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Finnians Row (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,3rd,1 3/4 l,6,10-10tp1,82,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Walking The Walk (IRE),Sam Ewing,0,Gordon Elliott,2nd,Neck,7,11-8tb,94,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Highstreetfashion (IRE),Patrick Michael O'Brien,0,Patrick Rooney,1st,N/A,7,10-3tp,75,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Who's Houdini (IRE),Shane Fenelon,7,John Joseph Hanlon,UR,N/A,6,11-13,99,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Glenmalure Lodge (IRE),Gavin Peter Brouder,5,P. J. Rothwell,PU,N/A,8,10-10t,82,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Different Strokes (IRE),Corey McGivern,7,Mrs C. O'Leary,PU,N/A,7,10-11,83,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Our Patron Saint (IRE),C. Smithers,7,Mrs Sarah Dawson,PU,N/A,5,10-8b1,80,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Magic Sea (IRE),C. Brassil,5,Mrs Sarah Dawson,PU,N/A,7,11-9p,95,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Zagnzig (IRE),J. P. Shinnick,7,Harry Smyth,PU,N/A,11,10-8,80,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Massons Castle,C. D. Maxwell,0,Dermot Anthony McLoughlin,PU,N/A,7,11-4,90,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Blustery (USA),A. M. McCurtin,3,Robert Tyner,PU,N/A,8,11-2p,88,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Definetly Darsi (IRE),Mr Finian Maguire,0,Cian Michael Collins,8th,6 l,7,11-4p1,90,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Hollybank King (IRE),L. A. McKenna,7,S. McConville,7th,6 l,10,11-1,87,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Monoxide,Gearoid Patrick Brouder,5,Neill McCluskey,6th,9 1/2 l,7,10-7t,79,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Room To Roam (IRE),B. W. Harvey,5,John McConnell,5th,9 1/2 l,8,12-0b,100,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Know The Game (IRE),Mr J. J. Codd,0,J. T. R. Dreaper,4th,29 l,6,12-0,100,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Finnians Row (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,3rd,1 3/4 l,6,10-10tp1,82,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Walking The Walk (IRE),Sam Ewing,0,Gordon Elliott,2nd,Neck,7,11-8tb,94,True,35,50
N/A,N/A,13:58,Soft (Yielding To Soft In Places),2m 4f,Highstreetfashion (IRE),Patrick Michael O'Brien,0,Patrick Rooney,1st,N/A,7,10-3tp,75,True,35,50
