track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Gegenpressing,C. D. Hayes,0,Eddie & Patrick Harty,10th,3 3/4 l,4,8-7t,73,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Sunset Nova (IRE),C. Horgan,7,A. Slattery,9th,1 1/4 l,6,8-9,75,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Magniffico,Ben Martin Coen,0,John Patrick Murtagh,8th,Neck,3,8-11,77,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Verhoyen,William James Lee,0,M. C. Grassick,7th,Head,7,9-12b,92,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Half Nutz (IRE),J. A. Powell,7,John Patrick Murtagh,6th,Neck,5,9-5,85,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Plunkett,J. Coen,5,Paul W. Flynn,5th,1/2 l,5,9-6,86,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Mickey The Steel,James J. Doyle,0,Joseph Anthony Murray,4th,Neck,4,8-10tp1,76,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Fastar (IRE),Seamie Heffernan,0,G. O'Leary,3rd,1 1/4 l,8,8-11b1,77,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Princess Sela (IRE),Shane Foley,0,G. O'Leary,2nd,1/2 l,4,8-8p,74,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Rough Diamond (IRE),D. B. McMonagle,0,Edward Lynam,1st,N/A,5,9-0,80,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Furnace Creek (IRE),R. P. Cleary,0,James M. Barrett,13th,13 l,3,9-4,84,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Only Spoofing (IRE),Emmet McNamara,0,Kevin Thomas Coleman,12th,5 l,8,9-10,90,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Downforce (IRE),Jessica Maye,10,W. McCreery,11th,Head,10,9-1b,81,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Gegenpressing,C. D. Hayes,0,Eddie & Patrick Harty,10th,3 3/4 l,4,8-7t,73,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Sunset Nova (IRE),C. Horgan,7,A. Slattery,9th,1 1/4 l,6,8-9,75,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Magniffico,Ben Martin Coen,0,John Patrick Murtagh,8th,Neck,3,8-11,77,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Verhoyen,William James Lee,0,M. C. Grassick,7th,Head,7,9-12b,92,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Half Nutz (IRE),J. A. Powell,7,John Patrick Murtagh,6th,Neck,5,9-5,85,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Plunkett,J. Coen,5,Paul W. Flynn,5th,1/2 l,5,9-6,86,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Mickey The Steel,James J. Doyle,0,Joseph Anthony Murray,4th,Neck,4,8-10tp1,76,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Fastar (IRE),Seamie Heffernan,0,G. O'Leary,3rd,1 1/4 l,8,8-11b1,77,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Princess Sela (IRE),Shane Foley,0,G. O'Leary,2nd,1/2 l,4,8-8p,74,True,24,35
Navan Racing Results | 5th October 2022 15:00,N/A,15:00,Soft,5f 164y,Rough Diamond (IRE),D. B. McMonagle,0,Edward Lynam,1st,N/A,5,9-0,80,True,24,35
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Aurum Sky (IRE),G. M. Ryan,0,A. J. Martin,12th,1 3/4 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Spanish Saint (IRE),Ben Martin Coen,0,Noel Meade,11th,4 3/4 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Stepdance (IRE),J. Kearney,7,Andrew McNamara,10th,Short Head,2,9-2,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Laudable,N. G. McCullagh,0,John Joseph Murphy,9th,2 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Fort Vega (FR),R. C. Colgan,0,Ms Sheila Lavery,8th,1 3/4 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,You Never Forget (IRE),William James Lee,0,Henry de Bromhead,7th,1 l,2,9-2,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Mr King (IRE),C. T. Keane,0,G. M. Lyons,6th,3 1/2 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Young Ireland (IRE),K. J. Manning,0,J. S. Bolger,5th,3 3/4 l,2,9-7t,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Londoner (IRE),Seamie Heffernan,0,Aidan O'Brien,4th,3 1/2 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Up and Under (FR),M. P. Sheehy,0,Joseph Patrick O'Brien,3rd,3 1/2 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Dutch Gold (IRE),D. B. McMonagle,0,Noel Meade,2nd,5 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Salt Lake City (IRE),W. M. Lordan,0,Aidan O'Brien,1st,N/A,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Aurum Sky (IRE),G. M. Ryan,0,A. J. Martin,12th,1 3/4 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Spanish Saint (IRE),Ben Martin Coen,0,Noel Meade,11th,4 3/4 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Stepdance (IRE),J. Kearney,7,Andrew McNamara,10th,Short Head,2,9-2,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Laudable,N. G. McCullagh,0,John Joseph Murphy,9th,2 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Fort Vega (FR),R. C. Colgan,0,Ms Sheila Lavery,8th,1 3/4 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,You Never Forget (IRE),William James Lee,0,Henry de Bromhead,7th,1 l,2,9-2,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Mr King (IRE),C. T. Keane,0,G. M. Lyons,6th,3 1/2 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Young Ireland (IRE),K. J. Manning,0,J. S. Bolger,5th,3 3/4 l,2,9-7t,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Londoner (IRE),Seamie Heffernan,0,Aidan O'Brien,4th,3 1/2 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Up and Under (FR),M. P. Sheehy,0,Joseph Patrick O'Brien,3rd,3 1/2 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Dutch Gold (IRE),D. B. McMonagle,0,Noel Meade,2nd,5 l,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 15:35,N/A,15:35,Soft,1m,Salt Lake City (IRE),W. M. Lordan,0,Aidan O'Brien,1st,N/A,2,9-7,-,True,24,36
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Caroline Herschel (IRE),Shane Foley,0,Mrs J. Harrington,12th,41 l,3,9-10,83,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,La Dame Blanche (IRE),G. F. Carroll,0,Michael Mulvany,11th,3 1/4 l,3,9-7,80,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Eastern Wind,J. J. G. Ryan,7,T. G. McCourt,10th,2 l,3,9-13p,86,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Secret Pulse (IRE),C. D. Hayes,0,D. K. Weld,9th,2 3/4 l,5,9-10,80,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Bells on Her Toes (IRE),A. J. Slattery,0,A. Slattery,8th,2 l,3,9-6tv1,79,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Plume Noire (IRE),C. T. Keane,0,B. Duffy,7th,Neck,4,10-0,84,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Miramis (IRE),R. C. Colgan,0,Ms Sheila Lavery,6th,Neck,4,9-12,82,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Missing Matron (IRE),K. J. Manning,0,J. S. Bolger,5th,1/2 l,3,8-13,72,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,New Hill (IRE),R. P. Cleary,0,Ms Sheila Lavery,4th,2 1/2 l,4,9-0,70,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Perfect Thunder,S. M. Crosse,0,Joseph Patrick O'Brien,3rd,1/2 l,3,9-11,84,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Prioritise (IRE),William James Lee,0,James McAuley,2nd,Short Head,4,9-0t,70,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Maristella (IRE),Ben Martin Coen,0,John Patrick Murtagh,1st,N/A,4,10-0,84,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Caroline Herschel (IRE),Shane Foley,0,Mrs J. Harrington,12th,41 l,3,9-10,83,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,La Dame Blanche (IRE),G. F. Carroll,0,Michael Mulvany,11th,3 1/4 l,3,9-7,80,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Eastern Wind,J. J. G. Ryan,7,T. G. McCourt,10th,2 l,3,9-13p,86,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Secret Pulse (IRE),C. D. Hayes,0,D. K. Weld,9th,2 3/4 l,5,9-10,80,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Bells on Her Toes (IRE),A. J. Slattery,0,A. Slattery,8th,2 l,3,9-6tv1,79,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Plume Noire (IRE),C. T. Keane,0,B. Duffy,7th,Neck,4,10-0,84,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Miramis (IRE),R. C. Colgan,0,Ms Sheila Lavery,6th,Neck,4,9-12,82,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Missing Matron (IRE),K. J. Manning,0,J. S. Bolger,5th,1/2 l,3,8-13,72,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,New Hill (IRE),R. P. Cleary,0,Ms Sheila Lavery,4th,2 1/2 l,4,9-0,70,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Perfect Thunder,S. M. Crosse,0,Joseph Patrick O'Brien,3rd,1/2 l,3,9-11,84,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Prioritise (IRE),William James Lee,0,James McAuley,2nd,Short Head,4,9-0t,70,True,24,37
Navan Racing Results | 5th October 2022 16:10,N/A,16:10,Soft,1m,Maristella (IRE),Ben Martin Coen,0,John Patrick Murtagh,1st,N/A,4,10-0,84,True,24,37
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Barney Rubbles (IRE),J. J. G. Ryan,7,James McAuley,19th,1 1/4 l,4,9-2p1,51,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Csarina (IRE),L. F. Roche,0,Michael Mulvany,18th,7 l,3,8-8t,47,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Abogados (IRE),R. P. Cleary,0,Ms Joanna Morgan,17th,1/2 l,4,8-12,47,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Songline (JPN),S. M. Crosse,0,Sarah Lynam,16th,4 1/2 l,3,9-6,59,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Spiritual Grey (IRE),Adam Caffrey,7,Harry Rogers,15th,1 l,4,8-12,47,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Special Protector (IRE),G. M. Ryan,0,Timothy Doyle,14th,1 1/2 l,4,8-12b,47,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Everylittlestep (IRE),Shane Foley,0,Yvonne Latta,13th,1 3/4 l,4,9-0ht,49,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Classy Kate (IRE),N. M. Crosse,3,Kevin Thomas Coleman,12th,Nose,4,8-13h1,48,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Tall Story (IRE),G. F. Carroll,0,Ross O'Sullivan,11th,Short Head,4,9-12p,61,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Marvel Fan (FR),Ben Martin Coen,0,A. J. Martin,10th,1/2 l,6,8-12t,47,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Stardayz (IRE),D. B. McMonagle,0,Ciaran Murphy,9th,Neck,4,9-1t,50,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Complete Fiction (IRE),J. A. Powell,7,Jarlath P. Fahey,8th,1/2 l,5,9-11p,60,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Chutzpal (IRE),C. T. Keane,0,Miss Jennifer Anne Lynch,7th,Head,3,9-5b1,58,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Bringsty,Siobhan Rutledge,5,John McConnell,6th,Neck,4,10-2,65,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Insulate (IRE),K. J. Manning,0,J. S. Bolger,5th,1 1/4 l,3,9-4,57,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Ellaat,G. P. Halpin,0,Noel C. Kelly,4th,Neck,6,9-2,51,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Noble Crusade (USA),D. W. O'Connor,0,John McConnell,3rd,1/2 l,4,10-1,64,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Gudrun Genberg (IRE),C. D. Hayes,0,Aidan Anthony Howard,2nd,Neck,3,8-8,47,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Red Trail (IRE),J. Kearney,7,Andrew McNamara,1st,N/A,3,9-6,59,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Barney Rubbles (IRE),J. J. G. Ryan,7,James McAuley,19th,1 1/4 l,4,9-2p1,51,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Csarina (IRE),L. F. Roche,0,Michael Mulvany,18th,7 l,3,8-8t,47,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Abogados (IRE),R. P. Cleary,0,Ms Joanna Morgan,17th,1/2 l,4,8-12,47,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Songline (JPN),S. M. Crosse,0,Sarah Lynam,16th,4 1/2 l,3,9-6,59,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Spiritual Grey (IRE),Adam Caffrey,7,Harry Rogers,15th,1 l,4,8-12,47,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Special Protector (IRE),G. M. Ryan,0,Timothy Doyle,14th,1 1/2 l,4,8-12b,47,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Everylittlestep (IRE),Shane Foley,0,Yvonne Latta,13th,1 3/4 l,4,9-0ht,49,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Classy Kate (IRE),N. M. Crosse,3,Kevin Thomas Coleman,12th,Nose,4,8-13h1,48,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Tall Story (IRE),G. F. Carroll,0,Ross O'Sullivan,11th,Short Head,4,9-12p,61,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Marvel Fan (FR),Ben Martin Coen,0,A. J. Martin,10th,1/2 l,6,8-12t,47,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Stardayz (IRE),D. B. McMonagle,0,Ciaran Murphy,9th,Neck,4,9-1t,50,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Complete Fiction (IRE),J. A. Powell,7,Jarlath P. Fahey,8th,1/2 l,5,9-11p,60,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Chutzpal (IRE),C. T. Keane,0,Miss Jennifer Anne Lynch,7th,Head,3,9-5b1,58,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Bringsty,Siobhan Rutledge,5,John McConnell,6th,Neck,4,10-2,65,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Insulate (IRE),K. J. Manning,0,J. S. Bolger,5th,1 1/4 l,3,9-4,57,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Ellaat,G. P. Halpin,0,Noel C. Kelly,4th,Neck,6,9-2,51,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Noble Crusade (USA),D. W. O'Connor,0,John McConnell,3rd,1/2 l,4,10-1,64,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Gudrun Genberg (IRE),C. D. Hayes,0,Aidan Anthony Howard,2nd,Neck,3,8-8,47,True,24,38
Navan Racing Results | 5th October 2022 16:45,N/A,16:45,Soft,1m 2f,Red Trail (IRE),J. Kearney,7,Andrew McNamara,1st,N/A,3,9-6,59,True,24,38
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Black Bridie (IRE),N. G. McCullagh,0,John Larkin,19th,15 l,3,8-9t,48,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Music Magic (IRE),Declan McDonogh,0,Desmond McDonogh,18th,2 3/4 l,3,9-8,61,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Aleksey Tolstoy (IRE),Shane Foley,0,James McAuley,17th,29 l,4,9-3p,52,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Swiss Army Officer (IRE),Emmet McNamara,0,Kevin Thomas Coleman,16th,2 3/4 l,7,9-9,58,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Dagoda (IRE),R. C. Colgan,0,Ms Sheila Lavery,15th,3 1/4 l,4,10-0,63,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,War Thunder,S. M. Crosse,0,D. J. Ryan,14th,Neck,4,9-9b1,58,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Our Dickie (IRE),L. F. Roche,0,Ms Claire O'Connell,13th,1 l,3,9-1tp,54,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Kartayaz (IRE),Cillian McConnell,7,John McConnell,12th,4 1/4 l,5,9-5,54,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Peppermint Bay (IRE),J. Coen,5,J. J. Feane,11th,Short Head,4,8-13,48,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Indy System (IRE),Jack Cleary,7,M. C. Grassick,10th,1/2 l,6,9-7p1,56,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Angel On Fire (USA),A. J. Slattery,0,P. F. McEnery,9th,Head,4,8-13ht,48,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Boragh Empress (IRE),G. M. Ryan,0,Ciaran Murphy,8th,1 3/4 l,3,9-0p,53,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Arcland (IRE),R. P. Whelan,0,Harry Rogers,7th,1 l,6,8-12,47,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Wrapitup (IRE),Seamie Heffernan,0,Denis W. Cullen,6th,1 1/2 l,4,8-12,47,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Shur Lookit (IRE),M. P. Sheehy,0,John McConnell,5th,7 l,3,8-10,49,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Rockview Roman (IRE),Siobhan Rutledge,5,John McConnell,4th,2 l,6,8-13,48,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Derry Lad (IRE),N. M. Crosse,3,Kevin Thomas Coleman,3rd,Head,4,10-1,64,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Prime Chief (IRE),J. A. Powell,7,Jarlath P. Fahey,2nd,1 1/4 l,7,10-2,65,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Brave Troop (IRE),R. P. Cleary,0,Barry Fitzgerald,1st,N/A,3,9-1,54,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Black Bridie (IRE),N. G. McCullagh,0,John Larkin,19th,15 l,3,8-9t,48,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Music Magic (IRE),Declan McDonogh,0,Desmond McDonogh,18th,2 3/4 l,3,9-8,61,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Aleksey Tolstoy (IRE),Shane Foley,0,James McAuley,17th,29 l,4,9-3p,52,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Swiss Army Officer (IRE),Emmet McNamara,0,Kevin Thomas Coleman,16th,2 3/4 l,7,9-9,58,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Dagoda (IRE),R. C. Colgan,0,Ms Sheila Lavery,15th,3 1/4 l,4,10-0,63,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,War Thunder,S. M. Crosse,0,D. J. Ryan,14th,Neck,4,9-9b1,58,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Our Dickie (IRE),L. F. Roche,0,Ms Claire O'Connell,13th,1 l,3,9-1tp,54,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Kartayaz (IRE),Cillian McConnell,7,John McConnell,12th,4 1/4 l,5,9-5,54,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Peppermint Bay (IRE),J. Coen,5,J. J. Feane,11th,Short Head,4,8-13,48,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Indy System (IRE),Jack Cleary,7,M. C. Grassick,10th,1/2 l,6,9-7p1,56,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Angel On Fire (USA),A. J. Slattery,0,P. F. McEnery,9th,Head,4,8-13ht,48,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Boragh Empress (IRE),G. M. Ryan,0,Ciaran Murphy,8th,1 3/4 l,3,9-0p,53,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Arcland (IRE),R. P. Whelan,0,Harry Rogers,7th,1 l,6,8-12,47,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Wrapitup (IRE),Seamie Heffernan,0,Denis W. Cullen,6th,1 1/2 l,4,8-12,47,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Shur Lookit (IRE),M. P. Sheehy,0,John McConnell,5th,7 l,3,8-10,49,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Rockview Roman (IRE),Siobhan Rutledge,5,John McConnell,4th,2 l,6,8-13,48,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Derry Lad (IRE),N. M. Crosse,3,Kevin Thomas Coleman,3rd,Head,4,10-1,64,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Prime Chief (IRE),J. A. Powell,7,Jarlath P. Fahey,2nd,1 1/4 l,7,10-2,65,True,24,39
Navan Racing Results | 5th October 2022 17:20,N/A,17:20,Soft,1m 2f,Brave Troop (IRE),R. P. Cleary,0,Barry Fitzgerald,1st,N/A,3,9-1,54,True,24,39
Thurles Racing Results | 6th October 2022 14:00,N/A,14:00,Soft (Yielding In Places),1m,Lady Allessia (IRE),K. J. Leonard,0,J. F. O'Shea,8th,12 l,2,9-2,-,True,24,40
Thurles Racing Results | 6th October 2022 14:00,N/A,14:00,Soft (Yielding In Places),1m,Fuli (IRE),N. M. Crosse,3,Richard John O'Brien,7th,Head,2,9-2,-,True,24,40
Thurles Racing Results | 6th October 2022 14:00,N/A,14:00,Soft (Yielding In Places),1m,Golden Spangle (IRE),K. J. Manning,0,J. S. Bolger,6th,4 1/4 l,2,9-2,-,True,24,40
Thurles Racing Results | 6th October 2022 14:00,N/A,14:00,Soft (Yielding In Places),1m,Savethelastdance (IRE),W. M. Lordan,0,Aidan O'Brien,5th,1 1/2 l,2,9-2,-,True,24,40
