track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Killarney Racing Results | 2nd October 2022 16:30,N/A,16:30,Good,2m 7f,King Ferdinand (IRE),M. J. M. O'Sullivan,7,Eugene M. O'Sullivan,2nd,15 l,6,11-12,-,True,24,8
Killarney Racing Results | 2nd October 2022 16:30,N/A,16:30,Good,2m 7f,Final Orders,Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,6,11-12,-,True,24,8
Killarney Racing Results | 2nd October 2022 16:30,N/A,16:30,Good,2m 7f,Emir De Rots (FR),C. G. O'Dwyer,0,Conor O'Dwyer,UR,N/A,8,11-12p,-,True,24,8
Killarney Racing Results | 2nd October 2022 16:30,N/A,16:30,Good,2m 7f,The Abbey (IRE),Sam Ewing,0,Gordon Elliott,UR,N/A,9,11-12p,-,True,24,8
Killarney Racing Results | 2nd October 2022 16:30,N/A,16:30,Good,2m 7f,Maciver (IRE),Phillip Enright,0,Eoghan O'Grady,5th,46 l,5,11-12p,-,True,24,8
Killarney Racing Results | 2nd October 2022 16:30,N/A,16:30,Good,2m 7f,Kopon (IRE),J. J. Slevin,0,Gearoid O'Loughlin,4th,16 l,7,11-5t1,-,True,24,8
Killarney Racing Results | 2nd October 2022 16:30,N/A,16:30,Good,2m 7f,Definiteadare (IRE),G. B. Noonan,0,Ian O'Connor,3rd,6 1/2 l,8,11-12,-,True,24,8
Killarney Racing Results | 2nd October 2022 16:30,N/A,16:30,Good,2m 7f,King Ferdinand (IRE),M. J. M. O'Sullivan,7,Eugene M. O'Sullivan,2nd,15 l,6,11-12,-,True,24,8
Killarney Racing Results | 2nd October 2022 16:30,N/A,16:30,Good,2m 7f,Final Orders,Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,6,11-12,-,True,24,8
Killarney Racing Results | 2nd October 2022 17:05,N/A,17:05,Good,2m 1f,Cracklinrose (IRE),Donagh Meyler,0,John Patrick Ryan,F,N/A,5,10-12,84,True,24,9
Killarney Racing Results | 2nd October 2022 17:05,N/A,17:05,Good,2m 1f,Padraic's Choice (IRE),Shane Fenelon,7,John Joseph Hanlon,F,N/A,7,10-11,83,True,24,9
Killarney Racing Results | 2nd October 2022 17:05,N/A,17:05,Good,2m 1f,Rolling Revenge (IRE),Phillip Enright,0,Thomas Coyle,4th,8 1/2 l,13,10-1tb,73,True,24,9
Killarney Racing Results | 2nd October 2022 17:05,N/A,17:05,Good,2m 1f,Search for a Myth (IRE),M. J. M. O'Sullivan,7,Robert Tyner,3rd,15 l,5,11-8h,94,True,24,9
Killarney Racing Results | 2nd October 2022 17:05,N/A,17:05,Good,2m 1f,Moonlit Sea,R. J. Condon,5,W. J. Lanigan,2nd,1 3/4 l,6,10-12,84,True,24,9
Killarney Racing Results | 2nd October 2022 17:05,N/A,17:05,Good,2m 1f,Joeswayornoway (IRE),K. E. Buckley,5,E. Sheehy,1st,N/A,6,11-11tb,97,True,24,9
Killarney Racing Results | 2nd October 2022 17:05,N/A,17:05,Good,2m 1f,Cracklinrose (IRE),Donagh Meyler,0,John Patrick Ryan,F,N/A,5,10-12,84,True,24,9
Killarney Racing Results | 2nd October 2022 17:05,N/A,17:05,Good,2m 1f,Padraic's Choice (IRE),Shane Fenelon,7,John Joseph Hanlon,F,N/A,7,10-11,83,True,24,9
Killarney Racing Results | 2nd October 2022 17:05,N/A,17:05,Good,2m 1f,Rolling Revenge (IRE),Phillip Enright,0,Thomas Coyle,4th,8 1/2 l,13,10-1tb,73,True,24,9
Killarney Racing Results | 2nd October 2022 17:05,N/A,17:05,Good,2m 1f,Search for a Myth (IRE),M. J. M. O'Sullivan,7,Robert Tyner,3rd,15 l,5,11-8h,94,True,24,9
Killarney Racing Results | 2nd October 2022 17:05,N/A,17:05,Good,2m 1f,Moonlit Sea,R. J. Condon,5,W. J. Lanigan,2nd,1 3/4 l,6,10-12,84,True,24,9
Killarney Racing Results | 2nd October 2022 17:05,N/A,17:05,Good,2m 1f,Joeswayornoway (IRE),K. E. Buckley,5,E. Sheehy,1st,N/A,6,11-11tb,97,True,24,9
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Annalough (IRE),C. J. MacRedmond,5,Mark McNiff,10th,1 1/4 l,2,9-2,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Cloughaneely Mor (IRE),M. P. Sheehy,0,E. Sheehy,9th,2 1/4 l,2,9-2,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Charlie Darling (FR),G. F. Carroll,0,Gavin Patrick Cromwell,8th,22 l,2,9-7,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Mount King (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,7th,Neck,2,9-7,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Vampire Slayer (IRE),R. Kozaki,0,Joseph Patrick O'Brien,6th,Short Head,2,9-7,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,San Antonio (IRE),Emmet McNamara,0,Aidan O'Brien,5th,1/2 l,2,9-7,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Grey Fable (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,1 1/2 l,2,9-7,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Newport,G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,6 1/2 l,2,9-7b1,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Kingswood,C. D. Hayes,0,John Stephen O'Donoghue,2nd,2 1/4 l,2,9-7,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Covent Garden (FR),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,2,9-7,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Annalough (IRE),C. J. MacRedmond,5,Mark McNiff,10th,1 1/4 l,2,9-2,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Cloughaneely Mor (IRE),M. P. Sheehy,0,E. Sheehy,9th,2 1/4 l,2,9-2,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Charlie Darling (FR),G. F. Carroll,0,Gavin Patrick Cromwell,8th,22 l,2,9-7,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Mount King (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,7th,Neck,2,9-7,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Vampire Slayer (IRE),R. Kozaki,0,Joseph Patrick O'Brien,6th,Short Head,2,9-7,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,San Antonio (IRE),Emmet McNamara,0,Aidan O'Brien,5th,1/2 l,2,9-7,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Grey Fable (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,1 1/2 l,2,9-7,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Newport,G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,6 1/2 l,2,9-7b1,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Kingswood,C. D. Hayes,0,John Stephen O'Donoghue,2nd,2 1/4 l,2,9-7,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:15,N/A,13:15,Soft,1m 1f,Covent Garden (FR),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,2,9-7,-,True,24,10
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Sirjack Thomas (IRE),C. J. MacRedmond,5,Adrian McGuinness,14th,Neck,7,9-9,87,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Inchturk (IRE),D. B. McMonagle,0,M. Halford,13th,1 l,3,9-2,84,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Onlyhuman (IRE),D. W. O'Connor,0,John McConnell,12th,3 l,9,9-11,89,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Dare to Flare (IRE),A. J. Slattery,0,A. Slattery,11th,3/4 l,6,8-13,77,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Cowboy Justice (USA),S. McCullagh,3,Mrs J. Harrington,10th,Head,3,9-8t,90,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Star Harbour (IRE),C. T. Keane,0,Adrian McGuinness,9th,1 1/2 l,4,10-2v,94,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Only for Me (IRE),D. E. Sheehy,3,Mrs Jessica Magnier,8th,3/4 l,3,8-11,79,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Quizical (IRE),R. C. Colgan,0,Ms Sheila Lavery,7th,1/2 l,7,9-10,88,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Loingseoir (IRE),Jack Cleary,7,M. C. Grassick,6th,1/2 l,6,9-0,78,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,New Hill (IRE),R. P. Cleary,0,Ms Sheila Lavery,5th,3/4 l,4,8-7,71,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Allihies (IRE),Seamie Heffernan,0,Kevin Thomas Coleman,4th,1 l,3,8-10,78,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Eloquent Arthur,J. M. Sheridan,3,Denis Hogan,3rd,Neck,4,8-13tp,77,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Mister Wilson (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,2nd,1/2 l,3,9-1p,83,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Saltonstall,Adam Caffrey,7,Adrian McGuinness,1st,N/A,8,9-12tp,90,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Sirjack Thomas (IRE),C. J. MacRedmond,5,Adrian McGuinness,14th,Neck,7,9-9,87,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Inchturk (IRE),D. B. McMonagle,0,M. Halford,13th,1 l,3,9-2,84,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Onlyhuman (IRE),D. W. O'Connor,0,John McConnell,12th,3 l,9,9-11,89,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Dare to Flare (IRE),A. J. Slattery,0,A. Slattery,11th,3/4 l,6,8-13,77,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Cowboy Justice (USA),S. McCullagh,3,Mrs J. Harrington,10th,Head,3,9-8t,90,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Star Harbour (IRE),C. T. Keane,0,Adrian McGuinness,9th,1 1/2 l,4,10-2v,94,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Only for Me (IRE),D. E. Sheehy,3,Mrs Jessica Magnier,8th,3/4 l,3,8-11,79,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Quizical (IRE),R. C. Colgan,0,Ms Sheila Lavery,7th,1/2 l,7,9-10,88,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Loingseoir (IRE),Jack Cleary,7,M. C. Grassick,6th,1/2 l,6,9-0,78,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,New Hill (IRE),R. P. Cleary,0,Ms Sheila Lavery,5th,3/4 l,4,8-7,71,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Allihies (IRE),Seamie Heffernan,0,Kevin Thomas Coleman,4th,1 l,3,8-10,78,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Eloquent Arthur,J. M. Sheridan,3,Denis Hogan,3rd,Neck,4,8-13tp,77,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Mister Wilson (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,2nd,1/2 l,3,9-1p,83,True,24,11
Tipperary Racing Results | 2nd October 2022 13:50,N/A,13:50,Soft,1m 1f,Saltonstall,Adam Caffrey,7,Adrian McGuinness,1st,N/A,8,9-12tp,90,True,24,11
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Snapraeterea (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,13th,3 1/4 l,4,9-7,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Nectaris (JPN),T. P. Madden,0,Mrs J. Harrington,12th,5 1/2 l,3,9-2,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Maud Gonne Spirit (IRE),S. McCullagh,0,Mrs J. Harrington,11th,6 l,5,9-4p,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Lustown Baba (IRE),S. B. Kelly,0,John Patrick Murtagh,10th,1 1/4 l,5,9-4,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Belle Image (IRE),R. C. Colgan,0,Ms Sheila Lavery,9th,1/2 l,4,9-4,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Pale Iris (IRE),G. F. Carroll,0,Joseph G. Murphy,8th,Neck,4,9-4p,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Markaz Paname (IRE),C. T. Keane,0,G. M. Lyons,7th,Neck,3,9-8,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Sh Boom,M. A. Enright,0,G. M. Lyons,6th,2 l,6,9-4,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Laughifuwant (IRE),R. P. Cleary,0,Gerard Keane,5th,Neck,7,9-7p1,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Casanova,C. D. Hayes,0,Adrian McGuinness,4th,3 1/4 l,6,9-7,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Prettiest (USA),Seamie Heffernan,0,Aidan O'Brien,3rd,1 1/4 l,3,9-2t,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Current Option (IRE),G. M. Ryan,0,Adrian McGuinness,2nd,5 1/2 l,6,9-7,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Statement (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,4,9-4,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Snapraeterea (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,13th,3 1/4 l,4,9-7,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Nectaris (JPN),T. P. Madden,0,Mrs J. Harrington,12th,5 1/2 l,3,9-2,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Maud Gonne Spirit (IRE),S. McCullagh,0,Mrs J. Harrington,11th,6 l,5,9-4p,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Lustown Baba (IRE),S. B. Kelly,0,John Patrick Murtagh,10th,1 1/4 l,5,9-4,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Belle Image (IRE),R. C. Colgan,0,Ms Sheila Lavery,9th,1/2 l,4,9-4,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Pale Iris (IRE),G. F. Carroll,0,Joseph G. Murphy,8th,Neck,4,9-4p,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Markaz Paname (IRE),C. T. Keane,0,G. M. Lyons,7th,Neck,3,9-8,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Sh Boom,M. A. Enright,0,G. M. Lyons,6th,2 l,6,9-4,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Laughifuwant (IRE),R. P. Cleary,0,Gerard Keane,5th,Neck,7,9-7p1,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Casanova,C. D. Hayes,0,Adrian McGuinness,4th,3 1/4 l,6,9-7,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Prettiest (USA),Seamie Heffernan,0,Aidan O'Brien,3rd,1 1/4 l,3,9-2t,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Current Option (IRE),G. M. Ryan,0,Adrian McGuinness,2nd,5 1/2 l,6,9-7,-,True,24,12
Tipperary Racing Results | 2nd October 2022 14:25,N/A,14:25,Soft,7f 100y,Statement (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,4,9-4,-,True,24,12
Tipperary Racing Results | 2nd October 2022 15:00,N/A,15:00,Good To Yielding,2m,Granny Lowrie (IRE),B. Hayes,0,P. M. J. Doyle,7th,4 1/4 l,7,10-8,-,True,24,13
Tipperary Racing Results | 2nd October 2022 15:00,N/A,15:00,Good To Yielding,2m,Marvel De Cerisy (FR),Rachael Blackmore,0,Henry de Bromhead,6th,Head,5,11-1t,-,True,24,13
Tipperary Racing Results | 2nd October 2022 15:00,N/A,15:00,Good To Yielding,2m,Gaelic Arc (IRE),B. J. Cooper,0,John Patrick Ryan,5th,6 l,6,11-5,-,True,24,13
Tipperary Racing Results | 2nd October 2022 15:00,N/A,15:00,Good To Yielding,2m,Plains Indian (IRE),C. A. Landers,0,A. Slattery,4th,1/2 l,6,11-5,-,True,24,13
Tipperary Racing Results | 2nd October 2022 15:00,N/A,15:00,Good To Yielding,2m,Hubrisko (FR),S. F. O'Keeffe,0,W. P. Mullins,3rd,4 l,5,11-1t,-,True,24,13
Tipperary Racing Results | 2nd October 2022 15:00,N/A,15:00,Good To Yielding,2m,Brazil (FR),M. P. Walsh,0,Padraig Roche,2nd,4 1/2 l,4,11-0,-,True,24,13
Tipperary Racing Results | 2nd October 2022 15:00,N/A,15:00,Good To Yielding,2m,Champ Kiely (IRE),D. E. Mullins,0,W. P. Mullins,1st,N/A,6,11-1,-,True,24,13
Tipperary Racing Results | 2nd October 2022 15:00,N/A,15:00,Good To Yielding,2m,Granny Lowrie (IRE),B. Hayes,0,P. M. J. Doyle,7th,4 1/4 l,7,10-8,-,True,24,13
Tipperary Racing Results | 2nd October 2022 15:00,N/A,15:00,Good To Yielding,2m,Marvel De Cerisy (FR),Rachael Blackmore,0,Henry de Bromhead,6th,Head,5,11-1t,-,True,24,13
Tipperary Racing Results | 2nd October 2022 15:00,N/A,15:00,Good To Yielding,2m,Gaelic Arc (IRE),B. J. Cooper,0,John Patrick Ryan,5th,6 l,6,11-5,-,True,24,13
Tipperary Racing Results | 2nd October 2022 15:00,N/A,15:00,Good To Yielding,2m,Plains Indian (IRE),C. A. Landers,0,A. Slattery,4th,1/2 l,6,11-5,-,True,24,13
Tipperary Racing Results | 2nd October 2022 15:00,N/A,15:00,Good To Yielding,2m,Hubrisko (FR),S. F. O'Keeffe,0,W. P. Mullins,3rd,4 l,5,11-1t,-,True,24,13
Tipperary Racing Results | 2nd October 2022 15:00,N/A,15:00,Good To Yielding,2m,Brazil (FR),M. P. Walsh,0,Padraig Roche,2nd,4 1/2 l,4,11-0,-,True,24,13
Tipperary Racing Results | 2nd October 2022 15:00,N/A,15:00,Good To Yielding,2m,Champ Kiely (IRE),D. E. Mullins,0,W. P. Mullins,1st,N/A,6,11-1,-,True,24,13
Tipperary Racing Results | 2nd October 2022 15:35,N/A,15:35,Good,2m,Hope Des Blins (FR),D. E. Mullins,0,John Patrick Ryan,5th,5 1/2 l,5,10-10,-,True,24,14
Tipperary Racing Results | 2nd October 2022 15:35,N/A,15:35,Good,2m,Jason The Militant (IRE),Rachael Blackmore,0,Henry de Bromhead,4th,8 l,8,11-3t,-,True,24,14
Tipperary Racing Results | 2nd October 2022 15:35,N/A,15:35,Good,2m,Abacadabras (FR),Davy Russell,0,Gordon Elliott,3rd,10 l,8,12-0t,-,True,24,14
Tipperary Racing Results | 2nd October 2022 15:35,N/A,15:35,Good,2m,Effernock Fizz (IRE),K. C. Sexton,0,Cian Michael Collins,2nd,4 1/2 l,7,10-10tp,-,True,24,14
Tipperary Racing Results | 2nd October 2022 15:35,N/A,15:35,Good,2m,Jesse Evans (IRE),B. J. Cooper,0,Noel Meade,1st,N/A,6,11-3,-,True,24,14
Tipperary Racing Results | 2nd October 2022 15:35,N/A,15:35,Good,2m,Hope Des Blins (FR),D. E. Mullins,0,John Patrick Ryan,5th,5 1/2 l,5,10-10,-,True,24,14
Tipperary Racing Results | 2nd October 2022 15:35,N/A,15:35,Good,2m,Jason The Militant (IRE),Rachael Blackmore,0,Henry de Bromhead,4th,8 l,8,11-3t,-,True,24,14
Tipperary Racing Results | 2nd October 2022 15:35,N/A,15:35,Good,2m,Abacadabras (FR),Davy Russell,0,Gordon Elliott,3rd,10 l,8,12-0t,-,True,24,14
Tipperary Racing Results | 2nd October 2022 15:35,N/A,15:35,Good,2m,Effernock Fizz (IRE),K. C. Sexton,0,Cian Michael Collins,2nd,4 1/2 l,7,10-10tp,-,True,24,14
Tipperary Racing Results | 2nd October 2022 15:35,N/A,15:35,Good,2m,Jesse Evans (IRE),B. J. Cooper,0,Noel Meade,1st,N/A,6,11-3,-,True,24,14
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Colenso,Jack Foley,3,J. P. Flavin,PU,N/A,7,11-1,114,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Andys Flame,B. Hayes,0,John McConnell,12th,20 l,5,11-1t,114,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Churchtown Ruby (IRE),S. F. O'Keeffe,0,Declan Queally,11th,Neck,5,10-7t,106,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Cottie (IRE),Rachael Blackmore,0,Henry de Bromhead,10th,1 1/4 l,7,10-6t,105,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Big Island (IRE),D. E. Mullins,0,W. J. Lanigan,9th,3 l,5,10-9,108,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Cerberus,M. P. Walsh,0,Augustine Leahy,8th,1 l,6,11-12,125,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Future Proof (IRE),Sean Flanagan,0,P. J. Rothwell,7th,1/2 l,7,10-5p,104,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Play the Game (IRE),K. C. Sexton,0,John McConnell,6th,6 1/2 l,9,11-10h,123,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Rock On Seamie (IRE),T. N. Brett,7,Ray Hackett,5th,2 1/4 l,7,11-2,115,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Brookie (IRE),Peter Carberry,0,A. J. Martin,4th,Neck,5,10-10t1,109,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Mount Brown (IRE),B. J. Cooper,0,Noel Meade,3rd,2 3/4 l,5,11-5,118,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Tullypole Annie (IRE),Patrick O'Hanlon,5,Peter John Flood,2nd,Short Head,4,10-11p,111,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,John Cannon,Connor King,0,Joseph G. Murphy,1st,N/A,7,11-5,118,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Colenso,Jack Foley,3,J. P. Flavin,PU,N/A,7,11-1,114,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Andys Flame,B. Hayes,0,John McConnell,12th,20 l,5,11-1t,114,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Churchtown Ruby (IRE),S. F. O'Keeffe,0,Declan Queally,11th,Neck,5,10-7t,106,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Cottie (IRE),Rachael Blackmore,0,Henry de Bromhead,10th,1 1/4 l,7,10-6t,105,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Big Island (IRE),D. E. Mullins,0,W. J. Lanigan,9th,3 l,5,10-9,108,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Cerberus,M. P. Walsh,0,Augustine Leahy,8th,1 l,6,11-12,125,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Future Proof (IRE),Sean Flanagan,0,P. J. Rothwell,7th,1/2 l,7,10-5p,104,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Play the Game (IRE),K. C. Sexton,0,John McConnell,6th,6 1/2 l,9,11-10h,123,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Rock On Seamie (IRE),T. N. Brett,7,Ray Hackett,5th,2 1/4 l,7,11-2,115,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Brookie (IRE),Peter Carberry,0,A. J. Martin,4th,Neck,5,10-10t1,109,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Mount Brown (IRE),B. J. Cooper,0,Noel Meade,3rd,2 3/4 l,5,11-5,118,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,Tullypole Annie (IRE),Patrick O'Hanlon,5,Peter John Flood,2nd,Short Head,4,10-11p,111,True,24,15
Tipperary Racing Results | 2nd October 2022 16:10,N/A,16:10,Good,2m,John Cannon,Connor King,0,Joseph G. Murphy,1st,N/A,7,11-5,118,True,24,15
