track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Cathedral Peak,D McMonagle,0,J P O'Brien,6th,Short Head,3,9-3,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Point Duty (IRE),W Joyce,5,M Mulvany,5th,2 l,3,9-8t,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Mapa (CAN),R C Colgan,0,S Lavery,4th,Neck,3,9-3,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Tuba,S T McCullagh,3,R O'Brien,3rd,1 1/4 l,3,9-8,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Vadali (IRE),R P Whelan,0,M Halford & T Collins,2nd,1 1/4 l,3,9-8,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Bomberg (FR),W M Lordan,0,A P O'Brien,1st,N/A,3,9-8,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Daniels Dream (IRE),J A Heffernan,0,T Mullins,NR,N/A,3,9-8,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Final Curtain (IRE),B M Coen,0,J P Murtagh,NR,N/A,3,9-3,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,No Smoke (IRE),N M Crosse,0,L Comer,9th,4 3/4 l,4,10-3,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Ali's Court (IRE),J M Sheridan,0,M A Cahill,8th,6 1/2 l,3,9-3,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Aratayvo (IRE),C D Hayes,0,D K Weld,7th,1/2 l,3,9-8,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Cathedral Peak,D McMonagle,0,J P O'Brien,6th,Short Head,3,9-3,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Point Duty (IRE),W Joyce,5,M Mulvany,5th,2 l,3,9-8t,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Mapa (CAN),R C Colgan,0,S Lavery,4th,Neck,3,9-3,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Tuba,S T McCullagh,3,R O'Brien,3rd,1 1/4 l,3,9-8,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Vadali (IRE),R P Whelan,0,M Halford & T Collins,2nd,1 1/4 l,3,9-8,-,True,126,38
Limerick Racing Results | 7th July 2024 14:20,N/A,14:20,Good,1m,Bomberg (FR),W M Lordan,0,A P O'Brien,1st,N/A,3,9-8,-,True,126,38
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Thequietman,D McMonagle,0,J P O'Brien,NR,N/A,3,9-8,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Monasterboice (IRE),C T Keane,0,N Meade,NR,N/A,3,9-8p,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Blue And All Alone (IRE),N M Crosse,0,L Comer,9th,3 3/4 l,4,9-12,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Whoyatryingtocod (IRE),G F Carroll,0,A A Howard,8th,11 l,6,9-12ht1,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Saith Seren,R P Cleary,0,A Lee,7th,1/2 l,3,9-3,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Future Cutlet (IRE),J A Heffernan,0,E McNamara,6th,1 3/4 l,3,9-8,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Balyan (IRE),B M Coen,0,J P Murtagh,5th,1 1/4 l,3,9-8,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Tango Five (IRE),R C Colgan,0,Cian Hughes,4th,3 3/4 l,3,9-8,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Breathe Again (IRE),Siobhan Rutledge,3,S Lavery,3rd,2 1/4 l,3,9-3p1,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Newtown Duke (IRE),C D Hayes,0,D K Weld,2nd,1 3/4 l,3,9-8,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Flight Of Fancy (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-3,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Thequietman,D McMonagle,0,J P O'Brien,NR,N/A,3,9-8,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Monasterboice (IRE),C T Keane,0,N Meade,NR,N/A,3,9-8p,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Blue And All Alone (IRE),N M Crosse,0,L Comer,9th,3 3/4 l,4,9-12,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Whoyatryingtocod (IRE),G F Carroll,0,A A Howard,8th,11 l,6,9-12ht1,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Saith Seren,R P Cleary,0,A Lee,7th,1/2 l,3,9-3,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Future Cutlet (IRE),J A Heffernan,0,E McNamara,6th,1 3/4 l,3,9-8,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Balyan (IRE),B M Coen,0,J P Murtagh,5th,1 1/4 l,3,9-8,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Tango Five (IRE),R C Colgan,0,Cian Hughes,4th,3 3/4 l,3,9-8,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Breathe Again (IRE),Siobhan Rutledge,3,S Lavery,3rd,2 1/4 l,3,9-3p1,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Newtown Duke (IRE),C D Hayes,0,D K Weld,2nd,1 3/4 l,3,9-8,-,True,126,39
Limerick Racing Results | 7th July 2024 14:55,N/A,14:55,Good,1m,Flight Of Fancy (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-3,-,True,126,39
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Dolce Far Niente (IRE),L T McAteer,0,J G Murphy,NR,N/A,3,9-3,54,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Poppadom (IRE),A J Slattery,0,A Slattery,12th,Neck,3,9-5,56,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Dreamline Amelia,W Joyce,5,E McCarthy,11th,2 1/4 l,3,8-13,50,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Star Sailor (IRE),A C Persse,7,P J Flynn,10th,1/2 l,3,8-10,47,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Lightning Legs (IRE),C D Hayes,0,G Elliott,9th,3/4 l,3,9-4,55,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,The Man Above (IRE),R P Whelan,0,J P Fahey,8th,3/4 l,3,8-10tp1,47,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Mama Zonia (IRE),C Horgan,7,A Slattery,7th,1/2 l,3,9-12,63,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Saffredi,G F Carroll,0,G P Cromwell,6th,1/2 l,3,9-10h,61,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Aisling Oscar (IRE),Neve Bennett,7,Craig O'Neill,5th,3/4 l,3,9-7,58,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Bizarre Dreams (IRE),B M Coen,0,J P Murtagh,4th,Neck,3,10-0p,65,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,St Laurence's Gate (IRE),J A Heffernan,0,J M Barrett,3rd,2 3/4 l,3,9-9b1,60,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Apollo Prince (IRE),A Egan,10,E & P Harty,2nd,1 1/2 l,3,9-12t1,63,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Newfire (IRE),D McMonagle,0,R P Cody,1st,N/A,3,9-3,54,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Dolce Far Niente (IRE),L T McAteer,0,J G Murphy,NR,N/A,3,9-3,54,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Poppadom (IRE),A J Slattery,0,A Slattery,12th,Neck,3,9-5,56,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Dreamline Amelia,W Joyce,5,E McCarthy,11th,2 1/4 l,3,8-13,50,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Star Sailor (IRE),A C Persse,7,P J Flynn,10th,1/2 l,3,8-10,47,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Lightning Legs (IRE),C D Hayes,0,G Elliott,9th,3/4 l,3,9-4,55,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,The Man Above (IRE),R P Whelan,0,J P Fahey,8th,3/4 l,3,8-10tp1,47,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Mama Zonia (IRE),C Horgan,7,A Slattery,7th,1/2 l,3,9-12,63,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Saffredi,G F Carroll,0,G P Cromwell,6th,1/2 l,3,9-10h,61,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Aisling Oscar (IRE),Neve Bennett,7,Craig O'Neill,5th,3/4 l,3,9-7,58,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Bizarre Dreams (IRE),B M Coen,0,J P Murtagh,4th,Neck,3,10-0p,65,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,St Laurence's Gate (IRE),J A Heffernan,0,J M Barrett,3rd,2 3/4 l,3,9-9b1,60,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Apollo Prince (IRE),A Egan,10,E & P Harty,2nd,1 1/2 l,3,9-12t1,63,True,126,40
Limerick Racing Results | 7th July 2024 15:30,N/A,15:30,Good,1m,Newfire (IRE),D McMonagle,0,R P Cody,1st,N/A,3,9-3,54,True,126,40
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Dark Oak (IRE),G F Carroll,0,J G Murphy,NR,N/A,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Ms Messi (IRE),G M Ryan,0,Thomas Dowling,NR,N/A,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Alfheim (IRE),C T Keane,0,Mrs J Harrington,NR,N/A,3,9-3t,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Pare Of Brown Eyes (IRE),L T McAteer,0,J M Barrett,11th,12 l,3,9-3t1,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Decorated Girl (IRE),K W De Oliveira,10,M J Browne,10th,3 3/4 l,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Prairie Angel (IRE),D McMonagle,0,J P O'Brien,9th,1 3/4 l,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Preparations (IRE),A J Slattery,0,A Slattery,8th,1 1/2 l,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Opaque (IRE),W M Lordan,0,A P O'Brien,7th,1/2 l,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Daboya (IRE),C D Hayes,0,D K Weld,6th,1 3/4 l,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Ice Opera (IRE),R C Colgan,0,S Lavery,5th,Short Head,3,9-3h,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Valinor (IRE),M P Sheehy,0,J P O'Brien,4th,1/2 l,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Declaree (IRE),B M Coen,0,J P Murtagh,3rd,2 l,3,9-3p,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Cancelled (IRE),N M Crosse,0,W McCreery,2nd,3/4 l,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,La Vita Nova (IRE),R P Whelan,0,Mrs J Harrington,1st,N/A,3,9-3t,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Dark Oak (IRE),G F Carroll,0,J G Murphy,NR,N/A,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Ms Messi (IRE),G M Ryan,0,Thomas Dowling,NR,N/A,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Alfheim (IRE),C T Keane,0,Mrs J Harrington,NR,N/A,3,9-3t,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Pare Of Brown Eyes (IRE),L T McAteer,0,J M Barrett,11th,12 l,3,9-3t1,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Decorated Girl (IRE),K W De Oliveira,10,M J Browne,10th,3 3/4 l,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Prairie Angel (IRE),D McMonagle,0,J P O'Brien,9th,1 3/4 l,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Preparations (IRE),A J Slattery,0,A Slattery,8th,1 1/2 l,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Opaque (IRE),W M Lordan,0,A P O'Brien,7th,1/2 l,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Daboya (IRE),C D Hayes,0,D K Weld,6th,1 3/4 l,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Ice Opera (IRE),R C Colgan,0,S Lavery,5th,Short Head,3,9-3h,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Valinor (IRE),M P Sheehy,0,J P O'Brien,4th,1/2 l,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Declaree (IRE),B M Coen,0,J P Murtagh,3rd,2 l,3,9-3p,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,Cancelled (IRE),N M Crosse,0,W McCreery,2nd,3/4 l,3,9-3,-,True,126,41
Limerick Racing Results | 7th July 2024 16:05,N/A,16:05,Good,1m 3f 70y,La Vita Nova (IRE),R P Whelan,0,Mrs J Harrington,1st,N/A,3,9-3t,-,True,126,41
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Forlio,R Whearty,0,P W Flynn,NR,N/A,5,10-2t,64,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Albatala (IRE),K G Kennedy,2,J C McConnell,NR,N/A,5,9-6t,54,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Men Of Dreams (IRE),H J Horgan,0,J F Levins,NR,N/A,6,9-12,60,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Easky Maid (IRE),S P Bird,7,Edward P Mitchell,8th,22 l,5,8-13b1,47,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,So Diligent,W Joyce,0,T G McCourt,7th,5 1/2 l,3,8-7v1,51,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Thatboathassailed (IRE),P A Harnett,0,L Comer,6th,4 1/2 l,6,9-1,49,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Mayo For Sam (IRE),C J MacRedmond,0,A McGuinness,5th,2 1/4 l,4,9-13v,61,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Just Another Eagle (IRE),R Donaghue-Leahy,7,P J Flynn,4th,1 1/2 l,4,8-13,47,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Hopkins (IRE),M W Hassett,0,T Doyle,3rd,1 3/4 l,5,9-5,53,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Struck By Churchil,C Horgan,4,A Slattery,2nd,1 1/4 l,4,9-8,56,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Barrogstown Girl (IRE),Neve Bennett,7,J P Fahey,1st,N/A,4,9-3,51,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Forlio,R Whearty,0,P W Flynn,NR,N/A,5,10-2t,64,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Albatala (IRE),K G Kennedy,2,J C McConnell,NR,N/A,5,9-6t,54,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Men Of Dreams (IRE),H J Horgan,0,J F Levins,NR,N/A,6,9-12,60,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Easky Maid (IRE),S P Bird,7,Edward P Mitchell,8th,22 l,5,8-13b1,47,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,So Diligent,W Joyce,0,T G McCourt,7th,5 1/2 l,3,8-7v1,51,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Thatboathassailed (IRE),P A Harnett,0,L Comer,6th,4 1/2 l,6,9-1,49,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Mayo For Sam (IRE),C J MacRedmond,0,A McGuinness,5th,2 1/4 l,4,9-13v,61,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Just Another Eagle (IRE),R Donaghue-Leahy,7,P J Flynn,4th,1 1/2 l,4,8-13,47,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Hopkins (IRE),M W Hassett,0,T Doyle,3rd,1 3/4 l,5,9-5,53,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Struck By Churchil,C Horgan,4,A Slattery,2nd,1 1/4 l,4,9-8,56,True,126,42
Limerick Racing Results | 7th July 2024 16:40,N/A,16:40,Good,1m 3f 70y,Barrogstown Girl (IRE),Neve Bennett,7,J P Fahey,1st,N/A,4,9-3,51,True,126,42
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Sceptred Isle,Siobhan Rutledge,3,G A Kingston,NR,N/A,7,9-0,62,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Rocky Blue (IRE),N G McCullagh,0,T Mullins,NR,N/A,9,9-12,74,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Travel On,R C Colgan,0,L Comer,12th,11 l,8,9-4t,66,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Honketonk Angel (IRE),N M Crosse,0,L Comer,11th,Nose,7,8-7p,55,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Cerberus,B M Coen,0,John Hayes,10th,4 3/4 l,8,9-4,66,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Caradoc (IRE),P A Harnett,5,E McNamara,9th,Neck,9,10-1tp,77,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Killeemore Lad (IRE),A J Slattery,0,A Slattery,8th,1/2 l,6,10-2t,78,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,The Vegas Raider (IRE),D McMonagle,0,K A Heffernan,7th,1 l,6,9-2tv,64,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Barrier (FR),K G Kennedy,7,G Elliott,6th,3/4 l,4,10-0p,76,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,The Tide Turns,C D Hayes,0,G Elliott,5th,Neck,6,9-10t,72,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Influential Lady (IRE),M W Hassett,5,J Barcoe,4th,1 3/4 l,10,9-3,65,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Firm Belief (IRE),J A Heffernan,0,R Sweeney,3rd,2 3/4 l,6,8-11,59,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Believe In Science (IRE),R P Cleary,0,J S Bolger,2nd,3 1/4 l,5,9-1p,63,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Curious Bride (IRE),C T Keane,0,E O'Connell,1st,N/A,7,9-3t,65,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Sceptred Isle,Siobhan Rutledge,3,G A Kingston,NR,N/A,7,9-0,62,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Rocky Blue (IRE),N G McCullagh,0,T Mullins,NR,N/A,9,9-12,74,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Travel On,R C Colgan,0,L Comer,12th,11 l,8,9-4t,66,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Honketonk Angel (IRE),N M Crosse,0,L Comer,11th,Nose,7,8-7p,55,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Cerberus,B M Coen,0,John Hayes,10th,4 3/4 l,8,9-4,66,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Caradoc (IRE),P A Harnett,5,E McNamara,9th,Neck,9,10-1tp,77,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Killeemore Lad (IRE),A J Slattery,0,A Slattery,8th,1/2 l,6,10-2t,78,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,The Vegas Raider (IRE),D McMonagle,0,K A Heffernan,7th,1 l,6,9-2tv,64,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Barrier (FR),K G Kennedy,7,G Elliott,6th,3/4 l,4,10-0p,76,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,The Tide Turns,C D Hayes,0,G Elliott,5th,Neck,6,9-10t,72,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Influential Lady (IRE),M W Hassett,5,J Barcoe,4th,1 3/4 l,10,9-3,65,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Firm Belief (IRE),J A Heffernan,0,R Sweeney,3rd,2 3/4 l,6,8-11,59,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Believe In Science (IRE),R P Cleary,0,J S Bolger,2nd,3 1/4 l,5,9-1p,63,True,126,43
Limerick Racing Results | 7th July 2024 17:15,N/A,17:15,Good,2m 1f,Curious Bride (IRE),C T Keane,0,E O'Connell,1st,N/A,7,9-3t,65,True,126,43
Roscommon Racing Results | 8th July 2024 17:00,N/A,17:00,Good,2m 4f 125y,Kaleosun (FR),Sam Ewing,0,G Elliott,NR,N/A,4,10-13p,-,True,126,44
Roscommon Racing Results | 8th July 2024 17:00,N/A,17:00,Good,2m 4f 125y,Postileo (IRE),D Meyler,0,E Mullins,NR,N/A,7,12-0p,-,True,126,44
Roscommon Racing Results | 8th July 2024 17:00,N/A,17:00,Good,2m 4f 125y,Summer Tide (IRE),P T Enright,0,C Byrnes,NR,N/A,9,11-0p,-,True,126,44
Roscommon Racing Results | 8th July 2024 17:00,N/A,17:00,Good,2m 4f 125y,Kendancer (FR),P Byrnes,3,C Byrnes,PU,N/A,8,10-10v,-,True,126,44
Roscommon Racing Results | 8th July 2024 17:00,N/A,17:00,Good,2m 4f 125y,Epson Du Houx (FR),K M Donoghue,0,J P Dempsey,PU,N/A,10,11-8tp1,-,True,126,44
Roscommon Racing Results | 8th July 2024 17:00,N/A,17:00,Good,2m 4f 125y,Daicheadacuig (IRE),M J M O'Sullivan,0,B Mortell,PU,N/A,9,11-4,-,True,126,44
Roscommon Racing Results | 8th July 2024 17:00,N/A,17:00,Good,2m 4f 125y,Balinaboola Steel (IRE),P Hanlon,7,J J Hanlon,PU,N/A,12,10-12p,-,True,126,44
Roscommon Racing Results | 8th July 2024 17:00,N/A,17:00,Good,2m 4f 125y,Cathy West (IRE),M M McDonagh,0,Patrick J Hassett,11th,3 l,6,10-10,-,True,126,44
Roscommon Racing Results | 8th July 2024 17:00,N/A,17:00,Good,2m 4f 125y,Dark Voyager (IRE),J Coen,3,A McCann,10th,7 l,7,10-6b,-,True,126,44
Roscommon Racing Results | 8th July 2024 17:00,N/A,17:00,Good,2m 4f 125y,Attitash (IRE),Caragh Monaghan,7,Ian Donoghue,9th,34 l,9,10-8tp,-,True,126,44
Roscommon Racing Results | 8th July 2024 17:00,N/A,17:00,Good,2m 4f 125y,Britzka (IRE),K E Buckley,0,S Nolan,8th,4 3/4 l,6,11-01,-,True,126,44
Roscommon Racing Results | 8th July 2024 17:00,N/A,17:00,Good,2m 4f 125y,Gordons Aura (IRE),D J Gilligan,3,G Elliott,7th,3 3/4 l,5,10-8p,-,True,126,44
Roscommon Racing Results | 8th July 2024 17:00,N/A,17:00,Good,2m 4f 125y,Darkened (IRE),J S McGarvey,0,N C Kelly,6th,1/2 l,8,11-4tb,-,True,126,44
