track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Fanaigi Linn (IRE),S D Bowen,5,E Doyle,8th,6 l,4,9-6,72,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Eikonix,S T McCullagh,3,J J Hanlon,7th,3/4 l,6,9-13,79,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Arctic Blaze (IRE),D E Sheehy,0,J C McConnell,6th,2 1/2 l,8,8-7p,59,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Firstman (FR),P A Harnett,5,A J Martin,5th,Head,7,10-6t,86,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Pachmena (IRE),C D Maxwell,0,G P Cromwell,4th,3/4 l,7,9-5t,71,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Tara Power (IRE),R M Mulligan,10,K H Clarke,3rd,1/2 l,6,8-7,59,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Emeric (IRE),J Kearney,5,P W Flynn,2nd,1/2 l,7,9-6,72,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Walhaan (IRE),J M Sheridan,0,Ciaran Murphy,1st,N/A,8,10-0tv,80,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Jungle Cove (IRE),K G Kennedy,7,Mrs J Harrington,11th,2 1/2 l,7,10-5p,85,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Forbidden Planet,G P Halpin,0,P J F Murphy,10th,1 3/4 l,9,9-6,72,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Tender Camilla (USA),Siobhan Rutledge,3,J C McConnell,9th,3/4 l,4,8-13tb1,65,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Fanaigi Linn (IRE),S D Bowen,5,E Doyle,8th,6 l,4,9-6,72,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Eikonix,S T McCullagh,3,J J Hanlon,7th,3/4 l,6,9-13,79,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Arctic Blaze (IRE),D E Sheehy,0,J C McConnell,6th,2 1/2 l,8,8-7p,59,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Firstman (FR),P A Harnett,5,A J Martin,5th,Head,7,10-6t,86,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Pachmena (IRE),C D Maxwell,0,G P Cromwell,4th,3/4 l,7,9-5t,71,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Tara Power (IRE),R M Mulligan,10,K H Clarke,3rd,1/2 l,6,8-7,59,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Emeric (IRE),J Kearney,5,P W Flynn,2nd,1/2 l,7,9-6,72,True,104,38
Dundalk Racing Results | 15th March 2024 17:50,N/A,17:50,Standard,1m 2f 150y,Walhaan (IRE),J M Sheridan,0,Ciaran Murphy,1st,N/A,8,10-0tv,80,True,104,38
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Moondharrig (IRE),S O'Callaghan,7,E Doyle,NR,N/A,4,10-5tp,69,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Bababobo (IRE),D W O'Connor,0,Miss N Hennessy,14th,8 1/2 l,5,9-8,57,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Limited Edition,J J G Ryan,5,K H Clarke,13th,1/2 l,6,8-12,47,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Hollywood Star (IRE),R C Colgan,0,L Comer,12th,2 l,4,9-7,57,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Spirit Of Paradise (IRE),W J Lee,0,G A Kingston,11th,1 3/4 l,4,9-5p,55,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Maura's Gift (IRE),R Whearty,5,P W Flynn,10th,1 1/4 l,5,9-4p,53,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Hinemoa (FR),A C Persse,7,M A Cahill,9th,3/4 l,8,9-2,51,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Spinning Web (IRE),N G McCullagh,0,Ms M Mullins,8th,Neck,4,9-7,57,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Miss Aytan (IRE),S D Bowen,5,John E & Kiely,7th,3/4 l,7,9-7h1,56,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Highland King (IRE),K G Kennedy,7,J C McConnell,6th,1 1/4 l,5,10-5p,68,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Neddies Boy (IRE),M P Sheehy,0,R P Cody,5th,Head,6,9-9p1,58,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Wishes And Dreams (IRE),S Foley,0,Ciaran Murphy,4th,2 3/4 l,4,9-6tv1,56,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Dreams Fled Away (IRE),C T Keane,0,S Crawley,3rd,Nose,5,10-1b,64,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Not Just Any Eagle (IRE),J A Heffernan,0,P J Flynn,2nd,3/4 l,5,9-10,59,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Princess Rabab (IRE),D McMonagle,0,J P O'Brien,1st,N/A,4,9-7,57,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Moondharrig (IRE),S O'Callaghan,7,E Doyle,NR,N/A,4,10-5tp,69,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Bababobo (IRE),D W O'Connor,0,Miss N Hennessy,14th,8 1/2 l,5,9-8,57,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Limited Edition,J J G Ryan,5,K H Clarke,13th,1/2 l,6,8-12,47,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Hollywood Star (IRE),R C Colgan,0,L Comer,12th,2 l,4,9-7,57,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Spirit Of Paradise (IRE),W J Lee,0,G A Kingston,11th,1 3/4 l,4,9-5p,55,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Maura's Gift (IRE),R Whearty,5,P W Flynn,10th,1 1/4 l,5,9-4p,53,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Hinemoa (FR),A C Persse,7,M A Cahill,9th,3/4 l,8,9-2,51,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Spinning Web (IRE),N G McCullagh,0,Ms M Mullins,8th,Neck,4,9-7,57,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Miss Aytan (IRE),S D Bowen,5,John E & Kiely,7th,3/4 l,7,9-7h1,56,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Highland King (IRE),K G Kennedy,7,J C McConnell,6th,1 1/4 l,5,10-5p,68,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Neddies Boy (IRE),M P Sheehy,0,R P Cody,5th,Head,6,9-9p1,58,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Wishes And Dreams (IRE),S Foley,0,Ciaran Murphy,4th,2 3/4 l,4,9-6tv1,56,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Dreams Fled Away (IRE),C T Keane,0,S Crawley,3rd,Nose,5,10-1b,64,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Not Just Any Eagle (IRE),J A Heffernan,0,P J Flynn,2nd,3/4 l,5,9-10,59,True,104,39
Dundalk Racing Results | 15th March 2024 18:20,N/A,18:20,Standard,1m 4f,Princess Rabab (IRE),D McMonagle,0,J P O'Brien,1st,N/A,4,9-7,57,True,104,39
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,The Bog Bank (IRE),Alyse Jane Clarke,10,T G McCourt,NR,N/A,7,9-6tp,60,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Montevideo (IRE),L T McAteer,0,A Kinirons,14th,7 1/2 l,4,10-2,70,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Comfort Line (IRE),Adam Caffrey,5,A McGuinness,13th,6 l,7,9-11b1,65,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Tomahawk King (IRE),R P Cleary,0,M P Fenton,12th,Neck,4,10-0,68,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Dutch Glory (IRE),G P Halpin,0,Sean Davis,11th,1 3/4 l,5,9-7,61,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Dazzling Spirit (IRE),G F Carroll,0,Mrs D Foster,10th,3/4 l,6,9-11,65,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Morning Approach (IRE),D J Power,10,W McCreery,9th,1 1/4 l,6,9-13,67,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Relevant Range (IRE),W J Lee,0,G Scott,8th,3/4 l,5,9-12p,66,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Lauroline,S B Kelly,0,J P Murtagh,7th,Neck,5,9-12,66,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Marks Bear (IRE),D P McDonogh,0,W J Burke,6th,1/2 l,6,9-11p,65,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Maid To Shine (IRE),J Kearney,5,G Hassett,5th,1 l,5,9-8,62,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Hurricane Helen,C T Keane,0,Chris Timmons,4th,Head,6,9-9,63,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Arbaawi (IRE),J J G Ryan,5,T G McCourt,3rd,Neck,4,9-13v,67,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Nibras Rainbow (IRE),S Foley,0,P W Flynn,2nd,1/2 l,4,9-6p,60,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Feature This (IRE),R Whearty,5,P W Flynn,1st,N/A,5,9-7tp,61,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,The Bog Bank (IRE),Alyse Jane Clarke,10,T G McCourt,NR,N/A,7,9-6tp,60,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Montevideo (IRE),L T McAteer,0,A Kinirons,14th,7 1/2 l,4,10-2,70,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Comfort Line (IRE),Adam Caffrey,5,A McGuinness,13th,6 l,7,9-11b1,65,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Tomahawk King (IRE),R P Cleary,0,M P Fenton,12th,Neck,4,10-0,68,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Dutch Glory (IRE),G P Halpin,0,Sean Davis,11th,1 3/4 l,5,9-7,61,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Dazzling Spirit (IRE),G F Carroll,0,Mrs D Foster,10th,3/4 l,6,9-11,65,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Morning Approach (IRE),D J Power,10,W McCreery,9th,1 1/4 l,6,9-13,67,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Relevant Range (IRE),W J Lee,0,G Scott,8th,3/4 l,5,9-12p,66,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Lauroline,S B Kelly,0,J P Murtagh,7th,Neck,5,9-12,66,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Marks Bear (IRE),D P McDonogh,0,W J Burke,6th,1/2 l,6,9-11p,65,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Maid To Shine (IRE),J Kearney,5,G Hassett,5th,1 l,5,9-8,62,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Hurricane Helen,C T Keane,0,Chris Timmons,4th,Head,6,9-9,63,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Arbaawi (IRE),J J G Ryan,5,T G McCourt,3rd,Neck,4,9-13v,67,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Nibras Rainbow (IRE),S Foley,0,P W Flynn,2nd,1/2 l,4,9-6p,60,True,104,40
Dundalk Racing Results | 15th March 2024 18:50,N/A,18:50,Standard,1m,Feature This (IRE),R Whearty,5,P W Flynn,1st,N/A,5,9-7tp,61,True,104,40
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,Coulstar (IRE),S B Kelly,0,J P Murtagh,9th,2 1/2 l,3,9-9,67,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,Cool Dan (IRE),J J G Ryan,5,L Breen,8th,2 1/2 l,3,9-5b,63,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,Pandion Power (IRE),R M Mulligan,10,J P Murtagh,7th,Neck,3,9-5,63,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,Ciantov (IRE),S D Bowen,5,A McNamara,6th,2 1/4 l,3,8-13,57,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,The Poacher Daly (IRE),D McMonagle,0,J P O'Brien,5th,Head,3,10-1h1,73,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,Masonbrook Meadow (IRE),C J Whiteley,10,Daniel Murphy,4th,2 1/2 l,3,9-9p,67,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,I Bid You Ajou (FR),C T Keane,0,M O'Callaghan,3rd,2 1/2 l,3,9-12h1,70,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,Velvet Skies (IRE),S P Bird,7,M Mulvany,2nd,2 l,3,10-0,72,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,Fivecromwellplace (IRE),N M Crosse,0,P F McEnery,1st,N/A,3,9-0,58,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,Coulstar (IRE),S B Kelly,0,J P Murtagh,9th,2 1/2 l,3,9-9,67,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,Cool Dan (IRE),J J G Ryan,5,L Breen,8th,2 1/2 l,3,9-5b,63,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,Pandion Power (IRE),R M Mulligan,10,J P Murtagh,7th,Neck,3,9-5,63,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,Ciantov (IRE),S D Bowen,5,A McNamara,6th,2 1/4 l,3,8-13,57,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,The Poacher Daly (IRE),D McMonagle,0,J P O'Brien,5th,Head,3,10-1h1,73,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,Masonbrook Meadow (IRE),C J Whiteley,10,Daniel Murphy,4th,2 1/2 l,3,9-9p,67,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,I Bid You Ajou (FR),C T Keane,0,M O'Callaghan,3rd,2 1/2 l,3,9-12h1,70,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,Velvet Skies (IRE),S P Bird,7,M Mulvany,2nd,2 l,3,10-0,72,True,104,41
Dundalk Racing Results | 15th March 2024 19:20,N/A,19:20,Standard,7f,Fivecromwellplace (IRE),N M Crosse,0,P F McEnery,1st,N/A,3,9-0,58,True,104,41
Dundalk Racing Results | 15th March 2024 19:50,N/A,19:50,Standard,6f,Tarsus (IRE),A J Slattery,0,A Slattery,NR,N/A,3,9-8t,-,True,104,42
Dundalk Racing Results | 15th March 2024 19:50,N/A,19:50,Standard,6f,She's Quality (IRE),J J G Ryan,5,J Davison,5th,1 l,3,9-0,-,True,104,42
Dundalk Racing Results | 15th March 2024 19:50,N/A,19:50,Standard,6f,Oh So Bright (IRE),S Foley,0,Mrs J Harrington,4th,3/4 l,3,8-10t,-,True,104,42
Dundalk Racing Results | 15th March 2024 19:50,N/A,19:50,Standard,6f,Perfect Judgement (IRE),Adam Caffrey,5,A McGuinness,3rd,1/2 l,3,9-5,-,True,104,42
Dundalk Racing Results | 15th March 2024 19:50,N/A,19:50,Standard,6f,Genesis (IRE),G M Ryan,0,Barry J Fitzgerald,2nd,Neck,3,9-5,-,True,104,42
Dundalk Racing Results | 15th March 2024 19:50,N/A,19:50,Standard,6f,Jakajaro (IRE),L T McAteer,0,D Marnane,1st,N/A,3,9-5,-,True,104,42
Dundalk Racing Results | 15th March 2024 19:50,N/A,19:50,Standard,6f,Tarsus (IRE),A J Slattery,0,A Slattery,NR,N/A,3,9-8t,-,True,104,42
Dundalk Racing Results | 15th March 2024 19:50,N/A,19:50,Standard,6f,She's Quality (IRE),J J G Ryan,5,J Davison,5th,1 l,3,9-0,-,True,104,42
Dundalk Racing Results | 15th March 2024 19:50,N/A,19:50,Standard,6f,Oh So Bright (IRE),S Foley,0,Mrs J Harrington,4th,3/4 l,3,8-10t,-,True,104,42
Dundalk Racing Results | 15th March 2024 19:50,N/A,19:50,Standard,6f,Perfect Judgement (IRE),Adam Caffrey,5,A McGuinness,3rd,1/2 l,3,9-5,-,True,104,42
Dundalk Racing Results | 15th March 2024 19:50,N/A,19:50,Standard,6f,Genesis (IRE),G M Ryan,0,Barry J Fitzgerald,2nd,Neck,3,9-5,-,True,104,42
Dundalk Racing Results | 15th March 2024 19:50,N/A,19:50,Standard,6f,Jakajaro (IRE),L T McAteer,0,D Marnane,1st,N/A,3,9-5,-,True,104,42
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Autumnal Breeze (IRE),J M Sheridan,0,D Hogan,PU,N/A,4,9-13p1,59,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Florence Thompson (IRE),Siobhan Rutledge,3,J G Murray,13th,7 1/2 l,7,9-1tb,47,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Pro Bono Alexander (IRE),J A Heffernan,0,W P Browne,12th,1/2 l,4,9-13h1,59,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Santa Fe (IRE),D P McDonogh,0,C O'Brien,11th,Neck,4,9-2t,48,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,American In Paris (IRE),S D Bowen,5,D Hogan,10th,1/2 l,4,9-8b,54,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Net A Porter Queen (IRE),S Foley,0,Mrs J Harrington,9th,1 1/4 l,4,9-7,53,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Havana Notion,D McMonagle,0,J Feane,8th,Short Head,4,9-13b1,59,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Cherry Bloom (IRE),N M Crosse,0,G Scott,7th,3/4 l,5,9-1p,47,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Teddy Boy (IRE),Sorcha Woods,7,E Lynam,6th,1/2 l,9,9-1,47,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Clarinbridge (IRE),J J G Ryan,5,L Breen,5th,3/4 l,5,9-1p,47,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Lorr's Girl (IRE),R P Cleary,0,R Sweeney,4th,1 1/4 l,3,8-13,59,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Phil's Dream (IRE),K G Kennedy,7,J C McConnell,3rd,1/2 l,4,9-8tv,54,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Hezahunk (IRE),C T Keane,0,A McGuinness,2nd,3/4 l,5,9-6b,52,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Jazzy Dancer (IRE),D King,5,W J Martin,1st,N/A,6,10-0v,60,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Autumnal Breeze (IRE),J M Sheridan,0,D Hogan,PU,N/A,4,9-13p1,59,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Florence Thompson (IRE),Siobhan Rutledge,3,J G Murray,13th,7 1/2 l,7,9-1tb,47,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Pro Bono Alexander (IRE),J A Heffernan,0,W P Browne,12th,1/2 l,4,9-13h1,59,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Santa Fe (IRE),D P McDonogh,0,C O'Brien,11th,Neck,4,9-2t,48,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,American In Paris (IRE),S D Bowen,5,D Hogan,10th,1/2 l,4,9-8b,54,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Net A Porter Queen (IRE),S Foley,0,Mrs J Harrington,9th,1 1/4 l,4,9-7,53,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Havana Notion,D McMonagle,0,J Feane,8th,Short Head,4,9-13b1,59,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Cherry Bloom (IRE),N M Crosse,0,G Scott,7th,3/4 l,5,9-1p,47,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Teddy Boy (IRE),Sorcha Woods,7,E Lynam,6th,1/2 l,9,9-1,47,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Clarinbridge (IRE),J J G Ryan,5,L Breen,5th,3/4 l,5,9-1p,47,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Lorr's Girl (IRE),R P Cleary,0,R Sweeney,4th,1 1/4 l,3,8-13,59,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Phil's Dream (IRE),K G Kennedy,7,J C McConnell,3rd,1/2 l,4,9-8tv,54,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Hezahunk (IRE),C T Keane,0,A McGuinness,2nd,3/4 l,5,9-6b,52,True,104,43
Dundalk Racing Results | 15th March 2024 20:20,N/A,20:20,Standard,6f,Jazzy Dancer (IRE),D King,5,W J Martin,1st,N/A,6,10-0v,60,True,104,43
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,Ladybank,Rachael Blackmore,0,H De Bromhead,NR,N/A,6,11-7t,-,True,104,44
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,Missiee (IRE),G B Noonan,5,E McCarthy,PU,N/A,8,11-7,-,True,104,44
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,Ma Hoey (IRE),R Deegan,0,E McCarthy,6th,21 l,8,11-7t,-,True,104,44
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,It'sallabouteve (IRE),D J O'Keeffe,0,Brendan Walsh,5th,5 1/2 l,8,11-7,-,True,104,44
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,Je T'ai Porte (IRE),S Fitzgerald,0,G P Cromwell,4th,3 1/4 l,6,11-7h,-,True,104,44
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,Walk With Paul (FR),C Brassil,5,M Brassil,3rd,9 1/2 l,8,11-7ht,-,True,104,44
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,Pebble Bleu (IRE),P T Enright,0,C Motherway,2nd,7 1/2 l,5,11-7,-,True,104,44
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,Something Abouther (IRE),A P Kelly,5,P Roche,1st,N/A,8,11-7,-,True,104,44
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,Ladybank,Rachael Blackmore,0,H De Bromhead,NR,N/A,6,11-7t,-,True,104,44
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,Missiee (IRE),G B Noonan,5,E McCarthy,PU,N/A,8,11-7,-,True,104,44
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,Ma Hoey (IRE),R Deegan,0,E McCarthy,6th,21 l,8,11-7t,-,True,104,44
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,It'sallabouteve (IRE),D J O'Keeffe,0,Brendan Walsh,5th,5 1/2 l,8,11-7,-,True,104,44
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,Je T'ai Porte (IRE),S Fitzgerald,0,G P Cromwell,4th,3 1/4 l,6,11-7h,-,True,104,44
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,Walk With Paul (FR),C Brassil,5,M Brassil,3rd,9 1/2 l,8,11-7ht,-,True,104,44
Thurles Racing Results | 16th March 2024 13:55,N/A,13:55,Heavy,2m 1f 192y,Pebble Bleu (IRE),P T Enright,0,C Motherway,2nd,7 1/2 l,5,11-7,-,True,104,44
