track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,2025-08-11,19:25,Good,3m 1f 215y,Sphagnum (IRE),D P Maxwell,5,J P Broderick,8th,6 1/2 l,8,10-12tp,106,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Beau Walking (IRE),Sam Ewing,0,Mrs J Harrington,7th,Head,7,10-13tb1,107,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Brilliant Light,S W Flanagan,0,J J Hanlon,6th,5 l,8,10-12p,106,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Arch Enemy (IRE),A Harvey,5,P Magee,5th,1 1/4 l,6,10-12,106,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Dorans Law (IRE),C M Hogan,7,P J Rothwell,4th,3 1/2 l,7,11-3p,111,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Jolie Jewel (FR),P T Enright,0,B McMahon,3rd,9 l,6,11-8h,116,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Ladiam (IRE),G B Noonan,5,N Lee,2nd,4 1/4 l,8,10-3t,97,True,11,39
N/A,2025-08-11,19:25,Good,3m 1f 215y,Ad Caelum (IRE),Mr D McGill,7,J P Ryan,1st,N/A,6,11-8,116,True,11,39
N/A,2025-08-11,19:55,Good,2m 6f 218y,Saint Peregrine (IRE),L A McKenna,5,J P Ryan,PU,N/A,6,11-6,96,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Speakasyoufind (IRE),S D Torrens,0,P J Rothwell,8th,54 l,4,11-6,-,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Mon Sheriffe,C M Hogan,7,P J Rothwell,7th,1 l,4,11-0,-,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Last Man D'arcy (IRE),J Smith,5,B McMahon,6th,3 1/4 l,6,11-12,-,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Vroomvroomboo (IRE),K C Sexton,0,James Andrew Fahey,5th,2 l,7,11-1t,96,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Build A Bridge (IRE),H E Sexton,7,A Sexton,4th,2 3/4 l,4,11-2,-,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Couldntmakeitup (IRE),P T Smithers,7,J Nash,3rd,6 1/2 l,5,11-8t1,102,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Sharing Is Caring (IRE),S W Flanagan,0,J J Hanlon,2nd,13 l,4,11-6,-,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Ocean Of Mercy (IRE),D E Mullins,0,P Hennessy,1st,N/A,9,11-6,111,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Saint Peregrine (IRE),L A McKenna,5,J P Ryan,PU,N/A,6,11-6,96,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Speakasyoufind (IRE),S D Torrens,0,P J Rothwell,8th,54 l,4,11-6,-,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Mon Sheriffe,C M Hogan,7,P J Rothwell,7th,1 l,4,11-0,-,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Last Man D'arcy (IRE),J Smith,5,B McMahon,6th,3 1/4 l,6,11-12,-,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Vroomvroomboo (IRE),K C Sexton,0,James Andrew Fahey,5th,2 l,7,11-1t,96,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Build A Bridge (IRE),H E Sexton,7,A Sexton,4th,2 3/4 l,4,11-2,-,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Couldntmakeitup (IRE),P T Smithers,7,J Nash,3rd,6 1/2 l,5,11-8t1,102,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Sharing Is Caring (IRE),S W Flanagan,0,J J Hanlon,2nd,13 l,4,11-6,-,True,11,40
N/A,2025-08-11,19:55,Good,2m 6f 218y,Ocean Of Mercy (IRE),D E Mullins,0,P Hennessy,1st,N/A,9,11-6,111,True,11,40
N/A,2025-08-11,20:25,Good,2m 6f 218y,Mystic Milly (IRE),J Smith,5,C O'Connell,PU,N/A,5,10-9p1,81,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Kilashee (IRE),Mr D McGill,7,J P Ryan,15th,33 l,10,11-12,98,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Justmadeit (IRE),D King,0,D Hogan,14th,6 1/2 l,6,10-8tp,80,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Jaadil (IRE),G Brouder,3,D E Fitzgerald,13th,1/2 l,4,10-8,84,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Phildante (IRE),J J Slevin,0,E Doyle,12th,6 l,8,10-11tp1,83,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Moonshine Girl (IRE),D J Gilligan,0,P J Gilligan,11th,1 l,6,10-6,78,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Zolpharine (IRE),Conor Clarke,7,J P Ryan,10th,3 l,7,10-12p1,84,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Ask Phil (IRE),P T Enright,0,Laura Hourigan,9th,1/2 l,6,11-7,93,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Le Grand Vert (FR),C Stone-Walsh,0,N C Kelly,8th,2 1/2 l,9,10-13tp,85,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Damoso (IRE),S D Torrens,0,P J Rothwell,7th,3/4 l,4,10-3tp1,79,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Max Time (IRE),C M Quirke,0,I Madden,6th,1/2 l,8,10-0h,72,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Townscupsixtythree (IRE),H E Sexton,7,A Sexton,5th,9 l,7,11-3,89,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Sydney Cruiser (IRE),A Harvey,5,Ciaran Murphy,4th,1/2 l,7,10-8p,80,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Anysignofhim (IRE),L Quinlan,0,R Hackett,3rd,4 3/4 l,6,11-1,87,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Doorman Moe (IRE),D J O'Keeffe,0,A McNamara,2nd,5 1/2 l,5,11-8t,94,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Mephisto (IRE),S Fitzgerald,0,G Keane,1st,N/A,8,11-12v,91,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Mystic Milly (IRE),J Smith,5,C O'Connell,PU,N/A,5,10-9p1,81,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Kilashee (IRE),Mr D McGill,7,J P Ryan,15th,33 l,10,11-12,98,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Justmadeit (IRE),D King,0,D Hogan,14th,6 1/2 l,6,10-8tp,80,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Jaadil (IRE),G Brouder,3,D E Fitzgerald,13th,1/2 l,4,10-8,84,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Phildante (IRE),J J Slevin,0,E Doyle,12th,6 l,8,10-11tp1,83,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Moonshine Girl (IRE),D J Gilligan,0,P J Gilligan,11th,1 l,6,10-6,78,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Zolpharine (IRE),Conor Clarke,7,J P Ryan,10th,3 l,7,10-12p1,84,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Ask Phil (IRE),P T Enright,0,Laura Hourigan,9th,1/2 l,6,11-7,93,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Le Grand Vert (FR),C Stone-Walsh,0,N C Kelly,8th,2 1/2 l,9,10-13tp,85,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Damoso (IRE),S D Torrens,0,P J Rothwell,7th,3/4 l,4,10-3tp1,79,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Max Time (IRE),C M Quirke,0,I Madden,6th,1/2 l,8,10-0h,72,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Townscupsixtythree (IRE),H E Sexton,7,A Sexton,5th,9 l,7,11-3,89,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Sydney Cruiser (IRE),A Harvey,5,Ciaran Murphy,4th,1/2 l,7,10-8p,80,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Anysignofhim (IRE),L Quinlan,0,R Hackett,3rd,4 3/4 l,6,11-1,87,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Doorman Moe (IRE),D J O'Keeffe,0,A McNamara,2nd,5 1/2 l,5,11-8t,94,True,11,41
N/A,2025-08-11,20:25,Good,2m 6f 218y,Mephisto (IRE),S Fitzgerald,0,G Keane,1st,N/A,8,11-12v,91,True,11,41
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Thilos (IRE),D P McDonogh,0,J P O'Brien,12th,2 1/2 l,3,9-9b1,68,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Kaptain Bay (IRE),C T Keane,0,N Meade,11th,1 1/2 l,4,9-1tb,70,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Yes Oui Si (IRE),S Foley,0,Mrs J Harrington,13th,Neck,4,10-2p,62,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Mighty Day (IRE),Nicola Burns,7,J M Barrett,10th,1 3/4 l,3,8-10v1,69,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Temple City,J A Heffernan,0,D Hogan,9th,2 l,4,9-0b1,62,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Sara Verdier (IRE),K G Kennedy,5,M O'Callaghan,8th,1/2 l,3,8-7,-,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Blathnaid (IRE),Eryka Snioch,10,Cian Hughes,7th,3 3/4 l,4,9-0,-,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Beautiful Affair (IRE),D McMonagle,0,J P O'Brien,6th,3 3/4 l,3,9-9p,71,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Bucaneer's Spirit (IRE),J J G Ryan,0,Ian Donoghue,5th,Neck,4,9-8,74,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Truth Be Told (IRE),C D Hayes,0,D K Weld,4th,1/2 l,3,9-9v1,75,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Gloriously Glam (IRE),Adam Caffrey,0,A McGuinness,3rd,Neck,3,9-4p,77,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Harry The Rogue (IRE),Sam Coen,7,A Slattery,2nd,2 1/4 l,4,9-13,73,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Shoot To Kill (IRE),J M Sheridan,0,D Hogan,1st,N/A,8,9-5,80,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Thilos (IRE),D P McDonogh,0,J P O'Brien,12th,2 1/2 l,3,9-9b1,68,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Kaptain Bay (IRE),C T Keane,0,N Meade,11th,1 1/2 l,4,9-1tb,70,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Yes Oui Si (IRE),S Foley,0,Mrs J Harrington,13th,Neck,4,10-2p,62,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Mighty Day (IRE),Nicola Burns,7,J M Barrett,10th,1 3/4 l,3,8-10v1,69,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Temple City,J A Heffernan,0,D Hogan,9th,2 l,4,9-0b1,62,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Sara Verdier (IRE),K G Kennedy,5,M O'Callaghan,8th,1/2 l,3,8-7,-,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Blathnaid (IRE),Eryka Snioch,10,Cian Hughes,7th,3 3/4 l,4,9-0,-,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Beautiful Affair (IRE),D McMonagle,0,J P O'Brien,6th,3 3/4 l,3,9-9p,71,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Bucaneer's Spirit (IRE),J J G Ryan,0,Ian Donoghue,5th,Neck,4,9-8,74,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Truth Be Told (IRE),C D Hayes,0,D K Weld,4th,1/2 l,3,9-9v1,75,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Gloriously Glam (IRE),Adam Caffrey,0,A McGuinness,3rd,Neck,3,9-4p,77,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Harry The Rogue (IRE),Sam Coen,7,A Slattery,2nd,2 1/4 l,4,9-13,73,True,11,42
N/A,2025-08-13,17:05,Good (Good To Firm In Places),1m,Shoot To Kill (IRE),J M Sheridan,0,D Hogan,1st,N/A,8,9-5,80,True,11,42
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Soller (IRE),A J Slattery,0,J Halley,14th,Head,2,8-9,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Alkutonic (IRE),C D Hayes,0,H De Bromhead,13th,Neck,2,8-9,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Synners Kid (IRE),D P McDonogh,0,J P O'Brien,12th,2 l,2,9-2t,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Beware Of The Bear (IRE),N M Crosse,0,D Marnane,11th,1 l,2,9-2,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Lilo Pelekai (IRE),K J Leonard,0,Jack Foley,10th,1/2 l,2,8-13,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Carwyn (IRE),C T Keane,0,G M Lyons,9th,3/4 l,2,9-0,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Zheleznaya Dama (USA),L T McAteer,0,B W Duke,8th,1 3/4 l,2,8-13,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Aqua Bear (IRE),Adam Caffrey,0,A McGuinness,7th,3 l,2,9-2,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Sutton Hoo (IRE),J A Heffernan,0,N Lupini,6th,Short Head,2,9-4,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Fresh Fade (IRE),L F Roche,0,M O'Callaghan,5th,1/2 l,2,9-2h1,81,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Askalon (GER),D McMonagle,0,J P O'Brien,4th,1 l,2,9-2,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Conquering Marin (IRE),G M Ryan,0,Donnacha O'Brien,3rd,7 l,2,9-1,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Punica Granatum (IRE),S Foley,0,Mrs J Harrington,2nd,1 3/4 l,2,9-1,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Morehampton (IRE),B M Coen,0,J P Murtagh,1st,N/A,2,9-6,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Soller (IRE),A J Slattery,0,J Halley,14th,Head,2,8-9,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Alkutonic (IRE),C D Hayes,0,H De Bromhead,13th,Neck,2,8-9,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Synners Kid (IRE),D P McDonogh,0,J P O'Brien,12th,2 l,2,9-2t,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Beware Of The Bear (IRE),N M Crosse,0,D Marnane,11th,1 l,2,9-2,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Lilo Pelekai (IRE),K J Leonard,0,Jack Foley,10th,1/2 l,2,8-13,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Carwyn (IRE),C T Keane,0,G M Lyons,9th,3/4 l,2,9-0,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Zheleznaya Dama (USA),L T McAteer,0,B W Duke,8th,1 3/4 l,2,8-13,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Aqua Bear (IRE),Adam Caffrey,0,A McGuinness,7th,3 l,2,9-2,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Sutton Hoo (IRE),J A Heffernan,0,N Lupini,6th,Short Head,2,9-4,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Fresh Fade (IRE),L F Roche,0,M O'Callaghan,5th,1/2 l,2,9-2h1,81,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Askalon (GER),D McMonagle,0,J P O'Brien,4th,1 l,2,9-2,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Conquering Marin (IRE),G M Ryan,0,Donnacha O'Brien,3rd,7 l,2,9-1,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Punica Granatum (IRE),S Foley,0,Mrs J Harrington,2nd,1 3/4 l,2,9-1,-,True,11,43
N/A,2025-08-13,17:35,Good (Good To Firm In Places),7f,Morehampton (IRE),B M Coen,0,J P Murtagh,1st,N/A,2,9-6,-,True,11,43
N/A,2025-08-13,18:05,Good (Good To Firm In Places),7f,Exquisite Acclaim (IRE),Adam Caffrey,0,A McGuinness,5th,Neck,6,9-0p,81,True,11,44
N/A,2025-08-13,18:05,Good (Good To Firm In Places),7f,Quadruple,C T Keane,0,G M Lyons,4th,Head,4,10-0p,95,True,11,44
N/A,2025-08-13,18:05,Good (Good To Firm In Places),7f,Perfect Judgement (IRE),J Kearney,3,Stephen Thorne,3rd,1/2 l,4,9-4b,85,True,11,44
N/A,2025-08-13,18:05,Good (Good To Firm In Places),7f,Shakazia (IRE),B M Coen,0,J P Murtagh,2nd,3 l,3,9-2ht,89,True,11,44
N/A,2025-08-13,18:05,Good (Good To Firm In Places),7f,Chicago Fireball (IRE),P McGettigan,7,J P Murtagh,1st,N/A,4,9-4p,85,True,11,44
N/A,2025-08-13,18:05,Good (Good To Firm In Places),7f,Exquisite Acclaim (IRE),Adam Caffrey,0,A McGuinness,5th,Neck,6,9-0p,81,True,11,44
N/A,2025-08-13,18:05,Good (Good To Firm In Places),7f,Quadruple,C T Keane,0,G M Lyons,4th,Head,4,10-0p,95,True,11,44
N/A,2025-08-13,18:05,Good (Good To Firm In Places),7f,Perfect Judgement (IRE),J Kearney,3,Stephen Thorne,3rd,1/2 l,4,9-4b,85,True,11,44
N/A,2025-08-13,18:05,Good (Good To Firm In Places),7f,Shakazia (IRE),B M Coen,0,J P Murtagh,2nd,3 l,3,9-2ht,89,True,11,44
N/A,2025-08-13,18:05,Good (Good To Firm In Places),7f,Chicago Fireball (IRE),P McGettigan,7,J P Murtagh,1st,N/A,4,9-4p,85,True,11,44
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Mojave River (FR),D McMonagle,0,J P O'Brien,10th,10 l,3,9-1tp1,98,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Dawn Spirit (IRE),D P McDonogh,0,J P O'Brien,9th,3 1/4 l,3,9-1p1,89,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Sweet Chariot (IRE),B M Coen,0,A P O'Brien,8th,12 l,3,9-1p,88,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Continuite,C T Keane,0,G M Lyons,7th,2 1/2 l,3,9-1,90,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Dancing Teapot (IRE),M P Sheehy,0,J P O'Brien,6th,2 1/2 l,3,9-1tp,82,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Soft Winds (IRE),S T McCullagh,0,J P O'Brien,5th,2 1/2 l,4,9-9p1,93,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Easy Mover (IRE),G M Ryan,0,A P O'Brien,4th,1 3/4 l,3,9-1tp,95,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Tarima (IRE),C D Hayes,0,D K Weld,3rd,2 l,3,9-1,-,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Madam Celeste (IRE),J Kearney,0,G M Lyons,2nd,1 3/4 l,4,9-12,100,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Naomi Lapaglia,J J G Ryan,0,G M Lyons,1st,N/A,5,9-9,103,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Mojave River (FR),D McMonagle,0,J P O'Brien,10th,10 l,3,9-1tp1,98,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Dawn Spirit (IRE),D P McDonogh,0,J P O'Brien,9th,3 1/4 l,3,9-1p1,89,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Sweet Chariot (IRE),B M Coen,0,A P O'Brien,8th,12 l,3,9-1p,88,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Continuite,C T Keane,0,G M Lyons,7th,2 1/2 l,3,9-1,90,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Dancing Teapot (IRE),M P Sheehy,0,J P O'Brien,6th,2 1/2 l,3,9-1tp,82,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Soft Winds (IRE),S T McCullagh,0,J P O'Brien,5th,2 1/2 l,4,9-9p1,93,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Easy Mover (IRE),G M Ryan,0,A P O'Brien,4th,1 3/4 l,3,9-1tp,95,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Tarima (IRE),C D Hayes,0,D K Weld,3rd,2 l,3,9-1,-,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Madam Celeste (IRE),J Kearney,0,G M Lyons,2nd,1 3/4 l,4,9-12,100,True,11,45
N/A,2025-08-13,18:35,Good (Good To Firm In Places),1m 1f 100y,Naomi Lapaglia,J J G Ryan,0,G M Lyons,1st,N/A,5,9-9,103,True,11,45
N/A,2025-08-13,19:05,Good (Good To Firm In Places),1m 4f 100y,Boxing Great (IRE),R C Colgan,0,K Thornton,7th,49 l,5,8-12t,80,True,11,46
N/A,2025-08-13,19:05,Good (Good To Firm In Places),1m 4f 100y,Soaring Monarch (IRE),Nicola Burns,7,J M Barrett,6th,3/4 l,8,9-5,87,True,11,46
N/A,2025-08-13,19:05,Good (Good To Firm In Places),1m 4f 100y,War Rooms (IRE),C T Keane,0,G Keane,5th,6 l,4,10-0p,96,True,11,46
N/A,2025-08-13,19:05,Good (Good To Firm In Places),1m 4f 100y,Saturn (IRE),S Foley,0,Mrs J Harrington,4th,8 1/2 l,5,9-11t,93,True,11,46
N/A,2025-08-13,19:05,Good (Good To Firm In Places),1m 4f 100y,Puturhandstogether (IRE),D McMonagle,0,J P O'Brien,3rd,Neck,4,9-0,82,True,11,46
N/A,2025-08-13,19:05,Good (Good To Firm In Places),1m 4f 100y,Gambino (IRE),B M Coen,0,N Meade,2nd,1 3/4 l,4,9-0,82,True,11,46
N/A,2025-08-13,19:05,Good (Good To Firm In Places),1m 4f 100y,Fleetfoot (IRE),D P McDonogh,0,J S Bolger,1st,N/A,5,9-12t,94,True,11,46
N/A,2025-08-13,19:05,Good (Good To Firm In Places),1m 4f 100y,Boxing Great (IRE),R C Colgan,0,K Thornton,7th,49 l,5,8-12t,80,True,11,46
N/A,2025-08-13,19:05,Good (Good To Firm In Places),1m 4f 100y,Soaring Monarch (IRE),Nicola Burns,7,J M Barrett,6th,3/4 l,8,9-5,87,True,11,46
N/A,2025-08-13,19:05,Good (Good To Firm In Places),1m 4f 100y,War Rooms (IRE),C T Keane,0,G Keane,5th,6 l,4,10-0p,96,True,11,46
N/A,2025-08-13,19:05,Good (Good To Firm In Places),1m 4f 100y,Saturn (IRE),S Foley,0,Mrs J Harrington,4th,8 1/2 l,5,9-11t,93,True,11,46
N/A,2025-08-13,19:05,Good (Good To Firm In Places),1m 4f 100y,Puturhandstogether (IRE),D McMonagle,0,J P O'Brien,3rd,Neck,4,9-0,82,True,11,46
N/A,2025-08-13,19:05,Good (Good To Firm In Places),1m 4f 100y,Gambino (IRE),B M Coen,0,N Meade,2nd,1 3/4 l,4,9-0,82,True,11,46
N/A,2025-08-13,19:05,Good (Good To Firm In Places),1m 4f 100y,Fleetfoot (IRE),D P McDonogh,0,J S Bolger,1st,N/A,5,9-12t,94,True,11,46
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Angel Harry (FR),L F Roche,0,P J F Murphy,10th,15 l,3,9-8t,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Fantasy Fara (IRE),G M Ryan,0,T Doyle,9th,21 l,3,9-3,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Plus Or Minus (IRE),N M Crosse,0,W McCreery,8th,6 l,3,9-8v,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Littlesumpinsumpin (IRE),L T McAteer,0,P Nolan,7th,1 1/2 l,3,9-8,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Stone Rulya (IRE),J J G Ryan,0,G M Lyons,6th,Neck,3,9-8,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Jess Abi (IRE),C D Hayes,0,D K Weld,5th,Nose,3,9-3,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Some Good Men Gone (FR),A J Slattery,0,A Slattery,4th,4 1/4 l,3,9-8,70,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Sunlight Dance (IRE),D P McDonogh,0,J S Bolger,3rd,1/2 l,3,9-3,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Treasure Rose (IRE),B M Coen,0,J P Murtagh,2nd,4 l,3,9-3,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Plaza Athenee,C T Keane,0,J J Murphy,1st,N/A,3,9-3,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Angel Harry (FR),L F Roche,0,P J F Murphy,10th,15 l,3,9-8t,-,True,11,47
N/A,2025-08-13,19:35,Good (Good To Firm In Places),1m 1f 100y,Fantasy Fara (IRE),G M Ryan,0,T Doyle,9th,21 l,3,9-3,-,True,11,47
