track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Mill House Creek,S D Torrens,0,Stephen Gerard Carey,5th,1 3/4 l,6,11-7t,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Phoenix Belle (IRE),Rachael Blackmore,0,H De Bromhead,4th,18 l,5,10-13,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Slim Marvel (FR),C M Quirke,5,A Slattery,3rd,Neck,6,10-13,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Burvea (IRE),D J Gilligan,5,D Broad,2nd,3 1/4 l,4,10-5h1,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Diamond Nora (IRE),K C Sexton,0,D Queally,1st,N/A,5,10-13t,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Madge A Chroi (IRE),P Byrnes,5,C Byrnes,NR,N/A,6,11-7,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Getawiggleon (FR),K M Donoghue,0,M Hourigan,14th,58 l,7,11-7,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Easter Baroness (IRE),M P O'Connor,3,W J Burke,13th,8 1/2 l,5,10-13,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Silin Alainn (IRE),A McCurtin,0,N Lee,12th,Nose,5,10-13,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Me And Mrs Lee (IRE),T P Harney,7,N Lee,11th,11 l,6,10-13,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Albatala (IRE),B W Harvey,0,J C McConnell,10th,1/2 l,5,10-13t,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Justmadeit (IRE),D King,0,D Hogan,9th,6 1/2 l,5,10-13t1,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Mini Getaway (IRE),C G O'Dwyer,5,M M Lynch,8th,11 l,7,10-13,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Racing Daisy (IRE),M M McDonagh,3,D McNamara,7th,1 l,7,10-13t1,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Cappacurry Ealu (IRE),R P Treacy,0,L Young,6th,11 l,6,10-13,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Mill House Creek,S D Torrens,0,Stephen Gerard Carey,5th,1 3/4 l,6,11-7t,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Phoenix Belle (IRE),Rachael Blackmore,0,H De Bromhead,4th,18 l,5,10-13,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Slim Marvel (FR),C M Quirke,5,A Slattery,3rd,Neck,6,10-13,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Burvea (IRE),D J Gilligan,5,D Broad,2nd,3 1/4 l,4,10-5h1,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:07,N/A,17:07,Soft (Soft To Heavy In Places),2m 1f 144y,Diamond Nora (IRE),K C Sexton,0,D Queally,1st,N/A,5,10-13t,-,True,108,40
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,A Brave Man (IRE),Mr T Walsh,7,Barry J Fitzgerald,NR,N/A,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Khewilltu (IRE),C M Quirke,5,John F O'Neill,F,N/A,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,You're Kidding Me (IRE),S D Torrens,0,E Bolger,14th,18 l,4,10-10,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Texas King (IRE),R P Treacy,0,L Young,13th,15 l,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Kinski (FR),P K Donovan,5,P G Kelly,12th,6 1/2 l,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Ontheblind (IRE),A McCurtin,0,John F O'Neill,11th,7 l,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Highland King (IRE),B W Harvey,0,J C McConnell,10th,1 1/4 l,5,11-12,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Opposite Ends (IRE),P Byrnes,5,C Byrnes,9th,1 1/4 l,6,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Mayday Games (IRE),D J Gilligan,5,P J Gilligan,8th,2 1/2 l,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Fairytale New York (IRE),D King,0,A J Martin,7th,1 1/4 l,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Nicholas Street (IRE),J S McGarvey,0,E Bolger,6th,5 l,4,10-10,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Giant Haystacks (IRE),B Hayes,0,Barry J Fitzgerald,5th,16 l,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Eoin's Charm (IRE),T Ryan,5,A Slattery,4th,1 l,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Napper Tandy,J Smith,7,M J Smith,3rd,Neck,6,11-12t1,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Doctor Glide (FR),K M Donoghue,0,Tom Dreaper,2nd,1/2 l,6,11-4p1,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,On The Steel (IRE),C G O'Dwyer,5,C O'Dwyer,1st,N/A,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,A Brave Man (IRE),Mr T Walsh,7,Barry J Fitzgerald,NR,N/A,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Khewilltu (IRE),C M Quirke,5,John F O'Neill,F,N/A,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,You're Kidding Me (IRE),S D Torrens,0,E Bolger,14th,18 l,4,10-10,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Texas King (IRE),R P Treacy,0,L Young,13th,15 l,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Kinski (FR),P K Donovan,5,P G Kelly,12th,6 1/2 l,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Ontheblind (IRE),A McCurtin,0,John F O'Neill,11th,7 l,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Highland King (IRE),B W Harvey,0,J C McConnell,10th,1 1/4 l,5,11-12,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Opposite Ends (IRE),P Byrnes,5,C Byrnes,9th,1 1/4 l,6,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Mayday Games (IRE),D J Gilligan,5,P J Gilligan,8th,2 1/2 l,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Fairytale New York (IRE),D King,0,A J Martin,7th,1 1/4 l,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Nicholas Street (IRE),J S McGarvey,0,E Bolger,6th,5 l,4,10-10,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Giant Haystacks (IRE),B Hayes,0,Barry J Fitzgerald,5th,16 l,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Eoin's Charm (IRE),T Ryan,5,A Slattery,4th,1 l,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Napper Tandy,J Smith,7,M J Smith,3rd,Neck,6,11-12t1,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,Doctor Glide (FR),K M Donoghue,0,Tom Dreaper,2nd,1/2 l,6,11-4p1,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 17:37,N/A,17:37,Soft (Soft To Heavy In Places)  Hurdle (Turf),2m 1f 144y,On The Steel (IRE),C G O'Dwyer,5,C O'Dwyer,1st,N/A,5,11-4,-,True,108,41
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,Champagne Platinum (IRE),L Donnelly,7,E Bolger,NR,N/A,10,11-8,126,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,Barnacullia (IRE),K M Donoghue,0,M Mulvany,7th,58 l,7,11-3,121,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,The Dasher Conway (IRE),J C Gainford,0,Mrs G Callaghan,6th,1 1/4 l,9,11-0,118,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,Belle The Lioness (IRE),Rachael Blackmore,0,H De Bromhead,5th,5 1/2 l,7,11-3t,121,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,Young Fitzy (IRE),C M Quirke,5,N Lee,4th,12 l,9,10-0h,104,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,Zoffanien (IRE),J P Shinnick,7,D Hogan,3rd,6 1/2 l,7,11-5,123,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,Kings Hill (IRE),J G Gilligan,7,P J Gilligan,2nd,Head,5,11-12,130,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,Cheerful Chap (IRE),S D Torrens,0,P J Rothwell,1st,N/A,7,10-6p,110,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,Champagne Platinum (IRE),L Donnelly,7,E Bolger,NR,N/A,10,11-8,126,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,Barnacullia (IRE),K M Donoghue,0,M Mulvany,7th,58 l,7,11-3,121,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,The Dasher Conway (IRE),J C Gainford,0,Mrs G Callaghan,6th,1 1/4 l,9,11-0,118,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,Belle The Lioness (IRE),Rachael Blackmore,0,H De Bromhead,5th,5 1/2 l,7,11-3t,121,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,Young Fitzy (IRE),C M Quirke,5,N Lee,4th,12 l,9,10-0h,104,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,Zoffanien (IRE),J P Shinnick,7,D Hogan,3rd,6 1/2 l,7,11-5,123,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,Kings Hill (IRE),J G Gilligan,7,P J Gilligan,2nd,Head,5,11-12,130,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:07,N/A,18:07,Soft (Soft To Heavy In Places),2m 1f 144y,Cheerful Chap (IRE),S D Torrens,0,P J Rothwell,1st,N/A,7,10-6p,110,True,108,42
Ballinrobe Racing Results | 19th April 2024 18:37,N/A,18:37,Soft (Soft To Heavy In Places),2m 6f 91y,Natural Look (IRE),Mr J M Fennell,7,D Queally,NR,N/A,8,11-9,115,True,108,43
Ballinrobe Racing Results | 19th April 2024 18:37,N/A,18:37,Soft (Soft To Heavy In Places),2m 6f 91y,Notkeepinyagoing (IRE),B W Harvey,0,J C McConnell,6th,32 l,7,11-12t,118,True,108,43
Ballinrobe Racing Results | 19th April 2024 18:37,N/A,18:37,Soft (Soft To Heavy In Places),2m 6f 91y,Rebel Early (IRE),D J Gilligan,5,W J Burke,5th,19 l,10,11-6p,112,True,108,43
Ballinrobe Racing Results | 19th April 2024 18:37,N/A,18:37,Soft (Soft To Heavy In Places),2m 6f 91y,Ginnets Girl (IRE),J C Gainford,0,G Elliott,4th,13 l,6,11-7,113,True,108,43
Ballinrobe Racing Results | 19th April 2024 18:37,N/A,18:37,Soft (Soft To Heavy In Places),2m 6f 91y,All About Lucy (IRE),K M Donoghue,0,E McCarthy,3rd,21 l,7,11-6t,112,True,108,43
Ballinrobe Racing Results | 19th April 2024 18:37,N/A,18:37,Soft (Soft To Heavy In Places),2m 6f 91y,Flidais (IRE),P K Donovan,5,J P Ryan,2nd,1 1/2 l,6,10-7,99,True,108,43
Ballinrobe Racing Results | 19th April 2024 18:37,N/A,18:37,Soft (Soft To Heavy In Places),2m 6f 91y,Game And Glory (IRE),S D Torrens,0,P J Rothwell,1st,N/A,8,10-2p,94,True,108,43
Ballinrobe Racing Results | 19th April 2024 18:37,N/A,18:37,Soft (Soft To Heavy In Places),2m 6f 91y,Natural Look (IRE),Mr J M Fennell,7,D Queally,NR,N/A,8,11-9,115,True,108,43
Ballinrobe Racing Results | 19th April 2024 18:37,N/A,18:37,Soft (Soft To Heavy In Places),2m 6f 91y,Notkeepinyagoing (IRE),B W Harvey,0,J C McConnell,6th,32 l,7,11-12t,118,True,108,43
Ballinrobe Racing Results | 19th April 2024 18:37,N/A,18:37,Soft (Soft To Heavy In Places),2m 6f 91y,Rebel Early (IRE),D J Gilligan,5,W J Burke,5th,19 l,10,11-6p,112,True,108,43
Ballinrobe Racing Results | 19th April 2024 18:37,N/A,18:37,Soft (Soft To Heavy In Places),2m 6f 91y,Ginnets Girl (IRE),J C Gainford,0,G Elliott,4th,13 l,6,11-7,113,True,108,43
Ballinrobe Racing Results | 19th April 2024 18:37,N/A,18:37,Soft (Soft To Heavy In Places),2m 6f 91y,All About Lucy (IRE),K M Donoghue,0,E McCarthy,3rd,21 l,7,11-6t,112,True,108,43
Ballinrobe Racing Results | 19th April 2024 18:37,N/A,18:37,Soft (Soft To Heavy In Places),2m 6f 91y,Flidais (IRE),P K Donovan,5,J P Ryan,2nd,1 1/2 l,6,10-7,99,True,108,43
Ballinrobe Racing Results | 19th April 2024 18:37,N/A,18:37,Soft (Soft To Heavy In Places),2m 6f 91y,Game And Glory (IRE),S D Torrens,0,P J Rothwell,1st,N/A,8,10-2p,94,True,108,43
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Monty's Way (IRE),K M Donoghue,0,G Stanley,UR,N/A,6,11-13tp,92,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Beau's Candle (IRE),K C Sexton,0,D Queally,PU,N/A,9,11-7t,86,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,The Flying Donkey (IRE),C P Millar,7,J Dullea,PU,N/A,6,11-5t1,84,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Leis Fein (IRE),C Stone-Walsh,5,V T O'Brien,PU,N/A,9,11-9,88,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Desperado Genie (IRE),T P Harney,7,C Collins,PU,N/A,6,12-0p,93,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Oldtown To Emly (IRE),J G Gilligan,7,K A Heffernan,6th,1 1/2 l,6,11-1p1,80,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Father Jed (IRE),D King,0,J P Ryan,5th,11 l,13,11-1,80,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Lough Nigara (IRE),D J Gilligan,5,M A Daly,4th,12 l,7,12-0,93,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,It's Time Again (IRE),J P Shinnick,7,David Barry,3rd,5 1/2 l,8,11-11,90,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Miss Vivacious (IRE),M P O'Connor,3,T Gibney,2nd,5 l,6,11-13,92,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Captain Jimmy (IRE),P K Donovan,5,P G Kelly,1st,N/A,11,11-5b,84,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Monty's Way (IRE),K M Donoghue,0,G Stanley,UR,N/A,6,11-13tp,92,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Beau's Candle (IRE),K C Sexton,0,D Queally,PU,N/A,9,11-7t,86,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,The Flying Donkey (IRE),C P Millar,7,J Dullea,PU,N/A,6,11-5t1,84,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Leis Fein (IRE),C Stone-Walsh,5,V T O'Brien,PU,N/A,9,11-9,88,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Desperado Genie (IRE),T P Harney,7,C Collins,PU,N/A,6,12-0p,93,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Oldtown To Emly (IRE),J G Gilligan,7,K A Heffernan,6th,1 1/2 l,6,11-1p1,80,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Father Jed (IRE),D King,0,J P Ryan,5th,11 l,13,11-1,80,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Lough Nigara (IRE),D J Gilligan,5,M A Daly,4th,12 l,7,12-0,93,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,It's Time Again (IRE),J P Shinnick,7,David Barry,3rd,5 1/2 l,8,11-11,90,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Miss Vivacious (IRE),M P O'Connor,3,T Gibney,2nd,5 l,6,11-13,92,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:07,N/A,19:07,Soft (Soft To Heavy In Places),2m 6f 91y,Captain Jimmy (IRE),P K Donovan,5,P G Kelly,1st,N/A,11,11-5b,84,True,108,44
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Mister Twist (IRE),Mr D M Russell,7,P Fenton,NR,N/A,6,12-2,107,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,King Of Cong (IRE),Mr D Allen,7,T O'Brien,PU,N/A,6,12-4,109,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,See A Stride (IRE),Mr F D Brickley,7,G Elliott,PU,N/A,7,11-13t,104,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Not May (IRE),Mr Finn Tegetmeier,7,H P Finegan,11th,26 l,10,10-8t,85,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Cave Court (IRE),Mr O McGill,7,N C Kelly,10th,1 1/2 l,7,12-4,109,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Sea Road Fill (IRE),Mr E P O'Brien,5,D Collins,9th,4 1/4 l,7,11-7,98,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Shotgun Jack (IRE),Ms E C Costello,7,P G Kelly,8th,1/2 l,6,12-4t1,109,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Trackman Tommy (IRE),Miss L Costello,7,P G Kelly,7th,6 l,6,11-5,96,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,The Lucky Lobster,Mr T Walsh,7,D Queally,6th,1 1/2 l,5,10-13ht1,90,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Noble Talent (IRE),Mr J C Barry,3,T J Nagle-Jr,5th,3 3/4 l,7,12-4,109,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Nephin Beg (IRE),Mr J L Scallan,7,S Doyle,4th,1 l,6,11-7p1,98,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,My Friend The Wind (IRE),Mr D Doyle,7,E McNamara,3rd,Head,9,11-6,97,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Onlyamatteroftime (IRE),Mr P W Mullins,0,W P Mullins,2nd,1 1/4 l,8,12-4,109,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Oneforgonzo (IRE),Mr D O'Connor,0,S Aherne,1st,N/A,6,11-8,99,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Mister Twist (IRE),Mr D M Russell,7,P Fenton,NR,N/A,6,12-2,107,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,King Of Cong (IRE),Mr D Allen,7,T O'Brien,PU,N/A,6,12-4,109,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,See A Stride (IRE),Mr F D Brickley,7,G Elliott,PU,N/A,7,11-13t,104,True,108,45
Ballinrobe Racing Results | 19th April 2024 19:37,N/A,19:37,Soft (Soft To Heavy In Places) ap Hurdle (Turf),2m 6f 91y,Not May (IRE),Mr Finn Tegetmeier,7,H P Finegan,11th,26 l,10,10-8t,85,True,108,45
