track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 16th October 2022 17:15,N/A,17:15,Soft,5f 205y,Coumshingaun (IRE),W. M. Lordan,0,Kevin Thomas Coleman,12th,1/2 l,3,9-4,82,True,26,37
Naas Racing Results | 16th October 2022 17:15,N/A,17:15,Soft,5f 205y,Let's Fly Again,C. D. Hayes,0,Richard John O'Brien,11th,1 l,3,8-13,77,True,26,37
Naas Racing Results | 16th October 2022 17:15,N/A,17:15,Soft,5f 205y,Adnaan,R. P. Whelan,0,J. F. Levins,10th,Neck,3,8-12,76,True,26,37
Naas Racing Results | 16th October 2022 17:15,N/A,17:15,Soft,5f 205y,Verhoyen,William James Lee,0,M. C. Grassick,9th,Neck,7,10-0b,92,True,26,37
Naas Racing Results | 16th October 2022 17:15,N/A,17:15,Soft,5f 205y,Affable (USA),J. M. Sheridan,3,K. J. Condon,8th,2 3/4 l,5,8-10t,74,True,26,37
Naas Racing Results | 16th October 2022 17:15,N/A,17:15,Soft,5f 205y,Is That Love (IRE),C. J. MacRedmond,5,Adrian McGuinness,7th,Short Head,5,9-1,79,True,26,37
Naas Racing Results | 16th October 2022 17:15,N/A,17:15,Soft,5f 205y,Dairerin (IRE),J. A. Powell,7,Mrs J. Harrington,6th,Nose,3,9-5b,83,True,26,37
Naas Racing Results | 16th October 2022 17:15,N/A,17:15,Soft,5f 205y,Fastar (IRE),Seamie Heffernan,0,G. O'Leary,5th,1 1/2 l,8,8-13b,77,True,26,37
Naas Racing Results | 16th October 2022 17:15,N/A,17:15,Soft,5f 205y,Spanish Tenor (IRE),Adam Caffrey,7,Adrian McGuinness,4th,2 l,8,9-12,90,True,26,37
Naas Racing Results | 16th October 2022 17:15,N/A,17:15,Soft,5f 205y,Rough Diamond (IRE),D. B. McMonagle,0,Edward Lynam,3rd,Neck,5,9-8,86,True,26,37
Naas Racing Results | 16th October 2022 17:15,N/A,17:15,Soft,5f 205y,Blind Beggar (IRE),C. T. Keane,0,G. M. Lyons,2nd,Head,4,9-0,78,True,26,37
Naas Racing Results | 16th October 2022 17:15,N/A,17:15,Soft,5f 205y,Earls (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,1st,N/A,5,9-7,85,True,26,37
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Coconut Tudor (IRE),S. O'Callaghan,7,Gerard Kelleher,9th,39 l,6,11-10,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Maria's Serpent (IRE),D. J. O'Keeffe,0,E. J. O'Grady,8th,7 l,6,11-10,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Crossgaleschicflic (IRE),C. G. O'Dwyer,0,Conor O'Dwyer,7th,2 3/4 l,5,11-1,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Angelsworknovrtime (IRE),G. B. Noonan,7,James Andrew Fahey,6th,2 1/2 l,6,11-1t,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Ballybawn Belter (IRE),M. P. Walsh,0,Miss Elizabeth Doyle,5th,3 1/4 l,4,10-13,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Green Glory (IRE),P. Byrnes,7,Charles Byrnes,4th,3/4 l,5,11-12,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Meetingofthewaters (IRE),M. J. M. O'Sullivan,5,Eugene M. O'Sullivan,3rd,14 l,5,11-10,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Ocean Of Mercy (IRE),D. E. Mullins,0,Paul Hennessy,2nd,3 1/2 l,6,11-10,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Derrylinda (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,5,11-5,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Coconut Tudor (IRE),S. O'Callaghan,7,Gerard Kelleher,9th,39 l,6,11-10,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Maria's Serpent (IRE),D. J. O'Keeffe,0,E. J. O'Grady,8th,7 l,6,11-10,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Crossgaleschicflic (IRE),C. G. O'Dwyer,0,Conor O'Dwyer,7th,2 3/4 l,5,11-1,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Angelsworknovrtime (IRE),G. B. Noonan,7,James Andrew Fahey,6th,2 1/2 l,6,11-1t,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Ballybawn Belter (IRE),M. P. Walsh,0,Miss Elizabeth Doyle,5th,3 1/4 l,4,10-13,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Green Glory (IRE),P. Byrnes,7,Charles Byrnes,4th,3/4 l,5,11-12,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Meetingofthewaters (IRE),M. J. M. O'Sullivan,5,Eugene M. O'Sullivan,3rd,14 l,5,11-10,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Ocean Of Mercy (IRE),D. E. Mullins,0,Paul Hennessy,2nd,3 1/2 l,6,11-10,-,True,26,38
Cork Racing Results | 16th October 2022 13:20,N/A,13:20,Good To Yielding (Yielding In Places),2m 4f 100y,Derrylinda (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,5,11-5,-,True,26,38
Cork Racing Results | 16th October 2022 13:55,N/A,13:55,Good To Yielding (Yielding In Places),3m 50y,Frazel Express (IRE),C. A. Landers,0,James M. Barcoe,7th,Neck,10,10-11,-,True,26,39
Cork Racing Results | 16th October 2022 13:55,N/A,13:55,Good To Yielding (Yielding In Places),3m 50y,Nos Na Gaoithe (IRE),D. E. Mullins,0,W. P. Mullins,6th,29 l,5,11-3t,-,True,26,39
Cork Racing Results | 16th October 2022 13:55,N/A,13:55,Good To Yielding (Yielding In Places),3m 50y,Benny The Duke (IRE),Donagh Meyler,0,R. P. Cody,5th,1 1/4 l,5,11-10,-,True,26,39
Cork Racing Results | 16th October 2022 13:55,N/A,13:55,Good To Yielding (Yielding In Places),3m 50y,Irish Blaze (IRE),J. W. Kennedy,0,Gordon Elliott,4th,13 l,6,11-10,-,True,26,39
Cork Racing Results | 16th October 2022 13:55,N/A,13:55,Good To Yielding (Yielding In Places),3m 50y,Royal Romeo (IRE),B. J. Cooper,0,Noel Meade,3rd,2 1/4 l,5,11-10p,-,True,26,39
Cork Racing Results | 16th October 2022 13:55,N/A,13:55,Good To Yielding (Yielding In Places),3m 50y,Another Choice (IRE),Keith Donoghue,0,Matthew J. Smith,2nd,3 l,5,11-10t,-,True,26,39
Cork Racing Results | 16th October 2022 13:55,N/A,13:55,Good To Yielding (Yielding In Places),3m 50y,Grand Soir (FR),S. D. Torrens,0,John McConnell,1st,N/A,6,11-10,-,True,26,39
Cork Racing Results | 16th October 2022 13:55,N/A,13:55,Good To Yielding (Yielding In Places),3m 50y,Frazel Express (IRE),C. A. Landers,0,James M. Barcoe,7th,Neck,10,10-11,-,True,26,39
Cork Racing Results | 16th October 2022 13:55,N/A,13:55,Good To Yielding (Yielding In Places),3m 50y,Nos Na Gaoithe (IRE),D. E. Mullins,0,W. P. Mullins,6th,29 l,5,11-3t,-,True,26,39
Cork Racing Results | 16th October 2022 13:55,N/A,13:55,Good To Yielding (Yielding In Places),3m 50y,Benny The Duke (IRE),Donagh Meyler,0,R. P. Cody,5th,1 1/4 l,5,11-10,-,True,26,39
Cork Racing Results | 16th October 2022 13:55,N/A,13:55,Good To Yielding (Yielding In Places),3m 50y,Irish Blaze (IRE),J. W. Kennedy,0,Gordon Elliott,4th,13 l,6,11-10,-,True,26,39
Cork Racing Results | 16th October 2022 13:55,N/A,13:55,Good To Yielding (Yielding In Places),3m 50y,Royal Romeo (IRE),B. J. Cooper,0,Noel Meade,3rd,2 1/4 l,5,11-10p,-,True,26,39
Cork Racing Results | 16th October 2022 13:55,N/A,13:55,Good To Yielding (Yielding In Places),3m 50y,Another Choice (IRE),Keith Donoghue,0,Matthew J. Smith,2nd,3 l,5,11-10t,-,True,26,39
Cork Racing Results | 16th October 2022 13:55,N/A,13:55,Good To Yielding (Yielding In Places),3m 50y,Grand Soir (FR),S. D. Torrens,0,John McConnell,1st,N/A,6,11-10,-,True,26,39
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Toor Hawk (IRE),C. Brassil,5,Ms M. Flynn,PU,N/A,8,11-6,87,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Mugsy Delight (IRE),S. D. Torrens,0,Seamus Fahey,PU,N/A,5,11-0p,81,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Hollow Spark (IRE),C. A. Landers,0,James M. Barcoe,PU,N/A,5,11-4,85,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Willie Bob (IRE),G. B. Noonan,7,Michael P. Hourigan,F,N/A,5,11-9,90,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,The Holmeister (IRE),M. J. M. O'Sullivan,5,Michael P. Hourigan,13th,38 l,8,12-0,95,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Irish Reports (IRE),D. L. Queally,0,Declan Queally,12th,2 1/4 l,5,11-6h,87,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Fly De Megaudais (FR),M. M. McDonagh,5,Michael J. McDonagh,11th,3 1/2 l,9,10-13,80,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Karla Martina (IRE),R. P. Geoghegan,7,Norman Lee,10th,Head,7,11-6h,87,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Merry Moves (IRE),D. Moloney,7,Mrs Grainne M. O'Connor,9th,2 1/4 l,7,11-9,90,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,King Gresel (IRE),Niall Moore,7,Philip Fenton,8th,3/4 l,4,11-7,89,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Musical Melody (IRE),D. E. Mullins,0,Miss J. M. Lee,7th,4 l,7,10-13,80,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Shean Glory (IRE),M. P. O'Connor,5,Sean Aherne,6th,3 1/4 l,6,11-5t,86,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Dr Mikey (IRE),I. J. Power,0,Ms M. Flynn,5th,1/2 l,13,12-0,95,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Veneziano Springs (FR),D. King,7,Denis Hogan,4th,2 l,10,12-0,95,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Go Gill Go (IRE),J. W. Kennedy,0,James Grace,3rd,3 1/2 l,7,11-12t,93,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Londonofficecallin (IRE),C. M. Quirke,7,Miss Evanna McCutcheon,2nd,8 l,5,11-3t,84,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,L'or Des Roses (FR),Mr B. W. Harvey,7,D. Harvey,1st,N/A,5,12-0,95,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Toor Hawk (IRE),C. Brassil,5,Ms M. Flynn,PU,N/A,8,11-6,87,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Mugsy Delight (IRE),S. D. Torrens,0,Seamus Fahey,PU,N/A,5,11-0p,81,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Hollow Spark (IRE),C. A. Landers,0,James M. Barcoe,PU,N/A,5,11-4,85,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Willie Bob (IRE),G. B. Noonan,7,Michael P. Hourigan,F,N/A,5,11-9,90,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,The Holmeister (IRE),M. J. M. O'Sullivan,5,Michael P. Hourigan,13th,38 l,8,12-0,95,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Irish Reports (IRE),D. L. Queally,0,Declan Queally,12th,2 1/4 l,5,11-6h,87,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Fly De Megaudais (FR),M. M. McDonagh,5,Michael J. McDonagh,11th,3 1/2 l,9,10-13,80,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Karla Martina (IRE),R. P. Geoghegan,7,Norman Lee,10th,Head,7,11-6h,87,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Merry Moves (IRE),D. Moloney,7,Mrs Grainne M. O'Connor,9th,2 1/4 l,7,11-9,90,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,King Gresel (IRE),Niall Moore,7,Philip Fenton,8th,3/4 l,4,11-7,89,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Musical Melody (IRE),D. E. Mullins,0,Miss J. M. Lee,7th,4 l,7,10-13,80,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Shean Glory (IRE),M. P. O'Connor,5,Sean Aherne,6th,3 1/4 l,6,11-5t,86,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Dr Mikey (IRE),I. J. Power,0,Ms M. Flynn,5th,1/2 l,13,12-0,95,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Veneziano Springs (FR),D. King,7,Denis Hogan,4th,2 l,10,12-0,95,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Go Gill Go (IRE),J. W. Kennedy,0,James Grace,3rd,3 1/2 l,7,11-12t,93,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,Londonofficecallin (IRE),C. M. Quirke,7,Miss Evanna McCutcheon,2nd,8 l,5,11-3t,84,True,26,40
Cork Racing Results | 16th October 2022 14:30,N/A,14:30,Yielding,2m 3f,L'or Des Roses (FR),Mr B. W. Harvey,7,D. Harvey,1st,N/A,5,12-0,95,True,26,40
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Powerful Blue (IRE),Sean Flanagan,0,E. Sheehy,16th,3 1/4 l,5,10-13tp1,80,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Coppercoast Paudie (IRE),Derek Thomas McGrath,7,Ms M. Flynn,15th,Short Head,9,10-13h,80,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Corkbeg (IRE),M. J. M. O'Sullivan,5,David Harry Kelly,14th,2 1/4 l,5,11-7ht,88,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Made In The Woods (IRE),R. P. Geoghegan,7,Norman Lee,13th,2 3/4 l,5,11-6h,87,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Kayla's Delight (IRE),J. P. Kirwan,7,David Kenneth Budds,12th,4 1/4 l,8,10-13t,80,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Captain Lightfoot (IRE),K. E. Buckley,5,Ciaran Murphy,11th,1 l,5,11-11,92,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Beat of the Sea (IRE),S. D. Torrens,0,Seamus Fahey,10th,3 1/2 l,8,11-2b,83,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Beeverstown Bullet (IRE),Niall Moore,7,Mark Cahill,9th,1 3/4 l,8,11-13,94,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Kilgorey (IRE),P. J. Cawley,7,Mrs Yvonne Dunleavy,8th,2 1/2 l,8,11-5t,86,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Trip to Milan (IRE),Gavin Peter Brouder,5,Seamus Braddish,7th,1 3/4 l,7,11-1,82,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Red Finch (IRE),C. M. Quirke,7,Timothy Doyle,6th,3/4 l,8,10-13,80,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Ben Vrackie,C. A. Landers,0,John F. Gleeson,5th,3 1/4 l,7,11-9b1,90,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Rosfoyle (IRE),S. Cleary-Farrell,7,Barry Fitzgerald,4th,3/4 l,10,10-13p,80,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Eastern Tornado (IRE),G. B. Noonan,7,Michael P. Hourigan,3rd,7 l,5,10-13,80,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Light Parade (IRE),D. J. O'Keeffe,0,W. J. Burke,2nd,1 3/4 l,5,11-4,85,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Champagne Auction,S. F. O'Keeffe,0,Sean Aherne,1st,N/A,7,11-1,82,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Powerful Blue (IRE),Sean Flanagan,0,E. Sheehy,16th,3 1/4 l,5,10-13tp1,80,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Coppercoast Paudie (IRE),Derek Thomas McGrath,7,Ms M. Flynn,15th,Short Head,9,10-13h,80,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Corkbeg (IRE),M. J. M. O'Sullivan,5,David Harry Kelly,14th,2 1/4 l,5,11-7ht,88,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Made In The Woods (IRE),R. P. Geoghegan,7,Norman Lee,13th,2 3/4 l,5,11-6h,87,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Kayla's Delight (IRE),J. P. Kirwan,7,David Kenneth Budds,12th,4 1/4 l,8,10-13t,80,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Captain Lightfoot (IRE),K. E. Buckley,5,Ciaran Murphy,11th,1 l,5,11-11,92,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Beat of the Sea (IRE),S. D. Torrens,0,Seamus Fahey,10th,3 1/2 l,8,11-2b,83,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Beeverstown Bullet (IRE),Niall Moore,7,Mark Cahill,9th,1 3/4 l,8,11-13,94,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Kilgorey (IRE),P. J. Cawley,7,Mrs Yvonne Dunleavy,8th,2 1/2 l,8,11-5t,86,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Trip to Milan (IRE),Gavin Peter Brouder,5,Seamus Braddish,7th,1 3/4 l,7,11-1,82,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Red Finch (IRE),C. M. Quirke,7,Timothy Doyle,6th,3/4 l,8,10-13,80,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Ben Vrackie,C. A. Landers,0,John F. Gleeson,5th,3 1/4 l,7,11-9b1,90,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Rosfoyle (IRE),S. Cleary-Farrell,7,Barry Fitzgerald,4th,3/4 l,10,10-13p,80,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Eastern Tornado (IRE),G. B. Noonan,7,Michael P. Hourigan,3rd,7 l,5,10-13,80,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Light Parade (IRE),D. J. O'Keeffe,0,W. J. Burke,2nd,1 3/4 l,5,11-4,85,True,26,41
Cork Racing Results | 16th October 2022 15:05,N/A,15:05,Yielding,2m 3f,Champagne Auction,S. F. O'Keeffe,0,Sean Aherne,1st,N/A,7,11-1,82,True,26,41
Cork Racing Results | 16th October 2022 15:40,N/A,15:40,Soft,2m 4f,Watch House Cross (IRE),Keith Donoghue,0,Henry de Bromhead,5th,3 1/4 l,5,11-12t,-,True,26,42
Cork Racing Results | 16th October 2022 15:40,N/A,15:40,Soft,2m 4f,The Goffer (IRE),J. W. Kennedy,0,Gordon Elliott,4th,4 1/2 l,5,11-12,-,True,26,42
Cork Racing Results | 16th October 2022 15:40,N/A,15:40,Soft,2m 4f,Caesar Rock (IRE),D. J. O'Keeffe,0,M. F. Morris,3rd,Head,6,11-12p,-,True,26,42
Cork Racing Results | 16th October 2022 15:40,N/A,15:40,Soft,2m 4f,Gua Du Large (FR),Sean Flanagan,0,Henry de Bromhead,2nd,14 l,6,11-12ht,-,True,26,42
Cork Racing Results | 16th October 2022 15:40,N/A,15:40,Soft,2m 4f,Idas Boy (IRE),B. J. Cooper,0,Noel Meade,1st,N/A,8,11-12,-,True,26,42
Cork Racing Results | 16th October 2022 15:40,N/A,15:40,Soft,2m 4f,Watch House Cross (IRE),Keith Donoghue,0,Henry de Bromhead,5th,3 1/4 l,5,11-12t,-,True,26,42
Cork Racing Results | 16th October 2022 15:40,N/A,15:40,Soft,2m 4f,The Goffer (IRE),J. W. Kennedy,0,Gordon Elliott,4th,4 1/2 l,5,11-12,-,True,26,42
Cork Racing Results | 16th October 2022 15:40,N/A,15:40,Soft,2m 4f,Caesar Rock (IRE),D. J. O'Keeffe,0,M. F. Morris,3rd,Head,6,11-12p,-,True,26,42
Cork Racing Results | 16th October 2022 15:40,N/A,15:40,Soft,2m 4f,Gua Du Large (FR),Sean Flanagan,0,Henry de Bromhead,2nd,14 l,6,11-12ht,-,True,26,42
Cork Racing Results | 16th October 2022 15:40,N/A,15:40,Soft,2m 4f,Idas Boy (IRE),B. J. Cooper,0,Noel Meade,1st,N/A,8,11-12,-,True,26,42
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,The Banger Doyle (IRE),D. J. O'Keeffe,0,John Queally,UR,N/A,6,11-6t,-,True,26,43
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,Ena Baie (FR),C. G. O'Dwyer,7,Conor O'Dwyer,PU,N/A,8,11-6,-,True,26,43
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,Low Style (FR),M. J. M. O'Sullivan,5,Barry Connell,F,N/A,5,11-6,-,True,26,43
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,West Breeze (IRE),S. D. Torrens,0,Michael Winters,F,N/A,6,11-6t,-,True,26,43
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,Good As Hell (IRE),B. Hayes,0,Philip Fenton,4th,4 1/2 l,7,11-12b,-,True,26,43
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,Sevenna Star (IRE),Peter Carberry,0,Andrew McNamara,3rd,29 l,7,11-6t,-,True,26,43
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,Golden Sandbanks,Sean Flanagan,0,Paul W. Flynn,2nd,9 l,5,11-12tp,-,True,26,43
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,Final Orders,Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,6,11-12,-,True,26,43
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,The Banger Doyle (IRE),D. J. O'Keeffe,0,John Queally,UR,N/A,6,11-6t,-,True,26,43
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,Ena Baie (FR),C. G. O'Dwyer,7,Conor O'Dwyer,PU,N/A,8,11-6,-,True,26,43
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,Low Style (FR),M. J. M. O'Sullivan,5,Barry Connell,F,N/A,5,11-6,-,True,26,43
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,West Breeze (IRE),S. D. Torrens,0,Michael Winters,F,N/A,6,11-6t,-,True,26,43
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,Good As Hell (IRE),B. Hayes,0,Philip Fenton,4th,4 1/2 l,7,11-12b,-,True,26,43
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,Sevenna Star (IRE),Peter Carberry,0,Andrew McNamara,3rd,29 l,7,11-6t,-,True,26,43
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,Golden Sandbanks,Sean Flanagan,0,Paul W. Flynn,2nd,9 l,5,11-12tp,-,True,26,43
Cork Racing Results | 16th October 2022 16:15,N/A,16:15,Soft,2m 1f 140y,Final Orders,Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,6,11-12,-,True,26,43
Cork Racing Results | 16th October 2022 16:50,N/A,16:50,Soft,2m 1f 140y,Bythesametoken (IRE),Jack Foley,0,Ross O'Sullivan,PU,N/A,8,10-8t,123,True,26,44
Cork Racing Results | 16th October 2022 16:50,N/A,16:50,Soft,2m 1f 140y,Kitty Galore (IRE),S. F. O'Keeffe,0,John Patrick Ryan,9th,4 1/4 l,8,10-7,122,True,26,44
Cork Racing Results | 16th October 2022 16:50,N/A,16:50,Soft,2m 1f 140y,Vado Forte (FR),M. J. M. O'Sullivan,5,Ross O'Sullivan,8th,1 3/4 l,9,11-12,141,True,26,44
Cork Racing Results | 16th October 2022 16:50,N/A,16:50,Soft,2m 1f 140y,Influential Lady (IRE),C. A. Landers,0,James M. Barcoe,7th,2 1/4 l,8,10-1,116,True,26,44
