track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 14th October 2023 16:00,N/A,16:00,Soft To Heavy,5f 205y,Jon Riggens (IRE),Ben Martin Coen,0,Edward Lynam,2nd,4 3/4 l,5,9-13tp,91,True,86,6
Naas Racing Results | 14th October 2023 16:00,N/A,16:00,Soft To Heavy,5f 205y,Stag Night (IRE),William James Lee,0,W. McCreery,1st,N/A,5,9-0,78,True,86,6
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Something Nice (IRE),Wesley Joyce,7,Michael Mulvany,11th,17 l,3,9-4,88,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Spanish Tenor (IRE),C. J. MacRedmond,5,Adrian McGuinness,10th,2 1/2 l,9,9-8,90,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Cavallo Pazzo (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,9th,Short Head,4,9-1t,83,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Lust (IRE),C. T. Keane,0,G. M. Lyons,8th,3/4 l,5,10-0t,96,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Earls (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,7th,2 l,6,9-4t,86,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Hurricane Ivor (IRE),K. G. Kennedy,10,Mrs J. Harrington,6th,Head,6,9-7,89,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Verhoyen,William James Lee,0,M. C. Grassick,5th,1/2 l,8,9-10b,92,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Joe Masseria (IRE),R. Whearty,5,Noel Meade,4th,1 l,4,9-4b,86,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,San Aer (IRE),J. A. Powell,5,Thomas Mullins,3rd,1/2 l,5,8-7h,75,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,No More Porter (IRE),R. P. Whelan,0,Adrian McGuinness,2nd,2 3/4 l,5,9-1t,83,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Facethepuckout (IRE),L. F. Roche,0,M. D. O'Callaghan,1st,N/A,7,8-7,75,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Something Nice (IRE),Wesley Joyce,7,Michael Mulvany,11th,17 l,3,9-4,88,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Spanish Tenor (IRE),C. J. MacRedmond,5,Adrian McGuinness,10th,2 1/2 l,9,9-8,90,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Cavallo Pazzo (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,9th,Short Head,4,9-1t,83,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Lust (IRE),C. T. Keane,0,G. M. Lyons,8th,3/4 l,5,10-0t,96,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Earls (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,7th,2 l,6,9-4t,86,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Hurricane Ivor (IRE),K. G. Kennedy,10,Mrs J. Harrington,6th,Head,6,9-7,89,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Verhoyen,William James Lee,0,M. C. Grassick,5th,1/2 l,8,9-10b,92,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Joe Masseria (IRE),R. Whearty,5,Noel Meade,4th,1 l,4,9-4b,86,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,San Aer (IRE),J. A. Powell,5,Thomas Mullins,3rd,1/2 l,5,8-7h,75,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,No More Porter (IRE),R. P. Whelan,0,Adrian McGuinness,2nd,2 3/4 l,5,9-1t,83,True,86,7
Naas Racing Results | 14th October 2023 16:35,N/A,16:35,Soft To Heavy,7f,Facethepuckout (IRE),L. F. Roche,0,M. D. O'Callaghan,1st,N/A,7,8-7,75,True,86,7
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Friendly Nation (IRE),C. Horgan,7,P. A. Fahy,PU,N/A,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Beachbabebiddy (IRE),R. Whearty,5,Francis Casey,14th,34 l,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Santa Fe (IRE),G. F. Carroll,0,Charles O'Brien,13th,4 1/2 l,3,9-3ht1,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Pretty Brown Eyes (IRE),N. M. Crosse,0,Luke Comer,12th,6 1/2 l,3,9-3t1,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Al Yasat (IRE),L. F. Roche,0,Miss Kate McGivern,11th,1 3/4 l,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Windsor Road (IRE),Seamie Heffernan,0,Gerard Keane,10th,2 l,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Betty Grey (IRE),N. G. McCullagh,0,D. J. Bunyan & G. O'Leary,9th,1 1/2 l,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Reckless Quality (IRE),D. B. McMonagle,0,Patrick Martin,8th,2 3/4 l,3,9-3t1,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Mimosa Park (IRE),William James Lee,0,M. C. Grassick,7th,4 1/2 l,3,9-3tb1,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Beauty Bella (IRE),Jack Cleary,7,Adrian Murray,6th,Neck,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Quantum Light (IRE),Andrew Joseph Slattery,0,A. Slattery,5th,1 1/4 l,3,9-3v1,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Hasiyna (IRE),C. D. Hayes,0,D. K. Weld,4th,3 l,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Givemehoperosa (IRE),R. P. Whelan,0,Jack W. Davison,3rd,1 1/4 l,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Finsceal Go Deo (IRE),L. T. McAteer,0,J. S. Bolger,2nd,6 l,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Queenie St Clair (IRE),C. T. Keane,0,Noel Meade,1st,N/A,3,9-3b,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Friendly Nation (IRE),C. Horgan,7,P. A. Fahy,PU,N/A,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Beachbabebiddy (IRE),R. Whearty,5,Francis Casey,14th,34 l,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Santa Fe (IRE),G. F. Carroll,0,Charles O'Brien,13th,4 1/2 l,3,9-3ht1,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Pretty Brown Eyes (IRE),N. M. Crosse,0,Luke Comer,12th,6 1/2 l,3,9-3t1,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Al Yasat (IRE),L. F. Roche,0,Miss Kate McGivern,11th,1 3/4 l,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Windsor Road (IRE),Seamie Heffernan,0,Gerard Keane,10th,2 l,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Betty Grey (IRE),N. G. McCullagh,0,D. J. Bunyan & G. O'Leary,9th,1 1/2 l,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Reckless Quality (IRE),D. B. McMonagle,0,Patrick Martin,8th,2 3/4 l,3,9-3t1,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Mimosa Park (IRE),William James Lee,0,M. C. Grassick,7th,4 1/2 l,3,9-3tb1,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Beauty Bella (IRE),Jack Cleary,7,Adrian Murray,6th,Neck,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Quantum Light (IRE),Andrew Joseph Slattery,0,A. Slattery,5th,1 1/4 l,3,9-3v1,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Hasiyna (IRE),C. D. Hayes,0,D. K. Weld,4th,3 l,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Givemehoperosa (IRE),R. P. Whelan,0,Jack W. Davison,3rd,1 1/4 l,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Finsceal Go Deo (IRE),L. T. McAteer,0,J. S. Bolger,2nd,6 l,3,9-3,-,True,86,8
Naas Racing Results | 14th October 2023 17:10,N/A,17:10,Soft To Heavy,7f,Queenie St Clair (IRE),C. T. Keane,0,Noel Meade,1st,N/A,3,9-3b,-,True,86,8
Naas Racing Results | 15th October 2023 13:05,N/A,13:05,Soft (Soft To Heavy In Places),5f 205y,Green Valentine (IRE),Seamie Heffernan,0,Miss Evanna McCutcheon,6th,5 l,2,9-2,-,True,86,9
Naas Racing Results | 15th October 2023 13:05,N/A,13:05,Soft (Soft To Heavy In Places),5f 205y,Mags (IRE),R. P. Whelan,0,Kieran Patrick Cotter,5th,6 1/2 l,2,9-2,-,True,86,9
Naas Racing Results | 15th October 2023 13:05,N/A,13:05,Soft (Soft To Heavy In Places),5f 205y,Vierson (IRE),D. B. McMonagle,0,Ciaran Murphy,4th,1/2 l,2,9-2,-,True,86,9
Naas Racing Results | 15th October 2023 13:05,N/A,13:05,Soft (Soft To Heavy In Places),5f 205y,Au Lait (IRE),William James Lee,0,W. McCreery,3rd,3 3/4 l,2,9-2v1,-,True,86,9
Naas Racing Results | 15th October 2023 13:05,N/A,13:05,Soft (Soft To Heavy In Places),5f 205y,Ebanza (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,Head,2,9-2,-,True,86,9
Naas Racing Results | 15th October 2023 13:05,N/A,13:05,Soft (Soft To Heavy In Places),5f 205y,Do Si Do (IRE),C. T. Keane,0,M. D. O'Callaghan,1st,N/A,2,9-2,-,True,86,9
Naas Racing Results | 15th October 2023 13:05,N/A,13:05,Soft (Soft To Heavy In Places),5f 205y,Green Valentine (IRE),Seamie Heffernan,0,Miss Evanna McCutcheon,6th,5 l,2,9-2,-,True,86,9
Naas Racing Results | 15th October 2023 13:05,N/A,13:05,Soft (Soft To Heavy In Places),5f 205y,Mags (IRE),R. P. Whelan,0,Kieran Patrick Cotter,5th,6 1/2 l,2,9-2,-,True,86,9
Naas Racing Results | 15th October 2023 13:05,N/A,13:05,Soft (Soft To Heavy In Places),5f 205y,Vierson (IRE),D. B. McMonagle,0,Ciaran Murphy,4th,1/2 l,2,9-2,-,True,86,9
Naas Racing Results | 15th October 2023 13:05,N/A,13:05,Soft (Soft To Heavy In Places),5f 205y,Au Lait (IRE),William James Lee,0,W. McCreery,3rd,3 3/4 l,2,9-2v1,-,True,86,9
Naas Racing Results | 15th October 2023 13:05,N/A,13:05,Soft (Soft To Heavy In Places),5f 205y,Ebanza (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,Head,2,9-2,-,True,86,9
Naas Racing Results | 15th October 2023 13:05,N/A,13:05,Soft (Soft To Heavy In Places),5f 205y,Do Si Do (IRE),C. T. Keane,0,M. D. O'Callaghan,1st,N/A,2,9-2,-,True,86,9
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Our Major (IRE),M. P. Sheehy,0,John Larkin,10th,1 l,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Bobbys Glory (IRE),G. F. Carroll,0,Kieran Patrick Cotter,9th,1 1/4 l,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Tobarnault (IRE),G. M. Ryan,0,Mark McNiff,8th,3 1/4 l,2,9-5t1,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Rappell (IRE),William James Lee,0,Paul W. Flynn,7th,4 1/4 l,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Chet's Fancy (IRE),C. D. Hayes,0,D. K. Weld,6th,2 1/2 l,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Surpass And Shine (IRE),C. P. Hoban,0,Patrick J. Flynn,5th,1/2 l,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Eddie G (IRE),C. J. MacRedmond,5,Adrian McGuinness,4th,5 1/2 l,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Il Pellegrino (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1 3/4 l,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Take Me To Church (IRE),L. T. McAteer,0,Jack W. Davison,2nd,3/4 l,2,9-5p1,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Goal Exceeded,R. P. Whelan,0,John S. O'Donoghue,1st,N/A,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Our Major (IRE),M. P. Sheehy,0,John Larkin,10th,1 l,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Bobbys Glory (IRE),G. F. Carroll,0,Kieran Patrick Cotter,9th,1 1/4 l,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Tobarnault (IRE),G. M. Ryan,0,Mark McNiff,8th,3 1/4 l,2,9-5t1,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Rappell (IRE),William James Lee,0,Paul W. Flynn,7th,4 1/4 l,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Chet's Fancy (IRE),C. D. Hayes,0,D. K. Weld,6th,2 1/2 l,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Surpass And Shine (IRE),C. P. Hoban,0,Patrick J. Flynn,5th,1/2 l,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Eddie G (IRE),C. J. MacRedmond,5,Adrian McGuinness,4th,5 1/2 l,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Il Pellegrino (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1 3/4 l,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Take Me To Church (IRE),L. T. McAteer,0,Jack W. Davison,2nd,3/4 l,2,9-5p1,-,True,86,10
Naas Racing Results | 15th October 2023 13:40,N/A,13:40,Soft (Soft To Heavy In Places)  (Turf),5f 205y,Goal Exceeded,R. P. Whelan,0,John S. O'Donoghue,1st,N/A,2,9-5,-,True,86,10
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Cloud Seeker,Andrew Joseph Slattery,0,A. Slattery,13th,1 3/4 l,2,9-3,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Cornahilt Soldier (IRE),Seamie Heffernan,0,Kevin Michael Smith,12th,1 1/4 l,2,8-8,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Velvet Skies (IRE),Ben Martin Coen,0,Michael Mulvany,11th,1 1/4 l,2,9-3,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Mo Ghille Mar (IRE),N. M. Crosse,0,Mrs J. Harrington,10th,Head,2,9-0,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Lia Fail (IRE),C. D. Hayes,0,Michael Mulvany,9th,Neck,2,8-12,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Megarry (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,8th,1 l,2,9-10,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Jakajaro (IRE),L. T. McAteer,0,David Marnane,7th,Head,2,9-9,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Sinbad My Dad (IRE),R. P. Whelan,0,Seamus Fahey,6th,4 l,2,8-13p1,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,My Mate Alfie (IRE),C. T. Keane,0,G. M. Lyons,5th,1/2 l,2,9-13,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Uluru (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,4th,Short Head,2,9-2,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Bid For Chester (IRE),G. M. Ryan,0,Michael Mulvany,3rd,1 1/4 l,2,9-3t1,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Duplantis (IRE),L. F. Roche,0,G. M. Lyons,2nd,Head,2,9-5,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,King Cuan,William James Lee,0,P. Twomey,1st,N/A,2,9-5,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Cloud Seeker,Andrew Joseph Slattery,0,A. Slattery,13th,1 3/4 l,2,9-3,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Cornahilt Soldier (IRE),Seamie Heffernan,0,Kevin Michael Smith,12th,1 1/4 l,2,8-8,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Velvet Skies (IRE),Ben Martin Coen,0,Michael Mulvany,11th,1 1/4 l,2,9-3,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Mo Ghille Mar (IRE),N. M. Crosse,0,Mrs J. Harrington,10th,Head,2,9-0,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Lia Fail (IRE),C. D. Hayes,0,Michael Mulvany,9th,Neck,2,8-12,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Megarry (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,8th,1 l,2,9-10,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Jakajaro (IRE),L. T. McAteer,0,David Marnane,7th,Head,2,9-9,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Sinbad My Dad (IRE),R. P. Whelan,0,Seamus Fahey,6th,4 l,2,8-13p1,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,My Mate Alfie (IRE),C. T. Keane,0,G. M. Lyons,5th,1/2 l,2,9-13,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Uluru (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,4th,Short Head,2,9-2,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Bid For Chester (IRE),G. M. Ryan,0,Michael Mulvany,3rd,1 1/4 l,2,9-3t1,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,Duplantis (IRE),L. F. Roche,0,G. M. Lyons,2nd,Head,2,9-5,-,True,86,11
Naas Racing Results | 15th October 2023 14:15,N/A,14:15,Soft (Soft To Heavy In Places),7f,King Cuan,William James Lee,0,P. Twomey,1st,N/A,2,9-5,-,True,86,11
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Angels Wrath (IRE),Ben Martin Coen,0,John Patrick Murtagh,15th,2 3/4 l,4,9-5b1,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Spring Dawn (IRE),C. T. Keane,0,M. D. O'Callaghan,14th,3 1/4 l,3,9-2p1,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Water Nymph (IRE),Seamie Heffernan,0,Aidan O'Brien,13th,Short Head,3,9-2p,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Maud Gonne Spirit (IRE),N. M. Crosse,0,Mrs J. Harrington,12th,Head,6,9-8p,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Any Dream Will Do (IRE),L. F. Roche,0,W. McCreery,11th,2 3/4 l,4,9-5v,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,All Lies Ahead (IRE),G. M. Ryan,0,W. McCreery,10th,1/2 l,5,9-5,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Simply Sideways (IRE),R. P. Whelan,0,Timothy Doyle,9th,1/2 l,6,9-5,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Clever and Cool (IRE),L. T. McAteer,0,J. S. Bolger,8th,1 l,3,9-7p,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Helpmeout (IRE),William James Lee,0,W. McCreery,7th,Neck,4,9-5,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Flame Of Eire (IRE),Andrew Joseph Slattery,0,A. Slattery,6th,Neck,4,9-5,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Fast Tara (IRE),S. B. Kelly,0,John Patrick Murtagh,5th,1 1/2 l,3,9-2p,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Didn'thavemuchtodo (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,4th,Head,4,9-5,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Honey Girl (BRA),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,2 1/2 l,4,9-10,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Good Gracious,Cieren Fallon,0,William Haggas,2nd,1 3/4 l,3,9-2b,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Curvature (IRE),G. F. Carroll,0,Mrs J. Harrington,1st,N/A,3,9-2,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Angels Wrath (IRE),Ben Martin Coen,0,John Patrick Murtagh,15th,2 3/4 l,4,9-5b1,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Spring Dawn (IRE),C. T. Keane,0,M. D. O'Callaghan,14th,3 1/4 l,3,9-2p1,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Water Nymph (IRE),Seamie Heffernan,0,Aidan O'Brien,13th,Short Head,3,9-2p,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Maud Gonne Spirit (IRE),N. M. Crosse,0,Mrs J. Harrington,12th,Head,6,9-8p,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Any Dream Will Do (IRE),L. F. Roche,0,W. McCreery,11th,2 3/4 l,4,9-5v,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,All Lies Ahead (IRE),G. M. Ryan,0,W. McCreery,10th,1/2 l,5,9-5,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Simply Sideways (IRE),R. P. Whelan,0,Timothy Doyle,9th,1/2 l,6,9-5,-,True,86,12
Naas Racing Results | 15th October 2023 14:50,N/A,14:50,Soft (Soft To Heavy In Places),1m,Clever and Cool (IRE),L. T. McAteer,0,J. S. Bolger,8th,1 l,3,9-7p,-,True,86,12
