track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Burren Song (IRE),Mr A. P. Ryan,7,A. Slattery,20th,75 l,5,11-7t,89,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Cougar (JPN),Mr D. O'Connor,0,Padraig Roche,19th,11 l,4,11-10,92,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Zinc White (IRE),Mr T. Power Roche,7,Ian Williams,18th,24 l,5,11-10,92,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Almuhit (IRE),Mr Pat Taaffe,7,Denis Hogan,17th,7 1/2 l,4,11-10p,92,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Magellan Strait (IRE),Mr T. Hamilton,0,Joseph Patrick O'Brien,16th,16 l,4,11-12b,94,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Phoenix Cowboy (USA),Mr Paddy Hanlon,7,John Joseph Hanlon,15th,14 l,6,11-12p1,94,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Dartan,Mr Finian Maguire,0,Matthew J. Smith,14th,Neck,6,11-4t,86,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Scaramanga (USA),Miss J. Townend,0,W. P. Mullins,13th,4 1/2 l,8,11-7,89,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Line Out (IRE),Mr J. L. Gleeson,5,John E. & Thomas Kiely,12th,Neck,11,11-3p,85,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Powerful Aggie (FR),Miss A. B. O'Connor,3,Joseph Patrick O'Brien,11th,2 3/4 l,5,12-0p,96,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Maze Runner (IRE),Mr Charlie Mullins,7,W. P. Mullins,10th,1/2 l,8,11-10,92,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Female Soldier (IRE),Mr A. Harvey,7,Thomas Mullins,9th,2 1/4 l,4,11-4,86,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Dutch Schultz,Mr J. Dunne,7,Gavin Patrick Cromwell,8th,1/2 l,6,11-5h,87,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Black Hawk Eagle (IRE),Mr D. G. Lavery,0,Noel Meade,7th,1 1/4 l,5,11-0,82,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Lot of Joy (IRE),Mr P. W. Mullins,0,W. P. Mullins,6th,5 1/2 l,5,12-0,96,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Whiskey Sour (IRE),Miss M. O'Sullivan,5,W. P. Mullins,5th,1 l,10,11-4t,86,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Hms Seahorse (IRE),Mr E. P. O'Brien,5,Paul Nolan,4th,3 1/4 l,5,12-2,98,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Shajak (IRE),Mr H. C. Swan,5,Gordon Elliott,3rd,1/2 l,4,11-9t,91,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,The Very Man (IRE),Mr B. O'Neill,0,Mrs J. Harrington,2nd,1/2 l,9,11-6p,88,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Teed Up (IRE),Mr R. W. Barron,7,Emmet Mullins,1st,N/A,6,11-6,88,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Burren Song (IRE),Mr A. P. Ryan,7,A. Slattery,20th,75 l,5,11-7t,89,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Cougar (JPN),Mr D. O'Connor,0,Padraig Roche,19th,11 l,4,11-10,92,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Zinc White (IRE),Mr T. Power Roche,7,Ian Williams,18th,24 l,5,11-10,92,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Almuhit (IRE),Mr Pat Taaffe,7,Denis Hogan,17th,7 1/2 l,4,11-10p,92,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Magellan Strait (IRE),Mr T. Hamilton,0,Joseph Patrick O'Brien,16th,16 l,4,11-12b,94,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Phoenix Cowboy (USA),Mr Paddy Hanlon,7,John Joseph Hanlon,15th,14 l,6,11-12p1,94,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Dartan,Mr Finian Maguire,0,Matthew J. Smith,14th,Neck,6,11-4t,86,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Scaramanga (USA),Miss J. Townend,0,W. P. Mullins,13th,4 1/2 l,8,11-7,89,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Line Out (IRE),Mr J. L. Gleeson,5,John E. & Thomas Kiely,12th,Neck,11,11-3p,85,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Powerful Aggie (FR),Miss A. B. O'Connor,3,Joseph Patrick O'Brien,11th,2 3/4 l,5,12-0p,96,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Maze Runner (IRE),Mr Charlie Mullins,7,W. P. Mullins,10th,1/2 l,8,11-10,92,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Female Soldier (IRE),Mr A. Harvey,7,Thomas Mullins,9th,2 1/4 l,4,11-4,86,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Dutch Schultz,Mr J. Dunne,7,Gavin Patrick Cromwell,8th,1/2 l,6,11-5h,87,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Black Hawk Eagle (IRE),Mr D. G. Lavery,0,Noel Meade,7th,1 1/4 l,5,11-0,82,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Lot of Joy (IRE),Mr P. W. Mullins,0,W. P. Mullins,6th,5 1/2 l,5,12-0,96,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Whiskey Sour (IRE),Miss M. O'Sullivan,5,W. P. Mullins,5th,1 l,10,11-4t,86,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Hms Seahorse (IRE),Mr E. P. O'Brien,5,Paul Nolan,4th,3 1/4 l,5,12-2,98,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Shajak (IRE),Mr H. C. Swan,5,Gordon Elliott,3rd,1/2 l,4,11-9t,91,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,The Very Man (IRE),Mr B. O'Neill,0,Mrs J. Harrington,2nd,1/2 l,9,11-6p,88,True,71,8
Galway Racing Results | 31st July 2023 18:40,N/A,18:40,Heavy,2m 179y,Teed Up (IRE),Mr R. W. Barron,7,Emmet Mullins,1st,N/A,6,11-6,88,True,71,8
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Lovejoy (IRE),William James Lee,0,W. McCreery,15th,4 3/4 l,3,9-11,76,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Tooprofitable (IRE),Seamie Heffernan,0,Anthony Mullins,14th,16 l,3,9-4v1,69,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Coolcalmncollected,Shane Foley,0,Ciaran Murphy,13th,4 1/2 l,3,9-12,77,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Rumbled Again (IRE),J. M. Sheridan,0,Denis Hogan,12th,1 l,3,9-13b,78,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Not Just Yet (IRE),C. T. Keane,0,Noel Meade,11th,1 1/4 l,3,9-10,75,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Biggerthanbigtime (IRE),C. D. Hayes,0,Padraig Roche,10th,Neck,3,9-10,75,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Dance Night Andday (IRE),D. W. O'Connor,0,Ross O'Sullivan,9th,3 1/2 l,3,9-4,69,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Angel Above (IRE),J. A. Powell,5,Luke Comer,8th,Neck,3,9-2,67,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Rathbranchurch (IRE),G. F. Carroll,0,Michael Mulvany,7th,4 1/4 l,3,9-2,67,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Rhythm King (IRE),G. M. Ryan,0,Mark Fahey,6th,1 1/2 l,3,9-13,78,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Little Keilee (IRE),D. B. McMonagle,0,Ciaran Murphy,5th,2 l,3,9-4,69,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,La Tulipe Noire (IRE),Ben Martin Coen,0,Ciaran Murphy,4th,Head,3,10-0b,79,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,The Snapper (IRE),R. P. Whelan,0,Jack W. Davison,3rd,1/2 l,3,9-13p,78,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Quantum Light (IRE),Andrew Joseph Slattery,0,A. Slattery,2nd,1 1/2 l,3,9-10h1,75,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Rio Largo (IRE),Declan McDonogh,0,Luke Comer,1st,N/A,3,9-5,70,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Lovejoy (IRE),William James Lee,0,W. McCreery,15th,4 3/4 l,3,9-11,76,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Tooprofitable (IRE),Seamie Heffernan,0,Anthony Mullins,14th,16 l,3,9-4v1,69,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Coolcalmncollected,Shane Foley,0,Ciaran Murphy,13th,4 1/2 l,3,9-12,77,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Rumbled Again (IRE),J. M. Sheridan,0,Denis Hogan,12th,1 l,3,9-13b,78,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Not Just Yet (IRE),C. T. Keane,0,Noel Meade,11th,1 1/4 l,3,9-10,75,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Biggerthanbigtime (IRE),C. D. Hayes,0,Padraig Roche,10th,Neck,3,9-10,75,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Dance Night Andday (IRE),D. W. O'Connor,0,Ross O'Sullivan,9th,3 1/2 l,3,9-4,69,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Angel Above (IRE),J. A. Powell,5,Luke Comer,8th,Neck,3,9-2,67,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Rathbranchurch (IRE),G. F. Carroll,0,Michael Mulvany,7th,4 1/4 l,3,9-2,67,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Rhythm King (IRE),G. M. Ryan,0,Mark Fahey,6th,1 1/2 l,3,9-13,78,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Little Keilee (IRE),D. B. McMonagle,0,Ciaran Murphy,5th,2 l,3,9-4,69,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,La Tulipe Noire (IRE),Ben Martin Coen,0,Ciaran Murphy,4th,Head,3,10-0b,79,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,The Snapper (IRE),R. P. Whelan,0,Jack W. Davison,3rd,1/2 l,3,9-13p,78,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Quantum Light (IRE),Andrew Joseph Slattery,0,A. Slattery,2nd,1 1/2 l,3,9-10h1,75,True,71,9
Galway Racing Results | 31st July 2023 19:15,N/A,19:15,Heavy,7f,Rio Largo (IRE),Declan McDonogh,0,Luke Comer,1st,N/A,3,9-5,70,True,71,9
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Initial Attempt (IRE),R. P. Cleary,0,Luke Comer,13th,73 l,3,8-9,68,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Pearl Of Australia (IRE),Ben Martin Coen,0,Noel Meade,12th,1 3/4 l,3,9-8,81,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Cherokee Run (IRE),Declan McDonogh,0,Luke Comer,11th,Head,3,8-10,69,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Voice Of Reason (IRE),C. T. Keane,0,G. M. Lyons,10th,3 l,3,9-12,85,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Doctor Nightingale (IRE),M. W. Hassett,7,Gordon Elliott,9th,Head,3,8-12,71,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Ikigai Star (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,8th,2 l,3,9-12t,85,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Expelliarmus (IRE),H. J. Horgan,7,Joseph Patrick O'Brien,7th,4 3/4 l,3,9-6,79,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Booyea (IRE),G. M. Ryan,0,T. Gibney,6th,6 1/2 l,3,9-11,84,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Immutable (IRE),G. F. Carroll,0,Joseph G. Murphy,5th,3/4 l,3,10-0,87,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Teorie (IRE),L. T. McAteer,0,J. S. Bolger,4th,1/2 l,3,9-8p,81,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Fratas (IRE),J. A. Powell,5,Michael Mulvany,3rd,4 l,3,8-8,67,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Astar (IRE),C. D. Hayes,0,D. K. Weld,2nd,4 l,3,9-5,78,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Youcrackmeup,Shane Foley,0,Mrs J. Harrington,1st,N/A,3,9-7b,80,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Initial Attempt (IRE),R. P. Cleary,0,Luke Comer,13th,73 l,3,8-9,68,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Pearl Of Australia (IRE),Ben Martin Coen,0,Noel Meade,12th,1 3/4 l,3,9-8,81,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Cherokee Run (IRE),Declan McDonogh,0,Luke Comer,11th,Head,3,8-10,69,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Voice Of Reason (IRE),C. T. Keane,0,G. M. Lyons,10th,3 l,3,9-12,85,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Doctor Nightingale (IRE),M. W. Hassett,7,Gordon Elliott,9th,Head,3,8-12,71,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Ikigai Star (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,8th,2 l,3,9-12t,85,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Expelliarmus (IRE),H. J. Horgan,7,Joseph Patrick O'Brien,7th,4 3/4 l,3,9-6,79,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Booyea (IRE),G. M. Ryan,0,T. Gibney,6th,6 1/2 l,3,9-11,84,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Immutable (IRE),G. F. Carroll,0,Joseph G. Murphy,5th,3/4 l,3,10-0,87,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Teorie (IRE),L. T. McAteer,0,J. S. Bolger,4th,1/2 l,3,9-8p,81,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Fratas (IRE),J. A. Powell,5,Michael Mulvany,3rd,4 l,3,8-8,67,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Astar (IRE),C. D. Hayes,0,D. K. Weld,2nd,4 l,3,9-5,78,True,71,10
Galway Racing Results | 31st July 2023 19:50,N/A,19:50,Heavy,1m 4f 84y,Youcrackmeup,Shane Foley,0,Mrs J. Harrington,1st,N/A,3,9-7b,80,True,71,10
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Dream Shaper (IRE),Miss A. B. O'Connor,3,I. Madden,14th,21 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Ceis Charraigin (IRE),Mr J. P. Collins,7,G. Ahern,13th,Neck,4,11-3,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Master Otis (IRE),Mr Charlie Mullins,7,Thomas Mullins,12th,30 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Saynothinatall (IRE),Mr E. P. O'Brien,5,Darren Collins,11th,23 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Champayne Girl,Mr A. P. Ryan,7,David Harry Kelly,10th,8 l,4,11-3,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Pinyon Jay (FR),Mr H. C. Swan,5,Gordon Elliott,9th,1 1/2 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Spotthedifference (IRE),Mr T. A. Halford,7,M. Halford & T. Collins,8th,4 1/2 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,If You Let Me,Mr J. Dunne,7,Gavin Patrick Cromwell,7th,4 1/4 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Shoot Champagne (IRE),Mr R. W. Barron,7,Charles Byrnes,6th,3 1/2 l,4,11-3,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Hypersonic Missile (IRE),Mr A. Harvey,7,John McConnell,5th,2 3/4 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Where's My Jet (IRE),Mr S. Cavanagh,7,C. W. J. Farrell,4th,4 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Topgun Simmy (IRE),Mr Paddy Hanlon,7,John Joseph Hanlon,3rd,Head,4,11-10t1,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Arctic Gale (IRE),Mr D. O'Connor,0,Emmet Mullins,2nd,1 1/4 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,My Great Mate (IRE),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Dream Shaper (IRE),Miss A. B. O'Connor,3,I. Madden,14th,21 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Ceis Charraigin (IRE),Mr J. P. Collins,7,G. Ahern,13th,Neck,4,11-3,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Master Otis (IRE),Mr Charlie Mullins,7,Thomas Mullins,12th,30 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Saynothinatall (IRE),Mr E. P. O'Brien,5,Darren Collins,11th,23 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Champayne Girl,Mr A. P. Ryan,7,David Harry Kelly,10th,8 l,4,11-3,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Pinyon Jay (FR),Mr H. C. Swan,5,Gordon Elliott,9th,1 1/2 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Spotthedifference (IRE),Mr T. A. Halford,7,M. Halford & T. Collins,8th,4 1/2 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,If You Let Me,Mr J. Dunne,7,Gavin Patrick Cromwell,7th,4 1/4 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Shoot Champagne (IRE),Mr R. W. Barron,7,Charles Byrnes,6th,3 1/2 l,4,11-3,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Hypersonic Missile (IRE),Mr A. Harvey,7,John McConnell,5th,2 3/4 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Where's My Jet (IRE),Mr S. Cavanagh,7,C. W. J. Farrell,4th,4 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Topgun Simmy (IRE),Mr Paddy Hanlon,7,John Joseph Hanlon,3rd,Head,4,11-10t1,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,Arctic Gale (IRE),Mr D. O'Connor,0,Emmet Mullins,2nd,1 1/4 l,4,11-10,-,True,71,11
Galway Racing Results | 31st July 2023 20:20,N/A,20:20,Heavy,2m 130y,My Great Mate (IRE),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,4,11-10,-,True,71,11
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Arctic Saint (IRE),D. Moloney,0,Mrs Grainne O'Connor,9th,48 l,5,11-2,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Space Tourist (IRE),Rachael Blackmore,0,W. P. Mullins,8th,9 1/2 l,6,11-2,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Williamstowndancer (IRE),D. E. Mullins,0,W. P. Mullins,7th,6 l,5,11-2,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Absurde (FR),P. Townend,0,W. P. Mullins,6th,4 l,5,11-6,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Enfranchise (IRE),B. Hayes,0,John Joseph Hanlon,5th,Nose,5,10-9t1,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Castra Vetera (IRE),Sam Ewing,0,Joseph Patrick O'Brien,4th,Neck,8,10-13,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Calico (FR),J. W. Kennedy,0,Gordon Elliott,3rd,Neck,4,10-13t,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Sherodan (IRE),Sean Flanagan,0,Peter Fahey,2nd,4 1/2 l,6,11-2,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Arctic Fly (IRE),S. F. O'Keeffe,0,W. P. Mullins,1st,N/A,5,10-13,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Arctic Saint (IRE),D. Moloney,0,Mrs Grainne O'Connor,9th,48 l,5,11-2,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Space Tourist (IRE),Rachael Blackmore,0,W. P. Mullins,8th,9 1/2 l,6,11-2,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Williamstowndancer (IRE),D. E. Mullins,0,W. P. Mullins,7th,6 l,5,11-2,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Absurde (FR),P. Townend,0,W. P. Mullins,6th,4 l,5,11-6,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Enfranchise (IRE),B. Hayes,0,John Joseph Hanlon,5th,Nose,5,10-9t1,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Castra Vetera (IRE),Sam Ewing,0,Joseph Patrick O'Brien,4th,Neck,8,10-13,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Calico (FR),J. W. Kennedy,0,Gordon Elliott,3rd,Neck,4,10-13t,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Sherodan (IRE),Sean Flanagan,0,Peter Fahey,2nd,4 1/2 l,6,11-2,-,True,71,12
Galway Racing Results | 1st August 2023 17:10,N/A,17:10,Yielding,2m 110y,Arctic Fly (IRE),S. F. O'Keeffe,0,W. P. Mullins,1st,N/A,5,10-13,-,True,71,12
Galway Racing Results | 1st August 2023 17:40,N/A,17:40,Yielding,2m 2f 54y,Shackleton Island (IRE),R. P. Geoghegan,7,I. Madden,7th,Head,9,11-12,-,True,71,13
Galway Racing Results | 1st August 2023 17:40,N/A,17:40,Yielding,2m 2f 54y,Pale Blue Dot (FR),D. King,5,Denis Hogan,6th,26 l,7,11-12,-,True,71,13
