track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 4th August 2023 18:35,N/A,18:35,Good To Yielding,1m 4f,Spasiba (FR),William James Lee,0,P. Twomey,9th,Neck,4,9-2tv1,91,True,71,37
Galway Racing Results | 4th August 2023 18:35,N/A,18:35,Good To Yielding,1m 4f,Vultan (IRE),M. P. Sheehy,0,A. J. Martin,8th,3 l,6,8-8t,83,True,71,37
Galway Racing Results | 4th August 2023 18:35,N/A,18:35,Good To Yielding,1m 4f,Smooth Tom (IRE),Andrew Joseph Slattery,0,A. Slattery,7th,Nose,4,9-4v,93,True,71,37
Galway Racing Results | 4th August 2023 18:35,N/A,18:35,Good To Yielding,1m 4f,Imaginarium (IRE),C. T. Keane,0,G. M. Lyons,6th,1/2 l,4,9-4,93,True,71,37
Galway Racing Results | 4th August 2023 18:35,N/A,18:35,Good To Yielding,1m 4f,Sionnach Eile (IRE),G. F. Carroll,0,Joseph G. Murphy,5th,3 l,6,9-10,99,True,71,37
Galway Racing Results | 4th August 2023 18:35,N/A,18:35,Good To Yielding,1m 4f,Jackfinbar (FR),Declan McDonogh,0,W. P. Mullins,4th,2 1/4 l,8,10-0,103,True,71,37
Galway Racing Results | 4th August 2023 18:35,N/A,18:35,Good To Yielding,1m 4f,Chally Chute (IRE),R. P. Whelan,0,M. Halford & T. Collins,3rd,Head,5,9-9,98,True,71,37
Galway Racing Results | 4th August 2023 18:35,N/A,18:35,Good To Yielding,1m 4f,Teed Up (IRE),S. D. Bowen,7,Emmet Mullins,2nd,Head,6,9-6,95,True,71,37
Galway Racing Results | 4th August 2023 18:35,N/A,18:35,Good To Yielding,1m 4f,Brazil (FR),N. G. McCullagh,0,Padraig Roche,1st,N/A,5,8-7t,82,True,71,37
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Cold Cold Heart (IRE),J. Coen,5,Luke Comer,10th,12 l,4,9-13,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Zahina (IRE),Adam Caffrey,5,J. P. Broderick,9th,Neck,5,9-13,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Susiesparkle (IRE),R. C. Colgan,0,Ms Sheila Lavery,8th,8 l,3,9-3,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Cosmic Lady (IRE),N. M. Crosse,0,Mrs J. Harrington,7th,3 l,3,9-3t,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Vadsa Queen (IRE),G. F. Carroll,0,W. P. Mullins,6th,3 1/4 l,5,9-13,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Ivana (FR),Seamie Heffernan,0,W. P. Mullins,5th,2 l,5,9-13,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Eziva (IRE),C. D. Hayes,0,D. K. Weld,4th,1 3/4 l,3,9-3,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Yamalia Star (IRE),R. P. Whelan,0,Jack W. Davison,3rd,1 1/2 l,3,9-3,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Delicate Girl (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,2nd,3 1/4 l,3,9-3,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Countess Of Tyrone (IRE),William James Lee,0,P. Twomey,1st,N/A,3,9-3t1,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Cold Cold Heart (IRE),J. Coen,5,Luke Comer,10th,12 l,4,9-13,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Zahina (IRE),Adam Caffrey,5,J. P. Broderick,9th,Neck,5,9-13,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Susiesparkle (IRE),R. C. Colgan,0,Ms Sheila Lavery,8th,8 l,3,9-3,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Cosmic Lady (IRE),N. M. Crosse,0,Mrs J. Harrington,7th,3 l,3,9-3t,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Vadsa Queen (IRE),G. F. Carroll,0,W. P. Mullins,6th,3 1/4 l,5,9-13,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Ivana (FR),Seamie Heffernan,0,W. P. Mullins,5th,2 l,5,9-13,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Eziva (IRE),C. D. Hayes,0,D. K. Weld,4th,1 3/4 l,3,9-3,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Yamalia Star (IRE),R. P. Whelan,0,Jack W. Davison,3rd,1 1/2 l,3,9-3,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Delicate Girl (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,2nd,3 1/4 l,3,9-3,-,True,71,38
Galway Racing Results | 4th August 2023 19:10,N/A,19:10,Good To Yielding,1m 4f,Countess Of Tyrone (IRE),William James Lee,0,P. Twomey,1st,N/A,3,9-3t1,-,True,71,38
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Rival Queen (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,17th,3 3/4 l,3,9-13t1,67,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Sir John Monash,G. M. Ryan,0,P. J. F. Murphy,16th,9 1/2 l,3,10-2,70,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Dougie's Double (IRE),D. B. McMonagle,0,R. P. Cody,15th,3 l,3,9-5t1,59,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Snowhaven (IRE),S. McCullagh,3,Mrs J. Harrington,14th,Nose,3,9-9,63,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Rough And Tough (IRE),G. F. Carroll,0,Michael Mulvany,13th,Neck,3,9-12,66,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Kami (IRE),P. A. Harnett,5,Mark McNiff,12th,Nose,3,9-8tb1,62,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Western Cape (IRE),Seamie Heffernan,0,Eric McNamara,11th,1 l,3,9-10t,64,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Lisieux (IRE),Adam Caffrey,5,Adrian McGuinness,10th,Neck,3,9-6p1,60,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Navy Beach (IRE),C. T. Keane,0,A. J. Martin,9th,1 1/2 l,3,9-5t1,59,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Harriet Eagle (IRE),R. Donaghue-Leahy,10,Patrick J. Flynn,8th,1/2 l,3,10-1,69,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Jazz Forever (IRE),L. T. McAteer,0,Paul W. Flynn,7th,Neck,3,9-13,67,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Bright Dick (IRE),N. M. Crosse,0,Luke Comer,6th,1/2 l,3,9-12,66,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Rio Largo (IRE),Declan McDonogh,0,Luke Comer,5th,3/4 l,3,10-9,77,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Portmagee (IRE),William James Lee,0,Richard Brabazon,4th,1 1/2 l,3,9-5,59,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Partisan Hero (IRE),C. D. Hayes,0,D. K. Weld,3rd,1/2 l,3,9-7p,61,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Bang Po (IRE),L. F. Roche,0,Ross O'Sullivan,2nd,1 1/4 l,3,9-8,62,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Fratas (IRE),J. A. Powell,5,Michael Mulvany,1st,N/A,3,9-13,67,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Rival Queen (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,17th,3 3/4 l,3,9-13t1,67,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Sir John Monash,G. M. Ryan,0,P. J. F. Murphy,16th,9 1/2 l,3,10-2,70,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Dougie's Double (IRE),D. B. McMonagle,0,R. P. Cody,15th,3 l,3,9-5t1,59,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Snowhaven (IRE),S. McCullagh,3,Mrs J. Harrington,14th,Nose,3,9-9,63,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Rough And Tough (IRE),G. F. Carroll,0,Michael Mulvany,13th,Neck,3,9-12,66,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Kami (IRE),P. A. Harnett,5,Mark McNiff,12th,Nose,3,9-8tb1,62,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Western Cape (IRE),Seamie Heffernan,0,Eric McNamara,11th,1 l,3,9-10t,64,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Lisieux (IRE),Adam Caffrey,5,Adrian McGuinness,10th,Neck,3,9-6p1,60,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Navy Beach (IRE),C. T. Keane,0,A. J. Martin,9th,1 1/2 l,3,9-5t1,59,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Harriet Eagle (IRE),R. Donaghue-Leahy,10,Patrick J. Flynn,8th,1/2 l,3,10-1,69,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Jazz Forever (IRE),L. T. McAteer,0,Paul W. Flynn,7th,Neck,3,9-13,67,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Bright Dick (IRE),N. M. Crosse,0,Luke Comer,6th,1/2 l,3,9-12,66,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Rio Largo (IRE),Declan McDonogh,0,Luke Comer,5th,3/4 l,3,10-9,77,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Portmagee (IRE),William James Lee,0,Richard Brabazon,4th,1 1/2 l,3,9-5,59,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Partisan Hero (IRE),C. D. Hayes,0,D. K. Weld,3rd,1/2 l,3,9-7p,61,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Bang Po (IRE),L. F. Roche,0,Ross O'Sullivan,2nd,1 1/4 l,3,9-8,62,True,71,39
Galway Racing Results | 4th August 2023 19:40,N/A,19:40,Yielding,1m 98y,Fratas (IRE),J. A. Powell,5,Michael Mulvany,1st,N/A,3,9-13,67,True,71,39
Galway Racing Results | 4th August 2023 20:10,N/A,20:10,Yielding,1m 6f 14y,Kottayam (IRE),N. G. McCullagh,0,Anthony Mullins,6th,13 l,8,9-9,-,True,71,40
Galway Racing Results | 4th August 2023 20:10,N/A,20:10,Yielding,1m 6f 14y,Effernock Fizz (IRE),G. F. Carroll,0,Cian Michael Collins,5th,1 1/4 l,8,9-0tp,-,True,71,40
Galway Racing Results | 4th August 2023 20:10,N/A,20:10,Yielding,1m 6f 14y,M C Muldoon (IRE),Seamie Heffernan,0,W. P. Mullins,4th,1 1/2 l,8,9-5,-,True,71,40
Galway Racing Results | 4th August 2023 20:10,N/A,20:10,Yielding,1m 6f 14y,Stratum,William James Lee,0,W. P. Mullins,3rd,Head,10,9-5p1,-,True,71,40
Galway Racing Results | 4th August 2023 20:10,N/A,20:10,Yielding,1m 6f 14y,Mt Leinster (IRE),C. T. Keane,0,W. P. Mullins,2nd,1/2 l,9,9-5t,-,True,71,40
Galway Racing Results | 4th August 2023 20:10,N/A,20:10,Yielding,1m 6f 14y,Shanroe,R. C. Colgan,0,Karl Thornton,1st,N/A,9,9-9,-,True,71,40
Galway Racing Results | 4th August 2023 20:10,N/A,20:10,Yielding,1m 6f 14y,Kottayam (IRE),N. G. McCullagh,0,Anthony Mullins,6th,13 l,8,9-9,-,True,71,40
Galway Racing Results | 4th August 2023 20:10,N/A,20:10,Yielding,1m 6f 14y,Effernock Fizz (IRE),G. F. Carroll,0,Cian Michael Collins,5th,1 1/4 l,8,9-0tp,-,True,71,40
Galway Racing Results | 4th August 2023 20:10,N/A,20:10,Yielding,1m 6f 14y,M C Muldoon (IRE),Seamie Heffernan,0,W. P. Mullins,4th,1 1/2 l,8,9-5,-,True,71,40
Galway Racing Results | 4th August 2023 20:10,N/A,20:10,Yielding,1m 6f 14y,Stratum,William James Lee,0,W. P. Mullins,3rd,Head,10,9-5p1,-,True,71,40
Galway Racing Results | 4th August 2023 20:10,N/A,20:10,Yielding,1m 6f 14y,Mt Leinster (IRE),C. T. Keane,0,W. P. Mullins,2nd,1/2 l,9,9-5t,-,True,71,40
Galway Racing Results | 4th August 2023 20:10,N/A,20:10,Yielding,1m 6f 14y,Shanroe,R. C. Colgan,0,Karl Thornton,1st,N/A,9,9-9,-,True,71,40
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,True Destiny (USA),Seamie Heffernan,0,J. J. Lambe,16th,1 l,8,9-10,69,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Bring Us Paradise,N. M. Crosse,0,Luke Comer,15th,1 l,7,10-1t,74,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Duty Bound,Declan McDonogh,0,J. P. Flavin,14th,3 l,4,10-2p1,75,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Rain (GER),C. D. Hayes,0,James M. Barcoe,13th,6 l,4,9-10,69,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Theonewedreamof (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,12th,1 l,4,9-13p,72,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Mighty Mo Missouri (IRE),S. McCullagh,3,Mrs J. Harrington,11th,2 1/4 l,4,9-10tp,69,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Global Export (IRE),R. Whearty,7,Gavin Patrick Cromwell,10th,1/2 l,5,9-8h,67,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Oranmore (IRE),D. B. McMonagle,0,Luke Comer,9th,1/2 l,7,9-7,66,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,One Cool Poet (IRE),William James Lee,0,Matthew J. Smith,8th,1 1/2 l,11,10-1tb,74,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Crystal Caves (FR),R. C. Colgan,0,T. Gibney,7th,1 1/2 l,4,9-8t,67,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Doctor Parnassus (IRE),J. Kearney,7,Richard John O'Brien,6th,1/2 l,5,10-2,75,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Our Boy Wes,S. D. Bowen,7,Emmet Mullins,5th,1 3/4 l,3,9-2p,72,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,No Thanks,J. Coen,5,Matthew J. Smith,4th,Nose,7,10-1,74,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Luminous Light,D. W. O'Connor,0,Anthony McCann,3rd,2 l,4,10-2h,75,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Longclaw (USA),G. M. Ryan,0,P. J. F. Murphy,2nd,3/4 l,6,10-0,73,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Sign From Above (IRE),R. P. Whelan,0,Peter Fahey,1st,N/A,5,9-9p,68,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,True Destiny (USA),Seamie Heffernan,0,J. J. Lambe,16th,1 l,8,9-10,69,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Bring Us Paradise,N. M. Crosse,0,Luke Comer,15th,1 l,7,10-1t,74,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Duty Bound,Declan McDonogh,0,J. P. Flavin,14th,3 l,4,10-2p1,75,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Rain (GER),C. D. Hayes,0,James M. Barcoe,13th,6 l,4,9-10,69,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Theonewedreamof (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,12th,1 l,4,9-13p,72,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Mighty Mo Missouri (IRE),S. McCullagh,3,Mrs J. Harrington,11th,2 1/4 l,4,9-10tp,69,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Global Export (IRE),R. Whearty,7,Gavin Patrick Cromwell,10th,1/2 l,5,9-8h,67,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Oranmore (IRE),D. B. McMonagle,0,Luke Comer,9th,1/2 l,7,9-7,66,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,One Cool Poet (IRE),William James Lee,0,Matthew J. Smith,8th,1 1/2 l,11,10-1tb,74,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Crystal Caves (FR),R. C. Colgan,0,T. Gibney,7th,1 1/2 l,4,9-8t,67,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Doctor Parnassus (IRE),J. Kearney,7,Richard John O'Brien,6th,1/2 l,5,10-2,75,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Our Boy Wes,S. D. Bowen,7,Emmet Mullins,5th,1 3/4 l,3,9-2p,72,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,No Thanks,J. Coen,5,Matthew J. Smith,4th,Nose,7,10-1,74,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Luminous Light,D. W. O'Connor,0,Anthony McCann,3rd,2 l,4,10-2h,75,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Longclaw (USA),G. M. Ryan,0,P. J. F. Murphy,2nd,3/4 l,6,10-0,73,True,71,41
Galway Racing Results | 4th August 2023 20:40,N/A,20:40,Yielding,1m 6f 14y,Sign From Above (IRE),R. P. Whelan,0,Peter Fahey,1st,N/A,5,9-9p,68,True,71,41
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Bobbisilver (IRE),S. F. O'Keeffe,0,Paul John Gilligan,PU,N/A,5,11-5,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Jonny Mansie (IRE),S. Fitzgerald,0,Declan Queally,PU,N/A,4,11-9,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Onehellofagetaway (IRE),J. P. O'Sullivan,3,P. J. Rothwell,PU,N/A,5,11-12,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,She's No Fool (IRE),E. Walsh,3,Frank John Hayes,15th,31 l,5,11-5,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Can't Buy Time (IRE),A. P. Kelly,5,Padraig Roche,14th,4 1/2 l,4,11-9,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Mahlermore (IRE),J. J. Slevin,0,D. Hassett,13th,6 l,7,11-5,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Ballycommon Chapel (IRE),Sean Flanagan,0,Peter Cluskey,12th,15 l,5,11-5,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Ninth Titan (IRE),P. Townend,0,W. P. Mullins,11th,1 1/2 l,5,11-12h1,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Shotgun Jack (IRE),Philip Donovan,5,Patrick G. Kelly,10th,1 1/4 l,5,11-12,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Bumble Bee Bet (IRE),P. Byrnes,5,Charles Byrnes,9th,4 3/4 l,5,11-12,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Onefortheditch (IRE),A. P. Heskin,0,Eamonn Francis Gallagher,8th,19 l,5,11-5,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Hockworthy Flyer (IRE),D. P. Maxwell,7,Andrew McNamara,7th,3 1/4 l,8,11-5,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Fast Medicine (IRE),J. S. McGarvey,0,John Joseph Hanlon,6th,6 l,5,11-12h,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,This Songisforyou (USA),Donagh Meyler,0,Emmet Mullins,5th,16 l,5,11-12,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Quarry Rocco (IRE),D. J. O'Keeffe,0,P. J. Rothwell,4th,4 1/2 l,5,11-12,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Olympic Man (FR),D. E. Mullins,0,W. P. Mullins,3rd,2 3/4 l,6,11-12,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Rath Gaul Boy (IRE),B. Hayes,0,W. P. Mullins,2nd,11 l,6,11-12,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Enfranchise (IRE),D. J. Gilligan,5,John Joseph Hanlon,1st,N/A,5,11-5,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Bobbisilver (IRE),S. F. O'Keeffe,0,Paul John Gilligan,PU,N/A,5,11-5,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Jonny Mansie (IRE),S. Fitzgerald,0,Declan Queally,PU,N/A,4,11-9,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Onehellofagetaway (IRE),J. P. O'Sullivan,3,P. J. Rothwell,PU,N/A,5,11-12,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,She's No Fool (IRE),E. Walsh,3,Frank John Hayes,15th,31 l,5,11-5,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Can't Buy Time (IRE),A. P. Kelly,5,Padraig Roche,14th,4 1/2 l,4,11-9,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Mahlermore (IRE),J. J. Slevin,0,D. Hassett,13th,6 l,7,11-5,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Ballycommon Chapel (IRE),Sean Flanagan,0,Peter Cluskey,12th,15 l,5,11-5,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Ninth Titan (IRE),P. Townend,0,W. P. Mullins,11th,1 1/2 l,5,11-12h1,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Shotgun Jack (IRE),Philip Donovan,5,Patrick G. Kelly,10th,1 1/4 l,5,11-12,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Bumble Bee Bet (IRE),P. Byrnes,5,Charles Byrnes,9th,4 3/4 l,5,11-12,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Onefortheditch (IRE),A. P. Heskin,0,Eamonn Francis Gallagher,8th,19 l,5,11-5,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Hockworthy Flyer (IRE),D. P. Maxwell,7,Andrew McNamara,7th,3 1/4 l,8,11-5,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Fast Medicine (IRE),J. S. McGarvey,0,John Joseph Hanlon,6th,6 l,5,11-12h,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,This Songisforyou (USA),Donagh Meyler,0,Emmet Mullins,5th,16 l,5,11-12,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Quarry Rocco (IRE),D. J. O'Keeffe,0,P. J. Rothwell,4th,4 1/2 l,5,11-12,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Olympic Man (FR),D. E. Mullins,0,W. P. Mullins,3rd,2 3/4 l,6,11-12,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Rath Gaul Boy (IRE),B. Hayes,0,W. P. Mullins,2nd,11 l,6,11-12,-,True,71,42
Galway Racing Results | 5th August 2023 13:55,N/A,13:55,Soft,2m 150y,Enfranchise (IRE),D. J. Gilligan,5,John Joseph Hanlon,1st,N/A,5,11-5,-,True,71,42
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,Maze Runner (IRE),M. J. M. O'Sullivan,0,W. P. Mullins,UR,N/A,8,11-1,131,True,71,43
Galway Racing Results | 5th August 2023 14:30,N/A,14:30,Soft,2m 6f 108y,La Prima Donna (FR),B. Hayes,0,W. P. Mullins,RR,N/A,6,10-13b1,129,True,71,43
