track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Finest Evermore (IRE),D E Mullins,0,P Hennessy,9th,16 l,9,12-0,132,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Ad Caelum (IRE),S F O'Keeffe,0,J P Ryan,8th,29 l,6,10-6,110,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Cooltubrid Eva (IRE),M P O'Connor,0,Diarmuid P Ryan,7th,3 1/4 l,6,10-0,104,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Bynx (IRE),R P Treacy,0,M Hassett,6th,4 1/4 l,7,10-6,110,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Lucky Viv (IRE),C Stone-Walsh,5,Michael Barry,5th,1/2 l,7,10-0,104,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Deons Diamond (IRE),T Power Roche,7,P J Rothwell,4th,3 1/2 l,6,10-4,108,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Gers Gigi (IRE),Sam Ewing,0,G Elliott,3rd,2 1/2 l,6,10-11,115,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Slim Marvel (FR),P K Donovan,5,A Slattery,2nd,1 1/4 l,7,10-0,104,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Cast A Spell (IRE),C M Quirke,5,T Hogan,1st,N/A,7,10-9v,113,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Finest Evermore (IRE),D E Mullins,0,P Hennessy,9th,16 l,9,12-0,132,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Ad Caelum (IRE),S F O'Keeffe,0,J P Ryan,8th,29 l,6,10-6,110,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Cooltubrid Eva (IRE),M P O'Connor,0,Diarmuid P Ryan,7th,3 1/4 l,6,10-0,104,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Bynx (IRE),R P Treacy,0,M Hassett,6th,4 1/4 l,7,10-6,110,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Lucky Viv (IRE),C Stone-Walsh,5,Michael Barry,5th,1/2 l,7,10-0,104,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Deons Diamond (IRE),T Power Roche,7,P J Rothwell,4th,3 1/2 l,6,10-4,108,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Gers Gigi (IRE),Sam Ewing,0,G Elliott,3rd,2 1/2 l,6,10-11,115,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Slim Marvel (FR),P K Donovan,5,A Slattery,2nd,1 1/4 l,7,10-0,104,True,159,1
Cork Racing Results | 17th January 2025 14:15,N/A,14:15,Yielding To Soft,2m 4f,Cast A Spell (IRE),C M Quirke,5,T Hogan,1st,N/A,7,10-9v,113,True,159,1
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,John The Diva (FR),Niall Moore,7,M A Cahill,UR,N/A,8,11-12,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Fire Force (IRE),E Walsh,0,Ciaran Murphy,PU,N/A,6,11-5tb1,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Callmedusty (IRE),C P Millar,5,C Collins,F,N/A,7,11-12tp,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,The Miracle Man (IRE),R A Doyle,0,A L T Moore,F,N/A,7,11-12p1,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Da Big Fella (IRE),P T Enright,0,Eamon Courtney,11th,3 1/2 l,11,11-12p,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Whotookthebiscuit (IRE),M P O'Connor,0,H De Bromhead,10th,4 1/2 l,7,11-5t,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Danny The Fence (IRE),B W Harvey,0,K Thornton,9th,9 1/2 l,8,11-12,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Chasing Chances (IRE),H E Sexton,7,E Sheehy,8th,6 1/2 l,7,11-12,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Cloudy Fountain (IRE),C M Quirke,5,W J Burke,7th,4 3/4 l,7,11-5h,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Natural Breeze (IRE),T Power Roche,7,P J Rothwell,6th,2 l,10,11-12b,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Notimelikedpresent (IRE),S D Torrens,0,R Tyner,5th,16 l,5,11-6,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,On Your Way (IRE),S F O'Keeffe,0,C Byrnes,4th,10 l,7,11-12,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Mighty Oak Lad (IRE),D Meyler,0,K Thornton,3rd,Nose,7,11-12,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Glady Max (IRE),D J O'Keeffe,0,J J Mangan,2nd,2 1/4 l,7,11-12,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Jay Pee M (IRE),J P Shinnick,5,T O'Brien,1st,N/A,6,11-12,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,John The Diva (FR),Niall Moore,7,M A Cahill,UR,N/A,8,11-12,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Fire Force (IRE),E Walsh,0,Ciaran Murphy,PU,N/A,6,11-5tb1,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Callmedusty (IRE),C P Millar,5,C Collins,F,N/A,7,11-12tp,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,The Miracle Man (IRE),R A Doyle,0,A L T Moore,F,N/A,7,11-12p1,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Da Big Fella (IRE),P T Enright,0,Eamon Courtney,11th,3 1/2 l,11,11-12p,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Whotookthebiscuit (IRE),M P O'Connor,0,H De Bromhead,10th,4 1/2 l,7,11-5t,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Danny The Fence (IRE),B W Harvey,0,K Thornton,9th,9 1/2 l,8,11-12,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Chasing Chances (IRE),H E Sexton,7,E Sheehy,8th,6 1/2 l,7,11-12,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Cloudy Fountain (IRE),C M Quirke,5,W J Burke,7th,4 3/4 l,7,11-5h,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Natural Breeze (IRE),T Power Roche,7,P J Rothwell,6th,2 l,10,11-12b,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Notimelikedpresent (IRE),S D Torrens,0,R Tyner,5th,16 l,5,11-6,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,On Your Way (IRE),S F O'Keeffe,0,C Byrnes,4th,10 l,7,11-12,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Mighty Oak Lad (IRE),D Meyler,0,K Thornton,3rd,Nose,7,11-12,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Glady Max (IRE),D J O'Keeffe,0,J J Mangan,2nd,2 1/4 l,7,11-12,-,True,159,2
Cork Racing Results | 17th January 2025 14:50,N/A,14:50,Yielding To Soft,2m 4f,Jay Pee M (IRE),J P Shinnick,5,T O'Brien,1st,N/A,6,11-12,-,True,159,2
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Soloman Lane,L A McKenna,5,M Hassett,NR,N/A,10,11-2,110,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Street Value (IRE),A Harvey,5,J P Flavin,9th,1 1/4 l,10,12-3tb1,125,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Happy Dreams (FR),S F O'Keeffe,0,M J McDonagh,8th,30 l,8,11-5,113,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Rolly Bowley Boy (IRE),T Power Roche,7,P J Rothwell,7th,9 1/2 l,8,11-6,114,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Andyourbirdcansing (IRE),D King,0,J P Ryan,6th,9 l,7,10-2,96,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Global Export (IRE),C Stone-Walsh,5,G P Cromwell,5th,2 3/4 l,7,11-10,118,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Baldur's Gate (IRE),S W Flanagan,0,Miss D O'Shea,4th,Head,10,11-1,109,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Lilian Bland (IRE),R Deegan,0,N P Hennessy,3rd,2 1/4 l,9,10-1,95,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,The Little Yank (IRE),P K Donovan,5,J P Ryan,2nd,3 l,10,10-4b,98,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Kings Halo (IRE),D E Mullins,0,J Dullea,1st,N/A,10,11-10,118,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Soloman Lane,L A McKenna,5,M Hassett,NR,N/A,10,11-2,110,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Street Value (IRE),A Harvey,5,J P Flavin,9th,1 1/4 l,10,12-3tb1,125,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Happy Dreams (FR),S F O'Keeffe,0,M J McDonagh,8th,30 l,8,11-5,113,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Rolly Bowley Boy (IRE),T Power Roche,7,P J Rothwell,7th,9 1/2 l,8,11-6,114,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Andyourbirdcansing (IRE),D King,0,J P Ryan,6th,9 l,7,10-2,96,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Global Export (IRE),C Stone-Walsh,5,G P Cromwell,5th,2 3/4 l,7,11-10,118,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Baldur's Gate (IRE),S W Flanagan,0,Miss D O'Shea,4th,Head,10,11-1,109,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Lilian Bland (IRE),R Deegan,0,N P Hennessy,3rd,2 1/4 l,9,10-1,95,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,The Little Yank (IRE),P K Donovan,5,J P Ryan,2nd,3 l,10,10-4b,98,True,159,3
Cork Racing Results | 17th January 2025 15:25,N/A,15:25,Yielding To Soft,2m 4f,Kings Halo (IRE),D E Mullins,0,J Dullea,1st,N/A,10,11-10,118,True,159,3
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Roxy Roulette (IRE),Mr Thomas Paul Smith Carberry,7,A J Martin,16th,30 l,8,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Penelope's Charm (IRE),Mr E P O'Brien,5,D W O'Sullivan,15th,19 l,7,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Ellies Rock (IRE),Miss A S O'Connor,7,Olivia Hegarty,14th,4 3/4 l,7,11-11h1,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Underhercontrol (IRE),Mr J L Gleeson,3,Brendan Walsh,13th,17 l,5,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Gers Shadow (IRE),Mr E Finegan,7,Ciaran Murphy,12th,17 l,5,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Dolly's Call (IRE),Mr R W Barron,5,C Byrnes,11th,1 3/4 l,6,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Adela Icon (IRE),Mr P W Mullins,0,W P Mullins,10th,2 1/2 l,7,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Former Flame (IRE),Mr D Doyle,7,Liz Doyle,9th,1/2 l,5,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Bossing It (IRE),Mr R James,7,D M O'Brien,8th,Neck,5,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Queen's Meadow (IRE),Mr D L Queally,0,D Queally,7th,2 1/4 l,5,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,So Far Away (IRE),Mr P J Cody,7,J M Burke,6th,1/2 l,7,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Miss Penny Copper (IRE),Mr J D Coffey,7,D Coffey,5th,Neck,7,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Mighty Moments,Miss A B O'Connor,0,W J McLernon,4th,4 l,6,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Taktique Gagnante (FR),Mr O McGill,7,A Donoghue,3rd,1 1/4 l,6,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Lau And Shaz (IRE),Mr D G Lavery,0,G P Cromwell,2nd,6 l,5,11-11t,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Ufouria (IRE),C D Smithers,7,P Nolan,1st,N/A,7,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Roxy Roulette (IRE),Mr Thomas Paul Smith Carberry,7,A J Martin,16th,30 l,8,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Penelope's Charm (IRE),Mr E P O'Brien,5,D W O'Sullivan,15th,19 l,7,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Ellies Rock (IRE),Miss A S O'Connor,7,Olivia Hegarty,14th,4 3/4 l,7,11-11h1,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Underhercontrol (IRE),Mr J L Gleeson,3,Brendan Walsh,13th,17 l,5,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Gers Shadow (IRE),Mr E Finegan,7,Ciaran Murphy,12th,17 l,5,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Dolly's Call (IRE),Mr R W Barron,5,C Byrnes,11th,1 3/4 l,6,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Adela Icon (IRE),Mr P W Mullins,0,W P Mullins,10th,2 1/2 l,7,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Former Flame (IRE),Mr D Doyle,7,Liz Doyle,9th,1/2 l,5,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Bossing It (IRE),Mr R James,7,D M O'Brien,8th,Neck,5,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Queen's Meadow (IRE),Mr D L Queally,0,D Queally,7th,2 1/4 l,5,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,So Far Away (IRE),Mr P J Cody,7,J M Burke,6th,1/2 l,7,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Miss Penny Copper (IRE),Mr J D Coffey,7,D Coffey,5th,Neck,7,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Mighty Moments,Miss A B O'Connor,0,W J McLernon,4th,4 l,6,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Taktique Gagnante (FR),Mr O McGill,7,A Donoghue,3rd,1 1/4 l,6,11-11,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Lau And Shaz (IRE),Mr D G Lavery,0,G P Cromwell,2nd,6 l,5,11-11t,-,True,159,4
Cork Racing Results | 17th January 2025 16:00,N/A,16:00,Yielding To Soft ace (Turf),2m,Ufouria (IRE),C D Smithers,7,P Nolan,1st,N/A,7,11-11,-,True,159,4
Dundalk Racing Results | 17th January 2025 16:15,N/A,16:15,Standard,6f,Inishmot Prince (IRE),J J G Ryan,3,T G McCourt,NR,N/A,7,9-13v,81,True,159,5
Dundalk Racing Results | 17th January 2025 16:15,N/A,16:15,Standard,6f,Crystal Luna (IRE),W Joyce,5,Daniel Murphy,6th,4 l,4,8-13b,67,True,159,5
Dundalk Racing Results | 17th January 2025 16:15,N/A,16:15,Standard,6f,Genesis (IRE),R C Colgan,0,Alan McIntyre,5th,1 3/4 l,4,9-11,79,True,159,5
Dundalk Racing Results | 17th January 2025 16:15,N/A,16:15,Standard,6f,Heart Of Darkness,J Kearney,5,A McGuinness,4th,1/2 l,4,10-0,82,True,159,5
Dundalk Racing Results | 17th January 2025 16:15,N/A,16:15,Standard,6f,Dream Today (IRE),J A Powell,3,Stephen Thorne,3rd,2 1/4 l,10,9-8tb1,76,True,159,5
Dundalk Racing Results | 17th January 2025 16:15,N/A,16:15,Standard,6f,Mint Man,J Cleary,5,P J F Murphy,2nd,4 1/4 l,4,9-4t,72,True,159,5
Dundalk Racing Results | 17th January 2025 16:15,N/A,16:15,Standard,6f,Mehman,D P McDonogh,0,Gerard O'Leary,1st,N/A,6,9-9,77,True,159,5
Dundalk Racing Results | 17th January 2025 16:15,N/A,16:15,Standard,6f,Inishmot Prince (IRE),J J G Ryan,3,T G McCourt,NR,N/A,7,9-13v,81,True,159,5
Dundalk Racing Results | 17th January 2025 16:15,N/A,16:15,Standard,6f,Crystal Luna (IRE),W Joyce,5,Daniel Murphy,6th,4 l,4,8-13b,67,True,159,5
Dundalk Racing Results | 17th January 2025 16:15,N/A,16:15,Standard,6f,Genesis (IRE),R C Colgan,0,Alan McIntyre,5th,1 3/4 l,4,9-11,79,True,159,5
Dundalk Racing Results | 17th January 2025 16:15,N/A,16:15,Standard,6f,Heart Of Darkness,J Kearney,5,A McGuinness,4th,1/2 l,4,10-0,82,True,159,5
Dundalk Racing Results | 17th January 2025 16:15,N/A,16:15,Standard,6f,Dream Today (IRE),J A Powell,3,Stephen Thorne,3rd,2 1/4 l,10,9-8tb1,76,True,159,5
Dundalk Racing Results | 17th January 2025 16:15,N/A,16:15,Standard,6f,Mint Man,J Cleary,5,P J F Murphy,2nd,4 1/4 l,4,9-4t,72,True,159,5
Dundalk Racing Results | 17th January 2025 16:15,N/A,16:15,Standard,6f,Mehman,D P McDonogh,0,Gerard O'Leary,1st,N/A,6,9-9,77,True,159,5
Dundalk Racing Results | 17th January 2025 16:45,N/A,16:45,Standard,2m,Glam De Vega (IRE),S A Wallace,10,M Keane,6th,15 l,6,9-1h,-,True,159,6
Dundalk Racing Results | 17th January 2025 16:45,N/A,16:45,Standard,2m,Effernock Fizz (IRE),R M Mulligan,7,C Collins,5th,3 1/2 l,10,9-1tp,-,True,159,6
Dundalk Racing Results | 17th January 2025 16:45,N/A,16:45,Standard,2m,Falcon Eight (IRE),J Kearney,5,D K Weld,4th,5 l,10,10-2b,-,True,159,6
Dundalk Racing Results | 17th January 2025 16:45,N/A,16:45,Standard,2m,Prairie Dancer (IRE),H J Horgan,5,J P O'Brien,3rd,3/4 l,7,9-5b,-,True,159,6
Dundalk Racing Results | 17th January 2025 16:45,N/A,16:45,Standard,2m,Jerandme (IRE),Aileen O'Sullivan,7,K Prendergast,2nd,6 1/2 l,11,9-1v,-,True,159,6
Dundalk Racing Results | 17th January 2025 16:45,N/A,16:45,Standard,2m,Jabbar (IRE),K G Kennedy,5,Gerard O'Leary,1st,N/A,6,9-1,-,True,159,6
Dundalk Racing Results | 17th January 2025 16:45,N/A,16:45,Standard,2m,Glam De Vega (IRE),S A Wallace,10,M Keane,6th,15 l,6,9-1h,-,True,159,6
Dundalk Racing Results | 17th January 2025 16:45,N/A,16:45,Standard,2m,Effernock Fizz (IRE),R M Mulligan,7,C Collins,5th,3 1/2 l,10,9-1tp,-,True,159,6
Dundalk Racing Results | 17th January 2025 16:45,N/A,16:45,Standard,2m,Falcon Eight (IRE),J Kearney,5,D K Weld,4th,5 l,10,10-2b,-,True,159,6
Dundalk Racing Results | 17th January 2025 16:45,N/A,16:45,Standard,2m,Prairie Dancer (IRE),H J Horgan,5,J P O'Brien,3rd,3/4 l,7,9-5b,-,True,159,6
Dundalk Racing Results | 17th January 2025 16:45,N/A,16:45,Standard,2m,Jerandme (IRE),Aileen O'Sullivan,7,K Prendergast,2nd,6 1/2 l,11,9-1v,-,True,159,6
Dundalk Racing Results | 17th January 2025 16:45,N/A,16:45,Standard,2m,Jabbar (IRE),K G Kennedy,5,Gerard O'Leary,1st,N/A,6,9-1,-,True,159,6
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Chartwell's Lady,Sadhbh Tormey,10,D A McLoughlin,13th,8 l,4,9-9,60,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Quiet Desire (IRE),R Kinkaid,10,J C McConnell,12th,3 3/4 l,9,9-0p,47,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Gregorina (IRE),J A Powell,3,A McGuinness,11th,1 1/2 l,4,9-6v,57,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Movie King (IRE),D P McDonogh,0,A J Martin,10th,1 l,8,9-3t,50,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Portarlington (IRE),J J G Ryan,3,Ian Donoghue,9th,1/2 l,6,9-2tp,49,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Wishes And Dreams (IRE),D S O'Sullivan,7,Ciaran Murphy,8th,Head,5,9-2tp,49,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Jet Times (IRE),D J Power,10,O J Power,7th,1 l,7,9-4,51,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Bright Start (USA),Amy Jo Hayes,7,S M Duffy,6th,1/2 l,8,9-3p,50,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Warrior Lion,D W O'Connor,0,A McCann,5th,1/2 l,5,10-2tp,63,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Mephisto (IRE),J Kearney,5,G Keane,4th,2 l,8,9-12v,59,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Nusra (IRE),H J Horgan,5,G Ahern,3rd,1 1/2 l,8,9-12p,59,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Scott Lang (IRE),Nicola Burns,7,P W Flynn,2nd,Neck,8,10-1p,62,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Elle Dorado Rock (IRE),R C Colgan,0,A J Martin,1st,N/A,7,9-4t,51,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Chartwell's Lady,Sadhbh Tormey,10,D A McLoughlin,13th,8 l,4,9-9,60,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Quiet Desire (IRE),R Kinkaid,10,J C McConnell,12th,3 3/4 l,9,9-0p,47,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Gregorina (IRE),J A Powell,3,A McGuinness,11th,1 1/2 l,4,9-6v,57,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Movie King (IRE),D P McDonogh,0,A J Martin,10th,1 l,8,9-3t,50,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Portarlington (IRE),J J G Ryan,3,Ian Donoghue,9th,1/2 l,6,9-2tp,49,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Wishes And Dreams (IRE),D S O'Sullivan,7,Ciaran Murphy,8th,Head,5,9-2tp,49,True,159,7
Dundalk Racing Results | 17th January 2025 17:15,N/A,17:15,Standard,2m,Jet Times (IRE),D J Power,10,O J Power,7th,1 l,7,9-4,51,True,159,7
