track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Ontheprom (IRE),D Meyler,0,K Purcell,PU,N/A,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Unknown God (IRE),D J O'Keeffe,0,P Breen,PU,N/A,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Zaryagle (IRE),S D Torrens,0,P J Rothwell,9th,Head,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Morning Mayhem,R A Doyle,0,P Flood,8th,29 l,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Fine Print (IRE),B W Harvey,0,J C McConnell,7th,5 1/2 l,4,11-7t,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Gypsy Poet (IRE),R Deegan,0,Liz Doyle,6th,4 1/2 l,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Footstepstoglory (IRE),R P Treacy,0,D H Kelly,5th,15 l,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Eastern Blue Bird (IRE),H E Sexton,7,P A Fahy,4th,19 l,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Harpy Eagle (IRE),P J Cody,7,R P Cody,3rd,1 3/4 l,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Louiescall (IRE),C M Quirke,0,D H Kelly,2nd,3/4 l,4,11-7,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Tatateo (IRE),D King,0,D Hogan,1st,N/A,4,11-7t,115,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Ontheprom (IRE),D Meyler,0,K Purcell,PU,N/A,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Unknown God (IRE),D J O'Keeffe,0,P Breen,PU,N/A,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Zaryagle (IRE),S D Torrens,0,P J Rothwell,9th,Head,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Morning Mayhem,R A Doyle,0,P Flood,8th,29 l,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Fine Print (IRE),B W Harvey,0,J C McConnell,7th,5 1/2 l,4,11-7t,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Gypsy Poet (IRE),R Deegan,0,Liz Doyle,6th,4 1/2 l,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Footstepstoglory (IRE),R P Treacy,0,D H Kelly,5th,15 l,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Eastern Blue Bird (IRE),H E Sexton,7,P A Fahy,4th,19 l,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Harpy Eagle (IRE),P J Cody,7,R P Cody,3rd,1 3/4 l,4,10-13,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Louiescall (IRE),C M Quirke,0,D H Kelly,2nd,3/4 l,4,11-7,-,True,12,1
Tramore Racing Results | 14th August 2025 18:05,2025-08-14,18:05,Good,2m,Tatateo (IRE),D King,0,D Hogan,1st,N/A,4,11-7t,115,True,12,1
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Pidoyne (IRE),D J O'Keeffe,0,H De Bromhead,UR,N/A,7,10-13t,106,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Star Official (IRE),C Owens,7,R Donohoe,F,N/A,7,10-12,105,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Synchronize (IRE),S Fitzgerald,0,J Morrison,9th,18 l,4,10-10,106,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Run For Harry (IRE),K M Donoghue,0,Mrs G Callaghan,8th,1/2 l,7,11-12tb1,119,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Tell Us This (IRE),E Staples,7,G P Cromwell,7th,1 1/4 l,6,11-4,111,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Yosemite Gold,P T Enright,0,E Doyle,6th,3/4 l,4,11-0,110,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Raydamann (FR),J W Kennedy,0,G Elliott,5th,1 l,4,11-8,118,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Jerrari (IRE),D Meyler,0,Mrs J Harrington,4th,4 3/4 l,5,11-7p,114,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Expound,D King,0,D Hogan,3rd,1/2 l,6,11-12tp,119,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Granpa Ger (IRE),D E Mullins,0,A Mullins,2nd,1 3/4 l,7,10-5p1,98,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Hasten Slowly (IRE),A Harvey,5,J C McConnell,1st,N/A,5,11-11,118,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Pidoyne (IRE),D J O'Keeffe,0,H De Bromhead,UR,N/A,7,10-13t,106,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Star Official (IRE),C Owens,7,R Donohoe,F,N/A,7,10-12,105,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Synchronize (IRE),S Fitzgerald,0,J Morrison,9th,18 l,4,10-10,106,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Run For Harry (IRE),K M Donoghue,0,Mrs G Callaghan,8th,1/2 l,7,11-12tb1,119,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Tell Us This (IRE),E Staples,7,G P Cromwell,7th,1 1/4 l,6,11-4,111,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Yosemite Gold,P T Enright,0,E Doyle,6th,3/4 l,4,11-0,110,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Raydamann (FR),J W Kennedy,0,G Elliott,5th,1 l,4,11-8,118,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Jerrari (IRE),D Meyler,0,Mrs J Harrington,4th,4 3/4 l,5,11-7p,114,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Expound,D King,0,D Hogan,3rd,1/2 l,6,11-12tp,119,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Granpa Ger (IRE),D E Mullins,0,A Mullins,2nd,1 3/4 l,7,10-5p1,98,True,12,2
Tramore Racing Results | 14th August 2025 18:35,2025-08-14,18:35,Good,2m,Hasten Slowly (IRE),A Harvey,5,J C McConnell,1st,N/A,5,11-11,118,True,12,2
Tramore Racing Results | 14th August 2025 19:05,2025-08-14,19:05,Good,2m 4f 100y,Derryville (IRE),P T Enright,0,S Curling,3rd,2 3/4 l,5,11-10,116,True,12,3
Tramore Racing Results | 14th August 2025 19:05,2025-08-14,19:05,Good,2m 4f 100y,Time In A Bottle,Mr J H Williamson,7,H De Bromhead,2nd,Neck,5,10-13ht,102,True,12,3
Tramore Racing Results | 14th August 2025 19:05,2025-08-14,19:05,Good,2m 4f 100y,Faceman (IRE),B Hayes,0,D H Kelly,1st,N/A,6,11-5,111,True,12,3
Tramore Racing Results | 14th August 2025 19:05,2025-08-14,19:05,Good,2m 4f 100y,Derryville (IRE),P T Enright,0,S Curling,3rd,2 3/4 l,5,11-10,116,True,12,3
Tramore Racing Results | 14th August 2025 19:05,2025-08-14,19:05,Good,2m 4f 100y,Time In A Bottle,Mr J H Williamson,7,H De Bromhead,2nd,Neck,5,10-13ht,102,True,12,3
Tramore Racing Results | 14th August 2025 19:05,2025-08-14,19:05,Good,2m 4f 100y,Faceman (IRE),B Hayes,0,D H Kelly,1st,N/A,6,11-5,111,True,12,3
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Notevenatext (IRE),Sam Ewing,0,Brendan Walsh,PU,N/A,7,10-1,73,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Glendine Billy (IRE),D E Mullins,0,A Mullins,PU,N/A,7,11-8p1,94,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Tennesse Boy (IRE),P T Enright,0,R Tyner,PU,N/A,6,10-2t,74,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Keep It Cool (IRE),A Leahy,7,J J Hanlon,12th,7 1/2 l,5,11-8p,94,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Positive Mindset (IRE),D J O'Keeffe,0,Leonard Flynn,11th,12 l,7,10-7p,79,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,The Border Boy (IRE),S F O'Keeffe,0,S Aherne,10th,8 l,8,10-5p,77,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Toor Moon (IRE),L Quinlan,0,Ms M Flynn,9th,1 3/4 l,8,10-9,81,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Thats All (IRE),C M Quirke,0,T Doyle,8th,1/2 l,8,10-9,81,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Mother Ship (IRE),P Hanlon,7,J J Hanlon,7th,Head,5,11-2,88,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Alright Darling (IRE),B Hayes,0,D G Murphy,6th,2 l,6,10-10t,82,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Newport,D Meyler,0,E Doyle,5th,1 3/4 l,5,10-10tp,82,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Perfectway (IRE),C M Hogan,7,E Griffin,4th,1 l,8,10-0b1,72,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,General Clermont (FR),G Brouder,3,D E Fitzgerald,3rd,3 1/2 l,9,12-0,100,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Inchidaly Copper (IRE),Mr A Burke-Ott,7,A Ott,2nd,Head,9,11-0b,86,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Silent Selector (IRE),S W Flanagan,0,Gerard O'Leary,1st,N/A,5,11-10,96,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Notevenatext (IRE),Sam Ewing,0,Brendan Walsh,PU,N/A,7,10-1,73,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Glendine Billy (IRE),D E Mullins,0,A Mullins,PU,N/A,7,11-8p1,94,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Tennesse Boy (IRE),P T Enright,0,R Tyner,PU,N/A,6,10-2t,74,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Keep It Cool (IRE),A Leahy,7,J J Hanlon,12th,7 1/2 l,5,11-8p,94,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Positive Mindset (IRE),D J O'Keeffe,0,Leonard Flynn,11th,12 l,7,10-7p,79,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,The Border Boy (IRE),S F O'Keeffe,0,S Aherne,10th,8 l,8,10-5p,77,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Toor Moon (IRE),L Quinlan,0,Ms M Flynn,9th,1 3/4 l,8,10-9,81,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Thats All (IRE),C M Quirke,0,T Doyle,8th,1/2 l,8,10-9,81,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Mother Ship (IRE),P Hanlon,7,J J Hanlon,7th,Head,5,11-2,88,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Alright Darling (IRE),B Hayes,0,D G Murphy,6th,2 l,6,10-10t,82,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Newport,D Meyler,0,E Doyle,5th,1 3/4 l,5,10-10tp,82,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Perfectway (IRE),C M Hogan,7,E Griffin,4th,1 l,8,10-0b1,72,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,General Clermont (FR),G Brouder,3,D E Fitzgerald,3rd,3 1/2 l,9,12-0,100,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Inchidaly Copper (IRE),Mr A Burke-Ott,7,A Ott,2nd,Head,9,11-0b,86,True,12,4
Tramore Racing Results | 14th August 2025 19:35,2025-08-14,19:35,Good,2m 4f 100y,Silent Selector (IRE),S W Flanagan,0,Gerard O'Leary,1st,N/A,5,11-10,96,True,12,4
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Appian Way (FR),Ms A Power,7,Ms M Flynn,10th,3 1/4 l,9,11-0,50,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Mazza's Mahler (IRE),Miss F Fox,7,Rory Devine,9th,3 l,9,10-9p1,-,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,He Who Dares (IRE),Miss N Lockhead Anderson,7,S Curling,8th,2 3/4 l,4,11-0,-,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Lord Ffrench (IRE),Ms H Phillips,7,S Curling,7th,1 1/4 l,5,11-0,-,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Royal Cave (IRE),Miss S A Carter,7,C Timmons,6th,1 1/2 l,6,10-9,92,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Magnor Glory (IRE),Miss G Benson,7,T O'Brien,5th,3 1/2 l,9,11-0h,-,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Hidalgo Des Mottes (FR),Ms N M Bradley,7,E Griffin,4th,3 1/4 l,8,11-0tb,97,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Master Sydney (IRE),Miss J Townend,0,P W Flynn,3rd,3/4 l,4,10-9,-,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,The Banger Doyle (IRE),Miss O M Queally,7,J Queally,2nd,Short Head,9,11-0,76,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Winter Fog (IRE),Miss A B O'Connor,0,W P Mullins,1st,N/A,11,11-0,-,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Appian Way (FR),Ms A Power,7,Ms M Flynn,10th,3 1/4 l,9,11-0,50,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Mazza's Mahler (IRE),Miss F Fox,7,Rory Devine,9th,3 l,9,10-9p1,-,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,He Who Dares (IRE),Miss N Lockhead Anderson,7,S Curling,8th,2 3/4 l,4,11-0,-,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Lord Ffrench (IRE),Ms H Phillips,7,S Curling,7th,1 1/4 l,5,11-0,-,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Royal Cave (IRE),Miss S A Carter,7,C Timmons,6th,1 1/2 l,6,10-9,92,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Magnor Glory (IRE),Miss G Benson,7,T O'Brien,5th,3 1/2 l,9,11-0h,-,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Hidalgo Des Mottes (FR),Ms N M Bradley,7,E Griffin,4th,3 1/4 l,8,11-0tb,97,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Master Sydney (IRE),Miss J Townend,0,P W Flynn,3rd,3/4 l,4,10-9,-,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,The Banger Doyle (IRE),Miss O M Queally,7,J Queally,2nd,Short Head,9,11-0,76,True,12,5
Tramore Racing Results | 14th August 2025 20:05,2025-08-14,20:05,Yielding  (Turf),2m,Winter Fog (IRE),Miss A B O'Connor,0,W P Mullins,1st,N/A,11,11-0,-,True,12,5
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Cheaperbythebottle (IRE),L F Roche,0,D Marnane,14th,Head,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Pretty Liz (IRE),T P O'Shea,0,D Hogan,13th,1 1/2 l,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Subiaco (IRE),R P Cleary,0,K P Cotter,12th,3/4 l,2,9-7,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Two Strike (IRE),K J Leonard,0,D Dias,11th,Neck,2,9-7b1,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Mr Kobe (IRE),B M Coen,0,D Dias,10th,2 l,2,9-7p1,47,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Whatastarr (IRE),J J G Ryan,0,J Davison,9th,1 l,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Love Bomb (IRE),Jessica Maye,7,W McCreery,8th,1/2 l,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Amiata (IRE),C T Keane,0,G M Lyons,7th,Head,2,9-7b1,83,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Cactus (IRE),J Cleary,5,A P O'Brien,6th,1 3/4 l,2,9-2t1,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Salacious (IRE),A J Slattery,0,J Halley,5th,1/2 l,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Fleur De Rose (IRE),P A Harnett,5,Donnacha O'Brien,4th,Neck,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,The Right One (IRE),Neve Bennett,7,J P Fahey,3rd,1 1/2 l,2,9-2,68,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Dawn Romance (IRE),D McMonagle,0,M O'Callaghan,2nd,Head,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Soulful Diva (IRE),N M Crosse,0,D Marnane,1st,N/A,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Cheaperbythebottle (IRE),L F Roche,0,D Marnane,14th,Head,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Pretty Liz (IRE),T P O'Shea,0,D Hogan,13th,1 1/2 l,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Subiaco (IRE),R P Cleary,0,K P Cotter,12th,3/4 l,2,9-7,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Two Strike (IRE),K J Leonard,0,D Dias,11th,Neck,2,9-7b1,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Mr Kobe (IRE),B M Coen,0,D Dias,10th,2 l,2,9-7p1,47,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Whatastarr (IRE),J J G Ryan,0,J Davison,9th,1 l,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Love Bomb (IRE),Jessica Maye,7,W McCreery,8th,1/2 l,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Amiata (IRE),C T Keane,0,G M Lyons,7th,Head,2,9-7b1,83,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Cactus (IRE),J Cleary,5,A P O'Brien,6th,1 3/4 l,2,9-2t1,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Salacious (IRE),A J Slattery,0,J Halley,5th,1/2 l,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Fleur De Rose (IRE),P A Harnett,5,Donnacha O'Brien,4th,Neck,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,The Right One (IRE),Neve Bennett,7,J P Fahey,3rd,1 1/2 l,2,9-2,68,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Dawn Romance (IRE),D McMonagle,0,M O'Callaghan,2nd,Head,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:22,2025-08-14,17:22,Good (Good To Firm In Places),5f,Soulful Diva (IRE),N M Crosse,0,D Marnane,1st,N/A,2,9-2,-,True,12,6
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,Tino Pai (IRE),R Donaghue-Leahy,7,S Lavery,8th,1 1/2 l,3,9-4v,57,True,12,7
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,Kayamite (IRE),B M Coen,0,C Timmons,7th,2 3/4 l,3,9-6t,59,True,12,7
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,Tomarlo,L T McAteer,0,D Marnane,6th,Short Head,3,9-11,64,True,12,7
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,El Fontenaro (IRE),Neve Bennett,7,J P Fahey,5th,Neck,3,9-6,59,True,12,7
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,Jordan Breeze (IRE),D P McDonogh,0,P J Flynn,4th,1 1/4 l,3,9-0,53,True,12,7
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,Prairie Girl (IRE),C T Keane,0,Derek McCormack,3rd,1/2 l,3,9-4,57,True,12,7
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,Titan Sun (IRE),R C Colgan,0,A Kinirons,2nd,3/4 l,3,9-13,66,True,12,7
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,Asdana (IRE),Sam Coen,7,W McCreery,1st,N/A,3,10-0v,67,True,12,7
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,Tino Pai (IRE),R Donaghue-Leahy,7,S Lavery,8th,1 1/2 l,3,9-4v,57,True,12,7
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,Kayamite (IRE),B M Coen,0,C Timmons,7th,2 3/4 l,3,9-6t,59,True,12,7
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,Tomarlo,L T McAteer,0,D Marnane,6th,Short Head,3,9-11,64,True,12,7
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,El Fontenaro (IRE),Neve Bennett,7,J P Fahey,5th,Neck,3,9-6,59,True,12,7
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,Jordan Breeze (IRE),D P McDonogh,0,P J Flynn,4th,1 1/4 l,3,9-0,53,True,12,7
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,Prairie Girl (IRE),C T Keane,0,Derek McCormack,3rd,1/2 l,3,9-4,57,True,12,7
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,Titan Sun (IRE),R C Colgan,0,A Kinirons,2nd,3/4 l,3,9-13,66,True,12,7
Cork Racing Results | 14th August 2025 17:52,2025-08-14,17:52,Good (Good To Firm In Places),5f,Asdana (IRE),Sam Coen,7,W McCreery,1st,N/A,3,10-0v,67,True,12,7
Cork Racing Results | 14th August 2025 18:22,2025-08-14,18:22,Good (Good To Firm In Places),7f,A Pretty Penny (IRE),M W Hassett,3,Debbie Cody,11th,17 l,2,9-2,-,True,12,8
Cork Racing Results | 14th August 2025 18:22,2025-08-14,18:22,Good (Good To Firm In Places),7f,Cameo (IRE),B M Coen,0,A P O'Brien,10th,Head,2,9-2,-,True,12,8
Cork Racing Results | 14th August 2025 18:22,2025-08-14,18:22,Good (Good To Firm In Places),7f,Green Interlude (IRE),D McMonagle,0,J P O'Brien,9th,3/4 l,2,9-2,-,True,12,8
