track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,17:00,Soft ace (Turf),1m 7f 211y,Super Fly,Miss A B O'Connor,0,A McCann,NR,N/A,6,12-0h,-,True,162,28
N/A,N/A,17:00,Soft ace (Turf),1m 7f 211y,Cosmos D'ainay (FR),Mr H C Swan,0,G Elliott,NR,N/A,5,12-0,-,True,162,28
N/A,N/A,17:00,Soft ace (Turf),1m 7f 211y,Gatehouse Boy (FR),Miss P Elvin,7,P J Rothwell,10th,55 l,5,12-0,-,True,162,28
N/A,N/A,17:00,Soft ace (Turf),1m 7f 211y,Walk On Annilog (IRE),Mr B Barry,7,R Dunne,9th,3 3/4 l,6,11-7,-,True,162,28
N/A,N/A,17:00,Soft ace (Turf),1m 7f 211y,Do Brazil (FR),Mr E P O'Brien,5,R O'Brien,8th,6 l,5,12-0,-,True,162,28
N/A,N/A,17:00,Soft ace (Turf),1m 7f 211y,Mytimetoshine (IRE),Mr A P Ryan,7,Donncha Duggan,7th,25 l,5,12-0,-,True,162,28
N/A,N/A,17:00,Soft ace (Turf),1m 7f 211y,Easy Doyen (IRE),Cian Cullinan,7,C O'Dwyer,6th,7 l,5,12-0,-,True,162,28
N/A,N/A,17:00,Soft ace (Turf),1m 7f 211y,Beckistine (IRE),Mr D Doyle,7,M A Molloy,5th,30 l,6,12-0,-,True,162,28
N/A,N/A,17:00,Soft ace (Turf),1m 7f 211y,Casterly Rock (IRE),P M O'Brien,7,P E Collins,4th,2 1/4 l,5,12-0,-,True,162,28
N/A,N/A,17:00,Soft ace (Turf),1m 7f 211y,Rojuco Mac (IRE),Mr R W Barron,5,C Byrnes,3rd,4 1/2 l,5,12-0,-,True,162,28
N/A,N/A,17:00,Soft ace (Turf),1m 7f 211y,Begorra Man (IRE),Mr D G Lavery,0,G P Cromwell,2nd,4 1/4 l,5,12-0,-,True,162,28
N/A,N/A,17:00,Soft ace (Turf),1m 7f 211y,Gameofinches,Mr P W Mullins,0,W P Mullins,1st,N/A,6,12-0,-,True,162,28
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Ohmyviette (FR),W Joyce,5,W P Browne,8th,1/2 l,3,8-7,88,True,162,29
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Dontspoilasale (IRE),S Coen,7,A McGuinness,7th,1 1/2 l,5,9-2,83,True,162,29
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Genesis (IRE),R P Cleary,0,Alan McIntyre,6th,1/2 l,4,8-11t,78,True,162,29
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Jered Maddox,L T McAteer,0,D Marnane,5th,1/2 l,9,9-1,82,True,162,29
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Laugh A Minute,C D Hayes,0,Stephen Thorne,4th,3/4 l,10,9-1,82,True,162,29
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Never Shout Never (IRE),W M Lordan,0,Stephen Thorne,3rd,1/2 l,5,8-11t,78,True,162,29
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Big Gossey (IRE),W J Lee,0,C O'Brien,2nd,Head,8,10-6t,101,True,162,29
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Sporting Hero,A J Casey,10,D Hogan,1st,N/A,5,9-1b,82,True,162,29
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Ohmyviette (FR),W Joyce,5,W P Browne,8th,1/2 l,3,8-7,88,True,162,29
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Dontspoilasale (IRE),S Coen,7,A McGuinness,7th,1 1/2 l,5,9-2,83,True,162,29
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Genesis (IRE),R P Cleary,0,Alan McIntyre,6th,1/2 l,4,8-11t,78,True,162,29
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Jered Maddox,L T McAteer,0,D Marnane,5th,1/2 l,9,9-1,82,True,162,29
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Laugh A Minute,C D Hayes,0,Stephen Thorne,4th,3/4 l,10,9-1,82,True,162,29
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Never Shout Never (IRE),W M Lordan,0,Stephen Thorne,3rd,1/2 l,5,8-11t,78,True,162,29
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Big Gossey (IRE),W J Lee,0,C O'Brien,2nd,Head,8,10-6t,101,True,162,29
Dundalk Racing Results | 21st February 2025 17:00,N/A,17:00,Standard,5f,Sporting Hero,A J Casey,10,D Hogan,1st,N/A,5,9-1b,82,True,162,29
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Onemorestar (IRE),G M Ryan,0,J Motherway,NR,N/A,4,9-4,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Abiding Star (IRE),C D Hayes,0,John Hayes,NR,N/A,4,9-4,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Certified Freak (IRE),L F Roche,0,E Sheehy,13th,10 l,4,9-4t,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Barney McGee (IRE),R Donaghue-Leahy,7,J F O'Shea,12th,11 l,4,9-9,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Clifton Light (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,11th,3 1/2 l,4,9-4,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Accompanist (IRE),B M Coen,0,A Kinirons,10th,Neck,4,9-4h,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Red Hugh O'Donnell (IRE),D S O'Sullivan,7,G Scott,9th,1 l,4,9-9tp,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Arcoiris,N M Crosse,0,M J Browne,8th,Short Head,4,9-4,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Maharajjah (IRE),C D Hayes,0,J F Levins,7th,2 3/4 l,4,9-9p1,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Mono River (FR),J M Sheridan,0,D Hogan,6th,1 3/4 l,4,9-9tp1,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Dontgowithjoe (IRE),J A Heffernan,0,M J Browne,5th,1/2 l,4,9-9,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Quatrain (IRE),W J Lee,0,H De Bromhead,4th,Neck,4,9-4,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Winsome (FR),J Pietropaolo,7,J P O'Brien,3rd,1 1/4 l,4,9-4,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Colugo (IRE),L T McAteer,0,J M Barrett,2nd,1/2 l,4,9-4,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Albion Power (IRE),Adam Caffrey,3,K H Clarke,1st,N/A,4,9-9,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Onemorestar (IRE),G M Ryan,0,J Motherway,NR,N/A,4,9-4,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Abiding Star (IRE),C D Hayes,0,John Hayes,NR,N/A,4,9-4,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Certified Freak (IRE),L F Roche,0,E Sheehy,13th,10 l,4,9-4t,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Barney McGee (IRE),R Donaghue-Leahy,7,J F O'Shea,12th,11 l,4,9-9,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Clifton Light (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,11th,3 1/2 l,4,9-4,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Accompanist (IRE),B M Coen,0,A Kinirons,10th,Neck,4,9-4h,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Red Hugh O'Donnell (IRE),D S O'Sullivan,7,G Scott,9th,1 l,4,9-9tp,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Arcoiris,N M Crosse,0,M J Browne,8th,Short Head,4,9-4,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Maharajjah (IRE),C D Hayes,0,J F Levins,7th,2 3/4 l,4,9-9p1,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Mono River (FR),J M Sheridan,0,D Hogan,6th,1 3/4 l,4,9-9tp1,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Dontgowithjoe (IRE),J A Heffernan,0,M J Browne,5th,1/2 l,4,9-9,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Quatrain (IRE),W J Lee,0,H De Bromhead,4th,Neck,4,9-4,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Winsome (FR),J Pietropaolo,7,J P O'Brien,3rd,1 1/4 l,4,9-4,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Colugo (IRE),L T McAteer,0,J M Barrett,2nd,1/2 l,4,9-4,-,True,162,30
Dundalk Racing Results | 21st February 2025 17:30,N/A,17:30,Standard,7f,Albion Power (IRE),Adam Caffrey,3,K H Clarke,1st,N/A,4,9-9,-,True,162,30
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Free Solo (IRE),L F Roche,0,P J F Murphy,NR,N/A,8,10-0,68,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Thompson Gunner (IRE),J A Heffernan,0,Cian Hughes,13th,1 1/2 l,4,9-13,67,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Sarmiento Power (IRE),R C Colgan,0,M J Smith,12th,5 1/2 l,4,9-3,57,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Hemight (IRE),D J O'Connor,10,P F O'Donnell,11th,3 3/4 l,4,9-6,60,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Jazzy Dancer (IRE),D S O'Sullivan,7,W J Martin,10th,Head,7,9-8p,62,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Nika Pika (IRE),K J Leonard,0,N C Kelly,9th,Short Head,4,9-11,65,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Brains (IRE),Nicola Burns,7,R Donohoe,8th,1 1/4 l,9,9-10tb,64,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Little Keilee (IRE),Adam Caffrey,3,Ciaran Murphy,7th,1/2 l,5,10-1,69,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,An Laochmor (IRE),N M Crosse,0,J G Coogan,6th,Neck,4,9-2,56,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Winemaker (FR),G M Ryan,0,D Dias,5th,Short Head,5,9-5,59,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Senado Square,A Browne-Souza,10,A Slattery,4th,3/4 l,5,9-9,63,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Punk Poet (IRE),C D Hayes,0,E Lynam,3rd,2 1/2 l,8,10-1t,69,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Little Empire (IRE),L T McAteer,0,A McCann,2nd,2 1/2 l,5,10-2,70,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Clonmacash,S Coen,7,A McGuinness,1st,N/A,4,9-10v,64,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Free Solo (IRE),L F Roche,0,P J F Murphy,NR,N/A,8,10-0,68,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Thompson Gunner (IRE),J A Heffernan,0,Cian Hughes,13th,1 1/2 l,4,9-13,67,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Sarmiento Power (IRE),R C Colgan,0,M J Smith,12th,5 1/2 l,4,9-3,57,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Hemight (IRE),D J O'Connor,10,P F O'Donnell,11th,3 3/4 l,4,9-6,60,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Jazzy Dancer (IRE),D S O'Sullivan,7,W J Martin,10th,Head,7,9-8p,62,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Nika Pika (IRE),K J Leonard,0,N C Kelly,9th,Short Head,4,9-11,65,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Brains (IRE),Nicola Burns,7,R Donohoe,8th,1 1/4 l,9,9-10tb,64,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Little Keilee (IRE),Adam Caffrey,3,Ciaran Murphy,7th,1/2 l,5,10-1,69,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,An Laochmor (IRE),N M Crosse,0,J G Coogan,6th,Neck,4,9-2,56,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Winemaker (FR),G M Ryan,0,D Dias,5th,Short Head,5,9-5,59,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Senado Square,A Browne-Souza,10,A Slattery,4th,3/4 l,5,9-9,63,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Punk Poet (IRE),C D Hayes,0,E Lynam,3rd,2 1/2 l,8,10-1t,69,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Little Empire (IRE),L T McAteer,0,A McCann,2nd,2 1/2 l,5,10-2,70,True,162,31
Dundalk Racing Results | 21st February 2025 18:00,N/A,18:00,Standard,7f,Clonmacash,S Coen,7,A McGuinness,1st,N/A,4,9-10v,64,True,162,31
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Madam Zen (IRE),R P Cleary,0,A McGuinness,11th,2 3/4 l,3,9-3,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Alumni Lia (IRE),J Cleary,5,A Murray,10th,1 l,3,9-3t1,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Mischievous Millie (IRE),J M Sheridan,0,Ciaran Murphy,9th,4 1/4 l,3,9-3h1,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Snapretend (IRE),N M Crosse,0,J P O'Brien,8th,1/2 l,3,9-3,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Electric Beauty (IRE),J J G Ryan,3,K J Condon,7th,1/2 l,3,9-3,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Alice Monet (IRE),L F Roche,0,D K Weld,6th,Head,3,9-3,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Faithlegg Lodge,B M Coen,0,H De Bromhead,5th,1 1/4 l,3,9-3,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Sottsands (IRE),Adam Caffrey,3,A McGuinness,4th,1 1/4 l,3,9-3v1,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Sweet Bay (IRE),M P Sheehy,0,J P O'Brien,3rd,1 1/4 l,3,9-3t,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Bella Isabella (IRE),C D Hayes,0,D K Weld,2nd,5 1/2 l,3,9-3,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,California Dreamer,W M Lordan,0,A Murray,1st,N/A,3,9-3,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Madam Zen (IRE),R P Cleary,0,A McGuinness,11th,2 3/4 l,3,9-3,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Alumni Lia (IRE),J Cleary,5,A Murray,10th,1 l,3,9-3t1,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Mischievous Millie (IRE),J M Sheridan,0,Ciaran Murphy,9th,4 1/4 l,3,9-3h1,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Snapretend (IRE),N M Crosse,0,J P O'Brien,8th,1/2 l,3,9-3,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Electric Beauty (IRE),J J G Ryan,3,K J Condon,7th,1/2 l,3,9-3,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Alice Monet (IRE),L F Roche,0,D K Weld,6th,Head,3,9-3,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Faithlegg Lodge,B M Coen,0,H De Bromhead,5th,1 1/4 l,3,9-3,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Sottsands (IRE),Adam Caffrey,3,A McGuinness,4th,1 1/4 l,3,9-3v1,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Sweet Bay (IRE),M P Sheehy,0,J P O'Brien,3rd,1 1/4 l,3,9-3t,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,Bella Isabella (IRE),C D Hayes,0,D K Weld,2nd,5 1/2 l,3,9-3,-,True,162,32
Dundalk Racing Results | 21st February 2025 18:30,N/A,18:30,Standard,1m,California Dreamer,W M Lordan,0,A Murray,1st,N/A,3,9-3,-,True,162,32
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Proleek Prince (IRE),W M Lordan,0,M Rice,11th,10 l,5,9-0,81,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Glen Princess (IRE),Aileen O'Sullivan,7,K H Clarke,10th,1 1/4 l,4,8-8tb,75,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Bucaneer's Spirit (IRE),J J G Ryan,3,J Davison,9th,Head,4,9-2b1,83,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Hightimeyouwon,J Cleary,5,Stephen Thorne,8th,3/4 l,9,9-13b,94,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Migdam (FR),C D Hayes,0,A McGuinness,7th,Neck,6,8-13v,80,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,I Am Superman (IRE),L F Roche,0,M O'Callaghan,6th,Head,9,10-4t,99,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Perfect Judgement (IRE),J Kearney,5,Stephen Thorne,5th,Nose,4,9-11b,92,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Cheers Again,Nicola Burns,7,P W Flynn,4th,1/2 l,6,9-5,86,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Catch The Paddy (IRE),R M Mulligan,7,P J McKenna,3rd,1/2 l,5,9-6,87,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Final Voyage (IRE),B M Coen,0,J P Murtagh,2nd,3/4 l,7,9-12,93,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Exquisite Acclaim (IRE),Adam Caffrey,3,A McGuinness,1st,N/A,6,9-8p,89,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Proleek Prince (IRE),W M Lordan,0,M Rice,11th,10 l,5,9-0,81,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Glen Princess (IRE),Aileen O'Sullivan,7,K H Clarke,10th,1 1/4 l,4,8-8tb,75,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Bucaneer's Spirit (IRE),J J G Ryan,3,J Davison,9th,Head,4,9-2b1,83,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Hightimeyouwon,J Cleary,5,Stephen Thorne,8th,3/4 l,9,9-13b,94,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Migdam (FR),C D Hayes,0,A McGuinness,7th,Neck,6,8-13v,80,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,I Am Superman (IRE),L F Roche,0,M O'Callaghan,6th,Head,9,10-4t,99,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Perfect Judgement (IRE),J Kearney,5,Stephen Thorne,5th,Nose,4,9-11b,92,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Cheers Again,Nicola Burns,7,P W Flynn,4th,1/2 l,6,9-5,86,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Catch The Paddy (IRE),R M Mulligan,7,P J McKenna,3rd,1/2 l,5,9-6,87,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Final Voyage (IRE),B M Coen,0,J P Murtagh,2nd,3/4 l,7,9-12,93,True,162,33
Dundalk Racing Results | 21st February 2025 19:00,N/A,19:00,Standard,1m,Exquisite Acclaim (IRE),Adam Caffrey,3,A McGuinness,1st,N/A,6,9-8p,89,True,162,33
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Suityourselfboss (IRE),P A Harnett,0,M J Browne,NR,N/A,6,9-4,53,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Ali's Court (IRE),P A Harnett,0,M A Cahill,14th,26 l,4,8-12p1,47,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Sayfa Fad (IRE),Sorcha Woods,4,J Geoghegan,13th,1 3/4 l,4,8-13,48,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Albion Princess,R Donaghue-Leahy,4,D Kinsella,12th,8 l,6,8-12ht,47,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Rock Basher (IRE),W Joyce,0,S Crawley,11th,4 1/4 l,6,9-2,51,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Jazz Forever (IRE),J Cleary,0,P W Flynn,10th,2 l,5,10-2,65,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Zahee (IRE),R M Mulligan,2,J C McConnell,9th,1 l,10,9-0ht,49,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Streetscape,J Pietropaolo,7,E McCarthy,8th,1/2 l,6,9-2b1,51,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Tyder (IRE),J S Dalton,7,A Slattery,7th,1 3/4 l,4,9-1,50,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Signor Ferrari (IRE),Nicola Burns,4,P J F Murphy,6th,Neck,4,10-9,72,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Highland King (IRE),C D Fahy,7,J C McConnell,5th,2 3/4 l,6,9-9p,58,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Doctor Grace (IRE),J Kearney,0,A McGuinness,4th,Neck,5,9-11p,60,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Latin (IRE),D J O'Connor,7,D Hogan,3rd,3/4 l,4,9-4p,53,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Ranko Express (IRE),S Coen,7,A Slattery,2nd,4 1/4 l,5,10-0,63,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Darkened (IRE),D S O'Sullivan,7,N C Kelly,1st,N/A,9,9-7tb,56,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Suityourselfboss (IRE),P A Harnett,0,M J Browne,NR,N/A,6,9-4,53,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Ali's Court (IRE),P A Harnett,0,M A Cahill,14th,26 l,4,8-12p1,47,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Sayfa Fad (IRE),Sorcha Woods,4,J Geoghegan,13th,1 3/4 l,4,8-13,48,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Albion Princess,R Donaghue-Leahy,4,D Kinsella,12th,8 l,6,8-12ht,47,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Rock Basher (IRE),W Joyce,0,S Crawley,11th,4 1/4 l,6,9-2,51,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Jazz Forever (IRE),J Cleary,0,P W Flynn,10th,2 l,5,10-2,65,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Zahee (IRE),R M Mulligan,2,J C McConnell,9th,1 l,10,9-0ht,49,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Streetscape,J Pietropaolo,7,E McCarthy,8th,1/2 l,6,9-2b1,51,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Tyder (IRE),J S Dalton,7,A Slattery,7th,1 3/4 l,4,9-1,50,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Signor Ferrari (IRE),Nicola Burns,4,P J F Murphy,6th,Neck,4,10-9,72,True,162,34
Dundalk Racing Results | 21st February 2025 19:30,N/A,19:30,Standard,1m 2f 150y,Highland King (IRE),C D Fahy,7,J C McConnell,5th,2 3/4 l,6,9-9p,58,True,162,34
