track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Eruption (IRE),L. F. Roche,0,Matthew J. Smith,13th,4 3/4 l,4,8-13b,47,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Sister Lola (IRE),J. M. Sheridan,0,James McAuley,12th,1 1/4 l,6,8-13tp,47,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Ever Rock (IRE),Declan McDonogh,0,J. J. Lambe,11th,Neck,7,9-0,48,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,My Little Tip (IRE),Shane Foley,0,James McAuley,10th,1/2 l,4,9-7tp,55,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Miltonia (USA),R. Whearty,5,M. Halford & T. Collins,9th,Head,4,8-13t1,47,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Catherine Chroi (IRE),G. P. Halpin,0,Ms Claire O'Connell,8th,1 1/4 l,5,8-13b,47,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Adams Barbour (IRE),Siobhan Rutledge,3,L. Smyth,7th,Head,6,10-2tb,64,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Darcy's Rock,Seamie Heffernan,0,J. J. Lambe,6th,1/2 l,4,8-13,47,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Kuwait Direction (IRE),G. M. Ryan,0,Keith Henry Clarke,5th,1 1/4 l,6,9-0,48,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Hero Of The Hour,C. D. Hayes,0,G. A. Kingston,4th,3/4 l,6,9-9b,57,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Pulse Of Shanghai (IRE),C. T. Keane,0,James McAuley,3rd,1 1/4 l,7,9-4tb,52,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Lockdown,S. R. Markey,10,Anthony McCann,2nd,Head,5,9-12t,60,True,88,7
Dundalk Racing Results | 27th October 2023 18:00,N/A,18:00,Standard,6f,Empress Of Bough (IRE),R. P. Cleary,0,Anthony McCann,1st,N/A,4,8-13,47,True,88,7
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Valentino Express (IRE),J. A. Powell,3,D. J. Bunyan & G. O'Leary,10th,5 1/2 l,2,9-6t,74,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Seven Eleven,D. W. O'Connor,0,J. F. Levins,9th,6 l,2,9-1,69,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Buddy Batt (IRE),D. N. Curran,7,D. J. Bunyan & G. O'Leary,8th,Head,2,9-12,80,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Blame Thechampagne (IRE),Shane Foley,0,Mrs J. Harrington,7th,Nose,2,9-9p1,77,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Milliethemollie (IRE),L. F. Roche,0,Miss Jennifer Anne Lynch,6th,3/4 l,2,8-12ht,66,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Harry The Rogue (IRE),Ben Martin Coen,0,A. Slattery,5th,1/2 l,2,9-2,70,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Clonmacash,William James Lee,0,Miss Natalia Lupini,4th,1 1/4 l,2,9-5b,73,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Mary Shoelaces (IRE),C. D. Hayes,0,Eddie & Patrick Harty,3rd,2 l,2,8-9,63,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Moral Turpitude (IRE),Oisin McSweeney,5,Daniel James Murphy,2nd,1/2 l,2,9-4p1,72,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Scorchio (IRE),Wesley Joyce,7,Jack W. Davison,1st,N/A,2,8-9p,63,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Valentino Express (IRE),J. A. Powell,3,D. J. Bunyan & G. O'Leary,10th,5 1/2 l,2,9-6t,74,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Seven Eleven,D. W. O'Connor,0,J. F. Levins,9th,6 l,2,9-1,69,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Buddy Batt (IRE),D. N. Curran,7,D. J. Bunyan & G. O'Leary,8th,Head,2,9-12,80,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Blame Thechampagne (IRE),Shane Foley,0,Mrs J. Harrington,7th,Nose,2,9-9p1,77,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Milliethemollie (IRE),L. F. Roche,0,Miss Jennifer Anne Lynch,6th,3/4 l,2,8-12ht,66,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Harry The Rogue (IRE),Ben Martin Coen,0,A. Slattery,5th,1/2 l,2,9-2,70,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Clonmacash,William James Lee,0,Miss Natalia Lupini,4th,1 1/4 l,2,9-5b,73,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Mary Shoelaces (IRE),C. D. Hayes,0,Eddie & Patrick Harty,3rd,2 l,2,8-9,63,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Moral Turpitude (IRE),Oisin McSweeney,5,Daniel James Murphy,2nd,1/2 l,2,9-4p1,72,True,88,8
Dundalk Racing Results | 27th October 2023 18:30,N/A,18:30,Standard,5f,Scorchio (IRE),Wesley Joyce,7,Jack W. Davison,1st,N/A,2,8-9p,63,True,88,8
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Twilight Jet (IRE),L. F. Roche,0,M. D. O'Callaghan,12th,1 l,4,10-0b,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Ano Syra (IRE),Ben Martin Coen,0,J. J. Feane,11th,1 1/4 l,4,9-11,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Pillow Talk (IRE),C. D. Hayes,0,K. R. Burke,10th,Neck,3,9-11v,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Lady Tilbury,Oisin James Orr,0,David Marnane,9th,Head,3,9-11,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Harry's Bar,C. J. MacRedmond,0,Adrian McGuinness,8th,Head,8,10-0tp,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Big Gossey (IRE),R. Whearty,0,Charles O'Brien,7th,1/2 l,6,10-0,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Alabama (IRE),C. T. Keane,0,Aidan O'Brien,6th,1/2 l,2,8-10tb,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Arnhem (IRE),G. M. Ryan,0,M. G. Quinn,5th,1/2 l,7,10-0,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Queen Me (IRE),Declan McDonogh,0,Kevin Ryan,4th,Head,3,9-11p1,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,The Highway Rat (IRE),William James Lee,0,Andrew Oliver,3rd,Short Head,5,10-0,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Bouttemont (IRE),D. B. McMonagle,0,Y. Barberot,2nd,2 1/4 l,5,10-0tp,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Dun Na Sead (IRE),Oisin McSweeney,0,Daniel James Murphy,1st,N/A,4,9-11,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Twilight Jet (IRE),L. F. Roche,0,M. D. O'Callaghan,12th,1 l,4,10-0b,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Ano Syra (IRE),Ben Martin Coen,0,J. J. Feane,11th,1 1/4 l,4,9-11,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Pillow Talk (IRE),C. D. Hayes,0,K. R. Burke,10th,Neck,3,9-11v,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Lady Tilbury,Oisin James Orr,0,David Marnane,9th,Head,3,9-11,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Harry's Bar,C. J. MacRedmond,0,Adrian McGuinness,8th,Head,8,10-0tp,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Big Gossey (IRE),R. Whearty,0,Charles O'Brien,7th,1/2 l,6,10-0,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Alabama (IRE),C. T. Keane,0,Aidan O'Brien,6th,1/2 l,2,8-10tb,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Arnhem (IRE),G. M. Ryan,0,M. G. Quinn,5th,1/2 l,7,10-0,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Queen Me (IRE),Declan McDonogh,0,Kevin Ryan,4th,Head,3,9-11p1,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,The Highway Rat (IRE),William James Lee,0,Andrew Oliver,3rd,Short Head,5,10-0,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Bouttemont (IRE),D. B. McMonagle,0,Y. Barberot,2nd,2 1/4 l,5,10-0tp,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:00,N/A,19:00,Standard,5f,Dun Na Sead (IRE),Oisin McSweeney,0,Daniel James Murphy,1st,N/A,4,9-11,-,True,88,9
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Mrs Haggerston,J. M. Sheridan,0,J. A. Stack,13th,3/4 l,2,9-3,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Second Princess (IRE),N. M. Crosse,0,Luke Comer,12th,6 l,2,8-9,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Suilleabhain (IRE),D. B. McMonagle,0,Kieran Patrick Cotter,11th,Nose,2,9-2,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Zenato (IRE),J. A. Powell,3,Henry de Bromhead,10th,2 3/4 l,2,9-4,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Centuria (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,9th,Head,2,9-1b1,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Emphasis (IRE),Seamie Heffernan,0,Aidan O'Brien,8th,1/2 l,2,9-6b1,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Sinbad My Dad (IRE),R. Whearty,5,Seamus Fahey,7th,Neck,2,9-0p,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Pagan Sun (FR),William James Lee,0,P. Twomey,6th,Nose,2,9-8,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Chicago Fireball (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,Short Head,2,9-6,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Lady Doris (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,4th,1 1/4 l,2,9-1,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Heliogabalus (IRE),Shane Foley,0,Mrs J. Harrington,3rd,1/2 l,2,9-2,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Rothstein (IRE),G. F. Carroll,0,Noel Meade,2nd,1/2 l,2,9-6,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Soldier's Empire (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,2,9-6,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Mrs Haggerston,J. M. Sheridan,0,J. A. Stack,13th,3/4 l,2,9-3,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Second Princess (IRE),N. M. Crosse,0,Luke Comer,12th,6 l,2,8-9,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Suilleabhain (IRE),D. B. McMonagle,0,Kieran Patrick Cotter,11th,Nose,2,9-2,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Zenato (IRE),J. A. Powell,3,Henry de Bromhead,10th,2 3/4 l,2,9-4,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Centuria (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,9th,Head,2,9-1b1,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Emphasis (IRE),Seamie Heffernan,0,Aidan O'Brien,8th,1/2 l,2,9-6b1,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Sinbad My Dad (IRE),R. Whearty,5,Seamus Fahey,7th,Neck,2,9-0p,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Pagan Sun (FR),William James Lee,0,P. Twomey,6th,Nose,2,9-8,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Chicago Fireball (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,Short Head,2,9-6,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Lady Doris (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,4th,1 1/4 l,2,9-1,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Heliogabalus (IRE),Shane Foley,0,Mrs J. Harrington,3rd,1/2 l,2,9-2,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Rothstein (IRE),G. F. Carroll,0,Noel Meade,2nd,1/2 l,2,9-6,-,True,88,10
Dundalk Racing Results | 27th October 2023 19:30,N/A,19:30,Standard,1m,Soldier's Empire (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,2,9-6,-,True,88,10
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Casapulla (IRE),C. D. Hayes,0,Eddie & Patrick Harty,14th,1 1/4 l,2,9-6,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Seas And Oceans (IRE),L. F. Roche,0,E. J. O'Neill,13th,1 3/4 l,2,9-6,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Old Mexican (IRE),N. M. Crosse,0,Luke Comer,12th,2 1/4 l,2,9-0,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Puente Romano,D. B. McMonagle,0,Joseph Patrick O'Brien,11th,1/2 l,2,9-8t1,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Wonderwalk (IRE),G. P. Halpin,0,Andrew McNamara,10th,1/2 l,2,8-13,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Miami Sunshine (USA),J. A. Powell,3,Adrian Murray,9th,1 l,2,8-9,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Benvoy (IRE),William James Lee,0,Henry de Bromhead,8th,1/2 l,2,9-6,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Presence (IRE),Shane Foley,0,Mrs J. Harrington,7th,1 1/2 l,2,9-1,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Solomon Coop (IRE),Seamie Heffernan,0,Miss Natalia Lupini,6th,1 1/4 l,2,9-4,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Cherry Wild (IRE),K. J. Leonard,0,Donnacha Aidan O'Brien,5th,1/2 l,2,9-1,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Nine Lives (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,4th,Head,2,9-6,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Auguste Lumiere (IRE),R. P. Cleary,0,J. S. Bolger,3rd,Head,2,9-4,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Cuban Confusion,Oisin James Orr,0,David Marnane,2nd,1 1/2 l,2,9-8,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Keeper's Heart (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,2,9-6,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Casapulla (IRE),C. D. Hayes,0,Eddie & Patrick Harty,14th,1 1/4 l,2,9-6,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Seas And Oceans (IRE),L. F. Roche,0,E. J. O'Neill,13th,1 3/4 l,2,9-6,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Old Mexican (IRE),N. M. Crosse,0,Luke Comer,12th,2 1/4 l,2,9-0,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Puente Romano,D. B. McMonagle,0,Joseph Patrick O'Brien,11th,1/2 l,2,9-8t1,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Wonderwalk (IRE),G. P. Halpin,0,Andrew McNamara,10th,1/2 l,2,8-13,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Miami Sunshine (USA),J. A. Powell,3,Adrian Murray,9th,1 l,2,8-9,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Benvoy (IRE),William James Lee,0,Henry de Bromhead,8th,1/2 l,2,9-6,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Presence (IRE),Shane Foley,0,Mrs J. Harrington,7th,1 1/2 l,2,9-1,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Solomon Coop (IRE),Seamie Heffernan,0,Miss Natalia Lupini,6th,1 1/4 l,2,9-4,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Cherry Wild (IRE),K. J. Leonard,0,Donnacha Aidan O'Brien,5th,1/2 l,2,9-1,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Nine Lives (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,4th,Head,2,9-6,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Auguste Lumiere (IRE),R. P. Cleary,0,J. S. Bolger,3rd,Head,2,9-4,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Cuban Confusion,Oisin James Orr,0,David Marnane,2nd,1 1/2 l,2,9-8,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:00,N/A,20:00,Standard,1m,Keeper's Heart (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,2,9-6,-,True,88,11
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Barney Hyland (IRE),K. J. Leonard,0,W. J. Martin,14th,51 l,3,9-8,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Marys Call (IRE),G. P. Halpin,0,Paul Hennessy,13th,2 1/4 l,4,9-7,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,North Granada (IRE),C. D. Hayes,0,Luke Comer,12th,8 l,3,9-8,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,All Time Great (USA),Seamie Heffernan,0,Aidan O'Brien,11th,1 3/4 l,3,9-3b1,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Kalsman (IRE),C. D. Maxwell,0,Liam Lennon,10th,Nose,5,9-12,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Hollywood Star (IRE),N. M. Crosse,0,Luke Comer,9th,1 1/2 l,3,9-8,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Lady Danu (IRE),N. G. McCullagh,0,M. Halford & T. Collins,8th,12 l,7,9-7,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Keilah (IRE),R. P. Cleary,0,F. Flood,7th,1 l,3,9-3,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Dawn Rider (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,6th,2 l,3,9-3,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Pittsford (IRE),Ben Martin Coen,0,M. Halford & T. Collins,5th,1 1/2 l,3,9-8h1,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Apercu (IRE),William James Lee,0,Andrew Oliver,4th,1 1/4 l,3,9-3,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Saturn (IRE),Shane Foley,0,Mrs J. Harrington,3rd,3 1/4 l,3,9-8,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Shrewsbury Road (IRE),C. T. Keane,0,John Joseph Murphy,2nd,2 1/2 l,3,9-8,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Elegant Man (USA),M. P. Sheehy,0,Adrian Murray,1st,N/A,3,9-8,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Barney Hyland (IRE),K. J. Leonard,0,W. J. Martin,14th,51 l,3,9-8,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Marys Call (IRE),G. P. Halpin,0,Paul Hennessy,13th,2 1/4 l,4,9-7,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,North Granada (IRE),C. D. Hayes,0,Luke Comer,12th,8 l,3,9-8,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,All Time Great (USA),Seamie Heffernan,0,Aidan O'Brien,11th,1 3/4 l,3,9-3b1,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Kalsman (IRE),C. D. Maxwell,0,Liam Lennon,10th,Nose,5,9-12,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Hollywood Star (IRE),N. M. Crosse,0,Luke Comer,9th,1 1/2 l,3,9-8,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Lady Danu (IRE),N. G. McCullagh,0,M. Halford & T. Collins,8th,12 l,7,9-7,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Keilah (IRE),R. P. Cleary,0,F. Flood,7th,1 l,3,9-3,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Dawn Rider (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,6th,2 l,3,9-3,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Pittsford (IRE),Ben Martin Coen,0,M. Halford & T. Collins,5th,1 1/2 l,3,9-8h1,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Apercu (IRE),William James Lee,0,Andrew Oliver,4th,1 1/4 l,3,9-3,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Saturn (IRE),Shane Foley,0,Mrs J. Harrington,3rd,3 1/4 l,3,9-8,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Shrewsbury Road (IRE),C. T. Keane,0,John Joseph Murphy,2nd,2 1/2 l,3,9-8,-,True,88,12
Dundalk Racing Results | 27th October 2023 20:30,N/A,20:30,Standard,1m 2f 150y,Elegant Man (USA),M. P. Sheehy,0,Adrian Murray,1st,N/A,3,9-8,-,True,88,12
Galway Racing Results | 28th October 2023 13:57,N/A,13:57,Soft,2m 90y,Party Hard (IRE),Richard Deegan,0,Declan Queally,PU,N/A,3,10-7,-,True,88,13
Galway Racing Results | 28th October 2023 13:57,N/A,13:57,Soft,2m 90y,Better Choice (IRE),Patrick O'Hanlon,3,P. J. Rothwell,9th,22 l,3,10-7,-,True,88,13
Galway Racing Results | 28th October 2023 13:57,N/A,13:57,Soft,2m 90y,No Big Deal (IRE),S. D. Torrens,0,Charles O'Brien,8th,10 l,3,11-0,-,True,88,13
Galway Racing Results | 28th October 2023 13:57,N/A,13:57,Soft,2m 90y,Macinamillion (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,7th,3 3/4 l,3,11-0,-,True,88,13
Galway Racing Results | 28th October 2023 13:57,N/A,13:57,Soft,2m 90y,Van Demon (IRE),Sam Ewing,0,Noel Meade,6th,1 3/4 l,3,11-0,-,True,88,13
Galway Racing Results | 28th October 2023 13:57,N/A,13:57,Soft,2m 90y,Jeaniemacaroney (IRE),J. S. McGarvey,0,Joseph Patrick O'Brien,5th,4 l,3,10-7,-,True,88,13
Galway Racing Results | 28th October 2023 13:57,N/A,13:57,Soft,2m 90y,Expelliarmus (IRE),M. P. Walsh,0,Joseph Patrick O'Brien,4th,2 1/2 l,3,10-7,-,True,88,13
Galway Racing Results | 28th October 2023 13:57,N/A,13:57,Soft,2m 90y,Biggerthanbigtime (IRE),P. T. Smithers,7,Padraig Roche,3rd,5 l,3,11-0h,-,True,88,13
