track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tramore Racing Results | 31st May 2025 17:45,N/A,17:45,Yielding (Good In Places),2m 6f,Killinure Lass (IRE),J C Gainford,0,J P Dempsey,1st,N/A,8,11-9p,104,True,178,25
Tramore Racing Results | 31st May 2025 17:45,N/A,17:45,Yielding (Good In Places),2m 6f,U Asking Me (IRE),P T Enright,0,E Doyle,PU,N/A,8,10-7p,88,True,178,25
Tramore Racing Results | 31st May 2025 17:45,N/A,17:45,Yielding (Good In Places),2m 6f,Game And Glory (IRE),P J O'Hanlon,0,P J Rothwell,PU,N/A,9,10-5b,86,True,178,25
Tramore Racing Results | 31st May 2025 17:45,N/A,17:45,Yielding (Good In Places),2m 6f,Priory Park (IRE),D J O'Keeffe,0,E J O'Grady,PU,N/A,9,11-10p,105,True,178,25
Tramore Racing Results | 31st May 2025 17:45,N/A,17:45,Yielding (Good In Places),2m 6f,Portarlington (IRE),K M Donoghue,0,Ian Donoghue,6th,14 l,6,11-11tp,106,True,178,25
Tramore Racing Results | 31st May 2025 17:45,N/A,17:45,Yielding (Good In Places),2m 6f,Pipers Boreen (IRE),C Stone-Walsh,3,S Nolan,5th,13 l,7,11-12p,107,True,178,25
Tramore Racing Results | 31st May 2025 17:45,N/A,17:45,Yielding (Good In Places),2m 6f,The Little Yank (IRE),D E Mullins,0,J P Ryan,4th,1 1/4 l,10,11-3b,98,True,178,25
Tramore Racing Results | 31st May 2025 17:45,N/A,17:45,Yielding (Good In Places),2m 6f,I A Connect (IRE),Miss T Quail,7,Miss E McCutcheon,3rd,1/2 l,10,11-121,107,True,178,25
Tramore Racing Results | 31st May 2025 17:45,N/A,17:45,Yielding (Good In Places),2m 6f,Pebble Bleu (IRE),Mr M J Kenneally,7,C Motherway,2nd,1 l,6,11-8t,103,True,178,25
Tramore Racing Results | 31st May 2025 17:45,N/A,17:45,Yielding (Good In Places),2m 6f,Killinure Lass (IRE),J C Gainford,0,J P Dempsey,1st,N/A,8,11-9p,104,True,178,25
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Tennessee Titan (IRE),S F O'Keeffe,0,S Neville,PU,N/A,9,10-12,82,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Hit The Frame,C Stone-Walsh,3,J P Flavin,PU,N/A,6,10-13tp,83,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Ta Se Rua,S Fitzgerald,0,P J Healy,PU,N/A,12,11-9,93,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Milan Dollar Lady (IRE),P M O'Brien,7,T Hogan,PU,N/A,6,10-9tv,79,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Robin Elite (IRE),Anna McGuinness,7,E M O'Sullivan,PU,N/A,7,10-7,77,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Maid On The Moon,Ms H Phillips,7,Miss E Lalor,PU,N/A,8,12-0b,98,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Rock On Pedro (IRE),J J Slevin,0,E Doyle,8th,10 l,7,11-4tb,88,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Miners Bridge (IRE),P T Enright,0,S Curling,7th,Neck,8,11-11,95,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Well Loved (IRE),D J O'Keeffe,0,Paul Power,6th,2 1/2 l,8,10-9t,79,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Walk In Time (IRE),C M Quirke,3,D H Kelly,5th,1 1/4 l,8,11-3t,87,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Must Be Dreaming (IRE),J P Shinnick,3,G Ahern,4th,Head,8,11-13tp,97,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Early Arrival (IRE),K Callaghan,5,J Barcoe,3rd,8 1/2 l,10,10-12,82,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Roman Parish (IRE),D E Mullins,0,D M O'Brien,2nd,6 1/2 l,7,10-9tb,79,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Kyle Valley (IRE),T Power Roche,5,P J Rothwell,1st,N/A,7,10-13p,83,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Tennessee Titan (IRE),S F O'Keeffe,0,S Neville,PU,N/A,9,10-12,82,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Hit The Frame,C Stone-Walsh,3,J P Flavin,PU,N/A,6,10-13tp,83,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Ta Se Rua,S Fitzgerald,0,P J Healy,PU,N/A,12,11-9,93,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Milan Dollar Lady (IRE),P M O'Brien,7,T Hogan,PU,N/A,6,10-9tv,79,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Robin Elite (IRE),Anna McGuinness,7,E M O'Sullivan,PU,N/A,7,10-7,77,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Maid On The Moon,Ms H Phillips,7,Miss E Lalor,PU,N/A,8,12-0b,98,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Rock On Pedro (IRE),J J Slevin,0,E Doyle,8th,10 l,7,11-4tb,88,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Miners Bridge (IRE),P T Enright,0,S Curling,7th,Neck,8,11-11,95,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Well Loved (IRE),D J O'Keeffe,0,Paul Power,6th,2 1/2 l,8,10-9t,79,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Walk In Time (IRE),C M Quirke,3,D H Kelly,5th,1 1/4 l,8,11-3t,87,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Must Be Dreaming (IRE),J P Shinnick,3,G Ahern,4th,Head,8,11-13tp,97,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Early Arrival (IRE),K Callaghan,5,J Barcoe,3rd,8 1/2 l,10,10-12,82,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Roman Parish (IRE),D E Mullins,0,D M O'Brien,2nd,6 1/2 l,7,10-9tb,79,True,178,26
Tramore Racing Results | 31st May 2025 18:15,N/A,18:15,Yielding (Good In Places),2m 6f,Kyle Valley (IRE),T Power Roche,5,P J Rothwell,1st,N/A,7,10-13p,83,True,178,26
Tramore Racing Results | 31st May 2025 18:45,N/A,18:45,Good To Yielding,2m 50y,Accustomed (IRE),E Walsh,0,E D Delany,7th,25 l,5,11-4,-,True,178,27
Tramore Racing Results | 31st May 2025 18:45,N/A,18:45,Good To Yielding,2m 50y,Met Office (IRE),P T Enright,0,E Doyle,6th,8 l,8,11-12h,-,True,178,27
Tramore Racing Results | 31st May 2025 18:45,N/A,18:45,Good To Yielding,2m 50y,Deed Pole,J P Shinnick,3,T O'Brien,5th,15 l,5,11-12,-,True,178,27
Tramore Racing Results | 31st May 2025 18:45,N/A,18:45,Good To Yielding,2m 50y,Sea Of Doubt (IRE),D E Mullins,0,Ian Donoghue,4th,20 l,5,10-11,100,True,178,27
Tramore Racing Results | 31st May 2025 18:45,N/A,18:45,Good To Yielding,2m 50y,The Store Boy,D J O'Keeffe,0,H De Bromhead,3rd,1 3/4 l,5,11-4,-,True,178,27
Tramore Racing Results | 31st May 2025 18:45,N/A,18:45,Good To Yielding,2m 50y,Eye Of A Tiger (IRE),S F O'Keeffe,0,J P Ryan,2nd,1 3/4 l,5,10-11,-,True,178,27
Tramore Racing Results | 31st May 2025 18:45,N/A,18:45,Good To Yielding,2m 50y,Kainsbourg (FR),J C Gainford,0,G Elliott,1st,N/A,5,11-12tp1,122,True,178,27
Tramore Racing Results | 31st May 2025 18:45,N/A,18:45,Good To Yielding,2m 50y,Accustomed (IRE),E Walsh,0,E D Delany,7th,25 l,5,11-4,-,True,178,27
Tramore Racing Results | 31st May 2025 18:45,N/A,18:45,Good To Yielding,2m 50y,Met Office (IRE),P T Enright,0,E Doyle,6th,8 l,8,11-12h,-,True,178,27
Tramore Racing Results | 31st May 2025 18:45,N/A,18:45,Good To Yielding,2m 50y,Deed Pole,J P Shinnick,3,T O'Brien,5th,15 l,5,11-12,-,True,178,27
Tramore Racing Results | 31st May 2025 18:45,N/A,18:45,Good To Yielding,2m 50y,Sea Of Doubt (IRE),D E Mullins,0,Ian Donoghue,4th,20 l,5,10-11,100,True,178,27
Tramore Racing Results | 31st May 2025 18:45,N/A,18:45,Good To Yielding,2m 50y,The Store Boy,D J O'Keeffe,0,H De Bromhead,3rd,1 3/4 l,5,11-4,-,True,178,27
Tramore Racing Results | 31st May 2025 18:45,N/A,18:45,Good To Yielding,2m 50y,Eye Of A Tiger (IRE),S F O'Keeffe,0,J P Ryan,2nd,1 3/4 l,5,10-11,-,True,178,27
Tramore Racing Results | 31st May 2025 18:45,N/A,18:45,Good To Yielding,2m 50y,Kainsbourg (FR),J C Gainford,0,G Elliott,1st,N/A,5,11-12tp1,122,True,178,27
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Glendower,J J Slevin,0,E Doyle,11th,30 l,4,11-8t1,100,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Bold Brook (IRE),D J O'Keeffe,0,Miss D O'Shea,10th,Head,7,11-10,96,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Miss Oreo (IRE),J C Gainford,0,J J Hanlon,9th,9 1/2 l,7,12-0,100,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Benzine,S Fitzgerald,0,J Morrison,8th,6 l,6,11-11,97,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Chartwell's Lady,P M O'Brien,7,D A McLoughlin,7th,2 l,4,11-1tp1,93,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Kentucky Bluebird (IRE),K M Donoghue,0,G P Cromwell,6th,5 1/2 l,4,11-4,96,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Monnow Valley,S Cleary-Farrell,7,P Cluskey,5th,11 l,5,10-0t,72,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Surviving Murmansk (IRE),S F O'Keeffe,0,J Barcoe,4th,1/2 l,7,10-0,72,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Applejack Poet (IRE),Mr B T Stone,7,Liz Doyle,3rd,13 l,8,11-3,89,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Bright N Shine (IRE),J P Shinnick,3,T O'Brien,2nd,10 l,5,11-7t,93,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,May Call You Back,B Hayes,0,W P Mullins,1st,N/A,7,10-9,81,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Glendower,J J Slevin,0,E Doyle,11th,30 l,4,11-8t1,100,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Bold Brook (IRE),D J O'Keeffe,0,Miss D O'Shea,10th,Head,7,11-10,96,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Miss Oreo (IRE),J C Gainford,0,J J Hanlon,9th,9 1/2 l,7,12-0,100,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Benzine,S Fitzgerald,0,J Morrison,8th,6 l,6,11-11,97,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Chartwell's Lady,P M O'Brien,7,D A McLoughlin,7th,2 l,4,11-1tp1,93,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Kentucky Bluebird (IRE),K M Donoghue,0,G P Cromwell,6th,5 1/2 l,4,11-4,96,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Monnow Valley,S Cleary-Farrell,7,P Cluskey,5th,11 l,5,10-0t,72,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Surviving Murmansk (IRE),S F O'Keeffe,0,J Barcoe,4th,1/2 l,7,10-0,72,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Applejack Poet (IRE),Mr B T Stone,7,Liz Doyle,3rd,13 l,8,11-3,89,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,Bright N Shine (IRE),J P Shinnick,3,T O'Brien,2nd,10 l,5,11-7t,93,True,178,28
Tramore Racing Results | 31st May 2025 19:15,N/A,19:15,Good To Yielding,2m 50y,May Call You Back,B Hayes,0,W P Mullins,1st,N/A,7,10-9,81,True,178,28
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Doyentohurl (IRE),H Morgan,0,E Griffin,UR,N/A,5,11-5h,-,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Niamhie (IRE),Niall Moore,5,P Cluskey,PU,N/A,5,11-5,-,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Scodar (FR),S Cleary-Farrell,7,J M Barrett,PU,N/A,5,11-12,-,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Yarraman Makarrata (IRE),P Cleary,7,G Elliott,7th,1/2 l,5,11-12,100,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,On Cloud Wine,D E Mullins,0,W P Mullins,6th,44 l,6,11-12,-,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Hillstar Blues (IRE),D J Power,7,S Aherne,5th,3 l,4,11-4,-,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Kotkito Bello (FR),T Power Roche,5,P J Rothwell,4th,4 1/4 l,5,11-12,-,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Positive Mindset (IRE),P T Enright,0,Leonard Flynn,3rd,8 1/2 l,7,11-5p,75,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Ellis Mor (IRE),B Hayes,0,W P Mullins,2nd,3/4 l,5,11-12,-,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Sunset Boulevard (IRE),S F O'Keeffe,0,W P Mullins,1st,N/A,5,11-12,-,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Doyentohurl (IRE),H Morgan,0,E Griffin,UR,N/A,5,11-5h,-,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Niamhie (IRE),Niall Moore,5,P Cluskey,PU,N/A,5,11-5,-,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Scodar (FR),S Cleary-Farrell,7,J M Barrett,PU,N/A,5,11-12,-,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Yarraman Makarrata (IRE),P Cleary,7,G Elliott,7th,1/2 l,5,11-12,100,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,On Cloud Wine,D E Mullins,0,W P Mullins,6th,44 l,6,11-12,-,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Hillstar Blues (IRE),D J Power,7,S Aherne,5th,3 l,4,11-4,-,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Kotkito Bello (FR),T Power Roche,5,P J Rothwell,4th,4 1/4 l,5,11-12,-,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Positive Mindset (IRE),P T Enright,0,Leonard Flynn,3rd,8 1/2 l,7,11-5p,75,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Ellis Mor (IRE),B Hayes,0,W P Mullins,2nd,3/4 l,5,11-12,-,True,178,29
Tramore Racing Results | 31st May 2025 19:45,N/A,19:45,Good To Yielding,2m 5f 175y,Sunset Boulevard (IRE),S F O'Keeffe,0,W P Mullins,1st,N/A,5,11-12,-,True,178,29
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Free From Bree (IRE),Mr T P Aherne,7,E M O'Sullivan,10th,39 l,6,11-11,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Cinnabar Moth (IRE),Mr B T Stone,7,Liz Doyle,9th,2 1/2 l,4,11-5h1,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,For My Mother (IRE),Mr D Kiely,7,J Queally,8th,14 l,5,11-11,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Cool Summer (IRE),Mr B O'Neill,0,Miss H McLoughlin,7th,3/4 l,5,11-11h1,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Kates Choice (IRE),Mr E P O'Brien,5,J J Mangan,6th,5 1/2 l,5,11-11,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Likealightswitch (IRE),Mr M J Kenneally,7,C Motherway,5th,1 1/4 l,4,11-5,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Tricksofthetrade (IRE),Mr J M Halford,7,E Mullins,4th,1 1/2 l,5,11-11,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Fraher Field (IRE),Mr J L Gleeson,0,John E & Kiely,3rd,1 l,5,11-11,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Crossbar Getaway (IRE),Mr H C Swan,0,G Elliott,2nd,4 1/2 l,5,11-11,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Early Bird (IRE),Mr A P Ryan,7,Jonathan Sweeney,1st,N/A,6,11-11,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Free From Bree (IRE),Mr T P Aherne,7,E M O'Sullivan,10th,39 l,6,11-11,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Cinnabar Moth (IRE),Mr B T Stone,7,Liz Doyle,9th,2 1/2 l,4,11-5h1,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,For My Mother (IRE),Mr D Kiely,7,J Queally,8th,14 l,5,11-11,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Cool Summer (IRE),Mr B O'Neill,0,Miss H McLoughlin,7th,3/4 l,5,11-11h1,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Kates Choice (IRE),Mr E P O'Brien,5,J J Mangan,6th,5 1/2 l,5,11-11,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Likealightswitch (IRE),Mr M J Kenneally,7,C Motherway,5th,1 1/4 l,4,11-5,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Tricksofthetrade (IRE),Mr J M Halford,7,E Mullins,4th,1 1/2 l,5,11-11,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Fraher Field (IRE),Mr J L Gleeson,0,John E & Kiely,3rd,1 l,5,11-11,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Crossbar Getaway (IRE),Mr H C Swan,0,G Elliott,2nd,4 1/2 l,5,11-11,-,True,178,30
Tramore Racing Results | 31st May 2025 20:15,N/A,20:15,Good To Yielding ace (Turf),2m 50y,Early Bird (IRE),Mr A P Ryan,7,Jonathan Sweeney,1st,N/A,6,11-11,-,True,178,30
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Monocle Rocket (IRE),A J Slattery,0,H De Bromhead,14th,3/4 l,2,9-0,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Invincible Rocket (IRE),C D Hayes,0,G P Cromwell,13th,1 1/2 l,2,8-9,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Hooves Your Daddy (IRE),K G Kennedy,5,J P Fahey,12th,Neck,2,8-9,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Sovereign Thought (IRE),G M Ryan,0,Donnacha O'Brien,11th,2 l,2,9-2h1,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Lyrae's Luck (IRE),G F Carroll,0,A McNamara,10th,2 l,2,9-4,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Sapphire Dream (IRE),B M Coen,0,A Slattery,9th,4 1/4 l,2,9-2h1,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Gooddayatblackrock (IRE),R Whearty,3,G P Cromwell,8th,2 3/4 l,2,8-9,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Neolithic (IRE),M Crehan,3,A P O'Brien,7th,2 l,2,9-6,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Elora Prince (IRE),P A Harnett,5,K P Cotter,6th,1/2 l,2,9-0,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Summer Is Tomorrow (IRE),D McMonagle,0,J P O'Brien,5th,3 1/2 l,2,9-4,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Echo Of Faith (IRE),S Foley,0,Mrs J Harrington,4th,4 l,2,9-4,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Yours Sincerely (IRE),R P Cleary,0,A McGuinness,3rd,7 1/2 l,2,8-9,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Fresh Fade (IRE),C T Keane,0,M O'Callaghan,2nd,3/4 l,2,9-2,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Gavoo (IRE),L T McAteer,0,D Marnane,1st,N/A,2,9-0,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Monocle Rocket (IRE),A J Slattery,0,H De Bromhead,14th,3/4 l,2,9-0,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Invincible Rocket (IRE),C D Hayes,0,G P Cromwell,13th,1 1/2 l,2,8-9,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Hooves Your Daddy (IRE),K G Kennedy,5,J P Fahey,12th,Neck,2,8-9,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Sovereign Thought (IRE),G M Ryan,0,Donnacha O'Brien,11th,2 l,2,9-2h1,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Lyrae's Luck (IRE),G F Carroll,0,A McNamara,10th,2 l,2,9-4,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Sapphire Dream (IRE),B M Coen,0,A Slattery,9th,4 1/4 l,2,9-2h1,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Gooddayatblackrock (IRE),R Whearty,3,G P Cromwell,8th,2 3/4 l,2,8-9,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Neolithic (IRE),M Crehan,3,A P O'Brien,7th,2 l,2,9-6,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Elora Prince (IRE),P A Harnett,5,K P Cotter,6th,1/2 l,2,9-0,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Summer Is Tomorrow (IRE),D McMonagle,0,J P O'Brien,5th,3 1/2 l,2,9-4,-,True,178,31
Listowel Racing Results | 1st June 2025 14:02,N/A,14:02,Good To Yielding (Yielding In Places),6f 60y,Echo Of Faith (IRE),S Foley,0,Mrs J Harrington,4th,4 l,2,9-4,-,True,178,31
