track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Annalough (IRE),A M King,7,M M McNiff,10th,8 l,5,10-3t,75,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Kinbara Hills (IRE),Ms E Dunseath,7,S Wilson,9th,3 1/2 l,6,11-6,92,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Miss Gitana (IRE),J W Kennedy,0,G Elliott,8th,1 1/4 l,4,11-8,97,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Dream Shaper (IRE),D King,0,I Madden,7th,Neck,6,11-9p1,95,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Chancer Dancer (IRE),A Harvey,5,N C Kelly,6th,7 l,8,11-1,87,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Moulane West (IRE),P M O'Brien,5,M M McNiff,5th,Neck,9,11-11t,97,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Dontdooddson (FR),P T Enright,0,D Collins,4th,2 1/4 l,12,10-5,77,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Shing Shilla (IRE),S O'Callaghan,5,A Sexton,3rd,1/2 l,5,10-3h1,75,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Lodilomoco (IRE),J J Slevin,0,J P Ryan,2nd,2 1/2 l,7,11-7,93,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Torquay Road (IRE),D J Gilligan,0,C Collins,1st,N/A,6,12-0,100,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Colorado Charlie (IRE),S F O'Keeffe,0,M M McNiff,14th,21 l,5,11-11,97,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Rynok Square (IRE),B P Kennedy,7,Peter Maher,13th,Neck,7,10-0,72,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Eastmore,P Byrnes,0,C Byrnes,12th,12 l,5,11-8,94,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Rockys Favourite (IRE),P Cleary,7,Paul Mulligan,11th,1/2 l,4,11-3t,92,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Annalough (IRE),A M King,7,M M McNiff,10th,8 l,5,10-3t,75,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Kinbara Hills (IRE),Ms E Dunseath,7,S Wilson,9th,3 1/2 l,6,11-6,92,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Miss Gitana (IRE),J W Kennedy,0,G Elliott,8th,1 1/4 l,4,11-8,97,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Dream Shaper (IRE),D King,0,I Madden,7th,Neck,6,11-9p1,95,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Chancer Dancer (IRE),A Harvey,5,N C Kelly,6th,7 l,8,11-1,87,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Moulane West (IRE),P M O'Brien,5,M M McNiff,5th,Neck,9,11-11t,97,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Dontdooddson (FR),P T Enright,0,D Collins,4th,2 1/4 l,12,10-5,77,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Shing Shilla (IRE),S O'Callaghan,5,A Sexton,3rd,1/2 l,5,10-3h1,75,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Lodilomoco (IRE),J J Slevin,0,J P Ryan,2nd,2 1/2 l,7,11-7,93,True,10,37
Sligo Racing Results | 7th August 2025 18:35,2025-08-07,18:35,Good (Good To Yielding In Places),2m 1f 193y,Torquay Road (IRE),D J Gilligan,0,C Collins,1st,N/A,6,12-0,100,True,10,37
Sligo Racing Results | 7th August 2025 19:05,2025-08-07,19:05,Good (Good To Yielding In Places),2m 4f 168y,Wild Ridge (IRE),P M O'Brien,5,V Wilson,PU,N/A,7,11-4,-,True,10,38
Sligo Racing Results | 7th August 2025 19:05,2025-08-07,19:05,Good (Good To Yielding In Places),2m 4f 168y,Swing Time (IRE),J J Slevin,0,V T O'Brien,6th,4 1/4 l,6,11-4,-,True,10,38
Sligo Racing Results | 7th August 2025 19:05,2025-08-07,19:05,Good (Good To Yielding In Places),2m 4f 168y,Ballydrum (IRE),D King,0,J P Ryan,5th,1/2 l,8,10-11,-,True,10,38
Sligo Racing Results | 7th August 2025 19:05,2025-08-07,19:05,Good (Good To Yielding In Places),2m 4f 168y,Red Or White (IRE),H E Sexton,7,J P Ryan,4th,6 1/2 l,6,11-4,98,True,10,38
Sligo Racing Results | 7th August 2025 19:05,2025-08-07,19:05,Good (Good To Yielding In Places),2m 4f 168y,Hobart (IRE),D J Gilligan,0,J Nash,3rd,11 l,4,11-0,99,True,10,38
Sligo Racing Results | 7th August 2025 19:05,2025-08-07,19:05,Good (Good To Yielding In Places),2m 4f 168y,Luck Between Us (IRE),J P Shinnick,3,Donncha Duggan,2nd,1 1/4 l,5,11-4,-,True,10,38
Sligo Racing Results | 7th August 2025 19:05,2025-08-07,19:05,Good (Good To Yielding In Places),2m 4f 168y,Lord Ffrench (IRE),P T Enright,0,S Curling,1st,N/A,5,11-4,-,True,10,38
Sligo Racing Results | 7th August 2025 19:05,2025-08-07,19:05,Good (Good To Yielding In Places),2m 4f 168y,Wild Ridge (IRE),P M O'Brien,5,V Wilson,PU,N/A,7,11-4,-,True,10,38
Sligo Racing Results | 7th August 2025 19:05,2025-08-07,19:05,Good (Good To Yielding In Places),2m 4f 168y,Swing Time (IRE),J J Slevin,0,V T O'Brien,6th,4 1/4 l,6,11-4,-,True,10,38
Sligo Racing Results | 7th August 2025 19:05,2025-08-07,19:05,Good (Good To Yielding In Places),2m 4f 168y,Ballydrum (IRE),D King,0,J P Ryan,5th,1/2 l,8,10-11,-,True,10,38
Sligo Racing Results | 7th August 2025 19:05,2025-08-07,19:05,Good (Good To Yielding In Places),2m 4f 168y,Red Or White (IRE),H E Sexton,7,J P Ryan,4th,6 1/2 l,6,11-4,98,True,10,38
Sligo Racing Results | 7th August 2025 19:05,2025-08-07,19:05,Good (Good To Yielding In Places),2m 4f 168y,Hobart (IRE),D J Gilligan,0,J Nash,3rd,11 l,4,11-0,99,True,10,38
Sligo Racing Results | 7th August 2025 19:05,2025-08-07,19:05,Good (Good To Yielding In Places),2m 4f 168y,Luck Between Us (IRE),J P Shinnick,3,Donncha Duggan,2nd,1 1/4 l,5,11-4,-,True,10,38
Sligo Racing Results | 7th August 2025 19:05,2025-08-07,19:05,Good (Good To Yielding In Places),2m 4f 168y,Lord Ffrench (IRE),P T Enright,0,S Curling,1st,N/A,5,11-4,-,True,10,38
Sligo Racing Results | 7th August 2025 19:35,2025-08-07,19:35,Good (Good To Yielding In Places),2m 4f 168y,Great Ocean (FR),D J Gilligan,0,C Collins,PU,N/A,9,11-0tp,108,True,10,39
Sligo Racing Results | 7th August 2025 19:35,2025-08-07,19:35,Good (Good To Yielding In Places),2m 4f 168y,Boston Rajj (IRE),J W Kennedy,0,G Elliott,5th,1/2 l,7,11-9,117,True,10,39
Sligo Racing Results | 7th August 2025 19:35,2025-08-07,19:35,Good (Good To Yielding In Places),2m 4f 168y,Cornmarket (IRE),A M King,7,John Cullen,4th,2 3/4 l,6,10-0,94,True,10,39
Sligo Racing Results | 7th August 2025 19:35,2025-08-07,19:35,Good (Good To Yielding In Places),2m 4f 168y,Brave Soldier (IRE),P T Enright,0,M M McNiff,3rd,1 1/4 l,5,10-5,99,True,10,39
Sligo Racing Results | 7th August 2025 19:35,2025-08-07,19:35,Good (Good To Yielding In Places),2m 4f 168y,Grange Walk (IRE),Mr D McGill,7,J P Ryan,2nd,5 l,10,11-12b,120,True,10,39
Sligo Racing Results | 7th August 2025 19:35,2025-08-07,19:35,Good (Good To Yielding In Places),2m 4f 168y,Fortunate Lighting (IRE),A Harvey,5,Thomas Coyle,1st,N/A,7,10-13,107,True,10,39
Sligo Racing Results | 7th August 2025 19:35,2025-08-07,19:35,Good (Good To Yielding In Places),2m 4f 168y,Great Ocean (FR),D J Gilligan,0,C Collins,PU,N/A,9,11-0tp,108,True,10,39
Sligo Racing Results | 7th August 2025 19:35,2025-08-07,19:35,Good (Good To Yielding In Places),2m 4f 168y,Boston Rajj (IRE),J W Kennedy,0,G Elliott,5th,1/2 l,7,11-9,117,True,10,39
Sligo Racing Results | 7th August 2025 19:35,2025-08-07,19:35,Good (Good To Yielding In Places),2m 4f 168y,Cornmarket (IRE),A M King,7,John Cullen,4th,2 3/4 l,6,10-0,94,True,10,39
Sligo Racing Results | 7th August 2025 19:35,2025-08-07,19:35,Good (Good To Yielding In Places),2m 4f 168y,Brave Soldier (IRE),P T Enright,0,M M McNiff,3rd,1 1/4 l,5,10-5,99,True,10,39
Sligo Racing Results | 7th August 2025 19:35,2025-08-07,19:35,Good (Good To Yielding In Places),2m 4f 168y,Grange Walk (IRE),Mr D McGill,7,J P Ryan,2nd,5 l,10,11-12b,120,True,10,39
Sligo Racing Results | 7th August 2025 19:35,2025-08-07,19:35,Good (Good To Yielding In Places),2m 4f 168y,Fortunate Lighting (IRE),A Harvey,5,Thomas Coyle,1st,N/A,7,10-13,107,True,10,39
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Rosie Brown (IRE),Mr S Cavanagh,7,Peter Maher,9th,6 l,5,11-11,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Aboras Mahler (IRE),Mr S Connor,7,James Andrew Fahey,8th,43 l,5,11-11,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Katdezire (FR),Mr D Doyle,7,S Curling,7th,15 l,5,11-11,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Georgie's Pearl (IRE),E Finegan,7,A McCann,6th,11 l,5,11-11h,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Run For The Border (IRE),Mr D McGill,7,J P Ryan,5th,4 1/2 l,5,11-11,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Loughdoo (IRE),Aileen O'Sullivan,7,S Millar,4th,28 l,5,11-11,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Barra Rua (IRE),Mr J L Gleeson,0,E Mullins,3rd,12 l,5,11-11,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Run For Mahler (IRE),Mr Alan O'Sullivan,7,C Byrnes,2nd,2 1/4 l,6,11-11t,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Noble Name (IRE),Mr D O'Sullivan,7,C O'Connell,1st,N/A,5,11-11ht,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Rosie Brown (IRE),Mr S Cavanagh,7,Peter Maher,9th,6 l,5,11-11,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Aboras Mahler (IRE),Mr S Connor,7,James Andrew Fahey,8th,43 l,5,11-11,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Katdezire (FR),Mr D Doyle,7,S Curling,7th,15 l,5,11-11,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Georgie's Pearl (IRE),E Finegan,7,A McCann,6th,11 l,5,11-11h,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Run For The Border (IRE),Mr D McGill,7,J P Ryan,5th,4 1/2 l,5,11-11,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Loughdoo (IRE),Aileen O'Sullivan,7,S Millar,4th,28 l,5,11-11,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Barra Rua (IRE),Mr J L Gleeson,0,E Mullins,3rd,12 l,5,11-11,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Run For Mahler (IRE),Mr Alan O'Sullivan,7,C Byrnes,2nd,2 1/4 l,6,11-11t,-,True,10,40
Sligo Racing Results | 7th August 2025 20:05,2025-08-07,20:05,Good (Good To Yielding In Places) ace (Turf),2m 2f 134y,Noble Name (IRE),Mr D O'Sullivan,7,C O'Connell,1st,N/A,5,11-11ht,-,True,10,40
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Palace Tyne (IRE),J J G Ryan,0,J Davison,9th,2 l,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Qalaa (USA),D McMonagle,0,J P O'Brien,8th,3/4 l,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Claret (IRE),J Cleary,5,A P O'Brien,7th,3/4 l,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Res Ipsa,C T Keane,0,G M Lyons,6th,1 3/4 l,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Tiyadal (IRE),B M Coen,0,J P Murtagh,5th,Neck,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Pierre Grosse,S Foley,0,Mrs J Harrington,4th,1/2 l,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Kalir (IRE),C D Hayes,0,D K Weld,3rd,Short Head,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Strikewhileitshot,N M Crosse,0,Mrs J Harrington,2nd,8 l,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Montreal (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Palace Tyne (IRE),J J G Ryan,0,J Davison,9th,2 l,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Qalaa (USA),D McMonagle,0,J P O'Brien,8th,3/4 l,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Claret (IRE),J Cleary,5,A P O'Brien,7th,3/4 l,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Res Ipsa,C T Keane,0,G M Lyons,6th,1 3/4 l,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Tiyadal (IRE),B M Coen,0,J P Murtagh,5th,Neck,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Pierre Grosse,S Foley,0,Mrs J Harrington,4th,1/2 l,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Kalir (IRE),C D Hayes,0,D K Weld,3rd,Short Head,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Strikewhileitshot,N M Crosse,0,Mrs J Harrington,2nd,8 l,2,9-5,-,True,10,41
N/A,2025-08-07,17:20,Good (Good To Firm In Places)  (Turf),1m,Montreal (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-5,-,True,10,41
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Elman (IRE),B M Coen,0,J P Murtagh,NR,N/A,3,9-8t,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Drumaugh Boy (IRE),L T McAteer,0,D M Christie,13th,11 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Chico Chico (IRE),R C Colgan,0,D Kinsella,12th,11 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Sporting Aclaim,J M Sheridan,0,D Hogan,11th,3 1/2 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Marmeladova (IRE),J J G Ryan,0,K J Condon,10th,3/4 l,4,9-11,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Battle Borne (IRE),G F Carroll,0,G P Cromwell,9th,1 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Land Of The Giants (IRE),W M Lordan,0,N Lupini,8th,1/2 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Candidly (IRE),G M Ryan,0,Donnacha O'Brien,7th,4 1/2 l,3,9-3,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Hamadhan (IRE),J A Heffernan,0,J P Murtagh,6th,1 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Sigliosa,C T Keane,0,J J Murphy,5th,2 1/4 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Wild Sapphire (IRE),C D Hayes,0,D K Weld,4th,2 1/2 l,3,9-8p1,84,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Ben Lawers,S Foley,0,Mrs J Harrington,3rd,1 3/4 l,3,9-8t1,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Slaney Drive (IRE),D P McDonogh,0,J S Bolger,2nd,1 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Cadogan,D McMonagle,0,J P O'Brien,1st,N/A,3,9-8t1,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Elman (IRE),B M Coen,0,J P Murtagh,NR,N/A,3,9-8t,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Drumaugh Boy (IRE),L T McAteer,0,D M Christie,13th,11 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Chico Chico (IRE),R C Colgan,0,D Kinsella,12th,11 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Sporting Aclaim,J M Sheridan,0,D Hogan,11th,3 1/2 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Marmeladova (IRE),J J G Ryan,0,K J Condon,10th,3/4 l,4,9-11,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Battle Borne (IRE),G F Carroll,0,G P Cromwell,9th,1 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Land Of The Giants (IRE),W M Lordan,0,N Lupini,8th,1/2 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Candidly (IRE),G M Ryan,0,Donnacha O'Brien,7th,4 1/2 l,3,9-3,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Hamadhan (IRE),J A Heffernan,0,J P Murtagh,6th,1 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Sigliosa,C T Keane,0,J J Murphy,5th,2 1/4 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Wild Sapphire (IRE),C D Hayes,0,D K Weld,4th,2 1/2 l,3,9-8p1,84,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Ben Lawers,S Foley,0,Mrs J Harrington,3rd,1 3/4 l,3,9-8t1,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Slaney Drive (IRE),D P McDonogh,0,J S Bolger,2nd,1 l,3,9-8,-,True,10,42
N/A,2025-08-07,17:53,Good (Good To Firm In Places),1m 1f,Cadogan,D McMonagle,0,J P O'Brien,1st,N/A,3,9-8t1,-,True,10,42
N/A,2025-08-07,18:23,Good (Good To Firm In Places),1m,Jancis (IRE),W M Lordan,0,W McCreery,6th,1 3/4 l,4,9-6,104,True,10,43
N/A,2025-08-07,18:23,Good (Good To Firm In Places),1m,Lord Massusus (IRE),G F Carroll,0,J G Murphy,5th,5 l,5,9-9h,106,True,10,43
N/A,2025-08-07,18:23,Good (Good To Firm In Places),1m,Mutasarref,C T Keane,0,G M Lyons,4th,Neck,7,9-9,108,True,10,43
N/A,2025-08-07,18:23,Good (Good To Firm In Places),1m,Chicago Critic,J A Heffernan,0,J P Murtagh,3rd,1/2 l,4,9-9,110,True,10,43
N/A,2025-08-07,18:23,Good (Good To Firm In Places),1m,Alakazi (FR),B M Coen,0,J P Murtagh,2nd,1/2 l,3,9-2,108,True,10,43
N/A,2025-08-07,18:23,Good (Good To Firm In Places),1m,Johan,R P Whelan,0,J Channon,1st,N/A,8,9-9,109,True,10,43
N/A,2025-08-07,18:23,Good (Good To Firm In Places),1m,Jancis (IRE),W M Lordan,0,W McCreery,6th,1 3/4 l,4,9-6,104,True,10,43
N/A,2025-08-07,18:23,Good (Good To Firm In Places),1m,Lord Massusus (IRE),G F Carroll,0,J G Murphy,5th,5 l,5,9-9h,106,True,10,43
N/A,2025-08-07,18:23,Good (Good To Firm In Places),1m,Mutasarref,C T Keane,0,G M Lyons,4th,Neck,7,9-9,108,True,10,43
N/A,2025-08-07,18:23,Good (Good To Firm In Places),1m,Chicago Critic,J A Heffernan,0,J P Murtagh,3rd,1/2 l,4,9-9,110,True,10,43
N/A,2025-08-07,18:23,Good (Good To Firm In Places),1m,Alakazi (FR),B M Coen,0,J P Murtagh,2nd,1/2 l,3,9-2,108,True,10,43
N/A,2025-08-07,18:23,Good (Good To Firm In Places),1m,Johan,R P Whelan,0,J Channon,1st,N/A,8,9-9,109,True,10,43
N/A,2025-08-07,18:53,Good (Good To Firm In Places),1m 4f,Layfayette (IRE),C D Hayes,0,N Meade,6th,5 l,8,9-9tb,101,True,10,44
N/A,2025-08-07,18:53,Good (Good To Firm In Places),1m 4f,This Songisforyou (USA),R P Whelan,0,E Mullins,5th,1/2 l,7,9-9,99,True,10,44
N/A,2025-08-07,18:53,Good (Good To Firm In Places),1m 4f,Sea The Boss,S Foley,0,Mrs J Harrington,4th,3 1/4 l,4,9-6,94,True,10,44
N/A,2025-08-07,18:53,Good (Good To Firm In Places),1m 4f,Siege Of Troy,B M Coen,0,J P Murtagh,3rd,1/2 l,4,9-6tp,99,True,10,44
N/A,2025-08-07,18:53,Good (Good To Firm In Places),1m 4f,Crystal Black (IRE),C T Keane,0,G Keane,2nd,1/2 l,7,9-9t,112,True,10,44
N/A,2025-08-07,18:53,Good (Good To Firm In Places),1m 4f,Sons And Lovers,D McMonagle,0,J P O'Brien,1st,N/A,4,9-9,110,True,10,44
N/A,2025-08-07,18:53,Good (Good To Firm In Places),1m 4f,Layfayette (IRE),C D Hayes,0,N Meade,6th,5 l,8,9-9tb,101,True,10,44
N/A,2025-08-07,18:53,Good (Good To Firm In Places),1m 4f,This Songisforyou (USA),R P Whelan,0,E Mullins,5th,1/2 l,7,9-9,99,True,10,44
N/A,2025-08-07,18:53,Good (Good To Firm In Places),1m 4f,Sea The Boss,S Foley,0,Mrs J Harrington,4th,3 1/4 l,4,9-6,94,True,10,44
N/A,2025-08-07,18:53,Good (Good To Firm In Places),1m 4f,Siege Of Troy,B M Coen,0,J P Murtagh,3rd,1/2 l,4,9-6tp,99,True,10,44
N/A,2025-08-07,18:53,Good (Good To Firm In Places),1m 4f,Crystal Black (IRE),C T Keane,0,G Keane,2nd,1/2 l,7,9-9t,112,True,10,44
N/A,2025-08-07,18:53,Good (Good To Firm In Places),1m 4f,Sons And Lovers,D McMonagle,0,J P O'Brien,1st,N/A,4,9-9,110,True,10,44
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Akeela,C T Keane,0,Ian Donoghue,PU,N/A,5,9-2t,46,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Goldmoyne (IRE),R P Whelan,0,T Doyle,17th,3/4 l,5,9-7,51,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Cherry Pink (IRE),J A Orr,10,W Durkan,16th,1/2 l,5,10-2v,60,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,La Tulipe Noire (IRE),J A Heffernan,0,Aengus King,15th,Neck,5,9-8p,52,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Rock Etoile (IRE),A Browne-Souza,7,A Slattery,14th,1 l,7,10-2,60,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Draiocht (IRE),W M Lordan,0,T J O'Mara,13th,Head,5,8-13,43,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Amanirenas (IRE),G M Ryan,0,M C Grassick,12th,2 l,6,9-4b1,48,True,10,45
N/A,2025-08-07,19:23,Good (Good To Firm In Places),7f 42y,Carrickfinn,W Joyce,3,Shane Gallagher,11th,Head,6,9-3tb,47,True,10,45
