track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Clonmel Racing Results | 6th June 2025 19:20,N/A,19:20,Good To Yielding,2m 3f 203y,Ballycashin (IRE),Anna McGuinness,7,A Mullins,2nd,Neck,8,11-10,108,True,179,38
Clonmel Racing Results | 6th June 2025 19:20,N/A,19:20,Good To Yielding,2m 3f 203y,Gimme A Buzz (IRE),P F Kavanagh,7,E Bolger,1st,N/A,5,11-5h,103,True,179,38
Clonmel Racing Results | 6th June 2025 19:55,N/A,19:55,Good To Yielding,2m 6f 123y,Huntsgrove (IRE),L A McKenna,5,J P Ryan,4th,1/2 l,7,10-13,109,True,179,39
Clonmel Racing Results | 6th June 2025 19:55,N/A,19:55,Good To Yielding,2m 6f 123y,Grimaud (FR),J Coen,3,G Elliott,3rd,1 3/4 l,5,11-6,122,True,179,39
Clonmel Racing Results | 6th June 2025 19:55,N/A,19:55,Good To Yielding,2m 6f 123y,Carrigg Island (IRE),G B Noonan,5,E McCarthy,2nd,7 l,5,11-9h1,-,True,179,39
Clonmel Racing Results | 6th June 2025 19:55,N/A,19:55,Good To Yielding,2m 6f 123y,Trasna Na Pairce (IRE),M P O'Connor,0,H De Bromhead,1st,N/A,6,11-2,118,True,179,39
Clonmel Racing Results | 6th June 2025 19:55,N/A,19:55,Good To Yielding,2m 6f 123y,Huntsgrove (IRE),L A McKenna,5,J P Ryan,4th,1/2 l,7,10-13,109,True,179,39
Clonmel Racing Results | 6th June 2025 19:55,N/A,19:55,Good To Yielding,2m 6f 123y,Grimaud (FR),J Coen,3,G Elliott,3rd,1 3/4 l,5,11-6,122,True,179,39
Clonmel Racing Results | 6th June 2025 19:55,N/A,19:55,Good To Yielding,2m 6f 123y,Carrigg Island (IRE),G B Noonan,5,E McCarthy,2nd,7 l,5,11-9h1,-,True,179,39
Clonmel Racing Results | 6th June 2025 19:55,N/A,19:55,Good To Yielding,2m 6f 123y,Trasna Na Pairce (IRE),M P O'Connor,0,H De Bromhead,1st,N/A,6,11-2,118,True,179,39
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Kalgoorlie Gold (IRE),Miss H Heffernan,7,James Andrew Fahey,10th,99 l,5,12-0t,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Kidam Roque (FR),Mr J L Gleeson,0,E Griffin,9th,4 3/4 l,5,12-0,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Groucho Max (IRE),Mr B J Walsh,7,B J Walsh,8th,Short Head,5,12-0,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Flip Away (IRE),Mr Alan O'Sullivan,7,P T Foley,7th,4 3/4 l,5,12-0p1,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Shabra Diya (IRE),Miss A B O'Connor,0,A McCann,6th,5 1/2 l,4,11-9,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Mary Mammon (IRE),Mr M J Kenneally,7,J Halley,5th,16 l,4,11-2,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Forty Kay,Mr P W Mullins,0,W P Mullins,4th,4 3/4 l,5,11-7,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Cooladdi (IRE),I Ryan,7,Conor Maxwell,3rd,5 1/2 l,5,12-0,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Watch Hill (IRE),Mr S Connor,7,S R B Crawford,2nd,6 1/2 l,5,12-0,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Stede Bonnet (IRE),Mr H C Swan,0,G Elliott,1st,N/A,4,11-9,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Kalgoorlie Gold (IRE),Miss H Heffernan,7,James Andrew Fahey,10th,99 l,5,12-0t,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Kidam Roque (FR),Mr J L Gleeson,0,E Griffin,9th,4 3/4 l,5,12-0,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Groucho Max (IRE),Mr B J Walsh,7,B J Walsh,8th,Short Head,5,12-0,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Flip Away (IRE),Mr Alan O'Sullivan,7,P T Foley,7th,4 3/4 l,5,12-0p1,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Shabra Diya (IRE),Miss A B O'Connor,0,A McCann,6th,5 1/2 l,4,11-9,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Mary Mammon (IRE),Mr M J Kenneally,7,J Halley,5th,16 l,4,11-2,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Forty Kay,Mr P W Mullins,0,W P Mullins,4th,4 3/4 l,5,11-7,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Cooladdi (IRE),I Ryan,7,Conor Maxwell,3rd,5 1/2 l,5,12-0,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Watch Hill (IRE),Mr S Connor,7,S R B Crawford,2nd,6 1/2 l,5,12-0,-,True,179,40
Clonmel Racing Results | 6th June 2025 20:30,N/A,20:30,Good To Yielding ace (Turf),2m 190y,Stede Bonnet (IRE),Mr H C Swan,0,G Elliott,1st,N/A,4,11-9,-,True,179,40
Punchestown Racing Results | 7th June 2025 13:10,N/A,13:10,Good To Yielding,2m 100y,Arch Empire (FR),J Coen,3,G Elliott,NR,N/A,5,11-12,124,True,179,41
Punchestown Racing Results | 7th June 2025 13:10,N/A,13:10,Good To Yielding,2m 100y,Black Heather (IRE),K E Buckley,0,G P Cromwell,5th,3 1/2 l,6,11-12,122,True,179,41
Punchestown Racing Results | 7th June 2025 13:10,N/A,13:10,Good To Yielding,2m 100y,Solsbury Hill (IRE),C G O'Dwyer,5,C O'Dwyer,4th,6 l,6,11-12,110,True,179,41
Punchestown Racing Results | 7th June 2025 13:10,N/A,13:10,Good To Yielding,2m 100y,Belle The Tigress (IRE),M P O'Connor,0,H De Bromhead,3rd,1 1/2 l,5,11-5,116,True,179,41
Punchestown Racing Results | 7th June 2025 13:10,N/A,13:10,Good To Yielding,2m 100y,Sticktotheplan (FR),T P Harney,5,C W J Farrell,2nd,3/4 l,5,11-12,116,True,179,41
Punchestown Racing Results | 7th June 2025 13:10,N/A,13:10,Good To Yielding,2m 100y,Timeless Treaty (IRE),P Cleary,7,G Elliott,1st,N/A,5,11-12,-,True,179,41
Punchestown Racing Results | 7th June 2025 13:10,N/A,13:10,Good To Yielding,2m 100y,Arch Empire (FR),J Coen,3,G Elliott,NR,N/A,5,11-12,124,True,179,41
Punchestown Racing Results | 7th June 2025 13:10,N/A,13:10,Good To Yielding,2m 100y,Black Heather (IRE),K E Buckley,0,G P Cromwell,5th,3 1/2 l,6,11-12,122,True,179,41
Punchestown Racing Results | 7th June 2025 13:10,N/A,13:10,Good To Yielding,2m 100y,Solsbury Hill (IRE),C G O'Dwyer,5,C O'Dwyer,4th,6 l,6,11-12,110,True,179,41
Punchestown Racing Results | 7th June 2025 13:10,N/A,13:10,Good To Yielding,2m 100y,Belle The Tigress (IRE),M P O'Connor,0,H De Bromhead,3rd,1 1/2 l,5,11-5,116,True,179,41
Punchestown Racing Results | 7th June 2025 13:10,N/A,13:10,Good To Yielding,2m 100y,Sticktotheplan (FR),T P Harney,5,C W J Farrell,2nd,3/4 l,5,11-12,116,True,179,41
Punchestown Racing Results | 7th June 2025 13:10,N/A,13:10,Good To Yielding,2m 100y,Timeless Treaty (IRE),P Cleary,7,G Elliott,1st,N/A,5,11-12,-,True,179,41
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,Saylavee (IRE),K Callaghan,5,W P Mullins,PU,N/A,8,11-11,139,True,179,42
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,No Flies On Him (IRE),P T Smithers,7,E J O'Grady,7th,16 l,6,10-10,124,True,179,42
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,Solitary Man (IRE),P F Kavanagh,7,E Bolger,6th,5 1/2 l,7,11-12,140,True,179,42
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,Presenting Lad (IRE),G Brouder,3,M M McNiff,5th,4 1/4 l,9,10-8t,122,True,179,42
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,Gaelic Arc (IRE),L A McKenna,5,J P Ryan,4th,3 l,9,10-8,122,True,179,42
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,Dutch Schultz,K C Sexton,0,G P Cromwell,3rd,4 l,8,11-0,128,True,179,42
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,The Banger Doyle (IRE),C P Millar,5,J Queally,2nd,Head,9,11-10,138,True,179,42
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,Aeros Luck (IRE),K E Buckley,0,G P Cromwell,1st,N/A,6,10-11t,125,True,179,42
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,Saylavee (IRE),K Callaghan,5,W P Mullins,PU,N/A,8,11-11,139,True,179,42
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,No Flies On Him (IRE),P T Smithers,7,E J O'Grady,7th,16 l,6,10-10,124,True,179,42
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,Solitary Man (IRE),P F Kavanagh,7,E Bolger,6th,5 1/2 l,7,11-12,140,True,179,42
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,Presenting Lad (IRE),G Brouder,3,M M McNiff,5th,4 1/4 l,9,10-8t,122,True,179,42
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,Gaelic Arc (IRE),L A McKenna,5,J P Ryan,4th,3 l,9,10-8,122,True,179,42
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,Dutch Schultz,K C Sexton,0,G P Cromwell,3rd,4 l,8,11-0,128,True,179,42
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,The Banger Doyle (IRE),C P Millar,5,J Queally,2nd,Head,9,11-10,138,True,179,42
Punchestown Racing Results | 7th June 2025 13:45,N/A,13:45,Good To Yielding,2m 50y,Aeros Luck (IRE),K E Buckley,0,G P Cromwell,1st,N/A,6,10-11t,125,True,179,42
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Mount Shenshan (IRE),Anna McGuinness,7,T Mullins,UR,N/A,7,11-4,102,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Friends N Commerce (IRE),Aaron Anderson,5,P G Kelly,UR,N/A,9,11-6p,104,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Dragon's Pass (IRE),M M McDonagh,0,Mrs D Foster,PU,N/A,9,10-3,87,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Walkonthebriteside (IRE),C P Millar,5,J C McConnell,PU,N/A,7,10-11t,95,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Silent Flight (IRE),M P O'Connor,0,P Byrne,PU,N/A,9,10-7,91,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Meehall (IRE),G B Noonan,5,E McNamara,F,N/A,9,10-12t,96,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,The Dabbler (IRE),R A Berry,7,L P Cusack,12th,1 3/4 l,12,11-8,106,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Rust To Riches (IRE),S Cleary-Farrell,7,C A McBratney,11th,Neck,8,10-0p,78,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Marronstown (IRE),B W Harvey,0,D M Christie,10th,6 l,8,11-9,107,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Jeu De Pic (FR),K C Sexton,0,T Cooper,9th,1 1/4 l,6,10-12,96,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Pebble Bleu (IRE),L Quinlan,3,C Motherway,8th,3 1/2 l,6,11-6ht,104,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Tullyhogue Fort (IRE),G Brouder,3,John F O'Neill,7th,7 l,9,10-7t,91,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Riggs (IRE),L A McKenna,5,P Cluskey,6th,4 1/2 l,10,11-12p,110,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,General Hubble (IRE),P Cleary,7,G Elliott,5th,1 3/4 l,7,10-13p,97,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Malton Groove (IRE),P M O'Brien,7,D A McLoughlin,4th,Nose,8,11-2t,100,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Pride Of Place (IRE),C G O'Dwyer,5,E Bolger,3rd,Short Head,6,11-2b1,100,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Western Model (IRE),P T Smithers,7,P Nolan,2nd,1 l,6,10-9,93,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Prince Zaltar (FR),D Robinson,0,P J Rothwell,1st,N/A,8,11-8,106,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Mount Shenshan (IRE),Anna McGuinness,7,T Mullins,UR,N/A,7,11-4,102,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Friends N Commerce (IRE),Aaron Anderson,5,P G Kelly,UR,N/A,9,11-6p,104,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Dragon's Pass (IRE),M M McDonagh,0,Mrs D Foster,PU,N/A,9,10-3,87,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Walkonthebriteside (IRE),C P Millar,5,J C McConnell,PU,N/A,7,10-11t,95,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Silent Flight (IRE),M P O'Connor,0,P Byrne,PU,N/A,9,10-7,91,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Meehall (IRE),G B Noonan,5,E McNamara,F,N/A,9,10-12t,96,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,The Dabbler (IRE),R A Berry,7,L P Cusack,12th,1 3/4 l,12,11-8,106,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Rust To Riches (IRE),S Cleary-Farrell,7,C A McBratney,11th,Neck,8,10-0p,78,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Marronstown (IRE),B W Harvey,0,D M Christie,10th,6 l,8,11-9,107,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Jeu De Pic (FR),K C Sexton,0,T Cooper,9th,1 1/4 l,6,10-12,96,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Pebble Bleu (IRE),L Quinlan,3,C Motherway,8th,3 1/2 l,6,11-6ht,104,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Tullyhogue Fort (IRE),G Brouder,3,John F O'Neill,7th,7 l,9,10-7t,91,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Riggs (IRE),L A McKenna,5,P Cluskey,6th,4 1/2 l,10,11-12p,110,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,General Hubble (IRE),P Cleary,7,G Elliott,5th,1 3/4 l,7,10-13p,97,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Malton Groove (IRE),P M O'Brien,7,D A McLoughlin,4th,Nose,8,11-2t,100,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Pride Of Place (IRE),C G O'Dwyer,5,E Bolger,3rd,Short Head,6,11-2b1,100,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Western Model (IRE),P T Smithers,7,P Nolan,2nd,1 l,6,10-9,93,True,179,43
Punchestown Racing Results | 7th June 2025 14:20,N/A,14:20,Good To Yielding,3m 157y,Prince Zaltar (FR),D Robinson,0,P J Rothwell,1st,N/A,8,11-8,106,True,179,43
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Cj's Darling (IRE),M M McDonagh,0,G P Cromwell,UR,N/A,5,11-5,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Dschingis Dragon (FR),M P O'Connor,0,H De Bromhead,F,N/A,4,11-0,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Rynok Square (IRE),P M O'Brien,7,Peter Maher,20th,45 l,7,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Buttermere Ridge (IRE),J I Duggan,7,O McKiernan,19th,5 1/2 l,4,11-7h,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,La Rocca Lass (IRE),L Quinlan,3,Dermot Day,18th,5 1/2 l,5,11-5,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Young And Foolish (IRE),D Robinson,0,P J Rothwell,17th,3 l,6,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Gerrymandering (IRE),E Walsh,0,W J McLernon,16th,1 1/4 l,7,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Slea Head (IRE),K E Buckley,0,Peter Maher,15th,11 l,7,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Met Office (IRE),H Morgan,0,E Doyle,14th,7 l,8,11-12h,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Anns Getaway (IRE),J P O'Sullivan,0,S McParlan,13th,6 l,5,11-5,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Little Miss Chief (IRE),B P Kennedy,7,S Fahey,12th,12 l,5,11-5,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Heron's Butler (IRE),L A McKenna,5,D A McLoughlin,11th,1 3/4 l,5,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Daboya (IRE),C Owens,7,R Donohoe,10th,Neck,4,11-0,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Drop The Dip (IRE),J Smith,5,T Gibney,9th,14 l,5,11-5,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Where Are You Now (IRE),C G O'Dwyer,5,E Bolger,8th,4 3/4 l,4,11-7,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Take Chance (FR),D A Kidd,7,J C McConnell,7th,2 1/2 l,5,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Liceo (FR),P J O'Hanlon,0,D A McLoughlin,6th,1/2 l,5,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Speedy Box (IRE),T P Harney,5,R O'Sullivan,5th,4 1/2 l,7,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Arctic Flame (IRE),B W Harvey,0,P T Foley,4th,15 l,5,11-5t,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Ned In The Park (IRE),A McCurtin,0,T Doyle,3rd,6 l,6,11-12h,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Harry's Legacy,K C Sexton,0,R O'Sullivan,2nd,6 1/2 l,7,11-12ht1,115,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Joueur Masque (FR),G Brouder,3,W P Mullins,1st,N/A,6,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Cj's Darling (IRE),M M McDonagh,0,G P Cromwell,UR,N/A,5,11-5,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Dschingis Dragon (FR),M P O'Connor,0,H De Bromhead,F,N/A,4,11-0,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Rynok Square (IRE),P M O'Brien,7,Peter Maher,20th,45 l,7,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Buttermere Ridge (IRE),J I Duggan,7,O McKiernan,19th,5 1/2 l,4,11-7h,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,La Rocca Lass (IRE),L Quinlan,3,Dermot Day,18th,5 1/2 l,5,11-5,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Young And Foolish (IRE),D Robinson,0,P J Rothwell,17th,3 l,6,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Gerrymandering (IRE),E Walsh,0,W J McLernon,16th,1 1/4 l,7,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Slea Head (IRE),K E Buckley,0,Peter Maher,15th,11 l,7,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Met Office (IRE),H Morgan,0,E Doyle,14th,7 l,8,11-12h,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Anns Getaway (IRE),J P O'Sullivan,0,S McParlan,13th,6 l,5,11-5,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Little Miss Chief (IRE),B P Kennedy,7,S Fahey,12th,12 l,5,11-5,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Heron's Butler (IRE),L A McKenna,5,D A McLoughlin,11th,1 3/4 l,5,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Daboya (IRE),C Owens,7,R Donohoe,10th,Neck,4,11-0,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Drop The Dip (IRE),J Smith,5,T Gibney,9th,14 l,5,11-5,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Where Are You Now (IRE),C G O'Dwyer,5,E Bolger,8th,4 3/4 l,4,11-7,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Take Chance (FR),D A Kidd,7,J C McConnell,7th,2 1/2 l,5,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Liceo (FR),P J O'Hanlon,0,D A McLoughlin,6th,1/2 l,5,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Speedy Box (IRE),T P Harney,5,R O'Sullivan,5th,4 1/2 l,7,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Arctic Flame (IRE),B W Harvey,0,P T Foley,4th,15 l,5,11-5t,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Ned In The Park (IRE),A McCurtin,0,T Doyle,3rd,6 l,6,11-12h,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Harry's Legacy,K C Sexton,0,R O'Sullivan,2nd,6 1/2 l,7,11-12ht1,115,True,179,44
Punchestown Racing Results | 7th June 2025 15:00,N/A,15:00,Good To Yielding,2m 100y,Joueur Masque (FR),G Brouder,3,W P Mullins,1st,N/A,6,11-12,-,True,179,44
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Imperial Miss (IRE),G Brouder,3,T Gibney,UR,N/A,4,11-0,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Tuffliketiger (IRE),Aaron Anderson,5,P G Kelly,PU,N/A,7,11-12,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Elusive Ruby (IRE),Conor Clarke,7,P A Fahy,PU,N/A,5,11-5,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Chase The Sunset,P Hanlon,7,J J Hanlon,PU,N/A,4,11-0,-,True,179,45
Punchestown Racing Results | 7th June 2025 15:40,N/A,15:40,Good To Yielding,2m 3f 55y,Relax To The Max (IRE),J P O'Sullivan,0,C A McBratney,F,N/A,8,11-12,-,True,179,45
