track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 28th October 2022 18:00,N/A,18:00,Standard,6f,Mickey The Steel,William James Lee,0,Joseph Anthony Murray,7th,Neck,4,9-5tp,91,True,28,24
Dundalk Racing Results | 28th October 2022 18:00,N/A,18:00,Standard,6f,Warrior Brave,C. T. Keane,0,Ross O'Sullivan,6th,2 l,4,9-8p,94,True,28,24
Dundalk Racing Results | 28th October 2022 18:00,N/A,18:00,Standard,6f,J J Jumbo (SWE),R. Whearty,7,Darren Bunyan,5th,Head,3,9-3b,90,True,28,24
Dundalk Racing Results | 28th October 2022 18:00,N/A,18:00,Standard,6f,Ampeson,K. J. Leonard,0,P. J. McKenna,4th,Nose,5,8-8p,80,True,28,24
Dundalk Racing Results | 28th October 2022 18:00,N/A,18:00,Standard,6f,Final Voyage (IRE),C. Geerdharry,10,John Patrick Murtagh,3rd,3/4 l,4,9-1,87,True,28,24
Dundalk Racing Results | 28th October 2022 18:00,N/A,18:00,Standard,6f,Dream Today (IRE),C. J. MacRedmond,5,Adrian McGuinness,2nd,3 1/4 l,7,9-4tp,90,True,28,24
Dundalk Racing Results | 28th October 2022 18:00,N/A,18:00,Standard,6f,Rough Diamond (IRE),Ben Martin Coen,0,Edward Lynam,1st,N/A,5,9-2,88,True,28,24
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Windy and Cold (IRE),L. F. Roche,0,Luke Comer,14th,1 1/4 l,5,9-6,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Tawny Orange (IRE),J. M. Sheridan,3,Anthony McCann,13th,Neck,3,9-3,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Bobbys Angel,J. A. Powell,5,Luke Comer,12th,Neck,4,9-6,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Fire Coral,R. P. Cleary,0,C. W. J. Farrell,11th,Head,3,9-3,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Verlinga (IRE),Shane Foley,0,Mrs J. Harrington,10th,1 1/2 l,3,9-3t,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Carnival Girl,Adam Caffrey,7,Adrian McGuinness,9th,Head,3,9-3v1,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Merida Pulse (IRE),S. R. Markey,10,Anthony McCann,8th,1 l,3,9-3,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Rosso Corsa (USA),M. P. Sheehy,0,Joseph Patrick O'Brien,7th,1/2 l,3,9-3t1,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Silent Vigil (IRE),N. M. Crosse,0,Luke Comer,6th,3/4 l,3,9-3t1,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Nel (IRE),C. T. Keane,0,G. M. Lyons,5th,1 1/2 l,3,9-3,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Cristal Clere (IRE),S. D. Bowen,7,John J. Nallen,4th,1/2 l,4,9-11,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Yester (IRE),J. J. G. Ryan,7,T. G. McCourt,3rd,4 3/4 l,6,9-11,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Zaniyka (IRE),C. D. Hayes,0,D. K. Weld,2nd,1 l,3,9-3tv1,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Toriangel (IRE),R. C. Colgan,0,Ms Sheila Lavery,1st,N/A,3,9-3,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Windy and Cold (IRE),L. F. Roche,0,Luke Comer,14th,1 1/4 l,5,9-6,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Tawny Orange (IRE),J. M. Sheridan,3,Anthony McCann,13th,Neck,3,9-3,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Bobbys Angel,J. A. Powell,5,Luke Comer,12th,Neck,4,9-6,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Fire Coral,R. P. Cleary,0,C. W. J. Farrell,11th,Head,3,9-3,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Verlinga (IRE),Shane Foley,0,Mrs J. Harrington,10th,1 1/2 l,3,9-3t,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Carnival Girl,Adam Caffrey,7,Adrian McGuinness,9th,Head,3,9-3v1,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Merida Pulse (IRE),S. R. Markey,10,Anthony McCann,8th,1 l,3,9-3,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Rosso Corsa (USA),M. P. Sheehy,0,Joseph Patrick O'Brien,7th,1/2 l,3,9-3t1,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Silent Vigil (IRE),N. M. Crosse,0,Luke Comer,6th,3/4 l,3,9-3t1,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Nel (IRE),C. T. Keane,0,G. M. Lyons,5th,1 1/2 l,3,9-3,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Cristal Clere (IRE),S. D. Bowen,7,John J. Nallen,4th,1/2 l,4,9-11,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Yester (IRE),J. J. G. Ryan,7,T. G. McCourt,3rd,4 3/4 l,6,9-11,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Zaniyka (IRE),C. D. Hayes,0,D. K. Weld,2nd,1 l,3,9-3tv1,-,True,28,25
Dundalk Racing Results | 28th October 2022 18:30,N/A,18:30,Standard,1m,Toriangel (IRE),R. C. Colgan,0,Ms Sheila Lavery,1st,N/A,3,9-3,-,True,28,25
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Monzoon,J. Coen,5,Ross O'Sullivan,14th,Head,5,9-12,76,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Pulse Of Shanghai (IRE),Adam Caffrey,7,Adrian McGuinness,13th,3 3/4 l,6,10-0,78,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Together Aclaim,Siobhan Rutledge,5,John McConnell,12th,Neck,3,9-7t,74,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Dark Note,William James Lee,0,A. Slattery,11th,Short Head,3,9-7,74,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Inflection Point (IRE),C. J. MacRedmond,5,Adrian McGuinness,10th,1/2 l,6,9-13b,77,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Queens Command (IRE),Seamie Heffernan,0,Kevin Thomas Coleman,9th,1 3/4 l,3,9-10,77,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Tyrconnell (IRE),M. P. Sheehy,0,Sarah Lynam,8th,Short Head,8,10-1b,79,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Muhalhel (IRE),Jonathan Moore,0,Anthony McCann,7th,Neck,4,9-11t,75,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Angel Girl (IRE),Ben Martin Coen,0,John Patrick Murtagh,6th,1 1/4 l,3,9-11,78,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Elzaam Blue (IRE),C. D. Hayes,0,Darren Bunyan,5th,Neck,4,10-1b,79,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Timourid (IRE),L. T. McAteer,3,Paul W. Flynn,4th,2 l,5,9-13tp,77,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Bucky Larson (IRE),C. T. Keane,0,G. M. Lyons,3rd,Neck,7,10-2,80,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,My Minervina (IRE),Shane Foley,0,Mrs J. Harrington,2nd,2 1/4 l,4,10-0p,78,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Ransom,D. King,7,Denis Hogan,1st,N/A,5,10-2tp1,80,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Monzoon,J. Coen,5,Ross O'Sullivan,14th,Head,5,9-12,76,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Pulse Of Shanghai (IRE),Adam Caffrey,7,Adrian McGuinness,13th,3 3/4 l,6,10-0,78,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Together Aclaim,Siobhan Rutledge,5,John McConnell,12th,Neck,3,9-7t,74,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Dark Note,William James Lee,0,A. Slattery,11th,Short Head,3,9-7,74,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Inflection Point (IRE),C. J. MacRedmond,5,Adrian McGuinness,10th,1/2 l,6,9-13b,77,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Queens Command (IRE),Seamie Heffernan,0,Kevin Thomas Coleman,9th,1 3/4 l,3,9-10,77,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Tyrconnell (IRE),M. P. Sheehy,0,Sarah Lynam,8th,Short Head,8,10-1b,79,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Muhalhel (IRE),Jonathan Moore,0,Anthony McCann,7th,Neck,4,9-11t,75,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Angel Girl (IRE),Ben Martin Coen,0,John Patrick Murtagh,6th,1 1/4 l,3,9-11,78,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Elzaam Blue (IRE),C. D. Hayes,0,Darren Bunyan,5th,Neck,4,10-1b,79,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Timourid (IRE),L. T. McAteer,3,Paul W. Flynn,4th,2 l,5,9-13tp,77,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Bucky Larson (IRE),C. T. Keane,0,G. M. Lyons,3rd,Neck,7,10-2,80,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,My Minervina (IRE),Shane Foley,0,Mrs J. Harrington,2nd,2 1/4 l,4,10-0p,78,True,28,26
Dundalk Racing Results | 28th October 2022 19:00,N/A,19:00,Standard,1m,Ransom,D. King,7,Denis Hogan,1st,N/A,5,10-2tp1,80,True,28,26
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Moon Orchid (IRE),Jack Enright,10,Ian O'Connor,13th,11 l,4,8-12tb1,47,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Run Silver Run (IRE),K. J. Leonard,0,Denis W. Cullen,12th,1 1/4 l,3,8-9tp,47,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,The Dazzer (IRE),J. Kearney,7,Patrick Martin,11th,Neck,3,9-4b,56,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Wonder Spirit,R. C. Colgan,0,G. A. Kingston,10th,4 1/2 l,4,9-6,55,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Heer at Dawn,R. Whearty,7,Gavin Patrick Cromwell,9th,2 1/2 l,4,8-12,47,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Classy Kate (IRE),James J. Doyle,0,Kevin Thomas Coleman,8th,1 1/4 l,4,8-12b1,47,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Eastern Racer (IRE),J. J. G. Ryan,7,James McAuley,6th,Short Head,10,9-13b,62,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Airgead (IRE),C. D. Maxwell,0,Mrs Prunella Dobbs,6th,Dead Heat,6,8-12v1,47,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Caesar's Comet (IRE),J. M. Sheridan,3,James McAuley,5th,Head,8,9-1b,50,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Tawaazon (IRE),S. D. Bowen,7,Denis Hogan,4th,1 1/4 l,4,10-4tb,67,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Leclerc,C. J. MacRedmond,5,Adrian McGuinness,3rd,1/2 l,4,8-12v,47,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Dark Street (IRE),G. P. Halpin,0,Luke Comer,2nd,1/2 l,4,8-12,47,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Notforalongtime,M. A. Enright,0,Laura Hourigan,1st,N/A,5,10-0p1,63,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Moon Orchid (IRE),Jack Enright,10,Ian O'Connor,13th,11 l,4,8-12tb1,47,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Run Silver Run (IRE),K. J. Leonard,0,Denis W. Cullen,12th,1 1/4 l,3,8-9tp,47,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,The Dazzer (IRE),J. Kearney,7,Patrick Martin,11th,Neck,3,9-4b,56,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Wonder Spirit,R. C. Colgan,0,G. A. Kingston,10th,4 1/2 l,4,9-6,55,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Heer at Dawn,R. Whearty,7,Gavin Patrick Cromwell,9th,2 1/2 l,4,8-12,47,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Classy Kate (IRE),James J. Doyle,0,Kevin Thomas Coleman,8th,1 1/4 l,4,8-12b1,47,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Eastern Racer (IRE),J. J. G. Ryan,7,James McAuley,6th,Short Head,10,9-13b,62,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Airgead (IRE),C. D. Maxwell,0,Mrs Prunella Dobbs,6th,Dead Heat,6,8-12v1,47,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Caesar's Comet (IRE),J. M. Sheridan,3,James McAuley,5th,Head,8,9-1b,50,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Tawaazon (IRE),S. D. Bowen,7,Denis Hogan,4th,1 1/4 l,4,10-4tb,67,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Leclerc,C. J. MacRedmond,5,Adrian McGuinness,3rd,1/2 l,4,8-12v,47,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Dark Street (IRE),G. P. Halpin,0,Luke Comer,2nd,1/2 l,4,8-12,47,True,28,27
Dundalk Racing Results | 28th October 2022 19:30,N/A,19:30,Standard,1m,Notforalongtime,M. A. Enright,0,Laura Hourigan,1st,N/A,5,10-0p1,63,True,28,27
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Dulargy Star (IRE),D. E. Sheehy,3,Dermot Anthony McLoughlin,14th,14 l,3,8-11,47,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Barney Rubbles (IRE),C. P. Hoban,0,James McAuley,13th,Short Head,4,9-2p,49,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Lisabetta (IRE),J. Kearney,7,Timothy Doyle,12th,3/4 l,4,9-0b,47,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Colonel Slade (IRE),M. A. Enright,0,Gillian Scott,11th,2 l,6,9-0tp,47,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,The Peckhampouncer (IRE),R. C. Colgan,0,D. Broad,10th,Short Head,5,9-0tv,47,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Rosie Rock (IRE),J. J. G. Ryan,7,James McAuley,9th,Head,4,9-13b,60,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,War Hero (IRE),R. Whearty,7,James McAuley,8th,1 l,7,9-11tb,58,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Peppermint Bay (IRE),J. M. Sheridan,3,J. J. Feane,7th,Head,4,9-0,47,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Malaysian (IRE),C. J. MacRedmond,5,C. Moore,6th,2 l,4,9-9tp,56,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Swiss Army Officer (IRE),Julie Burke,0,Kevin Thomas Coleman,5th,Nose,7,9-3,50,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Circles (IRE),K. J. Leonard,0,Anthony McCann,4th,Short Head,3,9-3t1,53,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Je T'ai Porte (IRE),C. D. Maxwell,0,Gavin Patrick Cromwell,3rd,1/2 l,4,10-0,61,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Leabaland (IRE),Emmet McNamara,0,M. M. Lynch,2nd,1 1/2 l,5,10-0,61,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Zonik (IRE),Cillian McConnell,7,John McConnell,1st,N/A,3,9-4b1,54,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Dulargy Star (IRE),D. E. Sheehy,3,Dermot Anthony McLoughlin,14th,14 l,3,8-11,47,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Barney Rubbles (IRE),C. P. Hoban,0,James McAuley,13th,Short Head,4,9-2p,49,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Lisabetta (IRE),J. Kearney,7,Timothy Doyle,12th,3/4 l,4,9-0b,47,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Colonel Slade (IRE),M. A. Enright,0,Gillian Scott,11th,2 l,6,9-0tp,47,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,The Peckhampouncer (IRE),R. C. Colgan,0,D. Broad,10th,Short Head,5,9-0tv,47,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Rosie Rock (IRE),J. J. G. Ryan,7,James McAuley,9th,Head,4,9-13b,60,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,War Hero (IRE),R. Whearty,7,James McAuley,8th,1 l,7,9-11tb,58,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Peppermint Bay (IRE),J. M. Sheridan,3,J. J. Feane,7th,Head,4,9-0,47,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Malaysian (IRE),C. J. MacRedmond,5,C. Moore,6th,2 l,4,9-9tp,56,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Swiss Army Officer (IRE),Julie Burke,0,Kevin Thomas Coleman,5th,Nose,7,9-3,50,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Circles (IRE),K. J. Leonard,0,Anthony McCann,4th,Short Head,3,9-3t1,53,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Je T'ai Porte (IRE),C. D. Maxwell,0,Gavin Patrick Cromwell,3rd,1/2 l,4,10-0,61,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Leabaland (IRE),Emmet McNamara,0,M. M. Lynch,2nd,1 1/2 l,5,10-0,61,True,28,28
Dundalk Racing Results | 28th October 2022 20:00,N/A,20:00,Standard,1m,Zonik (IRE),Cillian McConnell,7,John McConnell,1st,N/A,3,9-4b1,54,True,28,28
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Akmaam (FR),G. F. Carroll,0,G. M. Lyons,14th,Neck,4,9-6,82,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Cask Mate (IRE),L. F. Roche,0,Noel Meade,13th,Head,9,9-7t,83,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Construct,M. P. Sheehy,0,John McConnell,12th,7 l,7,8-9t,71,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Whatharm (IRE),C. P. Hoban,0,Patrick J. Flynn,11th,1 1/4 l,7,9-10,86,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Dare to Flare (IRE),A. J. Slattery,0,A. Slattery,10th,Head,6,9-1,77,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Mercury Mission,N. M. Crosse,0,W. McCreery,9th,1 l,3,8-8v,76,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,La Hacienda,J. Coen,5,Matthew J. Smith,8th,3/4 l,5,9-10tp,86,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Fascinating Shadow (IRE),William James Lee,0,John Joseph Hanlon,7th,1/2 l,4,9-4,80,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Amortentia (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,6th,3/4 l,3,9-13p,95,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Sheishybrid (IRE),C. T. Keane,0,Noel Meade,5th,Head,4,9-9t,85,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Dalvey,J. J. G. Ryan,7,James McAuley,4th,1 1/4 l,5,9-7tp,83,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Alaroos (IRE),C. D. Hayes,0,Kevin Prendergast,3rd,1 l,3,9-3,85,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Ceallach (IRE),Shane Foley,0,M. Halford,2nd,Neck,3,8-10,78,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Golden Twilight (IRE),R. P. Whelan,0,M. Halford,1st,N/A,5,10-2t,92,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Akmaam (FR),G. F. Carroll,0,G. M. Lyons,14th,Neck,4,9-6,82,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Cask Mate (IRE),L. F. Roche,0,Noel Meade,13th,Head,9,9-7t,83,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Construct,M. P. Sheehy,0,John McConnell,12th,7 l,7,8-9t,71,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Whatharm (IRE),C. P. Hoban,0,Patrick J. Flynn,11th,1 1/4 l,7,9-10,86,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Dare to Flare (IRE),A. J. Slattery,0,A. Slattery,10th,Head,6,9-1,77,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Mercury Mission,N. M. Crosse,0,W. McCreery,9th,1 l,3,8-8v,76,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,La Hacienda,J. Coen,5,Matthew J. Smith,8th,3/4 l,5,9-10tp,86,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Fascinating Shadow (IRE),William James Lee,0,John Joseph Hanlon,7th,1/2 l,4,9-4,80,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Amortentia (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,6th,3/4 l,3,9-13p,95,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Sheishybrid (IRE),C. T. Keane,0,Noel Meade,5th,Head,4,9-9t,85,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Dalvey,J. J. G. Ryan,7,James McAuley,4th,1 1/4 l,5,9-7tp,83,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Alaroos (IRE),C. D. Hayes,0,Kevin Prendergast,3rd,1 l,3,9-3,85,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Ceallach (IRE),Shane Foley,0,M. Halford,2nd,Neck,3,8-10,78,True,28,29
Dundalk Racing Results | 28th October 2022 20:30,N/A,20:30,Standard,1m 4f,Golden Twilight (IRE),R. P. Whelan,0,M. Halford,1st,N/A,5,10-2t,92,True,28,29
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Tell Her Nothing (IRE),D. J. O'Keeffe,0,Brendan Duke,14th,11 l,3,11-0,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Poets Cottage (IRE),B. J. Cooper,0,Noel Meade,13th,16 l,3,11-0,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Donbass (IRE),B. P. Kennedy,7,Paul W. Flynn,12th,6 1/2 l,3,11-0p,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Cornmarket (IRE),D. Moloney,7,Michael Flannery,11th,4 1/2 l,3,11-0,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Pont Audemer (FR),L. P. Dempsey,0,Gavin Patrick Cromwell,10th,2 3/4 l,3,11-0,-,True,28,30
Galway Racing Results | 29th October 2022 13:08,N/A,13:08,Heavy,2m 90y,Too Sharp (IRE),S. F. O'Keeffe,0,Vincent Laurence Halley,9th,Nose,3,11-0t1,-,True,28,30
