track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Hastily,D Robinson,0,Tom McGuinness,PU,N/A,5,11-5,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,She's No Fool (IRE),Niall Moore,7,Frank Hayes,PU,N/A,6,10-11,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Big Reggie,L A McKenna,5,J G Cosgrave,12th,51 l,8,11-4,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Back O' The Net (IRE),B P Kennedy,7,Miss S J Harty,11th,1 3/4 l,8,11-4,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Backonthegoagain (IRE),A P Kelly,5,C Bowe,10th,Head,6,11-4,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Mullanour (IRE),J J Slevin,0,W J Martin,9th,20 l,5,11-4,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Jackson Lamb (IRE),A Harvey,7,J C McConnell,8th,1 l,5,11-12h,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Avalo (IRE),J Coen,3,Peter Fahey,7th,2 1/2 l,5,11-4,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Walmix (FR),D E Mullins,0,A Mullins,6th,10 l,6,11-12h,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Iamagetaway (IRE),K C Sexton,0,James Andrew Fahey,5th,3/4 l,5,11-4,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Sir Jimmy Mac (IRE),Sam Ewing,0,P W Flynn,4th,9 1/2 l,8,11-12,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Crooked Tannie (IRE),D J Gilligan,0,C Collins,3rd,5 l,5,11-12h,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Moonlight Jazz,Rachael Blackmore,0,H De Bromhead,2nd,1 3/4 l,5,11-4t,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Sunchart,C M Quirke,5,A Slattery,1st,N/A,7,11-12,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Hastily,D Robinson,0,Tom McGuinness,PU,N/A,5,11-5,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,She's No Fool (IRE),Niall Moore,7,Frank Hayes,PU,N/A,6,10-11,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Big Reggie,L A McKenna,5,J G Cosgrave,12th,51 l,8,11-4,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Back O' The Net (IRE),B P Kennedy,7,Miss S J Harty,11th,1 3/4 l,8,11-4,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Backonthegoagain (IRE),A P Kelly,5,C Bowe,10th,Head,6,11-4,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Mullanour (IRE),J J Slevin,0,W J Martin,9th,20 l,5,11-4,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Jackson Lamb (IRE),A Harvey,7,J C McConnell,8th,1 l,5,11-12h,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Avalo (IRE),J Coen,3,Peter Fahey,7th,2 1/2 l,5,11-4,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Walmix (FR),D E Mullins,0,A Mullins,6th,10 l,6,11-12h,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Iamagetaway (IRE),K C Sexton,0,James Andrew Fahey,5th,3/4 l,5,11-4,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Sir Jimmy Mac (IRE),Sam Ewing,0,P W Flynn,4th,9 1/2 l,8,11-12,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Crooked Tannie (IRE),D J Gilligan,0,C Collins,3rd,5 l,5,11-12h,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Moonlight Jazz,Rachael Blackmore,0,H De Bromhead,2nd,1 3/4 l,5,11-4t,-,True,133,1
Wexford Racing Results | 9th August 2024 16:55,N/A,16:55,Good To Yielding,2m 160y,Sunchart,C M Quirke,5,A Slattery,1st,N/A,7,11-12,-,True,133,1
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Shana Cloon (IRE),K M Donoghue,0,G P Cromwell,NR,N/A,5,11-7,95,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Ballycommon Chapel (IRE),R Deegan,0,R Donohoe,NR,N/A,6,11-0,88,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Tropical Image (IRE),G B Noonan,5,E McCarthy,NR,N/A,7,11-0p1,88,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Dreamz (IRE),J P Shinnick,7,T O'Brien,NR,N/A,7,11-8h,96,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Hockworthy Flyer (IRE),D P Maxwell,7,A McNamara,12th,8 l,9,10-7,81,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Thebeautifulgame,E Walsh,0,C Collins,11th,3 l,5,11-0,88,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Rock On Dolly (IRE),K E Buckley,0,G P Cromwell,10th,1/2 l,5,11-4,92,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,C'est Rien (IRE),D E Mullins,0,T Mullins,9th,2 l,7,10-9,83,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Gonetomillgrove (IRE),T Power Roche,7,P J Rothwell,8th,1 1/4 l,6,11-1,89,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Doyen Magic (IRE),J C Gainford,0,P Nolan,7th,1/2 l,5,11-9t,97,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Gilded Moon,J J Slevin,0,A Fleming,6th,3 1/2 l,4,11-2,93,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Joeswayornoway (IRE),Shane Fenelon,7,E Sheehy,5th,1 l,8,10-13v1,87,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Bobbi Gin Tree (IRE),Rachael Blackmore,0,H De Bromhead,4th,2 1/4 l,5,12-0,102,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Onebrightbluerose (IRE),Mr A Burke-Ott,7,Patrick Cronin,3rd,7 1/2 l,5,11-2b,90,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Bayou Belle (IRE),P T Smithers,7,J P Fahey,2nd,1 1/2 l,5,11-5,93,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Inchiquin Star (IRE),C M Quirke,5,P Kiely,1st,N/A,5,12-0,102,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Shana Cloon (IRE),K M Donoghue,0,G P Cromwell,NR,N/A,5,11-7,95,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Ballycommon Chapel (IRE),R Deegan,0,R Donohoe,NR,N/A,6,11-0,88,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Tropical Image (IRE),G B Noonan,5,E McCarthy,NR,N/A,7,11-0p1,88,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Dreamz (IRE),J P Shinnick,7,T O'Brien,NR,N/A,7,11-8h,96,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Hockworthy Flyer (IRE),D P Maxwell,7,A McNamara,12th,8 l,9,10-7,81,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Thebeautifulgame,E Walsh,0,C Collins,11th,3 l,5,11-0,88,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Rock On Dolly (IRE),K E Buckley,0,G P Cromwell,10th,1/2 l,5,11-4,92,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,C'est Rien (IRE),D E Mullins,0,T Mullins,9th,2 l,7,10-9,83,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Gonetomillgrove (IRE),T Power Roche,7,P J Rothwell,8th,1 1/4 l,6,11-1,89,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Doyen Magic (IRE),J C Gainford,0,P Nolan,7th,1/2 l,5,11-9t,97,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Gilded Moon,J J Slevin,0,A Fleming,6th,3 1/2 l,4,11-2,93,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Joeswayornoway (IRE),Shane Fenelon,7,E Sheehy,5th,1 l,8,10-13v1,87,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Bobbi Gin Tree (IRE),Rachael Blackmore,0,H De Bromhead,4th,2 1/4 l,5,12-0,102,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Onebrightbluerose (IRE),Mr A Burke-Ott,7,Patrick Cronin,3rd,7 1/2 l,5,11-2b,90,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Bayou Belle (IRE),P T Smithers,7,J P Fahey,2nd,1 1/2 l,5,11-5,93,True,133,2
Wexford Racing Results | 9th August 2024 17:30,N/A,17:30,Good To Yielding,2m 160y,Inchiquin Star (IRE),C M Quirke,5,P Kiely,1st,N/A,5,12-0,102,True,133,2
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Wandering Rocks,O R Brown,5,W Durkan,10th,20 l,5,12-0t,114,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Name Me Famous (IRE),P T Enright,0,E McCarthy,9th,2 3/4 l,8,11-5tp,105,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Morepowertoya (FR),D J O'Keeffe,0,Paul Power,8th,3 1/2 l,6,10-11b1,97,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Init Together,M J M O'Sullivan,0,S Fahey,7th,1 l,6,10-0,86,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Wouldn't You Agree (IRE),D Meyler,0,E Griffin,6th,Neck,10,11-9p,109,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Tingarran Express (IRE),B Hayes,0,Miss D O'Shea,5th,1/2 l,7,10-9h,95,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Valsorpresa,C P Millar,7,G Elliott,4th,8 1/2 l,6,11-12,112,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Belgoprince (FR),D King,0,Mrs C O'Leary,3rd,1 l,7,11-0t,100,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Baltinglass Hill (IRE),T Power Roche,7,P J Rothwell,2nd,1/2 l,7,10-13b,99,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Tuckmill (IRE),J Coen,3,Peter Fahey,1st,N/A,8,10-8,94,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Wandering Rocks,O R Brown,5,W Durkan,10th,20 l,5,12-0t,114,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Name Me Famous (IRE),P T Enright,0,E McCarthy,9th,2 3/4 l,8,11-5tp,105,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Morepowertoya (FR),D J O'Keeffe,0,Paul Power,8th,3 1/2 l,6,10-11b1,97,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Init Together,M J M O'Sullivan,0,S Fahey,7th,1 l,6,10-0,86,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Wouldn't You Agree (IRE),D Meyler,0,E Griffin,6th,Neck,10,11-9p,109,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Tingarran Express (IRE),B Hayes,0,Miss D O'Shea,5th,1/2 l,7,10-9h,95,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Valsorpresa,C P Millar,7,G Elliott,4th,8 1/2 l,6,11-12,112,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Belgoprince (FR),D King,0,Mrs C O'Leary,3rd,1 l,7,11-0t,100,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Baltinglass Hill (IRE),T Power Roche,7,P J Rothwell,2nd,1/2 l,7,10-13b,99,True,133,3
Wexford Racing Results | 9th August 2024 18:05,N/A,18:05,Good To Yielding,2m 160y,Tuckmill (IRE),J Coen,3,Peter Fahey,1st,N/A,8,10-8,94,True,133,3
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,The Dooner Citizen (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,NR,N/A,6,11-9,89,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Seriously Ava (IRE),C M Quirke,5,D H Kelly,PU,N/A,6,11-0,80,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Lispopple (IRE),Niall Moore,7,P Fenton,13th,9 1/2 l,6,11-8p1,88,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Golden Glen (IRE),D J O'Keeffe,0,Brendan Walsh,12th,2 1/4 l,10,11-0tb,80,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Oscar Tonic (IRE),M P O'Connor,0,E F Gallagher,11th,3 3/4 l,9,11-0p1,80,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Tullabrack Lad (IRE),B P Kennedy,7,F J Flood,10th,Neck,5,11-0,80,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Annie Questions (IRE),P Byrnes,0,Patrick Cronin,9th,2 1/4 l,6,11-7,87,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,U Asking Me (IRE),P T Enright,0,E Doyle,8th,11 l,7,11-0tp,80,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Appian Way (FR),H Morgan,0,Robert Widger,7th,3 l,8,11-4b,84,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Kilmurry Jj (IRE),J P Shinnick,7,T O'Brien,6th,7 1/2 l,7,11-13t,93,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Woodie Wango (IRE),A Harvey,7,Rosemary Connors,5th,Neck,6,12-0t1,94,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Cafe Del Mar (IRE),D Robinson,0,David J Phelan,4th,1/2 l,8,11-4,84,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Hill Rocket (IRE),J Kearney,5,C Collins,3rd,4 1/2 l,6,12-0p1,94,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Jimli's Cave (IRE),D Meyler,0,R K Watson,2nd,3/4 l,6,11-4,84,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Walkonthebriteside (IRE),B W Harvey,0,J C McConnell,1st,N/A,6,11-9t,89,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,The Dooner Citizen (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,NR,N/A,6,11-9,89,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Seriously Ava (IRE),C M Quirke,5,D H Kelly,PU,N/A,6,11-0,80,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Lispopple (IRE),Niall Moore,7,P Fenton,13th,9 1/2 l,6,11-8p1,88,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Golden Glen (IRE),D J O'Keeffe,0,Brendan Walsh,12th,2 1/4 l,10,11-0tb,80,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Oscar Tonic (IRE),M P O'Connor,0,E F Gallagher,11th,3 3/4 l,9,11-0p1,80,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Tullabrack Lad (IRE),B P Kennedy,7,F J Flood,10th,Neck,5,11-0,80,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Annie Questions (IRE),P Byrnes,0,Patrick Cronin,9th,2 1/4 l,6,11-7,87,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,U Asking Me (IRE),P T Enright,0,E Doyle,8th,11 l,7,11-0tp,80,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Appian Way (FR),H Morgan,0,Robert Widger,7th,3 l,8,11-4b,84,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Kilmurry Jj (IRE),J P Shinnick,7,T O'Brien,6th,7 1/2 l,7,11-13t,93,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Woodie Wango (IRE),A Harvey,7,Rosemary Connors,5th,Neck,6,12-0t1,94,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Cafe Del Mar (IRE),D Robinson,0,David J Phelan,4th,1/2 l,8,11-4,84,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Hill Rocket (IRE),J Kearney,5,C Collins,3rd,4 1/2 l,6,12-0p1,94,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Jimli's Cave (IRE),D Meyler,0,R K Watson,2nd,3/4 l,6,11-4,84,True,133,4
Wexford Racing Results | 9th August 2024 18:40,N/A,18:40,Good To Yielding,3m,Walkonthebriteside (IRE),B W Harvey,0,J C McConnell,1st,N/A,6,11-9t,89,True,133,4
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Danesfort Mayfly (IRE),J J Slevin,0,W J Lanigan,UR,N/A,7,11-7tp1,83,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Church Lane (IRE),D J O'Keeffe,0,Brendan Walsh,PU,N/A,9,11-4t,80,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Desperado Genie (IRE),C P Millar,7,C Collins,PU,N/A,6,11-12tb1,88,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,The Holmeister (IRE),M J M O'Sullivan,0,M Hourigan,PU,N/A,10,11-11,87,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Nomadic Star (IRE),J Smith,7,L Young,10th,11 l,9,11-4p,80,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Lightontheriver (IRE),D King,0,Miss J M Lee,9th,9 l,8,11-4p,80,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Repeat That (IRE),C M Quirke,5,D H Kelly,8th,22 l,11,11-4,80,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Klassman (IRE),K E Buckley,0,S Nolan,7th,11 l,6,11-9tp1,85,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,The Flying Donkey (IRE),D E Mullins,0,J Dullea,6th,21 l,6,11-7,83,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Georgia Celena (IRE),B W Harvey,0,J C McConnell,5th,2 1/2 l,6,11-9,85,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Heart Of Rome (IRE),J P O'Sullivan,0,P Nolan,4th,3/4 l,5,11-6b1,82,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Tropical Speed (IRE),P T Enright,0,E Doyle,3rd,1 l,5,11-11,87,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Derby De Thaix (FR),Miss H Heffernan,7,James Andrew Fahey,2nd,6 1/2 l,11,11-6,82,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Cruisin Susan (IRE),Mr J P Berry,7,J A Berry,1st,N/A,7,11-6,82,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Danesfort Mayfly (IRE),J J Slevin,0,W J Lanigan,UR,N/A,7,11-7tp1,83,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Church Lane (IRE),D J O'Keeffe,0,Brendan Walsh,PU,N/A,9,11-4t,80,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Desperado Genie (IRE),C P Millar,7,C Collins,PU,N/A,6,11-12tb1,88,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,The Holmeister (IRE),M J M O'Sullivan,0,M Hourigan,PU,N/A,10,11-11,87,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Nomadic Star (IRE),J Smith,7,L Young,10th,11 l,9,11-4p,80,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Lightontheriver (IRE),D King,0,Miss J M Lee,9th,9 l,8,11-4p,80,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Repeat That (IRE),C M Quirke,5,D H Kelly,8th,22 l,11,11-4,80,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Klassman (IRE),K E Buckley,0,S Nolan,7th,11 l,6,11-9tp1,85,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,The Flying Donkey (IRE),D E Mullins,0,J Dullea,6th,21 l,6,11-7,83,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Georgia Celena (IRE),B W Harvey,0,J C McConnell,5th,2 1/2 l,6,11-9,85,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Heart Of Rome (IRE),J P O'Sullivan,0,P Nolan,4th,3/4 l,5,11-6b1,82,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Tropical Speed (IRE),P T Enright,0,E Doyle,3rd,1 l,5,11-11,87,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Derby De Thaix (FR),Miss H Heffernan,7,James Andrew Fahey,2nd,6 1/2 l,11,11-6,82,True,133,5
Wexford Racing Results | 9th August 2024 19:15,N/A,19:15,Good To Yielding,3m,Cruisin Susan (IRE),Mr J P Berry,7,J A Berry,1st,N/A,7,11-6,82,True,133,5
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Sharetheknowledge (IRE),Sam Ewing,0,Paul Tobin,S,N/A,5,11-11,99,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Figurehead (IRE),H P Cleary,7,Michael G Cleary,PU,N/A,7,11-7tb,95,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Benz (IRE),D Meyler,0,R K Watson,PU,N/A,6,11-10tp,98,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Moyvilla Lass (IRE),G B Noonan,5,E McCarthy,PU,N/A,6,11-9tp,97,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Sammy Smart,D J O'Keeffe,0,T Gibney,10th,20 l,8,12-0,102,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Ixigreczed (FR),P K Donovan,5,E Seymour,9th,11 l,6,11-9,97,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Sullane Hill (IRE),M P O'Connor,0,P C O'Connor,8th,31 l,12,11-7tp,95,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Francois (FR),Mr S J Butler,7,Mary Ellen Doyle,7th,2 1/4 l,9,12-0p,102,True,133,6
Wexford Racing Results | 9th August 2024 19:50,N/A,19:50,Good To Yielding,2m 4f 100y,Coffeys Forge (IRE),C M Quirke,5,P Ryan,6th,1 3/4 l,8,12-0,102,True,133,6
