track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Marianne North (IRE),R P Whelan,0,J Davison,3rd,1/2 l,2,8-9t1,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Kilmood Susan (IRE),D Egan,0,Daniel Murphy,2nd,4 l,2,8-9,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Barnavara (IRE),S Foley,0,Mrs J Harrington,1st,N/A,2,8-13,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Real Life (IRE),G M Ryan,0,Donnacha O'Brien,15th,3/4 l,2,9-4,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Faire La Nouba (IRE),D W O'Connor,0,John F O'Neill,14th,1 3/4 l,2,9-0,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Eric Lock,C T Keane,0,N Meade,13th,3 1/2 l,2,9-2,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Mount Parnassus (IRE),P A Harnett,5,Donnacha O'Brien,12th,1 1/4 l,2,9-6,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Sheamus Seimhiu (IRE),R C Colgan,0,Chris Timmons,11th,1 l,2,9-2,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Goldino (IRE),D P McDonogh,0,J S Bolger,10th,1 3/4 l,2,8-9,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Deo Vero (IRE),C D Hayes,0,David J Geary,9th,1 1/4 l,2,8-9,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Velvet Falls (IRE),G F Carroll,0,J G Murphy,8th,Nose,2,9-0,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Rebel Diamond (IRE),W M Lordan,0,N Lupini,7th,1 l,2,9-4,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Right And True (IRE),R L Moore,0,A P O'Brien,6th,1 1/4 l,2,9-2,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Gloriously Glam (IRE),N M Crosse,0,Mrs J Harrington,5th,1 1/2 l,2,8-9,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Elzem (IRE),D McMonagle,0,J P O'Brien,4th,Head,2,9-0,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Marianne North (IRE),R P Whelan,0,J Davison,3rd,1/2 l,2,8-9t1,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Kilmood Susan (IRE),D Egan,0,Daniel Murphy,2nd,4 l,2,8-9,-,True,111,37
Curragh Racing Results | 6th May 2024 13:15,N/A,13:15,Soft,6f,Barnavara (IRE),S Foley,0,Mrs J Harrington,1st,N/A,2,8-13,-,True,111,37
Curragh Racing Results | 6th May 2024 13:50,N/A,13:50,Soft,5f,Usdi Atohi (IRE),G M Ryan,0,Donnacha O'Brien,NR,N/A,2,9-0,-,True,111,38
Curragh Racing Results | 6th May 2024 13:50,N/A,13:50,Soft,5f,Morning Vietnam,C T Keane,0,M O'Callaghan,5th,6 1/2 l,2,9-5,-,True,111,38
Curragh Racing Results | 6th May 2024 13:50,N/A,13:50,Soft,5f,Gran Habano (IRE),W J Lee,0,A Murray,4th,1 3/4 l,2,9-5,-,True,111,38
Curragh Racing Results | 6th May 2024 13:50,N/A,13:50,Soft,5f,Monotone (IRE),D P McDonogh,0,J S Bolger,3rd,2 3/4 l,2,9-5,-,True,111,38
Curragh Racing Results | 6th May 2024 13:50,N/A,13:50,Soft,5f,Arizona Blaze,D Egan,0,A Murray,2nd,3 3/4 l,2,9-5,-,True,111,38
Curragh Racing Results | 6th May 2024 13:50,N/A,13:50,Soft,5f,Whistlejacket (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-5,-,True,111,38
Curragh Racing Results | 6th May 2024 13:50,N/A,13:50,Soft,5f,Usdi Atohi (IRE),G M Ryan,0,Donnacha O'Brien,NR,N/A,2,9-0,-,True,111,38
Curragh Racing Results | 6th May 2024 13:50,N/A,13:50,Soft,5f,Morning Vietnam,C T Keane,0,M O'Callaghan,5th,6 1/2 l,2,9-5,-,True,111,38
Curragh Racing Results | 6th May 2024 13:50,N/A,13:50,Soft,5f,Gran Habano (IRE),W J Lee,0,A Murray,4th,1 3/4 l,2,9-5,-,True,111,38
Curragh Racing Results | 6th May 2024 13:50,N/A,13:50,Soft,5f,Monotone (IRE),D P McDonogh,0,J S Bolger,3rd,2 3/4 l,2,9-5,-,True,111,38
Curragh Racing Results | 6th May 2024 13:50,N/A,13:50,Soft,5f,Arizona Blaze,D Egan,0,A Murray,2nd,3 3/4 l,2,9-5,-,True,111,38
Curragh Racing Results | 6th May 2024 13:50,N/A,13:50,Soft,5f,Whistlejacket (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-5,-,True,111,38
Curragh Racing Results | 6th May 2024 14:25,N/A,14:25,Soft,1m,Elegant Madame (IRE),D Egan,0,A Murray,5th,31 l,3,9-0,-,True,111,39
Curragh Racing Results | 6th May 2024 14:25,N/A,14:25,Soft,1m,Ecureuil Secret (FR),O J Orr,0,E J O'Grady,4th,1/2 l,3,9-5,-,True,111,39
Curragh Racing Results | 6th May 2024 14:25,N/A,14:25,Soft,1m,Samuel Colt (IRE),R L Moore,0,A P O'Brien,3rd,1/2 l,3,9-5,-,True,111,39
Curragh Racing Results | 6th May 2024 14:25,N/A,14:25,Soft,1m,Norwalk Havoc,S Foley,0,Mrs J Harrington,2nd,1 l,3,9-5,-,True,111,39
Curragh Racing Results | 6th May 2024 14:25,N/A,14:25,Soft,1m,Bright Stripes (IRE),W J Lee,0,A Oliver,1st,N/A,3,9-5p,-,True,111,39
Curragh Racing Results | 6th May 2024 14:25,N/A,14:25,Soft,1m,Elegant Madame (IRE),D Egan,0,A Murray,5th,31 l,3,9-0,-,True,111,39
Curragh Racing Results | 6th May 2024 14:25,N/A,14:25,Soft,1m,Ecureuil Secret (FR),O J Orr,0,E J O'Grady,4th,1/2 l,3,9-5,-,True,111,39
Curragh Racing Results | 6th May 2024 14:25,N/A,14:25,Soft,1m,Samuel Colt (IRE),R L Moore,0,A P O'Brien,3rd,1/2 l,3,9-5,-,True,111,39
Curragh Racing Results | 6th May 2024 14:25,N/A,14:25,Soft,1m,Norwalk Havoc,S Foley,0,Mrs J Harrington,2nd,1 l,3,9-5,-,True,111,39
Curragh Racing Results | 6th May 2024 14:25,N/A,14:25,Soft,1m,Bright Stripes (IRE),W J Lee,0,A Oliver,1st,N/A,3,9-5p,-,True,111,39
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Glamorously (IRE),S Foley,0,Mrs J Harrington,10th,1 1/4 l,3,9-6p,80,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Glimmerglass (IRE),C D Hayes,0,J Feane,9th,1 l,3,8-10,70,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Salah Belle (IRE),B M Coen,0,S Lavery,8th,Short Head,3,9-2,76,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Pepper Noir (IRE),G F Carroll,0,G P Cromwell,7th,3 1/2 l,3,8-13,73,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Ribchestina (IRE),R C Colgan,0,S Lavery,6th,4 1/2 l,3,9-8,82,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Straya (IRE),J J G Ryan,5,J Davison,5th,2 1/4 l,3,9-6,80,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Madame Plaintiff (IRE),R Whearty,5,G P Cromwell,4th,Head,3,8-13,73,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Neo Smart (IRE),D P McDonogh,0,J S Bolger,3rd,1/2 l,3,9-3,77,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Sluice (IRE),D McMonagle,0,J P O'Brien,2nd,3 1/2 l,3,9-12,86,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Asian Daze (IRE),R M Mulligan,10,J P Murtagh,1st,N/A,3,9-11,85,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Glamorously (IRE),S Foley,0,Mrs J Harrington,10th,1 1/4 l,3,9-6p,80,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Glimmerglass (IRE),C D Hayes,0,J Feane,9th,1 l,3,8-10,70,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Salah Belle (IRE),B M Coen,0,S Lavery,8th,Short Head,3,9-2,76,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Pepper Noir (IRE),G F Carroll,0,G P Cromwell,7th,3 1/2 l,3,8-13,73,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Ribchestina (IRE),R C Colgan,0,S Lavery,6th,4 1/2 l,3,9-8,82,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Straya (IRE),J J G Ryan,5,J Davison,5th,2 1/4 l,3,9-6,80,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Madame Plaintiff (IRE),R Whearty,5,G P Cromwell,4th,Head,3,8-13,73,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Neo Smart (IRE),D P McDonogh,0,J S Bolger,3rd,1/2 l,3,9-3,77,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Sluice (IRE),D McMonagle,0,J P O'Brien,2nd,3 1/2 l,3,9-12,86,True,111,40
Curragh Racing Results | 6th May 2024 15:00,N/A,15:00,Soft,7f,Asian Daze (IRE),R M Mulligan,10,J P Murtagh,1st,N/A,3,9-11,85,True,111,40
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Purple Love (FR),C T Keane,0,A Murray,10th,9 l,4,9-9,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Valpolicella (GER),D P McDonogh,0,J P O'Brien,9th,1 3/4 l,5,9-9,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Vain Gloria (IRE),W J Lee,0,P Twomey,8th,2 l,4,9-9,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Bluedrum (IRE),S Foley,0,Mrs J Harrington,7th,Neck,3,8-11,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Wide With Delight (IRE),B M Coen,0,J P Murtagh,6th,1 l,3,8-11,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Jumbly,R L Moore,0,J P O'Brien,5th,2 1/4 l,5,9-9,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Magical Sunset (IRE),D Egan,0,A Murray,4th,2 1/4 l,4,9-12,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Doom,C D Hayes,0,W J Haggas,3rd,3/4 l,4,9-9,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,You Send Me (IRE),J M Sheridan,0,J A Stack,2nd,Head,4,9-9,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Gregarina (FR),D McMonagle,0,J P O'Brien,1st,N/A,5,9-9h,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Purple Love (FR),C T Keane,0,A Murray,10th,9 l,4,9-9,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Valpolicella (GER),D P McDonogh,0,J P O'Brien,9th,1 3/4 l,5,9-9,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Vain Gloria (IRE),W J Lee,0,P Twomey,8th,2 l,4,9-9,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Bluedrum (IRE),S Foley,0,Mrs J Harrington,7th,Neck,3,8-11,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Wide With Delight (IRE),B M Coen,0,J P Murtagh,6th,1 l,3,8-11,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Jumbly,R L Moore,0,J P O'Brien,5th,2 1/4 l,5,9-9,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Magical Sunset (IRE),D Egan,0,A Murray,4th,2 1/4 l,4,9-12,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Doom,C D Hayes,0,W J Haggas,3rd,3/4 l,4,9-9,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,You Send Me (IRE),J M Sheridan,0,J A Stack,2nd,Head,4,9-9,-,True,111,41
Curragh Racing Results | 6th May 2024 15:35,N/A,15:35,Soft,7f,Gregarina (FR),D McMonagle,0,J P O'Brien,1st,N/A,5,9-9h,-,True,111,41
Curragh Racing Results | 6th May 2024 16:10,N/A,16:10,Soft,1m 2f,Goldana (IRE),D P McDonogh,0,J P O'Brien,NR,N/A,5,9-2,-,True,111,42
Curragh Racing Results | 6th May 2024 16:10,N/A,16:10,Soft,1m 2f,Elegant Man (USA),D Egan,0,A Murray,NR,N/A,4,9-5,-,True,111,42
Curragh Racing Results | 6th May 2024 16:10,N/A,16:10,Soft,1m 2f,Maxux (IRE),D McMonagle,0,J P O'Brien,5th,2 3/4 l,4,9-2,-,True,111,42
Curragh Racing Results | 6th May 2024 16:10,N/A,16:10,Soft,1m 2f,Village Voice,S Foley,0,Mrs J Harrington,4th,2 1/4 l,4,9-2,-,True,111,42
Curragh Racing Results | 6th May 2024 16:10,N/A,16:10,Soft,1m 2f,Greenland (IRE),R L Moore,0,A P O'Brien,3rd,Neck,4,9-5,-,True,111,42
Curragh Racing Results | 6th May 2024 16:10,N/A,16:10,Soft,1m 2f,Lord Massusus (IRE),G F Carroll,0,J G Murphy,2nd,3 3/4 l,4,9-5,-,True,111,42
Curragh Racing Results | 6th May 2024 16:10,N/A,16:10,Soft,1m 2f,White Birch,C T Keane,0,J J Murphy,1st,N/A,4,9-5t,-,True,111,42
Curragh Racing Results | 6th May 2024 16:10,N/A,16:10,Soft,1m 2f,Goldana (IRE),D P McDonogh,0,J P O'Brien,NR,N/A,5,9-2,-,True,111,42
Curragh Racing Results | 6th May 2024 16:10,N/A,16:10,Soft,1m 2f,Elegant Man (USA),D Egan,0,A Murray,NR,N/A,4,9-5,-,True,111,42
Curragh Racing Results | 6th May 2024 16:10,N/A,16:10,Soft,1m 2f,Maxux (IRE),D McMonagle,0,J P O'Brien,5th,2 3/4 l,4,9-2,-,True,111,42
Curragh Racing Results | 6th May 2024 16:10,N/A,16:10,Soft,1m 2f,Village Voice,S Foley,0,Mrs J Harrington,4th,2 1/4 l,4,9-2,-,True,111,42
Curragh Racing Results | 6th May 2024 16:10,N/A,16:10,Soft,1m 2f,Greenland (IRE),R L Moore,0,A P O'Brien,3rd,Neck,4,9-5,-,True,111,42
Curragh Racing Results | 6th May 2024 16:10,N/A,16:10,Soft,1m 2f,Lord Massusus (IRE),G F Carroll,0,J G Murphy,2nd,3 3/4 l,4,9-5,-,True,111,42
Curragh Racing Results | 6th May 2024 16:10,N/A,16:10,Soft,1m 2f,White Birch,C T Keane,0,J J Murphy,1st,N/A,4,9-5t,-,True,111,42
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Out On Friday (IRE),O McSweeney,0,P Byrne,20th,15 l,8,9-13,74,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Rhythm King (IRE),H J Horgan,2,M Fahey,19th,2 l,4,10-0,75,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Shimmerz (IRE),C Horgan,4,C O'Brien,18th,2 3/4 l,6,8-7h,53,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Secret Magician (IRE),M W Hassett,4,M Hassett,17th,1/2 l,5,9-8b,69,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Rock Etoile (IRE),Amy Jo Hayes,7,A Slattery,16th,2 l,6,9-7,68,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Takeachancejimmy (IRE),C J MacRedmond,0,N Slevin,15th,2 l,10,9-9,70,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Zabeir (IRE),J A Powell,0,D Kinsella,14th,Head,5,10-1tp1,76,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Rattletheonionbag (IRE),K G Kennedy,7,W P Browne,13th,1 1/2 l,4,8-7,52,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Encosta (IRE),R Whearty,0,N Meade,12th,Short Head,4,9-10,71,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Rochester Mike (IRE),T R Costello,7,M Kelly,11th,3/4 l,4,9-7t,68,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Mogwli (IRE),D J Power,7,W McCreery,10th,Neck,7,9-9v,70,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Racing Royalty,P A Harnett,2,G Scott,9th,Neck,5,9-10b,71,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Superior Force,Adam Caffrey,0,A Murray,8th,1 1/4 l,5,9-10,71,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,El Bello,D King,0,D Hogan,7th,Neck,5,10-0p,75,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Come On The Lads (IRE),W Joyce,2,J Davison,6th,1/2 l,4,9-13,74,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Loingseoir (IRE),C Geerdharry,7,M C Grassick,5th,1 1/2 l,8,9-13t,74,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Alessia Fernanda (IRE),J J G Ryan,0,D K Weld,4th,1 1/2 l,4,9-7,68,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Arch Enemy (IRE),S P Bird,7,P Magee,3rd,1 1/4 l,5,9-5,66,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Shawaamekh,S T McCullagh,0,J F Levins,2nd,3/4 l,10,9-8,69,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Orandi (FR),J Kearney,2,A J Martin,1st,N/A,6,10-1t,76,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Out On Friday (IRE),O McSweeney,0,P Byrne,20th,15 l,8,9-13,74,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Rhythm King (IRE),H J Horgan,2,M Fahey,19th,2 l,4,10-0,75,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Shimmerz (IRE),C Horgan,4,C O'Brien,18th,2 3/4 l,6,8-7h,53,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Secret Magician (IRE),M W Hassett,4,M Hassett,17th,1/2 l,5,9-8b,69,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Rock Etoile (IRE),Amy Jo Hayes,7,A Slattery,16th,2 l,6,9-7,68,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Takeachancejimmy (IRE),C J MacRedmond,0,N Slevin,15th,2 l,10,9-9,70,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Zabeir (IRE),J A Powell,0,D Kinsella,14th,Head,5,10-1tp1,76,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Rattletheonionbag (IRE),K G Kennedy,7,W P Browne,13th,1 1/2 l,4,8-7,52,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Encosta (IRE),R Whearty,0,N Meade,12th,Short Head,4,9-10,71,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Rochester Mike (IRE),T R Costello,7,M Kelly,11th,3/4 l,4,9-7t,68,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Mogwli (IRE),D J Power,7,W McCreery,10th,Neck,7,9-9v,70,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Racing Royalty,P A Harnett,2,G Scott,9th,Neck,5,9-10b,71,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Superior Force,Adam Caffrey,0,A Murray,8th,1 1/4 l,5,9-10,71,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,El Bello,D King,0,D Hogan,7th,Neck,5,10-0p,75,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Come On The Lads (IRE),W Joyce,2,J Davison,6th,1/2 l,4,9-13,74,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Loingseoir (IRE),C Geerdharry,7,M C Grassick,5th,1 1/2 l,8,9-13t,74,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Alessia Fernanda (IRE),J J G Ryan,0,D K Weld,4th,1 1/2 l,4,9-7,68,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Arch Enemy (IRE),S P Bird,7,P Magee,3rd,1 1/4 l,5,9-5,66,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Shawaamekh,S T McCullagh,0,J F Levins,2nd,3/4 l,10,9-8,69,True,111,43
Curragh Racing Results | 6th May 2024 16:45,N/A,16:45,Soft,7f,Orandi (FR),J Kearney,2,A J Martin,1st,N/A,6,10-1t,76,True,111,43
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Loma Larnee,W J Lee,0,A Oliver,RR,N/A,4,9-7p,66,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Half Nutz (IRE),Adam Caffrey,5,A McGuinness,16th,1 1/2 l,7,9-10,69,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Cross Border,D S O'Sullivan,10,D W O'Sullivan,15th,6 1/2 l,4,9-13p,72,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Winemaker (FR),G M Ryan,0,D Dias,14th,2 l,4,10-2,75,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Nordic Passage (IRE),D W O'Connor,0,J F Levins,13th,1 3/4 l,9,9-13,72,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Distillate,C J MacRedmond,5,A McGuinness,12th,1 l,4,9-7,66,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Senado Square,C Horgan,7,A Slattery,11th,1 1/4 l,4,9-9,68,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Sevensees,B M Coen,0,J P Murtagh,10th,3/4 l,4,9-12,71,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Run Forrest Run (IRE),S Foley,0,M Fenton,9th,3 1/4 l,6,9-12p,71,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Rathbranchurch (IRE),W Joyce,5,M Mulvany,8th,1/2 l,4,9-13,72,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Universally (IRE),C T Keane,0,Eoghan O'Neill,7th,2 l,5,9-13b,72,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Downforce (IRE),Jessica Maye,10,W McCreery,6th,1/2 l,12,9-5v,64,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Linger For Longer (IRE),D McMonagle,0,A Leahy,5th,1 1/4 l,5,9-8,67,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Mount Ruapehu (IRE),A J Slattery,0,A Slattery,4th,Neck,4,10-0t,73,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Tai Sing Yeh (IRE),J M Sheridan,0,D Hogan,3rd,Neck,10,9-9tb,68,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,The Bear Trap (IRE),P A Harnett,5,J Geoghegan,2nd,1 3/4 l,3,9-3,72,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Pinar Del Rio,R P Whelan,0,Joe Conlon,1st,N/A,5,9-5p,64,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Loma Larnee,W J Lee,0,A Oliver,RR,N/A,4,9-7p,66,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Half Nutz (IRE),Adam Caffrey,5,A McGuinness,16th,1 1/2 l,7,9-10,69,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Cross Border,D S O'Sullivan,10,D W O'Sullivan,15th,6 1/2 l,4,9-13p,72,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Winemaker (FR),G M Ryan,0,D Dias,14th,2 l,4,10-2,75,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Nordic Passage (IRE),D W O'Connor,0,J F Levins,13th,1 3/4 l,9,9-13,72,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Distillate,C J MacRedmond,5,A McGuinness,12th,1 l,4,9-7,66,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Senado Square,C Horgan,7,A Slattery,11th,1 1/4 l,4,9-9,68,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Sevensees,B M Coen,0,J P Murtagh,10th,3/4 l,4,9-12,71,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Run Forrest Run (IRE),S Foley,0,M Fenton,9th,3 1/4 l,6,9-12p,71,True,111,44
Curragh Racing Results | 6th May 2024 17:20,N/A,17:20,Soft,6f,Rathbranchurch (IRE),W Joyce,5,M Mulvany,8th,1/2 l,4,9-13,72,True,111,44
