track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Harrys Delight (IRE),Mr D O'Connor,0,R Tyner,7th,3 3/4 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Jeel Des Mottes (FR),J P Shinnick,7,M J Tynan,6th,4 3/4 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Chart Topper (FR),Mr P W Mullins,0,W P Mullins,5th,Head,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Solsbury Hill (IRE),Mr R A Berry,7,G O'Loughlin,4th,2 1/4 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Minella Post,Mr J L Gleeson,5,J Nallen,3rd,3 1/4 l,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Jacob's Ladder (IRE),Mr H C Swan,5,G Elliott,2nd,Short Head,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:00,N/A,18:00,Soft  Flat (Turf),2m,Will The Wise (IRE),Mr D G Lavery,0,G P Cromwell,1st,N/A,5,12-0,-,True,111,28
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Pro Bono (IRE),Paddy Hayes,0,C O'Dwyer,,N/A,9,12-6t,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Struck By Churchil,David Morgan,0,A Slattery,22nd,99 l,4,11-9,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Portville (IRE),Paddy Leigh,0,Peter Fahey,21st,6 1/2 l,5,11-9,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Rodney (IRE),Patrick James Chesters,0,J J Hanlon,20th,1 1/2 l,5,12-0t1,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,New Year Honours,Jamie Kavanagh,0,G Elliott,19th,Neck,5,11-12t,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Essential Part (IRE),Adrian Sexton,0,A Sexton,18th,Nose,6,11-9,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Charlies Pride (IRE),Niall McCarthy,0,Paul Power,17th,12 l,5,12-3,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Balaclava (IRE),Nanina Di Brita,0,D J Bunyan,16th,19 l,11,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Fox Fearless,Jack Tracy,0,O McKiernan,15th,2 3/4 l,8,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Stellar Stow (IRE),Corra Doyle,0,T Doyle,14th,Head,11,11-9,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Future Proof (IRE),Joanna Thornton,0,P J Rothwell,13th,14 l,9,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Tipp For Mac (IRE),Dan Blanchfield,0,T Cooper,12th,2 1/2 l,7,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Born By The Sea (IRE),Conor Hawkins,0,P J Gilligan,11th,9 1/2 l,10,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Jungle Cove (IRE),Sara Jane Tracy,0,Mrs J Harrington,10th,1 l,7,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Mosaaheb,Anna Cropper,0,J J Hanlon,9th,2 3/4 l,6,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Gracesolution (IRE),Grace O'Rourke,0,R O'Sullivan,8th,Nose,7,11-9,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Cathys Quest (IRE),Michelle O'Brien,0,T O'Brien,7th,Short Head,7,11-12,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Stellar Symphony (IRE),Grace Dorgan,0,T O'Brien,6th,1/2 l,9,11-12t,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Mephisto (IRE),Peter Rathigan,0,G Keane,5th,1 3/4 l,7,12-6,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Mighty Mo Missouri (IRE),Eimear Smullen,0,Mrs J Harrington,4th,7 l,5,12-3,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Omniscient,Garry Cribbin,0,G Elliott,3rd,3 3/4 l,5,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Big Debates (FR),Joan Tyner,0,R Tyner,2nd,3/4 l,11,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Somptueux (FR),Glen Norris,0,H De Bromhead,1st,N/A,9,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Pro Bono (IRE),Paddy Hayes,0,C O'Dwyer,,N/A,9,12-6t,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Struck By Churchil,David Morgan,0,A Slattery,22nd,99 l,4,11-9,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Portville (IRE),Paddy Leigh,0,Peter Fahey,21st,6 1/2 l,5,11-9,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Rodney (IRE),Patrick James Chesters,0,J J Hanlon,20th,1 1/2 l,5,12-0t1,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,New Year Honours,Jamie Kavanagh,0,G Elliott,19th,Neck,5,11-12t,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Essential Part (IRE),Adrian Sexton,0,A Sexton,18th,Nose,6,11-9,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Charlies Pride (IRE),Niall McCarthy,0,Paul Power,17th,12 l,5,12-3,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Balaclava (IRE),Nanina Di Brita,0,D J Bunyan,16th,19 l,11,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Fox Fearless,Jack Tracy,0,O McKiernan,15th,2 3/4 l,8,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Stellar Stow (IRE),Corra Doyle,0,T Doyle,14th,Head,11,11-9,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Future Proof (IRE),Joanna Thornton,0,P J Rothwell,13th,14 l,9,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Tipp For Mac (IRE),Dan Blanchfield,0,T Cooper,12th,2 1/2 l,7,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Born By The Sea (IRE),Conor Hawkins,0,P J Gilligan,11th,9 1/2 l,10,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Jungle Cove (IRE),Sara Jane Tracy,0,Mrs J Harrington,10th,1 l,7,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Mosaaheb,Anna Cropper,0,J J Hanlon,9th,2 3/4 l,6,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Gracesolution (IRE),Grace O'Rourke,0,R O'Sullivan,8th,Nose,7,11-9,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Cathys Quest (IRE),Michelle O'Brien,0,T O'Brien,7th,Short Head,7,11-12,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Stellar Symphony (IRE),Grace Dorgan,0,T O'Brien,6th,1/2 l,9,11-12t,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Mephisto (IRE),Peter Rathigan,0,G Keane,5th,1 3/4 l,7,12-6,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Mighty Mo Missouri (IRE),Eimear Smullen,0,Mrs J Harrington,4th,7 l,5,12-3,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Omniscient,Garry Cribbin,0,G Elliott,3rd,3 3/4 l,5,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Big Debates (FR),Joan Tyner,0,R Tyner,2nd,3/4 l,11,12-0,-,True,111,29
Punchestown Racing Results | 4th May 2024 18:30,N/A,18:30,N/A,2m,Somptueux (FR),Glen Norris,0,H De Bromhead,1st,N/A,9,12-0,-,True,111,29
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Nelliestar (IRE),R Whearty,5,Ian Donoghue,NR,N/A,4,9-12,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Luxury Island (IRE),B M Coen,0,A Oliver,NR,N/A,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Girl Of Sardinia (IRE),C D Hayes,0,D J Bunyan,10th,41 l,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Beyond Your Dreams (IRE),D McMonagle,0,J P O'Brien,9th,2 1/2 l,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Sister Mila (IRE),J Cleary,7,A Murray,8th,3/4 l,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Oh So Bright (IRE),S Foley,0,Mrs J Harrington,7th,5 1/2 l,3,9-3ht1,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Florence Thompson (IRE),W Joyce,5,J G Murray,6th,1/2 l,7,9-12tp,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Katie Bairdie (IRE),A J Slattery,0,J A Stack,5th,Head,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Always Love You,C T Keane,0,A Murray,4th,2 1/2 l,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Marble Angel (IRE),G F Carroll,0,A Oliver,3rd,1/2 l,4,9-12,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Bella Mistiko (IRE),L T McAteer,0,Barry J Fitzgerald,2nd,1/2 l,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Sakakawea (IRE),W J Lee,0,T M Walsh,1st,N/A,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Nelliestar (IRE),R Whearty,5,Ian Donoghue,NR,N/A,4,9-12,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Luxury Island (IRE),B M Coen,0,A Oliver,NR,N/A,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Girl Of Sardinia (IRE),C D Hayes,0,D J Bunyan,10th,41 l,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Beyond Your Dreams (IRE),D McMonagle,0,J P O'Brien,9th,2 1/2 l,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Sister Mila (IRE),J Cleary,7,A Murray,8th,3/4 l,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Oh So Bright (IRE),S Foley,0,Mrs J Harrington,7th,5 1/2 l,3,9-3ht1,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Florence Thompson (IRE),W Joyce,5,J G Murray,6th,1/2 l,7,9-12tp,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Katie Bairdie (IRE),A J Slattery,0,J A Stack,5th,Head,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Always Love You,C T Keane,0,A Murray,4th,2 1/2 l,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Marble Angel (IRE),G F Carroll,0,A Oliver,3rd,1/2 l,4,9-12,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Bella Mistiko (IRE),L T McAteer,0,Barry J Fitzgerald,2nd,1/2 l,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 13:40,N/A,13:40,Yielding To Soft (Soft In Places),5f 160y,Sakakawea (IRE),W J Lee,0,T M Walsh,1st,N/A,3,9-3,-,True,111,30
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Bright Lightening,D S O'Sullivan,10,J A Stack,NR,N/A,3,9-3,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Somptueuse (IRE),D E Sheehy,0,M C Grassick,NR,N/A,3,9-3,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Gift Of Life (IRE),R P Whelan,0,C Moore,UR,N/A,4,10-3,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Silky Suilleabhain (IRE),R Whearty,5,P W Flynn,8th,1 l,4,10-3p1,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Sin E Shekells,W Joyce,5,J G Murray,7th,4 3/4 l,7,10-3p,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Leni Mo (IRE),L T McAteer,0,A Kinirons,6th,8 l,3,9-3h1,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Empress Alma (IRE),G F Carroll,0,G P Cromwell,5th,2 3/4 l,3,9-3,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Thrifty Of Digby (IRE),S Foley,0,Mrs J Harrington,4th,7 l,3,9-3,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Goldrush Kid (IRE),R C Colgan,0,P Magee,3rd,1/2 l,3,9-8,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Spanish Cara (IRE),D McMonagle,0,J P O'Brien,2nd,1 1/2 l,3,9-3,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Her Ladyship (IRE),C T Keane,0,A McNamara,1st,N/A,3,9-3,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Bright Lightening,D S O'Sullivan,10,J A Stack,NR,N/A,3,9-3,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Somptueuse (IRE),D E Sheehy,0,M C Grassick,NR,N/A,3,9-3,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Gift Of Life (IRE),R P Whelan,0,C Moore,UR,N/A,4,10-3,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Silky Suilleabhain (IRE),R Whearty,5,P W Flynn,8th,1 l,4,10-3p1,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Sin E Shekells,W Joyce,5,J G Murray,7th,4 3/4 l,7,10-3p,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Leni Mo (IRE),L T McAteer,0,A Kinirons,6th,8 l,3,9-3h1,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Empress Alma (IRE),G F Carroll,0,G P Cromwell,5th,2 3/4 l,3,9-3,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Thrifty Of Digby (IRE),S Foley,0,Mrs J Harrington,4th,7 l,3,9-3,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Goldrush Kid (IRE),R C Colgan,0,P Magee,3rd,1/2 l,3,9-8,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Spanish Cara (IRE),D McMonagle,0,J P O'Brien,2nd,1 1/2 l,3,9-3,-,True,111,31
Sligo Racing Results | 5th May 2024 14:15,N/A,14:15,Yielding To Soft (Soft In Places),5f 160y,Her Ladyship (IRE),C T Keane,0,A McNamara,1st,N/A,3,9-3,-,True,111,31
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Akeela,A C Persse,7,M A Cahill,14th,Neck,4,9-11,60,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Zig Zag Zyggy (IRE),C J MacRedmond,5,A McGuinness,13th,3 l,9,8-12,47,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Kami (IRE),G M Ryan,0,M M McNiff,12th,Head,4,10-1tb,64,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Aloysius Lilius (IRE),S Foley,0,Gerard O'Leary,11th,1 l,8,10-1tb,64,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Inventor,N M Crosse,0,G Scott,10th,1 1/4 l,7,9-1p,50,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,No Speed Limit (FR),J M Sheridan,0,P J McKenna,9th,1/2 l,9,8-12v,47,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Redshore City (IRE),W J Lee,0,N Lupini,8th,1/2 l,4,9-3,52,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Conversant (IRE),C T Keane,0,Ciaran Murphy,7th,1 1/2 l,9,9-6tp,55,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Vikki Wall (IRE),G F Carroll,0,Ian Donoghue,6th,1 1/2 l,4,9-0,49,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,My Girl Sioux (IRE),A J Slattery,0,A Slattery,5th,Short Head,4,9-1,50,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Sneddy Eddie (IRE),R P Whelan,0,M M McNiff,4th,1 1/2 l,4,9-11,60,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Eruption (IRE),Siobhan Rutledge,3,M J Smith,3rd,1 1/4 l,5,8-12b,47,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Sadiqaa (IRE),M W Hassett,7,H D McGuigan,2nd,Head,6,8-12v,47,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Gegenpressing,C D Hayes,0,E & P Harty,1st,N/A,6,8-12t,47,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Akeela,A C Persse,7,M A Cahill,14th,Neck,4,9-11,60,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Zig Zag Zyggy (IRE),C J MacRedmond,5,A McGuinness,13th,3 l,9,8-12,47,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Kami (IRE),G M Ryan,0,M M McNiff,12th,Head,4,10-1tb,64,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Aloysius Lilius (IRE),S Foley,0,Gerard O'Leary,11th,1 l,8,10-1tb,64,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Inventor,N M Crosse,0,G Scott,10th,1 1/4 l,7,9-1p,50,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,No Speed Limit (FR),J M Sheridan,0,P J McKenna,9th,1/2 l,9,8-12v,47,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Redshore City (IRE),W J Lee,0,N Lupini,8th,1/2 l,4,9-3,52,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Conversant (IRE),C T Keane,0,Ciaran Murphy,7th,1 1/2 l,9,9-6tp,55,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Vikki Wall (IRE),G F Carroll,0,Ian Donoghue,6th,1 1/2 l,4,9-0,49,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,My Girl Sioux (IRE),A J Slattery,0,A Slattery,5th,Short Head,4,9-1,50,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Sneddy Eddie (IRE),R P Whelan,0,M M McNiff,4th,1 1/2 l,4,9-11,60,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Eruption (IRE),Siobhan Rutledge,3,M J Smith,3rd,1 1/4 l,5,8-12b,47,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Sadiqaa (IRE),M W Hassett,7,H D McGuigan,2nd,Head,6,8-12v,47,True,111,32
Sligo Racing Results | 5th May 2024 14:50,N/A,14:50,Yielding To Soft (Soft In Places),5f 160y,Gegenpressing,C D Hayes,0,E & P Harty,1st,N/A,6,8-12t,47,True,111,32
Sligo Racing Results | 5th May 2024 15:25,N/A,15:25,Yielding To Soft (Soft In Places),1m 5f 29y,Neddies Boy (IRE),M W Hassett,2,R P Cody,S,N/A,6,9-9,58,True,111,33
Sligo Racing Results | 5th May 2024 15:25,N/A,15:25,Yielding To Soft (Soft In Places),1m 5f 29y,Hangry (IRE),D A Kidd,7,J C McConnell,BD,N/A,4,9-12,61,True,111,33
Sligo Racing Results | 5th May 2024 15:25,N/A,15:25,Yielding To Soft (Soft In Places),1m 5f 29y,For Everyone (IRE),P A Harnett,0,M M McNiff,12th,22 l,8,8-12t,47,True,111,33
Sligo Racing Results | 5th May 2024 15:25,N/A,15:25,Yielding To Soft (Soft In Places),1m 5f 29y,Kashi (FR),C J MacRedmond,0,K Thornton,11th,9 1/2 l,7,9-5,54,True,111,33
Sligo Racing Results | 5th May 2024 15:25,N/A,15:25,Yielding To Soft (Soft In Places),1m 5f 29y,Circus Act (IRE),J Kearney,0,J Nash,10th,Neck,5,9-9b,58,True,111,33
Sligo Racing Results | 5th May 2024 15:25,N/A,15:25,Yielding To Soft (Soft In Places),1m 5f 29y,Special Protector (IRE),W Joyce,0,E Doyle,9th,1 1/2 l,6,8-13,48,True,111,33
Sligo Racing Results | 5th May 2024 15:25,N/A,15:25,Yielding To Soft (Soft In Places),1m 5f 29y,Creative Dancer (IRE),C Horgan,4,Ian Donoghue,8th,Neck,7,8-12,47,True,111,33
Sligo Racing Results | 5th May 2024 15:25,N/A,15:25,Yielding To Soft (Soft In Places),1m 5f 29y,Grann's Boy (IRE),Adam Caffrey,0,H Rogers,7th,2 1/4 l,4,10-0,63,True,111,33
Sligo Racing Results | 5th May 2024 15:25,N/A,15:25,Yielding To Soft (Soft In Places),1m 5f 29y,Big Challenge (IRE),K G Kennedy,4,R Donohoe,6th,4 1/2 l,10,8-13,48,True,111,33
Sligo Racing Results | 5th May 2024 15:25,N/A,15:25,Yielding To Soft (Soft In Places),1m 5f 29y,Futurum Regem (IRE),R M Mulligan,7,H P Finegan,5th,1/2 l,8,8-12,47,True,111,33
Sligo Racing Results | 5th May 2024 15:25,N/A,15:25,Yielding To Soft (Soft In Places),1m 5f 29y,Sand Castle (IRE),J Cleary,4,A Murray,4th,2 1/2 l,8,9-5tp,54,True,111,33
Sligo Racing Results | 5th May 2024 15:25,N/A,15:25,Yielding To Soft (Soft In Places),1m 5f 29y,Enquire Within (IRE),Amy Jo Hayes,4,F G Hand,3rd,4 3/4 l,8,9-3tp,52,True,111,33
Sligo Racing Results | 5th May 2024 15:25,N/A,15:25,Yielding To Soft (Soft In Places),1m 5f 29y,Glyde Ranger (IRE),J J G Ryan,0,T G McCourt,2nd,1/2 l,4,9-11,60,True,111,33
Sligo Racing Results | 5th May 2024 15:25,N/A,15:25,Yielding To Soft (Soft In Places),1m 5f 29y,War Thunder,R Whearty,0,P W Flynn,1st,N/A,6,8-12,47,True,111,33
