track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Limerick Racing Results | 30th May 2024 18:17,N/A,18:17,Good To Yielding,2m 3f,Disco Dancer (IRE),Sam Ewing,0,G Elliott,2nd,5 1/2 l,5,11-7t,-,True,117,26
Limerick Racing Results | 30th May 2024 18:17,N/A,18:17,Good To Yielding,2m 3f,Farfromnowhere (IRE),S F O'Keeffe,0,P Nolan,1st,N/A,6,11-7,-,True,117,26
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Del Girl (IRE),S W Flanagan,0,S Crawley,NR,N/A,5,11-6,87,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Take A Punt (IRE),Sam Ewing,0,Brendan Walsh,NR,N/A,11,10-13,80,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Trim To Milan (IRE),R A Doyle,0,G Keane,NR,N/A,9,10-13t,80,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Mourne Mist (IRE),A Harvey,7,D McNamara,UR,N/A,9,10-13,80,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Hamazing (IRE),Shane Fenelon,7,E Sheehy,PU,N/A,6,11-5,86,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Knock On Steel (IRE),K Callaghan,5,J Barcoe,PU,N/A,11,11-0,81,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Hesasmoothoperator (IRE),O R Brown,5,T Gibney,PU,N/A,6,11-10,91,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Daly Pursuit (IRE),M M McDonagh,0,Patrick J Hassett,11th,9 1/2 l,7,11-8,89,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Frazel Express (IRE),J J Slevin,0,J Barcoe,10th,24 l,12,10-13,80,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Onebrightbluerose (IRE),P Byrnes,3,Patrick Cronin,9th,Short Head,5,11-6p,87,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Stellar Symphony (IRE),J P Shinnick,7,T O'Brien,8th,Nose,9,11-11t,92,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Tropical Image (IRE),G B Noonan,5,E McCarthy,7th,4 3/4 l,7,11-12,93,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Kadys Dirha (IRE),T Joseph Kelly,7,T P O'Connor,6th,3 l,7,11-0p,81,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Champagne Vacation (IRE),P T Enright,0,S Aherne,5th,3 1/2 l,9,12-0,95,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,A Nod To Getaway (IRE),D J O'Keeffe,0,P O'Flynn,4th,1/2 l,7,11-7p,88,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Depeche Mo (IRE),M J M O'Sullivan,0,Eric Larkin,3rd,6 l,6,11-3t,84,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Cullenwaine (IRE),S D Torrens,0,P J Rothwell,2nd,Nose,6,11-2p,83,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Seasett,P Hanlon,7,J J Hanlon,1st,N/A,6,12-0p,95,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Del Girl (IRE),S W Flanagan,0,S Crawley,NR,N/A,5,11-6,87,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Take A Punt (IRE),Sam Ewing,0,Brendan Walsh,NR,N/A,11,10-13,80,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Trim To Milan (IRE),R A Doyle,0,G Keane,NR,N/A,9,10-13t,80,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Mourne Mist (IRE),A Harvey,7,D McNamara,UR,N/A,9,10-13,80,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Hamazing (IRE),Shane Fenelon,7,E Sheehy,PU,N/A,6,11-5,86,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Knock On Steel (IRE),K Callaghan,5,J Barcoe,PU,N/A,11,11-0,81,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Hesasmoothoperator (IRE),O R Brown,5,T Gibney,PU,N/A,6,11-10,91,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Daly Pursuit (IRE),M M McDonagh,0,Patrick J Hassett,11th,9 1/2 l,7,11-8,89,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Frazel Express (IRE),J J Slevin,0,J Barcoe,10th,24 l,12,10-13,80,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Onebrightbluerose (IRE),P Byrnes,3,Patrick Cronin,9th,Short Head,5,11-6p,87,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Stellar Symphony (IRE),J P Shinnick,7,T O'Brien,8th,Nose,9,11-11t,92,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Tropical Image (IRE),G B Noonan,5,E McCarthy,7th,4 3/4 l,7,11-12,93,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Kadys Dirha (IRE),T Joseph Kelly,7,T P O'Connor,6th,3 l,7,11-0p,81,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Champagne Vacation (IRE),P T Enright,0,S Aherne,5th,3 1/2 l,9,12-0,95,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,A Nod To Getaway (IRE),D J O'Keeffe,0,P O'Flynn,4th,1/2 l,7,11-7p,88,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Depeche Mo (IRE),M J M O'Sullivan,0,Eric Larkin,3rd,6 l,6,11-3t,84,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Cullenwaine (IRE),S D Torrens,0,P J Rothwell,2nd,Nose,6,11-2p,83,True,117,27
Limerick Racing Results | 30th May 2024 18:47,N/A,18:47,Good To Yielding,2m 3f,Seasett,P Hanlon,7,J J Hanlon,1st,N/A,6,12-0p,95,True,117,27
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Mattie's Mountain (IRE),P T Enright,0,E McCarthy,NR,N/A,9,11-10t,105,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Le Fanu (IRE),D J O'Keeffe,0,Brendan Walsh,NR,N/A,8,10-11,92,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Wa Wa (IRE),M J M O'Sullivan,0,D A McLoughlin,NR,N/A,9,11-13tp,108,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,That's About Right (IRE),C Owens,7,P J Rothwell,NR,N/A,6,11-1,96,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Swelltime (IRE),P J O'Hanlon,3,W J O'Doherty,10th,2 1/2 l,8,11-12h,107,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Simpletwistoffaith (IRE),D Meyler,0,Patrick J Hassett,9th,4 1/2 l,7,11-11,106,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Son Of Hypnos (IRE),J Smith,7,K Smith,8th,3 3/4 l,7,11-8tp,103,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Angelsworknovrtime (IRE),K C Sexton,0,James Andrew Fahey,7th,6 l,8,11-0,95,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Duty Bound,K M Donoghue,0,J P Flavin,6th,1 1/2 l,5,11-7t1,102,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Ah Remy Martin (IRE),K E Buckley,0,T Gibney,5th,1/2 l,6,11-12,107,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Betty Dutton (IRE),M M McDonagh,0,E J O'Grady,4th,3 1/4 l,6,11-8,103,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,The Mass Path (IRE),P Byrnes,3,C Byrnes,3rd,1/2 l,7,11-2,97,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Phoenix Cowboy (USA),J S McGarvey,0,J J Hanlon,2nd,3/4 l,7,12-0p,109,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Missus Beeton (IRE),S Fitzgerald,0,S Nolan,1st,N/A,6,11-3,98,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Mattie's Mountain (IRE),P T Enright,0,E McCarthy,NR,N/A,9,11-10t,105,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Le Fanu (IRE),D J O'Keeffe,0,Brendan Walsh,NR,N/A,8,10-11,92,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Wa Wa (IRE),M J M O'Sullivan,0,D A McLoughlin,NR,N/A,9,11-13tp,108,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,That's About Right (IRE),C Owens,7,P J Rothwell,NR,N/A,6,11-1,96,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Swelltime (IRE),P J O'Hanlon,3,W J O'Doherty,10th,2 1/2 l,8,11-12h,107,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Simpletwistoffaith (IRE),D Meyler,0,Patrick J Hassett,9th,4 1/2 l,7,11-11,106,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Son Of Hypnos (IRE),J Smith,7,K Smith,8th,3 3/4 l,7,11-8tp,103,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Angelsworknovrtime (IRE),K C Sexton,0,James Andrew Fahey,7th,6 l,8,11-0,95,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Duty Bound,K M Donoghue,0,J P Flavin,6th,1 1/2 l,5,11-7t1,102,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Ah Remy Martin (IRE),K E Buckley,0,T Gibney,5th,1/2 l,6,11-12,107,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Betty Dutton (IRE),M M McDonagh,0,E J O'Grady,4th,3 1/4 l,6,11-8,103,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,The Mass Path (IRE),P Byrnes,3,C Byrnes,3rd,1/2 l,7,11-2,97,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Phoenix Cowboy (USA),J S McGarvey,0,J J Hanlon,2nd,3/4 l,7,12-0p,109,True,117,28
Limerick Racing Results | 30th May 2024 19:17,N/A,19:17,Good To Yielding,2m 3f,Missus Beeton (IRE),S Fitzgerald,0,S Nolan,1st,N/A,6,11-3,98,True,117,28
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Smackwater Jack (IRE),Eoin G Kelly,7,Mrs D Foster,NR,N/A,10,11-7p,95,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Jacks Fancy (IRE),Rachael Blackmore,0,H De Bromhead,NR,N/A,6,10-10,84,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,The Lucky Lobster,S Fitzgerald,0,D Queally,NR,N/A,5,11-2ht,90,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Slip Jig (IRE),D J O'Keeffe,0,C Motherway,NR,N/A,6,12-0,102,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Ask And Answer (IRE),Mr S Tobin,7,S Aherne,NR,N/A,11,10-6,80,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,On My Bike (IRE),K M Donoghue,0,G P Cromwell,UR,N/A,6,11-10,98,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Red Night Sky (IRE),J P Shinnick,7,L J Archdeacon,9th,10 l,6,11-4,92,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Forgetthesurprise (IRE),T P Harney,7,N Madden,8th,3 l,10,11-5t,93,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Juniper Hill (IRE),S W Flanagan,0,P Nolan,7th,8 l,5,11-7,95,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Walk In Time (IRE),R A Doyle,0,D H Kelly,6th,2 l,7,11-4,92,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Mighty Momentum (IRE),S D Torrens,0,P J Rothwell,5th,5 1/2 l,5,10-13,87,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,My Friend The Wind (IRE),C P McNamara,0,E McNamara,4th,2 1/4 l,9,11-13,101,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Balinaboola Steel (IRE),Shane Fenelon,7,J J Hanlon,3rd,6 1/2 l,12,12-0p,102,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Sammy Smart,K E Buckley,0,T Gibney,2nd,1 1/2 l,8,11-12,100,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Grace Faraday (IRE),J P O'Sullivan,0,A McCann,1st,N/A,6,11-2h,90,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Smackwater Jack (IRE),Eoin G Kelly,7,Mrs D Foster,NR,N/A,10,11-7p,95,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Jacks Fancy (IRE),Rachael Blackmore,0,H De Bromhead,NR,N/A,6,10-10,84,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,The Lucky Lobster,S Fitzgerald,0,D Queally,NR,N/A,5,11-2ht,90,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Slip Jig (IRE),D J O'Keeffe,0,C Motherway,NR,N/A,6,12-0,102,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Ask And Answer (IRE),Mr S Tobin,7,S Aherne,NR,N/A,11,10-6,80,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,On My Bike (IRE),K M Donoghue,0,G P Cromwell,UR,N/A,6,11-10,98,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Red Night Sky (IRE),J P Shinnick,7,L J Archdeacon,9th,10 l,6,11-4,92,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Forgetthesurprise (IRE),T P Harney,7,N Madden,8th,3 l,10,11-5t,93,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Juniper Hill (IRE),S W Flanagan,0,P Nolan,7th,8 l,5,11-7,95,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Walk In Time (IRE),R A Doyle,0,D H Kelly,6th,2 l,7,11-4,92,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Mighty Momentum (IRE),S D Torrens,0,P J Rothwell,5th,5 1/2 l,5,10-13,87,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,My Friend The Wind (IRE),C P McNamara,0,E McNamara,4th,2 1/4 l,9,11-13,101,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Balinaboola Steel (IRE),Shane Fenelon,7,J J Hanlon,3rd,6 1/2 l,12,12-0p,102,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Sammy Smart,K E Buckley,0,T Gibney,2nd,1 1/2 l,8,11-12,100,True,117,29
Limerick Racing Results | 30th May 2024 19:47,N/A,19:47,Good To Yielding,2m 6f,Grace Faraday (IRE),J P O'Sullivan,0,A McCann,1st,N/A,6,11-2h,90,True,117,29
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Brisbane Beauty (IRE),Mr H C Swan,3,S Nolan,NR,N/A,5,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Danielle D (IRE),Mr F Maguire,0,T Hogan,NR,N/A,5,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Indigo Mist (IRE),Mr P W Gleeson,7,J F Gleeson,11th,75 l,6,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Her Self (IRE),Mr Alan O'Sullivan,7,M Hourigan,10th,29 l,4,11-5,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Moycashel Angel (IRE),Mr J H Williamson,7,C Collins,9th,4 3/4 l,5,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Parga Diamond (IRE),Mr J C Barry,3,Miss H McLoughlin,8th,8 1/2 l,5,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Mount Shenshan (IRE),Mr C Mullins,7,T Mullins,7th,1 3/4 l,6,11-11h,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Premier Gale (IRE),Mr F R Buckley,7,Mrs P Dobbs,6th,4 l,6,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Florance (IRE),Miss A B O'Connor,0,A McCann,5th,3 1/2 l,6,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Kate Knows Best (IRE),Mr A P Ryan,7,J P Ryan,4th,6 l,6,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Thats All (IRE),Mr D Doyle,7,T Doyle,3rd,2 1/2 l,7,11-11t,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Former Flame (IRE),Mr J L Gleeson,5,Liz Doyle,2nd,8 1/2 l,4,11-5,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Long Gone (IRE),Mr D L Queally,0,D Queally,1st,N/A,6,11-11h1,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Brisbane Beauty (IRE),Mr H C Swan,3,S Nolan,NR,N/A,5,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Danielle D (IRE),Mr F Maguire,0,T Hogan,NR,N/A,5,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Indigo Mist (IRE),Mr P W Gleeson,7,J F Gleeson,11th,75 l,6,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Her Self (IRE),Mr Alan O'Sullivan,7,M Hourigan,10th,29 l,4,11-5,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Moycashel Angel (IRE),Mr J H Williamson,7,C Collins,9th,4 3/4 l,5,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Parga Diamond (IRE),Mr J C Barry,3,Miss H McLoughlin,8th,8 1/2 l,5,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Mount Shenshan (IRE),Mr C Mullins,7,T Mullins,7th,1 3/4 l,6,11-11h,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Premier Gale (IRE),Mr F R Buckley,7,Mrs P Dobbs,6th,4 l,6,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Florance (IRE),Miss A B O'Connor,0,A McCann,5th,3 1/2 l,6,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Kate Knows Best (IRE),Mr A P Ryan,7,J P Ryan,4th,6 l,6,11-11,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Thats All (IRE),Mr D Doyle,7,T Doyle,3rd,2 1/2 l,7,11-11t,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Former Flame (IRE),Mr J L Gleeson,5,Liz Doyle,2nd,8 1/2 l,4,11-5,-,True,117,30
Limerick Racing Results | 30th May 2024 20:17,N/A,20:17,Good To Yielding,2m 100y,Long Gone (IRE),Mr D L Queally,0,D Queally,1st,N/A,6,11-11h1,-,True,117,30
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Barrys Rock (IRE),R M Mulligan,7,A Mullins,NR,N/A,9,8-7v,51,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Qasbaz (IRE),J J G Ryan,0,Ian Donoghue,NR,N/A,7,9-8p,66,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Mr Mills (IRE),S P Bird,7,Chris Timmons,UR,N/A,6,9-2,60,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Hasten Slowly (IRE),D A Kidd,7,J C McConnell,15th,2 1/2 l,4,9-11,69,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Morning Soldier (IRE),J Cleary,4,T Mullins,14th,4 3/4 l,5,9-10t,68,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Power Drive,C J MacRedmond,0,P W Flynn,13th,Head,9,8-9p,53,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Cu Chulainn,P A Harnett,2,Laura Hourigan,12th,1 1/4 l,6,9-4t,62,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Blackberry Jack (IRE),H J Horgan,2,D Leahy,11th,4 1/2 l,7,9-9,67,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Gunsight (IRE),M W Hassett,2,Michael W O'Meara,10th,1 3/4 l,4,9-10,68,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Alma Libre (FR),W Joyce,2,N Lupini,9th,1 l,6,10-2,74,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Storm Eric (IRE),Adam Caffrey,0,Jamie Flynn,8th,Head,5,8-11t,55,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Encosta (IRE),R Whearty,0,N Meade,7th,2 l,4,10-2,74,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Master Dunraven (IRE),J A Powell,0,J P Murtagh,6th,Neck,4,10-2,74,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Out On Friday (IRE),J Kearney,2,P Byrne,5th,1/2 l,8,9-13,71,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,French Company (IRE),C Horgan,4,J G Coogan,4th,5 l,6,9-13,71,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Complete Fiction (IRE),S T McCullagh,0,J P Fahey,3rd,1 1/4 l,7,10-2p,74,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Lady Christa (IRE),K G Kennedy,4,S Lavery,2nd,1/2 l,4,8-8,52,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Moonlit Mist (IRE),Amy Jo Hayes,7,D H Kelly,1st,N/A,4,10-0,72,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Barrys Rock (IRE),R M Mulligan,7,A Mullins,NR,N/A,9,8-7v,51,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Qasbaz (IRE),J J G Ryan,0,Ian Donoghue,NR,N/A,7,9-8p,66,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Mr Mills (IRE),S P Bird,7,Chris Timmons,UR,N/A,6,9-2,60,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Hasten Slowly (IRE),D A Kidd,7,J C McConnell,15th,2 1/2 l,4,9-11,69,True,117,31
Fairyhouse Racing Results | 30th May 2024 17:30,N/A,17:30,Good,1m 2f,Morning Soldier (IRE),J Cleary,4,T Mullins,14th,4 3/4 l,5,9-10t,68,True,117,31
