track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Auckland (GER),Donagh Meyler,0,Anthony Mullins,UR,N/A,6,11-8p,117,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Morning Logic (IRE),Phillip Enright,0,Thomas Coyle,13th,23 l,6,10-11h,106,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Boom Boom Boom,P. Byrnes,5,Charles Byrnes,12th,7 l,6,11-0,109,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Francois (FR),Mr B. Dunleavy,7,Mary E Doyle,11th,3 3/4 l,8,11-11tb1,120,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Vischio (IRE),Patrick O'Hanlon,5,R. Donohoe,10th,3/4 l,6,11-1,110,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Betty Dutton (IRE),D. J. O'Keeffe,0,E. J. O'Grady,9th,3 l,5,10-6,101,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Quirt Evans (IRE),B. W. Harvey,5,David M. O'Brien,8th,4 l,8,12-0t,123,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Big Island (IRE),R. J. Condon,5,W. J. Lanigan,7th,2 1/2 l,6,10-12,107,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Bal De Rio (FR),D. King,5,Denis Hogan,6th,1/2 l,10,11-1,110,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Walnut Beach (IRE),S. Fitzgerald,3,Patrick J. Flynn,5th,Short Head,6,11-11,120,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Cerberus,C. G. O'Dwyer,7,Augustine Leahy,4th,1 l,7,11-11p,120,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Pont Audemer (FR),Sean Flanagan,0,Gavin Patrick Cromwell,3rd,Neck,4,10-9,110,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Grange Walk (IRE),Liam Quinlan,5,John Patrick Ryan,2nd,1 l,8,11-1b,110,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,As Tears Go by,Corey McGivern,7,Gordon Elliott,1st,N/A,5,11-2,111,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Auckland (GER),Donagh Meyler,0,Anthony Mullins,UR,N/A,6,11-8p,117,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Morning Logic (IRE),Phillip Enright,0,Thomas Coyle,13th,23 l,6,10-11h,106,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Boom Boom Boom,P. Byrnes,5,Charles Byrnes,12th,7 l,6,11-0,109,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Francois (FR),Mr B. Dunleavy,7,Mary E Doyle,11th,3 3/4 l,8,11-11tb1,120,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Vischio (IRE),Patrick O'Hanlon,5,R. Donohoe,10th,3/4 l,6,11-1,110,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Betty Dutton (IRE),D. J. O'Keeffe,0,E. J. O'Grady,9th,3 l,5,10-6,101,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Quirt Evans (IRE),B. W. Harvey,5,David M. O'Brien,8th,4 l,8,12-0t,123,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Big Island (IRE),R. J. Condon,5,W. J. Lanigan,7th,2 1/2 l,6,10-12,107,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Bal De Rio (FR),D. King,5,Denis Hogan,6th,1/2 l,10,11-1,110,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Walnut Beach (IRE),S. Fitzgerald,3,Patrick J. Flynn,5th,Short Head,6,11-11,120,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Cerberus,C. G. O'Dwyer,7,Augustine Leahy,4th,1 l,7,11-11p,120,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Pont Audemer (FR),Sean Flanagan,0,Gavin Patrick Cromwell,3rd,Neck,4,10-9,110,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,Grange Walk (IRE),Liam Quinlan,5,John Patrick Ryan,2nd,1 l,8,11-1b,110,True,53,44
Clonmel Racing Results | 11th May 2023 17:18,N/A,17:18,Soft,2m 54y,As Tears Go by,Corey McGivern,7,Gordon Elliott,1st,N/A,5,11-2,111,True,53,44
Clonmel Racing Results | 11th May 2023 17:48,N/A,17:48,Soft,2m 54y,Wasthatok,Keith Donoghue,0,Gavin Patrick Cromwell,5th,2 1/2 l,5,11-11,-,True,53,45
Clonmel Racing Results | 11th May 2023 17:48,N/A,17:48,Soft,2m 54y,Western Comandor (IRE),Liam Quinlan,5,John Patrick Ryan,4th,8 1/2 l,5,11-6,-,True,53,45
Clonmel Racing Results | 11th May 2023 17:48,N/A,17:48,Soft,2m 54y,Estepona Sun,P. Byrnes,5,Charles Byrnes,3rd,Neck,6,11-0,-,True,53,45
Clonmel Racing Results | 11th May 2023 17:48,N/A,17:48,Soft,2m 54y,Stuzzikini (IRE),B. W. Harvey,5,Gordon Elliott,2nd,2 1/4 l,5,11-13,-,True,53,45
Clonmel Racing Results | 11th May 2023 17:48,N/A,17:48,Soft,2m 54y,Gentleman Joe,Rachael Blackmore,0,Henry de Bromhead,1st,N/A,5,11-6t,-,True,53,45
Clonmel Racing Results | 11th May 2023 17:48,N/A,17:48,Soft,2m 54y,Wasthatok,Keith Donoghue,0,Gavin Patrick Cromwell,5th,2 1/2 l,5,11-11,-,True,53,45
Clonmel Racing Results | 11th May 2023 17:48,N/A,17:48,Soft,2m 54y,Western Comandor (IRE),Liam Quinlan,5,John Patrick Ryan,4th,8 1/2 l,5,11-6,-,True,53,45
Clonmel Racing Results | 11th May 2023 17:48,N/A,17:48,Soft,2m 54y,Estepona Sun,P. Byrnes,5,Charles Byrnes,3rd,Neck,6,11-0,-,True,53,45
Clonmel Racing Results | 11th May 2023 17:48,N/A,17:48,Soft,2m 54y,Stuzzikini (IRE),B. W. Harvey,5,Gordon Elliott,2nd,2 1/4 l,5,11-13,-,True,53,45
Clonmel Racing Results | 11th May 2023 17:48,N/A,17:48,Soft,2m 54y,Gentleman Joe,Rachael Blackmore,0,Henry de Bromhead,1st,N/A,5,11-6t,-,True,53,45
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,All In Peder (FR),Donagh Meyler,0,Emmet Mullins,PU,N/A,4,10-12,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Itso Vango (IRE),Sean Flanagan,0,Miss Elizabeth Doyle,PU,N/A,6,11-4t1,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Longagoanfarbehind (FR),Shane O'Callaghan,7,Seamus Fahey,PU,N/A,6,11-4h,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Soldier's Three (IRE),R. A. Doyle,0,Ronald O'Leary,PU,N/A,5,11-4b1,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Eddierocket (IRE),Melanie Horsman,7,Norman Lee,11th,1 3/4 l,5,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Ladyeze Man (IRE),H. Morgan,3,J. P. Flavin,10th,3 1/4 l,5,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Getaway Henry (IRE),C. P. McNamara,0,Daniel Joseph O'Leary,9th,3/4 l,6,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Vintage Gold (IRE),S. F. O'Keeffe,0,John Joseph Murphy,8th,52 l,4,10-12,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Coffee Bay (IRE),K. E. Buckley,3,J. P. Flavin,7th,27 l,5,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Fameaftertheglory,Keith Donoghue,0,Gavin Patrick Cromwell,6th,7 l,7,11-12tb,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Gino Drummer Boy (IRE),J. S. McGarvey,0,Gordon Elliott,5th,4 3/4 l,7,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Skradin (IRE),C. G. O'Dwyer,7,Conor O'Dwyer,4th,4 3/4 l,6,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Power Hour (IRE),E. Dwan,7,M. A. Gunn,3rd,1/2 l,7,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Napper Tandy,D. J. O'Keeffe,0,Matthew J. Smith,2nd,1 1/2 l,5,11-12,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Evesham Road (IRE),P. Byrnes,5,Charles Byrnes,1st,N/A,6,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,All In Peder (FR),Donagh Meyler,0,Emmet Mullins,PU,N/A,4,10-12,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Itso Vango (IRE),Sean Flanagan,0,Miss Elizabeth Doyle,PU,N/A,6,11-4t1,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Longagoanfarbehind (FR),Shane O'Callaghan,7,Seamus Fahey,PU,N/A,6,11-4h,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Soldier's Three (IRE),R. A. Doyle,0,Ronald O'Leary,PU,N/A,5,11-4b1,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Eddierocket (IRE),Melanie Horsman,7,Norman Lee,11th,1 3/4 l,5,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Ladyeze Man (IRE),H. Morgan,3,J. P. Flavin,10th,3 1/4 l,5,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Getaway Henry (IRE),C. P. McNamara,0,Daniel Joseph O'Leary,9th,3/4 l,6,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Vintage Gold (IRE),S. F. O'Keeffe,0,John Joseph Murphy,8th,52 l,4,10-12,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Coffee Bay (IRE),K. E. Buckley,3,J. P. Flavin,7th,27 l,5,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Fameaftertheglory,Keith Donoghue,0,Gavin Patrick Cromwell,6th,7 l,7,11-12tb,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Gino Drummer Boy (IRE),J. S. McGarvey,0,Gordon Elliott,5th,4 3/4 l,7,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Skradin (IRE),C. G. O'Dwyer,7,Conor O'Dwyer,4th,4 3/4 l,6,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Power Hour (IRE),E. Dwan,7,M. A. Gunn,3rd,1/2 l,7,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Napper Tandy,D. J. O'Keeffe,0,Matthew J. Smith,2nd,1 1/2 l,5,11-12,-,True,53,46
Clonmel Racing Results | 11th May 2023 18:18,N/A,18:18,Soft  Hurdle (Turf),2m 3f 25y,Evesham Road (IRE),P. Byrnes,5,Charles Byrnes,1st,N/A,6,11-4,-,True,53,46
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Sunwalk,J. J. Slevin,0,Seamus Neville,PU,N/A,5,11-10,91,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Ventnor (IRE),Kieran Callaghan,7,James M. Barcoe,PU,N/A,7,10-13,80,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Stealing Kisses (IRE),C. D. Maxwell,0,Paul Stafford,PU,N/A,6,11-6b1,87,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Lough Na Fooey (IRE),T. N. Brett,7,L. Young,PU,N/A,7,11-3t,84,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,I Am Spider Man (IRE),P. Byrnes,7,Charles Byrnes,F,N/A,6,11-11,92,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Ballygriffin Girl (IRE),M. P. O'Connor,5,Eoin Doyle,9th,12 l,5,11-3p1,84,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Rathnaleen Zoey (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,8th,1/2 l,5,11-7,88,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Happy Dancing (FR),S. F. O'Keeffe,0,Miss Elizabeth Doyle,7th,18 l,6,10-13,80,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Mosaaheb,J. S. McGarvey,0,John Joseph Hanlon,6th,1 1/4 l,5,11-8,89,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Westernerona (IRE),S. D. Torrens,0,Garrett James Power,5th,2 3/4 l,8,11-5,86,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Anstand (GER),J. P. O'Sullivan,5,Paul Nolan,4th,1/2 l,6,11-7b1,88,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Sixty Seconds (IRE),C. P. McNamara,0,Eric McNamara,3rd,1 3/4 l,6,11-8,89,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Roman Parish (IRE),Sean Flanagan,0,David M. O'Brien,2nd,1 3/4 l,5,11-9,90,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Battle Of Ridgeway (IRE),B. Hayes,0,Martin Hassett,1st,N/A,5,11-13t,94,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Sunwalk,J. J. Slevin,0,Seamus Neville,PU,N/A,5,11-10,91,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Ventnor (IRE),Kieran Callaghan,7,James M. Barcoe,PU,N/A,7,10-13,80,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Stealing Kisses (IRE),C. D. Maxwell,0,Paul Stafford,PU,N/A,6,11-6b1,87,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Lough Na Fooey (IRE),T. N. Brett,7,L. Young,PU,N/A,7,11-3t,84,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,I Am Spider Man (IRE),P. Byrnes,7,Charles Byrnes,F,N/A,6,11-11,92,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Ballygriffin Girl (IRE),M. P. O'Connor,5,Eoin Doyle,9th,12 l,5,11-3p1,84,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Rathnaleen Zoey (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,8th,1/2 l,5,11-7,88,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Happy Dancing (FR),S. F. O'Keeffe,0,Miss Elizabeth Doyle,7th,18 l,6,10-13,80,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Mosaaheb,J. S. McGarvey,0,John Joseph Hanlon,6th,1 1/4 l,5,11-8,89,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Westernerona (IRE),S. D. Torrens,0,Garrett James Power,5th,2 3/4 l,8,11-5,86,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Anstand (GER),J. P. O'Sullivan,5,Paul Nolan,4th,1/2 l,6,11-7b1,88,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Sixty Seconds (IRE),C. P. McNamara,0,Eric McNamara,3rd,1 3/4 l,6,11-8,89,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Roman Parish (IRE),Sean Flanagan,0,David M. O'Brien,2nd,1 3/4 l,5,11-9,90,True,53,48
Clonmel Racing Results | 11th May 2023 19:18,N/A,19:18,Soft,2m 3f 25y,Battle Of Ridgeway (IRE),B. Hayes,0,Martin Hassett,1st,N/A,5,11-13t,94,True,53,48
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Sea Road Fill (IRE),Phillip Enright,0,E. J. O'Grady,PU,N/A,6,11-5t,100,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Punters Poet (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,15th,45 l,8,11-7t,102,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Criminal Mischief (IRE),S. Cleary-Farrell,7,Steve Jones,14th,17 l,6,11-13,108,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Stilyker (IRE),Jack Foley,0,W. P. Mullins,13th,15 l,7,11-8,103,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Kelce (IRE),R. J. Condon,5,Colm A. Murphy,12th,26 l,5,11-7,102,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Craic Eile (IRE),S. Fitzgerald,3,David Kenneth Budds,11th,5 1/2 l,6,11-6t,101,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Hans Gruber,Keith Donoghue,0,Ian Patrick Donoghue,10th,1/2 l,7,12-0t,109,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Clairmc (IRE),Patrick Michael O'Brien,7,Gavin Patrick Cromwell,9th,1 l,6,11-9t,104,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Apples In Winter (IRE),J. J. Slevin,0,Liam Casey,8th,4 1/2 l,6,11-4,99,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Wild Hunt,D. King,5,Denis Hogan,7th,1 l,6,11-13p1,108,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Solitary Man (IRE),D. J. O'Keeffe,0,Enda Bolger,6th,5 1/2 l,5,11-11,106,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Ballycashin (IRE),Conor Clarke,7,Anthony Mullins,5th,Neck,6,11-9,104,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Early Arrival (IRE),Shane O'Callaghan,7,James M. Barcoe,4th,1 l,8,11-3t,98,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Emir De Rots (FR),C. G. O'Dwyer,7,Conor O'Dwyer,3rd,Neck,9,11-6p,101,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Dancing Jeremy (IRE),Donagh Meyler,0,James Andrew Fahey,2nd,3 1/2 l,8,11-9,104,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Lucky Zebo,Rachael Blackmore,0,Henry de Bromhead,1st,N/A,6,11-8,103,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Sea Road Fill (IRE),Phillip Enright,0,E. J. O'Grady,PU,N/A,6,11-5t,100,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Punters Poet (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,15th,45 l,8,11-7t,102,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Criminal Mischief (IRE),S. Cleary-Farrell,7,Steve Jones,14th,17 l,6,11-13,108,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Stilyker (IRE),Jack Foley,0,W. P. Mullins,13th,15 l,7,11-8,103,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Kelce (IRE),R. J. Condon,5,Colm A. Murphy,12th,26 l,5,11-7,102,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Craic Eile (IRE),S. Fitzgerald,3,David Kenneth Budds,11th,5 1/2 l,6,11-6t,101,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Hans Gruber,Keith Donoghue,0,Ian Patrick Donoghue,10th,1/2 l,7,12-0t,109,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Clairmc (IRE),Patrick Michael O'Brien,7,Gavin Patrick Cromwell,9th,1 l,6,11-9t,104,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Apples In Winter (IRE),J. J. Slevin,0,Liam Casey,8th,4 1/2 l,6,11-4,99,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Wild Hunt,D. King,5,Denis Hogan,7th,1 l,6,11-13p1,108,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Solitary Man (IRE),D. J. O'Keeffe,0,Enda Bolger,6th,5 1/2 l,5,11-11,106,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Ballycashin (IRE),Conor Clarke,7,Anthony Mullins,5th,Neck,6,11-9,104,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Early Arrival (IRE),Shane O'Callaghan,7,James M. Barcoe,4th,1 l,8,11-3t,98,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Emir De Rots (FR),C. G. O'Dwyer,7,Conor O'Dwyer,3rd,Neck,9,11-6p,101,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Dancing Jeremy (IRE),Donagh Meyler,0,James Andrew Fahey,2nd,3 1/2 l,8,11-9,104,True,53,49
Clonmel Racing Results | 11th May 2023 19:48,N/A,19:48,Soft,2m 3f 25y,Lucky Zebo,Rachael Blackmore,0,Henry de Bromhead,1st,N/A,6,11-8,103,True,53,49
Clonmel Racing Results | 11th May 2023 20:18,N/A,20:18,Soft,2m 54y,Awanderdownunder (IRE),Mr T. Power Roche,7,E. Sheehy,PU,N/A,5,11-11t1,-,True,53,50
Clonmel Racing Results | 11th May 2023 20:18,N/A,20:18,Soft,2m 54y,Little Green Lady (IRE),Ms C. A. Walsh,7,P. A. Fahy,13th,2 3/4 l,4,11-5,-,True,53,50
Clonmel Racing Results | 11th May 2023 20:18,N/A,20:18,Soft,2m 54y,Forza Angelina (IRE),Mr R. Sugrue,7,P. J. Rothwell,12th,1 1/2 l,4,11-5,-,True,53,50
Clonmel Racing Results | 11th May 2023 20:18,N/A,20:18,Soft,2m 54y,Mo Chara Mor (IRE),Mr T. Hamilton,0,John Joseph Hanlon,11th,13 l,5,11-11t1,-,True,53,50
Clonmel Racing Results | 11th May 2023 20:18,N/A,20:18,Soft,2m 54y,Cedar Wood (IRE),Ms J. E. Grant,7,David M. O'Brien,10th,11 l,5,11-11,-,True,53,50
Clonmel Racing Results | 11th May 2023 20:18,N/A,20:18,Soft,2m 54y,Texas Flame (IRE),Mr J. P. Berry,7,J. A. Berry,9th,1 3/4 l,5,11-11,-,True,53,50
Clonmel Racing Results | 11th May 2023 20:18,N/A,20:18,Soft,2m 54y,Jimmyies Dream (IRE),Mr J. L. Gleeson,5,Ray Hackett,8th,6 1/2 l,6,11-11,-,True,53,50
Clonmel Racing Results | 11th May 2023 20:18,N/A,20:18,Soft,2m 54y,Silver Lark (IRE),Mr H. C. Swan,5,Gordon Elliott,7th,Short Head,5,11-11,-,True,53,50
Clonmel Racing Results | 11th May 2023 20:18,N/A,20:18,Soft,2m 54y,Smile Again (IRE),Mr T. P. Harney,7,Mark Fahey,6th,1/2 l,6,11-11,-,True,53,50
Clonmel Racing Results | 11th May 2023 20:18,N/A,20:18,Soft,2m 54y,Hold on a Minute (IRE),Mr Charlie Mullins,7,W. J. Lanigan,5th,12 l,5,11-11,-,True,53,50
