track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Gowran Park Racing Results | 10th May 2023 14:30,N/A,14:30,Soft (Yielding In Places),1m,Sapristi (FR),R. P. Whelan,0,John S. O'Donoghue,4th,1 1/4 l,3,9-3,-,True,53,37
Gowran Park Racing Results | 10th May 2023 14:30,N/A,14:30,Soft (Yielding In Places),1m,Redshore City (IRE),D. W. O'Connor,0,John McConnell,3rd,2 3/4 l,3,9-2,-,True,53,37
Gowran Park Racing Results | 10th May 2023 14:30,N/A,14:30,Soft (Yielding In Places),1m,Miss Langmore (IRE),Siobhan Rutledge,5,Ms Sheila Lavery,2nd,3 3/4 l,3,8-11,-,True,53,37
Gowran Park Racing Results | 10th May 2023 14:30,N/A,14:30,Soft (Yielding In Places),1m,Secret Sauce (IRE),J. M. Sheridan,3,J. A. Stack,1st,N/A,3,9-2tp1,-,True,53,37
Gowran Park Racing Results | 10th May 2023 14:30,N/A,14:30,Soft (Yielding In Places),1m,Marco Monaco (IRE),Ben Martin Coen,0,A. J. Martin,8th,5 1/2 l,3,9-12,-,True,53,37
Gowran Park Racing Results | 10th May 2023 14:30,N/A,14:30,Soft (Yielding In Places),1m,Cristo Redentor (IRE),D. B. McMonagle,0,Adrian Murray,7th,9 l,3,9-7,-,True,53,37
Gowran Park Racing Results | 10th May 2023 14:30,N/A,14:30,Soft (Yielding In Places),1m,Tasmanian Girl (IRE),William James Lee,0,M. C. Grassick,6th,3 l,3,9-0tb1,-,True,53,37
Gowran Park Racing Results | 10th May 2023 14:30,N/A,14:30,Soft (Yielding In Places),1m,Indian Outlaw (IRE),J. Kearney,7,Andrew McNamara,5th,Head,3,8-11p1,-,True,53,37
Gowran Park Racing Results | 10th May 2023 14:30,N/A,14:30,Soft (Yielding In Places),1m,Sapristi (FR),R. P. Whelan,0,John S. O'Donoghue,4th,1 1/4 l,3,9-3,-,True,53,37
Gowran Park Racing Results | 10th May 2023 14:30,N/A,14:30,Soft (Yielding In Places),1m,Redshore City (IRE),D. W. O'Connor,0,John McConnell,3rd,2 3/4 l,3,9-2,-,True,53,37
Gowran Park Racing Results | 10th May 2023 14:30,N/A,14:30,Soft (Yielding In Places),1m,Miss Langmore (IRE),Siobhan Rutledge,5,Ms Sheila Lavery,2nd,3 3/4 l,3,8-11,-,True,53,37
Gowran Park Racing Results | 10th May 2023 14:30,N/A,14:30,Soft (Yielding In Places),1m,Secret Sauce (IRE),J. M. Sheridan,3,J. A. Stack,1st,N/A,3,9-2tp1,-,True,53,37
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,Silken Ladder (IRE),G. M. Ryan,0,Joseph G. Murphy,8th,1 1/2 l,4,9-5h,79,True,53,38
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,Ellabella (IRE),J. A. Powell,5,Andrew McNamara,7th,1 l,5,8-10tp,70,True,53,38
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,La Dame Blanche (IRE),Declan McDonogh,0,Michael Mulvany,6th,3 1/2 l,4,9-0,74,True,53,38
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,My Minervina (IRE),Ben Martin Coen,0,Peter Fahey,5th,3 l,5,9-4,78,True,53,38
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,Vadiana (IRE),R. P. Whelan,0,M. Halford & T. Collins,4th,5 l,4,9-8,82,True,53,38
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,Miramis (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,3rd,1 1/4 l,5,10-0,88,True,53,38
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,Fools Glory (IRE),A. J. Slattery,0,P. F. McEnery,2nd,Head,4,8-10t,70,True,53,38
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,Esculenta (IRE),D. B. McMonagle,0,R. P. Cody,1st,N/A,4,9-10,84,True,53,38
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,Silken Ladder (IRE),G. M. Ryan,0,Joseph G. Murphy,8th,1 1/2 l,4,9-5h,79,True,53,38
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,Ellabella (IRE),J. A. Powell,5,Andrew McNamara,7th,1 l,5,8-10tp,70,True,53,38
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,La Dame Blanche (IRE),Declan McDonogh,0,Michael Mulvany,6th,3 1/2 l,4,9-0,74,True,53,38
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,My Minervina (IRE),Ben Martin Coen,0,Peter Fahey,5th,3 l,5,9-4,78,True,53,38
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,Vadiana (IRE),R. P. Whelan,0,M. Halford & T. Collins,4th,5 l,4,9-8,82,True,53,38
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,Miramis (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,3rd,1 1/4 l,5,10-0,88,True,53,38
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,Fools Glory (IRE),A. J. Slattery,0,P. F. McEnery,2nd,Head,4,8-10t,70,True,53,38
Gowran Park Racing Results | 10th May 2023 15:05,N/A,15:05,Soft (Yielding In Places),1m,Esculenta (IRE),D. B. McMonagle,0,R. P. Cody,1st,N/A,4,9-10,84,True,53,38
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Boadicea Belle (IRE),Declan McDonogh,0,Matthew J. Smith,17th,2 1/2 l,4,9-6h,60,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,River Derwent,R. C. Colgan,0,R. Donohoe,16th,2 l,5,10-0,68,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Ten To Ten (IRE),C. D. Hayes,0,Luke Comer,15th,10 l,5,9-11p,65,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Lily Like,William James Lee,0,Donal Kinsella,14th,Nose,6,9-1,55,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Danesfort,Shane Foley,0,John Joseph Murphy,13th,2 1/4 l,4,9-7,61,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Deluca Chop (FR),N. M. Crosse,0,S. M. Duffy,12th,3/4 l,4,9-7,61,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Hello Power (IRE),D. N. Curran,7,Darren Bunyan,11th,Head,4,9-5,59,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,St Cianans Fire (IRE),D. W. O'Connor,0,John McConnell,10th,2 l,5,9-13t,67,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Must B Art (IRE),W. M. Lordan,0,Patrick Martin,9th,Head,6,8-9t,49,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Lucky Queen (IRE),G. M. Ryan,0,P. J. F. Murphy,8th,1 l,4,9-12,66,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,General Idea,J. M. Sheridan,3,Denis Hogan,7th,4 1/4 l,4,9-8tp,62,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Chimeric (IRE),C. T. Keane,0,J. F. Levins,6th,2 3/4 l,6,8-13p,53,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Celtic Revival (IRE),J. J. G. Ryan,7,Edward Lynam,5th,Head,4,9-12h,66,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Halla Ban (IRE),Kyanna Van Buuren,10,J. S. Bolger,4th,1/2 l,3,9-2,70,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Selective Power (IRE),R. Whearty,7,Thomas Coyle,3rd,3 1/4 l,4,8-13,53,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Narlita (GER),R. P. Whelan,0,Harry Rogers,2nd,Nose,4,9-7h,61,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,A Shin Undine (IRE),M. A. Enright,0,Mrs Denise Foster,1st,N/A,4,9-13,67,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Boadicea Belle (IRE),Declan McDonogh,0,Matthew J. Smith,17th,2 1/2 l,4,9-6h,60,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,River Derwent,R. C. Colgan,0,R. Donohoe,16th,2 l,5,10-0,68,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Ten To Ten (IRE),C. D. Hayes,0,Luke Comer,15th,10 l,5,9-11p,65,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Lily Like,William James Lee,0,Donal Kinsella,14th,Nose,6,9-1,55,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Danesfort,Shane Foley,0,John Joseph Murphy,13th,2 1/4 l,4,9-7,61,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Deluca Chop (FR),N. M. Crosse,0,S. M. Duffy,12th,3/4 l,4,9-7,61,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Hello Power (IRE),D. N. Curran,7,Darren Bunyan,11th,Head,4,9-5,59,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,St Cianans Fire (IRE),D. W. O'Connor,0,John McConnell,10th,2 l,5,9-13t,67,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Must B Art (IRE),W. M. Lordan,0,Patrick Martin,9th,Head,6,8-9t,49,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Lucky Queen (IRE),G. M. Ryan,0,P. J. F. Murphy,8th,1 l,4,9-12,66,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,General Idea,J. M. Sheridan,3,Denis Hogan,7th,4 1/4 l,4,9-8tp,62,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Chimeric (IRE),C. T. Keane,0,J. F. Levins,6th,2 3/4 l,6,8-13p,53,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Celtic Revival (IRE),J. J. G. Ryan,7,Edward Lynam,5th,Head,4,9-12h,66,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Halla Ban (IRE),Kyanna Van Buuren,10,J. S. Bolger,4th,1/2 l,3,9-2,70,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Selective Power (IRE),R. Whearty,7,Thomas Coyle,3rd,3 1/4 l,4,8-13,53,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,Narlita (GER),R. P. Whelan,0,Harry Rogers,2nd,Nose,4,9-7h,61,True,53,39
Gowran Park Racing Results | 10th May 2023 15:40,N/A,15:40,Soft (Yielding In Places),1m 1f 100y,A Shin Undine (IRE),M. A. Enright,0,Mrs Denise Foster,1st,N/A,4,9-13,67,True,53,39
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Ifitwasme (IRE),William James Lee,0,Eric McNamara,9th,3 1/2 l,3,9-11,62,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Slaney Tide (IRE),L. T. McAteer,3,J. S. Bolger,8th,1 3/4 l,3,9-12,63,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Where R U Now Bob (IRE),L. F. Roche,0,Rodger Sweeney,7th,3 3/4 l,3,9-4p,55,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Sneddy Eddie (IRE),P. A. Harnett,7,Mark McNiff,6th,1 1/2 l,3,9-7,58,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Not Even Maybe (IRE),J. A. Powell,5,Michael Mulvany,5th,3 1/2 l,3,9-1,52,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Upepo (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,Neck,3,9-12b1,63,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Glyde Ranger (IRE),J. J. G. Ryan,7,T. G. McCourt,3rd,1 1/2 l,3,8-13,50,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Water Mint (IRE),Tom Kiely Marshall,7,Joseph G. Murphy,2nd,1 3/4 l,3,8-10,47,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Ranko Express (IRE),A. J. Slattery,0,A. Slattery,1st,N/A,3,9-4,55,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Ifitwasme (IRE),William James Lee,0,Eric McNamara,9th,3 1/2 l,3,9-11,62,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Slaney Tide (IRE),L. T. McAteer,3,J. S. Bolger,8th,1 3/4 l,3,9-12,63,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Where R U Now Bob (IRE),L. F. Roche,0,Rodger Sweeney,7th,3 3/4 l,3,9-4p,55,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Sneddy Eddie (IRE),P. A. Harnett,7,Mark McNiff,6th,1 1/2 l,3,9-7,58,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Not Even Maybe (IRE),J. A. Powell,5,Michael Mulvany,5th,3 1/2 l,3,9-1,52,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Upepo (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,Neck,3,9-12b1,63,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Glyde Ranger (IRE),J. J. G. Ryan,7,T. G. McCourt,3rd,1 1/2 l,3,8-13,50,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Water Mint (IRE),Tom Kiely Marshall,7,Joseph G. Murphy,2nd,1 3/4 l,3,8-10,47,True,53,41
Gowran Park Racing Results | 10th May 2023 16:50,N/A,16:50,Soft (Yielding In Places),1m 1f 100y,Ranko Express (IRE),A. J. Slattery,0,A. Slattery,1st,N/A,3,9-4,55,True,53,41
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Oranmore (IRE),C. D. Hayes,0,Luke Comer,15th,28 l,7,9-4,58,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Queen Of Seduction (IRE),Shane Foley,0,Mrs J. Harrington,14th,8 1/2 l,4,9-12p,66,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Griseo (IRE),R. C. Colgan,0,V. C. Ward,13th,8 1/2 l,4,8-11,51,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Star Official (IRE),M. P. Sheehy,0,R. Donohoe,12th,1 l,5,10-0,68,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Belgoprince (FR),Ben Martin Coen,0,A. J. Martin,11th,2 l,6,9-12t,66,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Sean Says (IRE),L. F. Roche,0,Rodger Sweeney,10th,Neck,7,9-13p,67,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Mojazaffah (IRE),Seamie Heffernan,0,Shane Crawley,9th,1 1/2 l,5,9-5t1,59,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Mountain Fox (IRE),N. G. McCullagh,0,F. Oakes,8th,2 3/4 l,10,9-11t,65,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Foreign Policy (IRE),C. T. Keane,0,Noel Meade,7th,7 1/2 l,4,8-13,53,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Barometer (IRE),D. B. McMonagle,0,John Joseph Murphy,6th,2 1/4 l,8,9-8,62,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Bigz Belief (IRE),Declan McDonogh,0,Matthew J. Smith,5th,1/2 l,6,9-3tb,57,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Ellaat,Gearoid Patrick Brouder,5,Charles Byrnes,4th,1/2 l,7,8-12t1,52,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Douglas Dc (IRE),J. Kearney,7,Gordon Elliott,3rd,1/2 l,5,10-2p,70,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Bolero (FR),Siobhan Rutledge,5,Harry Rogers,2nd,3 3/4 l,8,8-11tp,51,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Sequoiaspirit (IRE),J. M. Sheridan,3,Ray Hackett,1st,N/A,6,9-6,60,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Oranmore (IRE),C. D. Hayes,0,Luke Comer,15th,28 l,7,9-4,58,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Queen Of Seduction (IRE),Shane Foley,0,Mrs J. Harrington,14th,8 1/2 l,4,9-12p,66,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Griseo (IRE),R. C. Colgan,0,V. C. Ward,13th,8 1/2 l,4,8-11,51,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Star Official (IRE),M. P. Sheehy,0,R. Donohoe,12th,1 l,5,10-0,68,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Belgoprince (FR),Ben Martin Coen,0,A. J. Martin,11th,2 l,6,9-12t,66,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Sean Says (IRE),L. F. Roche,0,Rodger Sweeney,10th,Neck,7,9-13p,67,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Mojazaffah (IRE),Seamie Heffernan,0,Shane Crawley,9th,1 1/2 l,5,9-5t1,59,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Mountain Fox (IRE),N. G. McCullagh,0,F. Oakes,8th,2 3/4 l,10,9-11t,65,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Foreign Policy (IRE),C. T. Keane,0,Noel Meade,7th,7 1/2 l,4,8-13,53,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Barometer (IRE),D. B. McMonagle,0,John Joseph Murphy,6th,2 1/4 l,8,9-8,62,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Bigz Belief (IRE),Declan McDonogh,0,Matthew J. Smith,5th,1/2 l,6,9-3tb,57,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Ellaat,Gearoid Patrick Brouder,5,Charles Byrnes,4th,1/2 l,7,8-12t1,52,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Douglas Dc (IRE),J. Kearney,7,Gordon Elliott,3rd,1/2 l,5,10-2p,70,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Bolero (FR),Siobhan Rutledge,5,Harry Rogers,2nd,3 3/4 l,8,8-11tp,51,True,53,42
Gowran Park Racing Results | 10th May 2023 17:25,N/A,17:25,Soft (Yielding In Places),1m 6f,Sequoiaspirit (IRE),J. M. Sheridan,3,Ray Hackett,1st,N/A,6,9-6,60,True,53,42
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Tastyee (IRE),Mr E. T. Mellerick,7,David Kenneth Budds,UR,N/A,5,10-13t,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Yara Greyjoy (IRE),J. P. O'Sullivan,5,P. J. Rothwell,PU,N/A,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,May Call You Back,B. Hayes,0,Steve Jones,10th,30 l,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Honey Roll Over (IRE),S. Fitzgerald,0,J. P. Flavin,9th,19 l,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Cappacurry Croi (IRE),D. King,5,L. Young,8th,12 l,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Stormie Outlook (IRE),D. J. O'Keeffe,0,E. J. O'Grady,7th,6 l,4,10-7,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Alkascotch (IRE),J. J. Slevin,0,Stuart Crawford,6th,3 3/4 l,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Ned's Legacy (IRE),Jack Doyle,0,P. M. J. Doyle,5th,6 1/2 l,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Up And Out (IRE),Corey McGivern,7,Gordon Elliott,4th,4 3/4 l,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Phils Choice (IRE),Patrick O'Hanlon,5,P. J. Rothwell,3rd,5 l,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Milajess (IRE),B. W. Harvey,5,Michael C. Griffin,2nd,1 1/2 l,6,10-13tp1,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Je T'ai Porte (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,5,11-7h,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Tastyee (IRE),Mr E. T. Mellerick,7,David Kenneth Budds,UR,N/A,5,10-13t,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Yara Greyjoy (IRE),J. P. O'Sullivan,5,P. J. Rothwell,PU,N/A,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,May Call You Back,B. Hayes,0,Steve Jones,10th,30 l,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Honey Roll Over (IRE),S. Fitzgerald,0,J. P. Flavin,9th,19 l,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Cappacurry Croi (IRE),D. King,5,L. Young,8th,12 l,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Stormie Outlook (IRE),D. J. O'Keeffe,0,E. J. O'Grady,7th,6 l,4,10-7,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Alkascotch (IRE),J. J. Slevin,0,Stuart Crawford,6th,3 3/4 l,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Ned's Legacy (IRE),Jack Doyle,0,P. M. J. Doyle,5th,6 1/2 l,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Up And Out (IRE),Corey McGivern,7,Gordon Elliott,4th,4 3/4 l,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Phils Choice (IRE),Patrick O'Hanlon,5,P. J. Rothwell,3rd,5 l,5,10-13,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Milajess (IRE),B. W. Harvey,5,Michael C. Griffin,2nd,1 1/2 l,6,10-13tp1,-,True,53,43
Clonmel Racing Results | 11th May 2023 16:45,N/A,16:45,Soft,2m 54y,Je T'ai Porte (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,5,11-7h,-,True,53,43
