track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Grann's Boy (IRE),Siobhan Rutledge,3,Harry Rogers,12th,1/2 l,3,9-8,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Promises to Keep (IRE),Seamie Heffernan,0,Aidan O'Brien,11th,1 l,3,9-3,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Dorset Lady (IRE),G. M. Ryan,0,Timothy Doyle,10th,Short Head,6,9-12,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Super Surprise (IRE),C. Horgan,7,Edmond Kent,9th,Neck,5,10-3,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Killeemore Lad (IRE),Amy Jo Hayes,7,A. Slattery,8th,1 l,5,10-3,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Ravshan (IRE),R. P. Whelan,0,M. Halford & T. Collins,7th,3 1/2 l,3,9-8b1,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Silverbridge,S. McCullagh,3,John Joseph Murphy,6th,1/2 l,3,9-8,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Cahersiveen (IRE),N. G. McCullagh,0,K. J. Condon,5th,1/2 l,3,9-8,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Rioja Alta (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,4th,1/2 l,3,9-8,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Jupiter Rock (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1 1/2 l,3,9-8,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Hardpoint (IRE),Shane Foley,0,Mrs J. Harrington,2nd,1 3/4 l,3,9-8,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Van Demon (IRE),C. T. Keane,0,Noel Meade,1st,N/A,3,9-8,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Grann's Boy (IRE),Siobhan Rutledge,3,Harry Rogers,12th,1/2 l,3,9-8,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Promises to Keep (IRE),Seamie Heffernan,0,Aidan O'Brien,11th,1 l,3,9-3,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Dorset Lady (IRE),G. M. Ryan,0,Timothy Doyle,10th,Short Head,6,9-12,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Super Surprise (IRE),C. Horgan,7,Edmond Kent,9th,Neck,5,10-3,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Killeemore Lad (IRE),Amy Jo Hayes,7,A. Slattery,8th,1 l,5,10-3,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Ravshan (IRE),R. P. Whelan,0,M. Halford & T. Collins,7th,3 1/2 l,3,9-8b1,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Silverbridge,S. McCullagh,3,John Joseph Murphy,6th,1/2 l,3,9-8,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Cahersiveen (IRE),N. G. McCullagh,0,K. J. Condon,5th,1/2 l,3,9-8,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Rioja Alta (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,4th,1/2 l,3,9-8,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Jupiter Rock (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1 1/2 l,3,9-8,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Hardpoint (IRE),Shane Foley,0,Mrs J. Harrington,2nd,1 3/4 l,3,9-8,-,True,77,1
Cork Racing Results | 30th August 2023 14:15,N/A,14:15,Good,1m 4f,Van Demon (IRE),C. T. Keane,0,Noel Meade,1st,N/A,3,9-8,-,True,77,1
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Sil Ver Klass (FR),Ben Martin Coen,0,A. J. Martin,17th,4 3/4 l,9,9-4t,52,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Storm Steps (IRE),D. B. McMonagle,0,Patrick Martin,16th,2 1/2 l,8,10-1t,63,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Miss Upbeat (IRE),Siobhan Rutledge,3,John McConnell,15th,19 l,4,8-13,47,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Tasmanian Girl (IRE),Wesley Joyce,7,Aengus King,14th,2 1/4 l,3,8-7t,50,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Ciao Adios (IRE),S. D. Bowen,7,Denis Hogan,13th,Neck,4,9-12,60,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Bardo Contiguo (IRE),A. C. Persse,7,Eoin Doyle,12th,2 1/2 l,7,9-8t,56,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Kirkuila (IRE),G. M. Ryan,0,James M. Barrett,11th,Neck,3,9-4,61,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,War Thunder,D. E. Sheehy,3,D. J. Ryan,10th,1/2 l,5,9-3,51,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Bear Claws (IRE),C. M. Hogan,10,Eric McNamara,9th,Neck,7,9-10tp,58,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Riyami (IRE),J. M. Sheridan,0,Denis Hogan,8th,1 l,4,9-13b1,61,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Inchiquin Maid (IRE),C. Horgan,7,David Kenneth Budds,7th,Head,4,10-2t,64,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Deluca Chop (FR),Shane Foley,0,S. M. Duffy,6th,1/2 l,4,9-5,53,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Romann (IRE),C. T. Keane,0,J. F. Levins,5th,3/4 l,6,8-13v,47,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Lady Kai (IRE),C. D. Hayes,0,Ross O'Sullivan,4th,3 l,3,8-12,55,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Say It So (IRE),L. F. Roche,0,Eric McNamara,3rd,1/2 l,4,9-2,50,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Oakley (GER),Seamie Heffernan,0,Anthony Mullins,2nd,1/2 l,5,9-12,60,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Elsa's Pride (IRE),Andrew Joseph Slattery,0,J. A. Stack,1st,N/A,3,8-10,53,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Sil Ver Klass (FR),Ben Martin Coen,0,A. J. Martin,17th,4 3/4 l,9,9-4t,52,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Storm Steps (IRE),D. B. McMonagle,0,Patrick Martin,16th,2 1/2 l,8,10-1t,63,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Miss Upbeat (IRE),Siobhan Rutledge,3,John McConnell,15th,19 l,4,8-13,47,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Tasmanian Girl (IRE),Wesley Joyce,7,Aengus King,14th,2 1/4 l,3,8-7t,50,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Ciao Adios (IRE),S. D. Bowen,7,Denis Hogan,13th,Neck,4,9-12,60,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Bardo Contiguo (IRE),A. C. Persse,7,Eoin Doyle,12th,2 1/2 l,7,9-8t,56,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Kirkuila (IRE),G. M. Ryan,0,James M. Barrett,11th,Neck,3,9-4,61,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,War Thunder,D. E. Sheehy,3,D. J. Ryan,10th,1/2 l,5,9-3,51,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Bear Claws (IRE),C. M. Hogan,10,Eric McNamara,9th,Neck,7,9-10tp,58,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Riyami (IRE),J. M. Sheridan,0,Denis Hogan,8th,1 l,4,9-13b1,61,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Inchiquin Maid (IRE),C. Horgan,7,David Kenneth Budds,7th,Head,4,10-2t,64,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Deluca Chop (FR),Shane Foley,0,S. M. Duffy,6th,1/2 l,4,9-5,53,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Romann (IRE),C. T. Keane,0,J. F. Levins,5th,3/4 l,6,8-13v,47,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Lady Kai (IRE),C. D. Hayes,0,Ross O'Sullivan,4th,3 l,3,8-12,55,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Say It So (IRE),L. F. Roche,0,Eric McNamara,3rd,1/2 l,4,9-2,50,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Oakley (GER),Seamie Heffernan,0,Anthony Mullins,2nd,1/2 l,5,9-12,60,True,77,2
Cork Racing Results | 30th August 2023 14:45,N/A,14:45,Good,1m 4f,Elsa's Pride (IRE),Andrew Joseph Slattery,0,J. A. Stack,1st,N/A,3,8-10,53,True,77,2
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Fanaigi Linn (IRE),H. J. Horgan,7,Eoin Doyle,9th,23 l,3,10-1p1,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Rough And Tough (IRE),Ben Martin Coen,0,Michael Mulvany,8th,3 1/4 l,3,9-2,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Our Boy Wes,C. T. Keane,0,Emmet Mullins,7th,1 1/2 l,3,9-12p,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Jazz Forever (IRE),G. F. Carroll,0,Paul W. Flynn,6th,1/2 l,3,9-6,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Lygon Street (GER),D. B. McMonagle,0,Joseph Patrick O'Brien,5th,Head,3,10-2b1,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Grey Fable (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,1/2 l,3,9-11,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Quiz Test (IRE),J. J. G. Ryan,7,Sean Byrne,3rd,2 l,3,9-13,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Timeless Piece (IRE),Shane Foley,0,Mrs J. Harrington,2nd,2 1/4 l,3,9-11,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Ameerat Jumaira,R. P. Whelan,0,M. Halford & T. Collins,1st,N/A,3,9-13b1,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Fanaigi Linn (IRE),H. J. Horgan,7,Eoin Doyle,9th,23 l,3,10-1p1,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Rough And Tough (IRE),Ben Martin Coen,0,Michael Mulvany,8th,3 1/4 l,3,9-2,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Our Boy Wes,C. T. Keane,0,Emmet Mullins,7th,1 1/2 l,3,9-12p,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Jazz Forever (IRE),G. F. Carroll,0,Paul W. Flynn,6th,1/2 l,3,9-6,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Lygon Street (GER),D. B. McMonagle,0,Joseph Patrick O'Brien,5th,Head,3,10-2b1,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Grey Fable (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,1/2 l,3,9-11,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Quiz Test (IRE),J. J. G. Ryan,7,Sean Byrne,3rd,2 l,3,9-13,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Timeless Piece (IRE),Shane Foley,0,Mrs J. Harrington,2nd,2 1/4 l,3,9-11,-,True,77,3
Cork Racing Results | 30th August 2023 15:15,N/A,15:15,Good,1m 4f,Ameerat Jumaira,R. P. Whelan,0,M. Halford & T. Collins,1st,N/A,3,9-13b1,-,True,77,3
Cork Racing Results | 30th August 2023 15:45,N/A,15:45,Good,1m 2f,Hopkins (IRE),R. P. Whelan,0,Timothy Doyle,5th,2 1/2 l,4,9-10,-,True,77,4
Cork Racing Results | 30th August 2023 15:45,N/A,15:45,Good,1m 2f,Paper Doll (IRE),C. T. Keane,0,John Joseph Murphy,4th,6 1/2 l,3,9-3,-,True,77,4
Cork Racing Results | 30th August 2023 15:45,N/A,15:45,Good,1m 2f,Mirror In Space (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,Neck,3,9-3,-,True,77,4
Cork Racing Results | 30th August 2023 15:45,N/A,15:45,Good,1m 2f,Feathertop,Shane Foley,0,Mrs J. Harrington,2nd,1 1/2 l,3,9-3,-,True,77,4
Cork Racing Results | 30th August 2023 15:45,N/A,15:45,Good,1m 2f,Starry Eyed (IRE),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,3,9-3,-,True,77,4
Cork Racing Results | 30th August 2023 15:45,N/A,15:45,Good,1m 2f,Hopkins (IRE),R. P. Whelan,0,Timothy Doyle,5th,2 1/2 l,4,9-10,-,True,77,4
Cork Racing Results | 30th August 2023 15:45,N/A,15:45,Good,1m 2f,Paper Doll (IRE),C. T. Keane,0,John Joseph Murphy,4th,6 1/2 l,3,9-3,-,True,77,4
Cork Racing Results | 30th August 2023 15:45,N/A,15:45,Good,1m 2f,Mirror In Space (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,Neck,3,9-3,-,True,77,4
Cork Racing Results | 30th August 2023 15:45,N/A,15:45,Good,1m 2f,Feathertop,Shane Foley,0,Mrs J. Harrington,2nd,1 1/2 l,3,9-3,-,True,77,4
Cork Racing Results | 30th August 2023 15:45,N/A,15:45,Good,1m 2f,Starry Eyed (IRE),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,3,9-3,-,True,77,4
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Kami (IRE),R. P. Cleary,0,Mark McNiff,10th,3 1/4 l,3,8-8tb,67,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Sioux Spirit (IRE),D. W. O'Connor,0,K. J. Condon,9th,2 l,3,9-12b,85,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Nituna (IRE),R. C. Colgan,0,Ms Sheila Lavery,8th,1 l,3,8-12,71,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Local Girl (IRE),Shane Foley,0,K. J. Condon,7th,1 3/4 l,3,8-12,71,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Transcendental (FR),G. F. Carroll,0,Gavin Patrick Cromwell,6th,Head,5,9-10,78,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Coumshingaun (IRE),C. Ngcobo,3,Kevin Thomas Coleman,5th,Neck,4,9-12,80,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Sheyya (IRE),Wesley Joyce,7,John Patrick Murtagh,4th,Head,3,9-12,85,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Not Even Close (IRE),P. A. Harnett,5,Donnacha Aidan O'Brien,3rd,1 3/4 l,3,9-7p1,80,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Vadiana (IRE),R. P. Whelan,0,M. Halford & T. Collins,2nd,1 1/2 l,4,9-11,79,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Gypsy Woman (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,3,10-0,87,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Kami (IRE),R. P. Cleary,0,Mark McNiff,10th,3 1/4 l,3,8-8tb,67,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Sioux Spirit (IRE),D. W. O'Connor,0,K. J. Condon,9th,2 l,3,9-12b,85,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Nituna (IRE),R. C. Colgan,0,Ms Sheila Lavery,8th,1 l,3,8-12,71,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Local Girl (IRE),Shane Foley,0,K. J. Condon,7th,1 3/4 l,3,8-12,71,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Transcendental (FR),G. F. Carroll,0,Gavin Patrick Cromwell,6th,Head,5,9-10,78,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Coumshingaun (IRE),C. Ngcobo,3,Kevin Thomas Coleman,5th,Neck,4,9-12,80,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Sheyya (IRE),Wesley Joyce,7,John Patrick Murtagh,4th,Head,3,9-12,85,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Not Even Close (IRE),P. A. Harnett,5,Donnacha Aidan O'Brien,3rd,1 3/4 l,3,9-7p1,80,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Vadiana (IRE),R. P. Whelan,0,M. Halford & T. Collins,2nd,1 1/2 l,4,9-11,79,True,77,5
Cork Racing Results | 30th August 2023 16:20,N/A,16:20,Good,7f,Gypsy Woman (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,3,10-0,87,True,77,5
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Flaming O'hara (IRE),C. D. Hayes,0,D. K. Weld,17th,12 l,3,9-2b1,56,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Doctor Grace (IRE),R. P. Whelan,0,M. Halford & T. Collins,16th,6 1/2 l,3,9-6,60,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Salt Whistle Bay (IRE),Seamie Heffernan,0,Charles Coakley,15th,1 1/4 l,9,8-12v,47,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Miss Molly T (IRE),Cillian McConnell,7,John McConnell,14th,1 l,6,9-8h,57,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Alfarida (IRE),Andrew Joseph Slattery,0,A. Slattery,13th,Neck,3,9-6,60,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Shamastar (IRE),Adam Caffrey,5,David Marnane,12th,Neck,3,8-13v1,53,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Lady Wingalong (IRE),C. Horgan,7,Edmond Kent,11th,1/2 l,4,9-3,52,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Florence Thompson (IRE),J. A. Powell,5,J. G. Murray,10th,1/2 l,6,8-13p,48,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Gometra Ginty (IRE),S. D. Bowen,7,Denis Hogan,9th,Head,7,10-2,65,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,General Idea,K. S. McHugh,10,Denis Hogan,8th,3/4 l,4,9-5tb,54,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Step Back In Time (IRE),R. C. Colgan,0,Christopher David Timmons,7th,1 l,5,8-12,47,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Hope And Innocence (IRE),Ben Martin Coen,0,John Patrick Murtagh,6th,Head,3,9-8,62,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Kinda Tiny (IRE),G. M. Ryan,0,Timothy Doyle,5th,Head,3,9-1,55,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Racing Royalty,N. M. Crosse,0,Gillian Scott,4th,1/2 l,4,10-0b,63,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,She's Local (IRE),C. T. Keane,0,Noel Meade,3rd,Short Head,3,9-6t,60,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Gurkha Girl (IRE),L. F. Roche,0,Michael Fenton,2nd,Neck,5,10-1p1,64,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Trueba (IRE),Wesley Joyce,7,E. D. Linehan,1st,N/A,7,9-12p,61,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Flaming O'hara (IRE),C. D. Hayes,0,D. K. Weld,17th,12 l,3,9-2b1,56,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Doctor Grace (IRE),R. P. Whelan,0,M. Halford & T. Collins,16th,6 1/2 l,3,9-6,60,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Salt Whistle Bay (IRE),Seamie Heffernan,0,Charles Coakley,15th,1 1/4 l,9,8-12v,47,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Miss Molly T (IRE),Cillian McConnell,7,John McConnell,14th,1 l,6,9-8h,57,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Alfarida (IRE),Andrew Joseph Slattery,0,A. Slattery,13th,Neck,3,9-6,60,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Shamastar (IRE),Adam Caffrey,5,David Marnane,12th,Neck,3,8-13v1,53,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Lady Wingalong (IRE),C. Horgan,7,Edmond Kent,11th,1/2 l,4,9-3,52,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Florence Thompson (IRE),J. A. Powell,5,J. G. Murray,10th,1/2 l,6,8-13p,48,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Gometra Ginty (IRE),S. D. Bowen,7,Denis Hogan,9th,Head,7,10-2,65,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,General Idea,K. S. McHugh,10,Denis Hogan,8th,3/4 l,4,9-5tb,54,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Step Back In Time (IRE),R. C. Colgan,0,Christopher David Timmons,7th,1 l,5,8-12,47,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Hope And Innocence (IRE),Ben Martin Coen,0,John Patrick Murtagh,6th,Head,3,9-8,62,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Kinda Tiny (IRE),G. M. Ryan,0,Timothy Doyle,5th,Head,3,9-1,55,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Racing Royalty,N. M. Crosse,0,Gillian Scott,4th,1/2 l,4,10-0b,63,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,She's Local (IRE),C. T. Keane,0,Noel Meade,3rd,Short Head,3,9-6t,60,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Gurkha Girl (IRE),L. F. Roche,0,Michael Fenton,2nd,Neck,5,10-1p1,64,True,77,6
Cork Racing Results | 30th August 2023 16:50,N/A,16:50,Good,7f,Trueba (IRE),Wesley Joyce,7,E. D. Linehan,1st,N/A,7,9-12p,61,True,77,6
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Lasting Peace (IRE),C. T. Keane,0,Noel Meade,18th,22 l,3,9-8b,62,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Helmet Star,D. E. Sheehy,3,John Larkin,17th,14 l,4,8-12t,47,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,American In Paris (IRE),J. M. Sheridan,0,Denis Hogan,16th,1 1/2 l,3,9-8b,62,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Designer Cailin (IRE),D. B. McMonagle,0,Patrick Martin,15th,2 1/2 l,5,9-1,50,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Benerville (IRE),Andrew Joseph Slattery,0,T. Hogan,14th,1/2 l,3,8-7v,47,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,The Last Swallow (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,13th,3/4 l,4,9-2t,51,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Tynamite (IRE),J. J. G. Ryan,7,David Marnane,12th,1/2 l,9,8-12,47,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Tijuana,Adam Caffrey,5,David Edward Finn,11th,1 1/2 l,5,9-1,50,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Pascalia (IRE),Ben Martin Coen,0,John Patrick Murtagh,10th,Neck,3,9-7,61,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Golden Days (IRE),C. J. MacRedmond,5,M. Halford & T. Collins,9th,Neck,6,9-9p,58,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Rose of Malta (IRE),Seamie Heffernan,0,P. F. O'Donnell,8th,3/4 l,4,9-9,58,True,77,7
Cork Racing Results | 30th August 2023 17:20,N/A,17:20,Good,7f,Cuala Bula (IRE),R. P. Whelan,0,Charles Coakley,7th,Neck,4,9-1tp,50,True,77,7
