track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 13th October 2024 13:40,N/A,13:40,Yielding (Good To Yielding In Places)  (Turf),5f 205y,Brigadier Kakuru (IRE),J A Heffernan,0,Daniel Murphy,5th,2 l,2,9-5,-,True,145,37
Naas Racing Results | 13th October 2024 13:40,N/A,13:40,Yielding (Good To Yielding In Places)  (Turf),5f 205y,Ze Do Asfalto (IRE),R Whearty,3,A Murray,4th,Short Head,2,9-5,-,True,145,37
Naas Racing Results | 13th October 2024 13:40,N/A,13:40,Yielding (Good To Yielding In Places)  (Turf),5f 205y,Tam Lin (IRE),R P Whelan,0,Daniel Murphy,3rd,3 1/2 l,2,9-5,-,True,145,37
Naas Racing Results | 13th October 2024 13:40,N/A,13:40,Yielding (Good To Yielding In Places)  (Turf),5f 205y,Iceford (IRE),B M Coen,0,J P Murtagh,2nd,4 1/2 l,2,9-5,-,True,145,37
Naas Racing Results | 13th October 2024 13:40,N/A,13:40,Yielding (Good To Yielding In Places)  (Turf),5f 205y,Bounty (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-5,-,True,145,37
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Live Like The Boss (IRE),S Foley,0,Mrs J Harrington,16th,11 l,2,9-4,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Gangsta Man (IRE),J J G Ryan,0,K Smith,15th,Head,2,8-13,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Dignam (IRE),D McMonagle,0,J P O'Brien,14th,1 l,2,9-7,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Actin Like A Diva (IRE),R Whearty,0,J C McConnell,13th,2 3/4 l,2,8-12p,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,William F Browne (IRE),C T Keane,0,G M Lyons,12th,1 1/4 l,2,9-13b1,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Heishybrid,G F Carroll,0,N Meade,11th,2 1/2 l,2,9-3tb1,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Rion Rubette,A J Slattery,0,M Butler,10th,1/2 l,2,8-8,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Saint Brandon (IRE),W M Lordan,0,N Lupini,9th,Head,2,9-1,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Sugar Club (IRE),W J Lee,0,N Meade,8th,Neck,2,9-0,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Iowntheball,C D Hayes,0,K Prendergast,7th,1/2 l,2,9-5,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Red Scarlet (IRE),J M Sheridan,0,R P Cody,6th,1 1/4 l,2,8-10,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Sigh No More (IRE),D P McDonogh,0,J P O'Brien,5th,1/2 l,2,9-4,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Famed Again (IRE),R P Whelan,0,T Cooper,4th,Head,2,8-12,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Copacabana Sands (IRE),D E Sheehy,0,D Dias,3rd,1/2 l,2,8-8,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Bodhi Bear (IRE),J A Heffernan,0,J A Stack,2nd,1/2 l,2,8-13,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Fiona Maccoul (IRE),N M Crosse,0,Mrs J Harrington,1st,N/A,2,8-8,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Live Like The Boss (IRE),S Foley,0,Mrs J Harrington,16th,11 l,2,9-4,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Gangsta Man (IRE),J J G Ryan,0,K Smith,15th,Head,2,8-13,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Dignam (IRE),D McMonagle,0,J P O'Brien,14th,1 l,2,9-7,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Actin Like A Diva (IRE),R Whearty,0,J C McConnell,13th,2 3/4 l,2,8-12p,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,William F Browne (IRE),C T Keane,0,G M Lyons,12th,1 1/4 l,2,9-13b1,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Heishybrid,G F Carroll,0,N Meade,11th,2 1/2 l,2,9-3tb1,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Rion Rubette,A J Slattery,0,M Butler,10th,1/2 l,2,8-8,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Saint Brandon (IRE),W M Lordan,0,N Lupini,9th,Head,2,9-1,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Sugar Club (IRE),W J Lee,0,N Meade,8th,Neck,2,9-0,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Iowntheball,C D Hayes,0,K Prendergast,7th,1/2 l,2,9-5,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Red Scarlet (IRE),J M Sheridan,0,R P Cody,6th,1 1/4 l,2,8-10,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Sigh No More (IRE),D P McDonogh,0,J P O'Brien,5th,1/2 l,2,9-4,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Famed Again (IRE),R P Whelan,0,T Cooper,4th,Head,2,8-12,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Copacabana Sands (IRE),D E Sheehy,0,D Dias,3rd,1/2 l,2,8-8,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Bodhi Bear (IRE),J A Heffernan,0,J A Stack,2nd,1/2 l,2,8-13,-,True,145,38
Naas Racing Results | 13th October 2024 14:15,N/A,14:15,Yielding (Good To Yielding In Places),7f,Fiona Maccoul (IRE),N M Crosse,0,Mrs J Harrington,1st,N/A,2,8-8,-,True,145,38
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Marakesh,W J Lee,0,H De Bromhead,16th,2 3/4 l,4,9-5,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,All Lies Ahead (IRE),N M Crosse,0,W McCreery,15th,6 l,6,9-5v1,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Declaree (IRE),B M Coen,0,J P Murtagh,14th,3/4 l,3,9-2b,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Goldana (IRE),D McMonagle,0,J P O'Brien,13th,1 3/4 l,5,9-8p1,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Star Galaxy (IRE),G F Carroll,0,J P O'Brien,12th,Short Head,4,9-5,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Ina Mina,R P Whelan,0,K J Condon,11th,1/2 l,3,9-2h,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Independent Expert (IRE),A J Slattery,0,A Slattery,10th,1 l,5,9-5,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,North Africa (IRE),W M Lordan,0,A P O'Brien,9th,Head,3,9-2,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Evening Blossom (IRE),M P Sheehy,0,J P O'Brien,8th,1/2 l,3,9-2,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Improvista,S Foley,0,Mrs J Harrington,7th,Short Head,3,9-2tp,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Vasda (IRE),G M Ryan,0,J P O'Brien,6th,1/2 l,4,9-5t,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Indigo Five (IRE),W Joyce,0,J Feane,5th,3/4 l,5,9-5,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Presence (IRE),K G Kennedy,0,Mrs J Harrington,4th,1/2 l,3,9-2p,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Princess Child (FR),D P McDonogh,0,J P O'Brien,3rd,Neck,3,9-2,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Sakti (IRE),C T Keane,0,G M Lyons,2nd,2 l,3,9-2,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Azada (IRE),C D Hayes,0,D K Weld,1st,N/A,3,9-2,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Marakesh,W J Lee,0,H De Bromhead,16th,2 3/4 l,4,9-5,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,All Lies Ahead (IRE),N M Crosse,0,W McCreery,15th,6 l,6,9-5v1,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Declaree (IRE),B M Coen,0,J P Murtagh,14th,3/4 l,3,9-2b,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Goldana (IRE),D McMonagle,0,J P O'Brien,13th,1 3/4 l,5,9-8p1,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Star Galaxy (IRE),G F Carroll,0,J P O'Brien,12th,Short Head,4,9-5,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Ina Mina,R P Whelan,0,K J Condon,11th,1/2 l,3,9-2h,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Independent Expert (IRE),A J Slattery,0,A Slattery,10th,1 l,5,9-5,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,North Africa (IRE),W M Lordan,0,A P O'Brien,9th,Head,3,9-2,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Evening Blossom (IRE),M P Sheehy,0,J P O'Brien,8th,1/2 l,3,9-2,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Improvista,S Foley,0,Mrs J Harrington,7th,Short Head,3,9-2tp,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Vasda (IRE),G M Ryan,0,J P O'Brien,6th,1/2 l,4,9-5t,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Indigo Five (IRE),W Joyce,0,J Feane,5th,3/4 l,5,9-5,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Presence (IRE),K G Kennedy,0,Mrs J Harrington,4th,1/2 l,3,9-2p,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Princess Child (FR),D P McDonogh,0,J P O'Brien,3rd,Neck,3,9-2,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Sakti (IRE),C T Keane,0,G M Lyons,2nd,2 l,3,9-2,-,True,145,39
Naas Racing Results | 13th October 2024 14:50,N/A,14:50,Yielding (Good To Yielding In Places),1m,Azada (IRE),C D Hayes,0,D K Weld,1st,N/A,3,9-2,-,True,145,39
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Nostringsattached (IRE),R C Colgan,0,A Kinirons,16th,21 l,5,9-7,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Saltwell (IRE),A J Slattery,0,John O'Donoghue,15th,4 1/4 l,4,9-7,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,No Niki No (IRE),G F Carroll,0,Eoghan O'Neill,14th,1 l,8,9-7p,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Belhaven (IRE),D P McDonogh,0,J P O'Brien,13th,2 3/4 l,5,9-7,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Get (IRE),M P Sheehy,0,A P O'Brien,12th,2 1/2 l,3,9-2,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Joupe (IRE),J M Sheridan,0,P Lawlor,11th,1/2 l,7,9-7t,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Lope De Lilas (IRE),James Doyle,0,W P Mullins,10th,1/2 l,3,9-2,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Mo Ghille Mar (IRE),S Foley,0,Mrs J Harrington,9th,1 1/4 l,3,9-2,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Andromeda (IRE),W M Lordan,0,A P O'Brien,8th,Neck,3,9-2b1,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Siege Of Troy,B M Coen,0,J P Murtagh,7th,2 l,3,9-2b,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Ameerat Jumaira,R P Whelan,0,M Halford & T Collins,6th,3 l,4,9-7b,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Lady Doris (IRE),G M Ryan,0,Donnacha O'Brien,5th,Neck,3,9-2p,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Riviera Queen (IRE),W J Lee,0,Mrs J Harrington,4th,Nose,3,9-2,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Romzina (IRE),C D Hayes,0,D K Weld,3rd,3/4 l,3,9-2h1,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Galileo Dame (IRE),D McMonagle,0,J P O'Brien,2nd,4 l,3,9-2,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Caught U Looking (IRE),C T Keane,0,N Meade,1st,N/A,3,9-2p,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Nostringsattached (IRE),R C Colgan,0,A Kinirons,16th,21 l,5,9-7,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Saltwell (IRE),A J Slattery,0,John O'Donoghue,15th,4 1/4 l,4,9-7,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,No Niki No (IRE),G F Carroll,0,Eoghan O'Neill,14th,1 l,8,9-7p,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Belhaven (IRE),D P McDonogh,0,J P O'Brien,13th,2 3/4 l,5,9-7,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Get (IRE),M P Sheehy,0,A P O'Brien,12th,2 1/2 l,3,9-2,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Joupe (IRE),J M Sheridan,0,P Lawlor,11th,1/2 l,7,9-7t,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Lope De Lilas (IRE),James Doyle,0,W P Mullins,10th,1/2 l,3,9-2,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Mo Ghille Mar (IRE),S Foley,0,Mrs J Harrington,9th,1 1/4 l,3,9-2,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Andromeda (IRE),W M Lordan,0,A P O'Brien,8th,Neck,3,9-2b1,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Siege Of Troy,B M Coen,0,J P Murtagh,7th,2 l,3,9-2b,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Ameerat Jumaira,R P Whelan,0,M Halford & T Collins,6th,3 l,4,9-7b,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Lady Doris (IRE),G M Ryan,0,Donnacha O'Brien,5th,Neck,3,9-2p,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Riviera Queen (IRE),W J Lee,0,Mrs J Harrington,4th,Nose,3,9-2,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Romzina (IRE),C D Hayes,0,D K Weld,3rd,3/4 l,3,9-2h1,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Galileo Dame (IRE),D McMonagle,0,J P O'Brien,2nd,4 l,3,9-2,-,True,145,40
Naas Racing Results | 13th October 2024 15:25,N/A,15:25,Yielding (Good To Yielding In Places),1m 3f 214y,Caught U Looking (IRE),C T Keane,0,N Meade,1st,N/A,3,9-2p,-,True,145,40
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Mt Leinster (IRE),D E Sheehy,0,J C McConnell,20th,3 1/4 l,10,8-8p,81,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Prairie Dancer (IRE),D P McDonogh,0,J P O'Brien,19th,1 1/2 l,6,9-5b,92,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Rich Belief,A J Slattery,0,K Thornton,18th,5 1/2 l,7,8-7tb,80,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Rain (GER),N M Crosse,0,J Barcoe,17th,4 l,5,8-7,80,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Nostra Casa (IRE),L F Roche,0,P W Flynn,16th,4 1/2 l,8,8-9tp,82,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Chemistry (IRE),W M Lordan,0,A P O'Brien,15th,16 l,3,9-10b,106,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Harry's Legacy,J A Powell,3,H De Bromhead,14th,Neck,6,8-7t,80,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Pinot Gris (IRE),R Whearty,3,G P Cromwell,13th,Short Head,4,8-9tp,82,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Ephesus (IRE),M W Hassett,5,A P O'Brien,12th,1/2 l,3,8-7p,84,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Reina Del Mar (IRE),M P Sheehy,0,J P O'Brien,11th,2 1/4 l,6,8-12t,85,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Lord Erskine (IRE),Siobhan Rutledge,3,H Rogers,10th,2 1/4 l,11,8-10b,83,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Seddon (IRE),C T Keane,0,J C McConnell,9th,2 l,11,9-3,90,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Man O Work (IRE),W Joyce,5,P G Fahey,8th,Neck,6,8-7,80,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Portland (IRE),J Cleary,7,A P O'Brien,7th,3/4 l,3,9-9,105,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Mr Escobar (IRE),C D Hayes,0,W P Mullins,6th,1 3/4 l,6,9-0,87,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Vera Verto (IRE),G F Carroll,0,G P Cromwell,5th,3/4 l,6,9-0t,87,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Falcon Eight (IRE),S Coen,10,D K Weld,4th,2 1/4 l,9,10-0b,101,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Jabbar (IRE),K G Kennedy,7,Gerard O'Leary,3rd,Nose,5,8-7,80,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Toll Stone (IRE),J A Heffernan,0,E Mullins,2nd,1 3/4 l,4,8-9,82,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Comfort Zone (IRE),D McMonagle,0,J P O'Brien,1st,N/A,5,8-13b,86,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Mt Leinster (IRE),D E Sheehy,0,J C McConnell,20th,3 1/4 l,10,8-8p,81,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Prairie Dancer (IRE),D P McDonogh,0,J P O'Brien,19th,1 1/2 l,6,9-5b,92,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Rich Belief,A J Slattery,0,K Thornton,18th,5 1/2 l,7,8-7tb,80,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Rain (GER),N M Crosse,0,J Barcoe,17th,4 l,5,8-7,80,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Nostra Casa (IRE),L F Roche,0,P W Flynn,16th,4 1/2 l,8,8-9tp,82,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Chemistry (IRE),W M Lordan,0,A P O'Brien,15th,16 l,3,9-10b,106,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Harry's Legacy,J A Powell,3,H De Bromhead,14th,Neck,6,8-7t,80,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Pinot Gris (IRE),R Whearty,3,G P Cromwell,13th,Short Head,4,8-9tp,82,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Ephesus (IRE),M W Hassett,5,A P O'Brien,12th,1/2 l,3,8-7p,84,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Reina Del Mar (IRE),M P Sheehy,0,J P O'Brien,11th,2 1/4 l,6,8-12t,85,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Lord Erskine (IRE),Siobhan Rutledge,3,H Rogers,10th,2 1/4 l,11,8-10b,83,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Seddon (IRE),C T Keane,0,J C McConnell,9th,2 l,11,9-3,90,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Man O Work (IRE),W Joyce,5,P G Fahey,8th,Neck,6,8-7,80,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Portland (IRE),J Cleary,7,A P O'Brien,7th,3/4 l,3,9-9,105,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Mr Escobar (IRE),C D Hayes,0,W P Mullins,6th,1 3/4 l,6,9-0,87,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Vera Verto (IRE),G F Carroll,0,G P Cromwell,5th,3/4 l,6,9-0t,87,True,145,41
Naas Racing Results | 13th October 2024 16:00,N/A,16:00,Yielding (Good To Yielding In Places),2m 23y,Falcon Eight (IRE),S Coen,10,D K Weld,4th,2 1/4 l,9,10-0b,101,True,145,41
