track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Limerick Racing Results | 11th April 2024 14:00,N/A,14:00,Heavy (Soft To Heavy In Places),2m,Drum Roll (FR),R Deegan,0,P Nolan,8th,6 l,4,11-2,-,True,107,39
Limerick Racing Results | 11th April 2024 14:00,N/A,14:00,Heavy (Soft To Heavy In Places),2m,Keyser Smokesy (IRE),E Walsh,0,T O'Connor,7th,12 l,4,11-2h1,-,True,107,39
Limerick Racing Results | 11th April 2024 14:00,N/A,14:00,Heavy (Soft To Heavy In Places),2m,Queenofthelodge (IRE),P T Enright,0,S Curling,6th,Head,4,11-2,-,True,107,39
Limerick Racing Results | 11th April 2024 14:00,N/A,14:00,Heavy (Soft To Heavy In Places),2m,Give Me A Smile (IRE),L Donnelly,7,E Bolger,5th,3 3/4 l,4,11-2,-,True,107,39
Limerick Racing Results | 11th April 2024 14:00,N/A,14:00,Heavy (Soft To Heavy In Places),2m,Duhallow Jury (IRE),J G Gilligan,7,L J Archdeacon,4th,20 l,4,11-2,-,True,107,39
Limerick Racing Results | 11th April 2024 14:00,N/A,14:00,Heavy (Soft To Heavy In Places),2m,Lady Of The Locke (IRE),P Byrnes,5,C Byrnes,3rd,5 1/2 l,4,11-2,-,True,107,39
Limerick Racing Results | 11th April 2024 14:00,N/A,14:00,Heavy (Soft To Heavy In Places),2m,Jeaniemacaroney (IRE),P T Smithers,7,J P O'Brien,2nd,1 3/4 l,4,11-2,-,True,107,39
Limerick Racing Results | 11th April 2024 14:00,N/A,14:00,Heavy (Soft To Heavy In Places),2m,Doctor Nightingale (IRE),D J Gilligan,5,G Elliott,1st,N/A,4,11-2,-,True,107,39
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Roderick,D King,0,D Hogan,NR,N/A,8,11-7t,92,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Mywayorthehighway (IRE),C Owens,7,P J Rothwell,11th,2 l,5,11-7t,92,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Crowsatedappletart (IRE),L A McKenna,5,M Winters,10th,5 1/2 l,7,11-10,95,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Kilbrin Rocco (IRE),A P Heskin,0,M Winters,9th,6 l,5,11-4,89,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Qatar Spirit (FR),L Quinlan,5,T Cleary,8th,4 l,10,11-11,96,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Camino Mission (IRE),P T Enright,0,S Fahey,7th,3 3/4 l,6,11-3,88,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Another Ocana (IRE),J G Gilligan,7,L J Archdeacon,6th,2 3/4 l,7,11-12,97,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Ragmans Corner (IRE),R A Doyle,0,G Keane,5th,1 3/4 l,5,11-6,91,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Flicker Of Hope (FR),A P Kelly,5,M Fahey,4th,2 3/4 l,5,11-3,88,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Jay Pee M (IRE),Sam Ewing,0,D W O'Sullivan,3rd,1 1/2 l,5,11-11,96,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Boston Bongo (IRE),B Hayes,0,Barry J Fitzgerald,2nd,1/2 l,5,11-1h,86,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,The Big Cloud (IRE),S F O'Keeffe,0,S Crawley,1st,N/A,6,11-9,94,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Roderick,D King,0,D Hogan,NR,N/A,8,11-7t,92,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Mywayorthehighway (IRE),C Owens,7,P J Rothwell,11th,2 l,5,11-7t,92,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Crowsatedappletart (IRE),L A McKenna,5,M Winters,10th,5 1/2 l,7,11-10,95,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Kilbrin Rocco (IRE),A P Heskin,0,M Winters,9th,6 l,5,11-4,89,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Qatar Spirit (FR),L Quinlan,5,T Cleary,8th,4 l,10,11-11,96,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Camino Mission (IRE),P T Enright,0,S Fahey,7th,3 3/4 l,6,11-3,88,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Another Ocana (IRE),J G Gilligan,7,L J Archdeacon,6th,2 3/4 l,7,11-12,97,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Ragmans Corner (IRE),R A Doyle,0,G Keane,5th,1 3/4 l,5,11-6,91,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Flicker Of Hope (FR),A P Kelly,5,M Fahey,4th,2 3/4 l,5,11-3,88,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Jay Pee M (IRE),Sam Ewing,0,D W O'Sullivan,3rd,1 1/2 l,5,11-11,96,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,Boston Bongo (IRE),B Hayes,0,Barry J Fitzgerald,2nd,1/2 l,5,11-1h,86,True,107,40
Limerick Racing Results | 11th April 2024 14:35,N/A,14:35,Heavy (Soft To Heavy In Places),2m,The Big Cloud (IRE),S F O'Keeffe,0,S Crawley,1st,N/A,6,11-9,94,True,107,40
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,Marv Michael (IRE),M P O'Connor,3,H De Bromhead,8th,2 3/4 l,6,11-12t,114,True,107,41
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,Spavango (IRE),G B Noonan,5,E McCarthy,7th,32 l,5,10-7,95,True,107,41
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,San Aer (IRE),Sam Ewing,0,T Mullins,6th,3/4 l,6,11-2ht,104,True,107,41
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,Carlas Big Jim (IRE),Mr C J Shine,7,L J Archdeacon,5th,4 l,6,11-4,106,True,107,41
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,Battle Of Ridgeway (IRE),S W Flanagan,0,M Hassett,4th,5 1/2 l,6,10-12t,100,True,107,41
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,Starman (FR),J P O'Sullivan,3,A McCann,3rd,1 1/4 l,8,11-11h,113,True,107,41
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,Rockbrook (IRE),S D Torrens,0,P J Rothwell,2nd,10 l,7,10-7,95,True,107,41
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,Ballycallan King (IRE),S Cleary-Farrell,7,Barry J Fitzgerald,1st,N/A,7,11-6,108,True,107,41
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,Marv Michael (IRE),M P O'Connor,3,H De Bromhead,8th,2 3/4 l,6,11-12t,114,True,107,41
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,Spavango (IRE),G B Noonan,5,E McCarthy,7th,32 l,5,10-7,95,True,107,41
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,San Aer (IRE),Sam Ewing,0,T Mullins,6th,3/4 l,6,11-2ht,104,True,107,41
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,Carlas Big Jim (IRE),Mr C J Shine,7,L J Archdeacon,5th,4 l,6,11-4,106,True,107,41
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,Battle Of Ridgeway (IRE),S W Flanagan,0,M Hassett,4th,5 1/2 l,6,10-12t,100,True,107,41
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,Starman (FR),J P O'Sullivan,3,A McCann,3rd,1 1/4 l,8,11-11h,113,True,107,41
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,Rockbrook (IRE),S D Torrens,0,P J Rothwell,2nd,10 l,7,10-7,95,True,107,41
Limerick Racing Results | 11th April 2024 15:10,N/A,15:10,Heavy (Soft To Heavy In Places),2m,Ballycallan King (IRE),S Cleary-Farrell,7,Barry J Fitzgerald,1st,N/A,7,11-6,108,True,107,41
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,Bondi Boy Blue (IRE),D Meyler,0,Ms M Mullins,9th,29 l,6,11-12,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,Tidy Fellow (IRE),A McCurtin,0,Michael Barry,8th,32 l,5,11-12,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,Donegal Danny (IRE),C M Quirke,5,M J McDonagh,7th,5 l,6,11-12,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,Beggars Rock (IRE),K C Sexton,0,D Queally,6th,4 1/4 l,5,11-12t1,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,Kilheffernan (IRE),Shane Fenelon,7,M A Gunn,5th,3 3/4 l,6,11-12,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,Dreamings Free (IRE),Mr P J O'Neill,7,John F O'Neill,4th,3 l,5,11-12,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,King Casey (IRE),P T Enright,0,E Doyle,3rd,5 l,4,11-2,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,On Lovers Walk (IRE),S O'Callaghan,5,G Kelleher,2nd,20 l,7,11-12t,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,Coming Up Easy (IRE),M P O'Connor,3,H De Bromhead,1st,N/A,6,11-12t,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,Bondi Boy Blue (IRE),D Meyler,0,Ms M Mullins,9th,29 l,6,11-12,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,Tidy Fellow (IRE),A McCurtin,0,Michael Barry,8th,32 l,5,11-12,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,Donegal Danny (IRE),C M Quirke,5,M J McDonagh,7th,5 l,6,11-12,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,Beggars Rock (IRE),K C Sexton,0,D Queally,6th,4 1/4 l,5,11-12t1,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,Kilheffernan (IRE),Shane Fenelon,7,M A Gunn,5th,3 3/4 l,6,11-12,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,Dreamings Free (IRE),Mr P J O'Neill,7,John F O'Neill,4th,3 l,5,11-12,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,King Casey (IRE),P T Enright,0,E Doyle,3rd,5 l,4,11-2,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,On Lovers Walk (IRE),S O'Callaghan,5,G Kelleher,2nd,20 l,7,11-12t,-,True,107,42
Limerick Racing Results | 11th April 2024 15:45,N/A,15:45,Heavy (Soft To Heavy In Places)  Hurdle (Turf),2m 5f,Coming Up Easy (IRE),M P O'Connor,3,H De Bromhead,1st,N/A,6,11-12t,-,True,107,42
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,The Dasher Conway (IRE),D Meyler,0,Mrs G Callaghan,NR,N/A,9,11-9,118,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Storm Mahler (IRE),C P McNamara,0,E McNamara,PU,N/A,6,10-13,108,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Linden Arden (IRE),B Hayes,0,W P Mullins,8th,21 l,6,11-12h1,121,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Young Dev (IRE),D King,0,D Hogan,7th,1/2 l,10,11-7p,116,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Hammersmith (IRE),M J M O'Sullivan,0,T O'Brien,6th,1 l,8,11-2t,111,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Sarah Beara (IRE),P T Enright,0,S Curling,5th,9 1/2 l,6,11-6,115,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,West Cork Wildway (IRE),G B Noonan,5,P O'Flynn,4th,3/4 l,10,12-0,123,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Duffys Getaway (IRE),S D Torrens,0,P J Rothwell,3rd,6 l,7,10-9tp,104,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Cosmo Renfro (IRE),C M Quirke,5,S Nolan,2nd,1/2 l,7,10-1p,96,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Aodhan May (IRE),P Byrnes,5,C Byrnes,1st,N/A,8,11-5,114,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,The Dasher Conway (IRE),D Meyler,0,Mrs G Callaghan,NR,N/A,9,11-9,118,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Storm Mahler (IRE),C P McNamara,0,E McNamara,PU,N/A,6,10-13,108,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Linden Arden (IRE),B Hayes,0,W P Mullins,8th,21 l,6,11-12h1,121,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Young Dev (IRE),D King,0,D Hogan,7th,1/2 l,10,11-7p,116,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Hammersmith (IRE),M J M O'Sullivan,0,T O'Brien,6th,1 l,8,11-2t,111,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Sarah Beara (IRE),P T Enright,0,S Curling,5th,9 1/2 l,6,11-6,115,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,West Cork Wildway (IRE),G B Noonan,5,P O'Flynn,4th,3/4 l,10,12-0,123,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Duffys Getaway (IRE),S D Torrens,0,P J Rothwell,3rd,6 l,7,10-9tp,104,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Cosmo Renfro (IRE),C M Quirke,5,S Nolan,2nd,1/2 l,7,10-1p,96,True,107,43
Limerick Racing Results | 11th April 2024 16:20,N/A,16:20,Heavy,2m 5f,Aodhan May (IRE),P Byrnes,5,C Byrnes,1st,N/A,8,11-5,114,True,107,43
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Blossom De Mai (FR),C Owens,7,P J Rothwell,NR,N/A,7,11-7tp,88,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,C'est Rien (IRE),J B Foley,0,T Mullins,NR,N/A,7,11-4t,85,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,How Decc (IRE),C M Quirke,5,E Seymour,PU,N/A,6,11-8tp,89,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Five Minutes More (IRE),P T Enright,0,R Tyner,PU,N/A,6,10-13,80,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Bossofthebus (IRE),R Deegan,0,Paul Tobin,13th,1 1/4 l,5,11-9,90,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Oscar Tonic (IRE),S D Torrens,0,E F Gallagher,12th,25 l,9,11-2,83,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Out Of The Park (IRE),Mr J Aherne,7,A O'Grady,11th,6 l,6,11-5,86,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Jonny Mansie (IRE),K C Sexton,0,D Queally,10th,3/4 l,5,11-5t,86,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Grace Faraday (IRE),J P O'Sullivan,3,A McCann,9th,Head,6,11-12h,93,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Fourleaf Shamrock (IRE),D J Gilligan,5,J J Mangan,8th,2 1/4 l,5,11-5p1,86,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Diamond Dollar (IRE),P Byrnes,5,C Byrnes,7th,3 3/4 l,5,11-11,92,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Getaway Master (IRE),D Moloney,7,Richard Daniels,6th,Head,7,11-12,93,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Little Token (IRE),M P O'Connor,3,J P O'Keeffe,5th,2 1/2 l,9,11-1t,82,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Champagne Rebel (IRE),S F O'Keeffe,0,S Aherne,4th,3/4 l,9,10-13h1,80,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Beeverstown Place (IRE),Niall Moore,7,M A Cahill,3rd,1/2 l,7,11-8,89,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Malinas Glory (IRE),C Stone-Walsh,5,A O'Grady,2nd,2 3/4 l,7,12-0,95,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,King Of Cong (IRE),Mr D Allen,7,T O'Brien,1st,N/A,6,11-12,93,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Blossom De Mai (FR),C Owens,7,P J Rothwell,NR,N/A,7,11-7tp,88,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,C'est Rien (IRE),J B Foley,0,T Mullins,NR,N/A,7,11-4t,85,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,How Decc (IRE),C M Quirke,5,E Seymour,PU,N/A,6,11-8tp,89,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Five Minutes More (IRE),P T Enright,0,R Tyner,PU,N/A,6,10-13,80,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Bossofthebus (IRE),R Deegan,0,Paul Tobin,13th,1 1/4 l,5,11-9,90,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Oscar Tonic (IRE),S D Torrens,0,E F Gallagher,12th,25 l,9,11-2,83,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Out Of The Park (IRE),Mr J Aherne,7,A O'Grady,11th,6 l,6,11-5,86,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Jonny Mansie (IRE),K C Sexton,0,D Queally,10th,3/4 l,5,11-5t,86,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Grace Faraday (IRE),J P O'Sullivan,3,A McCann,9th,Head,6,11-12h,93,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Fourleaf Shamrock (IRE),D J Gilligan,5,J J Mangan,8th,2 1/4 l,5,11-5p1,86,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Diamond Dollar (IRE),P Byrnes,5,C Byrnes,7th,3 3/4 l,5,11-11,92,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Getaway Master (IRE),D Moloney,7,Richard Daniels,6th,Head,7,11-12,93,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Little Token (IRE),M P O'Connor,3,J P O'Keeffe,5th,2 1/2 l,9,11-1t,82,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Champagne Rebel (IRE),S F O'Keeffe,0,S Aherne,4th,3/4 l,9,10-13h1,80,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Beeverstown Place (IRE),Niall Moore,7,M A Cahill,3rd,1/2 l,7,11-8,89,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,Malinas Glory (IRE),C Stone-Walsh,5,A O'Grady,2nd,2 3/4 l,7,12-0,95,True,107,44
Limerick Racing Results | 11th April 2024 16:55,N/A,16:55,Heavy,2m 3f,King Of Cong (IRE),Mr D Allen,7,T O'Brien,1st,N/A,6,11-12,93,True,107,44
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Nothing Hectic (IRE),Miss N C Kelly,7,Miss H McLoughlin,NR,N/A,5,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Crescent Moon (FR),Mr D G Lavery,0,G P Cromwell,NR,N/A,4,11-3,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Pointe A Pitre (FR),Mr B O'Neill,0,P Nolan,PU,N/A,5,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Lady Gooner (IRE),Miss J Townend,0,W P Mullins,9th,15 l,5,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Doyen Flyer (IRE),Mr L T Turner,7,J Barcoe,8th,23 l,6,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Whatsupnellie (IRE),Mr C J Shine,7,Eric Larkin,7th,25 l,5,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Knockarina (IRE),Mr R W Barron,5,C Byrnes,6th,3 1/2 l,5,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,So Far Away (IRE),Mr P J Cody,7,J M Burke,5th,13 l,6,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Harrys Annie (IRE),Mr D Allen,7,T O'Brien,4th,1/2 l,7,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Mount Shenshan (IRE),Mr C Mullins,7,T Mullins,3rd,Neck,6,11-11h1,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Grainne A Chroi (IRE),Mr E P O'Brien,5,Miss M Harding,2nd,3 1/4 l,5,11-11h,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Neon Diamond (IRE),Mr H C Swan,5,G Elliott,1st,N/A,5,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Nothing Hectic (IRE),Miss N C Kelly,7,Miss H McLoughlin,NR,N/A,5,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Crescent Moon (FR),Mr D G Lavery,0,G P Cromwell,NR,N/A,4,11-3,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Pointe A Pitre (FR),Mr B O'Neill,0,P Nolan,PU,N/A,5,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Lady Gooner (IRE),Miss J Townend,0,W P Mullins,9th,15 l,5,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Doyen Flyer (IRE),Mr L T Turner,7,J Barcoe,8th,23 l,6,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Whatsupnellie (IRE),Mr C J Shine,7,Eric Larkin,7th,25 l,5,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Knockarina (IRE),Mr R W Barron,5,C Byrnes,6th,3 1/2 l,5,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,So Far Away (IRE),Mr P J Cody,7,J M Burke,5th,13 l,6,11-11,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Harrys Annie (IRE),Mr D Allen,7,T O'Brien,4th,1/2 l,7,11-11,-,True,107,45
