track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Tell Us This (IRE),C Stone-Walsh,2,G P Cromwell,10th,17 l,5,11-8,103,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Gladiatorial (IRE),G Brouder,0,N C Kelly,9th,7 1/2 l,9,11-12tp1,107,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Swelltime (IRE),P Byrnes,0,W J O'Doherty,8th,2 1/2 l,8,11-9,104,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Bigz Belief (IRE),J Smith,4,M J Smith,7th,6 1/2 l,7,11-9tb,104,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Just Jacob (IRE),A Balfe,4,G P Cromwell,6th,3 1/4 l,6,11-7,102,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Boskill Borden (IRE),Cian Cullinan,4,P G Fahey,5th,8 l,5,11-4,99,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Brownstone (IRE),J Kearney,2,Ian Donoghue,4th,4 1/2 l,8,11-2tv1,97,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Mater Matuta (IRE),A Harvey,4,E D Delany,3rd,3 l,8,10-7tp,88,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Only One Plan (IRE),C Owens,4,P J Rothwell,2nd,8 1/2 l,7,11-0p,95,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Petrol Head (IRE),S O'Callaghan,2,Miss K Brown,1st,N/A,8,11-10,105,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Tell Us This (IRE),C Stone-Walsh,2,G P Cromwell,10th,17 l,5,11-8,103,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Gladiatorial (IRE),G Brouder,0,N C Kelly,9th,7 1/2 l,9,11-12tp1,107,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Swelltime (IRE),P Byrnes,0,W J O'Doherty,8th,2 1/2 l,8,11-9,104,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Bigz Belief (IRE),J Smith,4,M J Smith,7th,6 1/2 l,7,11-9tb,104,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Just Jacob (IRE),A Balfe,4,G P Cromwell,6th,3 1/4 l,6,11-7,102,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Boskill Borden (IRE),Cian Cullinan,4,P G Fahey,5th,8 l,5,11-4,99,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Brownstone (IRE),J Kearney,2,Ian Donoghue,4th,4 1/2 l,8,11-2tv1,97,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Mater Matuta (IRE),A Harvey,4,E D Delany,3rd,3 l,8,10-7tp,88,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Only One Plan (IRE),C Owens,4,P J Rothwell,2nd,8 1/2 l,7,11-0p,95,True,123,7
Downpatrick Racing Results | 15th June 2024 13:40,N/A,13:40,Good (Good To Yielding In Places),2m 1f 165y,Petrol Head (IRE),S O'Callaghan,2,Miss K Brown,1st,N/A,8,11-10,105,True,123,7
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Falvio (POL),Mr N McParlan,0,C A McBratney,NR,N/A,6,12-3tp,92,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Scottish Dancer (IRE),Mr F Maguire,0,E Doyle,UR,N/A,5,11-11b1,86,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Tick Along (IRE),Mr J L Gleeson,5,T G McCourt,PU,N/A,10,11-13,88,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Walk In Time (IRE),Mr D Doyle,7,D H Kelly,F,N/A,7,12-2,91,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Stradbally Village (IRE),Mr D Higgins,7,Ms M Flynn,11th,10 l,7,11-5p,80,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Down The Park (IRE),Mr H D O'Dwyer,7,D A McLoughlin,10th,8 1/2 l,6,11-13,88,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Moneynabane (IRE),Mr J Dunne,7,Ian Donoghue,9th,2 l,6,12-1,90,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Mister Vic (IRE),Mr M E McCrory,7,N C Kelly,8th,1/2 l,6,12-4t,93,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Television (IRE),Mr E Finegan,7,H P Finegan,7th,1 l,6,11-13,88,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Georgia Celena (IRE),Mr F R Buckley,7,J C McConnell,6th,3/4 l,6,11-11,86,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Calahill (IRE),C A Bowman,7,C Collins,5th,3 1/4 l,9,11-5p,80,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Renard De Noir (IRE),Mr S Connor,7,S R B Crawford,4th,1 l,6,12-1p,90,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Dear Ryta (IRE),Mr A Burke-Ott,7,A Ott,3rd,1 l,6,11-13t,88,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Pettigo (IRE),Mr D McGill,7,M M McNiff,2nd,5 l,6,11-9t,84,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Cullenwaine (IRE),Miss P Elvin,7,P J Rothwell,1st,N/A,6,11-11p,86,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Falvio (POL),Mr N McParlan,0,C A McBratney,NR,N/A,6,12-3tp,92,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Scottish Dancer (IRE),Mr F Maguire,0,E Doyle,UR,N/A,5,11-11b1,86,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Tick Along (IRE),Mr J L Gleeson,5,T G McCourt,PU,N/A,10,11-13,88,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Walk In Time (IRE),Mr D Doyle,7,D H Kelly,F,N/A,7,12-2,91,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Stradbally Village (IRE),Mr D Higgins,7,Ms M Flynn,11th,10 l,7,11-5p,80,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Down The Park (IRE),Mr H D O'Dwyer,7,D A McLoughlin,10th,8 1/2 l,6,11-13,88,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Moneynabane (IRE),Mr J Dunne,7,Ian Donoghue,9th,2 l,6,12-1,90,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Mister Vic (IRE),Mr M E McCrory,7,N C Kelly,8th,1/2 l,6,12-4t,93,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Television (IRE),Mr E Finegan,7,H P Finegan,7th,1 l,6,11-13,88,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Georgia Celena (IRE),Mr F R Buckley,7,J C McConnell,6th,3/4 l,6,11-11,86,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Calahill (IRE),C A Bowman,7,C Collins,5th,3 1/4 l,9,11-5p,80,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Renard De Noir (IRE),Mr S Connor,7,S R B Crawford,4th,1 l,6,12-1p,90,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Dear Ryta (IRE),Mr A Burke-Ott,7,A Ott,3rd,1 l,6,11-13t,88,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Pettigo (IRE),Mr D McGill,7,M M McNiff,2nd,5 l,6,11-9t,84,True,123,8
Downpatrick Racing Results | 15th June 2024 14:15,N/A,14:15,Good (Good To Yielding In Places) dle (D.I) (Turf),2m 5f 180y,Cullenwaine (IRE),Miss P Elvin,7,P J Rothwell,1st,N/A,6,11-11p,86,True,123,8
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,How Decc (IRE),Mr H C Swan,3,E Seymour,PU,N/A,6,11-12tp,86,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Sky Tempest (IRE),Mr D Doyle,7,Louise G Lyons,PU,N/A,5,11-7tp,81,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Lucky Two (IRE),Mr S Connor,7,T Gibney,PU,N/A,8,11-7,81,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Beau's Candle (IRE),Mr F Maguire,0,D Queally,F,N/A,9,11-12t,86,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Sula Warrior (IRE),Mr D McGill,7,J G Cosgrave,11th,32 l,8,11-13,87,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Aliunde (IRE),Mr J C Barry,0,M M McNiff,10th,1 1/4 l,7,11-13t,87,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Ben Thomson (IRE),Mr J Kidd,7,J C McConnell,9th,22 l,8,11-8t,82,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Billable Grant (IRE),Mr N McParlan,0,C A McBratney,8th,3 3/4 l,7,11-9,83,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Derby De Thaix (FR),Miss H Heffernan,7,James Andrew Fahey,7th,1 1/2 l,11,11-10,84,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Mastermind (IRE),Mr L P Shanahan,7,A Fleming,6th,Short Head,10,11-12,86,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,O'Faolains Glory (IRE),Mr J Dunne,7,Ian Donoghue,5th,4 l,7,12-4p,92,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Cramers Valley (IRE),Mr T Power Roche,7,P J Rothwell,4th,5 l,5,12-0p,88,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Springboard (IRE),Mr A P Ryan,7,M J McDonagh,3rd,2 1/4 l,5,11-13,87,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Ghumama (IRE),Mr M E McCrory,7,N C Kelly,2nd,6 1/2 l,6,11-11t,85,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Kalsman (IRE),Mr J H Williamson,7,L Lennon,1st,N/A,6,12-0h,88,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,How Decc (IRE),Mr H C Swan,3,E Seymour,PU,N/A,6,11-12tp,86,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Sky Tempest (IRE),Mr D Doyle,7,Louise G Lyons,PU,N/A,5,11-7tp,81,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Lucky Two (IRE),Mr S Connor,7,T Gibney,PU,N/A,8,11-7,81,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Beau's Candle (IRE),Mr F Maguire,0,D Queally,F,N/A,9,11-12t,86,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Sula Warrior (IRE),Mr D McGill,7,J G Cosgrave,11th,32 l,8,11-13,87,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Aliunde (IRE),Mr J C Barry,0,M M McNiff,10th,1 1/4 l,7,11-13t,87,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Ben Thomson (IRE),Mr J Kidd,7,J C McConnell,9th,22 l,8,11-8t,82,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Billable Grant (IRE),Mr N McParlan,0,C A McBratney,8th,3 3/4 l,7,11-9,83,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Derby De Thaix (FR),Miss H Heffernan,7,James Andrew Fahey,7th,1 1/2 l,11,11-10,84,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Mastermind (IRE),Mr L P Shanahan,7,A Fleming,6th,Short Head,10,11-12,86,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,O'Faolains Glory (IRE),Mr J Dunne,7,Ian Donoghue,5th,4 l,7,12-4p,92,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Cramers Valley (IRE),Mr T Power Roche,7,P J Rothwell,4th,5 l,5,12-0p,88,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Springboard (IRE),Mr A P Ryan,7,M J McDonagh,3rd,2 1/4 l,5,11-13,87,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Ghumama (IRE),Mr M E McCrory,7,N C Kelly,2nd,6 1/2 l,6,11-11t,85,True,123,9
Downpatrick Racing Results | 15th June 2024 14:50,N/A,14:50,Good (Good To Yielding In Places) le (D.Ii) (Turf),2m 5f 180y,Kalsman (IRE),Mr J H Williamson,7,L Lennon,1st,N/A,6,12-0h,88,True,123,9
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Nephin Beg (IRE),J G Gilligan,7,S Doyle,NR,N/A,6,11-6p,97,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Blenheim Belle (IRE),H Morgan,0,M M McNiff,NR,N/A,5,11-6,97,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Coastguard Lady (IRE),G B Noonan,5,P J Rothwell,UR,N/A,6,10-6tp,83,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Itsalonglongroad,S O'Callaghan,0,C Coakley,UR,N/A,10,11-10v,101,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Western Comandor (IRE),L Quinlan,3,A McNamara,9th,13 l,6,11-4tp,95,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Quite Incredible (IRE),P M O'Brien,7,D A McLoughlin,8th,2 1/2 l,8,12-0p,105,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Nevermindestranger (IRE),A Harvey,0,D M Christie,7th,17 l,7,11-6,97,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Mick Charlie (IRE),K C Sexton,0,D Queally,6th,4 1/2 l,12,11-8t,99,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Attitash (IRE),Caragh Monaghan,7,Ian Donoghue,5th,2 3/4 l,9,10-12tp,89,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Nabraska (IRE),J Coen,3,S Wilson,4th,3 1/4 l,11,10-0,77,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Benny Silver (IRE),E Walsh,0,Ian Donoghue,3rd,1 1/2 l,6,10-11p1,88,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Game And Glory (IRE),P J O'Hanlon,0,P J Rothwell,2nd,4 1/4 l,8,11-2p,93,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Robin De Roost (IRE),Aileen O'Sullivan,7,T Gibney,1st,N/A,14,10-0t1,77,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Nephin Beg (IRE),J G Gilligan,7,S Doyle,NR,N/A,6,11-6p,97,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Blenheim Belle (IRE),H Morgan,0,M M McNiff,NR,N/A,5,11-6,97,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Coastguard Lady (IRE),G B Noonan,5,P J Rothwell,UR,N/A,6,10-6tp,83,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Itsalonglongroad,S O'Callaghan,0,C Coakley,UR,N/A,10,11-10v,101,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Western Comandor (IRE),L Quinlan,3,A McNamara,9th,13 l,6,11-4tp,95,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Quite Incredible (IRE),P M O'Brien,7,D A McLoughlin,8th,2 1/2 l,8,12-0p,105,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Nevermindestranger (IRE),A Harvey,0,D M Christie,7th,17 l,7,11-6,97,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Mick Charlie (IRE),K C Sexton,0,D Queally,6th,4 1/2 l,12,11-8t,99,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Attitash (IRE),Caragh Monaghan,7,Ian Donoghue,5th,2 3/4 l,9,10-12tp,89,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Nabraska (IRE),J Coen,3,S Wilson,4th,3 1/4 l,11,10-0,77,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Benny Silver (IRE),E Walsh,0,Ian Donoghue,3rd,1 1/2 l,6,10-11p1,88,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Game And Glory (IRE),P J O'Hanlon,0,P J Rothwell,2nd,4 1/4 l,8,11-2p,93,True,123,10
Downpatrick Racing Results | 15th June 2024 15:25,N/A,15:25,Good (Good To Yielding In Places),2m 3f 100y,Robin De Roost (IRE),Aileen O'Sullivan,7,T Gibney,1st,N/A,14,10-0t1,77,True,123,10
Downpatrick Racing Results | 15th June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 7f 150y,Natural Breeze (IRE),G B Noonan,2,P J Rothwell,NR,N/A,9,11-12p,-,True,123,11
Downpatrick Racing Results | 15th June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 7f 150y,Intersky Sunset (IRE),L Quinlan,0,D Queally,6th,24 l,7,11-5,-,True,123,11
Downpatrick Racing Results | 15th June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 7f 150y,Cocoplum (IRE),G Brouder,0,C A McBratney,5th,2 1/2 l,7,11-5,-,True,123,11
Downpatrick Racing Results | 15th June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 7f 150y,On My Bike (IRE),C Stone-Walsh,2,G P Cromwell,4th,3/4 l,6,11-12,-,True,123,11
Downpatrick Racing Results | 15th June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 7f 150y,Townhill Penny (IRE),J Coen,0,G Elliott,3rd,16 l,8,11-5b1,-,True,123,11
Downpatrick Racing Results | 15th June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 7f 150y,Stockdale (IRE),A Harvey,4,Patrick Turley,2nd,5 l,8,11-5,-,True,123,11
Downpatrick Racing Results | 15th June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 7f 150y,Tullyveery Lad (IRE),P Hanlon,4,R P Cody,1st,N/A,8,11-12,-,True,123,11
Downpatrick Racing Results | 15th June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 7f 150y,Natural Breeze (IRE),G B Noonan,2,P J Rothwell,NR,N/A,9,11-12p,-,True,123,11
Downpatrick Racing Results | 15th June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 7f 150y,Intersky Sunset (IRE),L Quinlan,0,D Queally,6th,24 l,7,11-5,-,True,123,11
Downpatrick Racing Results | 15th June 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),2m 7f 150y,Cocoplum (IRE),G Brouder,0,C A McBratney,5th,2 1/2 l,7,11-5,-,True,123,11
