track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Tropical Speed (IRE),S O'Callaghan,2,E Doyle,4th,1 1/4 l,5,11-6,87,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Noriska De La Mare (FR),Niall Moore,4,P Fenton,3rd,2 l,6,11-7,88,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Cloughroe (IRE),J G Gilligan,4,P J Gilligan,2nd,26 l,6,11-13p1,94,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Desert Cave (IRE),J P Shinnick,4,D Queally,1st,N/A,6,11-9t,90,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Justmadeit (IRE),P K Donovan,2,D Hogan,PU,N/A,5,11-12t,93,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Mystic Sage (IRE),E M O'Sullivan,4,H De Bromhead,15th,3 1/2 l,6,11-5t,86,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Tullabrack Lad (IRE),C D Smithers,4,F J Flood,14th,14 l,5,10-13,80,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Kilashee (IRE),J Coen,0,J P Ryan,13th,2 1/4 l,9,11-1,82,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Mont Beuvray (IRE),H E Sexton,4,J P Ryan,12th,3/4 l,6,11-7,88,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Ixigreczed (FR),T P Harney,4,E Seymour,11th,9 1/2 l,6,11-11h,92,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Weliketoparty (IRE),G B Noonan,2,E McCarthy,10th,1 3/4 l,6,11-5,86,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Araglen Star (IRE),D Moloney,4,S M O'Donoghue,9th,2 3/4 l,7,10-13,80,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Toor Moon (IRE),L Quinlan,0,Ms M Flynn,8th,1 1/2 l,7,11-12h,93,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Silverfort Lady (IRE),Shane Fenelon,4,J M Burke,7th,3 1/2 l,5,11-2,83,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Roccorionach (IRE),N T Prendergast,4,D E Prendergast,6th,2 1/4 l,7,10-13,80,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Rewrite The Script (IRE),P Byrnes,0,M A Daly,5th,1 3/4 l,7,10-13,80,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Tropical Speed (IRE),S O'Callaghan,2,E Doyle,4th,1 1/4 l,5,11-6,87,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Noriska De La Mare (FR),Niall Moore,4,P Fenton,3rd,2 l,6,11-7,88,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Cloughroe (IRE),J G Gilligan,4,P J Gilligan,2nd,26 l,6,11-13p1,94,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),3m 100y,Desert Cave (IRE),J P Shinnick,4,D Queally,1st,N/A,6,11-9t,90,True,123,38
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Mick Charlie (IRE),J P Shinnick,7,D Queally,NR,N/A,12,10-0t,108,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Cash Back (FR),A Harvey,7,J C McConnell,PU,N/A,12,11-12h,136,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Nt Field Minnesota (IRE),S Cleary-Farrell,7,W P Mullins,13th,1 l,6,10-8t1,118,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Foxfire Glow (FR),K C Sexton,0,G Elliott,12th,3 l,6,10-10t,120,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Sweet Will (IRE),Conor Clarke,7,E Mullins,11th,21 l,7,10-13tp,123,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Lady Rita (IRE),R Deegan,0,Louise G Lyons,10th,2 l,8,10-11tp,121,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Sam Magee (IRE),M P O'Connor,0,H De Bromhead,9th,3 1/2 l,7,10-6t,116,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Zolpharine (IRE),C G O'Dwyer,5,J P Ryan,8th,3 1/2 l,6,10-0,109,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Watch The Weather,P Hanlon,7,R P Cody,7th,2 3/4 l,8,11-4t,128,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Walking On Glass (IRE),A P Kelly,5,P Roche,6th,1/2 l,9,11-3p,127,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Ginnets Girl (IRE),J Coen,3,G Elliott,5th,1 1/2 l,6,10-1,111,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Baltic Bird,O R Brown,5,W Durkan,4th,7 l,5,11-3h,127,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Henning (IRE),P K Donovan,5,D Hogan,3rd,7 1/2 l,7,10-6,116,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Donacheady Gale (IRE),C Stone-Walsh,5,J P Ryan,2nd,Nose,10,10-0p1,109,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Happy Jacky (IRE),P T Smithers,7,M Fahey,1st,N/A,10,11-11,135,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Mick Charlie (IRE),J P Shinnick,7,D Queally,NR,N/A,12,10-0t,108,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Cash Back (FR),A Harvey,7,J C McConnell,PU,N/A,12,11-12h,136,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Nt Field Minnesota (IRE),S Cleary-Farrell,7,W P Mullins,13th,1 l,6,10-8t1,118,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Foxfire Glow (FR),K C Sexton,0,G Elliott,12th,3 l,6,10-10t,120,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Sweet Will (IRE),Conor Clarke,7,E Mullins,11th,21 l,7,10-13tp,123,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Lady Rita (IRE),R Deegan,0,Louise G Lyons,10th,2 l,8,10-11tp,121,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Sam Magee (IRE),M P O'Connor,0,H De Bromhead,9th,3 1/2 l,7,10-6t,116,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Zolpharine (IRE),C G O'Dwyer,5,J P Ryan,8th,3 1/2 l,6,10-0,109,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Watch The Weather,P Hanlon,7,R P Cody,7th,2 3/4 l,8,11-4t,128,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Walking On Glass (IRE),A P Kelly,5,P Roche,6th,1/2 l,9,11-3p,127,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Ginnets Girl (IRE),J Coen,3,G Elliott,5th,1 1/2 l,6,10-1,111,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Baltic Bird,O R Brown,5,W Durkan,4th,7 l,5,11-3h,127,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Henning (IRE),P K Donovan,5,D Hogan,3rd,7 1/2 l,7,10-6,116,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Donacheady Gale (IRE),C Stone-Walsh,5,J P Ryan,2nd,Nose,10,10-0p1,109,True,123,39
Kilbeggan Racing Results | 17th June 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),3m 100y,Happy Jacky (IRE),P T Smithers,7,M Fahey,1st,N/A,10,11-11,135,True,123,39
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Ebasari (IRE),T P Harney,4,G Elliott,F,N/A,6,11-12t,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Finnfaraway,G B Noonan,2,Patrick J Hassett,13th,64 l,7,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Whatsavailable (IRE),S O'Callaghan,2,M F Morris,12th,29 l,7,11-12t,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Ringdufferin (IRE),J Coen,0,G Elliott,11th,Neck,6,11-12p,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Charming Fortune (IRE),C Stone-Walsh,2,G P Cromwell,10th,2 l,6,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Cossack Chach (IRE),O R Brown,2,J P O'Brien,9th,2 1/4 l,4,10-13t,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Lisnamult Lad (IRE),A P Kelly,2,Ian Donoghue,8th,2 1/4 l,7,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Ottoman Style,A Harvey,4,D A McLoughlin,7th,2 1/2 l,8,11-12t,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Maidenstreetprince (IRE),P Byrnes,0,C Byrnes,6th,7 l,7,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Benny The Duke (IRE),Niall Moore,4,R P Cody,5th,24 l,7,11-12b1,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,The Big Doyen (IRE),K Callaghan,2,Peter Fahey,4th,16 l,7,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Moonovercloon (IRE),J Smith,4,M J Smith,3rd,7 l,7,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Thecompanysergeant,P K Donovan,2,D Hogan,2nd,3 1/4 l,7,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Ashdale Bob (IRE),C D Smithers,4,Mrs J Harrington,1st,N/A,9,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Ebasari (IRE),T P Harney,4,G Elliott,F,N/A,6,11-12t,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Finnfaraway,G B Noonan,2,Patrick J Hassett,13th,64 l,7,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Whatsavailable (IRE),S O'Callaghan,2,M F Morris,12th,29 l,7,11-12t,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Ringdufferin (IRE),J Coen,0,G Elliott,11th,Neck,6,11-12p,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Charming Fortune (IRE),C Stone-Walsh,2,G P Cromwell,10th,2 l,6,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Cossack Chach (IRE),O R Brown,2,J P O'Brien,9th,2 1/4 l,4,10-13t,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Lisnamult Lad (IRE),A P Kelly,2,Ian Donoghue,8th,2 1/4 l,7,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Ottoman Style,A Harvey,4,D A McLoughlin,7th,2 1/2 l,8,11-12t,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Maidenstreetprince (IRE),P Byrnes,0,C Byrnes,6th,7 l,7,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Benny The Duke (IRE),Niall Moore,4,R P Cody,5th,24 l,7,11-12b1,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,The Big Doyen (IRE),K Callaghan,2,Peter Fahey,4th,16 l,7,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Moonovercloon (IRE),J Smith,4,M J Smith,3rd,7 l,7,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Thecompanysergeant,P K Donovan,2,D Hogan,2nd,3 1/4 l,7,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),2m 4f 51y,Ashdale Bob (IRE),C D Smithers,4,Mrs J Harrington,1st,N/A,9,11-12,-,True,123,40
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,El Champo (IRE),P J O'Hanlon,0,P J Rothwell,NR,N/A,6,10-0p,116,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Gaelic Arc (IRE),J Coen,3,J P Ryan,PU,N/A,8,10-4,125,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Seddon (IRE),A Harvey,7,J C McConnell,PU,N/A,11,11-12,147,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Good As Hell (IRE),Niall Moore,7,P Fenton,7th,19 l,9,10-3b,124,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Lucky Zebo,M P O'Connor,0,H De Bromhead,6th,4 1/2 l,7,10-12,133,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Pakens Rock (IRE),C Stone-Walsh,5,B T Murphy,5th,3 1/4 l,11,10-4,125,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Born By The Sea (IRE),J G Gilligan,7,P J Gilligan,4th,Short Head,10,10-10,131,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Bocelli's Voice (IRE),P M O'Brien,7,D A McLoughlin,3rd,11 l,8,10-0tp,111,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,The Dasher Conway (IRE),K C Sexton,0,Mrs G Callaghan,2nd,2 3/4 l,9,10-7,128,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Optional Mix (IRE),S O'Callaghan,5,E Doyle,1st,N/A,8,10-0t,118,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,El Champo (IRE),P J O'Hanlon,0,P J Rothwell,NR,N/A,6,10-0p,116,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Gaelic Arc (IRE),J Coen,3,J P Ryan,PU,N/A,8,10-4,125,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Seddon (IRE),A Harvey,7,J C McConnell,PU,N/A,11,11-12,147,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Good As Hell (IRE),Niall Moore,7,P Fenton,7th,19 l,9,10-3b,124,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Lucky Zebo,M P O'Connor,0,H De Bromhead,6th,4 1/2 l,7,10-12,133,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Pakens Rock (IRE),C Stone-Walsh,5,B T Murphy,5th,3 1/4 l,11,10-4,125,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Born By The Sea (IRE),J G Gilligan,7,P J Gilligan,4th,Short Head,10,10-10,131,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Bocelli's Voice (IRE),P M O'Brien,7,D A McLoughlin,3rd,11 l,8,10-0tp,111,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,The Dasher Conway (IRE),K C Sexton,0,Mrs G Callaghan,2nd,2 3/4 l,9,10-7,128,True,123,41
Kilbeggan Racing Results | 17th June 2024 19:45,N/A,19:45,Good (Good To Yielding In Places),2m 4f 51y,Optional Mix (IRE),S O'Callaghan,5,E Doyle,1st,N/A,8,10-0t,118,True,123,41
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Highway Princess (IRE),Mr A Burke-Ott,7,Miss J M Lee,NR,N/A,6,11-7h1,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Strandhill Bay (IRE),Mr J R Martin,7,B McMahon,NR,N/A,4,11-9,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Ballymores Dream (IRE),J P Shinnick,7,J Beamish,15th,7 l,6,11-7,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,El Toro Rocco (IRE),Mr F J Gillen,7,E Mullins,14th,3 3/4 l,5,12-0tp1,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,She's No Fool (IRE),Niall Moore,7,Frank Hayes,13th,1 1/4 l,6,11-7,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Mr Macallum (IRE),Mr J Costello,7,Mrs C O'Leary,12th,1/2 l,4,11-9t1,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Nelson Muntz (IRE),Mr D Doyle,7,D H Kelly,11th,6 1/2 l,5,12-0,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Nicolas Fortune (IRE),Mr P J Cawley,7,K A Heffernan,10th,2 1/2 l,6,11-7t,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Bonnebosq (FR),Ms Taylor Kingsley,7,D Hogan,9th,Neck,4,11-9,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Kinnagrelly Boy,Eoin G Kelly,7,A Murray,8th,Neck,5,12-0,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Premier Gale (IRE),Mr F R Buckley,7,Mrs P Dobbs,7th,2 1/4 l,6,11-7,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Danielle D (IRE),Mr F Maguire,0,T Hogan,6th,Head,5,11-7,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Shining Silver (IRE),Mr H C Swan,3,J P Ryan,5th,1/2 l,6,11-7,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,The Glimmer Man (IRE),Mr J L Gleeson,5,H De Bromhead,4th,2 3/4 l,5,12-0,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Miss Dishy (IRE),Miss F Leaney,7,L Fowler,3rd,1/2 l,5,11-7,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Eoin's Charm (IRE),Mr A P Ryan,7,A Slattery,2nd,9 l,5,12-0,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Tonaghneave Well (IRE),Mr D G Lavery,0,G P Cromwell,1st,N/A,4,11-9,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Highway Princess (IRE),Mr A Burke-Ott,7,Miss J M Lee,NR,N/A,6,11-7h1,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Strandhill Bay (IRE),Mr J R Martin,7,B McMahon,NR,N/A,4,11-9,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Ballymores Dream (IRE),J P Shinnick,7,J Beamish,15th,7 l,6,11-7,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,El Toro Rocco (IRE),Mr F J Gillen,7,E Mullins,14th,3 3/4 l,5,12-0tp1,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,She's No Fool (IRE),Niall Moore,7,Frank Hayes,13th,1 1/4 l,6,11-7,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Mr Macallum (IRE),Mr J Costello,7,Mrs C O'Leary,12th,1/2 l,4,11-9t1,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Nelson Muntz (IRE),Mr D Doyle,7,D H Kelly,11th,6 1/2 l,5,12-0,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Nicolas Fortune (IRE),Mr P J Cawley,7,K A Heffernan,10th,2 1/2 l,6,11-7t,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Bonnebosq (FR),Ms Taylor Kingsley,7,D Hogan,9th,Neck,4,11-9,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Kinnagrelly Boy,Eoin G Kelly,7,A Murray,8th,Neck,5,12-0,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Premier Gale (IRE),Mr F R Buckley,7,Mrs P Dobbs,7th,2 1/4 l,6,11-7,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Danielle D (IRE),Mr F Maguire,0,T Hogan,6th,Head,5,11-7,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,Shining Silver (IRE),Mr H C Swan,3,J P Ryan,5th,1/2 l,6,11-7,-,True,123,42
Kilbeggan Racing Results | 17th June 2024 20:15,N/A,20:15,Good (Good To Yielding In Places)  Flat (Turf),2m,The Glimmer Man (IRE),Mr J L Gleeson,5,H De Bromhead,4th,2 3/4 l,5,12-0,-,True,123,42
