track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Snowhaven (IRE),Shane Foley,0,Mrs J. Harrington,S,N/A,3,10-0,65,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Kodihill (IRE),C. Stone-Walsh,7,Mary E Doyle,15th,3/4 l,3,9-9,60,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Teejaydee (IRE),R. P. Whelan,0,K. J. Condon,14th,12 l,3,8-13v,50,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Slaney Tide (IRE),R. P. Cleary,0,J. S. Bolger,13th,2 3/4 l,3,9-12t,63,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Bedelia (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,12th,2 1/4 l,3,9-9,60,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Bright N Shine (IRE),D. B. McMonagle,0,P. F. McEnery,11th,7 l,3,9-8,59,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Stepdance (IRE),J. Kearney,7,Andrew McNamara,10th,1 1/4 l,3,9-13,64,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Ranko Express (IRE),A. J. Slattery,0,A. Slattery,9th,Nose,3,9-12,63,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Spinning Web (IRE),Seamie Heffernan,0,Ms Margaret Mullins,8th,2 1/2 l,3,8-10,47,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Lady Skipper (IRE),Kyanna Van Buuren,10,Barry Fitzgerald,7th,2 l,3,9-1,52,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Silkies Sib (IRE),N. M. Crosse,0,Timothy Doyle,6th,1 3/4 l,3,9-11,62,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Portmagee (IRE),L. F. Roche,0,Richard Brabazon,5th,3/4 l,3,9-12,63,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Lucky Question,R. C. Colgan,0,Ms Sheila Lavery,4th,1/2 l,3,9-2,53,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Givemefive (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,1 1/2 l,3,10-0v1,65,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Hialeah (IRE),C. D. Hayes,0,Charles Weld,2nd,3 3/4 l,3,9-12,63,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Booyea (IRE),G. M. Ryan,0,T. Gibney,1st,N/A,3,9-13,64,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Snowhaven (IRE),Shane Foley,0,Mrs J. Harrington,S,N/A,3,10-0,65,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Kodihill (IRE),C. Stone-Walsh,7,Mary E Doyle,15th,3/4 l,3,9-9,60,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Teejaydee (IRE),R. P. Whelan,0,K. J. Condon,14th,12 l,3,8-13v,50,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Slaney Tide (IRE),R. P. Cleary,0,J. S. Bolger,13th,2 3/4 l,3,9-12t,63,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Bedelia (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,12th,2 1/4 l,3,9-9,60,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Bright N Shine (IRE),D. B. McMonagle,0,P. F. McEnery,11th,7 l,3,9-8,59,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Stepdance (IRE),J. Kearney,7,Andrew McNamara,10th,1 1/4 l,3,9-13,64,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Ranko Express (IRE),A. J. Slattery,0,A. Slattery,9th,Nose,3,9-12,63,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Spinning Web (IRE),Seamie Heffernan,0,Ms Margaret Mullins,8th,2 1/2 l,3,8-10,47,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Lady Skipper (IRE),Kyanna Van Buuren,10,Barry Fitzgerald,7th,2 l,3,9-1,52,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Silkies Sib (IRE),N. M. Crosse,0,Timothy Doyle,6th,1 3/4 l,3,9-11,62,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Portmagee (IRE),L. F. Roche,0,Richard Brabazon,5th,3/4 l,3,9-12,63,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Lucky Question,R. C. Colgan,0,Ms Sheila Lavery,4th,1/2 l,3,9-2,53,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Givemefive (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,1 1/2 l,3,10-0v1,65,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Hialeah (IRE),C. D. Hayes,0,Charles Weld,2nd,3 3/4 l,3,9-12,63,True,58,46
Gowran Park Racing Results | 5th June 2023 17:07,N/A,17:07,Good,1m 1f 100y,Booyea (IRE),G. M. Ryan,0,T. Gibney,1st,N/A,3,9-13,64,True,58,46
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Forza Angelina (IRE),S. D. Torrens,0,P. J. Rothwell,18th,20 l,4,11-2,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Princess of Paris (IRE),S. Fitzgerald,3,Michael Winters,17th,19 l,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Take A Punt (IRE),A. M. McCurtin,0,Brendan Maurice Walsh,16th,3/4 l,10,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,The Coach Lady (IRE),M. M. McDonagh,5,Richard Anthony Foley,15th,8 l,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Annie Questions (IRE),J. P. Shinnick,7,Patrick Cronin,14th,19 l,5,11-7ht1,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Katie Tay (IRE),D. E. Mullins,0,W. P. Mullins,13th,12 l,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Velvet Reel (IRE),A. P. Kelly,7,Eoin Christopher McCarthy,12th,Head,6,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Fanta Magic (IRE),R. P. Geoghegan,7,Norman Lee,11th,9 l,7,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,County Graduate (IRE),D. King,5,W. J. Austin,10th,Neck,4,11-2,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Sunshine Theatre (IRE),Liam Quinlan,5,John Patrick Ryan,9th,1 3/4 l,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Katherine (IRE),Mr H. E. Sexton,7,Adrian Sexton,8th,15 l,6,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Toucan Do (IRE),Niall Moore,7,John Michael Burke,7th,2 1/2 l,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Castle Ruby (IRE),Phillip Enright,0,Paul Cashman,6th,4 3/4 l,6,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Silent Approach (IRE),M. P. O'Connor,5,Con O'Keeffe,5th,3/4 l,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Air Drop (IRE),Keith Donoghue,0,Gordon Elliott,4th,Neck,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Winning Mischief (IRE),D. J. O'Keeffe,0,M. Hourigan,3rd,1 1/4 l,6,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Our Girl Sal (IRE),E. A. Fitzgerald,7,Peter Fahey,2nd,2 1/4 l,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Call Her Now (IRE),K. E. Buckley,3,Mrs Lorna Fowler,1st,N/A,6,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Forza Angelina (IRE),S. D. Torrens,0,P. J. Rothwell,18th,20 l,4,11-2,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Princess of Paris (IRE),S. Fitzgerald,3,Michael Winters,17th,19 l,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Take A Punt (IRE),A. M. McCurtin,0,Brendan Maurice Walsh,16th,3/4 l,10,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,The Coach Lady (IRE),M. M. McDonagh,5,Richard Anthony Foley,15th,8 l,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Annie Questions (IRE),J. P. Shinnick,7,Patrick Cronin,14th,19 l,5,11-7ht1,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Katie Tay (IRE),D. E. Mullins,0,W. P. Mullins,13th,12 l,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Velvet Reel (IRE),A. P. Kelly,7,Eoin Christopher McCarthy,12th,Head,6,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Fanta Magic (IRE),R. P. Geoghegan,7,Norman Lee,11th,9 l,7,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,County Graduate (IRE),D. King,5,W. J. Austin,10th,Neck,4,11-2,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Sunshine Theatre (IRE),Liam Quinlan,5,John Patrick Ryan,9th,1 3/4 l,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Katherine (IRE),Mr H. E. Sexton,7,Adrian Sexton,8th,15 l,6,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Toucan Do (IRE),Niall Moore,7,John Michael Burke,7th,2 1/2 l,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Castle Ruby (IRE),Phillip Enright,0,Paul Cashman,6th,4 3/4 l,6,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Silent Approach (IRE),M. P. O'Connor,5,Con O'Keeffe,5th,3/4 l,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Air Drop (IRE),Keith Donoghue,0,Gordon Elliott,4th,Neck,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Winning Mischief (IRE),D. J. O'Keeffe,0,M. Hourigan,3rd,1 1/4 l,6,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Our Girl Sal (IRE),E. A. Fitzgerald,7,Peter Fahey,2nd,2 1/4 l,5,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:20,N/A,14:20,Good To Yielding,2m,Call Her Now (IRE),K. E. Buckley,3,Mrs Lorna Fowler,1st,N/A,6,11-7,-,True,58,47
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Jackevan (IRE),L. A. McKenna,5,Una Corcoran,PU,N/A,5,11-12t1,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Caradoc (IRE),Donagh Meyler,0,Eric McNamara,PU,N/A,8,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Callmedusty (IRE),S. Fitzgerald,3,Declan Queally,15th,10 l,5,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Truckers Call (IRE),D. J. O'Keeffe,0,W. J. Burke,14th,4 3/4 l,6,11-12h,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,One Cool Citizen (IRE),Jack G. Gilligan,7,Eugene M. O'Sullivan,13th,1 1/4 l,5,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Rushford,S. F. O'Keeffe,0,T. R. Hughes,12th,3 l,4,11-7,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Toppy's Boy (IRE),Phillip Enright,0,Una Corcoran,11th,2 l,5,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Got Arc Eye (IRE),A. M. McCurtin,0,Brendan Maurice Walsh,10th,7 1/2 l,7,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Fox Leicester (IRE),Niall Moore,7,John Michael Burke,9th,6 1/2 l,7,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Woodie Wango (IRE),J. J. Slevin,0,Rosemary Connors,8th,1 l,5,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Akaabir (IRE),D. King,5,Denis Hogan,7th,2 l,4,11-7,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Humanitarian (USA),Shane Fenelon,7,John Joseph Hanlon,6th,1/2 l,7,11-12t,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Morning Soldier (IRE),D. E. Mullins,0,Thomas Mullins,5th,4 3/4 l,4,11-7,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Champagne Saloon (IRE),M. P. O'Connor,5,Sean Aherne,4th,1 1/4 l,7,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Johnny M (IRE),Thomas Reilly,7,John McConnell,3rd,10 l,5,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Suttons Hill (IRE),Denis O'Regan,0,Richard John O'Brien,2nd,Neck,6,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Mister Wilson (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,4,11-7h,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Jackevan (IRE),L. A. McKenna,5,Una Corcoran,PU,N/A,5,11-12t1,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Caradoc (IRE),Donagh Meyler,0,Eric McNamara,PU,N/A,8,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Callmedusty (IRE),S. Fitzgerald,3,Declan Queally,15th,10 l,5,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Truckers Call (IRE),D. J. O'Keeffe,0,W. J. Burke,14th,4 3/4 l,6,11-12h,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,One Cool Citizen (IRE),Jack G. Gilligan,7,Eugene M. O'Sullivan,13th,1 1/4 l,5,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Rushford,S. F. O'Keeffe,0,T. R. Hughes,12th,3 l,4,11-7,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Toppy's Boy (IRE),Phillip Enright,0,Una Corcoran,11th,2 l,5,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Got Arc Eye (IRE),A. M. McCurtin,0,Brendan Maurice Walsh,10th,7 1/2 l,7,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Fox Leicester (IRE),Niall Moore,7,John Michael Burke,9th,6 1/2 l,7,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Woodie Wango (IRE),J. J. Slevin,0,Rosemary Connors,8th,1 l,5,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Akaabir (IRE),D. King,5,Denis Hogan,7th,2 l,4,11-7,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Humanitarian (USA),Shane Fenelon,7,John Joseph Hanlon,6th,1/2 l,7,11-12t,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Morning Soldier (IRE),D. E. Mullins,0,Thomas Mullins,5th,4 3/4 l,4,11-7,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Champagne Saloon (IRE),M. P. O'Connor,5,Sean Aherne,4th,1 1/4 l,7,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Johnny M (IRE),Thomas Reilly,7,John McConnell,3rd,10 l,5,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Suttons Hill (IRE),Denis O'Regan,0,Richard John O'Brien,2nd,Neck,6,11-12,-,True,58,48
Listowel Racing Results | 5th June 2023 14:50,N/A,14:50,Good To Yielding  Hurdle (Turf),2m,Mister Wilson (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,4,11-7h,-,True,58,48
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Bint Freya (IRE),Donagh Meyler,0,Thomas Cooper,F,N/A,6,11-3,97,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Forge Road (IRE),A. P. Kelly,7,Eoin Christopher McCarthy,10th,11 l,5,10-12t1,92,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Brogue Belle (IRE),J. J. Slevin,0,Norman Lee,9th,45 l,5,10-3ht,83,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Inchiquin Star (IRE),A. M. McCurtin,0,P. Kiely,8th,29 l,4,10-11,96,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Milajess (IRE),B. W. Harvey,5,Michael C. Griffin,7th,Neck,6,11-1tp,95,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Johanna Yeats (IRE),Phillip Enright,0,Brendan Maurice Walsh,6th,3 1/4 l,9,10-5t,85,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Mullins Cross (IRE),S. F. O'Keeffe,0,John Joseph Hanlon,5th,10 l,7,10-0,80,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Hi Ski (IRE),Shane O'Callaghan,7,Ross O'Sullivan,4th,2 1/2 l,8,11-3,97,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Betty Dutton (IRE),D. J. O'Keeffe,0,E. J. O'Grady,3rd,3/4 l,5,11-6,100,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Red Ball Of Fire (IRE),D. King,5,Mark McNiff,2nd,1 1/4 l,6,11-12b1,106,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Taylors Three Rock (IRE),M. M. McDonagh,5,Eric McNamara,1st,N/A,7,10-2ht1,82,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Bint Freya (IRE),Donagh Meyler,0,Thomas Cooper,F,N/A,6,11-3,97,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Forge Road (IRE),A. P. Kelly,7,Eoin Christopher McCarthy,10th,11 l,5,10-12t1,92,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Brogue Belle (IRE),J. J. Slevin,0,Norman Lee,9th,45 l,5,10-3ht,83,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Inchiquin Star (IRE),A. M. McCurtin,0,P. Kiely,8th,29 l,4,10-11,96,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Milajess (IRE),B. W. Harvey,5,Michael C. Griffin,7th,Neck,6,11-1tp,95,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Johanna Yeats (IRE),Phillip Enright,0,Brendan Maurice Walsh,6th,3 1/4 l,9,10-5t,85,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Mullins Cross (IRE),S. F. O'Keeffe,0,John Joseph Hanlon,5th,10 l,7,10-0,80,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Hi Ski (IRE),Shane O'Callaghan,7,Ross O'Sullivan,4th,2 1/2 l,8,11-3,97,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Betty Dutton (IRE),D. J. O'Keeffe,0,E. J. O'Grady,3rd,3/4 l,5,11-6,100,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Red Ball Of Fire (IRE),D. King,5,Mark McNiff,2nd,1 1/4 l,6,11-12b1,106,True,58,49
Listowel Racing Results | 5th June 2023 15:20,N/A,15:20,Good (Good To Yielding In Places),2m,Taylors Three Rock (IRE),M. M. McDonagh,5,Eric McNamara,1st,N/A,7,10-2ht1,82,True,58,49
Listowel Racing Results | 5th June 2023 15:50,N/A,15:50,Good (Good To Yielding In Places),2m,Fascinating Shadow (IRE),J. S. McGarvey,0,John Joseph Hanlon,11th,23 l,5,10-8t1,114,True,58,50
Listowel Racing Results | 5th June 2023 15:50,N/A,15:50,Good (Good To Yielding In Places),2m,Must Meet Cecil (IRE),D. J. O'Keeffe,0,Cian Michael Collins,10th,4 1/2 l,5,10-1,107,True,58,50
Listowel Racing Results | 5th June 2023 15:50,N/A,15:50,Good (Good To Yielding In Places),2m,Annexation (FR),M. P. O'Connor,5,Henry de Bromhead,9th,2 1/2 l,7,11-12t,132,True,58,50
Listowel Racing Results | 5th June 2023 15:50,N/A,15:50,Good (Good To Yielding In Places),2m,Snapius (IRE),Gavin Peter Brouder,5,James A. Nash,8th,1 1/2 l,4,10-0p,119,True,58,50
Listowel Racing Results | 5th June 2023 15:50,N/A,15:50,Good (Good To Yielding In Places),2m,Wouldn't You Agree (IRE),M. M. McDonagh,5,Eoin Griffin,7th,1 1/4 l,9,10-12,118,True,58,50
Listowel Racing Results | 5th June 2023 15:50,N/A,15:50,Good (Good To Yielding In Places),2m,Nodoubtaboutthat (IRE),S. F. O'Keeffe,0,Shane Crawley,6th,5 1/2 l,8,10-5,111,True,58,50
Listowel Racing Results | 5th June 2023 15:50,N/A,15:50,Good (Good To Yielding In Places),2m,Boom Boom Boom,Phillip Enright,0,Charles Byrnes,5th,2 1/2 l,6,10-1p1,107,True,58,50
Listowel Racing Results | 5th June 2023 15:50,N/A,15:50,Good (Good To Yielding In Places),2m,Bal De Rio (FR),D. King,5,Denis Hogan,4th,1 3/4 l,10,10-4,110,True,58,50
Listowel Racing Results | 5th June 2023 15:50,N/A,15:50,Good (Good To Yielding In Places),2m,Weddell Sea (IRE),Patrick O'Hanlon,5,Andrew McNamara,3rd,2 l,5,10-10t,116,True,58,50
Listowel Racing Results | 5th June 2023 15:50,N/A,15:50,Good (Good To Yielding In Places),2m,Grange Walk (IRE),D. E. Mullins,0,John Patrick Ryan,2nd,2 1/2 l,8,10-7,113,True,58,50
Listowel Racing Results | 5th June 2023 15:50,N/A,15:50,Good (Good To Yielding In Places),2m,Glan (IRE),D. J. Gilligan,7,Gordon Elliott,1st,N/A,8,11-7,127,True,58,50
Listowel Racing Results | 5th June 2023 15:50,N/A,15:50,Good (Good To Yielding In Places),2m,Fascinating Shadow (IRE),J. S. McGarvey,0,John Joseph Hanlon,11th,23 l,5,10-8t1,114,True,58,50
Listowel Racing Results | 5th June 2023 15:50,N/A,15:50,Good (Good To Yielding In Places),2m,Must Meet Cecil (IRE),D. J. O'Keeffe,0,Cian Michael Collins,10th,4 1/2 l,5,10-1,107,True,58,50
