track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Alpha Male (FR),H. Morgan,0,Peter Maher,5th,4 1/2 l,12,10-11p,92,True,62,8
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Norwigi (IRE),J. S. McGarvey,0,Enda Bolger,4th,11 l,8,11-9,104,True,62,8
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Subset (IRE),M. M. McDonagh,5,Peter Maher,3rd,7 1/2 l,9,10-0p,81,True,62,8
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,The Eye Of Tulla (IRE),Peter Carberry,0,Brian M. McMahon,2nd,1/2 l,7,10-2p,83,True,62,8
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Outside The Door (IRE),A. P. Kelly,7,Padraig Roche,1st,N/A,7,12-0p,109,True,62,8
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Creggs Cross (IRE),Peter Carberry,0,Rosemary Connors,20th,7 1/2 l,6,11-12p1,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Steel Cable (IRE),D. J. Gilligan,7,Gordon Elliott,19th,9 1/2 l,8,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,The Riastrad (IRE),Robert Dunne,0,Donal Kinsella,18th,8 1/2 l,5,11-12h,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,The Hurdler (IRE),J. P. Shinnick,7,Paul Traynor,17th,Neck,6,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Oldtown To Emly (IRE),R. P. Geoghegan,7,K. A. Heffernan,16th,1/2 l,5,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,He Knows Nothing (IRE),Shane Fitzgerald,3,Luke Comer,15th,1 3/4 l,6,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Robin Elite (IRE),R. A. Doyle,0,Gearoid O'Loughlin,14th,2 1/4 l,5,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Great Rainbow (FR),M. M. McDonagh,5,Brian M. McMahon,13th,9 l,5,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Rajjnatin (IRE),Liam Quinlan,5,Miss Evanna McCutcheon,12th,10 l,5,11-12t1,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Dunleer Phoenix (IRE),Corey McGivern,7,Gordon Elliott,11th,3/4 l,7,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Misstheamaria (IRE),E. Dwan,7,Ms M. M. Gannon,10th,Neck,5,11-5,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Ripplesinthesand (IRE),T. N. Brett,7,Ms Margaret Mullins,9th,11 l,6,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Nevermindestranger (IRE),Jack Foley,0,David Christie,8th,3 3/4 l,6,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Blue In The West (IRE),M. P. O'Connor,5,Eamonn Francis Gallagher,7th,1 3/4 l,6,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Summer Gale (IRE),C. Smithers,7,Mrs J. Harrington,6th,7 1/2 l,5,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Danada (IRE),L. A. McKenna,5,Colm A. Murphy,5th,3 l,6,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Smallcraftwarning (IRE),A. M. McCurtin,0,Miss Evanna McCutcheon,4th,3/4 l,6,11-12t,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Dawn Escape (IRE),N. T. Prendergast,7,Liam Casey,3rd,6 1/2 l,4,11-0,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Monsant (IRE),Sarah Kavanagh,7,Colm A. Murphy,2nd,1 3/4 l,5,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Eve Moneypenny (IRE),J. S. McGarvey,0,Colin Bowe,1st,N/A,5,11-5h1,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Creggs Cross (IRE),Peter Carberry,0,Rosemary Connors,20th,7 1/2 l,6,11-12p1,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Steel Cable (IRE),D. J. Gilligan,7,Gordon Elliott,19th,9 1/2 l,8,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,The Riastrad (IRE),Robert Dunne,0,Donal Kinsella,18th,8 1/2 l,5,11-12h,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,The Hurdler (IRE),J. P. Shinnick,7,Paul Traynor,17th,Neck,6,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Oldtown To Emly (IRE),R. P. Geoghegan,7,K. A. Heffernan,16th,1/2 l,5,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,He Knows Nothing (IRE),Shane Fitzgerald,3,Luke Comer,15th,1 3/4 l,6,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Robin Elite (IRE),R. A. Doyle,0,Gearoid O'Loughlin,14th,2 1/4 l,5,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Great Rainbow (FR),M. M. McDonagh,5,Brian M. McMahon,13th,9 l,5,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Rajjnatin (IRE),Liam Quinlan,5,Miss Evanna McCutcheon,12th,10 l,5,11-12t1,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Dunleer Phoenix (IRE),Corey McGivern,7,Gordon Elliott,11th,3/4 l,7,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Misstheamaria (IRE),E. Dwan,7,Ms M. M. Gannon,10th,Neck,5,11-5,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Ripplesinthesand (IRE),T. N. Brett,7,Ms Margaret Mullins,9th,11 l,6,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Nevermindestranger (IRE),Jack Foley,0,David Christie,8th,3 3/4 l,6,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Blue In The West (IRE),M. P. O'Connor,5,Eamonn Francis Gallagher,7th,1 3/4 l,6,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Summer Gale (IRE),C. Smithers,7,Mrs J. Harrington,6th,7 1/2 l,5,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Danada (IRE),L. A. McKenna,5,Colm A. Murphy,5th,3 l,6,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Smallcraftwarning (IRE),A. M. McCurtin,0,Miss Evanna McCutcheon,4th,3/4 l,6,11-12t,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Dawn Escape (IRE),N. T. Prendergast,7,Liam Casey,3rd,6 1/2 l,4,11-0,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Monsant (IRE),Sarah Kavanagh,7,Colm A. Murphy,2nd,1 3/4 l,5,11-12,-,True,62,9
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Eve Moneypenny (IRE),J. S. McGarvey,0,Colin Bowe,1st,N/A,5,11-5h1,-,True,62,9
Punchestown Racing Results | 10th June 2023 16:15,N/A,16:15,Good To Yielding,2m 3f 170y,Jeff Kidder (IRE),N. J. Ryan,7,Noel Meade,UR,N/A,6,11-6,-,True,62,10
Punchestown Racing Results | 10th June 2023 16:15,N/A,16:15,Good To Yielding,2m 3f 170y,Gekkota (FR),Liam Quinlan,5,T. J. O'Mara,4th,77 l,7,11-12,-,True,62,10
Punchestown Racing Results | 10th June 2023 16:15,N/A,16:15,Good To Yielding,2m 3f 170y,Darraby,R. A. Doyle,0,Brendan Duke,3rd,14 l,4,10-11t,-,True,62,10
Punchestown Racing Results | 10th June 2023 16:15,N/A,16:15,Good To Yielding,2m 3f 170y,Ash Tree Meadow (FR),D. J. Gilligan,7,Gordon Elliott,2nd,Neck,7,11-12t,-,True,62,10
Punchestown Racing Results | 10th June 2023 16:15,N/A,16:15,Good To Yielding,2m 3f 170y,Da Capo Glory (IRE),M. P. O'Connor,5,Padraig Butler,1st,N/A,6,11-12,-,True,62,10
Punchestown Racing Results | 10th June 2023 16:15,N/A,16:15,Good To Yielding,2m 3f 170y,Jeff Kidder (IRE),N. J. Ryan,7,Noel Meade,UR,N/A,6,11-6,-,True,62,10
Punchestown Racing Results | 10th June 2023 16:15,N/A,16:15,Good To Yielding,2m 3f 170y,Gekkota (FR),Liam Quinlan,5,T. J. O'Mara,4th,77 l,7,11-12,-,True,62,10
Punchestown Racing Results | 10th June 2023 16:15,N/A,16:15,Good To Yielding,2m 3f 170y,Darraby,R. A. Doyle,0,Brendan Duke,3rd,14 l,4,10-11t,-,True,62,10
Punchestown Racing Results | 10th June 2023 16:15,N/A,16:15,Good To Yielding,2m 3f 170y,Ash Tree Meadow (FR),D. J. Gilligan,7,Gordon Elliott,2nd,Neck,7,11-12t,-,True,62,10
Punchestown Racing Results | 10th June 2023 16:15,N/A,16:15,Good To Yielding,2m 3f 170y,Da Capo Glory (IRE),M. P. O'Connor,5,Padraig Butler,1st,N/A,6,11-12,-,True,62,10
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Golden Forest (IRE),J. S. McGarvey,0,Luke Comer,PU,N/A,4,11-7h1,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Caminante (IRE),Patrick Michael O'Brien,7,Gavin Patrick Cromwell,16th,15 l,4,11-7h,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Hi Sur Multi,Conor Orr,0,Paul Traynor,15th,18 l,6,11-12,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,My Kurkum,Peter Carberry,0,A. J. Martin,14th,13 l,5,11-12t1,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Bonilla (IRE),C. Smithers,7,Denis Paul Murphy,13th,1 3/4 l,5,11-12t1,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Ceis Charraigin (IRE),R. A. Doyle,0,Ms Margaret Mullins,12th,13 l,4,11-0,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Hob's Angel (IRE),Kieran Callaghan,7,Martin Gerard McGuane,11th,1/2 l,7,11-5,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Beanie to Sea (IRE),Niall Moore,7,Seamus Fahey,10th,2 3/4 l,5,11-5,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Kilkee Royal (IRE),L. A. McKenna,5,Jamie Albert Sloan,9th,1 l,5,11-12,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Oneforgonzo (IRE),M. P. O'Connor,5,Sean Aherne,8th,2 1/2 l,5,11-12,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Kalsman (IRE),Thomas Reilly,7,Liam Lennon,7th,1 3/4 l,5,11-12h,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Laishann (FR),C. P. Millar,7,Gordon Elliott,6th,8 l,5,11-12t,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Woodie Wango (IRE),D. G. Whelan,7,Rosemary Connors,5th,Neck,5,11-12,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Bukhill (IRE),E. A. Fitzgerald,7,Peter Fahey,4th,3/4 l,5,11-12,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Scott Lang (IRE),B. P. Kennedy,7,Paul W. Flynn,3rd,3 1/4 l,6,11-12,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Fermoyle (IRE),N. J. Ryan,7,Noel Meade,2nd,5 1/2 l,5,11-12,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,New Year Honours,D. J. Gilligan,7,Gordon Elliott,1st,N/A,4,11-0t1,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Golden Forest (IRE),J. S. McGarvey,0,Luke Comer,PU,N/A,4,11-7h1,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Caminante (IRE),Patrick Michael O'Brien,7,Gavin Patrick Cromwell,16th,15 l,4,11-7h,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Hi Sur Multi,Conor Orr,0,Paul Traynor,15th,18 l,6,11-12,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,My Kurkum,Peter Carberry,0,A. J. Martin,14th,13 l,5,11-12t1,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Bonilla (IRE),C. Smithers,7,Denis Paul Murphy,13th,1 3/4 l,5,11-12t1,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Ceis Charraigin (IRE),R. A. Doyle,0,Ms Margaret Mullins,12th,13 l,4,11-0,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Hob's Angel (IRE),Kieran Callaghan,7,Martin Gerard McGuane,11th,1/2 l,7,11-5,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Beanie to Sea (IRE),Niall Moore,7,Seamus Fahey,10th,2 3/4 l,5,11-5,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Kilkee Royal (IRE),L. A. McKenna,5,Jamie Albert Sloan,9th,1 l,5,11-12,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Oneforgonzo (IRE),M. P. O'Connor,5,Sean Aherne,8th,2 1/2 l,5,11-12,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Kalsman (IRE),Thomas Reilly,7,Liam Lennon,7th,1 3/4 l,5,11-12h,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Laishann (FR),C. P. Millar,7,Gordon Elliott,6th,8 l,5,11-12t,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Woodie Wango (IRE),D. G. Whelan,7,Rosemary Connors,5th,Neck,5,11-12,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Bukhill (IRE),E. A. Fitzgerald,7,Peter Fahey,4th,3/4 l,5,11-12,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Scott Lang (IRE),B. P. Kennedy,7,Paul W. Flynn,3rd,3 1/4 l,6,11-12,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,Fermoyle (IRE),N. J. Ryan,7,Noel Meade,2nd,5 1/2 l,5,11-12,-,True,62,11
Punchestown Racing Results | 10th June 2023 16:50,N/A,16:50,Good To Yielding,2m 50y,New Year Honours,D. J. Gilligan,7,Gordon Elliott,1st,N/A,4,11-0t1,-,True,62,11
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Allhart (IRE),D. P. Maxwell,7,V. C. Ward,PU,N/A,5,11-12t,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Homestead Ned (IRE),Sarah Kavanagh,7,P. M. Cloke,16th,1 1/2 l,5,11-12h1,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Wayne R Walker,L. A. McKenna,5,Donal Kinsella,15th,57 l,4,11-7,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Ballydangan (IRE),J. S. McGarvey,0,D. Harvey,14th,1 l,6,11-12,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Winds Of Winter (IRE),Robert Dunne,0,Paul W. Flynn,13th,3 3/4 l,5,11-5,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Tullabrack Lad (IRE),B. P. Kennedy,7,F. Flood,12th,Nose,4,11-7,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Slaney Bank (IRE),D. Butler,7,Mark Fahey,11th,3 1/4 l,5,11-12,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Farrokh (FR),E. Walsh,3,Barry Connell,10th,4 l,4,11-7,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Moneynabane (IRE),J. P. O'Sullivan,5,Neill McCluskey,9th,Head,5,11-12,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Sandy Hill Toner (IRE),Peter Carberry,0,A. J. Martin,8th,16 l,6,11-12t,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Sea Aster (IRE),N. R. Andrews,7,Gordon Elliott,7th,5 l,5,11-5,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Nottodaybobo (IRE),D. J. Gilligan,7,Gordon Elliott,6th,1/2 l,5,11-12,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Petit Dejeuner (IRE),Corey McGivern,7,Mrs Denise Foster,5th,3 1/4 l,5,11-5,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Bayou Belle (IRE),P. T. Smithers,7,Jarlath P. Fahey,4th,3/4 l,4,11-0,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Custers Mistake (IRE),C. D. Maxwell,0,John F. O'Neill,3rd,1/2 l,6,11-12t,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Irish Envoy (IRE),A. P. Kelly,7,Miss Elizabeth Doyle,2nd,11 l,5,11-12,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Striking (FR),C. Smithers,7,Mrs J. Harrington,1st,N/A,5,11-12,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Allhart (IRE),D. P. Maxwell,7,V. C. Ward,PU,N/A,5,11-12t,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Homestead Ned (IRE),Sarah Kavanagh,7,P. M. Cloke,16th,1 1/2 l,5,11-12h1,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Wayne R Walker,L. A. McKenna,5,Donal Kinsella,15th,57 l,4,11-7,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Ballydangan (IRE),J. S. McGarvey,0,D. Harvey,14th,1 l,6,11-12,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Winds Of Winter (IRE),Robert Dunne,0,Paul W. Flynn,13th,3 3/4 l,5,11-5,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Tullabrack Lad (IRE),B. P. Kennedy,7,F. Flood,12th,Nose,4,11-7,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Slaney Bank (IRE),D. Butler,7,Mark Fahey,11th,3 1/4 l,5,11-12,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Farrokh (FR),E. Walsh,3,Barry Connell,10th,4 l,4,11-7,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Moneynabane (IRE),J. P. O'Sullivan,5,Neill McCluskey,9th,Head,5,11-12,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Sandy Hill Toner (IRE),Peter Carberry,0,A. J. Martin,8th,16 l,6,11-12t,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Sea Aster (IRE),N. R. Andrews,7,Gordon Elliott,7th,5 l,5,11-5,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Nottodaybobo (IRE),D. J. Gilligan,7,Gordon Elliott,6th,1/2 l,5,11-12,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Petit Dejeuner (IRE),Corey McGivern,7,Mrs Denise Foster,5th,3 1/4 l,5,11-5,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Bayou Belle (IRE),P. T. Smithers,7,Jarlath P. Fahey,4th,3/4 l,4,11-0,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Custers Mistake (IRE),C. D. Maxwell,0,John F. O'Neill,3rd,1/2 l,6,11-12t,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Irish Envoy (IRE),A. P. Kelly,7,Miss Elizabeth Doyle,2nd,11 l,5,11-12,-,True,62,12
Punchestown Racing Results | 10th June 2023 17:25,N/A,17:25,Good To Yielding,2m 50y,Striking (FR),C. Smithers,7,Mrs J. Harrington,1st,N/A,5,11-12,-,True,62,12
Punchestown Racing Results | 10th June 2023 18:00,N/A,18:00,Good To Yielding  Flat (Turf),2m 50y,Redondo Beach (IRE),Mr R. A. Berry,7,J. A. Berry,15th,37 l,5,12-0,-,True,62,13
Punchestown Racing Results | 10th June 2023 18:00,N/A,18:00,Good To Yielding  Flat (Turf),2m 50y,Nothingtodowithyou (IRE),Mr T. Power Roche,7,P. J. F. Hassett,14th,8 l,4,11-9,-,True,62,13
Punchestown Racing Results | 10th June 2023 18:00,N/A,18:00,Good To Yielding  Flat (Turf),2m 50y,Smokey Putnum (IRE),Mr J. H. Williamson,7,Gordon Elliott,13th,16 l,4,11-9,-,True,62,13
Punchestown Racing Results | 10th June 2023 18:00,N/A,18:00,Good To Yielding  Flat (Turf),2m 50y,In The Blood (IRE),Mr I. Ryan,7,Conor David Maxwell,12th,13 l,4,11-2,-,True,62,13
Punchestown Racing Results | 10th June 2023 18:00,N/A,18:00,Good To Yielding  Flat (Turf),2m 50y,The Tiger Tank (IRE),Mr J. G. Murphy,7,W. J. Lanigan,11th,6 1/2 l,6,12-0,-,True,62,13
Punchestown Racing Results | 10th June 2023 18:00,N/A,18:00,Good To Yielding  Flat (Turf),2m 50y,Grasshopper Time (IRE),Mr M. J. McGrath,7,Roger McGrath,10th,2 l,5,12-0,-,True,62,13
Punchestown Racing Results | 10th June 2023 18:00,N/A,18:00,Good To Yielding  Flat (Turf),2m 50y,Don't Tell Tiny (IRE),Mr T. P. Harney,7,Denis W. Cullen,9th,1/2 l,5,12-0,-,True,62,13
Punchestown Racing Results | 10th June 2023 18:00,N/A,18:00,Good To Yielding  Flat (Turf),2m 50y,Mountain Fame (IRE),Mr Jack Sexton,7,Damian Murphy,8th,2 1/4 l,7,11-7,-,True,62,13
Punchestown Racing Results | 10th June 2023 18:00,N/A,18:00,Good To Yielding  Flat (Turf),2m 50y,Rocky's Glory,Mr Finian Maguire,0,John Queally,7th,2 1/4 l,5,12-0t1,-,True,62,13
Punchestown Racing Results | 10th June 2023 18:00,N/A,18:00,Good To Yielding  Flat (Turf),2m 50y,Silas Marner (IRE),Mr H. C. Swan,5,Charles O'Brien,6th,12 l,6,12-0,-,True,62,13
Punchestown Racing Results | 10th June 2023 18:00,N/A,18:00,Good To Yielding  Flat (Turf),2m 50y,Aine Beag (IRE),A. P. Kelly,7,Jarlath P. Fahey,5th,8 l,5,11-7,-,True,62,13
Punchestown Racing Results | 10th June 2023 18:00,N/A,18:00,Good To Yielding  Flat (Turf),2m 50y,Master Otis (IRE),Mr Charlie Mullins,7,Thomas Mullins,4th,1 1/2 l,4,11-9,-,True,62,13
Punchestown Racing Results | 10th June 2023 18:00,N/A,18:00,Good To Yielding  Flat (Turf),2m 50y,Fad Eadrainn (IRE),Mr Pat Taaffe,7,Patrick T. Foley,3rd,15 l,5,12-0h,-,True,62,13
