track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Dreamed To Dream (FR),L F Roche,0,N Lupini,18th,26 l,3,9-2,69,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Atheneum (IRE),S Coen,7,J J Murphy,17th,18 l,4,9-12,68,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Lady Christa (IRE),J J G Ryan,0,Ciaran Murphy,16th,15 l,5,9-12,68,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Tassarolo,J M Sheridan,0,D Hogan,15th,Neck,4,9-9tp,65,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Victoria Kesia (IRE),B M Coen,0,J G Murphy,14th,5 1/2 l,4,10-0,70,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Eagles Dream (IRE),N M Crosse,0,J J Murphy,13th,1/2 l,3,9-2p,69,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Quiz Test (IRE),S T McCullagh,0,S Byrne,12th,1 l,5,9-10tp,66,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Dream Escape,J Kearney,3,T Mullins,11th,1 1/4 l,6,9-10,66,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Zariygann (IRE),K G Kennedy,5,M Brassil,10th,1 3/4 l,5,9-12t,68,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Brandon Creek,J Cleary,5,Gerard O'Leary,9th,1 3/4 l,3,9-1,68,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Georg Zhukov (IRE),R Whearty,3,N Meade,8th,1 l,3,9-0,67,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Enziya (IRE),J A Heffernan,0,R P Cody,7th,1 3/4 l,3,8-12tp,65,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Astelia (IRE),C D Hayes,0,Peter Fahey,6th,Neck,6,9-13,69,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Positive Energy (IRE),R P Whelan,0,M O'Callaghan,5th,1/2 l,4,10-0,70,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Daboya (IRE),Nicola Burns,7,R Donohoe,4th,1/2 l,4,9-12b,68,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Garrick Painter (IRE),P McGettigan,7,N C Kelly,3rd,4 1/2 l,5,10-0,70,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Narlita (GER),Adam Caffrey,0,H Rogers,2nd,2 l,6,9-12h,68,True,9,20
Galway Racing Results | 31st July 2025 17:40,2025-07-31,17:40,Soft,1m 4f,Glenroyal (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,8-13p1,66,True,9,20
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Mister O Reilly (IRE),Mr P W Gleeson,7,Patrick J Hassett,16th,99 l,9,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Ballyredinkingston (IRE),Ms H Phillips,7,Miss E Lalor,15th,3 1/2 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Paymelater (IRE),Mr N Gault,7,S Millar,14th,33 l,6,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Something Simple (IRE),Mr J H Williamson,7,J J Hanlon,13th,Neck,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Bold Rhyme (IRE),Ms E R McNeill,7,D M Christie,12th,Short Head,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Garahon (FR),Mr J L Gleeson,0,E Mullins,11th,5 1/2 l,5,12-0t1,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Poetic Glory,Mr D G Lavery,0,E Mullins,10th,Short Head,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Ring Of Kerry (IRE),Mr B O'Neill,0,C Collins,9th,1 1/4 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Welonlyhavedone (IRE),Mr D O'Connor,0,G P Cromwell,8th,3 3/4 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Red Oak (IRE),Mr Alan O'Sullivan,7,Ciaran Murphy,7th,1 3/4 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Kashchei,Mr D L Queally,0,D Queally,6th,Neck,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Apache Tribe (IRE),Mr O McGill,5,N C Kelly,5th,3/4 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Parnell Street (IRE),Mr A P Ryan,5,A Slattery,4th,1 1/2 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Wartime Leader (IRE),Mr P W Mullins,0,W P Mullins,3rd,2 1/2 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Hawk's Rock (IRE),Mr F Maguire,0,R P Cody,2nd,2 1/2 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Frankie John (IRE),Mr H C Swan,0,D Hogan,1st,N/A,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Mister O Reilly (IRE),Mr P W Gleeson,7,Patrick J Hassett,16th,99 l,9,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Ballyredinkingston (IRE),Ms H Phillips,7,Miss E Lalor,15th,3 1/2 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Paymelater (IRE),Mr N Gault,7,S Millar,14th,33 l,6,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Something Simple (IRE),Mr J H Williamson,7,J J Hanlon,13th,Neck,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Bold Rhyme (IRE),Ms E R McNeill,7,D M Christie,12th,Short Head,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Garahon (FR),Mr J L Gleeson,0,E Mullins,11th,5 1/2 l,5,12-0t1,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Poetic Glory,Mr D G Lavery,0,E Mullins,10th,Short Head,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Ring Of Kerry (IRE),Mr B O'Neill,0,C Collins,9th,1 1/4 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Welonlyhavedone (IRE),Mr D O'Connor,0,G P Cromwell,8th,3 3/4 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Red Oak (IRE),Mr Alan O'Sullivan,7,Ciaran Murphy,7th,1 3/4 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Kashchei,Mr D L Queally,0,D Queally,6th,Neck,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Apache Tribe (IRE),Mr O McGill,5,N C Kelly,5th,3/4 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Parnell Street (IRE),Mr A P Ryan,5,A Slattery,4th,1 1/2 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Wartime Leader (IRE),Mr P W Mullins,0,W P Mullins,3rd,2 1/2 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Hawk's Rock (IRE),Mr F Maguire,0,R P Cody,2nd,2 1/2 l,5,12-0,-,True,9,21
Galway Racing Results | 31st July 2025 18:10,2025-07-31,18:10,Good (Good To Yielding In Places),2m 2f,Frankie John (IRE),Mr H C Swan,0,D Hogan,1st,N/A,5,12-0,-,True,9,21
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Whistling Jamesie,L F Roche,0,N Lupini,15th,13 l,2,9-4,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Servare (USA),A J Slattery,0,A Slattery,14th,2 l,2,9-2,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,World Tour (IRE),W M Lordan,0,A P O'Brien,13th,2 l,2,9-6b1,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Gemical (IRE),R P Cleary,0,Kevin Coleman,12th,Nose,2,8-11,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Nod Of Approval (IRE),S T McCullagh,0,Mrs J Harrington,11th,Short Head,2,9-6,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Ella's Gold (IRE),K J Leonard,0,M J Smith,10th,1 1/4 l,2,8-9,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Up To Ninety (IRE),R Coakley,0,J Davison,9th,Neck,2,9-2,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Synners Kid (IRE),D McMonagle,0,J P O'Brien,8th,1 1/4 l,2,9-6t1,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,My Corbett Court (IRE),C D Hayes,0,P Twomey,7th,1 1/4 l,2,9-2,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Chapel Island (IRE),W Joyce,3,M Mulvany,6th,3/4 l,2,9-6,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Belle Nuit (IRE),N M Crosse,0,P Nolan,5th,2 1/4 l,2,8-9,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,We Plead The Fifth (IRE),R P Whelan,0,N Meade,4th,1 1/4 l,2,9-2,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Nazario (IRE),J A Heffernan,0,N Lupini,3rd,1/2 l,2,9-2t1,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Bellamano (IRE),B M Coen,0,J P Murtagh,2nd,Neck,2,9-3,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Mighty Danu (IRE),G F Carroll,0,G P Cromwell,1st,N/A,2,8-11,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Whistling Jamesie,L F Roche,0,N Lupini,15th,13 l,2,9-4,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Servare (USA),A J Slattery,0,A Slattery,14th,2 l,2,9-2,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,World Tour (IRE),W M Lordan,0,A P O'Brien,13th,2 l,2,9-6b1,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Gemical (IRE),R P Cleary,0,Kevin Coleman,12th,Nose,2,8-11,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Nod Of Approval (IRE),S T McCullagh,0,Mrs J Harrington,11th,Short Head,2,9-6,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Ella's Gold (IRE),K J Leonard,0,M J Smith,10th,1 1/4 l,2,8-9,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Up To Ninety (IRE),R Coakley,0,J Davison,9th,Neck,2,9-2,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Synners Kid (IRE),D McMonagle,0,J P O'Brien,8th,1 1/4 l,2,9-6t1,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,My Corbett Court (IRE),C D Hayes,0,P Twomey,7th,1 1/4 l,2,9-2,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Chapel Island (IRE),W Joyce,3,M Mulvany,6th,3/4 l,2,9-6,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Belle Nuit (IRE),N M Crosse,0,P Nolan,5th,2 1/4 l,2,8-9,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,We Plead The Fifth (IRE),R P Whelan,0,N Meade,4th,1 1/4 l,2,9-2,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Nazario (IRE),J A Heffernan,0,N Lupini,3rd,1/2 l,2,9-2t1,-,True,9,22
Galway Racing Results | 1st August 2025 17:00,2025-08-01,17:00,Yielding (Good To Yielding In Places),7f,Bellamano (IRE),B M Coen,0,J P Murtagh,2nd,Neck,2,9-3,-,True,9,22
