track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Thatwilldoso (IRE),R P Cleary,0,Kevin Coleman,1st,N/A,4,9-7,72,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Bruant,B M Coen,0,A J Martin,18th,11 l,4,9-13,78,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Impero (IRE),G F Carroll,0,C Collins,17th,22 l,6,9-11p,76,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Solomon,L T McAteer,0,P Sweeney,16th,2 1/2 l,4,9-10h,75,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,La Dame Blanche (IRE),R M Mulligan,7,Dermot Kilmartin,15th,1 3/4 l,6,9-12,77,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,First Ascent (IRE),D P McDonogh,0,M J Smith,14th,3 1/4 l,4,9-13tp1,78,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Luminous Light,D W O'Connor,0,A McCann,13th,4 1/2 l,6,9-5h,70,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Luker's Tipple (IRE),J M Sheridan,0,A Kinirons,12th,1 1/4 l,4,10-0tp,79,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Catena Zapata (IRE),Adam Caffrey,0,Ian Donoghue,11th,2 1/2 l,7,9-8tb,73,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Gangster Granny (IRE),K G Kennedy,5,Mrs J Harrington,10th,2 3/4 l,4,9-7p,72,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Oriole,D McMonagle,0,M Fahey,9th,2 3/4 l,6,9-12p,77,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Positive Energy (IRE),Nicola Burns,7,M O'Callaghan,8th,3/4 l,4,9-5,70,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Ina Mina,W Joyce,3,M Mulvany,7th,1 1/2 l,4,9-12,77,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Rock Of Ireland (IRE),R P Whelan,0,Alan McIntyre,6th,Neck,4,9-10,75,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Pillar Of Hope,P McGettigan,7,P Sweeney,5th,Neck,7,9-7,72,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Alpha Capture (IRE),J A Heffernan,0,W P Mullins,4th,Neck,5,9-12h,77,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Navy Waters (IRE),N M Crosse,0,W McCreery,3rd,2 3/4 l,4,9-9v,74,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Burren Song (IRE),S Coen,7,Ciaran Murphy,2nd,1/2 l,7,9-12t,77,True,9,37
Galway Racing Results | 2nd August 2025 18:05,2025-08-02,18:05,Yielding,1m 3f 180y,Thatwilldoso (IRE),R P Cleary,0,Kevin Coleman,1st,N/A,4,9-7,72,True,9,37
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Seventy Eight Team (IRE),C G O'Dwyer,0,P J Gilligan,PU,N/A,7,10-0,81,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Miss Dishy (IRE),S Cleary-Farrell,4,Ciaran Murphy,14th,34 l,6,11-1tb1,105,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Jack Holiday (IRE),P T Smithers,4,D M Christie,13th,12 l,11,10-10,100,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Sayitfirst (IRE),C Owens,4,D Collins,12th,5 1/2 l,9,10-4,94,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Pahlavi (IRE),S O'Callaghan,2,J J Hanlon,11th,9 l,8,10-12t,102,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Half A Chance (IRE),G Brouder,0,J J Hanlon,10th,5 l,6,11-1p,105,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Battle Of Ridgeway (IRE),L A McKenna,0,M Hassett,9th,4 3/4 l,7,11-11t,115,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Eyeeye,J G Gilligan,2,P J Gilligan,8th,3/4 l,5,10-13t1,103,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Georginas Jet (IRE),A Balfe,4,P J Gilligan,7th,2 l,4,10-0,78,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Duleek Street (IRE),A Harvey,0,J C McConnell,6th,1 1/2 l,7,11-4p,108,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Son Of Hypnos (IRE),J Smith,2,K Smith,5th,3/4 l,8,11-5tb,109,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Castleheath (IRE),P M O'Brien,2,Ciaran Murphy,4th,1 3/4 l,4,11-12,119,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Kotkito Bello (FR),T Power Roche,0,P J Rothwell,3rd,3 3/4 l,5,10-9p1,99,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Ragmans Corner (IRE),E Finegan,4,G Keane,2nd,1 1/2 l,6,11-11,115,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Aurea Fortuna (IRE),J Coen,0,A J Martin,1st,N/A,6,10-11t,101,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Seventy Eight Team (IRE),C G O'Dwyer,0,P J Gilligan,PU,N/A,7,10-0,81,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Miss Dishy (IRE),S Cleary-Farrell,4,Ciaran Murphy,14th,34 l,6,11-1tb1,105,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Jack Holiday (IRE),P T Smithers,4,D M Christie,13th,12 l,11,10-10,100,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Sayitfirst (IRE),C Owens,4,D Collins,12th,5 1/2 l,9,10-4,94,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Pahlavi (IRE),S O'Callaghan,2,J J Hanlon,11th,9 l,8,10-12t,102,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Half A Chance (IRE),G Brouder,0,J J Hanlon,10th,5 l,6,11-1p,105,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Battle Of Ridgeway (IRE),L A McKenna,0,M Hassett,9th,4 3/4 l,7,11-11t,115,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Eyeeye,J G Gilligan,2,P J Gilligan,8th,3/4 l,5,10-13t1,103,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Georginas Jet (IRE),A Balfe,4,P J Gilligan,7th,2 l,4,10-0,78,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Duleek Street (IRE),A Harvey,0,J C McConnell,6th,1 1/2 l,7,11-4p,108,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Son Of Hypnos (IRE),J Smith,2,K Smith,5th,3/4 l,8,11-5tb,109,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Castleheath (IRE),P M O'Brien,2,Ciaran Murphy,4th,1 3/4 l,4,11-12,119,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Kotkito Bello (FR),T Power Roche,0,P J Rothwell,3rd,3 3/4 l,5,10-9p1,99,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Ragmans Corner (IRE),E Finegan,4,G Keane,2nd,1 1/2 l,6,11-11,115,True,9,38
Galway Racing Results | 3rd August 2025 13:50,2025-08-03,13:50,Yielding (Soft In Places),2m 160y,Aurea Fortuna (IRE),J Coen,0,A J Martin,1st,N/A,6,10-11t,101,True,9,38
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Hitak (FR),D E Mullins,0,J J Hanlon,PU,N/A,8,11-12,120,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Midnight Moonshine (IRE),B W Harvey,0,William Harvey,PU,N/A,6,11-0p1,108,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Nytol (IRE),J P Shinnick,3,T O'Brien,PU,N/A,7,11-12,120,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Coole Cherry (IRE),P Townend,0,W P Mullins,PU,N/A,7,11-5,113,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Heliko Conti (FR),E Staples,7,P Nolan,PU,N/A,8,11-6,114,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Howdoyalikeherhome (IRE),J W Kennedy,0,G Elliott,PU,N/A,6,11-12b,120,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,West Cork Wildway (IRE),D J O'Keeffe,0,P O'Flynn,12th,7 1/2 l,11,11-6p,114,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Greatness Awaits (IRE),J C Gainford,0,C Collins,11th,8 l,6,11-7tp,115,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Garnacho (IRE),T E O'Connor,7,M Fahey,10th,Head,6,11-7t,115,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Billy Lee Swagger (IRE),T Power Roche,5,P J Rothwell,9th,6 l,6,11-2p,110,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Another Choice (IRE),J Smith,5,M J Smith,8th,1 1/4 l,8,11-4,112,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Arctic Gale (IRE),Sam Ewing,0,E Mullins,7th,13 l,6,11-1p,109,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Macgiloney (IRE),D King,0,D Hogan,6th,Neck,12,11-4,112,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Birmingham Alabama (IRE),D J Gilligan,0,E D Delany,5th,1/2 l,6,11-6,114,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Duke Silver (IRE),J J Slevin,0,J P O'Brien,4th,1 3/4 l,5,11-5p,113,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Bitofajokelike (IRE),J Coen,3,E McNamara,3rd,1 1/4 l,5,11-7t,115,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Chance Another One (IRE),D Meyler,0,E Mullins,2nd,1 l,6,11-3t,111,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Ballystone (IRE),A Harvey,5,J C McConnell,1st,N/A,7,11-11,119,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Hitak (FR),D E Mullins,0,J J Hanlon,PU,N/A,8,11-12,120,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Midnight Moonshine (IRE),B W Harvey,0,William Harvey,PU,N/A,6,11-0p1,108,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Nytol (IRE),J P Shinnick,3,T O'Brien,PU,N/A,7,11-12,120,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Coole Cherry (IRE),P Townend,0,W P Mullins,PU,N/A,7,11-5,113,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Heliko Conti (FR),E Staples,7,P Nolan,PU,N/A,8,11-6,114,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Howdoyalikeherhome (IRE),J W Kennedy,0,G Elliott,PU,N/A,6,11-12b,120,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,West Cork Wildway (IRE),D J O'Keeffe,0,P O'Flynn,12th,7 1/2 l,11,11-6p,114,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Greatness Awaits (IRE),J C Gainford,0,C Collins,11th,8 l,6,11-7tp,115,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Garnacho (IRE),T E O'Connor,7,M Fahey,10th,Head,6,11-7t,115,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Billy Lee Swagger (IRE),T Power Roche,5,P J Rothwell,9th,6 l,6,11-2p,110,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Another Choice (IRE),J Smith,5,M J Smith,8th,1 1/4 l,8,11-4,112,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Arctic Gale (IRE),Sam Ewing,0,E Mullins,7th,13 l,6,11-1p,109,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Macgiloney (IRE),D King,0,D Hogan,6th,Neck,12,11-4,112,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Birmingham Alabama (IRE),D J Gilligan,0,E D Delany,5th,1/2 l,6,11-6,114,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Duke Silver (IRE),J J Slevin,0,J P O'Brien,4th,1 3/4 l,5,11-5p,113,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Bitofajokelike (IRE),J Coen,3,E McNamara,3rd,1 1/4 l,5,11-7t,115,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Chance Another One (IRE),D Meyler,0,E Mullins,2nd,1 l,6,11-3t,111,True,9,39
Galway Racing Results | 3rd August 2025 14:20,2025-08-03,14:20,Yielding (Soft In Places),3m 60y,Ballystone (IRE),A Harvey,5,J C McConnell,1st,N/A,7,11-11,119,True,9,39
Galway Racing Results | 3rd August 2025 14:55,2025-08-03,14:55,Soft (Yielding In Places),2m 6f 111y,Must Be Obeyed (IRE),D J O'Keeffe,0,T Gibney,RR,N/A,9,10-10,122,True,9,40
Galway Racing Results | 3rd August 2025 14:55,2025-08-03,14:55,Soft (Yielding In Places),2m 6f 111y,Minella Sergeant (IRE),J G Gilligan,5,P J Gilligan,PU,N/A,6,10-13,126,True,9,40
Galway Racing Results | 3rd August 2025 14:55,2025-08-03,14:55,Soft (Yielding In Places),2m 6f 111y,Blood Destiny (FR),P Townend,0,W P Mullins,2nd,4 l,6,11-3,152,True,9,40
Galway Racing Results | 3rd August 2025 14:55,2025-08-03,14:55,Soft (Yielding In Places),2m 6f 111y,Zanahiyr (IRE),J W Kennedy,0,G Elliott,1st,N/A,8,11-3tp,147,True,9,40
Galway Racing Results | 3rd August 2025 14:55,2025-08-03,14:55,Soft (Yielding In Places),2m 6f 111y,Must Be Obeyed (IRE),D J O'Keeffe,0,T Gibney,RR,N/A,9,10-10,122,True,9,40
Galway Racing Results | 3rd August 2025 14:55,2025-08-03,14:55,Soft (Yielding In Places),2m 6f 111y,Minella Sergeant (IRE),J G Gilligan,5,P J Gilligan,PU,N/A,6,10-13,126,True,9,40
Galway Racing Results | 3rd August 2025 14:55,2025-08-03,14:55,Soft (Yielding In Places),2m 6f 111y,Blood Destiny (FR),P Townend,0,W P Mullins,2nd,4 l,6,11-3,152,True,9,40
Galway Racing Results | 3rd August 2025 14:55,2025-08-03,14:55,Soft (Yielding In Places),2m 6f 111y,Zanahiyr (IRE),J W Kennedy,0,G Elliott,1st,N/A,8,11-3tp,147,True,9,40
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Drumgill (IRE),D King,0,J P Ryan,UR,N/A,6,11-4,132,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,The Banger Doyle (IRE),Mr Alan O'Sullivan,7,J Queally,UR,N/A,9,11-12,140,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Listentillitellyea (IRE),G Brouder,3,T Gibney,F,N/A,9,10-2,116,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Good As Hell (IRE),Niall Moore,5,P Fenton,7th,19 l,10,10-4b,118,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Aeros Luck (IRE),C Stone-Walsh,0,G P Cromwell,6th,12 l,6,11-1t,129,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,The Dasher Conway (IRE),J J Burke,0,Mrs G Callaghan,5th,3 1/2 l,10,10-6,120,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Sea Music (IRE),D Meyler,0,E Mullins,4th,1 3/4 l,7,11-10tp,138,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Nas Na Riogh (IRE),D J O'Keeffe,0,H De Bromhead,3rd,2 1/2 l,7,10-8,122,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Arctic Fly (IRE),P Townend,0,W P Mullins,2nd,3/4 l,7,11-6t,134,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Aspurofthemoment (IRE),K C Sexton,0,G P Cromwell,1st,N/A,6,10-6,120,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Drumgill (IRE),D King,0,J P Ryan,UR,N/A,6,11-4,132,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,The Banger Doyle (IRE),Mr Alan O'Sullivan,7,J Queally,UR,N/A,9,11-12,140,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Listentillitellyea (IRE),G Brouder,3,T Gibney,F,N/A,9,10-2,116,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Good As Hell (IRE),Niall Moore,5,P Fenton,7th,19 l,10,10-4b,118,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Aeros Luck (IRE),C Stone-Walsh,0,G P Cromwell,6th,12 l,6,11-1t,129,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,The Dasher Conway (IRE),J J Burke,0,Mrs G Callaghan,5th,3 1/2 l,10,10-6,120,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Sea Music (IRE),D Meyler,0,E Mullins,4th,1 3/4 l,7,11-10tp,138,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Nas Na Riogh (IRE),D J O'Keeffe,0,H De Bromhead,3rd,2 1/2 l,7,10-8,122,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Arctic Fly (IRE),P Townend,0,W P Mullins,2nd,3/4 l,7,11-6t,134,True,9,41
Galway Racing Results | 3rd August 2025 15:30,2025-08-03,15:30,Soft (Yielding In Places),2m 2f 54y,Aspurofthemoment (IRE),K C Sexton,0,G P Cromwell,1st,N/A,6,10-6,120,True,9,41
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Bravais,C T Keane,0,G M Lyons,15th,Neck,5,10-0p1,103,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Love Billy Boy (IRE),Nicola Burns,7,Gerard O'Leary,14th,2 1/2 l,4,9-7p1,96,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Zabriskie Point,S Foley,0,A McGuinness,13th,1/2 l,4,8-11v1,86,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Blues Emperor (IRE),B M Coen,0,J P Murtagh,12th,4 1/2 l,6,9-7p,96,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Persuasion (IRE),C D Hayes,0,T D Barron,11th,2 l,8,9-0,89,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Hurricane Ivor (IRE),K G Kennedy,5,Mrs J Harrington,10th,2 3/4 l,8,9-12p,101,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Orandi (FR),J S Dalton,10,A J Martin,9th,4 1/2 l,7,9-8t,97,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Iceford (IRE),P McGettigan,7,J P Murtagh,8th,1 3/4 l,3,8-10b1,91,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Go Athletico (FR),Adam Caffrey,0,A McGuinness,7th,Neck,7,9-5t,94,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Partisan Hero (IRE),D P McDonogh,0,D Loughnane,6th,Short Head,5,8-13p,88,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Fort Vega (FR),R P Cleary,0,S Lavery,5th,1 3/4 l,5,9-7,96,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Apiarist (IRE),R P Whelan,0,K A Ryan,4th,1 1/2 l,4,9-8,97,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Dunum (IRE),J A Heffernan,0,N Lupini,3rd,2 1/4 l,7,9-11,93,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Gleneagle Bay (IRE),D Egan,0,Stephen Thorne,2nd,1 1/4 l,5,9-6tp,95,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Princess Child (FR),D McMonagle,0,J P O'Brien,1st,N/A,4,9-2t,91,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Bravais,C T Keane,0,G M Lyons,15th,Neck,5,10-0p1,103,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Love Billy Boy (IRE),Nicola Burns,7,Gerard O'Leary,14th,2 1/2 l,4,9-7p1,96,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Zabriskie Point,S Foley,0,A McGuinness,13th,1/2 l,4,8-11v1,86,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Blues Emperor (IRE),B M Coen,0,J P Murtagh,12th,4 1/2 l,6,9-7p,96,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Persuasion (IRE),C D Hayes,0,T D Barron,11th,2 l,8,9-0,89,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Hurricane Ivor (IRE),K G Kennedy,5,Mrs J Harrington,10th,2 3/4 l,8,9-12p,101,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Orandi (FR),J S Dalton,10,A J Martin,9th,4 1/2 l,7,9-8t,97,True,9,42
Galway Racing Results | 3rd August 2025 16:00,2025-08-03,16:00,Soft (Soft To Heavy In Places),7f,Iceford (IRE),P McGettigan,7,J P Murtagh,8th,1 3/4 l,3,8-10b1,91,True,9,42
