track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Von Krolock (IRE),G. M. Ryan,0,Timothy Doyle,7th,1 1/4 l,4,9-3,50,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Well Suited (IRE),William James Lee,0,T. J. O'Mara,6th,1 1/4 l,8,9-2v,49,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Wrist Art (IRE),C. D. Hayes,0,Timothy Doyle,5th,2 3/4 l,6,9-0t1,47,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Everylittlestep (IRE),N. G. McCullagh,0,Yvonne Latta,4th,Head,5,9-3ht,50,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Nyla Rua (IRE),R. P. Whelan,0,Jack W. Davison,3rd,Neck,4,9-2p,49,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Bright Moment (IRE),Ben Martin Coen,0,J. J. Feane,2nd,1 1/4 l,5,9-7,54,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Pinball Wizard (IRE),S. D. Bowen,7,John J. Nallen,1st,N/A,5,9-9,56,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Vidala (IRE),M. W. Hassett,10,Ms Sheila Lavery,NR,N/A,4,9-0,47,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Merlins Muse (USA),K. J. Leonard,0,Tom McGuinness,13th,13 l,8,9-10,57,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Rocky Dreams,Shane Foley,0,James McAuley,12th,4 1/4 l,6,10-0p,61,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Run for You (IRE),Adam Caffrey,7,Adrian McGuinness,11th,2 3/4 l,4,9-12,59,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Flier,M. A. Enright,0,Mrs Denise Foster,10th,1 1/2 l,4,9-3t,50,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Aurora Nova (IRE),C. T. Keane,0,Andrew McNamara,9th,3/4 l,4,9-13,60,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Gatsby Cap (IRE),Siobhan Rutledge,5,John McConnell,8th,Neck,7,9-0p,47,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Von Krolock (IRE),G. M. Ryan,0,Timothy Doyle,7th,1 1/4 l,4,9-3,50,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Well Suited (IRE),William James Lee,0,T. J. O'Mara,6th,1 1/4 l,8,9-2v,49,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Wrist Art (IRE),C. D. Hayes,0,Timothy Doyle,5th,2 3/4 l,6,9-0t1,47,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Everylittlestep (IRE),N. G. McCullagh,0,Yvonne Latta,4th,Head,5,9-3ht,50,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Nyla Rua (IRE),R. P. Whelan,0,Jack W. Davison,3rd,Neck,4,9-2p,49,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Bright Moment (IRE),Ben Martin Coen,0,J. J. Feane,2nd,1 1/4 l,5,9-7,54,True,56,9
Gowran Park Racing Results | 23rd May 2023 18:40,N/A,18:40,Good,1m,Pinball Wizard (IRE),S. D. Bowen,7,John J. Nallen,1st,N/A,5,9-9,56,True,56,9
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,The Rabbit Catcher (IRE),R. Whearty,7,Peter Cluskey,16th,8 1/2 l,4,8-12,47,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Gentleman Jimmy (IRE),R. P. Cleary,0,William J. Fitzpatrick,15th,8 l,4,8-12t,47,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,El Maga (IRE),K. J. Leonard,0,Tom McGuinness,14th,3 3/4 l,4,9-4,53,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Lily Like,William James Lee,0,Donal Kinsella,13th,2 1/4 l,6,9-6,55,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Man Is King (IRE),D. E. Sheehy,3,Sean Byrne,12th,1 1/4 l,4,8-12,47,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Albatala (IRE),D. W. O'Connor,0,John McConnell,11th,1 1/4 l,4,9-10t1,59,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Wonder Spirit,J. J. G. Ryan,7,G. A. Kingston,10th,Nose,5,9-6p,55,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Salt Whistle Bay (IRE),D. B. McMonagle,0,Charles Coakley,9th,1 1/4 l,9,9-2p,51,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Leviosa (IRE),Shane Foley,0,Seamus Fahey,8th,3/4 l,6,9-3p,52,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Pink Socks (IRE),G. M. Ryan,0,Timothy Doyle,7th,2 3/4 l,4,8-12,47,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Simply Sideways (IRE),R. P. Whelan,0,Timothy Doyle,6th,Nose,6,9-12,61,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Boomerang Bill (IRE),C. D. Hayes,0,Aidan Anthony Howard,5th,3/4 l,4,9-7,56,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Skontonovski,C. J. MacRedmond,5,Adrian McGuinness,4th,Head,6,9-10v,59,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Plugged In (IRE),N. M. Crosse,0,J. T. Gorman,3rd,2 1/4 l,6,8-12,47,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Super Cub,J. M. Sheridan,3,Denis Hogan,2nd,Neck,4,10-2p,65,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Shona Mea (IRE),S. McCullagh,3,Mrs J. Harrington,1st,N/A,6,9-11v,60,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,The Rabbit Catcher (IRE),R. Whearty,7,Peter Cluskey,16th,8 1/2 l,4,8-12,47,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Gentleman Jimmy (IRE),R. P. Cleary,0,William J. Fitzpatrick,15th,8 l,4,8-12t,47,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,El Maga (IRE),K. J. Leonard,0,Tom McGuinness,14th,3 3/4 l,4,9-4,53,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Lily Like,William James Lee,0,Donal Kinsella,13th,2 1/4 l,6,9-6,55,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Man Is King (IRE),D. E. Sheehy,3,Sean Byrne,12th,1 1/4 l,4,8-12,47,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Albatala (IRE),D. W. O'Connor,0,John McConnell,11th,1 1/4 l,4,9-10t1,59,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Wonder Spirit,J. J. G. Ryan,7,G. A. Kingston,10th,Nose,5,9-6p,55,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Salt Whistle Bay (IRE),D. B. McMonagle,0,Charles Coakley,9th,1 1/4 l,9,9-2p,51,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Leviosa (IRE),Shane Foley,0,Seamus Fahey,8th,3/4 l,6,9-3p,52,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Pink Socks (IRE),G. M. Ryan,0,Timothy Doyle,7th,2 3/4 l,4,8-12,47,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Simply Sideways (IRE),R. P. Whelan,0,Timothy Doyle,6th,Nose,6,9-12,61,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Boomerang Bill (IRE),C. D. Hayes,0,Aidan Anthony Howard,5th,3/4 l,4,9-7,56,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Skontonovski,C. J. MacRedmond,5,Adrian McGuinness,4th,Head,6,9-10v,59,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Plugged In (IRE),N. M. Crosse,0,J. T. Gorman,3rd,2 1/4 l,6,8-12,47,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Super Cub,J. M. Sheridan,3,Denis Hogan,2nd,Neck,4,10-2p,65,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:10,N/A,19:10,Good,1m,Shona Mea (IRE),S. McCullagh,3,Mrs J. Harrington,1st,N/A,6,9-11v,60,True,56,10
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Daonethatgotaway,G. M. Ryan,0,Mark Fahey,16th,3 1/4 l,3,9-3,66,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Claycastle (IRE),C. D. Hayes,0,John Joseph Hanlon,15th,1 3/4 l,3,9-2,65,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Zouperior,L. F. Roche,0,Peter Fahey,14th,1 l,3,8-9,58,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,The Stray Sod (IRE),Siobhan Rutledge,5,John McConnell,13th,1 1/4 l,3,9-3,66,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Parana Delta,C. Stone-Walsh,7,Joseph Patrick O'Brien,12th,1 l,3,9-5,68,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Louis Le Broc (IRE),J. A. Powell,5,Darren Bunyan,11th,1 1/4 l,3,8-8b,57,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Love Mocha,Shane Foley,0,Mrs J. Harrington,10th,1 1/2 l,3,9-12b1,75,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Rio Largo (IRE),Declan McDonogh,0,Luke Comer,9th,1/2 l,3,9-10,73,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Millieblue (IRE),Seamie Heffernan,0,Nigel Slevin,8th,Neck,3,8-10h1,59,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Alabama Pearl (IRE),Ben Martin Coen,0,John Patrick Murtagh,7th,3/4 l,3,9-12b1,75,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Finsceal Go Deo (IRE),L. T. McAteer,3,J. S. Bolger,6th,Nose,3,9-10,73,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Hasten Slowly (IRE),C. T. Keane,0,Noel Meade,5th,1 1/4 l,3,9-11,74,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Kaydees Magic (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,Short Head,3,9-6,69,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Magnanimous Mehmus (IRE),D. B. McMonagle,0,Adrian Murray,3rd,2 3/4 l,3,9-8b1,71,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Rathbranchurch (IRE),G. F. Carroll,0,Michael Mulvany,2nd,1 l,3,9-4,67,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Rumbled Again (IRE),J. M. Sheridan,3,Denis Hogan,1st,N/A,3,9-7b,70,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Daonethatgotaway,G. M. Ryan,0,Mark Fahey,16th,3 1/4 l,3,9-3,66,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Claycastle (IRE),C. D. Hayes,0,John Joseph Hanlon,15th,1 3/4 l,3,9-2,65,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Zouperior,L. F. Roche,0,Peter Fahey,14th,1 l,3,8-9,58,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,The Stray Sod (IRE),Siobhan Rutledge,5,John McConnell,13th,1 1/4 l,3,9-3,66,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Parana Delta,C. Stone-Walsh,7,Joseph Patrick O'Brien,12th,1 l,3,9-5,68,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Louis Le Broc (IRE),J. A. Powell,5,Darren Bunyan,11th,1 1/4 l,3,8-8b,57,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Love Mocha,Shane Foley,0,Mrs J. Harrington,10th,1 1/2 l,3,9-12b1,75,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Rio Largo (IRE),Declan McDonogh,0,Luke Comer,9th,1/2 l,3,9-10,73,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Millieblue (IRE),Seamie Heffernan,0,Nigel Slevin,8th,Neck,3,8-10h1,59,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Alabama Pearl (IRE),Ben Martin Coen,0,John Patrick Murtagh,7th,3/4 l,3,9-12b1,75,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Finsceal Go Deo (IRE),L. T. McAteer,3,J. S. Bolger,6th,Nose,3,9-10,73,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Hasten Slowly (IRE),C. T. Keane,0,Noel Meade,5th,1 1/4 l,3,9-11,74,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Kaydees Magic (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,Short Head,3,9-6,69,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Magnanimous Mehmus (IRE),D. B. McMonagle,0,Adrian Murray,3rd,2 3/4 l,3,9-8b1,71,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Rathbranchurch (IRE),G. F. Carroll,0,Michael Mulvany,2nd,1 l,3,9-4,67,True,56,11
Gowran Park Racing Results | 23rd May 2023 19:40,N/A,19:40,Good,7f,Rumbled Again (IRE),J. M. Sheridan,3,Denis Hogan,1st,N/A,3,9-7b,70,True,56,11
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Ballybaun Star (IRE),J. A. Powell,5,T. Gibney,RR,N/A,6,8-8t,48,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Kalu Pande (IRE),Declan McDonogh,0,Denis Leahy,14th,7 1/2 l,5,8-13,53,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Jawhary,J. Coen,5,Matthew J. Smith,13th,2 1/4 l,5,10-2,70,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Benkei (IRE),Siobhan Rutledge,5,Harry Rogers,12th,1 1/2 l,13,8-9p,49,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Allhart (IRE),D. E. Sheehy,3,V. C. Ward,11th,6 1/2 l,5,8-7,47,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Punters Poet (IRE),N. M. Crosse,0,Eoin Christopher McCarthy,10th,Neck,8,8-7t,47,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Make The Switch (IRE),C. Stone-Walsh,7,G. A. Kingston,9th,Neck,8,9-8p,62,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Surviving Murmansk (IRE),Adrian O'Shea,5,Mrs A. M. O'Shea,8th,1 1/2 l,5,9-13,67,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Swelltime (IRE),Seamie Heffernan,0,William O'Doherty,7th,2 l,7,8-11,51,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Rock On Pedro (IRE),M. A. Enright,0,Eoin Doyle,6th,2 l,5,9-8p,62,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Celtic Revival (IRE),J. J. G. Ryan,7,Edward Lynam,5th,2 3/4 l,4,9-12h,66,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Douglas Dc (IRE),J. Kearney,7,Gordon Elliott,4th,2 1/4 l,5,10-2p,70,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Tory Reel (IRE),C. D. Hayes,0,Eoin Christopher McCarthy,3rd,1 1/2 l,4,8-7,47,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Kalmira (IRE),Ben Martin Coen,0,Shane Crawley,2nd,1/2 l,7,9-6,60,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,All In Peder (FR),W. M. Lordan,0,Emmet Mullins,1st,N/A,4,8-7p1,47,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Ballybaun Star (IRE),J. A. Powell,5,T. Gibney,RR,N/A,6,8-8t,48,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Kalu Pande (IRE),Declan McDonogh,0,Denis Leahy,14th,7 1/2 l,5,8-13,53,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Jawhary,J. Coen,5,Matthew J. Smith,13th,2 1/4 l,5,10-2,70,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Benkei (IRE),Siobhan Rutledge,5,Harry Rogers,12th,1 1/2 l,13,8-9p,49,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Allhart (IRE),D. E. Sheehy,3,V. C. Ward,11th,6 1/2 l,5,8-7,47,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Punters Poet (IRE),N. M. Crosse,0,Eoin Christopher McCarthy,10th,Neck,8,8-7t,47,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Make The Switch (IRE),C. Stone-Walsh,7,G. A. Kingston,9th,Neck,8,9-8p,62,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Surviving Murmansk (IRE),Adrian O'Shea,5,Mrs A. M. O'Shea,8th,1 1/2 l,5,9-13,67,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Swelltime (IRE),Seamie Heffernan,0,William O'Doherty,7th,2 l,7,8-11,51,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Rock On Pedro (IRE),M. A. Enright,0,Eoin Doyle,6th,2 l,5,9-8p,62,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Celtic Revival (IRE),J. J. G. Ryan,7,Edward Lynam,5th,2 3/4 l,4,9-12h,66,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Douglas Dc (IRE),J. Kearney,7,Gordon Elliott,4th,2 1/4 l,5,10-2p,70,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Tory Reel (IRE),C. D. Hayes,0,Eoin Christopher McCarthy,3rd,1 1/2 l,4,8-7,47,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,Kalmira (IRE),Ben Martin Coen,0,Shane Crawley,2nd,1/2 l,7,9-6,60,True,56,12
Gowran Park Racing Results | 23rd May 2023 20:10,N/A,20:10,Good,1m 5f 155y,All In Peder (FR),W. M. Lordan,0,Emmet Mullins,1st,N/A,4,8-7p1,47,True,56,12
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Withallduerespect (IRE),C. G. O'Dwyer,5,Michael G. Kennedy,PU,N/A,9,11-10,98,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Fly De Megaudais (FR),S. F. O'Keeffe,0,Michael J. McDonagh,PU,N/A,10,10-6,80,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,I'vedoneitall (IRE),Shane Fenelon,7,E. Sheehy,PU,N/A,6,10-6,80,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Hard Rain (IRE),Phillip Enright,0,James Daniel Dullea,PU,N/A,8,11-13,101,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Added Bonus (IRE),D. J. O'Keeffe,0,Brendan Maurice Walsh,PU,N/A,9,11-0t,88,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Western Sea (IRE),Mr L. P. Shanahan,7,Ross O'Sullivan,8th,1/2 l,10,11-10,98,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Quantatmental (IRE),B. W. Harvey,5,Cian Michael Collins,7th,20 l,8,11-13b,101,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Crowsatedappletart (IRE),S. Fitzgerald,3,Michael Winters,6th,2 3/4 l,6,11-5t,93,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Go Battle (IRE),Shane O'Callaghan,7,Philip Michael Byrne,5th,4 l,9,10-2t1,76,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Name Me Famous (IRE),Sean Flanagan,0,Eoin Christopher McCarthy,4th,1 3/4 l,7,11-5tp,93,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Dreamsrmadeofthis (IRE),T. Joseph Kelly,7,Enda Bolger,3rd,3 l,6,12-0p,102,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Berliet Express (IRE),S. D. Torrens,0,P. J. Rothwell,2nd,8 l,7,10-10t,84,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,The Eye Of Tulla (IRE),Peter Carberry,0,Brian M. McMahon,1st,N/A,7,10-1p,75,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Withallduerespect (IRE),C. G. O'Dwyer,5,Michael G. Kennedy,PU,N/A,9,11-10,98,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Fly De Megaudais (FR),S. F. O'Keeffe,0,Michael J. McDonagh,PU,N/A,10,10-6,80,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,I'vedoneitall (IRE),Shane Fenelon,7,E. Sheehy,PU,N/A,6,10-6,80,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Hard Rain (IRE),Phillip Enright,0,James Daniel Dullea,PU,N/A,8,11-13,101,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Added Bonus (IRE),D. J. O'Keeffe,0,Brendan Maurice Walsh,PU,N/A,9,11-0t,88,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Western Sea (IRE),Mr L. P. Shanahan,7,Ross O'Sullivan,8th,1/2 l,10,11-10,98,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Quantatmental (IRE),B. W. Harvey,5,Cian Michael Collins,7th,20 l,8,11-13b,101,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Crowsatedappletart (IRE),S. Fitzgerald,3,Michael Winters,6th,2 3/4 l,6,11-5t,93,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Go Battle (IRE),Shane O'Callaghan,7,Philip Michael Byrne,5th,4 l,9,10-2t1,76,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Name Me Famous (IRE),Sean Flanagan,0,Eoin Christopher McCarthy,4th,1 3/4 l,7,11-5tp,93,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Dreamsrmadeofthis (IRE),T. Joseph Kelly,7,Enda Bolger,3rd,3 l,6,12-0p,102,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,Berliet Express (IRE),S. D. Torrens,0,P. J. Rothwell,2nd,8 l,7,10-10t,84,True,56,13
Limerick Racing Results | 25th May 2023 17:30,N/A,17:30,Good (Good To Yielding In Places),2m 1f 160y,The Eye Of Tulla (IRE),Peter Carberry,0,Brian M. McMahon,1st,N/A,7,10-1p,75,True,56,13
