track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Patrick Street,K C Sexton,0,A Kinirons,15th,26 l,6,11-12h,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,He Who Dares (IRE),R P Treacy,0,S Curling,14th,9 1/2 l,4,10-10,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Loulouless (FR),P T Enright,0,Brendan Walsh,13th,4 1/4 l,4,10-10,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Glens Sensation (IRE),Sam Ewing,0,Peter Fahey,12th,3/4 l,7,11-4,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Status Green (IRE),C M Quirke,3,J G Murphy,11th,Short Head,5,11-12,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Euro Maker (IRE),S W Flanagan,0,A Murray,10th,3 l,4,10-10,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,W B Easy (IRE),K M Donoghue,0,R O'Sullivan,9th,1 3/4 l,5,11-4h1,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Silent Guardian,D Meyler,0,E Mullins,8th,Neck,4,10-10,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Way Down We Go (IRE),P K Donovan,5,Charlie Keegan,7th,2 l,7,11-4,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Glendower,S O'Callaghan,5,E Doyle,6th,1 l,4,10-10,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Bobbysingindablues (IRE),J G Gilligan,5,P J Gilligan,5th,4 1/2 l,5,11-4,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Killian's Garden (IRE),E Walsh,0,Ciaran Murphy,4th,1 l,5,11-4,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Holy See (IRE),P Byrnes,0,W Durkan,3rd,8 1/2 l,4,11-4,119,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Yoradreamer,D E Mullins,0,W P Mullins,2nd,1 1/4 l,6,11-4,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Arch Empire (FR),D J Gilligan,0,G Elliott,1st,N/A,5,11-4,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Ballykinlar (IRE),A McCurtin,0,Donncha Duggan,NR,N/A,6,11-4t,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Patrick Street,K C Sexton,0,A Kinirons,15th,26 l,6,11-12h,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,He Who Dares (IRE),R P Treacy,0,S Curling,14th,9 1/2 l,4,10-10,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Loulouless (FR),P T Enright,0,Brendan Walsh,13th,4 1/4 l,4,10-10,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Glens Sensation (IRE),Sam Ewing,0,Peter Fahey,12th,3/4 l,7,11-4,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Status Green (IRE),C M Quirke,3,J G Murphy,11th,Short Head,5,11-12,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Euro Maker (IRE),S W Flanagan,0,A Murray,10th,3 l,4,10-10,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,W B Easy (IRE),K M Donoghue,0,R O'Sullivan,9th,1 3/4 l,5,11-4h1,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Silent Guardian,D Meyler,0,E Mullins,8th,Neck,4,10-10,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Way Down We Go (IRE),P K Donovan,5,Charlie Keegan,7th,2 l,7,11-4,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Glendower,S O'Callaghan,5,E Doyle,6th,1 l,4,10-10,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Bobbysingindablues (IRE),J G Gilligan,5,P J Gilligan,5th,4 1/2 l,5,11-4,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Killian's Garden (IRE),E Walsh,0,Ciaran Murphy,4th,1 l,5,11-4,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Holy See (IRE),P Byrnes,0,W Durkan,3rd,8 1/2 l,4,11-4,119,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Yoradreamer,D E Mullins,0,W P Mullins,2nd,1 1/4 l,6,11-4,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Arch Empire (FR),D J Gilligan,0,G Elliott,1st,N/A,5,11-4,-,True,168,27
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Zoffanien (IRE),J P Shinnick,5,T O'Brien,NR,N/A,8,11-2,120,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Garrybello (FR),Sam Ewing,0,T Cooper,NR,N/A,7,11-3ht,121,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Presenting Lad (IRE),P T Enright,0,M M McNiff,8th,18 l,9,10-12t,116,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Fiveonefive (IRE),J C Gainford,0,C Collins,7th,10 l,7,11-12,130,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Pakens Rock (IRE),C M Quirke,3,D Collins,6th,1 3/4 l,12,10-10,114,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Glenashling (IRE),K M Donoghue,0,G P Cromwell,5th,4 1/2 l,6,11-4h,122,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Flidais (IRE),S F O'Keeffe,0,J P Ryan,4th,4 l,7,10-5,109,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Baltic Bird,P M O'Brien,7,W Durkan,3rd,2 1/2 l,6,11-7,125,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Extrapolation (IRE),D E Mullins,0,R O'Brien,2nd,2 1/4 l,8,11-5,123,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Impero (IRE),D J Gilligan,0,C Collins,1st,N/A,6,11-3p,121,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Zoffanien (IRE),J P Shinnick,5,T O'Brien,NR,N/A,8,11-2,120,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Garrybello (FR),Sam Ewing,0,T Cooper,NR,N/A,7,11-3ht,121,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Presenting Lad (IRE),P T Enright,0,M M McNiff,8th,18 l,9,10-12t,116,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Fiveonefive (IRE),J C Gainford,0,C Collins,7th,10 l,7,11-12,130,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Pakens Rock (IRE),C M Quirke,3,D Collins,6th,1 3/4 l,12,10-10,114,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Glenashling (IRE),K M Donoghue,0,G P Cromwell,5th,4 1/2 l,6,11-4h,122,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Flidais (IRE),S F O'Keeffe,0,J P Ryan,4th,4 l,7,10-5,109,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Baltic Bird,P M O'Brien,7,W Durkan,3rd,2 1/2 l,6,11-7,125,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Extrapolation (IRE),D E Mullins,0,R O'Brien,2nd,2 1/4 l,8,11-5,123,True,168,28
Ballinrobe Racing Results | 11th April 2025 17:47,N/A,17:47,Good (Good To Yielding In Places),2m 185y,Impero (IRE),D J Gilligan,0,C Collins,1st,N/A,6,11-3p,121,True,168,28
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,She Is Electric (IRE),S O'Callaghan,5,N Lee,NR,N/A,10,11-12h,114,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Neon Diamond (IRE),Sam Ewing,0,G Elliott,NR,N/A,6,11-4p1,106,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Innatendue (FR),Rachael Blackmore,0,H De Bromhead,9th,48 l,7,11-8,110,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Miss Lia (IRE),T Power Roche,5,P J Rothwell,8th,Neck,5,10-5,93,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Killinure Lass (IRE),K M Donoghue,0,J P Dempsey,7th,Neck,8,11-4,106,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Rachel's Secret (IRE),P K Donovan,5,D Queally,6th,1 1/4 l,6,11-10t,112,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Ladiam (IRE),G B Noonan,5,N Lee,5th,6 l,8,10-4,92,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Ad Caelum (IRE),S F O'Keeffe,0,J P Ryan,4th,1/2 l,6,11-7,109,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Burvea (IRE),D J Gilligan,0,D Broad,3rd,6 1/2 l,5,11-3h,105,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Jolie Jewel (FR),P T Enright,0,B McMahon,2nd,4 l,6,11-7h,109,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Straight Home (IRE),Miss J Townend,0,W P Mullins,1st,N/A,8,11-10t,112,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,She Is Electric (IRE),S O'Callaghan,5,N Lee,NR,N/A,10,11-12h,114,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Neon Diamond (IRE),Sam Ewing,0,G Elliott,NR,N/A,6,11-4p1,106,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Innatendue (FR),Rachael Blackmore,0,H De Bromhead,9th,48 l,7,11-8,110,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Miss Lia (IRE),T Power Roche,5,P J Rothwell,8th,Neck,5,10-5,93,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Killinure Lass (IRE),K M Donoghue,0,J P Dempsey,7th,Neck,8,11-4,106,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Rachel's Secret (IRE),P K Donovan,5,D Queally,6th,1 1/4 l,6,11-10t,112,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Ladiam (IRE),G B Noonan,5,N Lee,5th,6 l,8,10-4,92,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Ad Caelum (IRE),S F O'Keeffe,0,J P Ryan,4th,1/2 l,6,11-7,109,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Burvea (IRE),D J Gilligan,0,D Broad,3rd,6 1/2 l,5,11-3h,105,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Jolie Jewel (FR),P T Enright,0,B McMahon,2nd,4 l,6,11-7h,109,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:17,N/A,18:17,Good,2m 5f 110y,Straight Home (IRE),Miss J Townend,0,W P Mullins,1st,N/A,8,11-10t,112,True,168,29
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Kalnoo (IRE),C M Quirke,3,P Kiely,NR,N/A,8,10-8tp,80,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Manhattan Brook (IRE),C Stone-Walsh,3,A Murray,NR,N/A,7,10-0p,72,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Yenaled Dream (IRE),S O'Callaghan,5,E Doyle,PU,N/A,5,11-2,88,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Max Time (IRE),R P Geoghegan,7,I Madden,14th,22 l,8,10-9,81,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Princess Fiadh (IRE),S D Torrens,0,K A Heffernan,13th,1/2 l,6,10-7t,79,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Royal Reprobate (IRE),D J O'Keeffe,0,R O'Sullivan,12th,15 l,5,11-11,97,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Moonshine Girl (IRE),J G Gilligan,5,P J Gilligan,11th,4 1/4 l,6,10-8,80,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Winter Carnival (IRE),A M King,7,J Neilan,10th,Neck,10,10-6,78,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Western Comandor (IRE),P Hanlon,7,J J Hanlon,9th,4 l,7,11-13,99,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Restless Son (IRE),G B Noonan,5,N Lee,8th,Neck,8,10-10,82,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,But What About Me (IRE),T Power Roche,5,N Lee,7th,3/4 l,7,10-10,82,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Evans Secret,P T Enright,0,M M McNiff,6th,2 1/2 l,6,11-7t,93,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Rose Boum (FR),R Deegan,0,P Nolan,5th,2 3/4 l,5,11-0b1,86,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Ardfert Mary (IRE),D E Mullins,0,J P Ryan,4th,Nose,8,10-7,79,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Klassman (IRE),D Meyler,0,S Nolan,3rd,1 1/2 l,7,10-10tp,82,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,The Vegas Raider (IRE),D J Gilligan,0,K A Heffernan,2nd,1/2 l,7,11-11tv,97,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,It's Time Again (IRE),J P Shinnick,5,David Barry,1st,N/A,9,11-4,90,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Kalnoo (IRE),C M Quirke,3,P Kiely,NR,N/A,8,10-8tp,80,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Manhattan Brook (IRE),C Stone-Walsh,3,A Murray,NR,N/A,7,10-0p,72,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Yenaled Dream (IRE),S O'Callaghan,5,E Doyle,PU,N/A,5,11-2,88,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Max Time (IRE),R P Geoghegan,7,I Madden,14th,22 l,8,10-9,81,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Princess Fiadh (IRE),S D Torrens,0,K A Heffernan,13th,1/2 l,6,10-7t,79,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Royal Reprobate (IRE),D J O'Keeffe,0,R O'Sullivan,12th,15 l,5,11-11,97,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Moonshine Girl (IRE),J G Gilligan,5,P J Gilligan,11th,4 1/4 l,6,10-8,80,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Winter Carnival (IRE),A M King,7,J Neilan,10th,Neck,10,10-6,78,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Western Comandor (IRE),P Hanlon,7,J J Hanlon,9th,4 l,7,11-13,99,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Restless Son (IRE),G B Noonan,5,N Lee,8th,Neck,8,10-10,82,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,But What About Me (IRE),T Power Roche,5,N Lee,7th,3/4 l,7,10-10,82,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Evans Secret,P T Enright,0,M M McNiff,6th,2 1/2 l,6,11-7t,93,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Rose Boum (FR),R Deegan,0,P Nolan,5th,2 3/4 l,5,11-0b1,86,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Ardfert Mary (IRE),D E Mullins,0,J P Ryan,4th,Nose,8,10-7,79,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,Klassman (IRE),D Meyler,0,S Nolan,3rd,1 1/2 l,7,10-10tp,82,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,The Vegas Raider (IRE),D J Gilligan,0,K A Heffernan,2nd,1/2 l,7,11-11tv,97,True,168,30
Ballinrobe Racing Results | 11th April 2025 18:47,N/A,18:47,Good,2m 5f 110y,It's Time Again (IRE),J P Shinnick,5,David Barry,1st,N/A,9,11-4,90,True,168,30
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Knockbrack Rambler (IRE),P T Enright,0,Brendan Walsh,12th,4 1/2 l,8,11-5,101,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Shotgun Jack (IRE),P K Donovan,5,P G Kelly,11th,3/4 l,7,11-12,108,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Tell Me Again (IRE),J G Gilligan,5,P J Gilligan,10th,6 1/2 l,7,11-2,98,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Mr Mcwhinny (IRE),J C Gainford,0,P J Gilligan,9th,13 l,7,10-3,85,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Stealthy Tom (IRE),S D Torrens,0,E Bolger,8th,9 l,10,11-4,100,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Nazine (IRE),C M Quirke,3,M J McDonagh,7th,4 1/2 l,8,10-7b,89,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Ahead Of The Posse (IRE),K M Donoghue,0,G P Cromwell,6th,4 1/2 l,8,11-11tp1,107,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Paul Collins (IRE),R Deegan,0,B McMahon,5th,10 l,5,11-9,105,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,St Anthonys Corner (IRE),S O'Callaghan,5,N Lee,4th,1/2 l,5,10-9,91,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Leading Endeavour (IRE),T Power Roche,5,P J Rothwell,3rd,1/2 l,6,10-5,87,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Love Like This (IRE),D King,0,J P Ryan,2nd,1 1/2 l,7,10-9,91,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Tomas O Maille (IRE),A McCurtin,0,M Flannery,1st,N/A,8,11-4,100,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Knockbrack Rambler (IRE),P T Enright,0,Brendan Walsh,12th,4 1/2 l,8,11-5,101,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Shotgun Jack (IRE),P K Donovan,5,P G Kelly,11th,3/4 l,7,11-12,108,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Tell Me Again (IRE),J G Gilligan,5,P J Gilligan,10th,6 1/2 l,7,11-2,98,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Mr Mcwhinny (IRE),J C Gainford,0,P J Gilligan,9th,13 l,7,10-3,85,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Stealthy Tom (IRE),S D Torrens,0,E Bolger,8th,9 l,10,11-4,100,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Nazine (IRE),C M Quirke,3,M J McDonagh,7th,4 1/2 l,8,10-7b,89,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Ahead Of The Posse (IRE),K M Donoghue,0,G P Cromwell,6th,4 1/2 l,8,11-11tp1,107,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Paul Collins (IRE),R Deegan,0,B McMahon,5th,10 l,5,11-9,105,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,St Anthonys Corner (IRE),S O'Callaghan,5,N Lee,4th,1/2 l,5,10-9,91,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Leading Endeavour (IRE),T Power Roche,5,P J Rothwell,3rd,1/2 l,6,10-5,87,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Love Like This (IRE),D King,0,J P Ryan,2nd,1 1/2 l,7,10-9,91,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:17,N/A,19:17,Good,2m 5f 110y,Tomas O Maille (IRE),A McCurtin,0,M Flannery,1st,N/A,8,11-4,100,True,168,31
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Never Late (IRE),Mr R W Barron,5,C Byrnes,NR,N/A,4,11-3,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Katchforce (IRE),Mr A P Ryan,7,Charlie Keegan,PU,N/A,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Sarah The Jewel (IRE),Mr E P O'Brien,5,Paul Tobin,15th,27 l,4,11-3,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Facile Ocean (IRE),Mr E Finegan,7,Ciaran Murphy,14th,9 l,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Danalii (IRE),Mr O T Gilligan,7,P J Gilligan,13th,1 l,4,11-10,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Middlethird Marvel,Mr Alan O'Sullivan,7,N Lee,12th,3/4 l,4,11-3,-,True,168,32
Ballinrobe Racing Results | 11th April 2025 19:47,N/A,19:47,Good,2m 185y,Blazing Duke (IRE),Mr D G Lavery,0,G P Cromwell,11th,2 1/4 l,4,11-10,-,True,168,32
