track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Inchiquin Maid (IRE),G F Carroll,0,C Timmons,3rd,Short Head,6,9-11,67,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Makaiah (IRE),S Foley,0,Gerard O'Leary,2nd,1 1/2 l,4,8-13,55,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,The Truant (IRE),R Whearty,3,P W Flynn,1st,N/A,8,9-8t,64,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Jazz Forever (IRE),D McMonagle,0,P W Flynn,NR,N/A,5,9-1,57,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Viceregent,J A Heffernan,0,H D McGuigan,11th,17 l,8,9-9,65,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Churchwarden (IRE),D W O'Connor,0,J C McConnell,10th,1 3/4 l,5,10-1,71,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Duke Of Leggagh (IRE),W Joyce,5,M Mulvany,9th,1 l,5,9-13t,69,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Bynx (IRE),M W Hassett,5,M Hassett,8th,1 1/4 l,7,8-11,53,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Imarajan (IRE),C D Hayes,0,E & P Harty,7th,Head,4,9-12t,68,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Scott Lang (IRE),L T McAteer,0,P W Flynn,6th,1/2 l,8,9-12p,68,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Tudor Manor (IRE),R Donaghue-Leahy,7,P J Flynn,5th,1 1/2 l,9,10-2,72,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Billie Frechette (IRE),C T Keane,0,N Meade,4th,1/2 l,4,9-4t,60,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Inchiquin Maid (IRE),G F Carroll,0,C Timmons,3rd,Short Head,6,9-11,67,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,Makaiah (IRE),S Foley,0,Gerard O'Leary,2nd,1 1/2 l,4,8-13,55,True,168,7
Navan Racing Results | 8th April 2025 15:40,N/A,15:40,Good,1m 6f,The Truant (IRE),R Whearty,3,P W Flynn,1st,N/A,8,9-8t,64,True,168,7
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Princess Of Saxony (IRE),W J Lee,0,A Oliver,NR,N/A,3,9-3,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,God The Highness (IRE),S Foley,0,Mrs J Harrington,11th,Neck,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Woodlea (FR),L F Roche,0,Eoghan O'Neill,10th,4 1/2 l,3,9-3,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,General Grant (IRE),C T Keane,0,N Meade,9th,3 1/4 l,3,9-8t,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Edelak (IRE),J A Powell,3,J P Murtagh,8th,Short Head,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Invigorated (IRE),N M Crosse,0,Mrs J Harrington,7th,2 3/4 l,3,9-3,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Palavar (IRE),D P McDonogh,0,J P O'Brien,6th,3 1/2 l,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Retrograde (IRE),G M Ryan,0,Donnacha O'Brien,5th,1 3/4 l,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Treasure Planet (IRE),P A Harnett,5,Donnacha O'Brien,4th,1 1/4 l,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Nobler (GER),D McMonagle,0,J P O'Brien,3rd,Neck,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Vorfreude (IRE),G F Carroll,0,J G Murphy,2nd,1 3/4 l,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Dakota Blue (FR),B M Coen,0,J P Murtagh,1st,N/A,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Princess Of Saxony (IRE),W J Lee,0,A Oliver,NR,N/A,3,9-3,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,God The Highness (IRE),S Foley,0,Mrs J Harrington,11th,Neck,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Woodlea (FR),L F Roche,0,Eoghan O'Neill,10th,4 1/2 l,3,9-3,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,General Grant (IRE),C T Keane,0,N Meade,9th,3 1/4 l,3,9-8t,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Edelak (IRE),J A Powell,3,J P Murtagh,8th,Short Head,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Invigorated (IRE),N M Crosse,0,Mrs J Harrington,7th,2 3/4 l,3,9-3,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Palavar (IRE),D P McDonogh,0,J P O'Brien,6th,3 1/2 l,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Retrograde (IRE),G M Ryan,0,Donnacha O'Brien,5th,1 3/4 l,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Treasure Planet (IRE),P A Harnett,5,Donnacha O'Brien,4th,1 1/4 l,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Nobler (GER),D McMonagle,0,J P O'Brien,3rd,Neck,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Vorfreude (IRE),G F Carroll,0,J G Murphy,2nd,1 3/4 l,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:15,N/A,16:15,Good,1m 2f,Dakota Blue (FR),B M Coen,0,J P Murtagh,1st,N/A,3,9-8,-,True,168,8
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Barretstown (IRE),M W Hassett,0,C O'Dwyer,NR,N/A,7,9-5,61,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Out On Friday (IRE),R M Mulligan,4,P Byrne,13th,1 l,9,9-10,66,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Tuba,D King,0,R O'Brien,12th,5 1/2 l,4,10-0,70,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Seti (IRE),J A Powell,0,N Meade,11th,1/2 l,4,9-9tb1,65,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Purple Sky (IRE),W Joyce,0,J S Bolger,10th,Neck,4,9-8t,64,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Church Mountain (IRE),D J O'Connor,7,D Hogan,9th,3/4 l,7,9-10tp,66,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Heliogabalus (IRE),S Coen,7,S Byrne,8th,3/4 l,4,9-12,68,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Rain (GER),Alexandra Egan,7,E & P Harty,7th,Short Head,6,9-8,64,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Harseva (IRE),J J G Ryan,0,P Magee,6th,3/4 l,5,8-12h1,54,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Summer Snow (IRE),P McGettigan,7,P Lawlor,5th,1/2 l,5,9-12,68,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Yes Oui Si (IRE),K G Kennedy,2,Mrs J Harrington,4th,2 3/4 l,4,10-0,70,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Step To Somewhere,J Kearney,0,D K Weld,3rd,2 l,4,9-6b,62,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Secret World (IRE),D S O'Sullivan,7,Gerard O'Leary,2nd,1 3/4 l,4,10-0,70,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Hurricane Helen,R Whearty,0,C Timmons,1st,N/A,7,9-7,63,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Barretstown (IRE),M W Hassett,0,C O'Dwyer,NR,N/A,7,9-5,61,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Out On Friday (IRE),R M Mulligan,4,P Byrne,13th,1 l,9,9-10,66,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Tuba,D King,0,R O'Brien,12th,5 1/2 l,4,10-0,70,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Seti (IRE),J A Powell,0,N Meade,11th,1/2 l,4,9-9tb1,65,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Purple Sky (IRE),W Joyce,0,J S Bolger,10th,Neck,4,9-8t,64,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Church Mountain (IRE),D J O'Connor,7,D Hogan,9th,3/4 l,7,9-10tp,66,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Heliogabalus (IRE),S Coen,7,S Byrne,8th,3/4 l,4,9-12,68,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Rain (GER),Alexandra Egan,7,E & P Harty,7th,Short Head,6,9-8,64,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Harseva (IRE),J J G Ryan,0,P Magee,6th,3/4 l,5,8-12h1,54,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Summer Snow (IRE),P McGettigan,7,P Lawlor,5th,1/2 l,5,9-12,68,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Yes Oui Si (IRE),K G Kennedy,2,Mrs J Harrington,4th,2 3/4 l,4,10-0,70,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Step To Somewhere,J Kearney,0,D K Weld,3rd,2 l,4,9-6b,62,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Secret World (IRE),D S O'Sullivan,7,Gerard O'Leary,2nd,1 3/4 l,4,10-0,70,True,168,9
Navan Racing Results | 8th April 2025 16:50,N/A,16:50,Good,1m 2f,Hurricane Helen,R Whearty,0,C Timmons,1st,N/A,7,9-7,63,True,168,9
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Coulstys Way (IRE),P McGettigan,7,P Magee,NR,N/A,3,8-8h1,52,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Your Call (IRE),J A Powell,3,N Meade,19th,46 l,3,9-6,64,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,One Of A Kind (IRE),B M Coen,0,J P Murtagh,18th,6 l,3,9-7p1,65,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,All Right By Me (IRE),C T Keane,0,G M Lyons,17th,2 l,3,10-0b,72,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Real Petite (GER),J A Heffernan,0,T Mullins,16th,3/4 l,3,9-4,62,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Live Like The Boss (IRE),S Foley,0,Mrs J Harrington,15th,1 1/2 l,3,9-8,66,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Let Her Cook (IRE),A J Slattery,0,William Harvey,14th,4 1/4 l,3,8-7,51,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Booklight (IRE),W J Lee,0,N Lupini,13th,3/4 l,3,10-0,72,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Buck Barrow,G M Ryan,0,M Fahey,12th,Neck,3,8-10p,54,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Antoine De Paris (IRE),R Whearty,3,N Meade,11th,1 1/4 l,3,9-10,68,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Sottsands (IRE),S Coen,7,A McGuinness,10th,Head,3,9-10v,68,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Blondina (IRE),R Coakley,0,J S Bolger,9th,Short Head,3,9-4,62,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Glinka (IRE),S T McCullagh,0,J P O'Brien,8th,Short Head,3,10-1t,73,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Elvetham (IRE),C D Hayes,0,D K Weld,7th,Short Head,3,9-3h1,61,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Baila Conmigo (IRE),J Cleary,5,A Murray,6th,1 3/4 l,3,9-6,64,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Johnny's Oasis,Adam Caffrey,0,A McGuinness,5th,1/2 l,3,9-5v1,63,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Angelo Pio (IRE),M W Hassett,5,J P O'Brien,4th,1 3/4 l,3,9-12t,70,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Ice Jet (IRE),N M Crosse,0,John O'Donoghue,3rd,1/2 l,3,9-7,65,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Palmezzano (IRE),D P McDonogh,0,J P O'Brien,2nd,1/2 l,3,9-11,69,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Junkyard Dog (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-10,68,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Coulstys Way (IRE),P McGettigan,7,P Magee,NR,N/A,3,8-8h1,52,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Your Call (IRE),J A Powell,3,N Meade,19th,46 l,3,9-6,64,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,One Of A Kind (IRE),B M Coen,0,J P Murtagh,18th,6 l,3,9-7p1,65,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,All Right By Me (IRE),C T Keane,0,G M Lyons,17th,2 l,3,10-0b,72,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Real Petite (GER),J A Heffernan,0,T Mullins,16th,3/4 l,3,9-4,62,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Live Like The Boss (IRE),S Foley,0,Mrs J Harrington,15th,1 1/2 l,3,9-8,66,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Let Her Cook (IRE),A J Slattery,0,William Harvey,14th,4 1/4 l,3,8-7,51,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Booklight (IRE),W J Lee,0,N Lupini,13th,3/4 l,3,10-0,72,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Buck Barrow,G M Ryan,0,M Fahey,12th,Neck,3,8-10p,54,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Antoine De Paris (IRE),R Whearty,3,N Meade,11th,1 1/4 l,3,9-10,68,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Sottsands (IRE),S Coen,7,A McGuinness,10th,Head,3,9-10v,68,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Blondina (IRE),R Coakley,0,J S Bolger,9th,Short Head,3,9-4,62,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Glinka (IRE),S T McCullagh,0,J P O'Brien,8th,Short Head,3,10-1t,73,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Elvetham (IRE),C D Hayes,0,D K Weld,7th,Short Head,3,9-3h1,61,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Baila Conmigo (IRE),J Cleary,5,A Murray,6th,1 3/4 l,3,9-6,64,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Johnny's Oasis,Adam Caffrey,0,A McGuinness,5th,1/2 l,3,9-5v1,63,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Angelo Pio (IRE),M W Hassett,5,J P O'Brien,4th,1 3/4 l,3,9-12t,70,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Ice Jet (IRE),N M Crosse,0,John O'Donoghue,3rd,1/2 l,3,9-7,65,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Palmezzano (IRE),D P McDonogh,0,J P O'Brien,2nd,1/2 l,3,9-11,69,True,168,10
Navan Racing Results | 8th April 2025 17:20,N/A,17:20,Good,1m 2f,Junkyard Dog (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-10,68,True,168,10
N/A,N/A,13:48,Good,1m 2f,Own Your Day (IRE),R Coakley,0,J S Bolger,7th,Head,3,9-3,-,True,168,11
N/A,N/A,13:48,Good,1m 2f,Takemetothemoon (IRE),G M Ryan,0,A P O'Brien,6th,3/4 l,3,9-3,-,True,168,11
N/A,N/A,13:48,Good,1m 2f,Two For Joy (IRE),J Cleary,5,A P O'Brien,5th,5 l,3,9-3,-,True,168,11
N/A,N/A,13:48,Good,1m 2f,Butterfly Wings (USA),R L Moore,0,A P O'Brien,4th,1 1/4 l,3,9-3,-,True,168,11
N/A,N/A,13:48,Good,1m 2f,Etawa (IRE),C D Hayes,0,D K Weld,3rd,1/2 l,3,9-3,-,True,168,11
N/A,N/A,13:48,Good,1m 2f,Tswalu (IRE),D McMonagle,0,J P O'Brien,2nd,4 1/2 l,3,9-3,-,True,168,11
N/A,N/A,13:48,Good,1m 2f,Catalina Delcarpio (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-3,-,True,168,11
N/A,N/A,13:48,Good,1m 2f,Own Your Day (IRE),R Coakley,0,J S Bolger,7th,Head,3,9-3,-,True,168,11
N/A,N/A,13:48,Good,1m 2f,Takemetothemoon (IRE),G M Ryan,0,A P O'Brien,6th,3/4 l,3,9-3,-,True,168,11
N/A,N/A,13:48,Good,1m 2f,Two For Joy (IRE),J Cleary,5,A P O'Brien,5th,5 l,3,9-3,-,True,168,11
N/A,N/A,13:48,Good,1m 2f,Butterfly Wings (USA),R L Moore,0,A P O'Brien,4th,1 1/4 l,3,9-3,-,True,168,11
N/A,N/A,13:48,Good,1m 2f,Etawa (IRE),C D Hayes,0,D K Weld,3rd,1/2 l,3,9-3,-,True,168,11
N/A,N/A,13:48,Good,1m 2f,Tswalu (IRE),D McMonagle,0,J P O'Brien,2nd,4 1/2 l,3,9-3,-,True,168,11
N/A,N/A,13:48,Good,1m 2f,Catalina Delcarpio (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-3,-,True,168,11
N/A,N/A,14:18,Good  (Turf),1m 2f,Roosevelt,D P McDonogh,0,A P O'Brien,10th,Nose,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Galaxy Wonder (IRE),L F Roche,0,A McNamara,9th,1 1/4 l,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Jr Mahon (IRE),S Foley,0,Mrs J Harrington,8th,3/4 l,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Kilcrea Rock (IRE),D McMonagle,0,J P O'Brien,7th,Head,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Cooley's Mist (IRE),W J Lee,0,N Lupini,6th,1/2 l,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Keyboard (IRE),R Coakley,0,J S Bolger,5th,2 1/2 l,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Lombardi Trophy (IRE),G M Ryan,0,Donnacha O'Brien,4th,3/4 l,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Gun Carriage (USA),M Crehan,3,A P O'Brien,3rd,Head,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Game Point (IRE),C T Keane,0,G M Lyons,2nd,2 1/4 l,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Stay True (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Roosevelt,D P McDonogh,0,A P O'Brien,10th,Nose,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Galaxy Wonder (IRE),L F Roche,0,A McNamara,9th,1 1/4 l,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Jr Mahon (IRE),S Foley,0,Mrs J Harrington,8th,3/4 l,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Kilcrea Rock (IRE),D McMonagle,0,J P O'Brien,7th,Head,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Cooley's Mist (IRE),W J Lee,0,N Lupini,6th,1/2 l,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Keyboard (IRE),R Coakley,0,J S Bolger,5th,2 1/2 l,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Lombardi Trophy (IRE),G M Ryan,0,Donnacha O'Brien,4th,3/4 l,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Gun Carriage (USA),M Crehan,3,A P O'Brien,3rd,Head,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Game Point (IRE),C T Keane,0,G M Lyons,2nd,2 1/4 l,3,9-8,-,True,168,12
N/A,N/A,14:18,Good  (Turf),1m 2f,Stay True (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-8,-,True,168,12
N/A,N/A,14:48,Good,1m 2f,The Real Screamer (IRE),Non Runner,0,P W Flynn,NR,N/A,4,8-13,71,True,168,13
N/A,N/A,14:48,Good,1m 2f,Quatre Bras (IRE),W J Lee,0,R O'Brien,15th,2 1/2 l,4,9-10,82,True,168,13
N/A,N/A,14:48,Good,1m 2f,Expound,J M Sheridan,0,D Hogan,14th,7 l,6,9-4tp,76,True,168,13
N/A,N/A,14:48,Good,1m 2f,Pralognan (FR),J A Heffernan,0,A J Martin,13th,3/4 l,6,9-2t,74,True,168,13
N/A,N/A,14:48,Good,1m 2f,Shemozzle (IRE),J Kearney,5,Stephen Thorne,12th,2 3/4 l,4,9-12,84,True,168,13
N/A,N/A,14:48,Good,1m 2f,Ozark Daze,J J G Ryan,3,J Davison,11th,1/2 l,4,9-8,80,True,168,13
N/A,N/A,14:48,Good,1m 2f,Instant Appeal,S Foley,0,Mrs J Harrington,10th,Nose,4,9-12,84,True,168,13
N/A,N/A,14:48,Good,1m 2f,Migdam (FR),Adam Caffrey,0,A McGuinness,9th,2 3/4 l,6,9-1v,73,True,168,13
N/A,N/A,14:48,Good,1m 2f,Solar Breeze (IRE),S T McCullagh,0,Daniel McLoughlin,8th,1 l,6,9-5p,77,True,168,13
N/A,N/A,14:48,Good,1m 2f,Slieve Binnian (IRE),L T McAteer,0,D Marnane,7th,Head,5,9-11,83,True,168,13
N/A,N/A,14:48,Good,1m 2f,Pepper Noir (IRE),G F Carroll,0,J C McConnell,6th,1 1/4 l,4,9-10,82,True,168,13
N/A,N/A,14:48,Good,1m 2f,Dutch Gold (IRE),J A Powell,3,N Meade,5th,Short Head,5,10-0,86,True,168,13
N/A,N/A,14:48,Good,1m 2f,Sacred Oath (IRE),C D Hayes,0,D K Weld,4th,1 l,4,9-5p,77,True,168,13
N/A,N/A,14:48,Good,1m 2f,Cheeky Wink (IRE),B M Coen,0,J P Murtagh,3rd,1 l,4,9-13p,85,True,168,13
N/A,N/A,14:48,Good,1m 2f,Ard Na Mara (IRE),D P McDonogh,0,J S Bolger,2nd,2 3/4 l,4,9-0t,72,True,168,13
N/A,N/A,14:48,Good,1m 2f,Himalayan Heights (IRE),C T Keane,0,G M Lyons,1st,N/A,4,9-13,85,True,168,13
N/A,N/A,14:48,Good,1m 2f,The Real Screamer (IRE),Non Runner,0,P W Flynn,NR,N/A,4,8-13,71,True,168,13
N/A,N/A,14:48,Good,1m 2f,Quatre Bras (IRE),W J Lee,0,R O'Brien,15th,2 1/2 l,4,9-10,82,True,168,13
N/A,N/A,14:48,Good,1m 2f,Expound,J M Sheridan,0,D Hogan,14th,7 l,6,9-4tp,76,True,168,13
N/A,N/A,14:48,Good,1m 2f,Pralognan (FR),J A Heffernan,0,A J Martin,13th,3/4 l,6,9-2t,74,True,168,13
N/A,N/A,14:48,Good,1m 2f,Shemozzle (IRE),J Kearney,5,Stephen Thorne,12th,2 3/4 l,4,9-12,84,True,168,13
N/A,N/A,14:48,Good,1m 2f,Ozark Daze,J J G Ryan,3,J Davison,11th,1/2 l,4,9-8,80,True,168,13
N/A,N/A,14:48,Good,1m 2f,Instant Appeal,S Foley,0,Mrs J Harrington,10th,Nose,4,9-12,84,True,168,13
N/A,N/A,14:48,Good,1m 2f,Migdam (FR),Adam Caffrey,0,A McGuinness,9th,2 3/4 l,6,9-1v,73,True,168,13
N/A,N/A,14:48,Good,1m 2f,Solar Breeze (IRE),S T McCullagh,0,Daniel McLoughlin,8th,1 l,6,9-5p,77,True,168,13
N/A,N/A,14:48,Good,1m 2f,Slieve Binnian (IRE),L T McAteer,0,D Marnane,7th,Head,5,9-11,83,True,168,13
N/A,N/A,14:48,Good,1m 2f,Pepper Noir (IRE),G F Carroll,0,J C McConnell,6th,1 1/4 l,4,9-10,82,True,168,13
N/A,N/A,14:48,Good,1m 2f,Dutch Gold (IRE),J A Powell,3,N Meade,5th,Short Head,5,10-0,86,True,168,13
