track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Ballinrobe Racing Results | 22nd July 2024 17:10,N/A,17:10,Yielding To Soft,1m 1f 126y,Cordouan (FR),C J MacRedmond,5,A McGuinness,5th,1 l,6,8-12,-,True,129,20
Ballinrobe Racing Results | 22nd July 2024 17:10,N/A,17:10,Yielding To Soft,1m 1f 126y,Dumb Love (IRE),D S O'Sullivan,10,Gerard O'Leary,4th,1 3/4 l,4,10-2tp1,-,True,129,20
Ballinrobe Racing Results | 22nd July 2024 17:10,N/A,17:10,Yielding To Soft,1m 1f 126y,Santa Catarina,J J G Ryan,5,W P Browne,3rd,3 1/2 l,5,8-10h,-,True,129,20
Ballinrobe Racing Results | 22nd July 2024 17:10,N/A,17:10,Yielding To Soft,1m 1f 126y,Quick Blessing (IRE),R Whearty,5,C Moore,2nd,7 l,4,9-0,-,True,129,20
Ballinrobe Racing Results | 22nd July 2024 17:10,N/A,17:10,Yielding To Soft,1m 1f 126y,Magnetic North (IRE),D McMonagle,0,Ian Donoghue,1st,N/A,9,9-6v,-,True,129,20
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,The Real Screamer (IRE),R Whearty,5,P W Flynn,13th,19 l,3,9-8,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Seurat (IRE),D E Sheehy,0,W T Farrell,12th,15 l,3,9-8,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Thisoldheartofmine (IRE),M P Sheehy,0,J P O'Brien,11th,Head,3,9-3t1,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Pink Aurora (IRE),D P McDonogh,0,J P O'Brien,10th,1 1/4 l,3,9-3,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Buckhead Betty (IRE),D McMonagle,0,J P O'Brien,9th,1 1/2 l,3,9-3,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Thompson Gunner (IRE),C T Keane,0,Cian Hughes,8th,Neck,3,9-8p1,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,I Bid You Ajou (FR),R P Whelan,0,M Fahey,7th,2 1/2 l,3,9-8,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Redemptive Power (IRE),G F Carroll,0,G P Cromwell,6th,Head,3,9-8,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Step To Somewhere,C D Hayes,0,D K Weld,5th,1 1/4 l,3,9-3,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,El Regalo (IRE),K G Kennedy,7,E Mullins,4th,1/2 l,3,9-8,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Guest Star,J Cleary,7,M Fahey,3rd,5 1/2 l,3,9-8b,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Tanazadia (IRE),B M Coen,0,J P Murtagh,2nd,3 1/2 l,3,9-3,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Presence (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-3,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,The Real Screamer (IRE),R Whearty,5,P W Flynn,13th,19 l,3,9-8,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Seurat (IRE),D E Sheehy,0,W T Farrell,12th,15 l,3,9-8,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Thisoldheartofmine (IRE),M P Sheehy,0,J P O'Brien,11th,Head,3,9-3t1,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Pink Aurora (IRE),D P McDonogh,0,J P O'Brien,10th,1 1/4 l,3,9-3,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Buckhead Betty (IRE),D McMonagle,0,J P O'Brien,9th,1 1/2 l,3,9-3,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Thompson Gunner (IRE),C T Keane,0,Cian Hughes,8th,Neck,3,9-8p1,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,I Bid You Ajou (FR),R P Whelan,0,M Fahey,7th,2 1/2 l,3,9-8,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Redemptive Power (IRE),G F Carroll,0,G P Cromwell,6th,Head,3,9-8,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Step To Somewhere,C D Hayes,0,D K Weld,5th,1 1/4 l,3,9-3,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,El Regalo (IRE),K G Kennedy,7,E Mullins,4th,1/2 l,3,9-8,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Guest Star,J Cleary,7,M Fahey,3rd,5 1/2 l,3,9-8b,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Tanazadia (IRE),B M Coen,0,J P Murtagh,2nd,3 1/2 l,3,9-3,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 17:40,N/A,17:40,Yielding To Soft,1m 1f 126y,Presence (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-3,-,True,129,21
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Alonzo,H J Horgan,5,J P O'Brien,NR,N/A,3,10-3,78,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Next Trick (IRE),J J G Ryan,5,D K Weld,NR,N/A,3,9-13,74,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Share The Treasure (IRE),J M Sheridan,0,T Hogan,NR,N/A,3,8-8,55,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Spunog (IRE),R P Cleary,0,T Cleary,NR,N/A,3,9-2,63,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,The Crafty Girl (IRE),Gabriella Hill,10,Alan McIntyre,7th,27 l,3,9-11,72,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Butterfly Bush (IRE),S Foley,0,P Magee,6th,3 1/2 l,3,8-10,57,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,More Profit (IRE),R Whearty,5,G P Cromwell,5th,1 3/4 l,3,8-11,58,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Gregorina (IRE),J A Powell,3,A McGuinness,4th,1 1/4 l,3,8-7v,52,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Nika Pika (IRE),R C Colgan,0,P Magee,3rd,Neck,3,9-8t,69,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Jack Spriggins (IRE),B M Coen,0,J P Murtagh,2nd,2 1/4 l,3,9-12t,73,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Dont Do Dramas (IRE),W Joyce,5,M Mulvany,1st,N/A,3,9-6,67,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Alonzo,H J Horgan,5,J P O'Brien,NR,N/A,3,10-3,78,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Next Trick (IRE),J J G Ryan,5,D K Weld,NR,N/A,3,9-13,74,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Share The Treasure (IRE),J M Sheridan,0,T Hogan,NR,N/A,3,8-8,55,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Spunog (IRE),R P Cleary,0,T Cleary,NR,N/A,3,9-2,63,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,The Crafty Girl (IRE),Gabriella Hill,10,Alan McIntyre,7th,27 l,3,9-11,72,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Butterfly Bush (IRE),S Foley,0,P Magee,6th,3 1/2 l,3,8-10,57,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,More Profit (IRE),R Whearty,5,G P Cromwell,5th,1 3/4 l,3,8-11,58,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Gregorina (IRE),J A Powell,3,A McGuinness,4th,1 1/4 l,3,8-7v,52,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Nika Pika (IRE),R C Colgan,0,P Magee,3rd,Neck,3,9-8t,69,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Jack Spriggins (IRE),B M Coen,0,J P Murtagh,2nd,2 1/4 l,3,9-12t,73,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:10,N/A,18:10,Soft,1m 1f 126y,Dont Do Dramas (IRE),W Joyce,5,M Mulvany,1st,N/A,3,9-6,67,True,129,22
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,The Black Tiger (USA),C Horgan,7,Ms F M Crowley,NR,N/A,4,10-5b,80,True,129,23
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,Queenie St Clair (IRE),C T Keane,0,E D Delany,7th,12 l,4,9-9,70,True,129,23
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,Nibras Rainbow (IRE),R Whearty,5,P W Flynn,6th,1/2 l,4,8-10t,57,True,129,23
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,Simpson's Paradox (IRE),C D Maxwell,0,J A Kinsella,5th,1 1/4 l,4,9-6p1,67,True,129,23
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,Bear Profit (IRE),K G Kennedy,7,Gerard O'Leary,4th,6 l,5,9-11,72,True,129,23
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,Come On The Lads (IRE),D S O'Sullivan,10,Gerard O'Leary,3rd,1 1/4 l,4,10-2b,77,True,129,23
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,Sirjack Thomas (IRE),Adam Caffrey,3,A McGuinness,2nd,3/4 l,9,9-4,65,True,129,23
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,Brewel Hill (IRE),S Foley,0,P McCreery,1st,N/A,8,9-7,68,True,129,23
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,The Black Tiger (USA),C Horgan,7,Ms F M Crowley,NR,N/A,4,10-5b,80,True,129,23
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,Queenie St Clair (IRE),C T Keane,0,E D Delany,7th,12 l,4,9-9,70,True,129,23
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,Nibras Rainbow (IRE),R Whearty,5,P W Flynn,6th,1/2 l,4,8-10t,57,True,129,23
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,Simpson's Paradox (IRE),C D Maxwell,0,J A Kinsella,5th,1 1/4 l,4,9-6p1,67,True,129,23
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,Bear Profit (IRE),K G Kennedy,7,Gerard O'Leary,4th,6 l,5,9-11,72,True,129,23
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,Come On The Lads (IRE),D S O'Sullivan,10,Gerard O'Leary,3rd,1 1/4 l,4,10-2b,77,True,129,23
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,Sirjack Thomas (IRE),Adam Caffrey,3,A McGuinness,2nd,3/4 l,9,9-4,65,True,129,23
Ballinrobe Racing Results | 22nd July 2024 18:40,N/A,18:40,Soft,1m 1f 126y,Brewel Hill (IRE),S Foley,0,P McCreery,1st,N/A,8,9-7,68,True,129,23
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,Morph Speed (IRE),Adam Caffrey,3,N Slevin,8th,4 3/4 l,8,9-4tp,79,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,Lord Erskine (IRE),Siobhan Rutledge,3,H Rogers,7th,2 1/2 l,11,9-12b,87,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,Golden Twilight (IRE),C J MacRedmond,5,A McGuinness,6th,1 l,7,10-0tp,89,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,See Me Through (IRE),S Foley,0,R O'Sullivan,5th,1/2 l,4,9-9p,84,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,Isle Of Sark (USA),G M Ryan,0,J J Hanlon,4th,4 3/4 l,6,9-6,81,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,No Hassle (IRE),J M Sheridan,0,S K Ryder,3rd,Head,7,9-3,78,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,Mr Lincoln,G F Carroll,0,J G Murphy,2nd,1 1/2 l,4,9-9h,84,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,La Dame Blanche (IRE),R P Whelan,0,W Ross,1st,N/A,5,9-4,79,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,Morph Speed (IRE),Adam Caffrey,3,N Slevin,8th,4 3/4 l,8,9-4tp,79,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,Lord Erskine (IRE),Siobhan Rutledge,3,H Rogers,7th,2 1/2 l,11,9-12b,87,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,Golden Twilight (IRE),C J MacRedmond,5,A McGuinness,6th,1 l,7,10-0tp,89,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,See Me Through (IRE),S Foley,0,R O'Sullivan,5th,1/2 l,4,9-9p,84,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,Isle Of Sark (USA),G M Ryan,0,J J Hanlon,4th,4 3/4 l,6,9-6,81,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,No Hassle (IRE),J M Sheridan,0,S K Ryder,3rd,Head,7,9-3,78,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,Mr Lincoln,G F Carroll,0,J G Murphy,2nd,1 1/2 l,4,9-9h,84,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:10,N/A,19:10,Soft,1m 4f 178y,La Dame Blanche (IRE),R P Whelan,0,W Ross,1st,N/A,5,9-4,79,True,129,24
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Rebel Ruler (IRE),D S O'Sullivan,7,J Motherway,NR,N/A,7,8-12b,40,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Dynamite Defense (IRE),Amy Jo Hayes,4,D Hogan,13th,3 3/4 l,3,8-11p1,57,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Nosey Anna (IRE),S P Bird,7,D Hogan,12th,17 l,3,8-11,57,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Lakewood (IRE),C J MacRedmond,0,P W Flynn,11th,4 3/4 l,5,9-8t1,57,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Forlio,R Whearty,0,P W Flynn,10th,13 l,5,10-1t,64,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Albatala (IRE),K G Kennedy,4,J C McConnell,9th,1 l,5,9-5t,54,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Burvea (IRE),M W Hassett,2,D Broad,8th,Head,4,9-10,59,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Gardone (IRE),C Horgan,4,E McNamara,7th,1 1/4 l,4,8-12b1,44,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Intend (IRE),J J G Ryan,0,P Martin,6th,1 3/4 l,6,9-10t,59,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Mayo For Sam (IRE),Adam Caffrey,0,A McGuinness,5th,2 1/4 l,4,9-12v,61,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Enquire Within (IRE),W Joyce,0,F G Hand,4th,1/2 l,8,9-7tp,56,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Tannery Park,J A Powell,0,B Connell,3rd,1 l,4,8-12,45,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Itsalonglongroad,P A Harnett,2,C Coakley,2nd,3 l,10,8-12v,42,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Rocky Blue (IRE),J Cleary,4,T Mullins,1st,N/A,9,10-1,64,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Rebel Ruler (IRE),D S O'Sullivan,7,J Motherway,NR,N/A,7,8-12b,40,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Dynamite Defense (IRE),Amy Jo Hayes,4,D Hogan,13th,3 3/4 l,3,8-11p1,57,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Nosey Anna (IRE),S P Bird,7,D Hogan,12th,17 l,3,8-11,57,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Lakewood (IRE),C J MacRedmond,0,P W Flynn,11th,4 3/4 l,5,9-8t1,57,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Forlio,R Whearty,0,P W Flynn,10th,13 l,5,10-1t,64,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Albatala (IRE),K G Kennedy,4,J C McConnell,9th,1 l,5,9-5t,54,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Burvea (IRE),M W Hassett,2,D Broad,8th,Head,4,9-10,59,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Gardone (IRE),C Horgan,4,E McNamara,7th,1 1/4 l,4,8-12b1,44,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Intend (IRE),J J G Ryan,0,P Martin,6th,1 3/4 l,6,9-10t,59,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Mayo For Sam (IRE),Adam Caffrey,0,A McGuinness,5th,2 1/4 l,4,9-12v,61,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Enquire Within (IRE),W Joyce,0,F G Hand,4th,1/2 l,8,9-7tp,56,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Tannery Park,J A Powell,0,B Connell,3rd,1 l,4,8-12,45,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Itsalonglongroad,P A Harnett,2,C Coakley,2nd,3 l,10,8-12v,42,True,129,25
Ballinrobe Racing Results | 22nd July 2024 19:40,N/A,19:40,Soft,1m 4f 178y,Rocky Blue (IRE),J Cleary,4,T Mullins,1st,N/A,9,10-1,64,True,129,25
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Rio Doce (IRE),C D Maxwell,0,J A Kinsella,NR,N/A,4,9-9,-,True,129,26
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Carlo Bianconi (FR),D McMonagle,0,J P O'Brien,PU,N/A,4,9-9p,-,True,129,26
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Hey Johnny (IRE),C T Keane,0,T Mullins,6th,7 l,7,9-9,-,True,129,26
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Gotta Catch'em All (IRE),Siobhan Rutledge,3,H Rogers,5th,5 l,4,9-9,-,True,129,26
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Single Edition (IRE),R C Colgan,0,N Slevin,4th,21 l,6,9-9t1,-,True,129,26
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Cast A Spell (IRE),Adam Caffrey,3,T Hogan,3rd,1 3/4 l,6,9-4v,-,True,129,26
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Stariam (IRE),S Foley,0,Mrs J Harrington,2nd,Nose,4,9-4,-,True,129,26
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Suprise Package,B M Coen,0,Peter Fahey,1st,N/A,8,9-9,-,True,129,26
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Rio Doce (IRE),C D Maxwell,0,J A Kinsella,NR,N/A,4,9-9,-,True,129,26
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Carlo Bianconi (FR),D McMonagle,0,J P O'Brien,PU,N/A,4,9-9p,-,True,129,26
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Hey Johnny (IRE),C T Keane,0,T Mullins,6th,7 l,7,9-9,-,True,129,26
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Gotta Catch'em All (IRE),Siobhan Rutledge,3,H Rogers,5th,5 l,4,9-9,-,True,129,26
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Single Edition (IRE),R C Colgan,0,N Slevin,4th,21 l,6,9-9t1,-,True,129,26
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Cast A Spell (IRE),Adam Caffrey,3,T Hogan,3rd,1 3/4 l,6,9-4v,-,True,129,26
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Stariam (IRE),S Foley,0,Mrs J Harrington,2nd,Nose,4,9-4,-,True,129,26
Ballinrobe Racing Results | 22nd July 2024 20:10,N/A,20:10,Soft,1m 4f 178y,Suprise Package,B M Coen,0,Peter Fahey,1st,N/A,8,9-9,-,True,129,26
Ballinrobe Racing Results | 23rd July 2024 16:45,N/A,16:45,Good To Yielding,2m 1f 64y,Evolving,B W Harvey,0,A Kinirons,NR,N/A,4,11-1,-,True,129,27
Ballinrobe Racing Results | 23rd July 2024 16:45,N/A,16:45,Good To Yielding,2m 1f 64y,Ed Brady (IRE),S F O'Keeffe,0,T Hogan,15th,38 l,5,11-4,-,True,129,27
Ballinrobe Racing Results | 23rd July 2024 16:45,N/A,16:45,Good To Yielding,2m 1f 64y,Tenor D Anjou (FR),Niall Moore,7,P Fenton,14th,15 l,4,11-0,-,True,129,27
Ballinrobe Racing Results | 23rd July 2024 16:45,N/A,16:45,Good To Yielding,2m 1f 64y,Her Self (IRE),M M McDonagh,0,M Hourigan,13th,14 l,4,10-7,-,True,129,27
Ballinrobe Racing Results | 23rd July 2024 16:45,N/A,16:45,Good To Yielding,2m 1f 64y,Forgothekeys (IRE),T Ryan,5,J F Gleeson,12th,9 l,5,11-41,-,True,129,27
Ballinrobe Racing Results | 23rd July 2024 16:45,N/A,16:45,Good To Yielding,2m 1f 64y,Lauras Spirit (IRE),R P Geoghegan,7,N Lee,11th,10 l,5,10-11h,-,True,129,27
Ballinrobe Racing Results | 23rd July 2024 16:45,N/A,16:45,Good To Yielding,2m 1f 64y,Sir Carnegie (IRE),Shane Fenelon,7,J J Hanlon,10th,1 1/4 l,4,11-0,-,True,129,27
Ballinrobe Racing Results | 23rd July 2024 16:45,N/A,16:45,Good To Yielding,2m 1f 64y,Jazz Forever (IRE),K C Sexton,0,P W Flynn,9th,Short Head,4,11-8,-,True,129,27
Ballinrobe Racing Results | 23rd July 2024 16:45,N/A,16:45,Good To Yielding,2m 1f 64y,Cois Fharraige (IRE),J J Slevin,0,N Lee,8th,9 1/2 l,4,11-0t1,-,True,129,27
Ballinrobe Racing Results | 23rd July 2024 16:45,N/A,16:45,Good To Yielding,2m 1f 64y,Princess Preskina (IRE),D J O'Keeffe,0,H De Bromhead,7th,4 1/2 l,5,10-11,-,True,129,27
Ballinrobe Racing Results | 23rd July 2024 16:45,N/A,16:45,Good To Yielding,2m 1f 64y,Godblessyourosie (IRE),Rachael Blackmore,0,H De Bromhead,6th,1/2 l,5,10-11,-,True,129,27
