track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,Hardline (IRE),Mr J H Williamson,7,G Elliott,5th,3 1/4 l,12,11-5p,116,True,129,40
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,Temptationinmilan (IRE),P Byrnes,0,C Byrnes,4th,10 l,8,11-1,112,True,129,40
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,Harvey's Quay (IRE),A P Kelly,5,E J O'Grady,3rd,23 l,8,11-1,112,True,129,40
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,Sea Aster (IRE),J W Kennedy,0,G Elliott,2nd,2 3/4 l,6,11-0p,111,True,129,40
Wexford Racing Results | 24th July 2024 16:58,N/A,16:58,Yielding (Soft In Places),3m 1f 110y,Sphagnum (IRE),D P Maxwell,7,J P Broderick,1st,N/A,7,11-5tp,116,True,129,40
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Emily In Paris (IRE),M J M O'Sullivan,0,D E Fitzgerald,NR,N/A,6,12-0,95,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Robin De Roost (IRE),Aileen O'Sullivan,7,T Gibney,NR,N/A,14,10-12t,79,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Fill The Tank (IRE),M M McDonagh,0,Aengus King,PU,N/A,10,11-12p,93,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Ennemi Public (FR),J C Gainford,0,D Howard,PU,N/A,10,10-5tp,72,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Petite Mike (IRE),J J Slevin,0,G Ahern,PU,N/A,6,11-6v1,87,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Hardy Buck (IRE),P Hanlon,7,J J Hanlon,PU,N/A,6,11-9b,90,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Rewrite The Script (IRE),P Byrnes,0,M A Daly,PU,N/A,7,10-13,80,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Cousin Zeleznik (IRE),Mr J P Sutton,7,D A McLoughlin,PU,N/A,10,11-3,84,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Tuff Days (IRE),M P O'Connor,0,Michael Barry,F,N/A,7,11-4p,85,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Stormy Master (IRE),L Quinlan,3,R Hackett,7th,15 l,10,11-6b,87,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Ocodango Boy (IRE),A M King,7,P McCreery,6th,7 l,7,11-0p,81,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Larkfield Legacy (IRE),G B Noonan,5,R P Rath,5th,15 l,10,10-0,67,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Ardaghs Choice (IRE),K C Sexton,0,E Sheehy,4th,1 1/2 l,9,11-11b,92,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Agirlcalledchloe (IRE),S D Torrens,0,P J Rothwell,3rd,1 3/4 l,7,10-6b,73,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Bearwithmenow (IRE),H Morgan,0,J P Flavin,2nd,1 1/4 l,7,11-4tp,85,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Three By Two (IRE),R Deegan,0,D P Murphy,1st,N/A,8,11-9p,90,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Emily In Paris (IRE),M J M O'Sullivan,0,D E Fitzgerald,NR,N/A,6,12-0,95,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Robin De Roost (IRE),Aileen O'Sullivan,7,T Gibney,NR,N/A,14,10-12t,79,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Fill The Tank (IRE),M M McDonagh,0,Aengus King,PU,N/A,10,11-12p,93,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Ennemi Public (FR),J C Gainford,0,D Howard,PU,N/A,10,10-5tp,72,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Petite Mike (IRE),J J Slevin,0,G Ahern,PU,N/A,6,11-6v1,87,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Hardy Buck (IRE),P Hanlon,7,J J Hanlon,PU,N/A,6,11-9b,90,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Rewrite The Script (IRE),P Byrnes,0,M A Daly,PU,N/A,7,10-13,80,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Cousin Zeleznik (IRE),Mr J P Sutton,7,D A McLoughlin,PU,N/A,10,11-3,84,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Tuff Days (IRE),M P O'Connor,0,Michael Barry,F,N/A,7,11-4p,85,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Stormy Master (IRE),L Quinlan,3,R Hackett,7th,15 l,10,11-6b,87,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Ocodango Boy (IRE),A M King,7,P McCreery,6th,7 l,7,11-0p,81,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Larkfield Legacy (IRE),G B Noonan,5,R P Rath,5th,15 l,10,10-0,67,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Ardaghs Choice (IRE),K C Sexton,0,E Sheehy,4th,1 1/2 l,9,11-11b,92,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Agirlcalledchloe (IRE),S D Torrens,0,P J Rothwell,3rd,1 3/4 l,7,10-6b,73,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Bearwithmenow (IRE),H Morgan,0,J P Flavin,2nd,1 1/4 l,7,11-4tp,85,True,129,41
Wexford Racing Results | 24th July 2024 17:28,N/A,17:28,Yielding (Soft In Places),3m 1f 110y,Three By Two (IRE),R Deegan,0,D P Murphy,1st,N/A,8,11-9p,90,True,129,41
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Turners Cross (IRE),S Foley,0,Mrs J Harrington,13th,1 l,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Midnight Stagger (IRE),W Joyce,5,J Davison,12th,1/2 l,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Manhattan Chute (IRE),J J G Ryan,5,M O'Callaghan,11th,1 l,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Endless Dawn,C D Hayes,0,N Lupini,10th,1 l,2,9-2,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Crystalaire,B M Coen,0,J P Murtagh,9th,1/2 l,2,9-2,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Romantic War (IRE),R P Cleary,0,A McGuinness,8th,Neck,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Town And Country (IRE),W J Lee,0,H De Bromhead,7th,2 l,2,9-2,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Distant Seas,J A Heffernan,0,M O'Callaghan,6th,4 l,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Antelope Canyon (IRE),W M Lordan,0,A P O'Brien,5th,3/4 l,2,9-7b1,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Last Encore (IRE),D P McDonogh,0,J P O'Brien,4th,2 3/4 l,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Magnum Force (IRE),C T Keane,0,G M Lyons,2nd,1/2 l,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Majestic Wave,R P Whelan,0,John O'Donoghue,2nd,Dead Heat,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Diego Ventura (IRE),G F Carroll,0,G P Cromwell,1st,N/A,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Turners Cross (IRE),S Foley,0,Mrs J Harrington,13th,1 l,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Midnight Stagger (IRE),W Joyce,5,J Davison,12th,1/2 l,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Manhattan Chute (IRE),J J G Ryan,5,M O'Callaghan,11th,1 l,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Endless Dawn,C D Hayes,0,N Lupini,10th,1 l,2,9-2,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Crystalaire,B M Coen,0,J P Murtagh,9th,1/2 l,2,9-2,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Romantic War (IRE),R P Cleary,0,A McGuinness,8th,Neck,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Town And Country (IRE),W J Lee,0,H De Bromhead,7th,2 l,2,9-2,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Distant Seas,J A Heffernan,0,M O'Callaghan,6th,4 l,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Antelope Canyon (IRE),W M Lordan,0,A P O'Brien,5th,3/4 l,2,9-7b1,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Last Encore (IRE),D P McDonogh,0,J P O'Brien,4th,2 3/4 l,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Magnum Force (IRE),C T Keane,0,G M Lyons,2nd,1/2 l,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Majestic Wave,R P Whelan,0,John O'Donoghue,2nd,Dead Heat,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 16:45,N/A,16:45,Yielding (Good To Yielding In Places),5f 205y,Diego Ventura (IRE),G F Carroll,0,G P Cromwell,1st,N/A,2,9-7,-,True,129,42
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Irish Ballet (IRE),W J Lee,0,H De Bromhead,10th,3/4 l,2,9-2t,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Proudly Yours (IRE),C T Keane,0,G M Lyons,9th,3 3/4 l,2,9-2,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Skillman Ave (IRE),G F Carroll,0,G P Cromwell,8th,Short Head,2,9-2,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Say Yes To Dreams (IRE),G M Ryan,0,Donnacha O'Brien,7th,1 3/4 l,2,9-2,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Amazing Athena (IRE),B M Coen,0,J P Murtagh,6th,1/2 l,2,9-2p1,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Queens Fury (FR),J A Heffernan,0,A Murray,5th,3/4 l,2,9-2,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Merrily (USA),W M Lordan,0,A P O'Brien,4th,Nose,2,9-2,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Shamrock Breeze (IRE),R P Whelan,0,J Davison,3rd,Head,2,9-2,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Make Haste,D E Sheehy,0,D Dias,2nd,1 3/4 l,2,9-2ht1,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Miss Lamai (IRE),C Lee,0,K R Burke,1st,N/A,2,9-2,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Irish Ballet (IRE),W J Lee,0,H De Bromhead,10th,3/4 l,2,9-2t,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Proudly Yours (IRE),C T Keane,0,G M Lyons,9th,3 3/4 l,2,9-2,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Skillman Ave (IRE),G F Carroll,0,G P Cromwell,8th,Short Head,2,9-2,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Say Yes To Dreams (IRE),G M Ryan,0,Donnacha O'Brien,7th,1 3/4 l,2,9-2,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Amazing Athena (IRE),B M Coen,0,J P Murtagh,6th,1/2 l,2,9-2p1,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Queens Fury (FR),J A Heffernan,0,A Murray,5th,3/4 l,2,9-2,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Merrily (USA),W M Lordan,0,A P O'Brien,4th,Nose,2,9-2,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Shamrock Breeze (IRE),R P Whelan,0,J Davison,3rd,Head,2,9-2,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Make Haste,D E Sheehy,0,D Dias,2nd,1 3/4 l,2,9-2ht1,-,True,129,43
Naas Racing Results | 24th July 2024 17:18,N/A,17:18,Yielding (Good To Yielding In Places),5f,Miss Lamai (IRE),C Lee,0,K R Burke,1st,N/A,2,9-2,-,True,129,43
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Gaenari (IRE),G M Ryan,0,D Dias,NR,N/A,3,9-3h,73,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Valentino Express (IRE),J A Powell,3,D J Bunyan,NR,N/A,3,8-9t,65,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Winemaker (FR),K W De Oliveira,10,D Dias,19th,3/4 l,4,9-8h1,74,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Nikki Swango (IRE),W M Lordan,0,N Lupini,18th,Nose,3,9-9,79,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Blanc De Noir (IRE),B M Coen,0,J P Murtagh,17th,1 l,4,9-4b,70,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Smart Impression (IRE),J A Heffernan,0,Daniel Murphy,16th,Neck,3,8-12,68,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Von Krolock (IRE),M W Hassett,5,T Doyle,15th,Neck,5,9-0,66,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Tawaazon (IRE),J J G Ryan,5,J A Kinsella,14th,Neck,6,10-1tb,81,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Glamorously (IRE),K G Kennedy,7,Mrs J Harrington,13th,Neck,3,9-0b,70,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Rathbranchurch (IRE),W Joyce,5,M Mulvany,12th,1/2 l,4,9-12,78,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Prisoner's Dilemma,D W O'Connor,0,J F Levins,11th,Short Head,8,9-10p,76,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Speedwood (FR),C D Hayes,0,E & P Harty,10th,1 l,3,9-4,74,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Transcendental (FR),R Whearty,5,G P Cromwell,9th,Neck,6,9-12,78,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Abiding Star (IRE),W J Lee,0,John Hayes,8th,1/2 l,3,9-1t1,71,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Polar Bear (IRE),S Foley,0,Mrs J Harrington,7th,3/4 l,4,9-9v,75,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Gordon Bennett (IRE),G F Carroll,0,R Brabazon,6th,Short Head,6,9-13,79,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Collective Power (IRE),Sorcha Woods,7,E Lynam,5th,1/2 l,6,10-2,82,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Punk Poet (IRE),D P McDonogh,0,E Lynam,4th,Neck,7,10-0,80,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Never Shout Never (IRE),R P Whelan,0,J Davison,3rd,2 1/2 l,4,9-11,77,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Mint Man,L T McAteer,0,P J F Murphy,2nd,1 1/4 l,3,9-9t1,79,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Universally (IRE),N G McCullagh,0,Eoghan O'Neill,1st,N/A,5,9-8b,74,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Gaenari (IRE),G M Ryan,0,D Dias,NR,N/A,3,9-3h,73,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Valentino Express (IRE),J A Powell,3,D J Bunyan,NR,N/A,3,8-9t,65,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Winemaker (FR),K W De Oliveira,10,D Dias,19th,3/4 l,4,9-8h1,74,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Nikki Swango (IRE),W M Lordan,0,N Lupini,18th,Nose,3,9-9,79,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Blanc De Noir (IRE),B M Coen,0,J P Murtagh,17th,1 l,4,9-4b,70,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Smart Impression (IRE),J A Heffernan,0,Daniel Murphy,16th,Neck,3,8-12,68,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Von Krolock (IRE),M W Hassett,5,T Doyle,15th,Neck,5,9-0,66,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Tawaazon (IRE),J J G Ryan,5,J A Kinsella,14th,Neck,6,10-1tb,81,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Glamorously (IRE),K G Kennedy,7,Mrs J Harrington,13th,Neck,3,9-0b,70,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Rathbranchurch (IRE),W Joyce,5,M Mulvany,12th,1/2 l,4,9-12,78,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Prisoner's Dilemma,D W O'Connor,0,J F Levins,11th,Short Head,8,9-10p,76,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Speedwood (FR),C D Hayes,0,E & P Harty,10th,1 l,3,9-4,74,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Transcendental (FR),R Whearty,5,G P Cromwell,9th,Neck,6,9-12,78,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Abiding Star (IRE),W J Lee,0,John Hayes,8th,1/2 l,3,9-1t1,71,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Polar Bear (IRE),S Foley,0,Mrs J Harrington,7th,3/4 l,4,9-9v,75,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Gordon Bennett (IRE),G F Carroll,0,R Brabazon,6th,Short Head,6,9-13,79,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Collective Power (IRE),Sorcha Woods,7,E Lynam,5th,1/2 l,6,10-2,82,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Punk Poet (IRE),D P McDonogh,0,E Lynam,4th,Neck,7,10-0,80,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Never Shout Never (IRE),R P Whelan,0,J Davison,3rd,2 1/2 l,4,9-11,77,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Mint Man,L T McAteer,0,P J F Murphy,2nd,1 1/4 l,3,9-9t1,79,True,129,44
Naas Racing Results | 24th July 2024 17:50,N/A,17:50,Yielding (Good To Yielding In Places),5f 205y,Universally (IRE),N G McCullagh,0,Eoghan O'Neill,1st,N/A,5,9-8b,74,True,129,44
Naas Racing Results | 24th July 2024 18:20,N/A,18:20,Yielding (Good To Yielding In Places),5f 205y,Little Queenie (IRE),R Whearty,0,P W Flynn,NR,N/A,5,9-7,-,True,129,45
Naas Racing Results | 24th July 2024 18:20,N/A,18:20,Yielding (Good To Yielding In Places),5f 205y,National Lady (IRE),G F Carroll,0,G M Lyons,13th,2 1/2 l,3,9-3,-,True,129,45
Naas Racing Results | 24th July 2024 18:20,N/A,18:20,Yielding (Good To Yielding In Places),5f 205y,Bellaphina (IRE),C D Maxwell,0,J A Kinsella,12th,2 3/4 l,4,9-7p,-,True,129,45
Naas Racing Results | 24th July 2024 18:20,N/A,18:20,Yielding (Good To Yielding In Places),5f 205y,Pearls And Rubies (USA),W M Lordan,0,A P O'Brien,11th,3 3/4 l,3,9-3,-,True,129,45
Naas Racing Results | 24th July 2024 18:20,N/A,18:20,Yielding (Good To Yielding In Places),5f 205y,Pinafore (IRE),C D Hayes,0,W J Haggas,10th,Neck,4,9-7p,-,True,129,45
Naas Racing Results | 24th July 2024 18:20,N/A,18:20,Yielding (Good To Yielding In Places),5f 205y,Majestic Beauty,B M Coen,0,A Murray,9th,3 3/4 l,3,9-3,-,True,129,45
Naas Racing Results | 24th July 2024 18:20,N/A,18:20,Yielding (Good To Yielding In Places),5f 205y,Apricot Ice (IRE),C T Keane,0,G M Lyons,8th,1 1/4 l,3,9-3,-,True,129,45
Naas Racing Results | 24th July 2024 18:20,N/A,18:20,Yielding (Good To Yielding In Places),5f 205y,Amazon Lady (IRE),W J Lee,0,W McCreery,7th,Head,4,9-7v,-,True,129,45
Naas Racing Results | 24th July 2024 18:20,N/A,18:20,Yielding (Good To Yielding In Places),5f 205y,Shandy (IRE),J A Heffernan,0,J A Stack,6th,2 3/4 l,3,9-3h,-,True,129,45
Naas Racing Results | 24th July 2024 18:20,N/A,18:20,Yielding (Good To Yielding In Places),5f 205y,Navassa Island (IRE),R P Whelan,0,M O'Callaghan,5th,Short Head,3,9-3b,-,True,129,45
Naas Racing Results | 24th July 2024 18:20,N/A,18:20,Yielding (Good To Yielding In Places),5f 205y,Dance Night Andday (IRE),S Foley,0,R O'Sullivan,4th,Head,4,9-7,-,True,129,45
Naas Racing Results | 24th July 2024 18:20,N/A,18:20,Yielding (Good To Yielding In Places),5f 205y,Letherfly (IRE),D P McDonogh,0,N Meade,3rd,Short Head,3,9-3,-,True,129,45
Naas Racing Results | 24th July 2024 18:20,N/A,18:20,Yielding (Good To Yielding In Places),5f 205y,Over The Blues (IRE),L T McAteer,0,P T Foley,2nd,3 l,3,9-3,-,True,129,45
