track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Dragon Of Malta (IRE),Kyle Faulkner,0,P F O'Donnell,10th,Head,7,9-12b,78,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Rumbled Again (IRE),Amy Jo Hayes,7,D Hogan,9th,1 3/4 l,4,9-0,66,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Charming Lady (IRE),J J G Ryan,5,T G McCourt,8th,3 1/2 l,4,9-9,75,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Miss Black Jack,W Joyce,5,John O'Donoghue,7th,Neck,3,10-1,89,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Polar Bear (IRE),S Foley,0,Mrs J Harrington,6th,1 l,4,9-9v,75,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Tai Sing Yeh (IRE),J M Sheridan,0,D Hogan,5th,1/2 l,10,9-2tb,68,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Mount Ruapehu (IRE),C Horgan,7,A Slattery,4th,1 l,4,9-7t,73,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Louiescall (IRE),M W Hassett,5,D H Kelly,3rd,Head,3,8-12,72,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Winemaker (FR),G M Ryan,0,D Dias,2nd,3 1/4 l,4,9-9,75,True,118,18
Listowel Racing Results | 2nd June 2024 14:42,N/A,14:42,Good,6f 60y,Coumshingaun (IRE),D McMonagle,0,Kevin Coleman,1st,N/A,5,9-10,76,True,118,18
Listowel Racing Results | 2nd June 2024 15:17,N/A,15:17,Good,1m,Sara Valentina (IRE),C D Hayes,0,D K Weld,NR,N/A,3,9-5,-,True,118,19
Listowel Racing Results | 2nd June 2024 15:17,N/A,15:17,Good,1m,Quar Shamar (GER),S Foley,0,Mrs J Harrington,6th,2 1/2 l,4,10-2,-,True,118,19
Listowel Racing Results | 2nd June 2024 15:17,N/A,15:17,Good,1m,Gleneagle Bay (IRE),H J Horgan,5,J P O'Brien,5th,1 1/4 l,4,10-7,-,True,118,19
Listowel Racing Results | 2nd June 2024 15:17,N/A,15:17,Good,1m,Narmar (IRE),W J Lee,0,H De Bromhead,4th,1/2 l,4,10-2b1,-,True,118,19
Listowel Racing Results | 2nd June 2024 15:17,N/A,15:17,Good,1m,Uluru (IRE),D P McDonogh,0,J P O'Brien,3rd,2 1/4 l,3,9-5,-,True,118,19
Listowel Racing Results | 2nd June 2024 15:17,N/A,15:17,Good,1m,Without Words (USA),D McMonagle,0,J P O'Brien,2nd,2 l,3,9-5,-,True,118,19
Listowel Racing Results | 2nd June 2024 15:17,N/A,15:17,Good,1m,The Liffey (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-5,-,True,118,19
Listowel Racing Results | 2nd June 2024 15:17,N/A,15:17,Good,1m,Sara Valentina (IRE),C D Hayes,0,D K Weld,NR,N/A,3,9-5,-,True,118,19
Listowel Racing Results | 2nd June 2024 15:17,N/A,15:17,Good,1m,Quar Shamar (GER),S Foley,0,Mrs J Harrington,6th,2 1/2 l,4,10-2,-,True,118,19
Listowel Racing Results | 2nd June 2024 15:17,N/A,15:17,Good,1m,Gleneagle Bay (IRE),H J Horgan,5,J P O'Brien,5th,1 1/4 l,4,10-7,-,True,118,19
Listowel Racing Results | 2nd June 2024 15:17,N/A,15:17,Good,1m,Narmar (IRE),W J Lee,0,H De Bromhead,4th,1/2 l,4,10-2b1,-,True,118,19
Listowel Racing Results | 2nd June 2024 15:17,N/A,15:17,Good,1m,Uluru (IRE),D P McDonogh,0,J P O'Brien,3rd,2 1/4 l,3,9-5,-,True,118,19
Listowel Racing Results | 2nd June 2024 15:17,N/A,15:17,Good,1m,Without Words (USA),D McMonagle,0,J P O'Brien,2nd,2 l,3,9-5,-,True,118,19
Listowel Racing Results | 2nd June 2024 15:17,N/A,15:17,Good,1m,The Liffey (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-5,-,True,118,19
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Rock Etoile (IRE),A J Slattery,0,A Slattery,NR,N/A,6,10-1,64,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Cosmic Lady (IRE),L F Roche,0,Peter Fahey,13th,11 l,4,9-7,56,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Zentopia (IRE),N M Crosse,0,S M Duffy,12th,Head,4,9-3p1,52,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Susie Wosie (IRE),W Joyce,5,J G Murray,11th,7 1/2 l,4,9-7,56,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Roman Harry (IRE),W J Lee,0,C O'Connell,10th,1 1/4 l,4,10-0,63,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Perfect Curves (IRE),B M Coen,0,G Elliott,9th,2 1/2 l,4,9-4p1,53,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Han Solo,D McMonagle,0,A Leahy,8th,Nose,8,9-10,59,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Comfort Line (IRE),Adam Caffrey,5,A McGuinness,7th,3/4 l,7,9-13v,62,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Kinda Tiny (IRE),M W Hassett,5,T Doyle,6th,Nose,4,9-9,58,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Bear Profit (IRE),S Foley,0,Gerard O'Leary,5th,3/4 l,5,10-2,65,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Venetian (IRE),C T Keane,0,Sean Davis,4th,1 1/4 l,4,9-9,58,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Breezy Zoff (IRE),G F Carroll,0,G P Cromwell,3rd,1 1/4 l,5,9-12ht,61,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Lisamaria (IRE),R Whearty,5,P W Flynn,2nd,Neck,5,8-12,47,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Daonethatgotaway,G M Ryan,0,M Fahey,1st,N/A,4,9-8tb1,57,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Rock Etoile (IRE),A J Slattery,0,A Slattery,NR,N/A,6,10-1,64,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Cosmic Lady (IRE),L F Roche,0,Peter Fahey,13th,11 l,4,9-7,56,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Zentopia (IRE),N M Crosse,0,S M Duffy,12th,Head,4,9-3p1,52,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Susie Wosie (IRE),W Joyce,5,J G Murray,11th,7 1/2 l,4,9-7,56,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Roman Harry (IRE),W J Lee,0,C O'Connell,10th,1 1/4 l,4,10-0,63,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Perfect Curves (IRE),B M Coen,0,G Elliott,9th,2 1/2 l,4,9-4p1,53,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Han Solo,D McMonagle,0,A Leahy,8th,Nose,8,9-10,59,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Comfort Line (IRE),Adam Caffrey,5,A McGuinness,7th,3/4 l,7,9-13v,62,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Kinda Tiny (IRE),M W Hassett,5,T Doyle,6th,Nose,4,9-9,58,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Bear Profit (IRE),S Foley,0,Gerard O'Leary,5th,3/4 l,5,10-2,65,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Venetian (IRE),C T Keane,0,Sean Davis,4th,1 1/4 l,4,9-9,58,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Breezy Zoff (IRE),G F Carroll,0,G P Cromwell,3rd,1 1/4 l,5,9-12ht,61,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Lisamaria (IRE),R Whearty,5,P W Flynn,2nd,Neck,5,8-12,47,True,118,20
Listowel Racing Results | 2nd June 2024 15:50,N/A,15:50,Good,1m,Daonethatgotaway,G M Ryan,0,M Fahey,1st,N/A,4,9-8tb1,57,True,118,20
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Talking Tough (IRE),C D Hayes,0,S M Duffy,NR,N/A,7,8-12tp,47,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Cloughaneely Mor (IRE),T E Breen,10,E Sheehy,14th,1 3/4 l,4,8-12t,47,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Wyckham B,A C Persse,7,P McCreery,13th,2 3/4 l,5,8-12,47,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Bright Start (USA),J M Sheridan,0,D Hogan,12th,13 l,7,10-1p,64,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Relevant Range (IRE),W J Lee,0,G Scott,11th,1/2 l,5,9-11h,60,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Angel On Fire (IRE),C J MacRedmond,5,P F McEnery,10th,1/2 l,6,9-3t,52,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Tasmanian Girl (IRE),Siobhan Rutledge,3,Aengus King,9th,1 1/4 l,4,8-12,47,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Sunset Nova (IRE),A J Slattery,0,A Slattery,8th,1 1/4 l,8,9-1v,50,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Thirtysecondstreet (IRE),W Joyce,5,L Comer,7th,1 l,4,8-12t,47,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Lohengrin,N M Crosse,0,E O'Connell,6th,1 l,4,10-0t,63,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Dumb Love (IRE),S Foley,0,Gerard O'Leary,5th,1 1/2 l,4,10-2tb1,65,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Epaulawn (IRE),G M Ryan,0,N G Hynds,4th,1 3/4 l,6,8-12t,47,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Lauroline,C T Keane,0,P W Flynn,3rd,1/2 l,5,10-1t1,64,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Kodiac Prince (IRE),R P Cleary,0,T Cleary,2nd,1 1/4 l,7,10-2p,65,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,The Blue Panther (IRE),L F Roche,0,Miss Jennifer Anne Lynch,1st,N/A,6,9-4tp,53,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Talking Tough (IRE),C D Hayes,0,S M Duffy,NR,N/A,7,8-12tp,47,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Cloughaneely Mor (IRE),T E Breen,10,E Sheehy,14th,1 3/4 l,4,8-12t,47,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Wyckham B,A C Persse,7,P McCreery,13th,2 3/4 l,5,8-12,47,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Bright Start (USA),J M Sheridan,0,D Hogan,12th,13 l,7,10-1p,64,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Relevant Range (IRE),W J Lee,0,G Scott,11th,1/2 l,5,9-11h,60,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Angel On Fire (IRE),C J MacRedmond,5,P F McEnery,10th,1/2 l,6,9-3t,52,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Tasmanian Girl (IRE),Siobhan Rutledge,3,Aengus King,9th,1 1/4 l,4,8-12,47,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Sunset Nova (IRE),A J Slattery,0,A Slattery,8th,1 1/4 l,8,9-1v,50,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Thirtysecondstreet (IRE),W Joyce,5,L Comer,7th,1 l,4,8-12t,47,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Lohengrin,N M Crosse,0,E O'Connell,6th,1 l,4,10-0t,63,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Dumb Love (IRE),S Foley,0,Gerard O'Leary,5th,1 1/2 l,4,10-2tb1,65,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Epaulawn (IRE),G M Ryan,0,N G Hynds,4th,1 3/4 l,6,8-12t,47,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Lauroline,C T Keane,0,P W Flynn,3rd,1/2 l,5,10-1t1,64,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,Kodiac Prince (IRE),R P Cleary,0,T Cleary,2nd,1 1/4 l,7,10-2p,65,True,118,21
Listowel Racing Results | 2nd June 2024 16:20,N/A,16:20,Good,1m,The Blue Panther (IRE),L F Roche,0,Miss Jennifer Anne Lynch,1st,N/A,6,9-4tp,53,True,118,21
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Grann's Boy (IRE),Adam Caffrey,5,H Rogers,NR,N/A,4,9-3,64,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Molly's Gamble (IRE),W M Lordan,0,G Ahern,NR,N/A,5,9-12,73,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Corky (IRE),W Joyce,5,Michael W O'Meara,13th,40 l,5,9-12,73,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,The Tide Turns,D P McDonogh,0,G Elliott,12th,1 l,6,10-0t,75,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Mighty Mo Missouri (IRE),Siobhan Rutledge,3,Mrs J Harrington,11th,2 1/2 l,5,9-5tp,66,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Caradoc (IRE),L F Roche,0,E McNamara,10th,1 1/4 l,9,10-3t,78,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Rumi,C Horgan,7,E J O'Grady,9th,Short Head,6,9-8h,69,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Cape Bridgewater (IRE),C T Keane,0,Gerard O'Leary,8th,3/4 l,4,10-1b,76,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Vidisha (FR),B M Coen,0,J P Murtagh,7th,2 l,4,9-10h1,71,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Dancing Cloud (IRE),G M Ryan,0,E McCarthy,6th,1 1/2 l,4,9-4,65,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Metamorpheus (IRE),C D Hayes,0,P Nolan,5th,2 1/4 l,5,9-5,66,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Global Export (IRE),R Whearty,5,G P Cromwell,4th,2 1/4 l,6,9-9h,70,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Gracesolution (IRE),S Foley,0,R O'Sullivan,3rd,3/4 l,7,9-6,67,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Killeemore Lad (IRE),A J Slattery,0,A Slattery,2nd,2 l,6,9-6t,67,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Sign From Above (IRE),D McMonagle,0,Peter Fahey,1st,N/A,6,9-13p,74,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Grann's Boy (IRE),Adam Caffrey,5,H Rogers,NR,N/A,4,9-3,64,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Molly's Gamble (IRE),W M Lordan,0,G Ahern,NR,N/A,5,9-12,73,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Corky (IRE),W Joyce,5,Michael W O'Meara,13th,40 l,5,9-12,73,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,The Tide Turns,D P McDonogh,0,G Elliott,12th,1 l,6,10-0t,75,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Mighty Mo Missouri (IRE),Siobhan Rutledge,3,Mrs J Harrington,11th,2 1/2 l,5,9-5tp,66,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Caradoc (IRE),L F Roche,0,E McNamara,10th,1 1/4 l,9,10-3t,78,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Rumi,C Horgan,7,E J O'Grady,9th,Short Head,6,9-8h,69,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Cape Bridgewater (IRE),C T Keane,0,Gerard O'Leary,8th,3/4 l,4,10-1b,76,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Vidisha (FR),B M Coen,0,J P Murtagh,7th,2 l,4,9-10h1,71,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Dancing Cloud (IRE),G M Ryan,0,E McCarthy,6th,1 1/2 l,4,9-4,65,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Metamorpheus (IRE),C D Hayes,0,P Nolan,5th,2 1/4 l,5,9-5,66,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Global Export (IRE),R Whearty,5,G P Cromwell,4th,2 1/4 l,6,9-9h,70,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Gracesolution (IRE),S Foley,0,R O'Sullivan,3rd,3/4 l,7,9-6,67,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Killeemore Lad (IRE),A J Slattery,0,A Slattery,2nd,2 l,6,9-6t,67,True,118,22
Listowel Racing Results | 2nd June 2024 16:50,N/A,16:50,Good,2m 40y,Sign From Above (IRE),D McMonagle,0,Peter Fahey,1st,N/A,6,9-13p,74,True,118,22
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Florida Taiga (IRE),Mr J Younge,7,S M Duffy,10th,Neck,4,10-9tp1,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Queen Of Seduction (IRE),Miss A Hourigan,7,G T Hourigan,9th,1 1/2 l,5,11-0b,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Pro Bono (IRE),Ms S Peyroles,7,C O'Dwyer,8th,2 l,9,11-5t,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Suprise Package,Miss A B O'Connor,0,Peter Fahey,7th,1 1/2 l,8,11-0,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Dads Lad (IRE),Miss R Dudfield,7,W P Mullins,6th,1 1/2 l,9,11-0t,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Roman Bull (IRE),Mr H C Swan,3,Michael W O'Meara,5th,3 1/4 l,6,11-5,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Oranmore (IRE),Mr M Chaybyn,7,L Comer,4th,3 l,8,11-5,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,War Correspondent (IRE),Mr P J Cody,7,R P Cody,3rd,5 1/2 l,5,11-5t,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Sixandahalf (IRE),Mr D G Lavery,0,G P Cromwell,2nd,3 1/2 l,4,11-0,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Enniskerry (IRE),Mr F Maguire,0,B Connell,1st,N/A,10,11-0t,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Florida Taiga (IRE),Mr J Younge,7,S M Duffy,10th,Neck,4,10-9tp1,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Queen Of Seduction (IRE),Miss A Hourigan,7,G T Hourigan,9th,1 1/2 l,5,11-0b,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Pro Bono (IRE),Ms S Peyroles,7,C O'Dwyer,8th,2 l,9,11-5t,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Suprise Package,Miss A B O'Connor,0,Peter Fahey,7th,1 1/2 l,8,11-0,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Dads Lad (IRE),Miss R Dudfield,7,W P Mullins,6th,1 1/2 l,9,11-0t,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Roman Bull (IRE),Mr H C Swan,3,Michael W O'Meara,5th,3 1/4 l,6,11-5,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Oranmore (IRE),Mr M Chaybyn,7,L Comer,4th,3 l,8,11-5,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,War Correspondent (IRE),Mr P J Cody,7,R P Cody,3rd,5 1/2 l,5,11-5t,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Sixandahalf (IRE),Mr D G Lavery,0,G P Cromwell,2nd,3 1/2 l,4,11-0,-,True,118,23
Listowel Racing Results | 2nd June 2024 17:20,N/A,17:20,Good,1m 5f 80y,Enniskerry (IRE),Mr F Maguire,0,B Connell,1st,N/A,10,11-0t,-,True,118,23
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Dragonalka (IRE),D A Kidd,4,Conor Maxwell,UR,N/A,4,11-7,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Mr Chester (IRE),Cian Cullinan,4,Mrs S Dawson,PU,N/A,6,11-12h1,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Nelson's Lady (IRE),A P Kelly,2,Peter Fahey,PU,N/A,6,11-5,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,She's No Fool (IRE),G B Noonan,2,Frank Hayes,13th,99 l,6,11-5,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Klassman (IRE),M P O'Connor,0,S Nolan,12th,18 l,6,11-12,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Cailin Aibrean (IRE),J Coen,0,Peter Fahey,11th,1 1/4 l,5,11-5,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Nawraq (IRE),P Cleary,4,K Smith,10th,Neck,5,11-12ht1,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,The Rebel County (IRE),N J Ryan,4,N Meade,9th,2 1/4 l,4,11-7,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Hestheboycandoit (IRE),Shane Fenelon,4,S Millar,8th,15 l,6,11-12t,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Rodney (IRE),P Hanlon,4,J J Hanlon,7th,2 l,5,11-12,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Fire Force (IRE),C P Millar,4,Ciaran Murphy,6th,12 l,5,11-5,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Late Vocation (IRE),J P Shinnick,4,P F McEnery,5th,5 1/2 l,6,11-5h,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Island Mccoo (IRE),R P Geoghegan,4,B T Murphy,4th,7 1/2 l,7,11-12h,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Lynchy Boy (IRE),Niall Moore,4,P Fenton,3rd,3/4 l,5,11-12,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Ad Caelum (IRE),G Brouder,0,J P Ryan,2nd,6 l,5,11-5,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Mr Dibbs (IRE),Eoin G Kelly,4,A Murray,1st,N/A,5,11-12,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Dragonalka (IRE),D A Kidd,4,Conor Maxwell,UR,N/A,4,11-7,-,True,118,24
Kilbeggan Racing Results | 2nd June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),2m 4f 15y,Mr Chester (IRE),Cian Cullinan,4,Mrs S Dawson,PU,N/A,6,11-12h1,-,True,118,24
