track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Kuma Queen (IRE),L F Roche,0,P Stafford,10th,1 1/4 l,2,9-2,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Lazy River (IRE),Nicola Burns,7,J G Coogan,9th,1 l,2,9-2,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Lonradh (IRE),D P McDonogh,0,J S Bolger,8th,2 l,2,9-2p1,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Badger's Cove,R C Colgan,0,Kevin Coleman,7th,4 1/2 l,2,9-7,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Tahcawin (IRE),G F Carroll,0,J G Murphy,6th,3 3/4 l,2,9-2,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Nod Of Approval (IRE),S T McCullagh,0,Mrs J Harrington,5th,1 1/4 l,2,9-7,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Tharaka (IRE),N G McCullagh,0,K J Condon,4th,1 1/2 l,2,9-2t,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Idiocracy (IRE),D McMonagle,0,J P O'Brien,3rd,3/4 l,2,9-2,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Spinning Around (IRE),G M Ryan,0,Donnacha O'Brien,2nd,3/4 l,2,9-2,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Echo Of Faith (IRE),S Foley,0,Mrs J Harrington,1st,N/A,2,9-7,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Kuma Queen (IRE),L F Roche,0,P Stafford,10th,1 1/4 l,2,9-2,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Lazy River (IRE),Nicola Burns,7,J G Coogan,9th,1 l,2,9-2,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Lonradh (IRE),D P McDonogh,0,J S Bolger,8th,2 l,2,9-2p1,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Badger's Cove,R C Colgan,0,Kevin Coleman,7th,4 1/2 l,2,9-7,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Tahcawin (IRE),G F Carroll,0,J G Murphy,6th,3 3/4 l,2,9-2,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Nod Of Approval (IRE),S T McCullagh,0,Mrs J Harrington,5th,1 1/4 l,2,9-7,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Tharaka (IRE),N G McCullagh,0,K J Condon,4th,1 1/2 l,2,9-2t,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Idiocracy (IRE),D McMonagle,0,J P O'Brien,3rd,3/4 l,2,9-2,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Spinning Around (IRE),G M Ryan,0,Donnacha O'Brien,2nd,3/4 l,2,9-2,-,True,13,1
Roscommon Racing Results | 19th August 2025 17:50,2025-08-19,17:50,Good,7f 111y,Echo Of Faith (IRE),S Foley,0,Mrs J Harrington,1st,N/A,2,9-7,-,True,13,1
Roscommon Racing Results | 19th August 2025 18:20,2025-08-19,18:20,Good,7f 111y,Fortis Puer (IRE),R P Cleary,0,Dermot Kilmartin,5th,4 l,2,8-13,-,True,13,2
Roscommon Racing Results | 19th August 2025 18:20,2025-08-19,18:20,Good,7f 111y,Egyptian Pharaoh,R C Colgan,0,Kevin Coleman,4th,2 1/4 l,2,9-1,-,True,13,2
Roscommon Racing Results | 19th August 2025 18:20,2025-08-19,18:20,Good,7f 111y,Pierre Grosse,S Foley,0,Mrs J Harrington,3rd,10 l,2,9-9,-,True,13,2
Roscommon Racing Results | 19th August 2025 18:20,2025-08-19,18:20,Good,7f 111y,Giovanni Giorgio (FR),D McMonagle,0,J P O'Brien,2nd,Nose,2,9-5,-,True,13,2
Roscommon Racing Results | 19th August 2025 18:20,2025-08-19,18:20,Good,7f 111y,Check This Out (IRE),C T Keane,0,N Meade,1st,N/A,2,9-6,78,True,13,2
Roscommon Racing Results | 19th August 2025 18:20,2025-08-19,18:20,Good,7f 111y,Fortis Puer (IRE),R P Cleary,0,Dermot Kilmartin,5th,4 l,2,8-13,-,True,13,2
Roscommon Racing Results | 19th August 2025 18:20,2025-08-19,18:20,Good,7f 111y,Egyptian Pharaoh,R C Colgan,0,Kevin Coleman,4th,2 1/4 l,2,9-1,-,True,13,2
Roscommon Racing Results | 19th August 2025 18:20,2025-08-19,18:20,Good,7f 111y,Pierre Grosse,S Foley,0,Mrs J Harrington,3rd,10 l,2,9-9,-,True,13,2
Roscommon Racing Results | 19th August 2025 18:20,2025-08-19,18:20,Good,7f 111y,Giovanni Giorgio (FR),D McMonagle,0,J P O'Brien,2nd,Nose,2,9-5,-,True,13,2
Roscommon Racing Results | 19th August 2025 18:20,2025-08-19,18:20,Good,7f 111y,Check This Out (IRE),C T Keane,0,N Meade,1st,N/A,2,9-6,78,True,13,2
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Vocology (IRE),J J G Ryan,0,Thomas Coyle,10th,2 1/4 l,4,9-9,-,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Roudha (QAT),J M Sheridan,0,D Hogan,9th,3/4 l,3,9-3,-,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Thru The Gap (IRE),J Kearney,3,P Magee,8th,6 1/2 l,3,9-3h1,-,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Syzygy,B M Coen,0,Daniel McLoughlin,7th,5 1/2 l,3,9-3,-,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Suerte (IRE),R C Colgan,0,S Lavery,6th,2 1/2 l,3,9-3,66,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Ready To Mingle (IRE),N M Crosse,0,W McCreery,5th,1/2 l,3,9-3,-,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Faberi (IRE),G F Carroll,0,S Lavery,4th,1/2 l,3,9-3,68,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Perfect Base (IRE),W M Lordan,0,N Lupini,3rd,1/2 l,3,9-3,-,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Tina's Charm (IRE),C D Hayes,0,D K Weld,2nd,4 1/4 l,3,9-3,-,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Proxima Centauri (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-3,80,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Vocology (IRE),J J G Ryan,0,Thomas Coyle,10th,2 1/4 l,4,9-9,-,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Roudha (QAT),J M Sheridan,0,D Hogan,9th,3/4 l,3,9-3,-,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Thru The Gap (IRE),J Kearney,3,P Magee,8th,6 1/2 l,3,9-3h1,-,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Syzygy,B M Coen,0,Daniel McLoughlin,7th,5 1/2 l,3,9-3,-,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Suerte (IRE),R C Colgan,0,S Lavery,6th,2 1/2 l,3,9-3,66,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Ready To Mingle (IRE),N M Crosse,0,W McCreery,5th,1/2 l,3,9-3,-,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Faberi (IRE),G F Carroll,0,S Lavery,4th,1/2 l,3,9-3,68,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Perfect Base (IRE),W M Lordan,0,N Lupini,3rd,1/2 l,3,9-3,-,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Tina's Charm (IRE),C D Hayes,0,D K Weld,2nd,4 1/4 l,3,9-3,-,True,13,3
Roscommon Racing Results | 19th August 2025 18:50,2025-08-19,18:50,Good,7f 111y,Proxima Centauri (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-3,80,True,13,3
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,William F Browne (IRE),G F Carroll,0,P W Flynn,12th,1 1/4 l,3,8-13,71,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Spent All Me Money (IRE),C T Keane,0,A Sexton,11th,3 l,3,9-5p,77,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Ransom,L T McAteer,0,P Sweeney,10th,1/2 l,8,9-5t,71,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Anvika (IRE),R C Colgan,0,S Lavery,9th,1 l,4,9-12,78,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Smaoineamh Sile,L F Roche,0,Conor Maxwell,8th,3/4 l,7,8-9,61,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Engines On (IRE),C D Hayes,0,J A Kinsella,7th,1 1/4 l,5,9-12t,78,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Run Forrest Run (IRE),R Whearty,3,Thomas Coyle,6th,3/4 l,7,8-10tb1,62,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Glyndwr (IRE),Nicola Burns,7,G M Lyons,5th,Nose,3,9-10p1,82,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Lady Arwen,J Cleary,5,C O'Dwyer,4th,1/2 l,6,9-0,66,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Bundle Of Interest (IRE),D McMonagle,0,W McCreery,3rd,3/4 l,3,9-5v,77,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Four Blondes (IRE),S Foley,0,R O'Sullivan,2nd,4 1/4 l,4,10-0h,80,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Free Solo (IRE),B M Coen,0,P J F Murphy,1st,N/A,8,9-4tp,70,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,William F Browne (IRE),G F Carroll,0,P W Flynn,12th,1 1/4 l,3,8-13,71,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Spent All Me Money (IRE),C T Keane,0,A Sexton,11th,3 l,3,9-5p,77,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Ransom,L T McAteer,0,P Sweeney,10th,1/2 l,8,9-5t,71,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Anvika (IRE),R C Colgan,0,S Lavery,9th,1 l,4,9-12,78,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Smaoineamh Sile,L F Roche,0,Conor Maxwell,8th,3/4 l,7,8-9,61,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Engines On (IRE),C D Hayes,0,J A Kinsella,7th,1 1/4 l,5,9-12t,78,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Run Forrest Run (IRE),R Whearty,3,Thomas Coyle,6th,3/4 l,7,8-10tb1,62,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Glyndwr (IRE),Nicola Burns,7,G M Lyons,5th,Nose,3,9-10p1,82,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Lady Arwen,J Cleary,5,C O'Dwyer,4th,1/2 l,6,9-0,66,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Bundle Of Interest (IRE),D McMonagle,0,W McCreery,3rd,3/4 l,3,9-5v,77,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Four Blondes (IRE),S Foley,0,R O'Sullivan,2nd,4 1/4 l,4,10-0h,80,True,13,4
Roscommon Racing Results | 19th August 2025 19:20,2025-08-19,19:20,Good,7f 111y,Free Solo (IRE),B M Coen,0,P J F Murphy,1st,N/A,8,9-4tp,70,True,13,4
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,Sporting Aclaim,A J Casey,7,D Hogan,8th,3 3/4 l,3,9-8,-,True,13,5
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,Superficial (FR),M W Hassett,0,A McNamara,7th,8 l,3,9-8,-,True,13,5
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,Devine Genius (FR),Nicola Burns,4,A Murray,6th,Neck,3,9-8,72,True,13,5
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,A Pearl Starling (IRE),J A Powell,0,K J Condon,5th,1 l,3,9-3,-,True,13,5
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,Smithfield (IRE),R Whearty,0,G P Cromwell,4th,3 1/4 l,3,9-8,-,True,13,5
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,Sea Lantern,P A Harnett,2,J Davison,3rd,Neck,3,9-8,-,True,13,5
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,Sears Crossing (IRE),K G Kennedy,0,Mrs J Harrington,2nd,3 1/4 l,3,9-8p,79,True,13,5
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,Bryant (IRE),Sam Coen,4,A Murray,1st,N/A,3,9-8,77,True,13,5
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,Sporting Aclaim,A J Casey,7,D Hogan,8th,3 3/4 l,3,9-8,-,True,13,5
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,Superficial (FR),M W Hassett,0,A McNamara,7th,8 l,3,9-8,-,True,13,5
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,Devine Genius (FR),Nicola Burns,4,A Murray,6th,Neck,3,9-8,72,True,13,5
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,A Pearl Starling (IRE),J A Powell,0,K J Condon,5th,1 l,3,9-3,-,True,13,5
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,Smithfield (IRE),R Whearty,0,G P Cromwell,4th,3 1/4 l,3,9-8,-,True,13,5
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,Sea Lantern,P A Harnett,2,J Davison,3rd,Neck,3,9-8,-,True,13,5
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,Sears Crossing (IRE),K G Kennedy,0,Mrs J Harrington,2nd,3 1/4 l,3,9-8p,79,True,13,5
Roscommon Racing Results | 19th August 2025 19:50,2025-08-19,19:50,Good,1m 4f 46y,Bryant (IRE),Sam Coen,4,A Murray,1st,N/A,3,9-8,77,True,13,5
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Milverton,A J Slattery,0,K Thornton,12th,8 1/2 l,6,9-6,62,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Numidia (IRE),R M Mulligan,7,P Lawlor,11th,Neck,7,9-2v,58,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Beauty Generation (IRE),S Foley,0,Mrs J Harrington,10th,3 l,4,9-10,66,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Ms Messi (IRE),D McMonagle,0,P W Flynn,9th,1/2 l,4,9-4,60,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Mayo For Sam (IRE),R P Cleary,0,M Flannery,8th,6 1/2 l,5,8-7p,41,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Pillar Of Hope,P McGettigan,7,P Sweeney,7th,2 1/2 l,7,10-2,72,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Si Senior (IRE),J Pietropaolo,7,P Magee,6th,2 1/4 l,4,9-13ht,69,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Tomahawk King (IRE),C D Hayes,0,Thomas Coyle,5th,Head,5,8-9p1,51,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Breathe Again (IRE),R C Colgan,0,S Lavery,4th,3 1/4 l,4,9-6,62,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Gotta Catch'em All (IRE),G M Ryan,0,H Rogers,3rd,4 l,5,9-4t,60,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Out On Friday (IRE),Nicola Burns,7,P Byrne,2nd,Neck,9,9-6,62,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Kool One (SPA),J J G Ryan,0,Conor Maxwell,1st,N/A,4,9-7,63,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Milverton,A J Slattery,0,K Thornton,12th,8 1/2 l,6,9-6,62,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Numidia (IRE),R M Mulligan,7,P Lawlor,11th,Neck,7,9-2v,58,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Beauty Generation (IRE),S Foley,0,Mrs J Harrington,10th,3 l,4,9-10,66,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Ms Messi (IRE),D McMonagle,0,P W Flynn,9th,1/2 l,4,9-4,60,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Mayo For Sam (IRE),R P Cleary,0,M Flannery,8th,6 1/2 l,5,8-7p,41,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Pillar Of Hope,P McGettigan,7,P Sweeney,7th,2 1/2 l,7,10-2,72,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Si Senior (IRE),J Pietropaolo,7,P Magee,6th,2 1/4 l,4,9-13ht,69,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Tomahawk King (IRE),C D Hayes,0,Thomas Coyle,5th,Head,5,8-9p1,51,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Breathe Again (IRE),R C Colgan,0,S Lavery,4th,3 1/4 l,4,9-6,62,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Gotta Catch'em All (IRE),G M Ryan,0,H Rogers,3rd,4 l,5,9-4t,60,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Out On Friday (IRE),Nicola Burns,7,P Byrne,2nd,Neck,9,9-6,62,True,13,6
Roscommon Racing Results | 19th August 2025 20:20,2025-08-19,20:20,Good,1m 4f 46y,Kool One (SPA),J J G Ryan,0,Conor Maxwell,1st,N/A,4,9-7,63,True,13,6
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Littleladyingreen (IRE),E Staples,7,Gary McGill,16th,42 l,4,10-10,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Maxios Lady (IRE),A P Kelly,3,P J Rothwell,15th,51 l,4,10-10,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Inver Bay (IRE),E Finegan,7,G Keane,14th,5 l,6,10-13h,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Wings Of Eve (IRE),S Fitzgerald,0,G P Cromwell,13th,9 1/2 l,5,10-13,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Hello Yes (IRE),J P O'Sullivan,0,S McParlan,12th,6 l,6,10-13,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Hello Johnjoe (IRE),J C Gainford,0,A McNamara,11th,2 3/4 l,4,10-10,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Caman Rocco (IRE),C Stone-Walsh,0,G P Cromwell,10th,4 3/4 l,4,10-10,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Might Be The One (IRE),D J O'Keeffe,0,A McNamara,9th,2 l,4,10-10,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Lets Do This Buddy (IRE),Caragh Monaghan,7,L Lennon,8th,3/4 l,6,10-13,86,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Lady With The Hat (IRE),E Walsh,0,C Collins,7th,4 3/4 l,4,10-10,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Run For The Border (IRE),D King,0,J P Ryan,6th,10 l,5,10-13,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Lily Milan (IRE),C M Quirke,0,P Kiely,5th,3 1/4 l,6,10-13,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Rainbow Connection (IRE),D Meyler,0,R O'Sullivan,4th,17 l,5,10-13,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Whispering Hopes (IRE),J W Kennedy,0,G Elliott,3rd,1 l,5,10-13,104,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Hillhead Runner (IRE),K M Donoghue,0,G P Cromwell,2nd,Head,5,11-7t,107,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Glitz And Glamour (IRE),C M Hogan,7,E McNamara,1st,N/A,4,10-10,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Littleladyingreen (IRE),E Staples,7,Gary McGill,16th,42 l,4,10-10,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Maxios Lady (IRE),A P Kelly,3,P J Rothwell,15th,51 l,4,10-10,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Inver Bay (IRE),E Finegan,7,G Keane,14th,5 l,6,10-13h,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Wings Of Eve (IRE),S Fitzgerald,0,G P Cromwell,13th,9 1/2 l,5,10-13,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Hello Yes (IRE),J P O'Sullivan,0,S McParlan,12th,6 l,6,10-13,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Hello Johnjoe (IRE),J C Gainford,0,A McNamara,11th,2 3/4 l,4,10-10,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Caman Rocco (IRE),C Stone-Walsh,0,G P Cromwell,10th,4 3/4 l,4,10-10,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Might Be The One (IRE),D J O'Keeffe,0,A McNamara,9th,2 l,4,10-10,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Lets Do This Buddy (IRE),Caragh Monaghan,7,L Lennon,8th,3/4 l,6,10-13,86,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Lady With The Hat (IRE),E Walsh,0,C Collins,7th,4 3/4 l,4,10-10,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Run For The Border (IRE),D King,0,J P Ryan,6th,10 l,5,10-13,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Lily Milan (IRE),C M Quirke,0,P Kiely,5th,3 1/4 l,6,10-13,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Rainbow Connection (IRE),D Meyler,0,R O'Sullivan,4th,17 l,5,10-13,-,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Whispering Hopes (IRE),J W Kennedy,0,G Elliott,3rd,1 l,5,10-13,104,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Hillhead Runner (IRE),K M Donoghue,0,G P Cromwell,2nd,Head,5,11-7t,107,True,13,7
Sligo Racing Results | 20th August 2025 17:05,2025-08-20,17:05,Good,2m 1f 111y,Glitz And Glamour (IRE),C M Hogan,7,E McNamara,1st,N/A,4,10-10,-,True,13,7
