track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 26th July 2023 18:55,N/A,18:55,Soft,1m,The Blue Panther (IRE),Adam Caffrey,0,James Andrew Fahey,15th,2 1/4 l,5,10-2tp,65,True,70,13
Naas Racing Results | 26th July 2023 18:55,N/A,18:55,Soft,1m,Boomerang Bill (IRE),J. A. Powell,0,Aidan Anthony Howard,14th,3/4 l,4,9-5t,54,True,70,13
Naas Racing Results | 26th July 2023 18:55,N/A,18:55,Soft,1m,My Little Tip (IRE),S. D. Bowen,4,James McAuley,13th,Neck,4,9-12tp,61,True,70,13
Naas Racing Results | 26th July 2023 18:55,N/A,18:55,Soft,1m,Patrick Street,J. Kearney,2,Patrick Martin,12th,Neck,4,9-6tp,55,True,70,13
Naas Racing Results | 26th July 2023 18:55,N/A,18:55,Soft,1m,Feature This (IRE),C. Stone-Walsh,4,Paul W. Flynn,11th,1 l,4,9-11tp,60,True,70,13
Naas Racing Results | 26th July 2023 18:55,N/A,18:55,Soft,1m,Faithful Prince (IRE),Jack Cleary,4,Ciaran Murphy,10th,1 1/4 l,5,9-3,52,True,70,13
Naas Racing Results | 26th July 2023 18:55,N/A,18:55,Soft,1m,Twins for Joy (IRE),P. A. Harnett,2,Adrian McGuinness,9th,2 1/2 l,4,8-13,48,True,70,13
Naas Racing Results | 26th July 2023 18:55,N/A,18:55,Soft,1m,Prince Of Abington (IRE),R. Whearty,2,Miss Jennifer Anne Lynch,8th,1 1/4 l,5,9-5,54,True,70,13
Naas Racing Results | 26th July 2023 18:55,N/A,18:55,Soft,1m,Harbanaker (IRE),C. J. MacRedmond,0,James McAuley,7th,Neck,6,8-12tb,47,True,70,13
Naas Racing Results | 26th July 2023 18:55,N/A,18:55,Soft,1m,Vormir (IRE),D. N. Curran,4,F. Birrane,6th,1 1/2 l,6,8-12,47,True,70,13
Naas Racing Results | 26th July 2023 18:55,N/A,18:55,Soft,1m,Universally (IRE),Oisin McSweeney,0,E. J. O'Neill,5th,3/4 l,4,9-8b1,57,True,70,13
Naas Racing Results | 26th July 2023 18:55,N/A,18:55,Soft,1m,Alqabeela (IRE),J. J. G. Ryan,2,M. C. Grassick,4th,1/2 l,5,8-12t,47,True,70,13
Naas Racing Results | 26th July 2023 18:55,N/A,18:55,Soft,1m,Wrist Art (IRE),C. Horgan,7,Timothy Doyle,3rd,1 1/4 l,6,8-12ht1,47,True,70,13
Naas Racing Results | 26th July 2023 18:55,N/A,18:55,Soft,1m,Breagagh (IRE),Amy Jo Hayes,4,S. Michael Millar,2nd,1 1/2 l,5,8-12p,47,True,70,13
Naas Racing Results | 26th July 2023 18:55,N/A,18:55,Soft,1m,Asisaid (IRE),J. Coen,0,P. J. F. Murphy,1st,N/A,4,9-11b1,60,True,70,13
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Fan Na Tiobratan (IRE),S. P. Bird,7,Ruaidhri Tierney,17th,Neck,4,8-12,47,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Estella Bella (IRE),J. A. Powell,0,M. Halford & T. Collins,16th,1/2 l,5,9-4t,53,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Drakensberg (IRE),P. A. Harnett,2,A. J. Martin,15th,14 l,9,10-2t,65,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Von Krolock (IRE),Oisin McSweeney,0,Timothy Doyle,14th,4 1/2 l,4,8-12b,47,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Lucky Number,C. J. MacRedmond,0,Oliver McKiernan,13th,3/4 l,7,8-121,47,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,The Dazzer (IRE),J. Kearney,2,Patrick Martin,12th,1 l,4,9-0t1,49,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Lofoten (IRE),C. Horgan,7,P. J. Rothwell,11th,7 1/2 l,5,8-12tp,47,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Finke River,C. Stone-Walsh,4,James McAuley,10th,3/4 l,4,9-5p1,54,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Skontonovski,Adam Caffrey,0,Adrian McGuinness,9th,Head,6,9-9v,58,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Geological (IRE),Amy Jo Hayes,4,Damian Joseph English,8th,2 l,11,9-6,55,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Brewel Hill (IRE),Jack Cleary,4,Peter McCreery,7th,1 l,7,10-0,63,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Sioux Princess,J. J. G. Ryan,2,M. D. O'Callaghan,6th,Head,4,8-12,47,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Pallasmore Lass (IRE),R. Whearty,2,Paul W. Flynn,5th,3/4 l,5,8-13tp,48,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Shawaf,D. N. Curran,4,John McConnell,4th,3/4 l,7,8-12t,47,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Morning Approach (IRE),Jessica Maye,7,W. McCreery,3rd,1 1/2 l,5,10-1,64,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Singe Anglais (IRE),H. J. Horgan,2,H. D. McGuigan,2nd,1 1/4 l,6,9-2tv1,51,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Simply Sideways (IRE),S. D. Bowen,4,Timothy Doyle,1st,N/A,6,9-10,59,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Fan Na Tiobratan (IRE),S. P. Bird,7,Ruaidhri Tierney,17th,Neck,4,8-12,47,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Estella Bella (IRE),J. A. Powell,0,M. Halford & T. Collins,16th,1/2 l,5,9-4t,53,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Drakensberg (IRE),P. A. Harnett,2,A. J. Martin,15th,14 l,9,10-2t,65,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Von Krolock (IRE),Oisin McSweeney,0,Timothy Doyle,14th,4 1/2 l,4,8-12b,47,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Lucky Number,C. J. MacRedmond,0,Oliver McKiernan,13th,3/4 l,7,8-121,47,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,The Dazzer (IRE),J. Kearney,2,Patrick Martin,12th,1 l,4,9-0t1,49,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Lofoten (IRE),C. Horgan,7,P. J. Rothwell,11th,7 1/2 l,5,8-12tp,47,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Finke River,C. Stone-Walsh,4,James McAuley,10th,3/4 l,4,9-5p1,54,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Skontonovski,Adam Caffrey,0,Adrian McGuinness,9th,Head,6,9-9v,58,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Geological (IRE),Amy Jo Hayes,4,Damian Joseph English,8th,2 l,11,9-6,55,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Brewel Hill (IRE),Jack Cleary,4,Peter McCreery,7th,1 l,7,10-0,63,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Sioux Princess,J. J. G. Ryan,2,M. D. O'Callaghan,6th,Head,4,8-12,47,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Pallasmore Lass (IRE),R. Whearty,2,Paul W. Flynn,5th,3/4 l,5,8-13tp,48,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Shawaf,D. N. Curran,4,John McConnell,4th,3/4 l,7,8-12t,47,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Morning Approach (IRE),Jessica Maye,7,W. McCreery,3rd,1 1/2 l,5,10-1,64,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Singe Anglais (IRE),H. J. Horgan,2,H. D. McGuigan,2nd,1 1/4 l,6,9-2tv1,51,True,70,14
Naas Racing Results | 26th July 2023 19:30,N/A,19:30,Soft,1m,Simply Sideways (IRE),S. D. Bowen,4,Timothy Doyle,1st,N/A,6,9-10,59,True,70,14
Naas Racing Results | 26th July 2023 20:00,N/A,20:00,Soft,7f,Freescape,L. T. McAteer,0,David Marnane,7th,3 1/2 l,8,9-10,-,True,70,15
Naas Racing Results | 26th July 2023 20:00,N/A,20:00,Soft,7f,Pretreville (FR),Adam Caffrey,5,Adrian McGuinness,6th,10 l,8,9-10,-,True,70,15
Naas Racing Results | 26th July 2023 20:00,N/A,20:00,Soft,7f,Red Letter Bray (IRE),C. T. Keane,0,M. D. O'Callaghan,5th,1 3/4 l,3,9-8,-,True,70,15
Naas Racing Results | 26th July 2023 20:00,N/A,20:00,Soft,7f,Honey Sweet (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,4th,1 1/2 l,4,9-5,-,True,70,15
Naas Racing Results | 26th July 2023 20:00,N/A,20:00,Soft,7f,Clever and Cool (IRE),R. P. Cleary,0,J. S. Bolger,3rd,Head,3,9-3p,-,True,70,15
Naas Racing Results | 26th July 2023 20:00,N/A,20:00,Soft,7f,Carrytheone,Ben Martin Coen,0,John Patrick Murtagh,2nd,3 1/4 l,6,9-10ht,-,True,70,15
Naas Racing Results | 26th July 2023 20:00,N/A,20:00,Soft,7f,Warrior Brave,G. F. Carroll,0,Ross O'Sullivan,1st,N/A,5,9-10b,-,True,70,15
Naas Racing Results | 26th July 2023 20:00,N/A,20:00,Soft,7f,Freescape,L. T. McAteer,0,David Marnane,7th,3 1/2 l,8,9-10,-,True,70,15
Naas Racing Results | 26th July 2023 20:00,N/A,20:00,Soft,7f,Pretreville (FR),Adam Caffrey,5,Adrian McGuinness,6th,10 l,8,9-10,-,True,70,15
Naas Racing Results | 26th July 2023 20:00,N/A,20:00,Soft,7f,Red Letter Bray (IRE),C. T. Keane,0,M. D. O'Callaghan,5th,1 3/4 l,3,9-8,-,True,70,15
Naas Racing Results | 26th July 2023 20:00,N/A,20:00,Soft,7f,Honey Sweet (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,4th,1 1/2 l,4,9-5,-,True,70,15
Naas Racing Results | 26th July 2023 20:00,N/A,20:00,Soft,7f,Clever and Cool (IRE),R. P. Cleary,0,J. S. Bolger,3rd,Head,3,9-3p,-,True,70,15
Naas Racing Results | 26th July 2023 20:00,N/A,20:00,Soft,7f,Carrytheone,Ben Martin Coen,0,John Patrick Murtagh,2nd,3 1/4 l,6,9-10ht,-,True,70,15
Naas Racing Results | 26th July 2023 20:00,N/A,20:00,Soft,7f,Warrior Brave,G. F. Carroll,0,Ross O'Sullivan,1st,N/A,5,9-10b,-,True,70,15
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Semblance Of Order (IRE),C. D. Hayes,0,Andrew Oliver,RR,N/A,3,9-10b,85,True,70,16
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Siesta Beach,D. B. McMonagle,0,M. D. O'Callaghan,7th,4 3/4 l,4,9-6b1,74,True,70,16
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Pale Iris (IRE),G. F. Carroll,0,Joseph G. Murphy,6th,1 1/4 l,5,9-12,80,True,70,16
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Coins Cross (IRE),Declan McDonogh,0,Eddie & Patrick Harty,5th,2 l,5,10-0b,82,True,70,16
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Desert Haven,C. T. Keane,0,Noel Meade,4th,1 3/4 l,3,9-8t,83,True,70,16
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Facethepuckout (IRE),J. M. Sheridan,0,M. D. O'Callaghan,3rd,Nose,7,9-8,76,True,70,16
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Helpmeout (IRE),William James Lee,0,W. McCreery,2nd,Head,4,9-10,78,True,70,16
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Bells on Her Toes (IRE),Andrew Joseph Slattery,0,A. Slattery,1st,N/A,4,9-5v,73,True,70,16
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Semblance Of Order (IRE),C. D. Hayes,0,Andrew Oliver,RR,N/A,3,9-10b,85,True,70,16
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Siesta Beach,D. B. McMonagle,0,M. D. O'Callaghan,7th,4 3/4 l,4,9-6b1,74,True,70,16
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Pale Iris (IRE),G. F. Carroll,0,Joseph G. Murphy,6th,1 1/4 l,5,9-12,80,True,70,16
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Coins Cross (IRE),Declan McDonogh,0,Eddie & Patrick Harty,5th,2 l,5,10-0b,82,True,70,16
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Desert Haven,C. T. Keane,0,Noel Meade,4th,1 3/4 l,3,9-8t,83,True,70,16
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Facethepuckout (IRE),J. M. Sheridan,0,M. D. O'Callaghan,3rd,Nose,7,9-8,76,True,70,16
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Helpmeout (IRE),William James Lee,0,W. McCreery,2nd,Head,4,9-10,78,True,70,16
Naas Racing Results | 26th July 2023 20:30,N/A,20:30,Soft,7f,Bells on Her Toes (IRE),Andrew Joseph Slattery,0,A. Slattery,1st,N/A,4,9-5v,73,True,70,16
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Foxtrot J (IRE),N. M. Crosse,0,Michael O'Meara,13th,1/2 l,2,8-9,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Promo Queen (IRE),G. P. Halpin,0,Christopher David Timmons,12th,2 3/4 l,2,9-1,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Limoncello Lady (IRE),Shane Foley,0,Mrs J. Harrington,11th,3 1/4 l,2,9-1,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Madame Plaintiff (IRE),C. D. Hayes,0,Gavin Patrick Cromwell,10th,1/2 l,2,8-11,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Hannah Buckle (IRE),L. T. McAteer,0,Barry Fitzgerald,9th,Head,2,9-1,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Neo Smart (IRE),R. P. Cleary,0,J. S. Bolger,8th,1/2 l,2,8-9,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Sli Na Ghealai (IRE),Kyanna Van Buuren,10,J. S. Bolger,7th,1 1/4 l,2,8-9,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Many Thanks (IRE),Andrew Joseph Slattery,0,A. Slattery,6th,1/2 l,2,8-11,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Ten Deep,William James Lee,0,P. Twomey,5th,1 l,2,9-1t1,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Asian Daze (IRE),D. E. Sheehy,3,John Patrick Murtagh,4th,2 3/4 l,2,8-9,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,National Lady (IRE),G. F. Carroll,0,G. M. Lyons,3rd,2 1/2 l,2,9-1,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Sakti (IRE),C. T. Keane,0,G. M. Lyons,2nd,Neck,2,9-3,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Brilliant (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,2,8-13,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Foxtrot J (IRE),N. M. Crosse,0,Michael O'Meara,13th,1/2 l,2,8-9,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Promo Queen (IRE),G. P. Halpin,0,Christopher David Timmons,12th,2 3/4 l,2,9-1,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Limoncello Lady (IRE),Shane Foley,0,Mrs J. Harrington,11th,3 1/4 l,2,9-1,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Madame Plaintiff (IRE),C. D. Hayes,0,Gavin Patrick Cromwell,10th,1/2 l,2,8-11,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Hannah Buckle (IRE),L. T. McAteer,0,Barry Fitzgerald,9th,Head,2,9-1,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Neo Smart (IRE),R. P. Cleary,0,J. S. Bolger,8th,1/2 l,2,8-9,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Sli Na Ghealai (IRE),Kyanna Van Buuren,10,J. S. Bolger,7th,1 1/4 l,2,8-9,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Many Thanks (IRE),Andrew Joseph Slattery,0,A. Slattery,6th,1/2 l,2,8-11,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Ten Deep,William James Lee,0,P. Twomey,5th,1 l,2,9-1t1,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Asian Daze (IRE),D. E. Sheehy,3,John Patrick Murtagh,4th,2 3/4 l,2,8-9,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,National Lady (IRE),G. F. Carroll,0,G. M. Lyons,3rd,2 1/2 l,2,9-1,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Sakti (IRE),C. T. Keane,0,G. M. Lyons,2nd,Neck,2,9-3,-,True,70,17
N/A,N/A,16:37,Soft (Yielding In Places),7f 32y,Brilliant (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,2,8-13,-,True,70,17
N/A,N/A,17:12,Soft (Yielding In Places),7f 32y,Lady Craftsman (IRE),R. C. Colgan,0,Adrian Murray,6th,7 1/2 l,2,9-2,-,True,70,18
N/A,N/A,17:12,Soft (Yielding In Places),7f 32y,Rush Queen (IRE),Ben Martin Coen,0,Adrian McGuinness,5th,3/4 l,2,9-2,-,True,70,18
N/A,N/A,17:12,Soft (Yielding In Places),7f 32y,Nemonte (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,4th,3 1/4 l,2,9-2,-,True,70,18
N/A,N/A,17:12,Soft (Yielding In Places),7f 32y,Mysteries (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,2 1/4 l,2,9-2,-,True,70,18
N/A,N/A,17:12,Soft (Yielding In Places),7f 32y,Vespertilio (FR),William James Lee,0,W. McCreery,2nd,1 1/2 l,2,9-2,-,True,70,18
N/A,N/A,17:12,Soft (Yielding In Places),7f 32y,Ylang Ylang,Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-2,-,True,70,18
N/A,N/A,17:12,Soft (Yielding In Places),7f 32y,Lady Craftsman (IRE),R. C. Colgan,0,Adrian Murray,6th,7 1/2 l,2,9-2,-,True,70,18
N/A,N/A,17:12,Soft (Yielding In Places),7f 32y,Rush Queen (IRE),Ben Martin Coen,0,Adrian McGuinness,5th,3/4 l,2,9-2,-,True,70,18
N/A,N/A,17:12,Soft (Yielding In Places),7f 32y,Nemonte (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,4th,3 1/4 l,2,9-2,-,True,70,18
N/A,N/A,17:12,Soft (Yielding In Places),7f 32y,Mysteries (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,2 1/4 l,2,9-2,-,True,70,18
N/A,N/A,17:12,Soft (Yielding In Places),7f 32y,Vespertilio (FR),William James Lee,0,W. McCreery,2nd,1 1/2 l,2,9-2,-,True,70,18
N/A,N/A,17:12,Soft (Yielding In Places),7f 32y,Ylang Ylang,Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-2,-,True,70,18
N/A,N/A,17:47,Soft (Yielding In Places),7f 32y,Saxon Kingdom (IRE),William James Lee,0,M. C. Grassick,4th,6 l,2,9-5,-,True,70,19
N/A,N/A,17:47,Soft (Yielding In Places),7f 32y,Chicago Fireball (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,7 l,2,9-5,-,True,70,19
N/A,N/A,17:47,Soft (Yielding In Places),7f 32y,Devious,G. M. Ryan,0,Donnacha Aidan O'Brien,2nd,Neck,2,9-5,-,True,70,19
N/A,N/A,17:47,Soft (Yielding In Places),7f 32y,Henry Adams (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-5b1,-,True,70,19
N/A,N/A,17:47,Soft (Yielding In Places),7f 32y,Saxon Kingdom (IRE),William James Lee,0,M. C. Grassick,4th,6 l,2,9-5,-,True,70,19
N/A,N/A,17:47,Soft (Yielding In Places),7f 32y,Chicago Fireball (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,7 l,2,9-5,-,True,70,19
N/A,N/A,17:47,Soft (Yielding In Places),7f 32y,Devious,G. M. Ryan,0,Donnacha Aidan O'Brien,2nd,Neck,2,9-5,-,True,70,19
N/A,N/A,17:47,Soft (Yielding In Places),7f 32y,Henry Adams (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-5b1,-,True,70,19
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Alexander John (IRE),N. M. Crosse,0,Luke Comer,10th,Neck,3,9-3t,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Real Appeal (GER),Shane Foley,0,Adrian McGuinness,9th,4 3/4 l,6,9-10p,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Snapraeterea (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,8th,4 1/2 l,5,9-10p1,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Lord Massusus (IRE),G. F. Carroll,0,Joseph G. Murphy,7th,2 1/2 l,3,9-3,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Salt Lake City (IRE),Ryan Moore,0,Aidan O'Brien,6th,Head,3,9-3,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Cosmic Vega (IRE),William James Lee,0,M. Halford & T. Collins,5th,2 l,5,9-10,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Power Under Me (IRE),Seamie Heffernan,0,G. M. Lyons,4th,Short Head,5,9-10t,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Tarawa (IRE),C. D. Hayes,0,D. K. Weld,3rd,Neck,3,9-0,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Honey Girl (BRA),D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,3/4 l,4,9-7,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Zarinsk,C. T. Keane,0,G. M. Lyons,1st,N/A,3,9-0,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Alexander John (IRE),N. M. Crosse,0,Luke Comer,10th,Neck,3,9-3t,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Real Appeal (GER),Shane Foley,0,Adrian McGuinness,9th,4 3/4 l,6,9-10p,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Snapraeterea (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,8th,4 1/2 l,5,9-10p1,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Lord Massusus (IRE),G. F. Carroll,0,Joseph G. Murphy,7th,2 1/2 l,3,9-3,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Salt Lake City (IRE),Ryan Moore,0,Aidan O'Brien,6th,Head,3,9-3,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Cosmic Vega (IRE),William James Lee,0,M. Halford & T. Collins,5th,2 l,5,9-10,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Power Under Me (IRE),Seamie Heffernan,0,G. M. Lyons,4th,Short Head,5,9-10t,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Tarawa (IRE),C. D. Hayes,0,D. K. Weld,3rd,Neck,3,9-0,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Honey Girl (BRA),D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,3/4 l,4,9-7,-,True,70,20
N/A,N/A,18:22,Soft (Yielding In Places),7f 32y,Zarinsk,C. T. Keane,0,G. M. Lyons,1st,N/A,3,9-0,-,True,70,20
N/A,N/A,18:52,Soft (Yielding In Places),1m,Alonzo,D. B. McMonagle,0,Joseph Patrick O'Brien,PU,N/A,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,Highland Bells (IRE),Ben Martin Coen,0,Michael Mulvany,8th,2 1/4 l,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,Halberd,G. F. Carroll,0,G. M. Lyons,7th,6 1/2 l,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,Alpha Cephei,L. T. McAteer,0,David Marnane,6th,2 l,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,Ringside Timing (IRE),R. P. Cleary,0,J. S. Bolger,5th,Head,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,The Equator (IRE),Ryan Moore,0,Aidan O'Brien,4th,3/4 l,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,Gandolfo (IRE),C. D. Hayes,0,Noel Meade,3rd,1/2 l,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,Chief Little Rock (IRE),Seamie Heffernan,0,Aidan O'Brien,2nd,1/2 l,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,Juxtaposition (IRE),William James Lee,0,P. Twomey,1st,N/A,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,Alonzo,D. B. McMonagle,0,Joseph Patrick O'Brien,PU,N/A,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,Highland Bells (IRE),Ben Martin Coen,0,Michael Mulvany,8th,2 1/4 l,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,Halberd,G. F. Carroll,0,G. M. Lyons,7th,6 1/2 l,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,Alpha Cephei,L. T. McAteer,0,David Marnane,6th,2 l,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,Ringside Timing (IRE),R. P. Cleary,0,J. S. Bolger,5th,Head,2,9-7,-,True,70,21
