track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Trueba (IRE),C. Geerdharry,7,E. D. Linehan,2nd,Neck,7,9-7p,56,True,70,49
Gowran Park Racing Results | 29th July 2023 13:55,N/A,13:55,Soft,7f,Golden Days (IRE),C. J. MacRedmond,5,M. Halford & T. Collins,1st,N/A,6,9-2,51,True,70,49
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Dower House (IRE),K. K. Hennessy,0,Aidan O'Brien,11th,17 l,3,9-0t,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Moon De Vega,William James Lee,0,P. Twomey,10th,1 1/2 l,4,9-9tp,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Venice Biennale (IRE),S. McCullagh,0,John Joseph Murphy,9th,2 3/4 l,5,9-9,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Sunset Shiraz (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,8th,2 1/2 l,4,9-9t,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Angels Wrath (IRE),S. B. Kelly,0,John Patrick Murtagh,7th,1 l,4,9-9p1,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Pale Iris (IRE),Andrew Joseph Slattery,0,Joseph G. Murphy,6th,2 3/4 l,5,9-9,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Small Oasis,Declan McDonogh,0,Mrs J. Harrington,5th,1 3/4 l,3,9-0b,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Giladah (IRE),C. D. Hayes,0,D. K. Weld,4th,5 l,4,9-9,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Goldana (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,Neck,4,9-12,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Village Voice,Shane Foley,0,Mrs J. Harrington,2nd,3 l,3,9-0,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Jackie Oh (IRE),C. T. Keane,0,Aidan O'Brien,1st,N/A,3,9-0,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Dower House (IRE),K. K. Hennessy,0,Aidan O'Brien,11th,17 l,3,9-0t,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Moon De Vega,William James Lee,0,P. Twomey,10th,1 1/2 l,4,9-9tp,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Venice Biennale (IRE),S. McCullagh,0,John Joseph Murphy,9th,2 3/4 l,5,9-9,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Sunset Shiraz (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,8th,2 1/2 l,4,9-9t,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Angels Wrath (IRE),S. B. Kelly,0,John Patrick Murtagh,7th,1 l,4,9-9p1,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Pale Iris (IRE),Andrew Joseph Slattery,0,Joseph G. Murphy,6th,2 3/4 l,5,9-9,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Small Oasis,Declan McDonogh,0,Mrs J. Harrington,5th,1 3/4 l,3,9-0b,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Giladah (IRE),C. D. Hayes,0,D. K. Weld,4th,5 l,4,9-9,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Goldana (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,Neck,4,9-12,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Village Voice,Shane Foley,0,Mrs J. Harrington,2nd,3 l,3,9-0,-,True,70,50
Gowran Park Racing Results | 29th July 2023 14:30,N/A,14:30,Soft,1m 1f,Jackie Oh (IRE),C. T. Keane,0,Aidan O'Brien,1st,N/A,3,9-0,-,True,70,50
