track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Kingsofthemidlands (FR),R. P. Cleary,0,P. A. Fahy,9th,7 l,5,9-11,75,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Last Ammo (IRE),William James Lee,0,Richard John O'Brien,8th,Nose,4,10-1,80,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,War Thunder,D. E. Sheehy,3,D. J. Ryan,7th,4 1/2 l,5,8-7,57,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,The Jam Man (IRE),D. B. McMonagle,0,P. J. Rothwell,6th,1 3/4 l,10,9-13,77,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Takarengo (IRE),Ben Martin Coen,0,Thomas Mullins,5th,1/2 l,7,9-13p,77,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Rich Belief,Seamie Heffernan,0,Karl Thornton,4th,3 3/4 l,6,10-2tb,80,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Away To Sea (FR),Tom Kiely Marshall,7,Joseph G. Murphy,3rd,1 1/2 l,6,10-0p1,78,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Barometer (IRE),Shane Foley,0,John Joseph Murphy,2nd,1 1/4 l,8,8-10,60,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Grappa Nonino (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,4,8-11,62,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Whirling Dervish,D. W. O'Connor,0,J. F. Levins,12th,4 1/4 l,8,10-0tp,78,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Superlike (IRE),W. M. Lordan,0,Michael G. Cleary,11th,13 l,5,8-7p1,57,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Swelltime (IRE),N. G. McCullagh,0,William O'Doherty,10th,6 1/2 l,7,8-7,57,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Kingsofthemidlands (FR),R. P. Cleary,0,P. A. Fahy,9th,7 l,5,9-11,75,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Last Ammo (IRE),William James Lee,0,Richard John O'Brien,8th,Nose,4,10-1,80,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,War Thunder,D. E. Sheehy,3,D. J. Ryan,7th,4 1/2 l,5,8-7,57,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,The Jam Man (IRE),D. B. McMonagle,0,P. J. Rothwell,6th,1 3/4 l,10,9-13,77,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Takarengo (IRE),Ben Martin Coen,0,Thomas Mullins,5th,1/2 l,7,9-13p,77,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Rich Belief,Seamie Heffernan,0,Karl Thornton,4th,3 3/4 l,6,10-2tb,80,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Away To Sea (FR),Tom Kiely Marshall,7,Joseph G. Murphy,3rd,1 1/2 l,6,10-0p1,78,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Barometer (IRE),Shane Foley,0,John Joseph Murphy,2nd,1 1/4 l,8,8-10,60,True,54,36
Killarney Racing Results | 16th May 2023 19:35,N/A,19:35,Good To Yielding,2m 182y,Grappa Nonino (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,4,8-11,62,True,54,36
Killarney Racing Results | 16th May 2023 20:10,N/A,20:10,Good To Yielding,1m 6f 44y,Ted Hastings (IRE),D. B. McMonagle,0,Gordon Elliott,7th,1 3/4 l,7,9-12,-,True,54,37
Killarney Racing Results | 16th May 2023 20:10,N/A,20:10,Good To Yielding,1m 6f 44y,Spasiba (FR),William James Lee,0,P. Twomey,6th,Nose,4,9-12,-,True,54,37
Killarney Racing Results | 16th May 2023 20:10,N/A,20:10,Good To Yielding,1m 6f 44y,Female Soldier (IRE),Ben Martin Coen,0,Thomas Mullins,5th,3/4 l,4,9-7,-,True,54,37
Killarney Racing Results | 16th May 2023 20:10,N/A,20:10,Good To Yielding,1m 6f 44y,Venice Biennale (IRE),R. C. Colgan,0,John Joseph Murphy,4th,Short Head,5,9-2,-,True,54,37
Killarney Racing Results | 16th May 2023 20:10,N/A,20:10,Good To Yielding,1m 6f 44y,Impero (IRE),G. M. Ryan,0,Michael G. Cleary,3rd,1 3/4 l,4,9-4,-,True,54,37
Killarney Racing Results | 16th May 2023 20:10,N/A,20:10,Good To Yielding,1m 6f 44y,Hms Seahorse (IRE),C. D. Hayes,0,Paul Nolan,2nd,3 1/4 l,5,9-12,-,True,54,37
Killarney Racing Results | 16th May 2023 20:10,N/A,20:10,Good To Yielding,1m 6f 44y,Taipan (FR),Shane Foley,0,Mrs J. Harrington,1st,N/A,5,9-7p,-,True,54,37
Killarney Racing Results | 16th May 2023 20:10,N/A,20:10,Good To Yielding,1m 6f 44y,Ted Hastings (IRE),D. B. McMonagle,0,Gordon Elliott,7th,1 3/4 l,7,9-12,-,True,54,37
Killarney Racing Results | 16th May 2023 20:10,N/A,20:10,Good To Yielding,1m 6f 44y,Spasiba (FR),William James Lee,0,P. Twomey,6th,Nose,4,9-12,-,True,54,37
Killarney Racing Results | 16th May 2023 20:10,N/A,20:10,Good To Yielding,1m 6f 44y,Female Soldier (IRE),Ben Martin Coen,0,Thomas Mullins,5th,3/4 l,4,9-7,-,True,54,37
Killarney Racing Results | 16th May 2023 20:10,N/A,20:10,Good To Yielding,1m 6f 44y,Venice Biennale (IRE),R. C. Colgan,0,John Joseph Murphy,4th,Short Head,5,9-2,-,True,54,37
Killarney Racing Results | 16th May 2023 20:10,N/A,20:10,Good To Yielding,1m 6f 44y,Impero (IRE),G. M. Ryan,0,Michael G. Cleary,3rd,1 3/4 l,4,9-4,-,True,54,37
Killarney Racing Results | 16th May 2023 20:10,N/A,20:10,Good To Yielding,1m 6f 44y,Hms Seahorse (IRE),C. D. Hayes,0,Paul Nolan,2nd,3 1/4 l,5,9-12,-,True,54,37
Killarney Racing Results | 16th May 2023 20:10,N/A,20:10,Good To Yielding,1m 6f 44y,Taipan (FR),Shane Foley,0,Mrs J. Harrington,1st,N/A,5,9-7p,-,True,54,37
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Inflection Point (IRE),C. T. Keane,0,James McAuley,13th,2 1/4 l,7,10-2,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Eyela (IRE),Oisin McSweeney,5,Eddie & Patrick Harty,12th,6 1/2 l,4,9-12h1,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Csarina (IRE),S. P. Bird,10,Michael Mulvany,11th,1/2 l,4,9-2t,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Magyar (ARG),Sorcha Woods,7,Paul John Gilligan,10th,3 l,6,9-2,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,It Might Be You (IRE),J. J. G. Ryan,7,Thomas Coyle,9th,1 1/4 l,4,9-0,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Pastel Power (IRE),S. D. Bowen,7,Denis Hogan,8th,1 3/4 l,4,9-2,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Hurricane Helen,J. M. Sheridan,3,Denis Hogan,7th,1 1/4 l,5,9-6,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Mass Gathering (IRE),P. A. Harnett,7,J. G. Murray,6th,1/2 l,5,9-10tb,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Scarlet Dancer (IRE),R. Whearty,7,James McAuley,5th,Neck,4,9-12p,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Sunset Nova (IRE),Amy Jo Hayes,7,A. Slattery,4th,1/2 l,7,9-12v,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Hot Whispers (IRE),J. Coen,5,Shane Nolan,3rd,1/2 l,4,9-2tb1,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Singe Anglais (IRE),Adam Caffrey,7,H. D. McGuigan,2nd,2 3/4 l,6,9-4v,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,It'll Do My Day (IRE),G. F. Carroll,0,Michael Mulvany,1st,N/A,4,9-2t,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Inflection Point (IRE),C. T. Keane,0,James McAuley,13th,2 1/4 l,7,10-2,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Eyela (IRE),Oisin McSweeney,5,Eddie & Patrick Harty,12th,6 1/2 l,4,9-12h1,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Csarina (IRE),S. P. Bird,10,Michael Mulvany,11th,1/2 l,4,9-2t,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Magyar (ARG),Sorcha Woods,7,Paul John Gilligan,10th,3 l,6,9-2,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,It Might Be You (IRE),J. J. G. Ryan,7,Thomas Coyle,9th,1 1/4 l,4,9-0,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Pastel Power (IRE),S. D. Bowen,7,Denis Hogan,8th,1 3/4 l,4,9-2,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Hurricane Helen,J. M. Sheridan,3,Denis Hogan,7th,1 1/4 l,5,9-6,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Mass Gathering (IRE),P. A. Harnett,7,J. G. Murray,6th,1/2 l,5,9-10tb,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Scarlet Dancer (IRE),R. Whearty,7,James McAuley,5th,Neck,4,9-12p,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Sunset Nova (IRE),Amy Jo Hayes,7,A. Slattery,4th,1/2 l,7,9-12v,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Hot Whispers (IRE),J. Coen,5,Shane Nolan,3rd,1/2 l,4,9-2tb1,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,Singe Anglais (IRE),Adam Caffrey,7,H. D. McGuigan,2nd,2 3/4 l,6,9-4v,-,True,54,38
Sligo Racing Results | 16th May 2023 17:15,N/A,17:15,Good To Yielding (Yielding In Places),5f 182y,It'll Do My Day (IRE),G. F. Carroll,0,Michael Mulvany,1st,N/A,4,9-2t,-,True,54,38
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,American In Paris (IRE),S. D. Bowen,7,Denis Hogan,10th,3 1/2 l,3,9-8b,61,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Meggy Moo (IRE),C. T. Keane,0,Noel Meade,9th,2 1/4 l,3,9-12t,65,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Zouperior,L. F. Roche,0,Peter Fahey,8th,1 3/4 l,3,9-8,61,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Happenstance (IRE),A. C. Persse,7,Patrick J. Flynn,7th,Nose,3,8-11,50,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Asgard's Captain (IRE),Jack Cleary,7,Thomas Dowling,6th,1 1/4 l,3,8-12,51,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Senado Square,A. J. Slattery,0,A. Slattery,5th,1 3/4 l,3,9-7,60,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Master Garvey (IRE),G. F. Carroll,0,Joseph Anthony Murray,4th,1 l,3,9-8,61,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Lisieux (IRE),Adam Caffrey,7,Adrian McGuinness,3rd,1 l,3,9-12,65,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Jackie Brown (IRE),Declan McDonogh,0,A. J. Martin,2nd,3/4 l,3,8-12t,51,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Sneddy Eddie (IRE),R. P. Whelan,0,Mark McNiff,1st,N/A,3,9-3,56,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,American In Paris (IRE),S. D. Bowen,7,Denis Hogan,10th,3 1/2 l,3,9-8b,61,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Meggy Moo (IRE),C. T. Keane,0,Noel Meade,9th,2 1/4 l,3,9-12t,65,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Zouperior,L. F. Roche,0,Peter Fahey,8th,1 3/4 l,3,9-8,61,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Happenstance (IRE),A. C. Persse,7,Patrick J. Flynn,7th,Nose,3,8-11,50,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Asgard's Captain (IRE),Jack Cleary,7,Thomas Dowling,6th,1 1/4 l,3,8-12,51,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Senado Square,A. J. Slattery,0,A. Slattery,5th,1 3/4 l,3,9-7,60,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Master Garvey (IRE),G. F. Carroll,0,Joseph Anthony Murray,4th,1 l,3,9-8,61,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Lisieux (IRE),Adam Caffrey,7,Adrian McGuinness,3rd,1 l,3,9-12,65,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Jackie Brown (IRE),Declan McDonogh,0,A. J. Martin,2nd,3/4 l,3,8-12t,51,True,54,39
Sligo Racing Results | 16th May 2023 17:50,N/A,17:50,Good To Yielding (Yielding In Places),5f 182y,Sneddy Eddie (IRE),R. P. Whelan,0,Mark McNiff,1st,N/A,3,9-3,56,True,54,39
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Benerville (IRE),P. A. Harnett,7,T. Hogan,11th,4 1/2 l,3,9-3,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Charlie Darling (FR),R. Whearty,7,Gavin Patrick Cromwell,10th,1/2 l,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Tom Red (IRE),J. M. Sheridan,3,Mark McNiff,9th,3 1/2 l,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Vista Baby (FR),A. J. Slattery,0,A. Slattery,8th,1 3/4 l,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Adare Beauty (IRE),R. P. Whelan,0,K. J. Condon,7th,1 3/4 l,3,9-3v1,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Golden Temple (IRE),C. T. Keane,0,Noel Meade,6th,4 l,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Serotonin,Oisin McSweeney,5,Alan Richardson,5th,Neck,3,9-8b,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Giselles Defence (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,4th,1/2 l,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,St Faz (FR),M. A. Enright,0,E. J. O'Grady,3rd,1/2 l,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Right Now (IRE),J. Coen,5,Joseph Patrick O'Brien,2nd,2 l,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Blazing Sunset,L. F. Roche,0,D. K. Weld,1st,N/A,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Benerville (IRE),P. A. Harnett,7,T. Hogan,11th,4 1/2 l,3,9-3,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Charlie Darling (FR),R. Whearty,7,Gavin Patrick Cromwell,10th,1/2 l,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Tom Red (IRE),J. M. Sheridan,3,Mark McNiff,9th,3 1/2 l,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Vista Baby (FR),A. J. Slattery,0,A. Slattery,8th,1 3/4 l,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Adare Beauty (IRE),R. P. Whelan,0,K. J. Condon,7th,1 3/4 l,3,9-3v1,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Golden Temple (IRE),C. T. Keane,0,Noel Meade,6th,4 l,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Serotonin,Oisin McSweeney,5,Alan Richardson,5th,Neck,3,9-8b,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Giselles Defence (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,4th,1/2 l,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,St Faz (FR),M. A. Enright,0,E. J. O'Grady,3rd,1/2 l,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Right Now (IRE),J. Coen,5,Joseph Patrick O'Brien,2nd,2 l,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:20,N/A,18:20,Good To Yielding (Yielding In Places),1m 2f 94y,Blazing Sunset,L. F. Roche,0,D. K. Weld,1st,N/A,3,9-8,-,True,54,40
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,Kami (IRE),P. A. Harnett,7,Mark McNiff,8th,11 l,3,9-6,69,True,54,41
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,Majestic Hills (IRE),L. F. Roche,0,Gavin Patrick Cromwell,7th,13 l,3,8-9,58,True,54,41
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,Rough And Tough (IRE),G. F. Carroll,0,Michael Mulvany,6th,Neck,3,9-7,70,True,54,41
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,One Boss,S. McCullagh,3,Mrs J. Harrington,5th,5 1/2 l,3,9-12,75,True,54,41
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,Show No Fear (IRE),S. D. Bowen,7,Denis Hogan,4th,7 l,3,8-9,58,True,54,41
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,Picture of a City,Declan McDonogh,0,Andrew Oliver,3rd,1/2 l,3,9-7,70,True,54,41
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,Tea Olive (FR),C. T. Keane,0,Noel Meade,2nd,1/2 l,3,9-11,74,True,54,41
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,Whisky on the Hill,R. P. Whelan,0,Adrian McGuinness,1st,N/A,3,9-6,69,True,54,41
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,Kami (IRE),P. A. Harnett,7,Mark McNiff,8th,11 l,3,9-6,69,True,54,41
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,Majestic Hills (IRE),L. F. Roche,0,Gavin Patrick Cromwell,7th,13 l,3,8-9,58,True,54,41
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,Rough And Tough (IRE),G. F. Carroll,0,Michael Mulvany,6th,Neck,3,9-7,70,True,54,41
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,One Boss,S. McCullagh,3,Mrs J. Harrington,5th,5 1/2 l,3,9-12,75,True,54,41
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,Show No Fear (IRE),S. D. Bowen,7,Denis Hogan,4th,7 l,3,8-9,58,True,54,41
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,Picture of a City,Declan McDonogh,0,Andrew Oliver,3rd,1/2 l,3,9-7,70,True,54,41
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,Tea Olive (FR),C. T. Keane,0,Noel Meade,2nd,1/2 l,3,9-11,74,True,54,41
Sligo Racing Results | 16th May 2023 18:50,N/A,18:50,Good To Yielding (Yielding In Places),1m 2f 94y,Whisky on the Hill,R. P. Whelan,0,Adrian McGuinness,1st,N/A,3,9-6,69,True,54,41
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,Tellthemi'mhere (IRE),R. Whearty,7,Ian Patrick Donoghue,9th,17 l,5,10-1h,82,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,Out On Friday (IRE),S. D. Bowen,7,Philip Michael Byrne,8th,14 l,7,8-7,60,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,Dalvey,J. M. Sheridan,3,James McAuley,7th,1 l,6,9-13tp,80,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,Gradulations,R. P. Whelan,0,Andrew Oliver,6th,1 1/4 l,4,9-9,76,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,Persian Queen (IRE),C. Stone-Walsh,7,Ms Joanna Morgan,5th,1/2 l,6,9-12t,79,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,En Or (FR),C. T. Keane,0,A. J. Martin,4th,1/2 l,5,9-9,76,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,Red Ball Of Fire (IRE),M. W. Hassett,10,Mark McNiff,3rd,Head,6,8-7p,60,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,Sir Antonino (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,2nd,3 1/4 l,4,10-2b,83,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,In From The Cold (IRE),J. Kearney,7,Gordon Elliott,1st,N/A,6,9-12,79,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,Tellthemi'mhere (IRE),R. Whearty,7,Ian Patrick Donoghue,9th,17 l,5,10-1h,82,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,Out On Friday (IRE),S. D. Bowen,7,Philip Michael Byrne,8th,14 l,7,8-7,60,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,Dalvey,J. M. Sheridan,3,James McAuley,7th,1 l,6,9-13tp,80,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,Gradulations,R. P. Whelan,0,Andrew Oliver,6th,1 1/4 l,4,9-9,76,True,54,42
