track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Sir Bob (IRE),M P Walsh,0,R Tyner,6th,43 l,13,11-3p,114,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Machismo (IRE),Finn Brickley,7,G Elliott,5th,1/2 l,6,11-9p,120,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Nelson County (IRE),D J O'Keeffe,0,R O'Sullivan,4th,3/4 l,5,10-8,105,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Betty Dutton (IRE),H E Sexton,7,E J O'Grady,3rd,1 3/4 l,7,10-6t,103,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Getaway Charlie (IRE),Mr D Doyle,7,T Doyle,2nd,4 3/4 l,9,11-5,116,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Hitak (FR),D E Mullins,0,J J Hanlon,1st,N/A,8,11-1,112,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Flemensface (IRE),R A Doyle,0,E Griffin,NR,N/A,8,11-4,115,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Arion Soldier (IRE),Rachael Blackmore,0,Eamon Courtney,NR,N/A,7,11-12,123,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Toor Khov (IRE),L Quinlan,3,Ms M Flynn,NR,N/A,7,11-4,115,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Workinonadream (IRE),A P Kelly,5,P J Rothwell,PU,N/A,7,11-2p,113,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Lady Bluebird (IRE),Mr E Finegan,7,H P Finegan,8th,20 l,8,11-1,112,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Lucky Viv (IRE),J P Shinnick,5,Michael Barry,7th,3 1/2 l,7,10-11,108,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Sir Bob (IRE),M P Walsh,0,R Tyner,6th,43 l,13,11-3p,114,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Machismo (IRE),Finn Brickley,7,G Elliott,5th,1/2 l,6,11-9p,120,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Nelson County (IRE),D J O'Keeffe,0,R O'Sullivan,4th,3/4 l,5,10-8,105,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Betty Dutton (IRE),H E Sexton,7,E J O'Grady,3rd,1 3/4 l,7,10-6t,103,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Getaway Charlie (IRE),Mr D Doyle,7,T Doyle,2nd,4 3/4 l,9,11-5,116,True,165,25
Cork Racing Results | 20th March 2025 16:12,N/A,16:12,Good (Good To Yielding In Places),3m 140y,Hitak (FR),D E Mullins,0,J J Hanlon,1st,N/A,8,11-1,112,True,165,25
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Twoplustwo Equals (IRE),Mr B J Walsh,7,Paul Tobin,PU,N/A,8,12-4h,92,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Ain't No Sunshine (IRE),Miss Ellie Holder,7,J J Hanlon,F,N/A,9,12-3,91,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Siul Molly Siul (IRE),Mr P J Cody,7,Jayne Hearne,F,N/A,6,11-12p,86,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Glorious Singer (IRE),Ms A Power,7,Ms M Flynn,8th,29 l,10,11-1,75,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,God Help Us (IRE),Mr R Lemiere,5,E F Gallagher,7th,10 l,9,11-13h,87,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Ar Aghaidh (IRE),Mr Finn Tegetmeier,7,H P Finegan,6th,3 l,8,11-11,85,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Milan Dollar Lady (IRE),Mr D Doyle,7,T Hogan,5th,1/2 l,6,11-7tv,81,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Mullanour (IRE),Mr L Chieregati,0,W J Martin,4th,14 l,6,12-3,91,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Kalnoo (IRE),Mr A P Ryan,7,P Kiely,3rd,3/4 l,8,11-6,80,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Not May (IRE),Mr E Ohgren,5,H P Finegan,2nd,20 l,11,11-12tp,86,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Cullig (IRE),Mr Alan O'Sullivan,7,P T Foley,1st,N/A,6,11-10ht,84,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Twoplustwo Equals (IRE),Mr B J Walsh,7,Paul Tobin,PU,N/A,8,12-4h,92,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Ain't No Sunshine (IRE),Miss Ellie Holder,7,J J Hanlon,F,N/A,9,12-3,91,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Siul Molly Siul (IRE),Mr P J Cody,7,Jayne Hearne,F,N/A,6,11-12p,86,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Glorious Singer (IRE),Ms A Power,7,Ms M Flynn,8th,29 l,10,11-1,75,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,God Help Us (IRE),Mr R Lemiere,5,E F Gallagher,7th,10 l,9,11-13h,87,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Ar Aghaidh (IRE),Mr Finn Tegetmeier,7,H P Finegan,6th,3 l,8,11-11,85,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Milan Dollar Lady (IRE),Mr D Doyle,7,T Hogan,5th,1/2 l,6,11-7tv,81,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Mullanour (IRE),Mr L Chieregati,0,W J Martin,4th,14 l,6,12-3,91,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Kalnoo (IRE),Mr A P Ryan,7,P Kiely,3rd,3/4 l,8,11-6,80,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Not May (IRE),Mr E Ohgren,5,H P Finegan,2nd,20 l,11,11-12tp,86,True,165,26
Cork Racing Results | 20th March 2025 16:47,N/A,16:47,Good (Good To Yielding In Places) e (,3m 140y,Cullig (IRE),Mr Alan O'Sullivan,7,P T Foley,1st,N/A,6,11-10ht,84,True,165,26
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Early Bird (IRE),Miss A B O'Connor,0,Jonathan Sweeney,NR,N/A,6,11-11,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Ginny Weasley,Ms M Barcoe,7,J Barcoe,10th,55 l,6,11-11,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Watch Your Step (IRE),Miss F Fox,7,P J Rothwell,9th,1 1/4 l,5,11-11,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Shake The Bag (IRE),Ms S North,7,S Curling,8th,5 l,6,11-11,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Phiddlesticks (IRE),Miss P Elvin,7,P J Rothwell,7th,10 l,6,11-11,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Cinnabar Moth (IRE),Miss J Townend,0,Liz Doyle,6th,1 1/2 l,4,11-1,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Alaskan View (IRE),Miss T Quail,7,W J Martin,5th,Head,5,11-11,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Nella Fantasia,Miss J Walton,5,D Budds,4th,3 3/4 l,5,11-11ht1,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Tricksofthetrade (IRE),Miss M O'Sullivan,5,E Mullins,3rd,7 1/2 l,5,11-11h1,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Jo's Secret (IRE),Miss G Benson,7,A J Martin,2nd,3 3/4 l,5,11-11,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Ill Raise A Glass (IRE),Miss L Costello,7,M P Fitzgerald,1st,N/A,5,11-11,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Early Bird (IRE),Miss A B O'Connor,0,Jonathan Sweeney,NR,N/A,6,11-11,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Ginny Weasley,Ms M Barcoe,7,J Barcoe,10th,55 l,6,11-11,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Watch Your Step (IRE),Miss F Fox,7,P J Rothwell,9th,1 1/4 l,5,11-11,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Shake The Bag (IRE),Ms S North,7,S Curling,8th,5 l,6,11-11,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Phiddlesticks (IRE),Miss P Elvin,7,P J Rothwell,7th,10 l,6,11-11,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Cinnabar Moth (IRE),Miss J Townend,0,Liz Doyle,6th,1 1/2 l,4,11-1,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Alaskan View (IRE),Miss T Quail,7,W J Martin,5th,Head,5,11-11,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Nella Fantasia,Miss J Walton,5,D Budds,4th,3 3/4 l,5,11-11ht1,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Tricksofthetrade (IRE),Miss M O'Sullivan,5,E Mullins,3rd,7 1/2 l,5,11-11h1,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Jo's Secret (IRE),Miss G Benson,7,A J Martin,2nd,3 3/4 l,5,11-11,-,True,165,27
Cork Racing Results | 20th March 2025 17:22,N/A,17:22,Good (Good To Yielding In Places) ace (Turf),2m,Ill Raise A Glass (IRE),Miss L Costello,7,M P Fitzgerald,1st,N/A,5,11-11,-,True,165,27
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,Crystal Luna (IRE),Nicola Burns,7,Daniel Murphy,UR,N/A,4,8-13b,70,True,165,28
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,Dontspoilasale (IRE),R P Whelan,0,A McGuinness,7th,3/4 l,5,9-6v1,77,True,165,28
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,Never Shout Never (IRE),J A Powell,3,Stephen Thorne,6th,1 1/4 l,5,9-7t,78,True,165,28
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,Hero Of The Hour,R Whearty,3,T G McCourt,5th,1/2 l,8,8-9v,66,True,165,28
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,I'm Spartacus (IRE),Adam Caffrey,0,A McGuinness,4th,1/2 l,4,8-12,69,True,165,28
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,Beauty Queen (IRE),S Foley,0,Gerard O'Leary,3rd,Neck,3,9-7,90,True,165,28
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,Sporting Hero,D J O'Connor,10,D Hogan,2nd,1/2 l,5,10-0b,85,True,165,28
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,Jered Maddox,L T McAteer,0,D Marnane,1st,N/A,9,9-11,82,True,165,28
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,Crystal Luna (IRE),Nicola Burns,7,Daniel Murphy,UR,N/A,4,8-13b,70,True,165,28
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,Dontspoilasale (IRE),R P Whelan,0,A McGuinness,7th,3/4 l,5,9-6v1,77,True,165,28
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,Never Shout Never (IRE),J A Powell,3,Stephen Thorne,6th,1 1/4 l,5,9-7t,78,True,165,28
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,Hero Of The Hour,R Whearty,3,T G McCourt,5th,1/2 l,8,8-9v,66,True,165,28
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,I'm Spartacus (IRE),Adam Caffrey,0,A McGuinness,4th,1/2 l,4,8-12,69,True,165,28
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,Beauty Queen (IRE),S Foley,0,Gerard O'Leary,3rd,Neck,3,9-7,90,True,165,28
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,Sporting Hero,D J O'Connor,10,D Hogan,2nd,1/2 l,5,10-0b,85,True,165,28
Dundalk Racing Results | 21st March 2025 16:45,N/A,16:45,Standard,5f,Jered Maddox,L T McAteer,0,D Marnane,1st,N/A,9,9-11,82,True,165,28
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,No Speed Limit (FR),Nicola Burns,7,P J McKenna,11th,11 l,10,9-3v,52,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Clifton Light (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,10th,Neck,4,8-12,47,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Rushes To Riches (IRE),R M Mulligan,7,Paul Mulligan,9th,3 l,3,8-7t,55,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Winemaker (FR),J Cleary,5,D Dias,8th,Short Head,5,9-6,55,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Rattletheonionbag (IRE),C D Hayes,0,W P Browne,7th,1 l,5,9-1p,50,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Pub Talk (IRE),J M Sheridan,0,D Hogan,6th,Nose,5,9-8,57,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Senado Square,A Browne-Souza,10,A Slattery,5th,1/2 l,5,9-12t1,61,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Hasiyna (IRE),D W O'Connor,0,J C McConnell,4th,2 3/4 l,5,9-5,54,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Havana Notion,R Whearty,3,J Feane,3rd,Short Head,5,8-12,47,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,My Girl Sioux (IRE),J S Dalton,10,A Slattery,2nd,Neck,5,9-4,53,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Amemri,L T McAteer,0,D Marnane,1st,N/A,5,10-2,65,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,No Speed Limit (FR),Nicola Burns,7,P J McKenna,11th,11 l,10,9-3v,52,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Clifton Light (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,10th,Neck,4,8-12,47,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Rushes To Riches (IRE),R M Mulligan,7,Paul Mulligan,9th,3 l,3,8-7t,55,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Winemaker (FR),J Cleary,5,D Dias,8th,Short Head,5,9-6,55,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Rattletheonionbag (IRE),C D Hayes,0,W P Browne,7th,1 l,5,9-1p,50,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Pub Talk (IRE),J M Sheridan,0,D Hogan,6th,Nose,5,9-8,57,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Senado Square,A Browne-Souza,10,A Slattery,5th,1/2 l,5,9-12t1,61,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Hasiyna (IRE),D W O'Connor,0,J C McConnell,4th,2 3/4 l,5,9-5,54,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Havana Notion,R Whearty,3,J Feane,3rd,Short Head,5,8-12,47,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,My Girl Sioux (IRE),J S Dalton,10,A Slattery,2nd,Neck,5,9-4,53,True,165,29
Dundalk Racing Results | 21st March 2025 17:15,N/A,17:15,Standard,6f,Amemri,L T McAteer,0,D Marnane,1st,N/A,5,10-2,65,True,165,29
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Glenroyal (IRE),S A Wallace,10,J P O'Brien,14th,97 l,3,9-8h1,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Magnolia Drive (IRE),D McMonagle,0,J P O'Brien,13th,1/2 l,3,9-3,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Voice Of Northeast (IRE),T Casey,10,M Mulvany,12th,2 3/4 l,3,9-8t1,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Lynns Dash (IRE),K G Kennedy,5,M Fahey,11th,1 l,3,9-3,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Mischief Man (IRE),B M Coen,0,J P Murtagh,10th,Neck,3,9-8,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Elegant Grand (USA),J A Heffernan,0,A Murray,9th,Neck,3,9-8,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Rising Sky (IRE),L T McAteer,0,A McCann,8th,Head,3,9-3,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Widely Acclaimed,Adam Caffrey,0,A McGuinness,7th,1 1/4 l,3,9-8,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Flynn Ryder,C D Hayes,0,Eoghan O'Neill,6th,1 1/4 l,3,9-8,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Shamanka (IRE),W M Lordan,0,N Lupini,5th,Head,3,9-3,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Spodo Komodo,R P Whelan,0,J Feane,4th,3/4 l,3,9-8,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,No Such Thing (IRE),C T Keane,0,G M Lyons,3rd,1 3/4 l,3,9-8,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Edge Of Mali (IRE),J J G Ryan,3,C O'Connell,2nd,1 1/4 l,3,9-3,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Currawood (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-8p1,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Glenroyal (IRE),S A Wallace,10,J P O'Brien,14th,97 l,3,9-8h1,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Magnolia Drive (IRE),D McMonagle,0,J P O'Brien,13th,1/2 l,3,9-3,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Voice Of Northeast (IRE),T Casey,10,M Mulvany,12th,2 3/4 l,3,9-8t1,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Lynns Dash (IRE),K G Kennedy,5,M Fahey,11th,1 l,3,9-3,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Mischief Man (IRE),B M Coen,0,J P Murtagh,10th,Neck,3,9-8,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Elegant Grand (USA),J A Heffernan,0,A Murray,9th,Neck,3,9-8,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Rising Sky (IRE),L T McAteer,0,A McCann,8th,Head,3,9-3,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Widely Acclaimed,Adam Caffrey,0,A McGuinness,7th,1 1/4 l,3,9-8,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Flynn Ryder,C D Hayes,0,Eoghan O'Neill,6th,1 1/4 l,3,9-8,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Shamanka (IRE),W M Lordan,0,N Lupini,5th,Head,3,9-3,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Spodo Komodo,R P Whelan,0,J Feane,4th,3/4 l,3,9-8,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,No Such Thing (IRE),C T Keane,0,G M Lyons,3rd,1 3/4 l,3,9-8,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Edge Of Mali (IRE),J J G Ryan,3,C O'Connell,2nd,1 1/4 l,3,9-3,-,True,165,30
Dundalk Racing Results | 21st March 2025 17:45,N/A,17:45,Standard,7f,Currawood (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-8p1,-,True,165,30
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,In The Minus (IRE),L T McAteer,0,Sean Davis,11th,2 l,3,8-13v1,57,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Happy For Evva (IRE),W M Lordan,0,Alan McIntyre,10th,1 1/4 l,3,9-11,69,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Hugo's Girl (IRE),R C Colgan,0,Thomas Dowling,9th,Neck,3,9-10,68,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Merchants Arch (IRE),S Foley,0,R O'Sullivan,8th,Neck,3,9-4v,62,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Endless Dawn,J A Powell,3,A McGuinness,7th,Neck,3,8-8tp1,52,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Annie Lavinia (IRE),C D Hayes,0,E Lynam,6th,Short Head,3,9-1,59,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Tam Lin (IRE),C T Keane,0,Daniel Murphy,5th,Short Head,3,9-4p,62,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Chriselli (IRE),M W Hassett,5,D Cullen,4th,1/2 l,3,8-10,54,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Brigid's Cloak,B M Coen,0,J P Murtagh,3rd,Nose,3,9-7,65,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Scarlet Widow (IRE),Alexandra Egan,10,E & P Harty,2nd,1 1/4 l,3,10-0t1,72,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Sunriseontheboyne (IRE),W Joyce,5,M Mulvany,1st,N/A,3,10-0,72,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,In The Minus (IRE),L T McAteer,0,Sean Davis,11th,2 l,3,8-13v1,57,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Happy For Evva (IRE),W M Lordan,0,Alan McIntyre,10th,1 1/4 l,3,9-11,69,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Hugo's Girl (IRE),R C Colgan,0,Thomas Dowling,9th,Neck,3,9-10,68,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Merchants Arch (IRE),S Foley,0,R O'Sullivan,8th,Neck,3,9-4v,62,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Endless Dawn,J A Powell,3,A McGuinness,7th,Neck,3,8-8tp1,52,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Annie Lavinia (IRE),C D Hayes,0,E Lynam,6th,Short Head,3,9-1,59,True,165,31
Dundalk Racing Results | 21st March 2025 18:15,N/A,18:15,Standard,7f,Tam Lin (IRE),C T Keane,0,Daniel Murphy,5th,Short Head,3,9-4p,62,True,165,31
