track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Go Frankie (IRE),Mr F Maguire,0,P Griffin,6th,67 l,8,11-7,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Ballyphilip (IRE),Mr N McParlan,0,Caroline Mccaldin,5th,3/4 l,7,12-0,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Dromleigh (IRE),Miss L Costello,7,Seamus Murnane,4th,9 l,9,11-7,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Big Interest (IRE),Mr B O'Neill,0,D M Christie,3rd,5 l,6,12-0t,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Bold Fury (IRE),Mr T C Kileff,7,S R B Crawford,2nd,2 l,6,11-7h,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Milan Forth (IRE),Mr K P Healy,7,A Murray,1st,N/A,6,12-0t,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Long Road (IRE),Mr B J Walsh,7,P J Rothwell,NR,N/A,6,11-7,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Drumnasoo (IRE),Mr O McGill,7,R J Tumilty,F,N/A,6,11-7,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Beg To Differ (IRE),Mr D O'Connor,0,E Bolger,7th,Head,6,11-7,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Go Frankie (IRE),Mr F Maguire,0,P Griffin,6th,67 l,8,11-7,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Ballyphilip (IRE),Mr N McParlan,0,Caroline Mccaldin,5th,3/4 l,7,12-0,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Dromleigh (IRE),Miss L Costello,7,Seamus Murnane,4th,9 l,9,11-7,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Big Interest (IRE),Mr B O'Neill,0,D M Christie,3rd,5 l,6,12-0t,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Bold Fury (IRE),Mr T C Kileff,7,S R B Crawford,2nd,2 l,6,11-7h,-,True,165,19
Down Royal Racing Results | 17th March 2025 16:47,N/A,16:47,Good,2m 3f 140y,Milan Forth (IRE),Mr K P Healy,7,A Murray,1st,N/A,6,12-0t,-,True,165,19
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Broomfield Aderra (IRE),Mr F Maguire,0,J P Dempsey,NR,N/A,5,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Kath Alec Girl (IRE),Mr N Gault,7,S Millar,NR,N/A,7,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Likeoldtimes (IRE),Mr L P Shanahan,7,M C Hickey,12th,4 l,6,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Flamin Court (IRE),Mr D O'Connor,0,S R B Crawford,11th,Nose,6,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Aisling Rose (IRE),Mr B O'Neill,0,S R B Crawford,10th,6 l,5,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,New York Diva (IRE),Mr O McGill,5,C Collins,9th,12 l,4,11-1,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Georgie's Pearl (IRE),Miss A B O'Connor,0,A McCann,8th,4 1/2 l,5,11-11h1,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Backwithyourown (IRE),Mr A P Ryan,7,J M Burke,7th,1 1/4 l,5,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Evelyn (IRE),Mr R Sugrue,7,Mrs J Cashin,6th,2 1/2 l,5,11-11t,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Kabylia (FR),Mr D G Lavery,0,G P Cromwell,5th,3/4 l,5,11-11t1,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,My Doyen (IRE),Mr I Ryan,7,T G McCourt,4th,5 l,5,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Oh Janey (IRE),Mr S Connor,7,S R B Crawford,3rd,2 3/4 l,5,11-11t1,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Kenisa Sport (FR),Mr J M Halford,7,G Elliott,2nd,2 1/2 l,5,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Echoing Silence (IRE),Mr J L Gleeson,3,H De Bromhead,1st,N/A,5,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Broomfield Aderra (IRE),Mr F Maguire,0,J P Dempsey,NR,N/A,5,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Kath Alec Girl (IRE),Mr N Gault,7,S Millar,NR,N/A,7,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Likeoldtimes (IRE),Mr L P Shanahan,7,M C Hickey,12th,4 l,6,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Flamin Court (IRE),Mr D O'Connor,0,S R B Crawford,11th,Nose,6,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Aisling Rose (IRE),Mr B O'Neill,0,S R B Crawford,10th,6 l,5,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,New York Diva (IRE),Mr O McGill,5,C Collins,9th,12 l,4,11-1,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Georgie's Pearl (IRE),Miss A B O'Connor,0,A McCann,8th,4 1/2 l,5,11-11h1,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Backwithyourown (IRE),Mr A P Ryan,7,J M Burke,7th,1 1/4 l,5,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Evelyn (IRE),Mr R Sugrue,7,Mrs J Cashin,6th,2 1/2 l,5,11-11t,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Kabylia (FR),Mr D G Lavery,0,G P Cromwell,5th,3/4 l,5,11-11t1,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,My Doyen (IRE),Mr I Ryan,7,T G McCourt,4th,5 l,5,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Oh Janey (IRE),Mr S Connor,7,S R B Crawford,3rd,2 3/4 l,5,11-11t1,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Kenisa Sport (FR),Mr J M Halford,7,G Elliott,2nd,2 1/2 l,5,11-11,-,True,165,20
Down Royal Racing Results | 17th March 2025 17:22,N/A,17:22,Good,2m 190y,Echoing Silence (IRE),Mr J L Gleeson,3,H De Bromhead,1st,N/A,5,11-11,-,True,165,20
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Shaboozee (IRE),R Deegan,0,J P O'Brien,UR,N/A,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Hudson (FR),Rachael Blackmore,0,Miss Ellmarie Holden,F,N/A,4,11-7t1,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Bruant,K C Sexton,0,A J Martin,BD,N/A,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Pourquoi Poi (IRE),L A McKenna,5,P W Flynn,16th,7 1/2 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,He Who Dares (IRE),R P Treacy,0,S Curling,15th,3 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Mudslide Molly,K E Buckley,0,E Buckley,14th,70 l,4,11-0,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Out Moll's Gap (IRE),P T Enright,0,Brendan Walsh,13th,12 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Galilean Prince (IRE),G B Noonan,5,E McCarthy,12th,38 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Jurality,B P Kennedy,7,P W Flynn,11th,5 1/2 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Memories Maker,O R Brown,5,A McCann,10th,5 1/2 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Sixtripleeight (IRE),D J Gilligan,0,G Elliott,9th,3/4 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Elusive Ogie (IRE),D J O'Keeffe,0,E McCarthy,8th,8 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Mo Ghille Mar (IRE),J J Slevin,0,Mrs J Harrington,7th,2 1/2 l,4,11-0p,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Lagoon Nebula,S F O'Keeffe,0,A Kinirons,6th,1/2 l,4,11-0,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Los Toldos,D E Mullins,0,J J Hanlon,5th,5 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Sundance Sioux (IRE),B W Harvey,0,Cian Hughes,4th,Neck,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Autumn Twist (IRE),D King,0,D Hogan,3rd,3 l,4,11-7p1,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Blake,D Meyler,0,N Meade,2nd,6 1/2 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Carried With Love (IRE),M P Walsh,0,J P O'Brien,1st,N/A,4,11-0,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Shaboozee (IRE),R Deegan,0,J P O'Brien,UR,N/A,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Hudson (FR),Rachael Blackmore,0,Miss Ellmarie Holden,F,N/A,4,11-7t1,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Bruant,K C Sexton,0,A J Martin,BD,N/A,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Pourquoi Poi (IRE),L A McKenna,5,P W Flynn,16th,7 1/2 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,He Who Dares (IRE),R P Treacy,0,S Curling,15th,3 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Mudslide Molly,K E Buckley,0,E Buckley,14th,70 l,4,11-0,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Out Moll's Gap (IRE),P T Enright,0,Brendan Walsh,13th,12 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Galilean Prince (IRE),G B Noonan,5,E McCarthy,12th,38 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Jurality,B P Kennedy,7,P W Flynn,11th,5 1/2 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Memories Maker,O R Brown,5,A McCann,10th,5 1/2 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Sixtripleeight (IRE),D J Gilligan,0,G Elliott,9th,3/4 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Elusive Ogie (IRE),D J O'Keeffe,0,E McCarthy,8th,8 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Mo Ghille Mar (IRE),J J Slevin,0,Mrs J Harrington,7th,2 1/2 l,4,11-0p,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Lagoon Nebula,S F O'Keeffe,0,A Kinirons,6th,1/2 l,4,11-0,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Los Toldos,D E Mullins,0,J J Hanlon,5th,5 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Sundance Sioux (IRE),B W Harvey,0,Cian Hughes,4th,Neck,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Autumn Twist (IRE),D King,0,D Hogan,3rd,3 l,4,11-7p1,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Blake,D Meyler,0,N Meade,2nd,6 1/2 l,4,11-7,-,True,165,21
Cork Racing Results | 20th March 2025 13:52,N/A,13:52,Good (Good To Yielding In Places),2m 150y,Carried With Love (IRE),M P Walsh,0,J P O'Brien,1st,N/A,4,11-0,-,True,165,21
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Olord (IRE),C P McNamara,0,E McNamara,NR,N/A,9,11-0,86,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Old Kenmare (IRE),Kevin A Murphy,7,Eamon Courtney,NR,N/A,6,11-1,87,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Go Gill Go (IRE),Rachael Blackmore,0,J Grace,NR,N/A,10,10-12tp,84,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Smallcraftwarning (IRE),Miss T Quail,7,Miss E McCutcheon,UR,N/A,8,11-8t,94,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Comanche Moon (IRE),P Byrnes,0,C Byrnes,PU,N/A,5,11-11,97,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Gino Bella (IRE),K M Donoghue,0,Barry J Fitzgerald,F,N/A,5,11-9,95,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Roxboro River (IRE),D E Mullins,0,J J Hanlon,15th,3/4 l,6,12-0,100,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Sandyman,A Harvey,5,William Harvey,14th,42 l,9,11-6t,92,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,A Family Affair (IRE),C M Quirke,3,T O'Brien,13th,7 1/2 l,5,10-0,72,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Our Uncle Jack (IRE),Mr D M Fitzgerald,7,M P Fitzgerald,12th,7 1/2 l,9,11-13ht,99,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Park Rules (IRE),G B Noonan,5,Ian O'Connor,11th,3 1/2 l,6,11-9h,95,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Internet Biddy (IRE),S F O'Keeffe,0,S Aherne,10th,3/4 l,7,10-0h,72,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Tremaine,D King,0,D Hogan,9th,3 1/2 l,4,11-0,96,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Added Bonus (IRE),D J O'Keeffe,0,Brendan Walsh,8th,1 3/4 l,11,10-10tp,82,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Dream Shaper (IRE),R P Geoghegan,7,I Madden,7th,4 3/4 l,6,12-0,100,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Opera Point (IRE),J Aherne,7,A O'Grady,6th,1/2 l,7,10-8,80,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Brianna Lily (IRE),D Meyler,0,J Barcoe,5th,5 l,8,11-13,99,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Who's In Midfield (IRE),J J Slevin,0,S K Ryder,4th,1/2 l,7,11-2t,88,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Phoenix Cowboy (USA),P F Kavanagh,7,M Winters,3rd,6 l,8,11-11,97,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Cramers Valley (IRE),S D Torrens,0,P J Rothwell,2nd,3 1/4 l,6,10-7b,79,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Ciao Adios (IRE),Eoin G Kelly,7,A Murray,1st,N/A,6,11-13t,99,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Olord (IRE),C P McNamara,0,E McNamara,NR,N/A,9,11-0,86,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Old Kenmare (IRE),Kevin A Murphy,7,Eamon Courtney,NR,N/A,6,11-1,87,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Go Gill Go (IRE),Rachael Blackmore,0,J Grace,NR,N/A,10,10-12tp,84,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Smallcraftwarning (IRE),Miss T Quail,7,Miss E McCutcheon,UR,N/A,8,11-8t,94,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Comanche Moon (IRE),P Byrnes,0,C Byrnes,PU,N/A,5,11-11,97,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Gino Bella (IRE),K M Donoghue,0,Barry J Fitzgerald,F,N/A,5,11-9,95,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Roxboro River (IRE),D E Mullins,0,J J Hanlon,15th,3/4 l,6,12-0,100,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Sandyman,A Harvey,5,William Harvey,14th,42 l,9,11-6t,92,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,A Family Affair (IRE),C M Quirke,3,T O'Brien,13th,7 1/2 l,5,10-0,72,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Our Uncle Jack (IRE),Mr D M Fitzgerald,7,M P Fitzgerald,12th,7 1/2 l,9,11-13ht,99,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Park Rules (IRE),G B Noonan,5,Ian O'Connor,11th,3 1/2 l,6,11-9h,95,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Internet Biddy (IRE),S F O'Keeffe,0,S Aherne,10th,3/4 l,7,10-0h,72,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Tremaine,D King,0,D Hogan,9th,3 1/2 l,4,11-0,96,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Added Bonus (IRE),D J O'Keeffe,0,Brendan Walsh,8th,1 3/4 l,11,10-10tp,82,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Dream Shaper (IRE),R P Geoghegan,7,I Madden,7th,4 3/4 l,6,12-0,100,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Opera Point (IRE),J Aherne,7,A O'Grady,6th,1/2 l,7,10-8,80,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Brianna Lily (IRE),D Meyler,0,J Barcoe,5th,5 l,8,11-13,99,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Who's In Midfield (IRE),J J Slevin,0,S K Ryder,4th,1/2 l,7,11-2t,88,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Phoenix Cowboy (USA),P F Kavanagh,7,M Winters,3rd,6 l,8,11-11,97,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Cramers Valley (IRE),S D Torrens,0,P J Rothwell,2nd,3 1/4 l,6,10-7b,79,True,165,22
Cork Racing Results | 20th March 2025 14:27,N/A,14:27,Good (Good To Yielding In Places),2m 150y,Ciao Adios (IRE),Eoin G Kelly,7,A Murray,1st,N/A,6,11-13t,99,True,165,22
Cork Racing Results | 20th March 2025 15:02,N/A,15:02,Good (Good To Yielding In Places),2m 4f,Promontory (IRE),D J O'Keeffe,0,Sarah Connell,NR,N/A,8,11-12,-,True,165,23
Cork Racing Results | 20th March 2025 15:02,N/A,15:02,Good (Good To Yielding In Places),2m 4f,Caught Again (IRE),Mr W T Cronin,7,William Cronin,NR,N/A,7,11-12,-,True,165,23
Cork Racing Results | 20th March 2025 15:02,N/A,15:02,Good (Good To Yielding In Places),2m 4f,Coup D'etat (IRE),Mr J P O'Rourke,7,P O'Rourke,NR,N/A,6,11-12,-,True,165,23
Cork Racing Results | 20th March 2025 15:02,N/A,15:02,Good (Good To Yielding In Places),2m 4f,You'llfindandsee (IRE),Kevin A Murphy,7,Ian O'Connor,PU,N/A,10,11-5t,-,True,165,23
Cork Racing Results | 20th March 2025 15:02,N/A,15:02,Good (Good To Yielding In Places),2m 4f,Sacramental (IRE),K C Sexton,0,J R Finn,PU,N/A,7,11-12,-,True,165,23
Cork Racing Results | 20th March 2025 15:02,N/A,15:02,Good (Good To Yielding In Places),2m 4f,Native Mission (IRE),C M Quirke,3,P Kiely,PU,N/A,5,11-12,-,True,165,23
Cork Racing Results | 20th March 2025 15:02,N/A,15:02,Good (Good To Yielding In Places),2m 4f,Sporting Glance (FR),J C Gainford,0,C Collins,PU,N/A,6,11-12,-,True,165,23
Cork Racing Results | 20th March 2025 15:02,N/A,15:02,Good (Good To Yielding In Places),2m 4f,Charlie's Gift (IRE),Niall Moore,5,J M Burke,PU,N/A,5,11-12,-,True,165,23
Cork Racing Results | 20th March 2025 15:02,N/A,15:02,Good (Good To Yielding In Places),2m 4f,Kingstonn (FR),J J Slevin,0,B McMahon,PU,N/A,5,11-12h,-,True,165,23
Cork Racing Results | 20th March 2025 15:02,N/A,15:02,Good (Good To Yielding In Places),2m 4f,Battleoftheboyne (IRE),M P O'Connor,0,D Budds,PU,N/A,5,11-12,-,True,165,23
Cork Racing Results | 20th March 2025 15:02,N/A,15:02,Good (Good To Yielding In Places),2m 4f,Miss Bernese (IRE),G B Noonan,5,N Lee,12th,19 l,5,11-5h,-,True,165,23
Cork Racing Results | 20th March 2025 15:02,N/A,15:02,Good (Good To Yielding In Places),2m 4f,Lucky Lioness (IRE),Mr P J Cody,7,Debbie Cody,11th,21 l,6,11-5,-,True,165,23
Cork Racing Results | 20th March 2025 15:02,N/A,15:02,Good (Good To Yielding In Places),2m 4f,Danielle D (IRE),S F O'Keeffe,0,M Magnussen,10th,1 l,6,11-5,-,True,165,23
Cork Racing Results | 20th March 2025 15:02,N/A,15:02,Good (Good To Yielding In Places),2m 4f,Our Soldier (IRE),M M McDonagh,0,E J O'Grady,9th,9 1/2 l,6,11-12,-,True,165,23
