track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Harriet Eagle (IRE),R Donaghue-Leahy,7,P J Flynn,8th,2 1/4 l,5,9-9,51,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Sobriety Blue (IRE),Orla Tynan,10,A Slattery,7th,1/2 l,4,9-11,53,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Cu Chulainn,W J Lee,0,Laura Hourigan,6th,3/4 l,7,9-2t,44,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Spirit Of Eagles (IRE),G M Ryan,0,Thomas Dowling,5th,Head,5,9-5,47,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Akeela,D McMonagle,0,Ian Donoghue,4th,1 1/2 l,5,9-4t,46,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Tynamite (IRE),Rebecca Parsons,10,D Marnane,3rd,Head,11,9-4,46,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Miqdaad (IRE),R Coakley,0,J C McConnell,2nd,1/2 l,5,9-2v,44,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,She's Smart (IRE),S Coen,7,A McGuinness,1st,N/A,4,10-0,56,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Corballis Flyer (IRE),L T McAteer,0,Rory Devine,13th,2 l,7,8-12,40,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Zaragoza (IRE),C D Hayes,0,D K Weld,12th,Neck,5,10-2p,58,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Dark Enigma,T Casey,10,J G Murray,11th,7 l,4,8-12p,40,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Mark's One (IRE),J Cleary,5,Michael G Cleary,10th,1/2 l,4,9-11t,53,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Theriverrunsdeep (IRE),J A Heffernan,0,S G O'Donnell,9th,Neck,9,9-11p,53,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Harriet Eagle (IRE),R Donaghue-Leahy,7,P J Flynn,8th,2 1/4 l,5,9-9,51,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Sobriety Blue (IRE),Orla Tynan,10,A Slattery,7th,1/2 l,4,9-11,53,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Cu Chulainn,W J Lee,0,Laura Hourigan,6th,3/4 l,7,9-2t,44,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Spirit Of Eagles (IRE),G M Ryan,0,Thomas Dowling,5th,Head,5,9-5,47,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Akeela,D McMonagle,0,Ian Donoghue,4th,1 1/2 l,5,9-4t,46,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Tynamite (IRE),Rebecca Parsons,10,D Marnane,3rd,Head,11,9-4,46,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Miqdaad (IRE),R Coakley,0,J C McConnell,2nd,1/2 l,5,9-2v,44,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,She's Smart (IRE),S Coen,7,A McGuinness,1st,N/A,4,10-0,56,True,5,25
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Chant D'or (IRE),J E Harnett,10,S Fahey,11th,5 l,3,9-8,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Describe,R Coakley,0,J C McConnell,10th,3/4 l,3,9-8,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Cowzer Soze (IRE),A J Slattery,0,A Slattery,9th,4 1/4 l,3,9-8,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Lady Luck (IRE),J Kearney,3,R Sweeney,8th,1 3/4 l,3,9-3,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Shanlieve (IRE),L T McAteer,0,D Marnane,7th,Neck,3,9-8,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Morethan Ambitions (USA),G M Ryan,0,P J Hayes,6th,2 3/4 l,3,9-3,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Some Good Men Gone (FR),D P McDonogh,0,A Slattery,5th,1/2 l,3,9-8,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Think About It (IRE),J A Heffernan,0,J P Murtagh,4th,3 1/2 l,3,9-3p,66,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Raykir (IRE),C D Hayes,0,D K Weld,3rd,1 1/2 l,3,9-8p1,75,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Angelight (IRE),D McMonagle,0,J P O'Brien,2nd,Head,3,9-3tb1,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Marlborough Place (IRE),W J Lee,0,A Murray,1st,N/A,3,9-8,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Chant D'or (IRE),J E Harnett,10,S Fahey,11th,5 l,3,9-8,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Describe,R Coakley,0,J C McConnell,10th,3/4 l,3,9-8,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Cowzer Soze (IRE),A J Slattery,0,A Slattery,9th,4 1/4 l,3,9-8,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Lady Luck (IRE),J Kearney,3,R Sweeney,8th,1 3/4 l,3,9-3,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Shanlieve (IRE),L T McAteer,0,D Marnane,7th,Neck,3,9-8,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Morethan Ambitions (USA),G M Ryan,0,P J Hayes,6th,2 3/4 l,3,9-3,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Some Good Men Gone (FR),D P McDonogh,0,A Slattery,5th,1/2 l,3,9-8,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Think About It (IRE),J A Heffernan,0,J P Murtagh,4th,3 1/2 l,3,9-3p,66,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Raykir (IRE),C D Hayes,0,D K Weld,3rd,1 1/2 l,3,9-8p1,75,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Angelight (IRE),D McMonagle,0,J P O'Brien,2nd,Head,3,9-3tb1,-,True,5,26
Limerick Racing Results | 12th July 2025 14:42,2025-07-12,14:42,Good,7f 200y,Marlborough Place (IRE),W J Lee,0,A Murray,1st,N/A,3,9-8,-,True,5,26
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Voice Of Northeast (IRE),R J Lane,10,T O'Brien,12th,9 1/2 l,3,9-13t,59,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Deep Vein (IRE),C D Hayes,0,N Meade,11th,4 1/2 l,3,9-8,54,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Bungle Lichious (IRE),D McMonagle,0,P W Flynn,10th,3/4 l,3,9-2,48,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Vovatia (IRE),C Geerdharry,7,S Lavery,9th,1 l,3,8-9,41,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Katie Ross (IRE),J Kearney,3,G P Cromwell,8th,Head,3,9-7ht,53,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Stiorra (IRE),J S Dalton,10,A Slattery,7th,3 l,3,9-12t,58,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Shangar (IRE),J A Heffernan,0,A Slattery,6th,3 l,3,9-5,51,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Jasmine Affanalis (IRE),L T McAteer,0,D Marnane,5th,1 1/4 l,3,9-9h,55,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Shahada Ace,A J Slattery,0,A Slattery,4th,Head,3,9-5,51,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Galaxy Wonder (IRE),Nicola Burns,7,A McNamara,3rd,3 1/2 l,3,9-8b,54,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Spanish Temptress (IRE),W J Lee,0,R O'Brien,2nd,1 1/4 l,3,10-0,60,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Oiche Rua (IRE),S Coen,7,A McGuinness,1st,N/A,3,10-0,60,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Voice Of Northeast (IRE),R J Lane,10,T O'Brien,12th,9 1/2 l,3,9-13t,59,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Deep Vein (IRE),C D Hayes,0,N Meade,11th,4 1/2 l,3,9-8,54,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Bungle Lichious (IRE),D McMonagle,0,P W Flynn,10th,3/4 l,3,9-2,48,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Vovatia (IRE),C Geerdharry,7,S Lavery,9th,1 l,3,8-9,41,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Katie Ross (IRE),J Kearney,3,G P Cromwell,8th,Head,3,9-7ht,53,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Stiorra (IRE),J S Dalton,10,A Slattery,7th,3 l,3,9-12t,58,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Shangar (IRE),J A Heffernan,0,A Slattery,6th,3 l,3,9-5,51,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Jasmine Affanalis (IRE),L T McAteer,0,D Marnane,5th,1 1/4 l,3,9-9h,55,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Shahada Ace,A J Slattery,0,A Slattery,4th,Head,3,9-5,51,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Galaxy Wonder (IRE),Nicola Burns,7,A McNamara,3rd,3 1/2 l,3,9-8b,54,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Spanish Temptress (IRE),W J Lee,0,R O'Brien,2nd,1 1/4 l,3,10-0,60,True,5,27
Limerick Racing Results | 12th July 2025 15:17,2025-07-12,15:17,Good,7f 200y,Oiche Rua (IRE),S Coen,7,A McGuinness,1st,N/A,3,10-0,60,True,5,27
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Monntie (IRE),C D Hayes,0,E & P Harty,8th,1 1/2 l,3,9-3,-,True,5,28
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Alexa Next (IRE),K J Leonard,0,M Hassett,7th,1 l,3,9-3,-,True,5,28
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Fitzroy Gardens (IRE),G M Ryan,0,Donnacha O'Brien,6th,3/4 l,3,9-3,-,True,5,28
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Candidly (IRE),D P McDonogh,0,Donnacha O'Brien,5th,1 1/4 l,3,9-3,-,True,5,28
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Snapretend (IRE),D McMonagle,0,J P O'Brien,4th,3/4 l,3,9-3h1,-,True,5,28
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Tenoya (FR),W J Lee,0,P Twomey,3rd,1 1/2 l,3,9-3h,-,True,5,28
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Lifting Sails (IRE),K G Kennedy,5,Mrs J Harrington,2nd,2 3/4 l,3,9-3,-,True,5,28
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Floresta (IRE),J A Heffernan,0,J P Murtagh,1st,N/A,3,9-3,-,True,5,28
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Monntie (IRE),C D Hayes,0,E & P Harty,8th,1 1/2 l,3,9-3,-,True,5,28
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Alexa Next (IRE),K J Leonard,0,M Hassett,7th,1 l,3,9-3,-,True,5,28
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Fitzroy Gardens (IRE),G M Ryan,0,Donnacha O'Brien,6th,3/4 l,3,9-3,-,True,5,28
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Candidly (IRE),D P McDonogh,0,Donnacha O'Brien,5th,1 1/4 l,3,9-3,-,True,5,28
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Snapretend (IRE),D McMonagle,0,J P O'Brien,4th,3/4 l,3,9-3h1,-,True,5,28
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Tenoya (FR),W J Lee,0,P Twomey,3rd,1 1/2 l,3,9-3h,-,True,5,28
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Lifting Sails (IRE),K G Kennedy,5,Mrs J Harrington,2nd,2 3/4 l,3,9-3,-,True,5,28
Limerick Racing Results | 12th July 2025 15:52,2025-07-12,15:52,Good,1m 3f 70y,Floresta (IRE),J A Heffernan,0,J P Murtagh,1st,N/A,3,9-3,-,True,5,28
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Moonis (IRE),S A Wallace,7,J Morrison,11th,26 l,6,10-2,60,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Audscar,J S Dalton,7,J C McConnell,10th,11 l,5,8-12p1,42,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Wayside Lady (IRE),Jessica O'Gorman,7,P J Hayes,9th,3/4 l,5,8-10tp,40,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Fascinating Shadow (IRE),S Coen,4,J J Hanlon,8th,Neck,7,9-13t,57,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Florida Taiga (IRE),J Cleary,0,S Fahey,7th,4 3/4 l,5,9-1tb,45,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Gallo Dell Cielo (IRE),R Donaghue-Leahy,4,P J Flynn,6th,Short Head,5,9-10,54,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Slieve Bearnagh (IRE),D S O'Sullivan,4,D Marnane,5th,3/4 l,8,9-7t,51,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Together Aclaim,K G Kennedy,0,J C McConnell,4th,2 l,6,9-0t,44,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Metamorpheus (IRE),S R Markey,7,R O'Brien,3rd,3 l,6,9-9,53,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Jurality,Nicola Burns,4,P W Flynn,2nd,1/2 l,4,9-3,47,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Stepdance (IRE),C Cusack,7,H De Bromhead,1st,N/A,5,9-6,43,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Moonis (IRE),S A Wallace,7,J Morrison,11th,26 l,6,10-2,60,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Audscar,J S Dalton,7,J C McConnell,10th,11 l,5,8-12p1,42,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Wayside Lady (IRE),Jessica O'Gorman,7,P J Hayes,9th,3/4 l,5,8-10tp,40,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Fascinating Shadow (IRE),S Coen,4,J J Hanlon,8th,Neck,7,9-13t,57,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Florida Taiga (IRE),J Cleary,0,S Fahey,7th,4 3/4 l,5,9-1tb,45,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Gallo Dell Cielo (IRE),R Donaghue-Leahy,4,P J Flynn,6th,Short Head,5,9-10,54,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Slieve Bearnagh (IRE),D S O'Sullivan,4,D Marnane,5th,3/4 l,8,9-7t,51,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Together Aclaim,K G Kennedy,0,J C McConnell,4th,2 l,6,9-0t,44,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Metamorpheus (IRE),S R Markey,7,R O'Brien,3rd,3 l,6,9-9,53,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Jurality,Nicola Burns,4,P W Flynn,2nd,1/2 l,4,9-3,47,True,5,29
Limerick Racing Results | 12th July 2025 16:25,2025-07-12,16:25,Good,1m 3f 70y,Stepdance (IRE),C Cusack,7,H De Bromhead,1st,N/A,5,9-6,43,True,5,29
Limerick Racing Results | 12th July 2025 17:00,2025-07-12,17:00,Good,1m 3f 70y,Woodshaw Whisper (IRE),Nicola Burns,7,G M Lyons,S,N/A,3,10-5,85,True,5,30
Limerick Racing Results | 12th July 2025 17:00,2025-07-12,17:00,Good,1m 3f 70y,Heishybrid,W J Lee,0,N Meade,BD,N/A,3,9-2tb,68,True,5,30
Limerick Racing Results | 12th July 2025 17:00,2025-07-12,17:00,Good,1m 3f 70y,Echinacea,J A Heffernan,0,Kevin Coleman,5th,8 l,3,8-11,63,True,5,30
Limerick Racing Results | 12th July 2025 17:00,2025-07-12,17:00,Good,1m 3f 70y,Gforcejenny (IRE),J Kearney,3,G P Cromwell,4th,1/2 l,3,9-3t1,69,True,5,30
Limerick Racing Results | 12th July 2025 17:00,2025-07-12,17:00,Good,1m 3f 70y,Desmond Castle (IRE),D P McDonogh,0,J P O'Brien,3rd,1 1/4 l,3,9-6p1,72,True,5,30
Limerick Racing Results | 12th July 2025 17:00,2025-07-12,17:00,Good,1m 3f 70y,Waterford Flow (IRE),D McMonagle,0,J P O'Brien,2nd,1 1/4 l,3,10-3t,83,True,5,30
Limerick Racing Results | 12th July 2025 17:00,2025-07-12,17:00,Good,1m 3f 70y,Camevere (IRE),C D Hayes,0,D K Weld,1st,N/A,3,9-2p,68,True,5,30
Limerick Racing Results | 12th July 2025 17:00,2025-07-12,17:00,Good,1m 3f 70y,Woodshaw Whisper (IRE),Nicola Burns,7,G M Lyons,S,N/A,3,10-5,85,True,5,30
Limerick Racing Results | 12th July 2025 17:00,2025-07-12,17:00,Good,1m 3f 70y,Heishybrid,W J Lee,0,N Meade,BD,N/A,3,9-2tb,68,True,5,30
Limerick Racing Results | 12th July 2025 17:00,2025-07-12,17:00,Good,1m 3f 70y,Echinacea,J A Heffernan,0,Kevin Coleman,5th,8 l,3,8-11,63,True,5,30
Limerick Racing Results | 12th July 2025 17:00,2025-07-12,17:00,Good,1m 3f 70y,Gforcejenny (IRE),J Kearney,3,G P Cromwell,4th,1/2 l,3,9-3t1,69,True,5,30
Limerick Racing Results | 12th July 2025 17:00,2025-07-12,17:00,Good,1m 3f 70y,Desmond Castle (IRE),D P McDonogh,0,J P O'Brien,3rd,1 1/4 l,3,9-6p1,72,True,5,30
Limerick Racing Results | 12th July 2025 17:00,2025-07-12,17:00,Good,1m 3f 70y,Waterford Flow (IRE),D McMonagle,0,J P O'Brien,2nd,1 1/4 l,3,10-3t,83,True,5,30
Limerick Racing Results | 12th July 2025 17:00,2025-07-12,17:00,Good,1m 3f 70y,Camevere (IRE),C D Hayes,0,D K Weld,1st,N/A,3,9-2p,68,True,5,30
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Cotai Island (IRE),M P Sheehy,0,A Murray,14th,15 l,2,8-13,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Arakiel (IRE),J Kearney,3,A McNamara,13th,2 l,2,9-7,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Disco Version (IRE),N M Crosse,0,R O'Brien,12th,Neck,2,8-8,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Another Nice'day (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,11th,1/2 l,2,9-3,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Sassy Boom (IRE),S A Wallace,7,C O'Connell,10th,2 l,2,8-8,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Rosie Frith (IRE),W Joyce,3,P Magee,9th,Neck,2,8-8h,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Lake Swan,R Whearty,3,G P Cromwell,8th,Nose,2,8-12,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Push Harder (IRE),R C Colgan,0,C Timmons,7th,3/4 l,2,8-12,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Redemption Road,L T McAteer,0,D Marnane,6th,1 1/4 l,2,9-7,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,The Right One (IRE),L F Roche,0,J P Fahey,5th,1 l,2,8-8,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Iriseach (IRE),J M Sheridan,0,Sean Davis,4th,1 l,2,9-5,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Chapel Lane (IRE),D McMonagle,0,W McCreery,3rd,2 1/4 l,2,9-7,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,All Hail (IRE),B M Coen,0,A Oliver,2nd,3 l,2,9-3,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Star Of Sapphire (IRE),S Foley,0,N Meade,1st,N/A,2,8-10,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Cotai Island (IRE),M P Sheehy,0,A Murray,14th,15 l,2,8-13,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Arakiel (IRE),J Kearney,3,A McNamara,13th,2 l,2,9-7,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Disco Version (IRE),N M Crosse,0,R O'Brien,12th,Neck,2,8-8,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Another Nice'day (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,11th,1/2 l,2,9-3,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Sassy Boom (IRE),S A Wallace,7,C O'Connell,10th,2 l,2,8-8,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Rosie Frith (IRE),W Joyce,3,P Magee,9th,Neck,2,8-8h,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Lake Swan,R Whearty,3,G P Cromwell,8th,Nose,2,8-12,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Push Harder (IRE),R C Colgan,0,C Timmons,7th,3/4 l,2,8-12,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Redemption Road,L T McAteer,0,D Marnane,6th,1 1/4 l,2,9-7,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,The Right One (IRE),L F Roche,0,J P Fahey,5th,1 l,2,8-8,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Iriseach (IRE),J M Sheridan,0,Sean Davis,4th,1 l,2,9-5,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,Chapel Lane (IRE),D McMonagle,0,W McCreery,3rd,2 1/4 l,2,9-7,-,True,5,31
Navan Racing Results | 13th July 2025 12:30,2025-07-13,12:30,Good (Good To Firm In Places),5f 180y,All Hail (IRE),B M Coen,0,A Oliver,2nd,3 l,2,9-3,-,True,5,31
