track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 28th October 2024 14:00,N/A,14:00,Heavy,7f,Vovatia (IRE),J A Powell,3,S Lavery,10th,1 1/2 l,2,8-9,53,True,148,39
Galway Racing Results | 28th October 2024 14:00,N/A,14:00,Heavy,7f,Runninsonofagun (IRE),L T McAteer,0,A Mullins,9th,2 l,2,10-0,72,True,148,39
Galway Racing Results | 28th October 2024 14:00,N/A,14:00,Heavy,7f,Refreshment (IRE),K G Kennedy,7,M Fahey,8th,Neck,2,9-12,70,True,148,39
Galway Racing Results | 28th October 2024 14:00,N/A,14:00,Heavy,7f,Tilani (IRE),R P Whelan,0,M Halford & T Collins,7th,Head,2,9-5,63,True,148,39
Galway Racing Results | 28th October 2024 14:00,N/A,14:00,Heavy,7f,Sunriseontheboyne (IRE),B M Coen,0,M Mulvany,6th,Head,2,9-6,64,True,148,39
Galway Racing Results | 28th October 2024 14:00,N/A,14:00,Heavy,7f,Moonhall Church (IRE),N G McCullagh,0,Alan McIntyre,5th,3/4 l,2,10-0,72,True,148,39
Galway Racing Results | 28th October 2024 14:00,N/A,14:00,Heavy,7f,Kilgharrahs Love (IRE),R P Cleary,0,T Cleary,4th,1 1/2 l,2,8-12,56,True,148,39
Galway Racing Results | 28th October 2024 14:00,N/A,14:00,Heavy,7f,Prada's World (IRE),R C Colgan,0,C Timmons,3rd,3 1/2 l,2,8-12p1,56,True,148,39
Galway Racing Results | 28th October 2024 14:00,N/A,14:00,Heavy,7f,Unique Journey (IRE),W J Lee,0,Daniel Murphy,2nd,1 1/2 l,2,9-8,66,True,148,39
Galway Racing Results | 28th October 2024 14:00,N/A,14:00,Heavy,7f,Source Code (FR),D McMonagle,0,J P O'Brien,1st,N/A,2,9-3b1,61,True,148,39
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Eagles Whistle (IRE),C D Hayes,0,P J F Murphy,13th,10 l,4,9-5,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Woodlander (IRE),D P McDonogh,0,W McCreery,12th,12 l,3,9-8,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Space Warrior (IRE),S Coen,10,T Mullins,11th,Short Head,3,9-8,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Lanzerac (IRE),K G Kennedy,7,Mrs J Harrington,10th,3/4 l,3,9-3,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Modern Talking,S Foley,0,R O'Brien,9th,1 1/4 l,3,9-8,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Desert Of The Sea (IRE),D W O'Connor,0,J F Levins,8th,3/4 l,3,9-8,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Khormor Syd (IRE),D S O'Sullivan,7,G Scott,7th,1 3/4 l,3,9-8,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Camachero (IRE),J J G Ryan,3,E Lynam,6th,1/2 l,3,9-8,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Piatra Neamt (IRE),Adam Caffrey,3,S M Duffy,5th,1/2 l,3,9-3,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Whisper A Prayer (IRE),M W Hassett,5,J P O'Brien,4th,1 1/2 l,3,9-3,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Ina Mina,W J Lee,0,K J Condon,3rd,3 3/4 l,3,9-3,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Storm Averted (IRE),B M Coen,0,M Mulvany,2nd,4 1/2 l,3,9-3,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Dollerina (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-3,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Eagles Whistle (IRE),C D Hayes,0,P J F Murphy,13th,10 l,4,9-5,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Woodlander (IRE),D P McDonogh,0,W McCreery,12th,12 l,3,9-8,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Space Warrior (IRE),S Coen,10,T Mullins,11th,Short Head,3,9-8,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Lanzerac (IRE),K G Kennedy,7,Mrs J Harrington,10th,3/4 l,3,9-3,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Modern Talking,S Foley,0,R O'Brien,9th,1 1/4 l,3,9-8,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Desert Of The Sea (IRE),D W O'Connor,0,J F Levins,8th,3/4 l,3,9-8,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Khormor Syd (IRE),D S O'Sullivan,7,G Scott,7th,1 3/4 l,3,9-8,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Camachero (IRE),J J G Ryan,3,E Lynam,6th,1/2 l,3,9-8,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Piatra Neamt (IRE),Adam Caffrey,3,S M Duffy,5th,1/2 l,3,9-3,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Whisper A Prayer (IRE),M W Hassett,5,J P O'Brien,4th,1 1/2 l,3,9-3,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Ina Mina,W J Lee,0,K J Condon,3rd,3 3/4 l,3,9-3,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Storm Averted (IRE),B M Coen,0,M Mulvany,2nd,4 1/2 l,3,9-3,-,True,148,40
Galway Racing Results | 28th October 2024 14:35,N/A,14:35,Heavy,7f,Dollerina (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-3,-,True,148,40
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Little Keilee (IRE),B M Coen,0,Ciaran Murphy,16th,1 1/2 l,4,10-0b,67,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Takeachancejimmy (IRE),R C Colgan,0,N Slevin,15th,1 l,10,9-12,65,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Mogwli (IRE),N M Crosse,0,W McCreery,14th,Head,7,9-7v,60,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Charlie Brow'n (FR),C T Keane,0,T J O'Mara,13th,3/4 l,4,9-8t,61,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Sinbad My Dad (IRE),K G Kennedy,7,S Fahey,12th,Neck,3,10-1p,70,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Pink Oxalis (IRE),D McMonagle,0,J G Murphy,11th,Head,3,9-6,61,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Shawaamekh,D W O'Connor,0,J F Levins,10th,1/2 l,10,10-2,69,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Pimstrel (IRE),R M Mulligan,7,G A Kingston,9th,1/2 l,8,9-7p,60,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Lust (IRE),S P Bird,7,M Mulvany,8th,1/2 l,6,9-13tb,66,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Madame Plaintiff (IRE),R Whearty,3,G P Cromwell,7th,Neck,3,9-7p,62,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Goldrush Kid (IRE),J J G Ryan,3,P Magee,6th,3/4 l,3,10-1p,70,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Royal Pippen (IRE),L T McAteer,0,P W Flynn,5th,1 3/4 l,7,9-10p,63,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Kinda Tiny (IRE),M W Hassett,5,T Doyle,4th,1 1/2 l,4,9-12,65,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Lady Arwen,S Coen,10,C O'Dwyer,3rd,3/4 l,5,10-1,68,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Racing Royalty,W J Lee,0,G Scott,2nd,1 3/4 l,5,9-12b,65,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Rhythm King (IRE),G M Ryan,0,M Fahey,1st,N/A,4,10-1,68,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Little Keilee (IRE),B M Coen,0,Ciaran Murphy,16th,1 1/2 l,4,10-0b,67,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Takeachancejimmy (IRE),R C Colgan,0,N Slevin,15th,1 l,10,9-12,65,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Mogwli (IRE),N M Crosse,0,W McCreery,14th,Head,7,9-7v,60,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Charlie Brow'n (FR),C T Keane,0,T J O'Mara,13th,3/4 l,4,9-8t,61,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Sinbad My Dad (IRE),K G Kennedy,7,S Fahey,12th,Neck,3,10-1p,70,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Pink Oxalis (IRE),D McMonagle,0,J G Murphy,11th,Head,3,9-6,61,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Shawaamekh,D W O'Connor,0,J F Levins,10th,1/2 l,10,10-2,69,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Pimstrel (IRE),R M Mulligan,7,G A Kingston,9th,1/2 l,8,9-7p,60,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Lust (IRE),S P Bird,7,M Mulvany,8th,1/2 l,6,9-13tb,66,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Madame Plaintiff (IRE),R Whearty,3,G P Cromwell,7th,Neck,3,9-7p,62,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Goldrush Kid (IRE),J J G Ryan,3,P Magee,6th,3/4 l,3,10-1p,70,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Royal Pippen (IRE),L T McAteer,0,P W Flynn,5th,1 3/4 l,7,9-10p,63,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Kinda Tiny (IRE),M W Hassett,5,T Doyle,4th,1 1/2 l,4,9-12,65,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Lady Arwen,S Coen,10,C O'Dwyer,3rd,3/4 l,5,10-1,68,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Racing Royalty,W J Lee,0,G Scott,2nd,1 3/4 l,5,9-12b,65,True,148,41
Galway Racing Results | 28th October 2024 15:10,N/A,15:10,Heavy,7f,Rhythm King (IRE),G M Ryan,0,M Fahey,1st,N/A,4,10-1,68,True,148,41
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Ob La Di (IRE),B M Coen,0,J P Murtagh,16th,3 3/4 l,3,9-5p,86,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Pearl Of Australia (IRE),J A Powell,3,N Meade,15th,25 l,4,8-10,72,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Oriole,W J Lee,0,N Lupini,14th,25 l,5,9-7p,83,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Dutch Gold (IRE),C T Keane,0,N Meade,13th,2 l,4,10-2,92,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Rain (GER),R M Mulligan,7,J Barcoe,12th,6 1/2 l,5,8-7,67,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Edge Of Darkness (IRE),R P Cleary,0,D Howard,11th,1/2 l,4,8-10p,72,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Morse (IRE),N G McCullagh,0,Charles Weld,10th,Neck,4,9-4,80,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,No Niki No (IRE),C D Hayes,0,Eoghan O'Neill,9th,1 1/4 l,8,9-12p,88,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Pachmena (IRE),R Whearty,3,G P Cromwell,8th,5 1/2 l,7,9-1t,77,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Narlita (GER),Siobhan Rutledge,3,H Rogers,7th,3/4 l,5,8-8h,70,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Alfalfa (IRE),M W Hassett,5,T Doyle,6th,Neck,6,8-7,69,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Diyaba (IRE),K G Kennedy,7,Ciaran Murphy,5th,Head,4,8-7,68,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Clear Quartz (IRE),R P Whelan,0,M Fahey,4th,4 1/2 l,7,9-8,84,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Soul Of Spain (IRE),D McMonagle,0,J P O'Brien,3rd,1/2 l,3,9-8tb,89,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Jabbar (IRE),Nicola Burns,10,Gerard O'Leary,2nd,3 1/2 l,5,9-6,82,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Fairy Wings (IRE),N M Crosse,0,W McCreery,1st,N/A,3,8-7v,72,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Ob La Di (IRE),B M Coen,0,J P Murtagh,16th,3 3/4 l,3,9-5p,86,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Pearl Of Australia (IRE),J A Powell,3,N Meade,15th,25 l,4,8-10,72,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Oriole,W J Lee,0,N Lupini,14th,25 l,5,9-7p,83,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Dutch Gold (IRE),C T Keane,0,N Meade,13th,2 l,4,10-2,92,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Rain (GER),R M Mulligan,7,J Barcoe,12th,6 1/2 l,5,8-7,67,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Edge Of Darkness (IRE),R P Cleary,0,D Howard,11th,1/2 l,4,8-10p,72,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Morse (IRE),N G McCullagh,0,Charles Weld,10th,Neck,4,9-4,80,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,No Niki No (IRE),C D Hayes,0,Eoghan O'Neill,9th,1 1/4 l,8,9-12p,88,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Pachmena (IRE),R Whearty,3,G P Cromwell,8th,5 1/2 l,7,9-1t,77,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Narlita (GER),Siobhan Rutledge,3,H Rogers,7th,3/4 l,5,8-8h,70,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Alfalfa (IRE),M W Hassett,5,T Doyle,6th,Neck,6,8-7,69,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Diyaba (IRE),K G Kennedy,7,Ciaran Murphy,5th,Head,4,8-7,68,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Clear Quartz (IRE),R P Whelan,0,M Fahey,4th,4 1/2 l,7,9-8,84,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Soul Of Spain (IRE),D McMonagle,0,J P O'Brien,3rd,1/2 l,3,9-8tb,89,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Jabbar (IRE),Nicola Burns,10,Gerard O'Leary,2nd,3 1/2 l,5,9-6,82,True,148,42
Galway Racing Results | 28th October 2024 15:45,N/A,15:45,Heavy,1m 3f 180y,Fairy Wings (IRE),N M Crosse,0,W McCreery,1st,N/A,3,8-7v,72,True,148,42
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Action Motion (IRE),J M Sheridan,0,D Hogan,NR,N/A,5,8-13b,48,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Winged Victory (IRE),J A Powell,3,E Sheehy,18th,25 l,3,8-7,47,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Ifitwasme (IRE),C D Hayes,0,E McNamara,17th,3 3/4 l,4,9-6ht,55,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Hopkins (IRE),M W Hassett,5,T Doyle,16th,5 1/2 l,5,9-0,49,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Saith Seren,Siobhan Rutledge,3,A Lee,15th,12 l,3,9-2t,56,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,King Of The Bronx (IRE),R Whearty,3,G P Cromwell,14th,4 3/4 l,3,9-10,64,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Gotta Catch'em All (IRE),Adam Caffrey,3,H Rogers,13th,1/2 l,4,10-3,66,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Vierson (IRE),B M Coen,0,Ciaran Murphy,12th,1 1/4 l,3,9-11,65,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Saxon Land (IRE),L T McAteer,0,Ciaran Murphy,11th,5 1/2 l,3,9-6b1,60,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Pretty Soldier (GER),J J G Ryan,3,Wayne Swindle,10th,Neck,7,9-7,56,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Randall Poets Lass (IRE),K G Kennedy,7,S Fahey,9th,2 1/2 l,4,9-4,53,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Talking Tough (IRE),J S Dalton,10,S M Duffy,8th,3/4 l,7,8-12tp,42,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Guest Star,S Foley,0,M Fahey,7th,2 l,3,9-5b,59,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Mayo For Sam (IRE),R P Cleary,0,M Flannery,6th,4 1/2 l,4,9-12b1,61,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Spanish John (IRE),W J Lee,0,P A Fahy,5th,2 1/2 l,6,9-6t,55,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Dumb Love (IRE),Nicola Burns,10,Gerard O'Leary,4th,6 1/2 l,4,9-10,59,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Carried With Love (IRE),D McMonagle,0,J P O'Brien,3rd,4 3/4 l,3,9-7,61,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Cafe Con Leche (IRE),C T Keane,0,C Byrnes,2nd,1 1/2 l,8,9-10,59,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Nans View (IRE),R P Whelan,0,J P Fahey,1st,N/A,3,10-3,71,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Action Motion (IRE),J M Sheridan,0,D Hogan,NR,N/A,5,8-13b,48,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Winged Victory (IRE),J A Powell,3,E Sheehy,18th,25 l,3,8-7,47,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Ifitwasme (IRE),C D Hayes,0,E McNamara,17th,3 3/4 l,4,9-6ht,55,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Hopkins (IRE),M W Hassett,5,T Doyle,16th,5 1/2 l,5,9-0,49,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Saith Seren,Siobhan Rutledge,3,A Lee,15th,12 l,3,9-2t,56,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,King Of The Bronx (IRE),R Whearty,3,G P Cromwell,14th,4 3/4 l,3,9-10,64,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Gotta Catch'em All (IRE),Adam Caffrey,3,H Rogers,13th,1/2 l,4,10-3,66,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Vierson (IRE),B M Coen,0,Ciaran Murphy,12th,1 1/4 l,3,9-11,65,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Saxon Land (IRE),L T McAteer,0,Ciaran Murphy,11th,5 1/2 l,3,9-6b1,60,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Pretty Soldier (GER),J J G Ryan,3,Wayne Swindle,10th,Neck,7,9-7,56,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Randall Poets Lass (IRE),K G Kennedy,7,S Fahey,9th,2 1/2 l,4,9-4,53,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Talking Tough (IRE),J S Dalton,10,S M Duffy,8th,3/4 l,7,8-12tp,42,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Guest Star,S Foley,0,M Fahey,7th,2 l,3,9-5b,59,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Mayo For Sam (IRE),R P Cleary,0,M Flannery,6th,4 1/2 l,4,9-12b1,61,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Spanish John (IRE),W J Lee,0,P A Fahy,5th,2 1/2 l,6,9-6t,55,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Dumb Love (IRE),Nicola Burns,10,Gerard O'Leary,4th,6 1/2 l,4,9-10,59,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Carried With Love (IRE),D McMonagle,0,J P O'Brien,3rd,4 3/4 l,3,9-7,61,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Cafe Con Leche (IRE),C T Keane,0,C Byrnes,2nd,1 1/2 l,8,9-10,59,True,148,43
Galway Racing Results | 28th October 2024 16:20,N/A,16:20,Heavy,1m 3f 180y,Nans View (IRE),R P Whelan,0,J P Fahey,1st,N/A,3,10-3,71,True,148,43
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Morning Nightcap (IRE),E Walsh,0,J P Dempsey,NR,N/A,4,10-13t1,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Zentopia (IRE),M Hamill,0,S M Duffy,PU,N/A,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Kazakh D'arthel (FR),K E Buckley,0,G P Cromwell,PU,N/A,4,10-13h1,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Haughty,L A McKenna,5,L Fowler,PU,N/A,4,11-0,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Don'tletmego (IRE),M P O'Connor,0,W J Burke,PU,N/A,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Mister Persistence (IRE),M M McDonagh,0,E J O'Grady,10th,1 3/4 l,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Kingkong Ciergues (FR),J P O'Sullivan,0,P J Rothwell,9th,11 l,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Gather Yourself (IRE),B W Harvey,0,C Collins,8th,8 1/2 l,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Ardera Gun (IRE),S W Flanagan,0,E Doyle,7th,1 3/4 l,4,10-13t,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Kaikoura (FR),C G O'Dwyer,5,J P Dempsey,6th,3 3/4 l,4,10-13h,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Mount Mandela (IRE),T Power Roche,7,P J Rothwell,5th,3/4 l,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Lightup Lightup (USA),P K Donovan,5,C W J Farrell,4th,10 l,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Love Me (FR),D J O'Keeffe,0,H De Bromhead,3rd,8 1/2 l,4,10-6,-,True,148,44
