track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Jenny's Getaway (IRE),Miss S. M. Doyle,2,P. M. J. Doyle,11th,Short Head,7,11-1,91,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Local Rogue (IRE),Mr J. W. Hendrick,0,Sean Thomas Doyle,10th,1 3/4 l,8,10-10,86,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Raven Queen (IRE),Mr T. P. Harney,0,Daniel G. Murphy,9th,1/2 l,8,10-7,83,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Icee M B A (IRE),Mr B. W. Harvey,0,M. Hourigan,8th,6 1/2 l,7,11-3,93,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Basil's Boy (IRE),Mr R. W. Barron,0,Liam P. Cusack,7th,1 l,8,12-0h,104,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Happy Lad (IRE),Mr E. Finegan,4,Hugh P. Finegan,6th,1 1/2 l,10,11-3tb,93,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,The Abbey (IRE),Mr H. C. Swan,0,Gordon Elliott,5th,Neck,9,11-12,102,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Good Man Turk (IRE),Mr J. Dunne,0,Matthew J. Smith,4th,2 1/4 l,5,10-12t,88,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Roped In (IRE),Mr J. G. M. Murphy,2,Daniel G. Murphy,3rd,2 1/4 l,6,11-5,95,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Willaston (IRE),Mr R. James,0,Louise G. Lyons,2nd,3/4 l,6,12-4tp1,108,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,The Holmeister (IRE),Mr M. J. M. O'Sullivan,0,Michael P. Hourigan,1st,N/A,8,11-0,90,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Alfieri (IRE),Mr J. W. Reilly,2,Ross O'Sullivan,UR,N/A,5,11-12,102,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Brogine (IRE),Mr W. T. Cronin,0,Seamus Braddish,F,N/A,12,11-2v,92,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Worth Presenting (IRE),Mr A. P. Ryan,4,Donncha Duggan,13th,4 1/2 l,8,10-8,84,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,No Way Pedro (IRE),Mr G. F. Wallis,4,Michael Butler,12th,12 l,8,10-7,83,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Jenny's Getaway (IRE),Miss S. M. Doyle,2,P. M. J. Doyle,11th,Short Head,7,11-1,91,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Local Rogue (IRE),Mr J. W. Hendrick,0,Sean Thomas Doyle,10th,1 3/4 l,8,10-10,86,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Raven Queen (IRE),Mr T. P. Harney,0,Daniel G. Murphy,9th,1/2 l,8,10-7,83,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Icee M B A (IRE),Mr B. W. Harvey,0,M. Hourigan,8th,6 1/2 l,7,11-3,93,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Basil's Boy (IRE),Mr R. W. Barron,0,Liam P. Cusack,7th,1 l,8,12-0h,104,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Happy Lad (IRE),Mr E. Finegan,4,Hugh P. Finegan,6th,1 1/2 l,10,11-3tb,93,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,The Abbey (IRE),Mr H. C. Swan,0,Gordon Elliott,5th,Neck,9,11-12,102,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Good Man Turk (IRE),Mr J. Dunne,0,Matthew J. Smith,4th,2 1/4 l,5,10-12t,88,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Roped In (IRE),Mr J. G. M. Murphy,2,Daniel G. Murphy,3rd,2 1/4 l,6,11-5,95,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,Willaston (IRE),Mr R. James,0,Louise G. Lyons,2nd,3/4 l,6,12-4tp1,108,True,10,30
Limerick Racing Results | 21st July 2022 19:45,N/A,19:45,Good ap Hurdle (Turf),3m,The Holmeister (IRE),Mr M. J. M. O'Sullivan,0,Michael P. Hourigan,1st,N/A,8,11-0,90,True,10,30
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Newmill Moll (IRE),Mr S. Cavanagh,7,Denis Paul Murphy,9th,1 3/4 l,4,11-2,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Starlight Oasis,Miss M. O'Sullivan,5,J. Fox,8th,2 3/4 l,4,11-2,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Ellaria Moon (IRE),Mr C. P. Millar,7,Gordon Elliott,7th,3/4 l,4,11-2t1,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Shes Overlooked (IRE),Mr J. R. Black,7,Sean Thomas Doyle,6th,10 l,4,11-2,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,First Dare (IRE),Mr Finian Maguire,0,Miss Elizabeth Doyle,5th,5 l,4,11-2,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Ginnets Girl (IRE),Mr H. C. Swan,7,Gordon Elliott,4th,3 l,4,11-2,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Ah Fuhgeddaboudit (IRE),Mr E. P. O'Brien,5,Denis Hogan,3rd,2 1/4 l,4,11-2,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Elle Klassycco (IRE),Miss J. Townend,5,W. P. Mullins,2nd,1 1/4 l,4,11-2,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Dark Image,Mr M. J. M. O'Sullivan,7,Eoin Christopher McCarthy,1st,N/A,4,11-2,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Newmill Moll (IRE),Mr S. Cavanagh,7,Denis Paul Murphy,9th,1 3/4 l,4,11-2,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Starlight Oasis,Miss M. O'Sullivan,5,J. Fox,8th,2 3/4 l,4,11-2,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Ellaria Moon (IRE),Mr C. P. Millar,7,Gordon Elliott,7th,3/4 l,4,11-2t1,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Shes Overlooked (IRE),Mr J. R. Black,7,Sean Thomas Doyle,6th,10 l,4,11-2,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,First Dare (IRE),Mr Finian Maguire,0,Miss Elizabeth Doyle,5th,5 l,4,11-2,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Ginnets Girl (IRE),Mr H. C. Swan,7,Gordon Elliott,4th,3 l,4,11-2,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Ah Fuhgeddaboudit (IRE),Mr E. P. O'Brien,5,Denis Hogan,3rd,2 1/4 l,4,11-2,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Elle Klassycco (IRE),Miss J. Townend,5,W. P. Mullins,2nd,1 1/4 l,4,11-2,-,True,10,31
Limerick Racing Results | 21st July 2022 20:15,N/A,20:15,Good,2m,Dark Image,Mr M. J. M. O'Sullivan,7,Eoin Christopher McCarthy,1st,N/A,4,11-2,-,True,10,31
N/A,N/A,17:30,Good,7f,Doctor Grace (IRE),R. P. Cleary,0,M. Halford,11th,1 1/4 l,2,8-9,-,True,10,32
N/A,N/A,17:30,Good,7f,Lan Mara (IRE),K. J. Manning,0,J. S. Bolger,10th,Neck,2,8-9,-,True,10,32
N/A,N/A,17:30,Good,7f,Devore (IRE),Ben Martin Coen,0,John Patrick Murtagh,9th,1 l,2,8-13,-,True,10,32
N/A,N/A,17:30,Good,7f,Alfarida (IRE),L. F. Roche,0,Gavin Patrick Cromwell,8th,3/4 l,2,8-9,-,True,10,32
N/A,N/A,17:30,Good,7f,Nyota (IRE),M. P. Sheehy,3,M. Halford,7th,Short Head,2,8-9,-,True,10,32
N/A,N/A,17:30,Good,7f,Semantics (USA),C. T. Keane,0,G. M. Lyons,6th,1 1/4 l,2,8-11,-,True,10,32
N/A,N/A,17:30,Good,7f,Starry Heavens (IRE),Shane Foley,0,Mrs J. Harrington,5th,Short Head,2,8-13,-,True,10,32
N/A,N/A,17:30,Good,7f,She's Local (IRE),D. B. McMonagle,0,Noel Meade,4th,1/2 l,2,8-11,-,True,10,32
N/A,N/A,17:30,Good,7f,Bellaphina (IRE),C. D. Maxwell,0,John Andrew Kinsella,3rd,1 3/4 l,2,8-11,-,True,10,32
N/A,N/A,17:30,Good,7f,Leopardess,T. P. Madden,0,Mrs J. Harrington,2nd,1/2 l,2,8-11,-,True,10,32
N/A,N/A,17:30,Good,7f,Ma Belle Artiste (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,1st,N/A,2,8-13,-,True,10,32
N/A,N/A,17:30,Good,7f,Doctor Grace (IRE),R. P. Cleary,0,M. Halford,11th,1 1/4 l,2,8-9,-,True,10,32
N/A,N/A,17:30,Good,7f,Lan Mara (IRE),K. J. Manning,0,J. S. Bolger,10th,Neck,2,8-9,-,True,10,32
N/A,N/A,17:30,Good,7f,Devore (IRE),Ben Martin Coen,0,John Patrick Murtagh,9th,1 l,2,8-13,-,True,10,32
N/A,N/A,17:30,Good,7f,Alfarida (IRE),L. F. Roche,0,Gavin Patrick Cromwell,8th,3/4 l,2,8-9,-,True,10,32
N/A,N/A,17:30,Good,7f,Nyota (IRE),M. P. Sheehy,3,M. Halford,7th,Short Head,2,8-9,-,True,10,32
N/A,N/A,17:30,Good,7f,Semantics (USA),C. T. Keane,0,G. M. Lyons,6th,1 1/4 l,2,8-11,-,True,10,32
N/A,N/A,17:30,Good,7f,Starry Heavens (IRE),Shane Foley,0,Mrs J. Harrington,5th,Short Head,2,8-13,-,True,10,32
N/A,N/A,17:30,Good,7f,She's Local (IRE),D. B. McMonagle,0,Noel Meade,4th,1/2 l,2,8-11,-,True,10,32
N/A,N/A,17:30,Good,7f,Bellaphina (IRE),C. D. Maxwell,0,John Andrew Kinsella,3rd,1 3/4 l,2,8-11,-,True,10,32
N/A,N/A,17:30,Good,7f,Leopardess,T. P. Madden,0,Mrs J. Harrington,2nd,1/2 l,2,8-11,-,True,10,32
N/A,N/A,17:30,Good,7f,Ma Belle Artiste (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,1st,N/A,2,8-13,-,True,10,32
N/A,N/A,18:00,Good,7f,With Love,Seamie Heffernan,0,Kevin Thomas Coleman,6th,1 1/4 l,2,9-2,-,True,10,33
N/A,N/A,18:00,Good,7f,It's Showtime Baby,Shane Foley,0,Mrs J. Harrington,5th,1 l,2,9-2,-,True,10,33
N/A,N/A,18:00,Good,7f,Zarinsk,C. T. Keane,0,G. M. Lyons,4th,1 3/4 l,2,9-2,-,True,10,33
N/A,N/A,18:00,Good,7f,La Dolce Vita (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,Head,2,9-2,-,True,10,33
N/A,N/A,18:00,Good,7f,Zoinnocent (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,2nd,1/2 l,2,9-2,-,True,10,33
N/A,N/A,18:00,Good,7f,Never Ending Story (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-2,-,True,10,33
N/A,N/A,18:00,Good,7f,With Love,Seamie Heffernan,0,Kevin Thomas Coleman,6th,1 1/4 l,2,9-2,-,True,10,33
N/A,N/A,18:00,Good,7f,It's Showtime Baby,Shane Foley,0,Mrs J. Harrington,5th,1 l,2,9-2,-,True,10,33
N/A,N/A,18:00,Good,7f,Zarinsk,C. T. Keane,0,G. M. Lyons,4th,1 3/4 l,2,9-2,-,True,10,33
N/A,N/A,18:00,Good,7f,La Dolce Vita (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,Head,2,9-2,-,True,10,33
N/A,N/A,18:00,Good,7f,Zoinnocent (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,2nd,1/2 l,2,9-2,-,True,10,33
N/A,N/A,18:00,Good,7f,Never Ending Story (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-2,-,True,10,33
N/A,N/A,18:30,Good,7f,Pearling Path (FR),David Egan,0,John Stephen O'Donoghue,5th,1/2 l,2,9-5,-,True,10,34
N/A,N/A,18:30,Good,7f,Voce Del Palio (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,4th,2 3/4 l,2,9-5,-,True,10,34
N/A,N/A,18:30,Good,7f,Age of Kings (IRE),Ryan Moore,0,Aidan O'Brien,3rd,Neck,2,9-5t,-,True,10,34
N/A,N/A,18:30,Good,7f,Hellsing (IRE),C. T. Keane,0,G. M. Lyons,2nd,1 1/4 l,2,9-5,-,True,10,34
N/A,N/A,18:30,Good,7f,Proud and Regal (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,1st,N/A,2,9-5,-,True,10,34
N/A,N/A,18:30,Good,7f,Pearling Path (FR),David Egan,0,John Stephen O'Donoghue,5th,1/2 l,2,9-5,-,True,10,34
N/A,N/A,18:30,Good,7f,Voce Del Palio (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,4th,2 3/4 l,2,9-5,-,True,10,34
N/A,N/A,18:30,Good,7f,Age of Kings (IRE),Ryan Moore,0,Aidan O'Brien,3rd,Neck,2,9-5t,-,True,10,34
N/A,N/A,18:30,Good,7f,Hellsing (IRE),C. T. Keane,0,G. M. Lyons,2nd,1 1/4 l,2,9-5,-,True,10,34
N/A,N/A,18:30,Good,7f,Proud and Regal (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,1st,N/A,2,9-5,-,True,10,34
N/A,N/A,19:00,Good,1m,Commander Sayer (IRE),J. A. Powell,7,Kevin Thomas Coleman,6th,1/2 l,2,9-7,-,True,10,35
N/A,N/A,19:00,Good,1m,Atlantic Charter (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,5th,4 1/2 l,2,9-7,-,True,10,35
N/A,N/A,19:00,Good,1m,Golden Temple (IRE),C. T. Keane,0,Noel Meade,4th,3 1/2 l,2,9-7,-,True,10,35
N/A,N/A,19:00,Good,1m,Magnetar (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,3rd,1 l,2,9-7,-,True,10,35
N/A,N/A,19:00,Good,1m,Fleetfoot (IRE),K. J. Manning,0,J. S. Bolger,2nd,2 3/4 l,2,9-7,-,True,10,35
N/A,N/A,19:00,Good,1m,Tower Of London (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-7,-,True,10,35
N/A,N/A,19:00,Good,1m,Commander Sayer (IRE),J. A. Powell,7,Kevin Thomas Coleman,6th,1/2 l,2,9-7,-,True,10,35
N/A,N/A,19:00,Good,1m,Atlantic Charter (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,5th,4 1/2 l,2,9-7,-,True,10,35
N/A,N/A,19:00,Good,1m,Golden Temple (IRE),C. T. Keane,0,Noel Meade,4th,3 1/2 l,2,9-7,-,True,10,35
N/A,N/A,19:00,Good,1m,Magnetar (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,3rd,1 l,2,9-7,-,True,10,35
N/A,N/A,19:00,Good,1m,Fleetfoot (IRE),K. J. Manning,0,J. S. Bolger,2nd,2 3/4 l,2,9-7,-,True,10,35
N/A,N/A,19:00,Good,1m,Tower Of London (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-7,-,True,10,35
N/A,N/A,19:30,Good,1m,Three Macks (IRE),J. Coen,5,Andrew Oliver,12th,4 1/2 l,3,9-1,61,True,10,36
N/A,N/A,19:30,Good,1m,Portville (IRE),Declan McDonogh,0,Kieran Patrick Cotter,11th,2 l,3,9-2b1,62,True,10,36
N/A,N/A,19:30,Good,1m,Glamourista (IRE),K. J. Manning,0,J. S. Bolger,10th,1 1/4 l,3,9-9,69,True,10,36
N/A,N/A,19:30,Good,1m,Aristovic (IRE),J. M. Sheridan,3,J. F. Levins,9th,1 3/4 l,3,9-6,66,True,10,36
N/A,N/A,19:30,Good,1m,Singsong Lady (IRE),C. D. Maxwell,0,Gavin Patrick Cromwell,8th,1 1/4 l,3,9-12t,72,True,10,36
N/A,N/A,19:30,Good,1m,Scarlet Angel (USA),C. T. Keane,0,G. M. Lyons,7th,Neck,3,9-11,71,True,10,36
N/A,N/A,19:30,Good,1m,Wayne R Walker,R. P. Cleary,0,Donal Kinsella,6th,1/2 l,3,8-8,54,True,10,36
N/A,N/A,19:30,Good,1m,Riccardi Medici (IRE),R. P. Whelan,0,M. Halford,5th,1 1/2 l,3,9-5t,65,True,10,36
N/A,N/A,19:30,Good,1m,Might And Mercy,D. B. McMonagle,0,Noel Meade,4th,3/4 l,3,9-13,73,True,10,36
N/A,N/A,19:30,Good,1m,Sovereignty (IRE),K. J. Leonard,0,P. J. McKenna,3rd,3/4 l,3,8-7h,53,True,10,36
N/A,N/A,19:30,Good,1m,Westernesse (IRE),C. D. Hayes,0,D. K. Weld,2nd,Neck,3,9-11,71,True,10,36
N/A,N/A,19:30,Good,1m,Helpmeout (IRE),William James Lee,0,W. McCreery,1st,N/A,3,10-0,74,True,10,36
N/A,N/A,19:30,Good,1m,Three Macks (IRE),J. Coen,5,Andrew Oliver,12th,4 1/2 l,3,9-1,61,True,10,36
N/A,N/A,19:30,Good,1m,Portville (IRE),Declan McDonogh,0,Kieran Patrick Cotter,11th,2 l,3,9-2b1,62,True,10,36
N/A,N/A,19:30,Good,1m,Glamourista (IRE),K. J. Manning,0,J. S. Bolger,10th,1 1/4 l,3,9-9,69,True,10,36
N/A,N/A,19:30,Good,1m,Aristovic (IRE),J. M. Sheridan,3,J. F. Levins,9th,1 3/4 l,3,9-6,66,True,10,36
N/A,N/A,19:30,Good,1m,Singsong Lady (IRE),C. D. Maxwell,0,Gavin Patrick Cromwell,8th,1 1/4 l,3,9-12t,72,True,10,36
N/A,N/A,19:30,Good,1m,Scarlet Angel (USA),C. T. Keane,0,G. M. Lyons,7th,Neck,3,9-11,71,True,10,36
N/A,N/A,19:30,Good,1m,Wayne R Walker,R. P. Cleary,0,Donal Kinsella,6th,1/2 l,3,8-8,54,True,10,36
N/A,N/A,19:30,Good,1m,Riccardi Medici (IRE),R. P. Whelan,0,M. Halford,5th,1 1/2 l,3,9-5t,65,True,10,36
N/A,N/A,19:30,Good,1m,Might And Mercy,D. B. McMonagle,0,Noel Meade,4th,3/4 l,3,9-13,73,True,10,36
N/A,N/A,19:30,Good,1m,Sovereignty (IRE),K. J. Leonard,0,P. J. McKenna,3rd,3/4 l,3,8-7h,53,True,10,36
N/A,N/A,19:30,Good,1m,Westernesse (IRE),C. D. Hayes,0,D. K. Weld,2nd,Neck,3,9-11,71,True,10,36
N/A,N/A,19:30,Good,1m,Helpmeout (IRE),William James Lee,0,W. McCreery,1st,N/A,3,10-0,74,True,10,36
N/A,N/A,20:00,Good,1m 4f 180y,Global Energy,R. C. Colgan,0,Ms Sheila Lavery,5th,16 l,3,8-13,-,True,10,37
N/A,N/A,20:00,Good,1m 4f 180y,Darraby,C. T. Keane,0,Brendan Duke,4th,5 1/2 l,3,8-13,-,True,10,37
N/A,N/A,20:00,Good,1m 4f 180y,Nectarine (IRE),K. J. Manning,0,J. S. Bolger,3rd,3 1/2 l,3,9-7b1,-,True,10,37
N/A,N/A,20:00,Good,1m 4f 180y,Waterville (IRE),Ryan Moore,0,Aidan O'Brien,2nd,1/2 l,3,10-0,-,True,10,37
N/A,N/A,20:00,Good,1m 4f 180y,Point King (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,1st,N/A,3,9-12,-,True,10,37
N/A,N/A,20:00,Good,1m 4f 180y,Global Energy,R. C. Colgan,0,Ms Sheila Lavery,5th,16 l,3,8-13,-,True,10,37
N/A,N/A,20:00,Good,1m 4f 180y,Darraby,C. T. Keane,0,Brendan Duke,4th,5 1/2 l,3,8-13,-,True,10,37
N/A,N/A,20:00,Good,1m 4f 180y,Nectarine (IRE),K. J. Manning,0,J. S. Bolger,3rd,3 1/2 l,3,9-7b1,-,True,10,37
N/A,N/A,20:00,Good,1m 4f 180y,Waterville (IRE),Ryan Moore,0,Aidan O'Brien,2nd,1/2 l,3,10-0,-,True,10,37
N/A,N/A,20:00,Good,1m 4f 180y,Point King (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,1st,N/A,3,9-12,-,True,10,37
N/A,N/A,20:30,Good,1m 7f,Annecherie (IRE),R. C. Colgan,0,Ms Sheila Lavery,11th,Neck,4,10-0,70,True,10,38
N/A,N/A,20:30,Good,1m 7f,True Destiny (USA),Seamie Heffernan,0,J. J. Lambe,10th,2 3/4 l,7,11-2,86,True,10,38
N/A,N/A,20:30,Good,1m 7f,Movie King (IRE),W. M. Lordan,0,A. J. Martin,9th,2 l,5,8-7tp,49,True,10,38
N/A,N/A,20:30,Good,1m 7f,Harriet's Force (IRE),M. A. Enright,0,Keith Henry Clarke,8th,Neck,6,10-1h,71,True,10,38
N/A,N/A,20:30,Good,1m 7f,Mr Coldstone (IRE),Shane Foley,0,W. P. Mullins,7th,2 l,6,9-4,60,True,10,38
N/A,N/A,20:30,Good,1m 7f,Evenwood Sonofagun (IRE),Ben Martin Coen,0,Richard John O'Brien,6th,1 1/2 l,4,9-2t,58,True,10,38
N/A,N/A,20:30,Good,1m 7f,Final Orders,G. F. Carroll,0,Gavin Patrick Cromwell,5th,1 l,6,9-5b,61,True,10,38
N/A,N/A,20:30,Good,1m 7f,Lariat (USA),C. J. MacRedmond,5,Adrian McGuinness,4th,1 1/2 l,6,8-13p,55,True,10,38
N/A,N/A,20:30,Good,1m 7f,Fox Fearless,S. McCullagh,5,Oliver McKiernan,3rd,1/2 l,6,9-7b,63,True,10,38
N/A,N/A,20:30,Good,1m 7f,Charlie Luciano (IRE),C. D. Hayes,0,Noel Meade,2nd,2 1/2 l,3,8-9,64,True,10,38
N/A,N/A,20:30,Good,1m 7f,Gibraltar (IRE),C. T. Keane,0,W. P. Mullins,1st,N/A,5,9-13,69,True,10,38
N/A,N/A,20:30,Good,1m 7f,Annecherie (IRE),R. C. Colgan,0,Ms Sheila Lavery,11th,Neck,4,10-0,70,True,10,38
N/A,N/A,20:30,Good,1m 7f,True Destiny (USA),Seamie Heffernan,0,J. J. Lambe,10th,2 3/4 l,7,11-2,86,True,10,38
N/A,N/A,20:30,Good,1m 7f,Movie King (IRE),W. M. Lordan,0,A. J. Martin,9th,2 l,5,8-7tp,49,True,10,38
N/A,N/A,20:30,Good,1m 7f,Harriet's Force (IRE),M. A. Enright,0,Keith Henry Clarke,8th,Neck,6,10-1h,71,True,10,38
N/A,N/A,20:30,Good,1m 7f,Mr Coldstone (IRE),Shane Foley,0,W. P. Mullins,7th,2 l,6,9-4,60,True,10,38
N/A,N/A,20:30,Good,1m 7f,Evenwood Sonofagun (IRE),Ben Martin Coen,0,Richard John O'Brien,6th,1 1/2 l,4,9-2t,58,True,10,38
N/A,N/A,20:30,Good,1m 7f,Final Orders,G. F. Carroll,0,Gavin Patrick Cromwell,5th,1 l,6,9-5b,61,True,10,38
N/A,N/A,20:30,Good,1m 7f,Lariat (USA),C. J. MacRedmond,5,Adrian McGuinness,4th,1 1/2 l,6,8-13p,55,True,10,38
N/A,N/A,20:30,Good,1m 7f,Fox Fearless,S. McCullagh,5,Oliver McKiernan,3rd,1/2 l,6,9-7b,63,True,10,38
N/A,N/A,20:30,Good,1m 7f,Charlie Luciano (IRE),C. D. Hayes,0,Noel Meade,2nd,2 1/2 l,3,8-9,64,True,10,38
N/A,N/A,20:30,Good,1m 7f,Gibraltar (IRE),C. T. Keane,0,W. P. Mullins,1st,N/A,5,9-13,69,True,10,38
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Janice Joplin (IRE),P. A. Harnett,7,Patrick Breen,11th,1 3/4 l,5,9-8,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Finke River,D. B. McMonagle,0,James McAuley,10th,2 l,3,9-8,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Barney Rubbles (IRE),N. M. Crosse,3,James McAuley,9th,Head,4,9-13,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Golden Freckle (IRE),G. P. Halpin,0,T. J. O'Mara,8th,1/2 l,3,9-3,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Diamondsinthesand (IRE),Adrian O'Shea,5,Mrs A. M. O'Shea,7th,2 1/4 l,5,9-13,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Ali Babes (IRE),A. J. Slattery,0,P. J. Hassett,6th,Head,3,9-3,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Gran Roque (IRE),J. Coen,5,Adrian Murray,5th,3/4 l,3,9-3,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Nishiki Kamuro (GER),Emmet McNamara,0,John C. Shearman,4th,2 1/2 l,3,9-3,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Ultramarine (IRE),M. P. Sheehy,3,Joseph Patrick O'Brien,3rd,1 3/4 l,3,9-8,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Lopes Gold (IRE),Shane Foley,0,Mrs J. Harrington,2nd,Nose,3,9-3p,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Chrismoltisanti (IRE),William James Lee,0,Ross O'Sullivan,1st,N/A,3,9-8,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Janice Joplin (IRE),P. A. Harnett,7,Patrick Breen,11th,1 3/4 l,5,9-8,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Finke River,D. B. McMonagle,0,James McAuley,10th,2 l,3,9-8,-,True,10,39
