track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Claycastle (IRE),C. D. Hayes,0,John Joseph Hanlon,7th,3/4 l,2,9-2,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Pub Talk (IRE),S. M. Crosse,0,Noel Meade,6th,2 1/2 l,2,9-7,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Tiymara (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,Head,2,9-2,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,St Kitts (IRE),W. M. Lordan,0,Aidan O'Brien,4th,2 1/4 l,2,9-7,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Betterdaysrcoming (IRE),R. P. Whelan,0,Andrew Oliver,3rd,3/4 l,2,9-7,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Gan Teorainn (IRE),K. J. Manning,0,J. S. Bolger,2nd,1 3/4 l,2,9-2,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Amazing Show,C. T. Keane,0,G. M. Lyons,1st,N/A,2,9-2,-,True,10,46
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Penny Pingleton (IRE),R. Whearty,7,T. G. McCourt,12th,10 l,3,8-8p,47,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Red Wasp (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,11th,1 3/4 l,4,9-9tp,58,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Wait a Little (IRE),K. J. Manning,0,James M. Barcoe,10th,3/4 l,4,8-12t,47,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Elegant Ellen (FR),D. King,7,Denis Hogan,9th,1/2 l,4,9-12,61,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Hot Whispers (IRE),Ben Martin Coen,0,Shane Nolan,8th,1/2 l,3,9-0t,53,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Kilonova (IRE),G. F. Carroll,0,Michael Mulvany,7th,1 l,4,9-0,49,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Baby Rosabella (IRE),D. N. Curran,7,Jack W. Davison,6th,1/2 l,3,9-7,60,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Empress Of Bough (IRE),S. R. Markey,10,Anthony McCann,5th,Head,3,9-6,59,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Troy Top (IRE),G. M. Ryan,0,Leanne Breen,4th,Neck,4,9-7ht1,56,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Lion Ring (IRE),S. D. Bowen,7,Denis Hogan,3rd,3/4 l,4,9-5,54,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Aloysius Lilius (IRE),C. D. Hayes,0,G. O'Leary,2nd,Short Head,6,10-2tb,65,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Fine Distraction (IRE),C. T. Keane,0,Liam McAteer,1st,N/A,4,9-0b,49,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Penny Pingleton (IRE),R. Whearty,7,T. G. McCourt,12th,10 l,3,8-8p,47,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Red Wasp (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,11th,1 3/4 l,4,9-9tp,58,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Wait a Little (IRE),K. J. Manning,0,James M. Barcoe,10th,3/4 l,4,8-12t,47,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Elegant Ellen (FR),D. King,7,Denis Hogan,9th,1/2 l,4,9-12,61,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Hot Whispers (IRE),Ben Martin Coen,0,Shane Nolan,8th,1/2 l,3,9-0t,53,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Kilonova (IRE),G. F. Carroll,0,Michael Mulvany,7th,1 l,4,9-0,49,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Baby Rosabella (IRE),D. N. Curran,7,Jack W. Davison,6th,1/2 l,3,9-7,60,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Empress Of Bough (IRE),S. R. Markey,10,Anthony McCann,5th,Head,3,9-6,59,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Troy Top (IRE),G. M. Ryan,0,Leanne Breen,4th,Neck,4,9-7ht1,56,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Lion Ring (IRE),S. D. Bowen,7,Denis Hogan,3rd,3/4 l,4,9-5,54,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Aloysius Lilius (IRE),C. D. Hayes,0,G. O'Leary,2nd,Short Head,6,10-2tb,65,True,10,47
Down Royal Racing Results | 22nd July 2022 18:00,N/A,18:00,Good (Good To Firm In Places),5f,Fine Distraction (IRE),C. T. Keane,0,Liam McAteer,1st,N/A,4,9-0b,49,True,10,47
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Tommythelongfella (IRE),R. P. Whelan,0,Anthony McCann,10th,Head,3,9-8,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Boomerang Bill (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,9th,4 1/4 l,3,9-8t,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Stepping Sandstone (IRE),S. R. Markey,10,Anthony McCann,8th,24 l,3,9-8,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Foreign Policy (IRE),N. J. Ryan,7,Noel Meade,7th,Neck,3,9-8,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Compere,C. D. Hayes,0,D. K. Weld,6th,1 3/4 l,3,9-8b,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,True Artist (IRE),Wesley Joyce,7,G. O'Leary,5th,Neck,4,10-3,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Angel of the Pace (IRE),W. M. Lordan,0,Henry de Bromhead,4th,3 3/4 l,3,9-3,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Impero (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,8 l,3,9-8b1,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Free to Party (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,3 3/4 l,3,9-8p1,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Hazy Mehmory (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,3,9-3h1,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Tommythelongfella (IRE),R. P. Whelan,0,Anthony McCann,10th,Head,3,9-8,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Boomerang Bill (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,9th,4 1/4 l,3,9-8t,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Stepping Sandstone (IRE),S. R. Markey,10,Anthony McCann,8th,24 l,3,9-8,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Foreign Policy (IRE),N. J. Ryan,7,Noel Meade,7th,Neck,3,9-8,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Compere,C. D. Hayes,0,D. K. Weld,6th,1 3/4 l,3,9-8b,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,True Artist (IRE),Wesley Joyce,7,G. O'Leary,5th,Neck,4,10-3,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Angel of the Pace (IRE),W. M. Lordan,0,Henry de Bromhead,4th,3 3/4 l,3,9-3,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Impero (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,8 l,3,9-8b1,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Free to Party (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,3 3/4 l,3,9-8p1,-,True,10,48
Down Royal Racing Results | 22nd July 2022 18:30,N/A,18:30,Good (Good To Firm In Places),1m 2f 75y,Hazy Mehmory (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,3,9-3h1,-,True,10,48
Down Royal Racing Results | 22nd July 2022 19:00,N/A,19:00,Good (Good To Firm In Places),1m 2f 75y,Hibernicus (IRE),J. Kearney,7,Andrew McNamara,7th,4 1/2 l,7,9-6,72,True,10,49
Down Royal Racing Results | 22nd July 2022 19:00,N/A,19:00,Good (Good To Firm In Places),1m 2f 75y,Prime Chief (IRE),R. P. Whelan,0,Jarlath P. Fahey,6th,6 l,7,9-3,69,True,10,49
Down Royal Racing Results | 22nd July 2022 19:00,N/A,19:00,Good (Good To Firm In Places),1m 2f 75y,Delta Romeo (IRE),C. D. Hayes,0,G. O'Leary,5th,2 1/4 l,4,9-1,67,True,10,49
Down Royal Racing Results | 22nd July 2022 19:00,N/A,19:00,Good (Good To Firm In Places),1m 2f 75y,Miss Florentine (IRE),R. Whearty,7,Ross O'Sullivan,4th,4 1/2 l,5,9-2,68,True,10,49
Down Royal Racing Results | 22nd July 2022 19:00,N/A,19:00,Good (Good To Firm In Places),1m 2f 75y,Eighty Eight (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,1 1/4 l,3,9-4,79,True,10,49
Down Royal Racing Results | 22nd July 2022 19:00,N/A,19:00,Good (Good To Firm In Places),1m 2f 75y,Zahee (IRE),Cillian McConnell,7,John McConnell,2nd,1/2 l,7,9-12ht,78,True,10,49
Down Royal Racing Results | 22nd July 2022 19:00,N/A,19:00,Good (Good To Firm In Places),1m 2f 75y,Massaman (IRE),C. T. Keane,0,Jack W. Davison,1st,N/A,4,10-2p,82,True,10,49
Down Royal Racing Results | 22nd July 2022 19:00,N/A,19:00,Good (Good To Firm In Places),1m 2f 75y,Hibernicus (IRE),J. Kearney,7,Andrew McNamara,7th,4 1/2 l,7,9-6,72,True,10,49
Down Royal Racing Results | 22nd July 2022 19:00,N/A,19:00,Good (Good To Firm In Places),1m 2f 75y,Prime Chief (IRE),R. P. Whelan,0,Jarlath P. Fahey,6th,6 l,7,9-3,69,True,10,49
Down Royal Racing Results | 22nd July 2022 19:00,N/A,19:00,Good (Good To Firm In Places),1m 2f 75y,Delta Romeo (IRE),C. D. Hayes,0,G. O'Leary,5th,2 1/4 l,4,9-1,67,True,10,49
Down Royal Racing Results | 22nd July 2022 19:00,N/A,19:00,Good (Good To Firm In Places),1m 2f 75y,Miss Florentine (IRE),R. Whearty,7,Ross O'Sullivan,4th,4 1/2 l,5,9-2,68,True,10,49
Down Royal Racing Results | 22nd July 2022 19:00,N/A,19:00,Good (Good To Firm In Places),1m 2f 75y,Eighty Eight (IRE),Ben Martin Coen,0,John Patrick Murtagh,3rd,1 1/4 l,3,9-4,79,True,10,49
Down Royal Racing Results | 22nd July 2022 19:00,N/A,19:00,Good (Good To Firm In Places),1m 2f 75y,Zahee (IRE),Cillian McConnell,7,John McConnell,2nd,1/2 l,7,9-12ht,78,True,10,49
Down Royal Racing Results | 22nd July 2022 19:00,N/A,19:00,Good (Good To Firm In Places),1m 2f 75y,Massaman (IRE),C. T. Keane,0,Jack W. Davison,1st,N/A,4,10-2p,82,True,10,49
Down Royal Racing Results | 22nd July 2022 19:30,N/A,19:30,Good (Good To Firm In Places),1m 5f 205y,Dances with Stars (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,6th,1 3/4 l,5,9-9t,-,True,10,50
Down Royal Racing Results | 22nd July 2022 19:30,N/A,19:30,Good (Good To Firm In Places),1m 5f 205y,Phoenix Cowboy (USA),C. T. Keane,0,G. M. Lyons,5th,7 l,5,9-9,-,True,10,50
Down Royal Racing Results | 22nd July 2022 19:30,N/A,19:30,Good (Good To Firm In Places),1m 5f 205y,Ever Present (IRE),T. P. Madden,0,Mrs J. Harrington,4th,1/2 l,6,9-9,-,True,10,50
Down Royal Racing Results | 22nd July 2022 19:30,N/A,19:30,Good (Good To Firm In Places),1m 5f 205y,Manu Et Corde (IRE),K. J. Manning,0,J. S. Bolger,3rd,1/2 l,3,8-12,-,True,10,50
Down Royal Racing Results | 22nd July 2022 19:30,N/A,19:30,Good (Good To Firm In Places),1m 5f 205y,Moon Daisy (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,2nd,2 3/4 l,4,9-4b,-,True,10,50
Down Royal Racing Results | 22nd July 2022 19:30,N/A,19:30,Good (Good To Firm In Places),1m 5f 205y,Perotan (IRE),W. M. Lordan,0,Aidan O'Brien,1st,N/A,3,8-7,-,True,10,50
Down Royal Racing Results | 22nd July 2022 19:30,N/A,19:30,Good (Good To Firm In Places),1m 5f 205y,Dances with Stars (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,6th,1 3/4 l,5,9-9t,-,True,10,50
Down Royal Racing Results | 22nd July 2022 19:30,N/A,19:30,Good (Good To Firm In Places),1m 5f 205y,Phoenix Cowboy (USA),C. T. Keane,0,G. M. Lyons,5th,7 l,5,9-9,-,True,10,50
Down Royal Racing Results | 22nd July 2022 19:30,N/A,19:30,Good (Good To Firm In Places),1m 5f 205y,Ever Present (IRE),T. P. Madden,0,Mrs J. Harrington,4th,1/2 l,6,9-9,-,True,10,50
Down Royal Racing Results | 22nd July 2022 19:30,N/A,19:30,Good (Good To Firm In Places),1m 5f 205y,Manu Et Corde (IRE),K. J. Manning,0,J. S. Bolger,3rd,1/2 l,3,8-12,-,True,10,50
Down Royal Racing Results | 22nd July 2022 19:30,N/A,19:30,Good (Good To Firm In Places),1m 5f 205y,Moon Daisy (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,2nd,2 3/4 l,4,9-4b,-,True,10,50
Down Royal Racing Results | 22nd July 2022 19:30,N/A,19:30,Good (Good To Firm In Places),1m 5f 205y,Perotan (IRE),W. M. Lordan,0,Aidan O'Brien,1st,N/A,3,8-7,-,True,10,50
