track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 29th November 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Kampala Beach (IRE),C D Hayes,0,M Halford & T Collins,11th,2 1/2 l,5,8-12,47,True,153,25
Dundalk Racing Results | 29th November 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Designer Cailin (IRE),R C Colgan,0,P Martin,10th,1 3/4 l,6,8-12,47,True,153,25
Dundalk Racing Results | 29th November 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Buckhead Betty (IRE),S Foley,0,R O'Sullivan,9th,Neck,3,9-8,60,True,153,25
Dundalk Racing Results | 29th November 2024 20:00,N/A,20:00,Standard,1m 2f 150y,L'immortale (IRE),J M Sheridan,0,Thomas Dowling,8th,3/4 l,4,8-12t,47,True,153,25
Dundalk Racing Results | 29th November 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Beauty Bella (IRE),D W O'Connor,0,J C McConnell,7th,1 1/2 l,4,10-21,65,True,153,25
Dundalk Racing Results | 29th November 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Ranko Express (IRE),C Horgan,7,A Slattery,6th,3/4 l,4,9-4,53,True,153,25
Dundalk Racing Results | 29th November 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Lauroline,Nicola Burns,7,P W Flynn,5th,Head,5,9-6t,55,True,153,25
Dundalk Racing Results | 29th November 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Barretstown (IRE),W J Lee,0,C O'Dwyer,4th,Short Head,6,9-12,61,True,153,25
Dundalk Racing Results | 29th November 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Tomahawk King (IRE),R Whearty,3,Thomas Coyle,3rd,Neck,4,9-9,58,True,153,25
Dundalk Racing Results | 29th November 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Hijo De La Luna (GER),L T McAteer,0,S McConville,2nd,2 1/2 l,4,9-2p,51,True,153,25
Dundalk Racing Results | 29th November 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Numidia (IRE),R M Mulligan,7,P Lawlor,1st,N/A,6,9-11v,60,True,153,25
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,The Aglet (IRE),L F Roche,0,Brendan Walsh,14th,30 l,3,9-2t1,54,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Winged Victory (IRE),M P Sheehy,0,E Sheehy,13th,17 l,3,8-9p1,47,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Aljadel (IRE),S Foley,0,M Halford & T Collins,12th,4 1/2 l,3,9-3p,55,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Doctor Grace (IRE),D J Murphy,10,M Halford & T Collins,11th,Neck,4,10-2p,65,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Special Angel (IRE),W J Lee,0,A Murray,10th,1/2 l,3,9-13,65,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Wishes And Dreams (IRE),D P McDonogh,0,Ciaran Murphy,9th,2 l,4,9-3tp,52,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Ocean Bliss (IRE),R P Cleary,0,Daniel Murphy,8th,2 l,3,8-9,47,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,A Daughtersdelight (IRE),G F Carroll,0,P Magee,7th,2 3/4 l,3,9-5tp,57,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Pegasus Of Harry,N M Crosse,0,E O'Connell,6th,1/2 l,3,9-7,59,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Jawhary,J A Powell,3,A McGuinness,5th,4 1/4 l,6,9-9v,58,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Gardone (IRE),C D Hayes,0,E McNamara,4th,3/4 l,4,9-6b,55,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Warazam (IRE),Nicola Burns,7,J P Fahey,3rd,1 1/4 l,3,9-2,54,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Eighty Eight (IRE),R M Mulligan,7,J Feane,2nd,2 1/2 l,5,10-2,65,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Trishuli River (IRE),M W Hassett,5,S Crawley,1st,N/A,4,9-7t,56,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,The Aglet (IRE),L F Roche,0,Brendan Walsh,14th,30 l,3,9-2t1,54,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Winged Victory (IRE),M P Sheehy,0,E Sheehy,13th,17 l,3,8-9p1,47,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Aljadel (IRE),S Foley,0,M Halford & T Collins,12th,4 1/2 l,3,9-3p,55,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Doctor Grace (IRE),D J Murphy,10,M Halford & T Collins,11th,Neck,4,10-2p,65,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Special Angel (IRE),W J Lee,0,A Murray,10th,1/2 l,3,9-13,65,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Wishes And Dreams (IRE),D P McDonogh,0,Ciaran Murphy,9th,2 l,4,9-3tp,52,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Ocean Bliss (IRE),R P Cleary,0,Daniel Murphy,8th,2 l,3,8-9,47,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,A Daughtersdelight (IRE),G F Carroll,0,P Magee,7th,2 3/4 l,3,9-5tp,57,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Pegasus Of Harry,N M Crosse,0,E O'Connell,6th,1/2 l,3,9-7,59,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Jawhary,J A Powell,3,A McGuinness,5th,4 1/4 l,6,9-9v,58,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Gardone (IRE),C D Hayes,0,E McNamara,4th,3/4 l,4,9-6b,55,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Warazam (IRE),Nicola Burns,7,J P Fahey,3rd,1 1/4 l,3,9-2,54,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Eighty Eight (IRE),R M Mulligan,7,J Feane,2nd,2 1/2 l,5,10-2,65,True,153,26
Dundalk Racing Results | 29th November 2024 20:30,N/A,20:30,Standard,1m 2f 150y,Trishuli River (IRE),M W Hassett,5,S Crawley,1st,N/A,4,9-7t,56,True,153,26
