track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:10,Yielding (Good To Yielding In Places),2m 110y,Telecon,R A Doyle,0,M Fahey,NR,N/A,7,11-2h,133,True,153,41
N/A,N/A,15:10,Yielding (Good To Yielding In Places),2m 110y,Little Mixup (IRE),M M McDonagh,0,D Hogan,PU,N/A,7,10-8p1,125,True,153,41
N/A,N/A,15:10,Yielding (Good To Yielding In Places),2m 110y,Cappucino (IRE),M J M O'Sullivan,0,Liz Doyle,12th,Neck,5,10-4,121,True,153,41
N/A,N/A,15:10,Yielding (Good To Yielding In Places),2m 110y,Frankendael,C P McNamara,0,E McNamara,11th,Neck,5,10-9h,126,True,153,41
N/A,N/A,15:10,Yielding (Good To Yielding In Places),2m 110y,Hms Seahorse (IRE),S F O'Keeffe,0,P Nolan,10th,5 l,6,11-3,134,True,153,41
N/A,N/A,15:10,Yielding (Good To Yielding In Places),2m 110y,Effernock Fizz (IRE),G Brouder,5,C Collins,9th,3 l,9,10-6tp,123,True,153,41
N/A,N/A,15:10,Yielding (Good To Yielding In Places),2m 110y,Volantis (IRE),K M Donoghue,0,R O'Sullivan,8th,2 1/2 l,6,11-3,134,True,153,41
N/A,N/A,15:10,Yielding (Good To Yielding In Places),2m 110y,So Scottish (FR),M P Walsh,0,E Mullins,7th,Nose,7,11-1t,132,True,153,41
N/A,N/A,15:10,Yielding (Good To Yielding In Places),2m 110y,Glan (IRE),C P Millar,5,G Elliott,6th,1/2 l,9,11-1,132,True,153,41
N/A,N/A,15:10,Yielding (Good To Yielding In Places),2m 110y,Icare Desbois (FR),P Townend,0,W P Mullins,5th,2 3/4 l,6,10-12,129,True,153,41
N/A,N/A,15:10,Yielding (Good To Yielding In Places),2m 110y,Suprise Package,D J O'Keeffe,0,Peter Fahey,4th,1 1/4 l,8,11-4,135,True,153,41
N/A,N/A,15:10,Yielding (Good To Yielding In Places),2m 110y,Media Naranja (IRE),Sam Ewing,0,G Elliott,3rd,1 3/4 l,5,10-5,122,True,153,41
N/A,N/A,15:10,Yielding (Good To Yielding In Places),2m 110y,Enniskerry (IRE),S W Flanagan,0,B Connell,2nd,5 l,10,11-1t,132,True,153,41
N/A,N/A,15:10,Yielding (Good To Yielding In Places),2m 110y,Washington,P N O'Brien,0,Harry Derham,1st,N/A,8,10-4,121,True,153,41
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,He Can't Dance (IRE),Mr H C Swan,3,G Elliott,NR,N/A,4,11-10,-,True,153,42
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,Shine Bright (IRE),E Dwan,7,Mrs J Cashin,7th,3 1/4 l,4,11-3,-,True,153,42
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,Dollymount (IRE),Mr J M Halford,7,C W J Farrell,6th,40 l,4,11-3,-,True,153,42
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,Yoursimplythebest (IRE),Mr F Maguire,0,G Keane,5th,2 3/4 l,4,11-3,-,True,153,42
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,Reinado (IRE),Mr J P O'Rourke,7,Colm Murphy,4th,10 l,4,11-10,-,True,153,42
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,Unknown Entity (IRE),Mr P W Mullins,0,W P Mullins,3rd,5 l,4,11-10,-,True,153,42
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,Mossy Way (IRE),Mr D Doyle,7,P M J Doyle,2nd,7 l,4,11-10,-,True,153,42
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,Koktail Brut (FR),Mr H C Swan,3,G Elliott,1st,N/A,4,11-10,-,True,153,42
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,He Can't Dance (IRE),Mr H C Swan,3,G Elliott,NR,N/A,4,11-10,-,True,153,42
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,Shine Bright (IRE),E Dwan,7,Mrs J Cashin,7th,3 1/4 l,4,11-3,-,True,153,42
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,Dollymount (IRE),Mr J M Halford,7,C W J Farrell,6th,40 l,4,11-3,-,True,153,42
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,Yoursimplythebest (IRE),Mr F Maguire,0,G Keane,5th,2 3/4 l,4,11-3,-,True,153,42
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,Reinado (IRE),Mr J P O'Rourke,7,Colm Murphy,4th,10 l,4,11-10,-,True,153,42
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,Unknown Entity (IRE),Mr P W Mullins,0,W P Mullins,3rd,5 l,4,11-10,-,True,153,42
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,Mossy Way (IRE),Mr D Doyle,7,P M J Doyle,2nd,7 l,4,11-10,-,True,153,42
N/A,N/A,15:40,Yielding (Good To Yielding In Places) ace (Turf),2m 110y,Koktail Brut (FR),Mr H C Swan,3,G Elliott,1st,N/A,4,11-10,-,True,153,42
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Mountrivers Lass (IRE),J P Kirwan,2,R Murphy,RO,N/A,5,11-5,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Only You Norah (IRE),P M O'Brien,0,D Commins,C,N/A,4,11-5,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Mellem (IRE),T E O'Connor,4,M Fahey,12th,12 l,5,11-12,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Kathy Choice (IRE),Anna McGuinness,2,J Dullea,11th,4 3/4 l,6,11-5,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Battle Roar (IRE),P Hanlon,0,Ciaran Murphy,10th,8 1/2 l,5,11-12b,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Rorkes Drift (IRE),S Cleary-Farrell,0,G Kelleher,9th,1 l,4,11-12,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Glenmalure Flyer (IRE),Niall Moore,0,D P Nagle,8th,21 l,6,11-5t,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Finnicky Filly (IRE),E M O'Sullivan,2,J P Ryan,7th,Neck,6,11-5,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Marine Ranger (IRE),Conor Clarke,0,P A Fahy,6th,11 l,4,11-12,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Couldntmakeitup (IRE),P T Smithers,0,J Nash,5th,6 1/2 l,4,11-12,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Polly Poppins (IRE),T Power Roche,0,Bernard Crowley,4th,1/2 l,4,11-5h,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Ballinoe Blaze (IRE),C M Hogan,0,E McCarthy,3rd,5 l,4,11-12,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Giant Haystacks (IRE),T P Harney,0,R O'Sullivan,2nd,2 1/4 l,5,11-12,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Eve's Hope (IRE),J Smith,0,M O Quigley,1st,N/A,6,11-5t,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Mountrivers Lass (IRE),J P Kirwan,2,R Murphy,RO,N/A,5,11-5,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Only You Norah (IRE),P M O'Brien,0,D Commins,C,N/A,4,11-5,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Mellem (IRE),T E O'Connor,4,M Fahey,12th,12 l,5,11-12,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Kathy Choice (IRE),Anna McGuinness,2,J Dullea,11th,4 3/4 l,6,11-5,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Battle Roar (IRE),P Hanlon,0,Ciaran Murphy,10th,8 1/2 l,5,11-12b,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Rorkes Drift (IRE),S Cleary-Farrell,0,G Kelleher,9th,1 l,4,11-12,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Glenmalure Flyer (IRE),Niall Moore,0,D P Nagle,8th,21 l,6,11-5t,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Finnicky Filly (IRE),E M O'Sullivan,2,J P Ryan,7th,Neck,6,11-5,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Marine Ranger (IRE),Conor Clarke,0,P A Fahy,6th,11 l,4,11-12,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Couldntmakeitup (IRE),P T Smithers,0,J Nash,5th,6 1/2 l,4,11-12,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Polly Poppins (IRE),T Power Roche,0,Bernard Crowley,4th,1/2 l,4,11-5h,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Ballinoe Blaze (IRE),C M Hogan,0,E McCarthy,3rd,5 l,4,11-12,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Giant Haystacks (IRE),T P Harney,0,R O'Sullivan,2nd,2 1/4 l,5,11-12,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:05,N/A,12:05,Yielding (Yielding To Soft In Places),2m 91y,Eve's Hope (IRE),J Smith,0,M O Quigley,1st,N/A,6,11-5t,-,True,153,43
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Simply Shabra (IRE),A Harvey,5,A McCann,NR,N/A,9,11-3b,90,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Brogue Man River (IRE),M J M O'Sullivan,0,N Lee,15th,7 1/2 l,6,11-2,89,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Lacken Forest (IRE),Mr M Doyle,7,G M Doyle,14th,3 1/4 l,5,11-0h,87,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Pana To Milan (IRE),L A McKenna,5,M Winters,13th,Neck,6,11-9,96,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Job Well Done (IRE),P F Kavanagh,7,E Bolger,12th,9 1/2 l,4,11-4,91,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Boston Bongo (IRE),B Hayes,0,Barry J Fitzgerald,11th,Neck,5,11-2h,89,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Tyson (GER),C Stone-Walsh,5,P Nolan,10th,7 l,4,11-13h,100,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,On Your Way (IRE),S F O'Keeffe,0,C Byrnes,9th,1 l,6,11-12,99,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Aboy Joey (IRE),G B Noonan,5,E McCarthy,8th,2 l,5,11-12,99,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Thegreenthirteen (IRE),C M Hogan,7,M A Daly,7th,1 3/4 l,4,11-6,93,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,San Aer (IRE),D E Mullins,0,T Mullins,6th,1/2 l,6,12-0ht,101,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Marlpark (IRE),S Fitzgerald,0,J P Ryan,5th,Head,5,11-12,99,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Collaborative (IRE),P T Enright,0,O McKiernan,4th,Nose,4,11-13,100,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Star Official (IRE),C Owens,7,R Donohoe,3rd,3/4 l,6,11-11,98,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Mayos Vendangeur (IRE),T Power Roche,7,P J Rothwell,2nd,2 1/2 l,5,10-12tp,85,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Kp's Ladyofknock (IRE),T E O'Connor,7,M Fahey,1st,N/A,4,10-7,80,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Simply Shabra (IRE),A Harvey,5,A McCann,NR,N/A,9,11-3b,90,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Brogue Man River (IRE),M J M O'Sullivan,0,N Lee,15th,7 1/2 l,6,11-2,89,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Lacken Forest (IRE),Mr M Doyle,7,G M Doyle,14th,3 1/4 l,5,11-0h,87,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Pana To Milan (IRE),L A McKenna,5,M Winters,13th,Neck,6,11-9,96,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Job Well Done (IRE),P F Kavanagh,7,E Bolger,12th,9 1/2 l,4,11-4,91,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Boston Bongo (IRE),B Hayes,0,Barry J Fitzgerald,11th,Neck,5,11-2h,89,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Tyson (GER),C Stone-Walsh,5,P Nolan,10th,7 l,4,11-13h,100,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,On Your Way (IRE),S F O'Keeffe,0,C Byrnes,9th,1 l,6,11-12,99,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Aboy Joey (IRE),G B Noonan,5,E McCarthy,8th,2 l,5,11-12,99,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Thegreenthirteen (IRE),C M Hogan,7,M A Daly,7th,1 3/4 l,4,11-6,93,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,San Aer (IRE),D E Mullins,0,T Mullins,6th,1/2 l,6,12-0ht,101,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Marlpark (IRE),S Fitzgerald,0,J P Ryan,5th,Head,5,11-12,99,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Collaborative (IRE),P T Enright,0,O McKiernan,4th,Nose,4,11-13,100,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Star Official (IRE),C Owens,7,R Donohoe,3rd,3/4 l,6,11-11,98,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Mayos Vendangeur (IRE),T Power Roche,7,P J Rothwell,2nd,2 1/2 l,5,10-12tp,85,True,153,44
Clonmel Racing Results | 3rd December 2024 12:35,N/A,12:35,Yielding (Yielding To Soft In Places),2m 91y,Kp's Ladyofknock (IRE),T E O'Connor,7,M Fahey,1st,N/A,4,10-7,80,True,153,44
Clonmel Racing Results | 3rd December 2024 13:05,N/A,13:05,Yielding (Yielding To Soft In Places)  (Turf),3m,Drumgill (IRE),D King,0,J P Ryan,NR,N/A,5,11-10,-,True,153,45
Clonmel Racing Results | 3rd December 2024 13:05,N/A,13:05,Yielding (Yielding To Soft In Places)  (Turf),3m,Plains Indian (IRE),C M Quirke,5,A Slattery,4th,27 l,8,11-0,-,True,153,45
Clonmel Racing Results | 3rd December 2024 13:05,N/A,13:05,Yielding (Yielding To Soft In Places)  (Turf),3m,Three Card Brag (IRE),Sam Ewing,0,G Elliott,3rd,2 1/2 l,7,11-0p,-,True,153,45
Clonmel Racing Results | 3rd December 2024 13:05,N/A,13:05,Yielding (Yielding To Soft In Places)  (Turf),3m,Sandor Clegane (IRE),S F O'Keeffe,0,P Nolan,2nd,3 1/2 l,7,11-0t,-,True,153,45
Clonmel Racing Results | 3rd December 2024 13:05,N/A,13:05,Yielding (Yielding To Soft In Places)  (Turf),3m,Franciscan Rock (IRE),G Brouder,5,M F Morris,1st,N/A,7,11-0tp,-,True,153,45
Clonmel Racing Results | 3rd December 2024 13:05,N/A,13:05,Yielding (Yielding To Soft In Places)  (Turf),3m,Drumgill (IRE),D King,0,J P Ryan,NR,N/A,5,11-10,-,True,153,45
Clonmel Racing Results | 3rd December 2024 13:05,N/A,13:05,Yielding (Yielding To Soft In Places)  (Turf),3m,Plains Indian (IRE),C M Quirke,5,A Slattery,4th,27 l,8,11-0,-,True,153,45
Clonmel Racing Results | 3rd December 2024 13:05,N/A,13:05,Yielding (Yielding To Soft In Places)  (Turf),3m,Three Card Brag (IRE),Sam Ewing,0,G Elliott,3rd,2 1/2 l,7,11-0p,-,True,153,45
Clonmel Racing Results | 3rd December 2024 13:05,N/A,13:05,Yielding (Yielding To Soft In Places)  (Turf),3m,Sandor Clegane (IRE),S F O'Keeffe,0,P Nolan,2nd,3 1/2 l,7,11-0t,-,True,153,45
Clonmel Racing Results | 3rd December 2024 13:05,N/A,13:05,Yielding (Yielding To Soft In Places)  (Turf),3m,Franciscan Rock (IRE),G Brouder,5,M F Morris,1st,N/A,7,11-0tp,-,True,153,45
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Quietrunsthedon (IRE),Mr P W Gleeson,7,L P Cusack,PU,N/A,6,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Moonshine Ranger (IRE),Mr E Finegan,7,Ciaran Murphy,PU,N/A,4,11-4t1,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Lauro's Legend (IRE),Mr F Maguire,0,P A Fahy,PU,N/A,4,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Honky Tonk (IRE),Mr E Staples,7,E Sheehy,PU,N/A,7,11-4b,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Diamond Approach (IRE),Mr S J Butler,7,Mary Ellen Doyle,F,N/A,4,10-11,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Golden Chariot (IRE),Mr L E Williams,7,L Young,13th,59 l,5,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Theballflanagan (IRE),Mr P A King,5,Cian Hughes,12th,51 l,5,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Dunany Point (IRE),Mr I Ryan,7,Conor Maxwell,11th,4 1/2 l,5,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Bernie's Legacy (FR),Miss S Doyle,7,P Nolan,10th,6 l,5,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Harry's Dream (IRE),Miss P Elvin,7,P J Rothwell,9th,2 1/2 l,4,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Sheriffhill (IRE),Mr J D Coffey,7,T O'Brien,8th,2 l,6,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Hills Of Glory (IRE),Mr D G Lavery,0,G P Cromwell,7th,9 1/2 l,7,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Park Rules (IRE),Mr L Burke-Ott,7,Ian O'Connor,6th,3 3/4 l,5,10-11,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Jump Allen (FR),Miss J Townend,0,W P Mullins,5th,1 1/2 l,5,11-12t,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Je Suis (IRE),Mr A P Kennedy,7,S Curling,4th,1/2 l,5,10-11,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Onlymammycanloveme (IRE),Mr T Walsh,7,S Neville,3rd,20 l,5,11-4t1,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Whatsanotheryear (IRE),Mr D O'Connor,0,P J Flynn,2nd,5 l,5,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,C'est Ta Chance (FR),Mr P W Mullins,0,W P Mullins,1st,N/A,5,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Quietrunsthedon (IRE),Mr P W Gleeson,7,L P Cusack,PU,N/A,6,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Moonshine Ranger (IRE),Mr E Finegan,7,Ciaran Murphy,PU,N/A,4,11-4t1,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Lauro's Legend (IRE),Mr F Maguire,0,P A Fahy,PU,N/A,4,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Honky Tonk (IRE),Mr E Staples,7,E Sheehy,PU,N/A,7,11-4b,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Diamond Approach (IRE),Mr S J Butler,7,Mary Ellen Doyle,F,N/A,4,10-11,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Golden Chariot (IRE),Mr L E Williams,7,L Young,13th,59 l,5,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Theballflanagan (IRE),Mr P A King,5,Cian Hughes,12th,51 l,5,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Dunany Point (IRE),Mr I Ryan,7,Conor Maxwell,11th,4 1/2 l,5,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Bernie's Legacy (FR),Miss S Doyle,7,P Nolan,10th,6 l,5,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Harry's Dream (IRE),Miss P Elvin,7,P J Rothwell,9th,2 1/2 l,4,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Sheriffhill (IRE),Mr J D Coffey,7,T O'Brien,8th,2 l,6,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Hills Of Glory (IRE),Mr D G Lavery,0,G P Cromwell,7th,9 1/2 l,7,11-4,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Park Rules (IRE),Mr L Burke-Ott,7,Ian O'Connor,6th,3 3/4 l,5,10-11,-,True,153,46
Clonmel Racing Results | 3rd December 2024 13:35,N/A,13:35,Yielding (Yielding To Soft In Places) (Div,2m 3f 97y,Jump Allen (FR),Miss J Townend,0,W P Mullins,5th,1 1/2 l,5,11-12t,-,True,153,46
