track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,18:15,Soft,1m 1f 100y,One Boss,R P Whelan,0,F J Flood,16th,3 1/2 l,4,9-13p,69,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Young Lucy (IRE),S Foley,0,A J Martin,15th,17 l,5,9-8t,64,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Mulgrave (IRE),D W O'Connor,0,J C McConnell,14th,1 3/4 l,6,9-10ht,66,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Roderick,S D Bowen,5,D Hogan,13th,1/2 l,8,10-0tp,70,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Evolving,L T McAteer,0,A Kinirons,12th,3/4 l,4,9-13,69,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Givemehoperosa (IRE),J J G Ryan,5,J Davison,11th,1 1/4 l,4,10-2,72,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Bear Profit (IRE),S T McCullagh,3,Gerard O'Leary,10th,1 3/4 l,5,9-12,68,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Still Rolling (IRE),N G McCullagh,0,J S Bolger,9th,Neck,3,8-10,67,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Roman Harry (IRE),J A Heffernan,0,C O'Connell,8th,2 1/2 l,4,9-11,67,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Arch Enemy (IRE),J Kearney,5,P Magee,7th,1 3/4 l,5,9-11,67,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Red Trail (IRE),C Stone-Walsh,5,A McNamara,6th,3/4 l,5,9-13,69,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Jawhary,Adam Caffrey,5,A McGuinness,5th,Head,6,9-9,65,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Sixpack,B M Coen,0,J P Murtagh,4th,3 l,4,10-0,70,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,A Shin Undine (IRE),C D Hayes,0,G Ahern,3rd,1/2 l,5,9-13,69,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Duke Of Leggagh (IRE),W Joyce,5,M Mulvany,2nd,1 1/2 l,4,10-2t,72,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Annexation (FR),W J Lee,0,H De Bromhead,1st,N/A,8,9-10t,66,True,109,35
N/A,N/A,18:45,Soft,1m 1f 100y,Granite Bay,R P Whelan,0,J P Fahey,9th,1/2 l,3,9-8,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Key To Glory (IRE),L F Roche,0,Yvonne Latta,8th,3 3/4 l,3,9-3,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Mickey Cohen (IRE),C T Keane,0,N Meade,7th,1 3/4 l,3,9-8,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Yes Oui Si (IRE),S Foley,0,Mrs J Harrington,6th,1 1/4 l,3,9-3,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Daboya (IRE),C D Hayes,0,D K Weld,5th,3/4 l,3,9-3,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Preparations (IRE),D P McDonogh,0,A Slattery,4th,1/2 l,3,9-3,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Soul Of Spain (IRE),D McMonagle,0,J P O'Brien,3rd,2 l,3,9-8,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Total Look (FR),G F Carroll,0,G P Cromwell,2nd,1/2 l,3,9-8,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Cheeky Wink (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-3,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Granite Bay,R P Whelan,0,J P Fahey,9th,1/2 l,3,9-8,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Key To Glory (IRE),L F Roche,0,Yvonne Latta,8th,3 3/4 l,3,9-3,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Mickey Cohen (IRE),C T Keane,0,N Meade,7th,1 3/4 l,3,9-8,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Yes Oui Si (IRE),S Foley,0,Mrs J Harrington,6th,1 1/4 l,3,9-3,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Daboya (IRE),C D Hayes,0,D K Weld,5th,3/4 l,3,9-3,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Preparations (IRE),D P McDonogh,0,A Slattery,4th,1/2 l,3,9-3,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Soul Of Spain (IRE),D McMonagle,0,J P O'Brien,3rd,2 l,3,9-8,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Total Look (FR),G F Carroll,0,G P Cromwell,2nd,1/2 l,3,9-8,-,True,109,36
N/A,N/A,18:45,Soft,1m 1f 100y,Cheeky Wink (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-3,-,True,109,36
N/A,N/A,19:15,Soft,1m 4f 100y,Zazir (IRE),J M Sheridan,0,D Hogan,NR,N/A,4,9-9t,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Boxing Hero (IRE),O McSweeney,3,L Comer,12th,3 3/4 l,6,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Crazy Warrior (IRE),R C Colgan,0,L Comer,11th,1 1/4 l,4,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Ages Of Man (IRE),J A Heffernan,0,A McCann,10th,4 1/2 l,6,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Big Smoke (IRE),J Kearney,5,L Comer,9th,6 1/2 l,6,9-9t,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Spanish John (IRE),C Horgan,7,P A Fahy,8th,3 1/2 l,6,9-9t,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Metamorpheus (IRE),R P Whelan,0,P Nolan,7th,6 1/2 l,5,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Carlo Bianconi (FR),D McMonagle,0,J P O'Brien,6th,Head,4,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Away To Sea (FR),G F Carroll,0,J G Murphy,5th,1/2 l,7,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Firebrand (GER),S D Bowen,5,J Nallen,4th,1 1/4 l,4,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Cut The Rope (FR),C Stone-Walsh,5,P Nolan,3rd,1/2 l,5,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Neptunes Staircase (IRE),C T Keane,0,G M Lyons,2nd,3/4 l,4,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Johanna Whitty (IRE),D P McDonogh,0,J S Bolger,1st,N/A,4,9-4p,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Zazir (IRE),J M Sheridan,0,D Hogan,NR,N/A,4,9-9t,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Boxing Hero (IRE),O McSweeney,3,L Comer,12th,3 3/4 l,6,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Crazy Warrior (IRE),R C Colgan,0,L Comer,11th,1 1/4 l,4,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Ages Of Man (IRE),J A Heffernan,0,A McCann,10th,4 1/2 l,6,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Big Smoke (IRE),J Kearney,5,L Comer,9th,6 1/2 l,6,9-9t,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Spanish John (IRE),C Horgan,7,P A Fahy,8th,3 1/2 l,6,9-9t,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Metamorpheus (IRE),R P Whelan,0,P Nolan,7th,6 1/2 l,5,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Carlo Bianconi (FR),D McMonagle,0,J P O'Brien,6th,Head,4,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Away To Sea (FR),G F Carroll,0,J G Murphy,5th,1/2 l,7,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Firebrand (GER),S D Bowen,5,J Nallen,4th,1 1/4 l,4,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Cut The Rope (FR),C Stone-Walsh,5,P Nolan,3rd,1/2 l,5,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Neptunes Staircase (IRE),C T Keane,0,G M Lyons,2nd,3/4 l,4,9-9,-,True,109,37
N/A,N/A,19:15,Soft,1m 4f 100y,Johanna Whitty (IRE),D P McDonogh,0,J S Bolger,1st,N/A,4,9-4p,-,True,109,37
N/A,N/A,16:00,Yielding,7f,Beyond Your Dreams (IRE),D McMonagle,0,J P O'Brien,NR,N/A,3,9-3,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Nans View (IRE),R P Whelan,0,J P Fahey,NR,N/A,3,9-3,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Butter Fingers (IRE),S P Bird,7,M Mulvany,8th,1 1/4 l,3,9-8,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Kool One (SPA),C T Keane,0,Conor Maxwell,7th,1 l,3,9-8,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Robbies Rock,G F Carroll,0,G P Cromwell,6th,1 1/4 l,3,9-8,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Veil Dance,Siobhan Rutledge,3,J C McConnell,5th,Neck,3,9-3,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Crest Of The Moon (IRE),R Whearty,5,G P Cromwell,4th,2 1/2 l,3,9-8,-,True,109,38
N/A,N/A,16:00,Yielding,7f,The Expert,J J G Ryan,5,T G McCourt,3rd,12 l,3,9-8,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Thor's Hammer (IRE),B M Coen,0,J P Murtagh,2nd,3 1/2 l,3,9-8b,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Sea The Polaris (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-8,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Beyond Your Dreams (IRE),D McMonagle,0,J P O'Brien,NR,N/A,3,9-3,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Nans View (IRE),R P Whelan,0,J P Fahey,NR,N/A,3,9-3,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Butter Fingers (IRE),S P Bird,7,M Mulvany,8th,1 1/4 l,3,9-8,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Kool One (SPA),C T Keane,0,Conor Maxwell,7th,1 l,3,9-8,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Robbies Rock,G F Carroll,0,G P Cromwell,6th,1 1/4 l,3,9-8,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Veil Dance,Siobhan Rutledge,3,J C McConnell,5th,Neck,3,9-3,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Crest Of The Moon (IRE),R Whearty,5,G P Cromwell,4th,2 1/2 l,3,9-8,-,True,109,38
N/A,N/A,16:00,Yielding,7f,The Expert,J J G Ryan,5,T G McCourt,3rd,12 l,3,9-8,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Thor's Hammer (IRE),B M Coen,0,J P Murtagh,2nd,3 1/2 l,3,9-8b,-,True,109,38
N/A,N/A,16:00,Yielding,7f,Sea The Polaris (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-8,-,True,109,38
N/A,N/A,16:35,Yielding,7f,Kilbarry Jack (IRE),R P Whelan,0,A McGuinness,NR,N/A,3,9-12,65,True,109,39
N/A,N/A,16:35,Yielding,7f,Limoncello Lady (IRE),S Foley,0,Mrs J Harrington,13th,7 1/2 l,3,9-7,60,True,109,39
N/A,N/A,16:35,Yielding,7f,T Or Coffey (IRE),J A Powell,3,Paul Mulligan,12th,4 1/2 l,3,8-13t,52,True,109,39
N/A,N/A,16:35,Yielding,7f,Enola Nation (IRE),N M Crosse,0,Ciaran Murphy,11th,3 1/4 l,3,8-8t,47,True,109,39
N/A,N/A,16:35,Yielding,7f,Cornahilt Soldier (IRE),Siobhan Rutledge,3,K Smith,10th,2 l,3,9-10t1,63,True,109,39
N/A,N/A,16:35,Yielding,7f,Harry The Rogue (IRE),B M Coen,0,A Slattery,9th,Neck,3,9-12,65,True,109,39
N/A,N/A,16:35,Yielding,7f,Tiffany Mae (IRE),K G Kennedy,7,Mrs J Harrington,8th,1 1/4 l,3,9-11,64,True,109,39
N/A,N/A,16:35,Yielding,7f,Sound Move (IRE),N G McCullagh,0,J S Bolger,7th,Neck,3,9-7p1,60,True,109,39
N/A,N/A,16:35,Yielding,7f,Private Officer (IRE),D W O'Connor,0,J F Levins,6th,3 l,3,9-1,54,True,109,39
N/A,N/A,16:35,Yielding,7f,Chou Chou (IRE),C T Keane,0,N Meade,5th,Neck,3,9-3,56,True,109,39
N/A,N/A,16:35,Yielding,7f,Special Angel (IRE),D Egan,0,A Murray,4th,2 1/4 l,3,9-10,63,True,109,39
N/A,N/A,16:35,Yielding,7f,Dolce Far Niente (IRE),G F Carroll,0,J G Murphy,3rd,1 l,3,8-13,52,True,109,39
N/A,N/A,16:35,Yielding,7f,Victor's Choice (IRE),M W Hassett,7,A Murray,2nd,2 1/4 l,3,9-3,56,True,109,39
N/A,N/A,16:35,Yielding,7f,Madame Plaintiff (IRE),R Whearty,5,G P Cromwell,1st,N/A,3,9-11,64,True,109,39
N/A,N/A,16:35,Yielding,7f,Kilbarry Jack (IRE),R P Whelan,0,A McGuinness,NR,N/A,3,9-12,65,True,109,39
N/A,N/A,16:35,Yielding,7f,Limoncello Lady (IRE),S Foley,0,Mrs J Harrington,13th,7 1/2 l,3,9-7,60,True,109,39
N/A,N/A,16:35,Yielding,7f,T Or Coffey (IRE),J A Powell,3,Paul Mulligan,12th,4 1/2 l,3,8-13t,52,True,109,39
N/A,N/A,16:35,Yielding,7f,Enola Nation (IRE),N M Crosse,0,Ciaran Murphy,11th,3 1/4 l,3,8-8t,47,True,109,39
N/A,N/A,16:35,Yielding,7f,Cornahilt Soldier (IRE),Siobhan Rutledge,3,K Smith,10th,2 l,3,9-10t1,63,True,109,39
N/A,N/A,16:35,Yielding,7f,Harry The Rogue (IRE),B M Coen,0,A Slattery,9th,Neck,3,9-12,65,True,109,39
N/A,N/A,16:35,Yielding,7f,Tiffany Mae (IRE),K G Kennedy,7,Mrs J Harrington,8th,1 1/4 l,3,9-11,64,True,109,39
N/A,N/A,16:35,Yielding,7f,Sound Move (IRE),N G McCullagh,0,J S Bolger,7th,Neck,3,9-7p1,60,True,109,39
N/A,N/A,16:35,Yielding,7f,Private Officer (IRE),D W O'Connor,0,J F Levins,6th,3 l,3,9-1,54,True,109,39
N/A,N/A,16:35,Yielding,7f,Chou Chou (IRE),C T Keane,0,N Meade,5th,Neck,3,9-3,56,True,109,39
N/A,N/A,16:35,Yielding,7f,Special Angel (IRE),D Egan,0,A Murray,4th,2 1/4 l,3,9-10,63,True,109,39
N/A,N/A,16:35,Yielding,7f,Dolce Far Niente (IRE),G F Carroll,0,J G Murphy,3rd,1 l,3,8-13,52,True,109,39
N/A,N/A,16:35,Yielding,7f,Victor's Choice (IRE),M W Hassett,7,A Murray,2nd,2 1/4 l,3,9-3,56,True,109,39
N/A,N/A,16:35,Yielding,7f,Madame Plaintiff (IRE),R Whearty,5,G P Cromwell,1st,N/A,3,9-11,64,True,109,39
N/A,N/A,17:05,Yielding,7f,Venetian (IRE),S P Davis,0,Sean Davis,NR,N/A,4,9-9tv1,58,True,109,40
N/A,N/A,17:05,Yielding,7f,Gallo Dell Cielo (IRE),R Donaghue-Leahy,10,P J Flynn,16th,1 1/4 l,4,9-5,54,True,109,40
N/A,N/A,17:05,Yielding,7f,Knockmore Prince (IRE),Siobhan Rutledge,3,J C McConnell,15th,Neck,4,8-13,48,True,109,40
N/A,N/A,17:05,Yielding,7f,Spirit Of Paradise (IRE),J A Powell,3,N Meade,14th,1/2 l,4,9-5b1,54,True,109,40
N/A,N/A,17:05,Yielding,7f,Laurens Company (IRE),Adam Caffrey,5,M Kelly,13th,Head,6,8-12t,47,True,109,40
N/A,N/A,17:05,Yielding,7f,Ferrari Desert,S Foley,0,M Fahey,12th,1/2 l,4,9-7,56,True,109,40
N/A,N/A,17:05,Yielding,7f,Deuteronomy (IRE),C D Hayes,0,R P Burns,11th,2 1/4 l,5,8-12,47,True,109,40
N/A,N/A,17:05,Yielding,7f,Coffeemeanscoffee (IRE),K J Leonard,0,Tom McGuinness,10th,Neck,9,9-0,49,True,109,40
N/A,N/A,17:05,Yielding,7f,Talking Tough (IRE),N M Crosse,0,S M Duffy,9th,3 1/2 l,7,8-12p,47,True,109,40
N/A,N/A,17:05,Yielding,7f,Aurora Nova (IRE),J A Heffernan,0,A McNamara,8th,1 l,5,9-0,49,True,109,40
N/A,N/A,17:05,Yielding,7f,Master Garvey (IRE),R Whearty,5,Joseph Murray,7th,1 1/4 l,4,9-11,60,True,109,40
N/A,N/A,17:05,Yielding,7f,Hope And Innocence (IRE),W Joyce,5,T G McCourt,6th,1 3/4 l,4,9-4,53,True,109,40
N/A,N/A,17:05,Yielding,7f,Barnhill Rose,J M Sheridan,0,D Hogan,5th,Neck,6,10-2p,65,True,109,40
N/A,N/A,17:05,Yielding,7f,Play It Again Zaam (IRE),S D Bowen,5,Conor Maxwell,4th,Short Head,4,9-4v,53,True,109,40
N/A,N/A,17:05,Yielding,7f,Manhattan Dandy (IRE),J J G Ryan,5,Thomas Coyle,3rd,Head,7,9-11,60,True,109,40
N/A,N/A,17:05,Yielding,7f,Adhuil (IRE),Rebecca Parsons,10,A A Howard,2nd,2 3/4 l,5,9-1b,50,True,109,40
N/A,N/A,17:05,Yielding,7f,Summer Snow (IRE),C T Keane,0,M O'Callaghan,1st,N/A,4,9-1t1,50,True,109,40
N/A,N/A,17:05,Yielding,7f,Venetian (IRE),S P Davis,0,Sean Davis,NR,N/A,4,9-9tv1,58,True,109,40
N/A,N/A,17:05,Yielding,7f,Gallo Dell Cielo (IRE),R Donaghue-Leahy,10,P J Flynn,16th,1 1/4 l,4,9-5,54,True,109,40
N/A,N/A,17:05,Yielding,7f,Knockmore Prince (IRE),Siobhan Rutledge,3,J C McConnell,15th,Neck,4,8-13,48,True,109,40
N/A,N/A,17:05,Yielding,7f,Spirit Of Paradise (IRE),J A Powell,3,N Meade,14th,1/2 l,4,9-5b1,54,True,109,40
N/A,N/A,17:05,Yielding,7f,Laurens Company (IRE),Adam Caffrey,5,M Kelly,13th,Head,6,8-12t,47,True,109,40
N/A,N/A,17:05,Yielding,7f,Ferrari Desert,S Foley,0,M Fahey,12th,1/2 l,4,9-7,56,True,109,40
N/A,N/A,17:05,Yielding,7f,Deuteronomy (IRE),C D Hayes,0,R P Burns,11th,2 1/4 l,5,8-12,47,True,109,40
N/A,N/A,17:05,Yielding,7f,Coffeemeanscoffee (IRE),K J Leonard,0,Tom McGuinness,10th,Neck,9,9-0,49,True,109,40
N/A,N/A,17:05,Yielding,7f,Talking Tough (IRE),N M Crosse,0,S M Duffy,9th,3 1/2 l,7,8-12p,47,True,109,40
N/A,N/A,17:05,Yielding,7f,Aurora Nova (IRE),J A Heffernan,0,A McNamara,8th,1 l,5,9-0,49,True,109,40
N/A,N/A,17:05,Yielding,7f,Master Garvey (IRE),R Whearty,5,Joseph Murray,7th,1 1/4 l,4,9-11,60,True,109,40
N/A,N/A,17:05,Yielding,7f,Hope And Innocence (IRE),W Joyce,5,T G McCourt,6th,1 3/4 l,4,9-4,53,True,109,40
N/A,N/A,17:05,Yielding,7f,Barnhill Rose,J M Sheridan,0,D Hogan,5th,Neck,6,10-2p,65,True,109,40
N/A,N/A,17:05,Yielding,7f,Play It Again Zaam (IRE),S D Bowen,5,Conor Maxwell,4th,Short Head,4,9-4v,53,True,109,40
N/A,N/A,17:05,Yielding,7f,Manhattan Dandy (IRE),J J G Ryan,5,Thomas Coyle,3rd,Head,7,9-11,60,True,109,40
N/A,N/A,17:05,Yielding,7f,Adhuil (IRE),Rebecca Parsons,10,A A Howard,2nd,2 3/4 l,5,9-1b,50,True,109,40
N/A,N/A,17:05,Yielding,7f,Summer Snow (IRE),C T Keane,0,M O'Callaghan,1st,N/A,4,9-1t1,50,True,109,40
N/A,N/A,17:40,Yielding,7f,Everylittlestep (IRE),W M Lordan,0,Yvonne Latta,8th,1/2 l,6,8-7t,72,True,109,41
N/A,N/A,17:40,Yielding,7f,All Lies Ahead (IRE),W J Lee,0,W McCreery,7th,1 l,6,9-8,87,True,109,41
N/A,N/A,17:40,Yielding,7f,Lady Arwen,C Horgan,7,C O'Dwyer,6th,1/2 l,5,9-0,79,True,109,41
N/A,N/A,17:40,Yielding,7f,Nahori,R Whearty,5,T Gibney,5th,1 3/4 l,4,8-11,76,True,109,41
N/A,N/A,17:40,Yielding,7f,Red Heel (IRE),W Joyce,5,M Mulvany,4th,1 1/4 l,7,8-7,72,True,109,41
N/A,N/A,17:40,Yielding,7f,Girl Racer (IRE),B M Coen,0,J P Murtagh,3rd,2 1/4 l,4,10-0,93,True,109,41
N/A,N/A,17:40,Yielding,7f,Gypsy Woman (IRE),C T Keane,0,G M Lyons,2nd,3/4 l,4,9-11,90,True,109,41
N/A,N/A,17:40,Yielding,7f,Expressova (IRE),M W Hassett,7,J P O'Brien,1st,N/A,4,8-7h1,72,True,109,41
N/A,N/A,17:40,Yielding,7f,Everylittlestep (IRE),W M Lordan,0,Yvonne Latta,8th,1/2 l,6,8-7t,72,True,109,41
N/A,N/A,17:40,Yielding,7f,All Lies Ahead (IRE),W J Lee,0,W McCreery,7th,1 l,6,9-8,87,True,109,41
N/A,N/A,17:40,Yielding,7f,Lady Arwen,C Horgan,7,C O'Dwyer,6th,1/2 l,5,9-0,79,True,109,41
N/A,N/A,17:40,Yielding,7f,Nahori,R Whearty,5,T Gibney,5th,1 3/4 l,4,8-11,76,True,109,41
N/A,N/A,17:40,Yielding,7f,Red Heel (IRE),W Joyce,5,M Mulvany,4th,1 1/4 l,7,8-7,72,True,109,41
N/A,N/A,17:40,Yielding,7f,Girl Racer (IRE),B M Coen,0,J P Murtagh,3rd,2 1/4 l,4,10-0,93,True,109,41
N/A,N/A,17:40,Yielding,7f,Gypsy Woman (IRE),C T Keane,0,G M Lyons,2nd,3/4 l,4,9-11,90,True,109,41
N/A,N/A,17:40,Yielding,7f,Expressova (IRE),M W Hassett,7,J P O'Brien,1st,N/A,4,8-7h1,72,True,109,41
N/A,N/A,18:15,Yielding,1m,Nativity Square (IRE),N G McCullagh,0,J S Bolger,NR,N/A,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Glen Princess (IRE),B M Coen,0,J P Murtagh,NR,N/A,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Fleur De Chine,S Foley,0,Mrs J Harrington,NR,N/A,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Trusty And True (IRE),C D Fahy,10,J C McConnell,12th,6 1/2 l,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Rodeeve,W Joyce,5,M J Browne,11th,Neck,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Game Phoenix (IRE),L F Roche,0,Paul Power,10th,11 l,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Victoria Kesia (IRE),G F Carroll,0,J G Murphy,9th,Head,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Miss Meagher (IRE),L T McAteer,0,Barry J Fitzgerald,8th,1/2 l,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Mama Zonia (IRE),Amy Jo Hayes,7,A Slattery,7th,Short Head,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Pink Aurora (IRE),D P McDonogh,0,J P O'Brien,6th,2 1/4 l,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Whispersinthewind (IRE),G M Ryan,0,Donnacha O'Brien,5th,2 l,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Step It Out (IRE),C T Keane,0,M O'Callaghan,4th,3 3/4 l,3,9-3h1,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Dollerina (IRE),D McMonagle,0,J P O'Brien,3rd,1/2 l,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Bint Al Dandy (IRE),R P Whelan,0,M Fahey,2nd,1 1/4 l,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Ameilya,J A Heffernan,0,J M Barrett,1st,N/A,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Nativity Square (IRE),N G McCullagh,0,J S Bolger,NR,N/A,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Glen Princess (IRE),B M Coen,0,J P Murtagh,NR,N/A,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Fleur De Chine,S Foley,0,Mrs J Harrington,NR,N/A,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Trusty And True (IRE),C D Fahy,10,J C McConnell,12th,6 1/2 l,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Rodeeve,W Joyce,5,M J Browne,11th,Neck,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Game Phoenix (IRE),L F Roche,0,Paul Power,10th,11 l,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Victoria Kesia (IRE),G F Carroll,0,J G Murphy,9th,Head,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Miss Meagher (IRE),L T McAteer,0,Barry J Fitzgerald,8th,1/2 l,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Mama Zonia (IRE),Amy Jo Hayes,7,A Slattery,7th,Short Head,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Pink Aurora (IRE),D P McDonogh,0,J P O'Brien,6th,2 1/4 l,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Whispersinthewind (IRE),G M Ryan,0,Donnacha O'Brien,5th,2 l,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Step It Out (IRE),C T Keane,0,M O'Callaghan,4th,3 3/4 l,3,9-3h1,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Dollerina (IRE),D McMonagle,0,J P O'Brien,3rd,1/2 l,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Bint Al Dandy (IRE),R P Whelan,0,M Fahey,2nd,1 1/4 l,3,9-3,-,True,109,42
N/A,N/A,18:15,Yielding,1m,Ameilya,J A Heffernan,0,J M Barrett,1st,N/A,3,9-3,-,True,109,42
N/A,N/A,18:50,Yielding,1m,Ringside Timing (IRE),Gabriella Adela Hill,10,J S Bolger,NR,N/A,3,9-6,72,True,109,43
N/A,N/A,18:50,Yielding,1m,Arizona Desert (IRE),D Egan,0,A Murray,9th,11 l,3,9-2,68,True,109,43
N/A,N/A,18:50,Yielding,1m,Basilah Bear (IRE),L T McAteer,0,D Marnane,8th,12 l,3,9-9,75,True,109,43
N/A,N/A,18:50,Yielding,1m,Edvard Grieg (IRE),B M Coen,0,A Slattery,7th,1 3/4 l,3,9-4,70,True,109,43
