track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Fair Taxes (IRE),D W O'Connor,0,R O'Sullivan,8th,1/2 l,3,9-8h1,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Lismacbryan (IRE),R C Colgan,0,P Magee,7th,1 l,3,9-3,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Glamorous Doll (IRE),B M Coen,0,E Lynam,6th,Neck,3,9-3,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Somptueuse (IRE),D E Sheehy,0,M C Grassick,5th,1 1/4 l,3,9-3,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Back Down Under (IRE),L F Roche,0,P Roche,4th,3 1/2 l,3,9-3,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Abiding Star (IRE),C D Hayes,0,John Hayes,3rd,1/2 l,3,9-3,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Desert Power (IRE),J J G Ryan,5,E Lynam,2nd,3 l,3,9-8,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Sturlasson (IRE),D P McDonogh,0,K P Cotter,1st,N/A,3,9-8,-,True,115,5
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Only Spoofing (IRE),J M Sheridan,0,Kevin Coleman,14th,1 1/2 l,10,9-6,82,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Sunday Sovereign,C D Hayes,0,G A Kingston,13th,3/4 l,7,8-11,73,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,New Definition,C T Keane,0,R O'Brien,12th,2 1/4 l,4,10-2,92,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Buddy Batt (IRE),J A Powell,3,D J Bunyan,11th,Head,3,8-7,76,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Charming Lady (IRE),R Whearty,5,T G McCourt,10th,1 1/4 l,4,9-0v1,76,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Nouvel Espoir (IRE),N M Crosse,0,J Barcoe,9th,Head,4,8-7,69,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Jon Riggens (IRE),B M Coen,0,E Lynam,8th,Short Head,6,10-0t,90,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Pro Bono Alexander (IRE),M W Hassett,7,W P Browne,7th,1 l,4,9-8b,84,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Never Shout Never (IRE),C J MacRedmond,5,A McGuinness,6th,Head,4,9-7,83,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Blanc De Noir (IRE),R M Mulligan,7,J P Murtagh,5th,1/2 l,4,8-11,73,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Inishmot Prince (IRE),J J G Ryan,5,T G McCourt,4th,2 l,6,8-11v,73,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Mehman,S Foley,0,Gerard O'Leary,3rd,1 1/2 l,5,9-5t,81,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Harry's Hill,J A Heffernan,0,M Hassett,2nd,1/2 l,6,9-4t1,80,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Amazon Lady (IRE),W J Lee,0,W McCreery,1st,N/A,4,9-10v1,86,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Only Spoofing (IRE),J M Sheridan,0,Kevin Coleman,14th,1 1/2 l,10,9-6,82,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Sunday Sovereign,C D Hayes,0,G A Kingston,13th,3/4 l,7,8-11,73,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,New Definition,C T Keane,0,R O'Brien,12th,2 1/4 l,4,10-2,92,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Buddy Batt (IRE),J A Powell,3,D J Bunyan,11th,Head,3,8-7,76,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Charming Lady (IRE),R Whearty,5,T G McCourt,10th,1 1/4 l,4,9-0v1,76,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Nouvel Espoir (IRE),N M Crosse,0,J Barcoe,9th,Head,4,8-7,69,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Jon Riggens (IRE),B M Coen,0,E Lynam,8th,Short Head,6,10-0t,90,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Pro Bono Alexander (IRE),M W Hassett,7,W P Browne,7th,1 l,4,9-8b,84,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Never Shout Never (IRE),C J MacRedmond,5,A McGuinness,6th,Head,4,9-7,83,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Blanc De Noir (IRE),R M Mulligan,7,J P Murtagh,5th,1/2 l,4,8-11,73,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Inishmot Prince (IRE),J J G Ryan,5,T G McCourt,4th,2 l,6,8-11v,73,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Mehman,S Foley,0,Gerard O'Leary,3rd,1 1/2 l,5,9-5t,81,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Harry's Hill,J A Heffernan,0,M Hassett,2nd,1/2 l,6,9-4t1,80,True,115,6
Navan Racing Results | 18th May 2024 15:05,N/A,15:05,Good To Yielding,5f,Amazon Lady (IRE),W J Lee,0,W McCreery,1st,N/A,4,9-10v1,86,True,115,6
Navan Racing Results | 18th May 2024 15:40,N/A,15:40,Good To Yielding,1m 5f,The Equator (IRE),D McMonagle,0,A P O'Brien,NR,N/A,3,9-5,-,True,115,7
Navan Racing Results | 18th May 2024 15:40,N/A,15:40,Good To Yielding,1m 5f,Pearl Jewel (IRE),R C Colgan,0,Chris Timmons,4th,15 l,3,9-0h1,-,True,115,7
Navan Racing Results | 18th May 2024 15:40,N/A,15:40,Good To Yielding,1m 5f,Gasper De Lemos (IRE),W M Lordan,0,A P O'Brien,3rd,Neck,3,9-5,-,True,115,7
Navan Racing Results | 18th May 2024 15:40,N/A,15:40,Good To Yielding,1m 5f,Bellezza (IRE),C T Keane,0,G M Lyons,2nd,1 1/4 l,3,9-0,-,True,115,7
Navan Racing Results | 18th May 2024 15:40,N/A,15:40,Good To Yielding,1m 5f,Birdman (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-5,-,True,115,7
Navan Racing Results | 18th May 2024 15:40,N/A,15:40,Good To Yielding,1m 5f,The Equator (IRE),D McMonagle,0,A P O'Brien,NR,N/A,3,9-5,-,True,115,7
Navan Racing Results | 18th May 2024 15:40,N/A,15:40,Good To Yielding,1m 5f,Pearl Jewel (IRE),R C Colgan,0,Chris Timmons,4th,15 l,3,9-0h1,-,True,115,7
Navan Racing Results | 18th May 2024 15:40,N/A,15:40,Good To Yielding,1m 5f,Gasper De Lemos (IRE),W M Lordan,0,A P O'Brien,3rd,Neck,3,9-5,-,True,115,7
Navan Racing Results | 18th May 2024 15:40,N/A,15:40,Good To Yielding,1m 5f,Bellezza (IRE),C T Keane,0,G M Lyons,2nd,1 1/4 l,3,9-0,-,True,115,7
Navan Racing Results | 18th May 2024 15:40,N/A,15:40,Good To Yielding,1m 5f,Birdman (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-5,-,True,115,7
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Spinning Web (IRE),N G McCullagh,0,Ms M Mullins,NR,N/A,4,9-8,57,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Creative Dancer (IRE),L F Roche,0,Ian Donoghue,NR,N/A,7,8-12,47,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Mambo De La Luna (IRE),J M Sheridan,0,B Duffy,14th,23 l,4,9-7p1,56,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Walnut Beach (IRE),A C Persse,7,P J Flynn,13th,1/2 l,7,9-8b,57,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Mythical Times (IRE),C D Hayes,0,P Cluskey,12th,1 l,6,8-12,47,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Wishes And Dreams (IRE),S Foley,0,Ciaran Murphy,11th,Head,4,9-7tp,56,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Sioux Grit (IRE),K J Leonard,0,R P Burns,10th,2 l,6,8-12,47,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Fair Damsel (IRE),Siobhan Rutledge,3,R Brabazon,9th,2 3/4 l,6,9-6,55,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Tenth Amendment (IRE),G M Ryan,0,K H Clarke,8th,Neck,10,8-12t,47,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,My Birthday Girl (IRE),J A Powell,3,N Meade,7th,1 1/4 l,4,8-12b1,47,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Dollar Value (USA),J J G Ryan,5,T G McCourt,6th,Head,9,9-9,58,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Firm Belief (IRE),J A Heffernan,0,R Sweeney,5th,3/4 l,6,9-11,60,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Goonyaboyya (IRE),C T Keane,0,G Keane,4th,1 1/2 l,5,9-5,54,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Grann's Boy (IRE),Adam Caffrey,5,H Rogers,3rd,1/2 l,4,9-13,62,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,The Truant (IRE),K G Kennedy,7,P W Flynn,2nd,1 l,7,9-13t,62,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Global Export (IRE),R Whearty,5,G P Cromwell,1st,N/A,6,10-0h,63,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Spinning Web (IRE),N G McCullagh,0,Ms M Mullins,NR,N/A,4,9-8,57,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Creative Dancer (IRE),L F Roche,0,Ian Donoghue,NR,N/A,7,8-12,47,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Mambo De La Luna (IRE),J M Sheridan,0,B Duffy,14th,23 l,4,9-7p1,56,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Walnut Beach (IRE),A C Persse,7,P J Flynn,13th,1/2 l,7,9-8b,57,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Mythical Times (IRE),C D Hayes,0,P Cluskey,12th,1 l,6,8-12,47,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Wishes And Dreams (IRE),S Foley,0,Ciaran Murphy,11th,Head,4,9-7tp,56,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Sioux Grit (IRE),K J Leonard,0,R P Burns,10th,2 l,6,8-12,47,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Fair Damsel (IRE),Siobhan Rutledge,3,R Brabazon,9th,2 3/4 l,6,9-6,55,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Tenth Amendment (IRE),G M Ryan,0,K H Clarke,8th,Neck,10,8-12t,47,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,My Birthday Girl (IRE),J A Powell,3,N Meade,7th,1 1/4 l,4,8-12b1,47,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Dollar Value (USA),J J G Ryan,5,T G McCourt,6th,Head,9,9-9,58,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Firm Belief (IRE),J A Heffernan,0,R Sweeney,5th,3/4 l,6,9-11,60,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Goonyaboyya (IRE),C T Keane,0,G Keane,4th,1 1/2 l,5,9-5,54,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Grann's Boy (IRE),Adam Caffrey,5,H Rogers,3rd,1/2 l,4,9-13,62,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,The Truant (IRE),K G Kennedy,7,P W Flynn,2nd,1 l,7,9-13t,62,True,115,8
Navan Racing Results | 18th May 2024 16:15,N/A,16:15,Good To Yielding,1m 5f,Global Export (IRE),R Whearty,5,G P Cromwell,1st,N/A,6,10-0h,63,True,115,8
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Rain (GER),D McMonagle,0,J Barcoe,NR,N/A,5,10-1,64,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Paradise Lost (IRE),W J Lee,0,C O'Brien,NR,N/A,5,9-13,62,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Say You're Sorry (IRE),C D Hayes,0,E O'Connell,14th,93 l,6,9-6ht,55,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Dubai Clover (IRE),G F Carroll,0,Ian Donoghue,13th,1/2 l,5,9-7,56,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,You Make Me Smile (IRE),C Horgan,7,P A Fahy,12th,3/4 l,6,8-12,47,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Construct,D W O'Connor,0,J C McConnell,11th,1 1/2 l,9,9-9t,58,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Xquise (FR),Adam Caffrey,5,Miss Jennifer Anne Lynch,10th,1/2 l,4,9-5,54,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Nomenclature (FR),J E Harnett,10,John O'Donoghue,9th,1/2 l,4,10-0,63,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Gudrun Genberg (IRE),M W Hassett,7,A A Howard,8th,1 l,5,8-12,47,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Final Endeavour (IRE),G M Ryan,0,H Rogers,7th,1 l,8,9-0,49,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Sand Castle (IRE),J A Heffernan,0,A Murray,6th,3/4 l,8,9-3tp,52,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Glyde Ranger (IRE),J J G Ryan,5,T G McCourt,5th,2 1/2 l,4,10-0v,63,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Mephisto (IRE),C T Keane,0,G Keane,4th,3 1/4 l,7,9-8v,57,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Sceptred Isle,Siobhan Rutledge,3,G A Kingston,3rd,1/2 l,7,8-12,47,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Gracesolution (IRE),S Foley,0,R O'Sullivan,2nd,Neck,7,10-0,63,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,El C Wells (IRE),R C Colgan,0,Paul Mulligan,1st,N/A,6,9-9,58,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Rain (GER),D McMonagle,0,J Barcoe,NR,N/A,5,10-1,64,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Paradise Lost (IRE),W J Lee,0,C O'Brien,NR,N/A,5,9-13,62,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Say You're Sorry (IRE),C D Hayes,0,E O'Connell,14th,93 l,6,9-6ht,55,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Dubai Clover (IRE),G F Carroll,0,Ian Donoghue,13th,1/2 l,5,9-7,56,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,You Make Me Smile (IRE),C Horgan,7,P A Fahy,12th,3/4 l,6,8-12,47,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Construct,D W O'Connor,0,J C McConnell,11th,1 1/2 l,9,9-9t,58,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Xquise (FR),Adam Caffrey,5,Miss Jennifer Anne Lynch,10th,1/2 l,4,9-5,54,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Nomenclature (FR),J E Harnett,10,John O'Donoghue,9th,1/2 l,4,10-0,63,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Gudrun Genberg (IRE),M W Hassett,7,A A Howard,8th,1 l,5,8-12,47,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Final Endeavour (IRE),G M Ryan,0,H Rogers,7th,1 l,8,9-0,49,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Sand Castle (IRE),J A Heffernan,0,A Murray,6th,3/4 l,8,9-3tp,52,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Glyde Ranger (IRE),J J G Ryan,5,T G McCourt,5th,2 1/2 l,4,10-0v,63,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Mephisto (IRE),C T Keane,0,G Keane,4th,3 1/4 l,7,9-8v,57,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Sceptred Isle,Siobhan Rutledge,3,G A Kingston,3rd,1/2 l,7,8-12,47,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,Gracesolution (IRE),S Foley,0,R O'Sullivan,2nd,Neck,7,10-0,63,True,115,9
Navan Racing Results | 18th May 2024 16:50,N/A,16:50,Good To Yielding,1m 5f,El C Wells (IRE),R C Colgan,0,Paul Mulligan,1st,N/A,6,9-9,58,True,115,9
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Spencer Dock (IRE),C D Hayes,0,K Prendergast,9th,1 l,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Jimmy The Greek (IRE),R C Colgan,0,L Comer,8th,21 l,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Rock Of Ireland (IRE),L T McAteer,0,Barry J Fitzgerald,7th,6 l,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Heliogabalus (IRE),S Foley,0,Mrs J Harrington,6th,5 1/2 l,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Nestor (IRE),R P Cleary,0,J S Bolger,5th,Short Head,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Galway Man (IRE),N M Crosse,0,L Comer,4th,2 1/2 l,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Blackpool (IRE),W M Lordan,0,A P O'Brien,3rd,3 1/4 l,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Naturally Nimble (GER),D McMonagle,0,J P O'Brien,2nd,Head,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Lady Doris (IRE),G M Ryan,0,Donnacha O'Brien,1st,N/A,3,9-3,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Spencer Dock (IRE),C D Hayes,0,K Prendergast,9th,1 l,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Jimmy The Greek (IRE),R C Colgan,0,L Comer,8th,21 l,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Rock Of Ireland (IRE),L T McAteer,0,Barry J Fitzgerald,7th,6 l,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Heliogabalus (IRE),S Foley,0,Mrs J Harrington,6th,5 1/2 l,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Nestor (IRE),R P Cleary,0,J S Bolger,5th,Short Head,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Galway Man (IRE),N M Crosse,0,L Comer,4th,2 1/2 l,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Blackpool (IRE),W M Lordan,0,A P O'Brien,3rd,3 1/4 l,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Naturally Nimble (GER),D McMonagle,0,J P O'Brien,2nd,Head,3,9-8,-,True,115,10
Navan Racing Results | 18th May 2024 17:25,N/A,17:25,Good To Yielding,1m 2f 30y,Lady Doris (IRE),G M Ryan,0,Donnacha O'Brien,1st,N/A,3,9-3,-,True,115,10
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Sky Tempest (IRE),C M Quirke,5,Louise G Lyons,PU,N/A,5,11-7tp,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Shaving (FR),P Townend,0,W P Mullins,PU,N/A,6,11-7,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,In The Blood (IRE),K E Buckley,0,Conor Maxwell,PU,N/A,5,11-7,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Zingara Lass (IRE),P T Enright,0,Miss H McLoughlin,PU,N/A,7,11-7,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Day's A Dawning (IRE),J S McGarvey,0,G Elliott,PU,N/A,5,11-7,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Annie Questions (IRE),Kevin A Murphy,7,Patrick Cronin,9th,5 l,6,11-7,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Miss Direct (IRE),C Stone-Walsh,5,P Cluskey,8th,7 l,5,11-7h,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Time For Tea (IRE),Rachael Blackmore,0,H De Bromhead,7th,1 1/2 l,5,11-7,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Ar Aghaidh (IRE),Mr S Cavanagh,7,H P Finegan,6th,Neck,7,11-7,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Pallas Athene (IRE),Sam Ewing,0,G Elliott,5th,5 1/2 l,6,11-7p,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Oscar Tonic (IRE),J P Shinnick,7,E F Gallagher,4th,13 l,9,11-7,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Dream Once More (IRE),S Fitzgerald,0,D Queally,3rd,2 3/4 l,5,11-7ht,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Ballinearla Girl (IRE),S O'Callaghan,5,E Doyle,2nd,4 l,5,11-7h,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,One Night Standard (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,5,11-7,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Sky Tempest (IRE),C M Quirke,5,Louise G Lyons,PU,N/A,5,11-7tp,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Shaving (FR),P Townend,0,W P Mullins,PU,N/A,6,11-7,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,In The Blood (IRE),K E Buckley,0,Conor Maxwell,PU,N/A,5,11-7,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Zingara Lass (IRE),P T Enright,0,Miss H McLoughlin,PU,N/A,7,11-7,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Day's A Dawning (IRE),J S McGarvey,0,G Elliott,PU,N/A,5,11-7,-,True,115,11
Wexford Racing Results | 18th May 2024 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f,Annie Questions (IRE),Kevin A Murphy,7,Patrick Cronin,9th,5 l,6,11-7,-,True,115,11
