track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Man Is King (IRE),C. J. MacRedmond,0,Sean Byrne,12th,Neck,3,9-3,57,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Stanhope (USA),Siobhan Rutledge,0,John McConnell,11th,1 1/4 l,8,9-10,59,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Zaghraf,D. King,4,Denis Hogan,10th,1 l,3,9-9,63,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Tribute To Jade,R. Whearty,4,Jennifer Monaghan,9th,Short Head,4,8-12,47,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Teddy Boy (IRE),D. E. Sheehy,0,Edward Lynam,8th,1 1/4 l,7,9-7,56,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Ever Rock (IRE),D. J. Gilligan,7,J. J. Lambe,7th,1 l,6,10-2,65,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Sir Dotti (IRE),Kyanna Van Buuren,7,John McConnell,6th,3/4 l,5,8-12t,47,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Wished (IRE),D. N. Curran,4,Miss Jennifer Anne Lynch,5th,Neck,3,9-7t1,61,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Pallasmore Lass (IRE),J. Coen,2,G. O'Leary,4th,1/2 l,4,9-5b,54,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Breakfast Club,M. P. Sheehy,0,James McAuley,3rd,Neck,5,9-3tb,52,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Eleuthera,J. M. Sheridan,0,J. F. Levins,2nd,3/4 l,10,8-12p,47,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Born Invincible (IRE),D. B. McMonagle,0,G. O'Leary,1st,N/A,6,8-12t,47,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Texas Rock (IRE),S. McCullagh,0,M. C. Grassick,NR,N/A,11,10-2p,65,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Forever My Girl (IRE),Wesley Joyce,4,J. G. Murray,16th,12 l,4,8-12p,47,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Gallow Hill (IRE),Jack Cleary,4,Ms Sheila Lavery,15th,1 1/4 l,3,9-9t1,63,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Pinball Wizard (IRE),S. D. Bowen,4,John J. Nallen,14th,Head,4,10-0b,63,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Brightburn (IRE),Ciara Flynn,4,Paul W. Flynn,13th,1/2 l,4,9-0,49,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Man Is King (IRE),C. J. MacRedmond,0,Sean Byrne,12th,Neck,3,9-3,57,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Stanhope (USA),Siobhan Rutledge,0,John McConnell,11th,1 1/4 l,8,9-10,59,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Zaghraf,D. King,4,Denis Hogan,10th,1 l,3,9-9,63,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Tribute To Jade,R. Whearty,4,Jennifer Monaghan,9th,Short Head,4,8-12,47,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Teddy Boy (IRE),D. E. Sheehy,0,Edward Lynam,8th,1 1/4 l,7,9-7,56,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Ever Rock (IRE),D. J. Gilligan,7,J. J. Lambe,7th,1 l,6,10-2,65,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Sir Dotti (IRE),Kyanna Van Buuren,7,John McConnell,6th,3/4 l,5,8-12t,47,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Wished (IRE),D. N. Curran,4,Miss Jennifer Anne Lynch,5th,Neck,3,9-7t1,61,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Pallasmore Lass (IRE),J. Coen,2,G. O'Leary,4th,1/2 l,4,9-5b,54,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Breakfast Club,M. P. Sheehy,0,James McAuley,3rd,Neck,5,9-3tb,52,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Eleuthera,J. M. Sheridan,0,J. F. Levins,2nd,3/4 l,10,8-12p,47,True,6,25
Naas Racing Results | 2nd July 2022 15:08,N/A,15:08,Yielding To Soft (Soft In Places),5f 205y,Born Invincible (IRE),D. B. McMonagle,0,G. O'Leary,1st,N/A,6,8-12t,47,True,6,25
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Dilawara (FR),J. Coen,7,V. C. Ward,13th,2 1/2 l,5,9-10b,80,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Belle Fourche (IRE),L. F. Roche,0,M. D. O'Callaghan,12th,3 1/2 l,3,9-7,82,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Claonadh (IRE),C. Horgan,7,W. McCreery,11th,1 1/4 l,4,9-8,78,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Radiyka (IRE),C. D. Hayes,0,D. K. Weld,10th,4 3/4 l,3,9-7b1,82,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Poppy Petal (IRE),R. Whearty,7,Mrs J. Harrington,9th,1 3/4 l,3,9-1p,76,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Sceolan (IRE),N. M. Crosse,3,W. McCreery,8th,Neck,3,8-13b1,74,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Sister Rosetta (IRE),Shane Foley,0,James McAuley,7th,1 1/2 l,4,9-5tp,75,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Areille (IRE),William James Lee,0,K. J. Condon,6th,Head,3,9-2,77,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Pretty Smart (IRE),D. B. McMonagle,0,Patrick Martin,5th,1 3/4 l,6,8-10,66,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,My Eyes Adore You (IRE),A. J. Slattery,0,J. A. Stack,4th,Head,3,9-3,78,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Affable (USA),J. M. Sheridan,3,K. J. Condon,3rd,Head,5,9-7tv1,77,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Sister Lola (IRE),G. F. Carroll,0,James McAuley,2nd,2 1/4 l,5,9-5tp,75,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Pretty Rebel (IRE),C. T. Keane,0,G. O'Leary,1st,N/A,5,10-0p,84,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Dilawara (FR),J. Coen,7,V. C. Ward,13th,2 1/2 l,5,9-10b,80,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Belle Fourche (IRE),L. F. Roche,0,M. D. O'Callaghan,12th,3 1/2 l,3,9-7,82,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Claonadh (IRE),C. Horgan,7,W. McCreery,11th,1 1/4 l,4,9-8,78,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Radiyka (IRE),C. D. Hayes,0,D. K. Weld,10th,4 3/4 l,3,9-7b1,82,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Poppy Petal (IRE),R. Whearty,7,Mrs J. Harrington,9th,1 3/4 l,3,9-1p,76,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Sceolan (IRE),N. M. Crosse,3,W. McCreery,8th,Neck,3,8-13b1,74,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Sister Rosetta (IRE),Shane Foley,0,James McAuley,7th,1 1/2 l,4,9-5tp,75,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Areille (IRE),William James Lee,0,K. J. Condon,6th,Head,3,9-2,77,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Pretty Smart (IRE),D. B. McMonagle,0,Patrick Martin,5th,1 3/4 l,6,8-10,66,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,My Eyes Adore You (IRE),A. J. Slattery,0,J. A. Stack,4th,Head,3,9-3,78,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Affable (USA),J. M. Sheridan,3,K. J. Condon,3rd,Head,5,9-7tv1,77,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Sister Lola (IRE),G. F. Carroll,0,James McAuley,2nd,2 1/4 l,5,9-5tp,75,True,6,26
Naas Racing Results | 2nd July 2022 15:43,N/A,15:43,Yielding To Soft (Soft In Places),5f 205y,Pretty Rebel (IRE),C. T. Keane,0,G. O'Leary,1st,N/A,5,10-0p,84,True,6,26
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Dreamingofdelaney (IRE),G. F. Carroll,0,P. Mulligan,13th,8 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,He's Justagent (IRE),Ben Martin Coen,0,A. McIntyre,12th,7 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Ballyvohane (IRE),T. P. Madden,0,Mrs J. Harrington,11th,Neck,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Golden Temple (IRE),C. T. Keane,0,Noel Meade,10th,4 3/4 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Eastern Legend (IRE),R. P. Cleary,0,J. S. Bolger,9th,2 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Yamazaki (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,8th,1/2 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Arabian Legend (IRE),William James Lee,0,J. A. Stack,7th,Short Head,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Red Letter Bray (IRE),L. F. Roche,0,M. D. O'Callaghan,6th,2 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Dubawi Spectre,Shane Foley,0,Mrs J. Harrington,5th,3/4 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Keep In Touch (IRE),C. D. Hayes,0,D. K. Weld,4th,1 1/2 l,2,9-2,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Young Ireland (IRE),K. J. Manning,0,J. S. Bolger,3rd,Head,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Shadowed (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,2nd,2 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Auguste Rodin (IRE),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Dreamingofdelaney (IRE),G. F. Carroll,0,P. Mulligan,13th,8 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,He's Justagent (IRE),Ben Martin Coen,0,A. McIntyre,12th,7 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Ballyvohane (IRE),T. P. Madden,0,Mrs J. Harrington,11th,Neck,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Golden Temple (IRE),C. T. Keane,0,Noel Meade,10th,4 3/4 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Eastern Legend (IRE),R. P. Cleary,0,J. S. Bolger,9th,2 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Yamazaki (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,8th,1/2 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Arabian Legend (IRE),William James Lee,0,J. A. Stack,7th,Short Head,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Red Letter Bray (IRE),L. F. Roche,0,M. D. O'Callaghan,6th,2 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Dubawi Spectre,Shane Foley,0,Mrs J. Harrington,5th,3/4 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Keep In Touch (IRE),C. D. Hayes,0,D. K. Weld,4th,1 1/2 l,2,9-2,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Young Ireland (IRE),K. J. Manning,0,J. S. Bolger,3rd,Head,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Shadowed (IRE),S. M. Crosse,0,Joseph Patrick O'Brien,2nd,2 l,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:18,N/A,16:18,Yielding,7f,Auguste Rodin (IRE),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,2,9-7,-,True,6,27
Naas Racing Results | 2nd July 2022 16:50,N/A,16:50,Yielding,7f,Confident Star (IRE),Shane Foley,0,Mrs J. Harrington,5th,Neck,3,9-10,-,True,6,28
Naas Racing Results | 2nd July 2022 16:50,N/A,16:50,Yielding,7f,Silken Ladder (IRE),G. F. Carroll,0,Joseph G. Murphy,4th,2 l,3,9-5,-,True,6,28
Naas Racing Results | 2nd July 2022 16:50,N/A,16:50,Yielding,7f,Mercurial (IRE),S. D. Bowen,7,John J. Nallen,3rd,3/4 l,3,9-10,-,True,6,28
Naas Racing Results | 2nd July 2022 16:50,N/A,16:50,Yielding,7f,Corporal Violette (IRE),C. T. Keane,0,G. M. Lyons,2nd,4 1/2 l,3,9-5,-,True,6,28
Naas Racing Results | 2nd July 2022 16:50,N/A,16:50,Yielding,7f,Warren Beach (IRE),William James Lee,0,K. J. Condon,1st,N/A,3,9-10b,-,True,6,28
Naas Racing Results | 2nd July 2022 16:50,N/A,16:50,Yielding,7f,Confident Star (IRE),Shane Foley,0,Mrs J. Harrington,5th,Neck,3,9-10,-,True,6,28
Naas Racing Results | 2nd July 2022 16:50,N/A,16:50,Yielding,7f,Silken Ladder (IRE),G. F. Carroll,0,Joseph G. Murphy,4th,2 l,3,9-5,-,True,6,28
Naas Racing Results | 2nd July 2022 16:50,N/A,16:50,Yielding,7f,Mercurial (IRE),S. D. Bowen,7,John J. Nallen,3rd,3/4 l,3,9-10,-,True,6,28
Naas Racing Results | 2nd July 2022 16:50,N/A,16:50,Yielding,7f,Corporal Violette (IRE),C. T. Keane,0,G. M. Lyons,2nd,4 1/2 l,3,9-5,-,True,6,28
Naas Racing Results | 2nd July 2022 16:50,N/A,16:50,Yielding,7f,Warren Beach (IRE),William James Lee,0,K. J. Condon,1st,N/A,3,9-10b,-,True,6,28
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Music Magic (IRE),Declan McDonogh,0,Desmond McDonogh,15th,1 l,3,9-13,64,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Gudrun Genberg (IRE),L. F. Roche,0,Aidan Anthony Howard,14th,11 l,3,8-10b1,47,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Vlad the Impaler (IRE),Seamie Heffernan,0,J. J. Lambe,13th,1 3/4 l,3,9-7,58,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Vidala (IRE),R. C. Colgan,0,Ms Sheila Lavery,12th,1 3/4 l,3,9-1,52,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Lemon Ice (IRE),Ben Martin Coen,0,John Patrick Murtagh,11th,1 l,3,10-0p1,65,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Purple Gown (IRE),K. J. Manning,0,J. S. Bolger,10th,Neck,3,9-9,60,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Danfango (IRE),N. G. McCullagh,0,K. J. Condon,9th,Neck,3,10-0,65,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Pepsiwithacap (IRE),R. Whearty,7,Gavin Patrick Cromwell,8th,1 1/2 l,3,9-12,63,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Rock of Candy (IRE),Shane Foley,0,Mrs J. Harrington,7th,3/4 l,3,10-0tb1,65,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Theonewedreamof (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,6th,5 l,3,9-5,56,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Butterfly Garden (IRE),C. D. Hayes,0,Kevin Prendergast,5th,Head,3,9-7,58,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Ta Na La (USA),W. M. Lordan,0,T. M. Walsh,4th,1 l,3,9-8,59,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Pale Moonlight (IRE),J. Coen,7,D. K. Weld,3rd,Nose,3,9-12v,63,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Rotolo (IRE),William James Lee,0,W. T. Farrell,2nd,1/2 l,3,9-13,64,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Heather Bear (IRE),A. J. Slattery,0,A. Slattery,1st,N/A,3,9-12,63,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Music Magic (IRE),Declan McDonogh,0,Desmond McDonogh,15th,1 l,3,9-13,64,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Gudrun Genberg (IRE),L. F. Roche,0,Aidan Anthony Howard,14th,11 l,3,8-10b1,47,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Vlad the Impaler (IRE),Seamie Heffernan,0,J. J. Lambe,13th,1 3/4 l,3,9-7,58,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Vidala (IRE),R. C. Colgan,0,Ms Sheila Lavery,12th,1 3/4 l,3,9-1,52,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Lemon Ice (IRE),Ben Martin Coen,0,John Patrick Murtagh,11th,1 l,3,10-0p1,65,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Purple Gown (IRE),K. J. Manning,0,J. S. Bolger,10th,Neck,3,9-9,60,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Danfango (IRE),N. G. McCullagh,0,K. J. Condon,9th,Neck,3,10-0,65,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Pepsiwithacap (IRE),R. Whearty,7,Gavin Patrick Cromwell,8th,1 1/2 l,3,9-12,63,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Rock of Candy (IRE),Shane Foley,0,Mrs J. Harrington,7th,3/4 l,3,10-0tb1,65,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Theonewedreamof (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,6th,5 l,3,9-5,56,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Butterfly Garden (IRE),C. D. Hayes,0,Kevin Prendergast,5th,Head,3,9-7,58,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Ta Na La (USA),W. M. Lordan,0,T. M. Walsh,4th,1 l,3,9-8,59,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Pale Moonlight (IRE),J. Coen,7,D. K. Weld,3rd,Nose,3,9-12v,63,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Rotolo (IRE),William James Lee,0,W. T. Farrell,2nd,1/2 l,3,9-13,64,True,6,29
Naas Racing Results | 2nd July 2022 17:25,N/A,17:25,Yielding,1m 2f,Heather Bear (IRE),A. J. Slattery,0,A. Slattery,1st,N/A,3,9-12,63,True,6,29
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Indulging,S. O'Callaghan,7,T. M. Walsh,F,N/A,4,11-0,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Marketta (IRE),B. P. Kennedy,7,Brendan Duke,7th,4 1/2 l,4,10-7,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Must Meet Cecil (IRE),Jack G. Gilligan,7,Miss Katy Brown,6th,9 1/2 l,4,11-6,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Eagle Terrace,Donagh Meyler,0,Denis Hogan,5th,4 1/2 l,4,11-6,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Global Export (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,4th,6 1/2 l,4,11-6,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Female Approach (IRE),B. J. Cooper,0,Noel Meade,3rd,12 l,4,10-7,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Douglas Dc (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,1 1/4 l,4,11-6,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Prairie Dancer (IRE),J. J. Slevin,0,Joseph Patrick O'Brien,1st,N/A,4,11-10b,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Indulging,S. O'Callaghan,7,T. M. Walsh,F,N/A,4,11-0,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Marketta (IRE),B. P. Kennedy,7,Brendan Duke,7th,4 1/2 l,4,10-7,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Must Meet Cecil (IRE),Jack G. Gilligan,7,Miss Katy Brown,6th,9 1/2 l,4,11-6,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Eagle Terrace,Donagh Meyler,0,Denis Hogan,5th,4 1/2 l,4,11-6,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Global Export (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,4th,6 1/2 l,4,11-6,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Female Approach (IRE),B. J. Cooper,0,Noel Meade,3rd,12 l,4,10-7,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Douglas Dc (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,1 1/4 l,4,11-6,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 16:35,N/A,16:35,Good,2m 188y,Prairie Dancer (IRE),J. J. Slevin,0,Joseph Patrick O'Brien,1st,N/A,4,11-10b,-,True,6,30
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Eco Pete (IRE),R. Monaghan,7,John McConnell,UR,N/A,5,11-12,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Royal Admiral (IRE),C. G. O'Dwyer,7,R. K. Watson,PU,N/A,8,11-12tb,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Belsanndi (FR),Philip Donovan,5,E. J. O'Grady,PU,N/A,6,11-12,-,True,6,31
Bellewstown Racing Results | 2nd July 2022 17:05,N/A,17:05,Good,2m 188y,Firstman (FR),Peter Carberry,0,A. J. Martin,13th,1 1/4 l,5,11-12t,-,True,6,31
