track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Bay Of Sanibel (GER),S Foley,0,Mrs J Harrington,7th,9 1/2 l,4,9-4p,80,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Apercu (IRE),B M Coen,0,A Oliver,6th,1/2 l,4,9-8p,84,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Aird,R Donaghue-Leahy,7,H De Bromhead,5th,1/2 l,4,8-13t,75,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Shoda (IRE),M W Hassett,5,J P O'Brien,4th,Neck,3,8-11,82,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Gangster Granny (IRE),K G Kennedy,7,Mrs J Harrington,3rd,2 1/2 l,3,8-7,78,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Belhaven (IRE),D McMonagle,0,J P O'Brien,2nd,1 3/4 l,5,10-0,90,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Ameerat Jumaira,R P Whelan,0,M Halford & T Collins,1st,N/A,4,9-5b,81,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Star Kissed (IRE),J J G Ryan,3,G M Lyons,11th,4 1/2 l,5,9-11,87,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Tiscommonknowledge (IRE),W Joyce,5,P Roche,10th,3 3/4 l,3,8-7,78,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Lizzy's Filly (IRE),R P Cleary,0,C Collins,9th,Neck,5,8-7,69,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Perfect Portrait,H J Horgan,5,J P O'Brien,8th,1/2 l,4,10-4,94,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Bay Of Sanibel (GER),S Foley,0,Mrs J Harrington,7th,9 1/2 l,4,9-4p,80,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Apercu (IRE),B M Coen,0,A Oliver,6th,1/2 l,4,9-8p,84,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Aird,R Donaghue-Leahy,7,H De Bromhead,5th,1/2 l,4,8-13t,75,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Shoda (IRE),M W Hassett,5,J P O'Brien,4th,Neck,3,8-11,82,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Gangster Granny (IRE),K G Kennedy,7,Mrs J Harrington,3rd,2 1/2 l,3,8-7,78,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Belhaven (IRE),D McMonagle,0,J P O'Brien,2nd,1 3/4 l,5,10-0,90,True,135,40
Curragh Racing Results | 24th August 2024 14:55,N/A,14:55,Good (Good To Yielding Places),1m 4f,Ameerat Jumaira,R P Whelan,0,M Halford & T Collins,1st,N/A,4,9-5b,81,True,135,40
Curragh Racing Results | 24th August 2024 15:30,N/A,15:30,Good (Good To Yielding Places),7f,Rock Of Cashel (IRE),W M Lordan,0,A P O'Brien,4th,3 l,2,9-5,-,True,135,41
Curragh Racing Results | 24th August 2024 15:30,N/A,15:30,Good (Good To Yielding Places),7f,Scorthy Champ (IRE),D McMonagle,0,J P O'Brien,3rd,1 l,2,9-5,-,True,135,41
Curragh Racing Results | 24th August 2024 15:30,N/A,15:30,Good (Good To Yielding Places),7f,Hotazhell,S Foley,0,Mrs J Harrington,2nd,1 l,2,9-5,-,True,135,41
Curragh Racing Results | 24th August 2024 15:30,N/A,15:30,Good (Good To Yielding Places),7f,Henri Matisse (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-8,-,True,135,41
Curragh Racing Results | 24th August 2024 15:30,N/A,15:30,Good (Good To Yielding Places),7f,Rock Of Cashel (IRE),W M Lordan,0,A P O'Brien,4th,3 l,2,9-5,-,True,135,41
Curragh Racing Results | 24th August 2024 15:30,N/A,15:30,Good (Good To Yielding Places),7f,Scorthy Champ (IRE),D McMonagle,0,J P O'Brien,3rd,1 l,2,9-5,-,True,135,41
Curragh Racing Results | 24th August 2024 15:30,N/A,15:30,Good (Good To Yielding Places),7f,Hotazhell,S Foley,0,Mrs J Harrington,2nd,1 l,2,9-5,-,True,135,41
Curragh Racing Results | 24th August 2024 15:30,N/A,15:30,Good (Good To Yielding Places),7f,Henri Matisse (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-8,-,True,135,41
Curragh Racing Results | 24th August 2024 16:05,N/A,16:05,Good (Good To Yielding Places),7f,Bubbling (IRE),D McMonagle,0,A P O'Brien,NR,N/A,2,9-2,-,True,135,42
Curragh Racing Results | 24th August 2024 16:05,N/A,16:05,Good (Good To Yielding Places),7f,Senna's Girl (IRE),B M Coen,0,D Dias,5th,6 1/2 l,2,9-2,-,True,135,42
Curragh Racing Results | 24th August 2024 16:05,N/A,16:05,Good (Good To Yielding Places),7f,Eastern Peace (IRE),R C Colgan,0,C Timmons,4th,7 1/2 l,2,9-2,-,True,135,42
Curragh Racing Results | 24th August 2024 16:05,N/A,16:05,Good (Good To Yielding Places),7f,Barnavara (IRE),S Foley,0,Mrs J Harrington,3rd,Neck,2,9-2,-,True,135,42
Curragh Racing Results | 24th August 2024 16:05,N/A,16:05,Good (Good To Yielding Places),7f,Exactly (IRE),W M Lordan,0,A P O'Brien,2nd,1/2 l,2,9-2,-,True,135,42
Curragh Racing Results | 24th August 2024 16:05,N/A,16:05,Good (Good To Yielding Places),7f,Bedtime Story (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,135,42
Curragh Racing Results | 24th August 2024 16:05,N/A,16:05,Good (Good To Yielding Places),7f,Bubbling (IRE),D McMonagle,0,A P O'Brien,NR,N/A,2,9-2,-,True,135,42
Curragh Racing Results | 24th August 2024 16:05,N/A,16:05,Good (Good To Yielding Places),7f,Senna's Girl (IRE),B M Coen,0,D Dias,5th,6 1/2 l,2,9-2,-,True,135,42
Curragh Racing Results | 24th August 2024 16:05,N/A,16:05,Good (Good To Yielding Places),7f,Eastern Peace (IRE),R C Colgan,0,C Timmons,4th,7 1/2 l,2,9-2,-,True,135,42
Curragh Racing Results | 24th August 2024 16:05,N/A,16:05,Good (Good To Yielding Places),7f,Barnavara (IRE),S Foley,0,Mrs J Harrington,3rd,Neck,2,9-2,-,True,135,42
Curragh Racing Results | 24th August 2024 16:05,N/A,16:05,Good (Good To Yielding Places),7f,Exactly (IRE),W M Lordan,0,A P O'Brien,2nd,1/2 l,2,9-2,-,True,135,42
Curragh Racing Results | 24th August 2024 16:05,N/A,16:05,Good (Good To Yielding Places),7f,Bedtime Story (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,135,42
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Marakesh,R P Whelan,0,H De Bromhead,NR,N/A,4,9-10,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Tommy Stout (IRE),R C Colgan,0,D Kinsella,22nd,24 l,3,9-8t1,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Bless Me (IRE),C D Maxwell,0,J A Kinsella,21st,14 l,3,9-3,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,The Aglet (IRE),G P Halpin,0,Brendan Walsh,20th,Neck,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Revelry (IRE),W M Lordan,0,A P O'Brien,19th,Short Head,3,9-8b1,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Al Bahar (QAT),J M Sheridan,0,D Hogan,18th,Short Head,3,9-8t,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Bid Up (IRE),D W O'Connor,0,R O'Sullivan,17th,3/4 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Tank Davis,A J Slattery,0,A Oliver,16th,4 1/2 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Space Warrior (IRE),J Cleary,7,T Mullins,15th,3/4 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Carried With Love (IRE),M P Sheehy,0,J P O'Brien,14th,2 l,3,9-3,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Man Of Action (IRE),J J G Ryan,3,A Kinirons,13th,3/4 l,4,10-1,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Raydamann (FR),B M Coen,0,J P Murtagh,12th,1 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Trethorn,N M Crosse,0,Mrs J Harrington,11th,Head,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Another Night (IRE),S Foley,0,Mrs J Harrington,10th,Head,3,9-3,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Sibari (IRE),K J Leonard,0,Donnacha O'Brien,9th,2 3/4 l,3,9-8p,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Sacred Oath (IRE),C D Hayes,0,D K Weld,8th,Head,3,9-3,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,El Santarem (IRE),M W Hassett,5,W P Browne,7th,6 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Mythical Rock (IRE),Gabriella Hill,10,Alan McIntyre,6th,1 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Estate Planning (IRE),S T McCullagh,3,Mrs J Harrington,5th,Head,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Bard Of Avon (IRE),D McMonagle,0,J P O'Brien,4th,2 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Young Churchill (IRE),J A Powell,3,N Meade,3rd,1/2 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Ard Na Mara (IRE),R P Cleary,0,J S Bolger,2nd,4 1/4 l,3,9-3t,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Fighter (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-8b1,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Marakesh,R P Whelan,0,H De Bromhead,NR,N/A,4,9-10,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Tommy Stout (IRE),R C Colgan,0,D Kinsella,22nd,24 l,3,9-8t1,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Bless Me (IRE),C D Maxwell,0,J A Kinsella,21st,14 l,3,9-3,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,The Aglet (IRE),G P Halpin,0,Brendan Walsh,20th,Neck,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Revelry (IRE),W M Lordan,0,A P O'Brien,19th,Short Head,3,9-8b1,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Al Bahar (QAT),J M Sheridan,0,D Hogan,18th,Short Head,3,9-8t,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Bid Up (IRE),D W O'Connor,0,R O'Sullivan,17th,3/4 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Tank Davis,A J Slattery,0,A Oliver,16th,4 1/2 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Space Warrior (IRE),J Cleary,7,T Mullins,15th,3/4 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Carried With Love (IRE),M P Sheehy,0,J P O'Brien,14th,2 l,3,9-3,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Man Of Action (IRE),J J G Ryan,3,A Kinirons,13th,3/4 l,4,10-1,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Raydamann (FR),B M Coen,0,J P Murtagh,12th,1 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Trethorn,N M Crosse,0,Mrs J Harrington,11th,Head,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Another Night (IRE),S Foley,0,Mrs J Harrington,10th,Head,3,9-3,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Sibari (IRE),K J Leonard,0,Donnacha O'Brien,9th,2 3/4 l,3,9-8p,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Sacred Oath (IRE),C D Hayes,0,D K Weld,8th,Head,3,9-3,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,El Santarem (IRE),M W Hassett,5,W P Browne,7th,6 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Mythical Rock (IRE),Gabriella Hill,10,Alan McIntyre,6th,1 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Estate Planning (IRE),S T McCullagh,3,Mrs J Harrington,5th,Head,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Bard Of Avon (IRE),D McMonagle,0,J P O'Brien,4th,2 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Young Churchill (IRE),J A Powell,3,N Meade,3rd,1/2 l,3,9-8,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Ard Na Mara (IRE),R P Cleary,0,J S Bolger,2nd,4 1/4 l,3,9-3t,-,True,135,43
Curragh Racing Results | 24th August 2024 16:40,N/A,16:40,Good (Good To Yielding Places),1m 2f,Fighter (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-8b1,-,True,135,43
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Out On Friday (IRE),W Joyce,5,P Byrne,NR,N/A,8,9-7,71,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Morse (IRE),N G McCullagh,0,Charles Weld,NR,N/A,4,9-13,77,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Stellium (IRE),C Geerdharry,7,M C Grassick,18th,Neck,6,10-0ht,78,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Sir Callisto (IRE),R C Colgan,0,Mrs C O'Leary,17th,1/2 l,4,9-13t1,77,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Eyeeye,M W Hassett,5,T Mullins,16th,3 1/4 l,4,8-12,62,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Karlsberg (IRE),H J Horgan,5,S Crawley,15th,1/2 l,6,9-5,69,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Hijo De La Luna (GER),S P Bird,7,S McConville,14th,Neck,4,8-9,59,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Auguste Lumiere (IRE),R P Cleary,0,J S Bolger,13th,Head,3,8-12,69,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Letiza (IRE),J J G Ryan,3,Thomas Dowling,12th,1 l,4,9-6p,70,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Maralinga (IRE),R P Whelan,0,T Doyle,11th,1 1/4 l,6,9-3,67,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Rotolo (IRE),M P Sheehy,0,W T Farrell,10th,2 1/4 l,5,8-11,61,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Golden Circet (IRE),N M Crosse,0,W McCreery,9th,Neck,4,9-5,69,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Everylittlestep (IRE),W M Lordan,0,Yvonne Latta,8th,Neck,6,9-4t,68,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Puturhandstogether (IRE),D McMonagle,0,J P O'Brien,7th,1 l,3,9-13,84,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Tachos (IRE),C D Hayes,0,D K Weld,6th,Head,3,9-7,78,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Nahori,A J Slattery,0,T Gibney,5th,3/4 l,4,9-4t1,68,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Slurricane (IRE),S Foley,0,R O'Sullivan,4th,1/2 l,3,9-6,77,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,French Company (IRE),K G Kennedy,7,J G Coogan,3rd,1 1/2 l,6,9-3,67,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Solar Breeze (IRE),S T McCullagh,3,Daniel McLoughlin,2nd,1 3/4 l,5,9-11,75,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Masoun (FR),B M Coen,0,J P Murtagh,1st,N/A,3,9-9,80,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Out On Friday (IRE),W Joyce,5,P Byrne,NR,N/A,8,9-7,71,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Morse (IRE),N G McCullagh,0,Charles Weld,NR,N/A,4,9-13,77,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Stellium (IRE),C Geerdharry,7,M C Grassick,18th,Neck,6,10-0ht,78,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Sir Callisto (IRE),R C Colgan,0,Mrs C O'Leary,17th,1/2 l,4,9-13t1,77,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Eyeeye,M W Hassett,5,T Mullins,16th,3 1/4 l,4,8-12,62,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Karlsberg (IRE),H J Horgan,5,S Crawley,15th,1/2 l,6,9-5,69,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Hijo De La Luna (GER),S P Bird,7,S McConville,14th,Neck,4,8-9,59,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Auguste Lumiere (IRE),R P Cleary,0,J S Bolger,13th,Head,3,8-12,69,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Letiza (IRE),J J G Ryan,3,Thomas Dowling,12th,1 l,4,9-6p,70,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Maralinga (IRE),R P Whelan,0,T Doyle,11th,1 1/4 l,6,9-3,67,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Rotolo (IRE),M P Sheehy,0,W T Farrell,10th,2 1/4 l,5,8-11,61,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Golden Circet (IRE),N M Crosse,0,W McCreery,9th,Neck,4,9-5,69,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Everylittlestep (IRE),W M Lordan,0,Yvonne Latta,8th,Neck,6,9-4t,68,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Puturhandstogether (IRE),D McMonagle,0,J P O'Brien,7th,1 l,3,9-13,84,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Tachos (IRE),C D Hayes,0,D K Weld,6th,Head,3,9-7,78,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Nahori,A J Slattery,0,T Gibney,5th,3/4 l,4,9-4t1,68,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Slurricane (IRE),S Foley,0,R O'Sullivan,4th,1/2 l,3,9-6,77,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,French Company (IRE),K G Kennedy,7,J G Coogan,3rd,1 1/2 l,6,9-3,67,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Solar Breeze (IRE),S T McCullagh,3,Daniel McLoughlin,2nd,1 3/4 l,5,9-11,75,True,135,44
Curragh Racing Results | 24th August 2024 17:10,N/A,17:10,Good (Good To Yielding Places),1m 2f,Masoun (FR),B M Coen,0,J P Murtagh,1st,N/A,3,9-9,80,True,135,44
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Call Henry,R M Mulligan,7,W Ross,NR,N/A,3,9-1p1,59,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Mount Ruapehu (IRE),C Horgan,7,A Slattery,NR,N/A,4,10-0t,70,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Valentino Express (IRE),J A Powell,3,D J Bunyan,13th,3 1/4 l,3,9-0t,58,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Merisi Diamond (IRE),R P Whelan,0,Ms J Morgan,12th,1/2 l,5,10-1t,71,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Run Forrest Run (IRE),L F Roche,0,M Fenton,11th,1 3/4 l,6,9-4,60,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Old Chicago (IRE),W Joyce,5,J Feane,10th,Head,3,8-7,51,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Goldrush Kid (IRE),R C Colgan,0,P Magee,9th,1 l,3,9-13,71,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Sporting Hero,D King,3,D Hogan,8th,1 1/2 l,4,10-3p,73,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Babyface (IRE),W M Lordan,0,E Lynam,7th,1 3/4 l,3,8-7,51,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Never Shout Never (IRE),B M Coen,0,J Davison,6th,Neck,4,10-2p1,72,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,She's Smart (IRE),C J MacRedmond,5,A McGuinness,4th,Neck,3,9-1h,59,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Gegenpressing,C D Hayes,0,E & P Harty,4th,Dead Heat,6,8-7t,49,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,James Henry (IRE),S T McCullagh,3,L Breen,3rd,1/2 l,5,9-12b,68,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Irish Rumour (IRE),D McMonagle,0,Miss Jennifer Anne Lynch,2nd,3/4 l,4,9-4t,60,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Ostraka (IRE),J J G Ryan,3,Daniel Murphy,1st,N/A,4,10-4b,74,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Call Henry,R M Mulligan,7,W Ross,NR,N/A,3,9-1p1,59,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Mount Ruapehu (IRE),C Horgan,7,A Slattery,NR,N/A,4,10-0t,70,True,135,45
Curragh Racing Results | 24th August 2024 17:40,N/A,17:40,Good (Good To Yielding Places),5f,Valentino Express (IRE),J A Powell,3,D J Bunyan,13th,3 1/4 l,3,9-0t,58,True,135,45
