track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Hawke Eye (IRE),B W Harvey,3,J C McConnell,16th,89 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Catchyoulater (IRE),K E Buckley,3,E Cawley,15th,6 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Not My Problem,T P Harney,7,R O'Sullivan,14th,3 3/4 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Bossofthebus (IRE),P T Enright,0,Paul Tobin,13th,4 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Rebel Cowgirl (IRE),J J Slevin,0,M A Cahill,12th,4 1/2 l,4,11-0,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Elusive Prince (IRE),Rachael Blackmore,0,H De Bromhead,11th,Neck,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Getaway Erin (IRE),Shane Fenelon,7,J J Hanlon,10th,7 l,4,11-0,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Cut The Rope (FR),S F O'Keeffe,0,P Nolan,9th,3 3/4 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Ashdale Flyer (IRE),C D Smithers,7,Mrs J Harrington,8th,1 l,4,11-0,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,D Art D Art (FR),D Meyler,0,T Cooper,7th,4 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Glen Kiln (IRE),B Hayes,0,D H Kelly,6th,Neck,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Grooveykindoflove (FR),D J O'Keeffe,0,H De Bromhead,5th,2 1/4 l,4,11-0,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,True Testimony (IRE),M J M O'Sullivan,0,P A Fahy,4th,3/4 l,4,11-0,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Will Wilde (FR),S W Flanagan,0,Liz Doyle,3rd,5 1/2 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Fenway Park (IRE),K M Donoghue,0,G P Cromwell,2nd,4 1/2 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Quai De Bourbon (FR),P Townend,0,W P Mullins,1st,N/A,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Hawke Eye (IRE),B W Harvey,3,J C McConnell,16th,89 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Catchyoulater (IRE),K E Buckley,3,E Cawley,15th,6 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Not My Problem,T P Harney,7,R O'Sullivan,14th,3 3/4 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Bossofthebus (IRE),P T Enright,0,Paul Tobin,13th,4 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Rebel Cowgirl (IRE),J J Slevin,0,M A Cahill,12th,4 1/2 l,4,11-0,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Elusive Prince (IRE),Rachael Blackmore,0,H De Bromhead,11th,Neck,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Getaway Erin (IRE),Shane Fenelon,7,J J Hanlon,10th,7 l,4,11-0,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Cut The Rope (FR),S F O'Keeffe,0,P Nolan,9th,3 3/4 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Ashdale Flyer (IRE),C D Smithers,7,Mrs J Harrington,8th,1 l,4,11-0,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,D Art D Art (FR),D Meyler,0,T Cooper,7th,4 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Glen Kiln (IRE),B Hayes,0,D H Kelly,6th,Neck,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Grooveykindoflove (FR),D J O'Keeffe,0,H De Bromhead,5th,2 1/4 l,4,11-0,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,True Testimony (IRE),M J M O'Sullivan,0,P A Fahy,4th,3/4 l,4,11-0,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Will Wilde (FR),S W Flanagan,0,Liz Doyle,3rd,5 1/2 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Fenway Park (IRE),K M Donoghue,0,G P Cromwell,2nd,4 1/2 l,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 12:35,N/A,12:35,Soft,2m 3f 7y,Quai De Bourbon (FR),P Townend,0,W P Mullins,1st,N/A,4,11-7,-,True,95,1
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Black Barrel (IRE),C G O'Dwyer,5,J Nash,10th,33 l,5,11-12,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Silverfort Lady (IRE),Niall Moore,7,J M Burke,9th,2 l,4,11-5,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Warmer Days Ahead (FR),P T Enright,0,O McKiernan,8th,3 3/4 l,4,11-12,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Brennus Lescribaa (FR),J W Kennedy,0,G Elliott,7th,13 l,4,11-12,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Walk In The Stars (IRE),S F O'Keeffe,0,P Corkery,6th,16 l,6,11-5,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Finished Article (IRE),M P Walsh,0,T M Walsh,5th,1 1/4 l,8,11-5,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Jeronimo De L'ouch (FR),J Coen,5,M Kennedy,4th,5 l,4,11-12,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Hillsdale (IRE),K M Donoghue,0,J P Dempsey,3rd,3 l,4,11-12,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Howdoyalikeherhome (IRE),M J M O'Sullivan,0,Patrick T Foley,2nd,3/4 l,4,11-12,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Iron Allen (FR),E Walsh,3,Ciaran Murphy,1st,N/A,5,11-12,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Black Barrel (IRE),C G O'Dwyer,5,J Nash,10th,33 l,5,11-12,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Silverfort Lady (IRE),Niall Moore,7,J M Burke,9th,2 l,4,11-5,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Warmer Days Ahead (FR),P T Enright,0,O McKiernan,8th,3 3/4 l,4,11-12,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Brennus Lescribaa (FR),J W Kennedy,0,G Elliott,7th,13 l,4,11-12,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Walk In The Stars (IRE),S F O'Keeffe,0,P Corkery,6th,16 l,6,11-5,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Finished Article (IRE),M P Walsh,0,T M Walsh,5th,1 1/4 l,8,11-5,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Jeronimo De L'ouch (FR),J Coen,5,M Kennedy,4th,5 l,4,11-12,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Hillsdale (IRE),K M Donoghue,0,J P Dempsey,3rd,3 l,4,11-12,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Howdoyalikeherhome (IRE),M J M O'Sullivan,0,Patrick T Foley,2nd,3/4 l,4,11-12,-,True,95,2
Naas Racing Results | 14th December 2023 13:10,N/A,13:10,Soft,2m 3f 7y,Iron Allen (FR),E Walsh,3,Ciaran Murphy,1st,N/A,5,11-12,-,True,95,2
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Magic Dawn (IRE),J W Kennedy,0,G Elliott,UR,N/A,6,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Tawny Orange (IRE),J Coen,5,A McCann,16th,11 l,4,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Good Time Belle (IRE),K E Buckley,3,E Cawley,15th,42 l,5,11-7h,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Inatosha (IRE),C Brassil,5,A McCann,14th,1 l,4,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Volez Vous (IRE),S F O'Keeffe,0,D Deacon,13th,1/2 l,4,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Angelofthemorning (IRE),N T Prendergast,7,D Deacon,12th,3/4 l,6,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Restless Lady (IRE),R P Geoghegan,7,N Lee,11th,1 3/4 l,5,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,You Make Me Smile (IRE),R J Condon,5,P A Fahy,10th,9 l,5,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Backfromtheraces (IRE),J P O'Sullivan,3,P J Rothwell,9th,1/2 l,4,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Seren Ni (IRE),M M McDonagh,3,E J O'Grady,8th,10 l,4,11-7t1,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,A Great Buzz (IRE),P T Enright,0,R Tyner,7th,5 l,4,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Millyupdahilly (IRE),Mr N McParlan,0,Gerald Quinn,6th,1 1/2 l,4,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Gaillimh A Run (IRE),A P Heskin,0,J Queally,5th,5 l,6,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,New York Style,M P Walsh,0,H De Bromhead,4th,5 1/2 l,6,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Crack The Sky,P Townend,0,W P Mullins,3rd,2 1/4 l,4,11-7h,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Mi Lucky Cailin (IRE),J S McGarvey,0,W J McLernon,2nd,10 l,5,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Only By Night (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,5,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Magic Dawn (IRE),J W Kennedy,0,G Elliott,UR,N/A,6,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Tawny Orange (IRE),J Coen,5,A McCann,16th,11 l,4,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Good Time Belle (IRE),K E Buckley,3,E Cawley,15th,42 l,5,11-7h,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Inatosha (IRE),C Brassil,5,A McCann,14th,1 l,4,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Volez Vous (IRE),S F O'Keeffe,0,D Deacon,13th,1/2 l,4,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Angelofthemorning (IRE),N T Prendergast,7,D Deacon,12th,3/4 l,6,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Restless Lady (IRE),R P Geoghegan,7,N Lee,11th,1 3/4 l,5,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,You Make Me Smile (IRE),R J Condon,5,P A Fahy,10th,9 l,5,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Backfromtheraces (IRE),J P O'Sullivan,3,P J Rothwell,9th,1/2 l,4,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Seren Ni (IRE),M M McDonagh,3,E J O'Grady,8th,10 l,4,11-7t1,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,A Great Buzz (IRE),P T Enright,0,R Tyner,7th,5 l,4,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Millyupdahilly (IRE),Mr N McParlan,0,Gerald Quinn,6th,1 1/2 l,4,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Gaillimh A Run (IRE),A P Heskin,0,J Queally,5th,5 l,6,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,New York Style,M P Walsh,0,H De Bromhead,4th,5 1/2 l,6,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Crack The Sky,P Townend,0,W P Mullins,3rd,2 1/4 l,4,11-7h,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Mi Lucky Cailin (IRE),J S McGarvey,0,W J McLernon,2nd,10 l,5,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 13:45,N/A,13:45,Soft,2m,Only By Night (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,5,11-7,-,True,95,3
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Therailwayman (IRE),Mr H E Sexton,2,J J Hanlon,NR,N/A,5,11-13,88,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Phoebe's Charm (IRE),Mr R Sugrue,4,E McCarthy,NR,N/A,4,12-3,92,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Go Gill Go (IRE),Mr P Lake,4,J Grace,F,N/A,8,11-12t,87,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Essential Part (IRE),Mr H E Sexton,2,A Sexton,14th,1 3/4 l,5,11-5t,80,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Banada Bridge (IRE),Mr A Harvey,0,Mrs D Foster,13th,6 l,6,11-12,87,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Kilmacurkin (IRE),Mr J H Williamson,2,James Andrew Fahey,12th,Neck,7,12-1,90,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Restless Son (IRE),Mr R James,0,N Lee,11th,3/4 l,6,11-10,85,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Huit Reflets (FR),Mr A O Harrington,4,Liz Doyle,10th,3 1/4 l,6,11-10,85,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Imbolc (IRE),Mr O McGill,0,E Sheehy,9th,1 1/4 l,5,12-0,89,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Maimie's Magic (IRE),Mr S Connor,0,S R B Crawford,8th,3 1/2 l,6,12-4,93,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Ivane (FR),Ms C Skerry,4,Ciaran Murphy,7th,4 1/4 l,5,11-13p,88,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Man River (IRE),Mr J W Hannon,0,P F O'Donnell,6th,3/4 l,6,11-11t,86,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Sunwalk,Mr T Walsh,4,S Neville,5th,2 l,5,11-10t,85,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Outdoor Mozzy (IRE),Miss P Elvin,0,P J Rothwell,4th,Head,6,11-5t,80,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Junot (IRE),Mr L Burke-Ott,4,M Winters,3rd,4 1/2 l,4,11-12p,87,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Cramers Valley (IRE),Mr J P Murray,4,P J Rothwell,2nd,Neck,4,11-10p1,85,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Tuckmill (IRE),Mr R A Jackson,4,Peter Fahey,1st,N/A,7,11-13,88,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Therailwayman (IRE),Mr H E Sexton,2,J J Hanlon,NR,N/A,5,11-13,88,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Phoebe's Charm (IRE),Mr R Sugrue,4,E McCarthy,NR,N/A,4,12-3,92,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Go Gill Go (IRE),Mr P Lake,4,J Grace,F,N/A,8,11-12t,87,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Essential Part (IRE),Mr H E Sexton,2,A Sexton,14th,1 3/4 l,5,11-5t,80,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Banada Bridge (IRE),Mr A Harvey,0,Mrs D Foster,13th,6 l,6,11-12,87,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Kilmacurkin (IRE),Mr J H Williamson,2,James Andrew Fahey,12th,Neck,7,12-1,90,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Restless Son (IRE),Mr R James,0,N Lee,11th,3/4 l,6,11-10,85,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Huit Reflets (FR),Mr A O Harrington,4,Liz Doyle,10th,3 1/4 l,6,11-10,85,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Imbolc (IRE),Mr O McGill,0,E Sheehy,9th,1 1/4 l,5,12-0,89,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Maimie's Magic (IRE),Mr S Connor,0,S R B Crawford,8th,3 1/2 l,6,12-4,93,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Ivane (FR),Ms C Skerry,4,Ciaran Murphy,7th,4 1/4 l,5,11-13p,88,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Man River (IRE),Mr J W Hannon,0,P F O'Donnell,6th,3/4 l,6,11-11t,86,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Sunwalk,Mr T Walsh,4,S Neville,5th,2 l,5,11-10t,85,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Outdoor Mozzy (IRE),Miss P Elvin,0,P J Rothwell,4th,Head,6,11-5t,80,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Junot (IRE),Mr L Burke-Ott,4,M Winters,3rd,4 1/2 l,4,11-12p,87,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Cramers Valley (IRE),Mr J P Murray,4,P J Rothwell,2nd,Neck,4,11-10p1,85,True,95,4
Naas Racing Results | 14th December 2023 14:20,N/A,14:20,Soft dle (D.I) (Turf),2m,Tuckmill (IRE),Mr R A Jackson,4,Peter Fahey,1st,N/A,7,11-13,88,True,95,4
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Wee Jerry (IRE),Mr D McGill,0,N McCluskey,17th,11 l,7,11-6tp1,81,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Take A Punt (IRE),Mr J H Williamson,2,Brendan Walsh,16th,12 l,10,11-5,80,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Max Time (IRE),Mr J W Hendrick,0,I Madden,15th,13 l,6,11-5,80,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Roderick,Mr P Lake,4,D Hogan,14th,1/2 l,7,12-4t,93,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Billy Lee Swagger (IRE),Miss P Elvin,0,P J Rothwell,13th,2 1/4 l,4,12-0,89,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Backinabit (IRE),Mr J P Berry,2,J P Dempsey,12th,3 l,4,12-3,92,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Eikonix,Mr H E Sexton,2,J J Hanlon,11th,1 1/4 l,5,12-3,92,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Special Protector (IRE),Mr D Doyle,2,E Doyle,10th,Neck,5,11-13,88,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Thedancingfarrier (IRE),Ms A Power,4,P Kiely,9th,1/2 l,11,12-2,91,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Perfect Arch (IRE),Miss A McGuinness,2,S McConville,8th,Head,6,11-5p,80,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Container Madness (IRE),Miss S Doyle,2,M Brassil,7th,5 l,4,12-3,92,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Young Fitzy (IRE),Mr R James,0,N Lee,6th,5 l,8,12-3t,92,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Tingarran Express (IRE),Mr J W Hannon,0,Miss D O'Shea,5th,1/2 l,6,11-8,83,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Derby De Thaix (FR),Miss H Heffernan,4,James Andrew Fahey,4th,1 1/4 l,10,11-10,85,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Chosen Shant (IRE),Ms C Skerry,4,Ciaran Murphy,3rd,1 1/2 l,7,11-9t,84,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Poppy Rose (IRE),Mr S Connor,0,S R B Crawford,2nd,1 1/2 l,6,11-12,87,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Cristiano Marealdo (IRE),Mr J Dunne,0,P J Rothwell,1st,N/A,5,11-8p,83,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Wee Jerry (IRE),Mr D McGill,0,N McCluskey,17th,11 l,7,11-6tp1,81,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Take A Punt (IRE),Mr J H Williamson,2,Brendan Walsh,16th,12 l,10,11-5,80,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Max Time (IRE),Mr J W Hendrick,0,I Madden,15th,13 l,6,11-5,80,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Roderick,Mr P Lake,4,D Hogan,14th,1/2 l,7,12-4t,93,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Billy Lee Swagger (IRE),Miss P Elvin,0,P J Rothwell,13th,2 1/4 l,4,12-0,89,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Backinabit (IRE),Mr J P Berry,2,J P Dempsey,12th,3 l,4,12-3,92,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Eikonix,Mr H E Sexton,2,J J Hanlon,11th,1 1/4 l,5,12-3,92,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Special Protector (IRE),Mr D Doyle,2,E Doyle,10th,Neck,5,11-13,88,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Thedancingfarrier (IRE),Ms A Power,4,P Kiely,9th,1/2 l,11,12-2,91,True,95,5
Naas Racing Results | 14th December 2023 14:55,N/A,14:55,Soft le (D.Ii) (Turf),2m,Perfect Arch (IRE),Miss A McGuinness,2,S McConville,8th,Head,6,11-5p,80,True,95,5
