track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,7th,Head,5,10-2b,60,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Marians Gal (IRE),Patrick McGettigan,4,K Smith,6th,Neck,5,9-3,47,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Jawhary,Sam Coen,4,A McGuinness,5th,1/2 l,7,9-7v,51,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Skib Gold,P A Harnett,0,M J Byrne,4th,1 1/4 l,4,10-1p1,59,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Johnny's Oasis,Wayne Hassett,0,A McGuinness,3rd,1 3/4 l,3,8-10v,45,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Sarmiento Power (IRE),Nicola Burns,4,M J Smith,2nd,1 l,4,9-8b,52,True,23,6
Dundalk Racing Results | 10th October 2025 20:00,2025-10-10,20:00,Standard,1m 2f 150y,Cherry Pink (IRE),J A Orr,7,W Durkan,1st,N/A,5,9-10v,54,True,23,6
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Spoken Truth (IRE),Chris Hayes,0,D K Weld,8th,3 3/4 l,4,9-2,84,True,23,7
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Crypto Force,Billy Lee,0,A Murray,7th,1 l,5,10-0,96,True,23,7
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Penzance,Seamie Heffernan,0,J J Hanlon,6th,4 1/4 l,5,9-7,89,True,23,7
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Saturn (IRE),Scott McCullagh,0,Mrs J Harrington,5th,Head,5,9-8t,90,True,23,7
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Titanium Emperor (IRE),David Egan,0,A Murray,4th,Neck,3,9-12,100,True,23,7
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Heather (IRE),Gary Carroll,0,G M Lyons,3rd,1 3/4 l,3,9-0,88,True,23,7
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Star Harbour (IRE),Sam Coen,7,A McGuinness,2nd,Short Head,7,9-10v,92,True,23,7
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Zillow,J M Sheridan,0,W P Mullins,1st,N/A,5,9-6t,88,True,23,7
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Spoken Truth (IRE),Chris Hayes,0,D K Weld,8th,3 3/4 l,4,9-2,84,True,23,7
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Crypto Force,Billy Lee,0,A Murray,7th,1 l,5,10-0,96,True,23,7
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Penzance,Seamie Heffernan,0,J J Hanlon,6th,4 1/4 l,5,9-7,89,True,23,7
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Saturn (IRE),Scott McCullagh,0,Mrs J Harrington,5th,Head,5,9-8t,90,True,23,7
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Titanium Emperor (IRE),David Egan,0,A Murray,4th,Neck,3,9-12,100,True,23,7
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Heather (IRE),Gary Carroll,0,G M Lyons,3rd,1 3/4 l,3,9-0,88,True,23,7
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Star Harbour (IRE),Sam Coen,7,A McGuinness,2nd,Short Head,7,9-10v,92,True,23,7
Dundalk Racing Results | 10th October 2025 20:30,2025-10-10,20:30,Standard,1m 4f,Zillow,J M Sheridan,0,W P Mullins,1st,N/A,5,9-6t,88,True,23,7
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Cappucino (IRE),Sean Flanagan,0,Liz Doyle,8th,36 l,6,11-12,-,True,23,8
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Fairyland Opera (IRE),John Shinnick,3,L Fowler,7th,3/4 l,6,11-5t,-,True,23,8
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Jane Eire (IRE),M P O'Connor,0,H De Bromhead,6th,2 3/4 l,5,11-5ht,-,True,23,8
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Koori Star (IRE),Jake Coen,0,Peter Fahey,5th,3 1/2 l,7,11-12,-,True,23,8
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Come On The Lads (IRE),Keith Donoghue,0,G P Cromwell,4th,4 1/4 l,5,11-12h,-,True,23,8
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Glenashling (IRE),Kevin Sexton,0,G P Cromwell,3rd,5 l,6,11-12h,-,True,23,8
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Full Of Life (FR),Darragh O'Keeffe,0,H De Bromhead,2nd,1 1/2 l,6,11-5,-,True,23,8
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Relieved Of Duties (IRE),Jack Kennedy,0,G Elliott,1st,N/A,6,11-12t,-,True,23,8
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Cappucino (IRE),Sean Flanagan,0,Liz Doyle,8th,36 l,6,11-12,-,True,23,8
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Fairyland Opera (IRE),John Shinnick,3,L Fowler,7th,3/4 l,6,11-5t,-,True,23,8
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Jane Eire (IRE),M P O'Connor,0,H De Bromhead,6th,2 3/4 l,5,11-5ht,-,True,23,8
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Koori Star (IRE),Jake Coen,0,Peter Fahey,5th,3 1/2 l,7,11-12,-,True,23,8
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Come On The Lads (IRE),Keith Donoghue,0,G P Cromwell,4th,4 1/4 l,5,11-12h,-,True,23,8
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Glenashling (IRE),Kevin Sexton,0,G P Cromwell,3rd,5 l,6,11-12h,-,True,23,8
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Full Of Life (FR),Darragh O'Keeffe,0,H De Bromhead,2nd,1 1/2 l,6,11-5,-,True,23,8
N/A,2025-10-11,13:42,Yielding (Good To Yielding In Places),2m 110y,Relieved Of Duties (IRE),Jack Kennedy,0,G Elliott,1st,N/A,6,11-12t,-,True,23,8
N/A,2025-10-11,14:17,Yielding (Good To Yielding In Places),2m 5f 55y,Barrow Ranger (IRE),Sean Flanagan,0,J J Hanlon,4th,26 l,4,11-2,-,True,23,9
N/A,2025-10-11,14:17,Yielding (Good To Yielding In Places),2m 5f 55y,Kamikaz Du Plessis (FR),Jack Kennedy,0,G Elliott,3rd,18 l,5,11-12t1,-,True,23,9
N/A,2025-10-11,14:17,Yielding (Good To Yielding In Places),2m 5f 55y,Millforce (IRE),Keith Donoghue,0,G P Cromwell,2nd,2 1/4 l,6,11-12p,123,True,23,9
N/A,2025-10-11,14:17,Yielding (Good To Yielding In Places),2m 5f 55y,Barry Lyndon (IRE),Patrick M O'Brien,5,D A McLoughlin,1st,N/A,7,11-12t,-,True,23,9
N/A,2025-10-11,14:17,Yielding (Good To Yielding In Places),2m 5f 55y,Barrow Ranger (IRE),Sean Flanagan,0,J J Hanlon,4th,26 l,4,11-2,-,True,23,9
N/A,2025-10-11,14:17,Yielding (Good To Yielding In Places),2m 5f 55y,Kamikaz Du Plessis (FR),Jack Kennedy,0,G Elliott,3rd,18 l,5,11-12t1,-,True,23,9
N/A,2025-10-11,14:17,Yielding (Good To Yielding In Places),2m 5f 55y,Millforce (IRE),Keith Donoghue,0,G P Cromwell,2nd,2 1/4 l,6,11-12p,123,True,23,9
N/A,2025-10-11,14:17,Yielding (Good To Yielding In Places),2m 5f 55y,Barry Lyndon (IRE),Patrick M O'Brien,5,D A McLoughlin,1st,N/A,7,11-12t,-,True,23,9
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Run For Harry (IRE),Keith Donoghue,0,Mrs G Callaghan,PU,N/A,7,11-12tp,117,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Art Of Silence (IRE),Kevin Sexton,0,G Keane,PU,N/A,7,10-9t,100,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Desert Haven,Donagh Meyler,0,N Meade,10th,10 l,5,10-12t,103,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,St Denis's Well (IRE),Sam Ewing,0,Ian Donoghue,9th,8 l,7,10-13t,104,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,In For The Night (IRE),Mr A P Kelly,3,D McDonogh,8th,11 l,7,11-6,111,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Malbay Madness (IRE),Patrick M O'Brien,5,D A McLoughlin,7th,1/2 l,5,11-6h,111,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Complete Fiction (IRE),Peter Smithers,7,J P Fahey,6th,1 3/4 l,8,11-1p,106,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Tequila Talkin' (IRE),Conor Stone-Walsh,0,P Nolan,5th,4 1/2 l,6,11-5h,110,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Must Meet Cecil (IRE),Eoin Staples,7,C Collins,4th,7 l,7,11-1v,106,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Mary's Pride (IRE),Sarah Kavanagh,7,E Cawley,3rd,1 1/4 l,8,10-8,99,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Red Glory (IRE),Darragh O'Keeffe,0,H De Bromhead,2nd,3 1/2 l,7,11-9t1,114,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Paul's Dream (IRE),Danny Mullins,0,A Mullins,1st,N/A,6,10-12,103,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Run For Harry (IRE),Keith Donoghue,0,Mrs G Callaghan,PU,N/A,7,11-12tp,117,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Art Of Silence (IRE),Kevin Sexton,0,G Keane,PU,N/A,7,10-9t,100,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Desert Haven,Donagh Meyler,0,N Meade,10th,10 l,5,10-12t,103,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,St Denis's Well (IRE),Sam Ewing,0,Ian Donoghue,9th,8 l,7,10-13t,104,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,In For The Night (IRE),Mr A P Kelly,3,D McDonogh,8th,11 l,7,11-6,111,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Malbay Madness (IRE),Patrick M O'Brien,5,D A McLoughlin,7th,1/2 l,5,11-6h,111,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Complete Fiction (IRE),Peter Smithers,7,J P Fahey,6th,1 3/4 l,8,11-1p,106,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Tequila Talkin' (IRE),Conor Stone-Walsh,0,P Nolan,5th,4 1/2 l,6,11-5h,110,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Must Meet Cecil (IRE),Eoin Staples,7,C Collins,4th,7 l,7,11-1v,106,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Mary's Pride (IRE),Sarah Kavanagh,7,E Cawley,3rd,1 1/4 l,8,10-8,99,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Red Glory (IRE),Darragh O'Keeffe,0,H De Bromhead,2nd,3 1/2 l,7,11-9t1,114,True,23,10
N/A,2025-10-11,14:52,Yielding (Good To Yielding In Places),2m,Paul's Dream (IRE),Danny Mullins,0,A Mullins,1st,N/A,6,10-12,103,True,23,10
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Arrycan (IRE),R Deegan,0,L P Cusack,12th,31 l,11,11-2,110,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Broomfield Present (IRE),M P O'Connor,0,R K Watson,11th,8 1/2 l,9,11-2tp,110,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Ossifer Hops (IRE),Sam Ewing,0,G Elliott,10th,3 1/2 l,7,10-13b,107,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Grand Soir (FR),Alex Harvey,0,J C McConnell,9th,3/4 l,9,11-12p,120,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Coffeys Forge (IRE),Jack Kennedy,0,G Elliott,8th,2 1/4 l,9,10-11p,105,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Driscolls Hill (IRE),Daniel King,0,T Gibney,7th,6 l,6,10-2,96,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Shantou Show (IRE),Conor Stone-Walsh,0,N C Kelly,6th,9 1/2 l,9,11-1t,109,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Malton Groove (IRE),Patrick M O'Brien,5,D A McLoughlin,5th,1 1/4 l,8,10-3ht,97,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Clonmeen (IRE),Simon Torrens,0,William P Murphy,4th,1 1/2 l,10,11-4t,112,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Midnight Moonshine (IRE),Ben Harvey,0,William Harvey,3rd,1/2 l,6,10-8,102,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Western Model (IRE),Sean O'Keeffe,0,P Nolan,2nd,1 1/2 l,6,10-0,94,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Clonbury Bridge (IRE),Keith Donoghue,0,J P Dempsey,1st,N/A,9,11-2tp,110,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Arrycan (IRE),R Deegan,0,L P Cusack,12th,31 l,11,11-2,110,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Broomfield Present (IRE),M P O'Connor,0,R K Watson,11th,8 1/2 l,9,11-2tp,110,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Ossifer Hops (IRE),Sam Ewing,0,G Elliott,10th,3 1/2 l,7,10-13b,107,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Grand Soir (FR),Alex Harvey,0,J C McConnell,9th,3/4 l,9,11-12p,120,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Coffeys Forge (IRE),Jack Kennedy,0,G Elliott,8th,2 1/4 l,9,10-11p,105,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Driscolls Hill (IRE),Daniel King,0,T Gibney,7th,6 l,6,10-2,96,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Shantou Show (IRE),Conor Stone-Walsh,0,N C Kelly,6th,9 1/2 l,9,11-1t,109,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Malton Groove (IRE),Patrick M O'Brien,5,D A McLoughlin,5th,1 1/4 l,8,10-3ht,97,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Clonmeen (IRE),Simon Torrens,0,William P Murphy,4th,1 1/2 l,10,11-4t,112,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Midnight Moonshine (IRE),Ben Harvey,0,William Harvey,3rd,1/2 l,6,10-8,102,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Western Model (IRE),Sean O'Keeffe,0,P Nolan,2nd,1 1/2 l,6,10-0,94,True,23,11
N/A,2025-10-11,15:27,Yielding (Good To Yielding In Places),3m 104y,Clonbury Bridge (IRE),Keith Donoghue,0,J P Dempsey,1st,N/A,9,11-2tp,110,True,23,11
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Miss Guiry (IRE),Philip Donovan,0,D H Kelly,10th,99 l,4,10-11,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Miss Bella Vista (IRE),Patrick M O'Brien,2,D A McLoughlin,9th,18 l,4,10-11,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Bar Nonie (IRE),S Cleary-Farrell,4,Eric Larkin,8th,14 l,5,10-13,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Apples Jane (IRE),Paddy Cleary,4,G Elliott,7th,4 1/4 l,4,10-11,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Whispering Willow (IRE),Jack Gilligan,2,P J Gilligan,6th,4 1/4 l,4,10-11,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Elsa Bay (IRE),Niall Moore,2,William P Murphy,5th,4 l,7,10-13,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Whitewinewednesday (IRE),John Shinnick,0,M A Daly,4th,9 l,6,10-13,93,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Noble Name (IRE),James Smith,2,C O'Connell,3rd,6 1/2 l,5,11-7ht,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Susie Lenglen (IRE),Mr I Ryan,4,N Meade,2nd,3/4 l,4,10-11,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,High Notions (IRE),S O'Callaghan,0,Stephen Gerard Carey,1st,N/A,5,10-13,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Miss Guiry (IRE),Philip Donovan,0,D H Kelly,10th,99 l,4,10-11,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Miss Bella Vista (IRE),Patrick M O'Brien,2,D A McLoughlin,9th,18 l,4,10-11,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Bar Nonie (IRE),S Cleary-Farrell,4,Eric Larkin,8th,14 l,5,10-13,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Apples Jane (IRE),Paddy Cleary,4,G Elliott,7th,4 1/4 l,4,10-11,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Whispering Willow (IRE),Jack Gilligan,2,P J Gilligan,6th,4 1/4 l,4,10-11,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Elsa Bay (IRE),Niall Moore,2,William P Murphy,5th,4 l,7,10-13,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Whitewinewednesday (IRE),John Shinnick,0,M A Daly,4th,9 l,6,10-13,93,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Noble Name (IRE),James Smith,2,C O'Connell,3rd,6 1/2 l,5,11-7ht,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,Susie Lenglen (IRE),Mr I Ryan,4,N Meade,2nd,3/4 l,4,10-11,-,True,23,12
N/A,2025-10-11,16:05,Yielding (Good To Yielding In Places),2m 4f,High Notions (IRE),S O'Callaghan,0,Stephen Gerard Carey,1st,N/A,5,10-13,-,True,23,12
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Thegooseiscooked (IRE),Eoghan Finegan,7,G Keane,F,N/A,8,10-10,82,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Truckers Cruising (IRE),Jack Kennedy,0,G Elliott,F,N/A,7,11-8t,94,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Sea The Sunset,M P O'Connor,0,J Morrison,14th,12 l,6,10-10,82,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Noble Hilltop (IRE),Mr F R Buckley,7,E Buckley,13th,18 l,5,11-10b,96,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Parkgarve (IRE),James Smith,5,Ian Donoghue,12th,7 1/2 l,5,11-11t,97,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Struck Oil (IRE),Conor Stone-Walsh,0,G P Cromwell,11th,3 1/2 l,4,11-9,96,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Bid Up (IRE),Jack Gilligan,5,P J Gilligan,10th,2 3/4 l,4,11-10t,97,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Navy Guitar (IRE),Kieren Buckley,0,A Murray,9th,2 3/4 l,6,12-0ht,100,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Chesterbaylad (IRE),G Brouder,3,Ms H P Markham,8th,4 3/4 l,4,10-13,86,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Kinbara Hills (IRE),John Shinnick,3,S Wilson,7th,2 l,6,11-3,89,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,El Regalo (IRE),Daniel King,0,S K Ryder,6th,Short Head,4,10-12,85,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Kaikoura (FR),Donagh Meyler,0,J P Dempsey,5th,2 1/2 l,5,11-10t,96,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Farrokh (FR),Sean Flanagan,0,B Connell,4th,3/4 l,6,12-0,100,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,The Border Boy (IRE),Phillip Enright,0,S Aherne,3rd,1 1/4 l,8,10-2p,74,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Cowper Hall (IRE),Eoin Staples,7,G P Cromwell,2nd,3/4 l,5,11-4,90,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Hickeys Hill (IRE),Darragh O'Keeffe,0,A McNamara,1st,N/A,6,10-10t,82,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Thegooseiscooked (IRE),Eoghan Finegan,7,G Keane,F,N/A,8,10-10,82,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Truckers Cruising (IRE),Jack Kennedy,0,G Elliott,F,N/A,7,11-8t,94,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Sea The Sunset,M P O'Connor,0,J Morrison,14th,12 l,6,10-10,82,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Noble Hilltop (IRE),Mr F R Buckley,7,E Buckley,13th,18 l,5,11-10b,96,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Parkgarve (IRE),James Smith,5,Ian Donoghue,12th,7 1/2 l,5,11-11t,97,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Struck Oil (IRE),Conor Stone-Walsh,0,G P Cromwell,11th,3 1/2 l,4,11-9,96,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Bid Up (IRE),Jack Gilligan,5,P J Gilligan,10th,2 3/4 l,4,11-10t,97,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Navy Guitar (IRE),Kieren Buckley,0,A Murray,9th,2 3/4 l,6,12-0ht,100,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Chesterbaylad (IRE),G Brouder,3,Ms H P Markham,8th,4 3/4 l,4,10-13,86,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Kinbara Hills (IRE),John Shinnick,3,S Wilson,7th,2 l,6,11-3,89,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,El Regalo (IRE),Daniel King,0,S K Ryder,6th,Short Head,4,10-12,85,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Kaikoura (FR),Donagh Meyler,0,J P Dempsey,5th,2 1/2 l,5,11-10t,96,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Farrokh (FR),Sean Flanagan,0,B Connell,4th,3/4 l,6,12-0,100,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,The Border Boy (IRE),Phillip Enright,0,S Aherne,3rd,1 1/4 l,8,10-2p,74,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Cowper Hall (IRE),Eoin Staples,7,G P Cromwell,2nd,3/4 l,5,11-4,90,True,23,13
N/A,2025-10-11,16:40,Yielding (Good To Yielding In Places),2m,Hickeys Hill (IRE),Darragh O'Keeffe,0,A McNamara,1st,N/A,6,10-10t,82,True,23,13
N/A,2025-10-11,17:15,Yielding (Good To Yielding In Places) ace (Turf),2m,Huckleberry Lad (IRE),Ms P R Briselden,7,K P Egan,9th,4 3/4 l,5,12-0,-,True,23,14
N/A,2025-10-11,17:15,Yielding (Good To Yielding In Places) ace (Turf),2m,Keaner's Boy (IRE),Miss S A Carter,7,V C Ward,8th,4 l,5,12-0,-,True,23,14
N/A,2025-10-11,17:15,Yielding (Good To Yielding In Places) ace (Turf),2m,Under Cover (IRE),Miss A B O'Connor,0,A McCann,7th,3 1/4 l,6,12-0t1,-,True,23,14
N/A,2025-10-11,17:15,Yielding (Good To Yielding In Places) ace (Turf),2m,Lord Lackendarra (IRE),Ms S K Breen,7,P Breen,6th,11 l,7,12-0p,-,True,23,14
N/A,2025-10-11,17:15,Yielding (Good To Yielding In Places) ace (Turf),2m,How's The Head (IRE),Miss J Townend,0,T Townend,5th,2 l,6,12-0ht1,-,True,23,14
N/A,2025-10-11,17:15,Yielding (Good To Yielding In Places) ace (Turf),2m,Ballymoreen (IRE),Ms H Phillips,7,M O Quigley,4th,1/2 l,5,11-7,-,True,23,14
N/A,2025-10-11,17:15,Yielding (Good To Yielding In Places) ace (Turf),2m,Max Goodwin (IRE),Anna McGuinness,7,Miss E McCutcheon,3rd,5 l,5,12-0t,-,True,23,14
