track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Shore (USA),L. T. McAteer,3,John G. Carr,13th,Neck,6,9-5,53,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Baby Bubbles (IRE),C. T. Keane,0,Gerard Keane,12th,2 3/4 l,5,8-13tp1,47,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Aleksey Tolstoy (IRE),J. J. G. Ryan,7,James McAuley,11th,6 l,4,9-2p,50,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Golden Ticket (IRE),Cillian McConnell,7,John McConnell,10th,3 1/2 l,3,9-2h,55,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Alfalfa (IRE),William James Lee,0,Timothy Doyle,9th,6 1/2 l,4,10-0,62,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Tenth Amendment (IRE),G. M. Ryan,0,Keith Henry Clarke,8th,1/2 l,8,8-13t,47,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Dragon Roll (IRE),Seamie Heffernan,0,Eamonn O'Connell,7th,1 l,6,9-5,53,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Dr Patrick (IRE),C. D. Hayes,0,Luke Comer,6th,Neck,5,9-2,50,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Numidia (IRE),K. J. Leonard,0,Peter Lawlor,5th,1 l,4,8-13v,47,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Contrapposto (JPN),Ben Martin Coen,0,R. Donohoe,4th,1/2 l,8,9-11,59,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Lariat (USA),Adam Caffrey,7,Adrian McGuinness,3rd,4 l,6,9-6p,54,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Pepsiwithacap (IRE),R. Whearty,7,Gavin Patrick Cromwell,2nd,2 1/2 l,3,9-12tv1,65,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Boom Boom Boom,G. P. Halpin,0,Charles Byrnes,1st,N/A,5,9-12,60,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Music Magic (IRE),Declan McDonogh,0,Desmond McDonogh,14th,55 l,3,9-5b1,58,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Shore (USA),L. T. McAteer,3,John G. Carr,13th,Neck,6,9-5,53,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Baby Bubbles (IRE),C. T. Keane,0,Gerard Keane,12th,2 3/4 l,5,8-13tp1,47,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Aleksey Tolstoy (IRE),J. J. G. Ryan,7,James McAuley,11th,6 l,4,9-2p,50,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Golden Ticket (IRE),Cillian McConnell,7,John McConnell,10th,3 1/2 l,3,9-2h,55,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Alfalfa (IRE),William James Lee,0,Timothy Doyle,9th,6 1/2 l,4,10-0,62,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Tenth Amendment (IRE),G. M. Ryan,0,Keith Henry Clarke,8th,1/2 l,8,8-13t,47,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Dragon Roll (IRE),Seamie Heffernan,0,Eamonn O'Connell,7th,1 l,6,9-5,53,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Dr Patrick (IRE),C. D. Hayes,0,Luke Comer,6th,Neck,5,9-2,50,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Numidia (IRE),K. J. Leonard,0,Peter Lawlor,5th,1 l,4,8-13v,47,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Contrapposto (JPN),Ben Martin Coen,0,R. Donohoe,4th,1/2 l,8,9-11,59,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Lariat (USA),Adam Caffrey,7,Adrian McGuinness,3rd,4 l,6,9-6p,54,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Pepsiwithacap (IRE),R. Whearty,7,Gavin Patrick Cromwell,2nd,2 1/2 l,3,9-12tv1,65,True,29,25
Dundalk Racing Results | 2nd November 2022 17:40,N/A,17:40,Standard,1m 4f,Boom Boom Boom,G. P. Halpin,0,Charles Byrnes,1st,N/A,5,9-12,60,True,29,25
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Massons Castle,C. D. Maxwell,0,Dermot Anthony McLoughlin,UR,N/A,7,11-12,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Loudest Whisper (IRE),Jordan Colin Gainford,0,E. D. Delany,UR,N/A,7,11-5,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Bentham (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,PU,N/A,8,11-12,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Prince Zaltar (FR),Jack Foley,0,P. J. Rothwell,PU,N/A,5,11-12,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Pure Sirloin (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,10th,18 l,4,11-4,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Duhallow Rainbow (IRE),Phillip Enright,0,Eoghan O'Grady,9th,8 l,5,11-12t,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Coconut Tudor (IRE),K. E. Buckley,5,Gerard Kelleher,8th,18 l,6,11-12,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Shamrock'n Roll (IRE),S. D. Torrens,0,J. R. Finn,7th,7 l,7,11-12t,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Toms Courage (IRE),Niall Moore,7,John Michael Burke,6th,15 l,8,11-12h,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,General Clermont (FR),D. J. O'Keeffe,0,D. E. Fitzgerald,5th,2 3/4 l,6,11-12,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Paladian Jewel (IRE),B. J. Cooper,0,Thomas Cooper,4th,10 l,6,11-12,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Winding River (IRE),Sam Ewing,0,Oliver McKiernan,3rd,Neck,5,11-12tp,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Willywampus (IRE),Mr J. C. Canavan,7,Donal Commins,2nd,Neck,5,11-12,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Scalor (FR),S. F. O'Keeffe,0,Miss Elizabeth Doyle,1st,N/A,7,11-12ht,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Massons Castle,C. D. Maxwell,0,Dermot Anthony McLoughlin,UR,N/A,7,11-12,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Loudest Whisper (IRE),Jordan Colin Gainford,0,E. D. Delany,UR,N/A,7,11-5,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Bentham (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,PU,N/A,8,11-12,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Prince Zaltar (FR),Jack Foley,0,P. J. Rothwell,PU,N/A,5,11-12,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Pure Sirloin (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,10th,18 l,4,11-4,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Duhallow Rainbow (IRE),Phillip Enright,0,Eoghan O'Grady,9th,8 l,5,11-12t,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Coconut Tudor (IRE),K. E. Buckley,5,Gerard Kelleher,8th,18 l,6,11-12,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Shamrock'n Roll (IRE),S. D. Torrens,0,J. R. Finn,7th,7 l,7,11-12t,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Toms Courage (IRE),Niall Moore,7,John Michael Burke,6th,15 l,8,11-12h,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,General Clermont (FR),D. J. O'Keeffe,0,D. E. Fitzgerald,5th,2 3/4 l,6,11-12,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Paladian Jewel (IRE),B. J. Cooper,0,Thomas Cooper,4th,10 l,6,11-12,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Winding River (IRE),Sam Ewing,0,Oliver McKiernan,3rd,Neck,5,11-12tp,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Willywampus (IRE),Mr J. C. Canavan,7,Donal Commins,2nd,Neck,5,11-12,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:05,N/A,13:05,Yielding,2m 2f,Scalor (FR),S. F. O'Keeffe,0,Miss Elizabeth Doyle,1st,N/A,7,11-12ht,-,True,29,26
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Good Bye Milan (IRE),Gavin Peter Brouder,5,Seamus Braddish,PU,N/A,5,10-11,92,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Carnet De Stage (IRE),M. J. M. O'Sullivan,5,Eugene M. O'Sullivan,PU,N/A,7,11-12b,107,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Ricky Langford (IRE),J. P. O'Sullivan,5,P. J. Rothwell,PU,N/A,8,11-7p,102,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Cluan Dara (IRE),S. F. O'Keeffe,0,John Patrick Ryan,12th,3 3/4 l,10,10-4,85,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,The Great White (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,11th,4 l,8,12-2t,111,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Grinn (IRE),G. Bourke,7,David M. O'Brien,10th,Short Head,6,10-0t,81,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Alexharwill (IRE),C. M. Quirke,7,L. Young,9th,5 l,7,10-9,90,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Western Sea (IRE),Mr L. P. Shanahan,7,Ross O'Sullivan,8th,2 1/2 l,9,12-0p,109,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Well Joey (IRE),M. M. McDonagh,5,Paul Stafford,7th,1 l,11,11-7t,102,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,War God (IRE),Richard Deegan,0,R. Donohoe,6th,1 1/4 l,7,10-6t,87,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Ena Baie (FR),C. G. O'Dwyer,7,Conor O'Dwyer,5th,3 1/4 l,8,11-10,105,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Early Arrival (IRE),D. J. O'Keeffe,0,Liam Casey,4th,10 l,7,10-6tp,87,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,A Mere Bagatelle (IRE),D. E. Mullins,0,John Joseph Hanlon,3rd,6 l,5,10-9,90,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Filon D'oudairies (FR),A. P. Kelly,7,J. P. Broderick,2nd,Nose,7,11-12,107,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Difficult Decision (IRE),Phillip Enright,0,Oliver McKiernan,1st,N/A,9,11-3tp,98,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Good Bye Milan (IRE),Gavin Peter Brouder,5,Seamus Braddish,PU,N/A,5,10-11,92,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Carnet De Stage (IRE),M. J. M. O'Sullivan,5,Eugene M. O'Sullivan,PU,N/A,7,11-12b,107,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Ricky Langford (IRE),J. P. O'Sullivan,5,P. J. Rothwell,PU,N/A,8,11-7p,102,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Cluan Dara (IRE),S. F. O'Keeffe,0,John Patrick Ryan,12th,3 3/4 l,10,10-4,85,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,The Great White (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,11th,4 l,8,12-2t,111,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Grinn (IRE),G. Bourke,7,David M. O'Brien,10th,Short Head,6,10-0t,81,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Alexharwill (IRE),C. M. Quirke,7,L. Young,9th,5 l,7,10-9,90,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Western Sea (IRE),Mr L. P. Shanahan,7,Ross O'Sullivan,8th,2 1/2 l,9,12-0p,109,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Well Joey (IRE),M. M. McDonagh,5,Paul Stafford,7th,1 l,11,11-7t,102,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,War God (IRE),Richard Deegan,0,R. Donohoe,6th,1 1/4 l,7,10-6t,87,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Ena Baie (FR),C. G. O'Dwyer,7,Conor O'Dwyer,5th,3 1/4 l,8,11-10,105,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Early Arrival (IRE),D. J. O'Keeffe,0,Liam Casey,4th,10 l,7,10-6tp,87,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,A Mere Bagatelle (IRE),D. E. Mullins,0,John Joseph Hanlon,3rd,6 l,5,10-9,90,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Filon D'oudairies (FR),A. P. Kelly,7,J. P. Broderick,2nd,Nose,7,11-12,107,True,29,27
Thurles Racing Results | 3rd November 2022 13:40,N/A,13:40,Yielding,2m 2f,Difficult Decision (IRE),Phillip Enright,0,Oliver McKiernan,1st,N/A,9,11-3tp,98,True,29,27
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Arabella Star (IRE),Denis O'Regan,0,Neil McKnight,PU,N/A,6,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Run Getaway Run (IRE),Gavin Peter Brouder,5,Seamus Braddish,PU,N/A,4,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Is Fantastic (IRE),D. J. O'Keeffe,0,Miss Hilary McLoughlin,14th,5 1/2 l,6,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Lady Llewelyn (IRE),A. M. McCurtin,3,Eoghan O'Grady,13th,79 l,5,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Toucan Do (IRE),Niall Moore,7,John Michael Burke,12th,2 l,4,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Annie Merrick (IRE),C. D. Maxwell,0,P. J. Rothwell,11th,3 l,6,10-13t,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Zingara Lass (IRE),Phillip Enright,0,Miss Hilary McLoughlin,10th,1 1/4 l,5,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Infinity Tower (IRE),J. P. O'Sullivan,5,N. Dooly,9th,4 1/2 l,6,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Leylani (IRE),Patrick O'Hanlon,5,Mrs Lorna Fowler,8th,3/4 l,4,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Zahina (IRE),D. P. Maxwell,7,J. P. Broderick,7th,3 1/2 l,4,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Magic Conqueror (IRE),M. J. M. O'Sullivan,5,Michael G. Kennedy,6th,6 l,5,10-13t,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Pachmena (IRE),K. E. Buckley,5,Gavin Patrick Cromwell,5th,12 l,5,11-7t1,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Lady of the Vale (IRE),Mr A. P. Ryan,7,A. Slattery,4th,1/2 l,5,11-7,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Purse Price,J. W. Kennedy,0,Gordon Elliott,3rd,1 1/4 l,5,10-13t,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Mollys Glory (IRE),D. E. Mullins,0,M. C. Grassick,2nd,Nose,7,11-7,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Navy Waves (IRE),E. Dwan,7,Mrs Julie Cashin,1st,N/A,4,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Arabella Star (IRE),Denis O'Regan,0,Neil McKnight,PU,N/A,6,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Run Getaway Run (IRE),Gavin Peter Brouder,5,Seamus Braddish,PU,N/A,4,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Is Fantastic (IRE),D. J. O'Keeffe,0,Miss Hilary McLoughlin,14th,5 1/2 l,6,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Lady Llewelyn (IRE),A. M. McCurtin,3,Eoghan O'Grady,13th,79 l,5,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Toucan Do (IRE),Niall Moore,7,John Michael Burke,12th,2 l,4,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Annie Merrick (IRE),C. D. Maxwell,0,P. J. Rothwell,11th,3 l,6,10-13t,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Zingara Lass (IRE),Phillip Enright,0,Miss Hilary McLoughlin,10th,1 1/4 l,5,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Infinity Tower (IRE),J. P. O'Sullivan,5,N. Dooly,9th,4 1/2 l,6,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Leylani (IRE),Patrick O'Hanlon,5,Mrs Lorna Fowler,8th,3/4 l,4,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Zahina (IRE),D. P. Maxwell,7,J. P. Broderick,7th,3 1/2 l,4,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Magic Conqueror (IRE),M. J. M. O'Sullivan,5,Michael G. Kennedy,6th,6 l,5,10-13t,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Pachmena (IRE),K. E. Buckley,5,Gavin Patrick Cromwell,5th,12 l,5,11-7t1,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Lady of the Vale (IRE),Mr A. P. Ryan,7,A. Slattery,4th,1/2 l,5,11-7,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Purse Price,J. W. Kennedy,0,Gordon Elliott,3rd,1 1/4 l,5,10-13t,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Mollys Glory (IRE),D. E. Mullins,0,M. C. Grassick,2nd,Nose,7,11-7,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:15,N/A,14:15,Yielding To Soft,1m 7f 188y,Navy Waves (IRE),E. Dwan,7,Mrs Julie Cashin,1st,N/A,4,10-13,-,True,29,28
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Sand and Water (IRE),R. A. Doyle,0,Dermot Anthony McLoughlin,16th,6 1/2 l,6,10-13tp,80,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Glaoinn An Airgead (IRE),C. A. Landers,0,Martin Gerard McGuane,15th,1 3/4 l,4,11-6,87,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Captain Lightfoot (IRE),M. M. McDonagh,5,Ciaran Murphy,14th,Neck,5,11-9,90,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,So Easy Way (IRE),J. P. Shinnick,7,I. Madden,13th,Neck,6,10-13v,80,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,David's Lad (IRE),Gavin Peter Brouder,5,Conor O'Dwyer,12th,2 l,4,11-9,90,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Paddy Rocket (IRE),Sam Ewing,0,Eoin Christopher McCarthy,11th,20 l,5,11-3p1,84,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Blackstone Cliff (IRE),D. J. O'Keeffe,0,T. Gibney,10th,1 1/4 l,6,11-9,90,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Nusra (IRE),M. J. M. O'Sullivan,5,G. Ahern,9th,3 1/2 l,5,11-8p,89,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Mater Matuta (IRE),Jordan Colin Gainford,0,E. D. Delany,8th,1 1/4 l,6,11-11tp,92,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Stander (IRE),C. P. O'Shea,7,R. K. Watson,7th,3 l,8,11-2tb1,83,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Caridadi (IRE),K. E. Buckley,5,J. Morrison,6th,2 1/2 l,11,11-1,82,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Will You Win (IRE),R. J. Condon,5,Oliver McKiernan,5th,8 1/2 l,7,11-12tb,93,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Silent Flight (IRE),B. Hayes,0,Philip Michael Byrne,4th,6 l,6,11-6,87,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,O Mio Babbino (IRE),Mr A. Burke-Ott,7,Patrick Cronin,3rd,2 1/2 l,6,11-0,81,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Ucandoit (IRE),C. G. O'Dwyer,0,Philip Michael Byrne,2nd,3 1/4 l,5,11-2p,83,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Light Parade (IRE),Phillip Enright,0,W. J. Burke,1st,N/A,5,11-6,87,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Sand and Water (IRE),R. A. Doyle,0,Dermot Anthony McLoughlin,16th,6 1/2 l,6,10-13tp,80,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Glaoinn An Airgead (IRE),C. A. Landers,0,Martin Gerard McGuane,15th,1 3/4 l,4,11-6,87,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Captain Lightfoot (IRE),M. M. McDonagh,5,Ciaran Murphy,14th,Neck,5,11-9,90,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,So Easy Way (IRE),J. P. Shinnick,7,I. Madden,13th,Neck,6,10-13v,80,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,David's Lad (IRE),Gavin Peter Brouder,5,Conor O'Dwyer,12th,2 l,4,11-9,90,True,29,29
