track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Chazzesmee (IRE),J. M. Sheridan,0,J. A. Stack,2nd,1 l,5,9-4h,90,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Blues Emperor (IRE),S. B. Kelly,0,John Patrick Murtagh,1st,N/A,4,9-1,87,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Super Over (IRE),L. F. Roche,0,D. P. Coakley,18th,13 l,5,8-7p,79,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Brave Troop (IRE),L. T. McAteer,0,Barry Fitzgerald,17th,7 1/2 l,4,8-12,84,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Farnborough (IRE),Seamie Heffernan,0,Aidan O'Brien,16th,2 l,3,8-11b,92,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Sirjack Thomas (IRE),N. M. Crosse,0,Adrian McGuinness,15th,3 1/4 l,8,8-8,80,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Cheers Again,R. Whearty,7,Paul W. Flynn,14th,Neck,4,8-10,82,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Celtic Crown (IRE),M. P. Sheehy,0,Adrian McGuinness,13th,Head,6,8-13,85,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Saltonstall,J. J. G. Ryan,7,Adrian McGuinness,12th,1 1/4 l,9,10-0tp,100,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Tosen Wish (IRE),G. M. Ryan,0,Adrian McGuinness,11th,1 1/4 l,4,9-1t,87,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Casanova,Adam Caffrey,5,Adrian McGuinness,10th,Head,7,9-11,97,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Current Option (IRE),C. J. MacRedmond,5,Adrian McGuinness,9th,Short Head,7,9-9,95,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Cordouan (FR),Declan McDonogh,0,Adrian McGuinness,8th,1 3/4 l,5,9-1,87,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,No More Porter (IRE),C. D. Hayes,0,Adrian McGuinness,7th,Neck,5,8-10tp,82,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Gambe Veloci (IRE),M. W. Hassett,10,Joseph Patrick O'Brien,6th,1/2 l,4,8-7p1,79,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Howyoulikethat (IRE),William James Lee,0,Miss Hilary McLoughlin,5th,1/2 l,6,9-1,87,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Rahmi (IRE),Ben Martin Coen,0,John Patrick Murtagh,4th,3/4 l,4,9-5,91,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Zabeir (IRE),N. G. McCullagh,0,Donal Kinsella,3rd,3/4 l,4,8-8t,80,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Chazzesmee (IRE),J. M. Sheridan,0,J. A. Stack,2nd,1 l,5,9-4h,90,True,65,38
Curragh Racing Results | 2nd July 2023 16:15,N/A,16:15,Good (Good To Firm In Places),1m,Blues Emperor (IRE),S. B. Kelly,0,John Patrick Murtagh,1st,N/A,4,9-1,87,True,65,38
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Sheyya (IRE),Ben Martin Coen,0,John Patrick Murtagh,11th,2 l,3,8-13,86,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Transcendental (FR),G. F. Carroll,0,Gavin Patrick Cromwell,10th,1 l,5,9-0,79,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Independent Expert (IRE),Andrew Joseph Slattery,0,A. Slattery,9th,1 1/4 l,4,9-2v1,81,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Yerwanthere (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,8th,3/4 l,4,10-0,93,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Capuchinero,M. W. Hassett,10,Joseph Patrick O'Brien,7th,1 1/4 l,4,8-7,72,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,No Niki No (IRE),Declan McDonogh,0,E. J. O'Neill,5th,Dead Heat,7,9-4b,83,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Adelaise (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,5th,Head,4,9-7,86,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Mauiewowie,Ryan Moore,0,G. M. Lyons,4th,1 3/4 l,3,9-12,99,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Marsa (IRE),C. D. Hayes,0,Edward Lynam,3rd,3/4 l,4,8-7,72,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Lan Cinnte (IRE),R. P. Whelan,0,Mrs J. Harrington,2nd,3/4 l,3,8-10,83,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Aussie Girl (IRE),J. A. Powell,5,J. A. Stack,1st,N/A,3,8-7,80,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Sheyya (IRE),Ben Martin Coen,0,John Patrick Murtagh,11th,2 l,3,8-13,86,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Transcendental (FR),G. F. Carroll,0,Gavin Patrick Cromwell,10th,1 l,5,9-0,79,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Independent Expert (IRE),Andrew Joseph Slattery,0,A. Slattery,9th,1 1/4 l,4,9-2v1,81,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Yerwanthere (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,8th,3/4 l,4,10-0,93,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Capuchinero,M. W. Hassett,10,Joseph Patrick O'Brien,7th,1 1/4 l,4,8-7,72,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,No Niki No (IRE),Declan McDonogh,0,E. J. O'Neill,5th,Dead Heat,7,9-4b,83,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Adelaise (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,5th,Head,4,9-7,86,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Mauiewowie,Ryan Moore,0,G. M. Lyons,4th,1 3/4 l,3,9-12,99,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Marsa (IRE),C. D. Hayes,0,Edward Lynam,3rd,3/4 l,4,8-7,72,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Lan Cinnte (IRE),R. P. Whelan,0,Mrs J. Harrington,2nd,3/4 l,3,8-10,83,True,65,39
Curragh Racing Results | 2nd July 2023 16:50,N/A,16:50,Good (Good To Firm In Places),7f,Aussie Girl (IRE),J. A. Powell,5,J. A. Stack,1st,N/A,3,8-7,80,True,65,39
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Hellsing (IRE),D. B. McMonagle,0,G. M. Lyons,9th,2 1/2 l,3,9-3,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Narmar (IRE),William James Lee,0,Henry de Bromhead,8th,2 l,3,9-0,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Pretreville (FR),G. M. Ryan,0,Adrian McGuinness,7th,Head,8,9-9,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Beautiful Sunshine,Rossa Ryan,0,Adrian Murray,6th,Neck,4,9-4,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Salt Lake City (IRE),Ryan Moore,0,Aidan O'Brien,5th,1 1/4 l,3,9-0,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Lord Massusus (IRE),G. F. Carroll,0,Joseph G. Murphy,4th,Nose,3,9-0,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Carrytheone,Ben Martin Coen,0,John Patrick Murtagh,3rd,2 3/4 l,6,9-9t,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Tarawa (IRE),C. D. Hayes,0,D. K. Weld,2nd,1/2 l,3,8-9,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Bold Discovery (USA),Shane Foley,0,Mrs J. Harrington,1st,N/A,3,9-0,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Hellsing (IRE),D. B. McMonagle,0,G. M. Lyons,9th,2 1/2 l,3,9-3,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Narmar (IRE),William James Lee,0,Henry de Bromhead,8th,2 l,3,9-0,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Pretreville (FR),G. M. Ryan,0,Adrian McGuinness,7th,Head,8,9-9,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Beautiful Sunshine,Rossa Ryan,0,Adrian Murray,6th,Neck,4,9-4,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Salt Lake City (IRE),Ryan Moore,0,Aidan O'Brien,5th,1 1/4 l,3,9-0,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Lord Massusus (IRE),G. F. Carroll,0,Joseph G. Murphy,4th,Nose,3,9-0,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Carrytheone,Ben Martin Coen,0,John Patrick Murtagh,3rd,2 3/4 l,6,9-9t,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Tarawa (IRE),C. D. Hayes,0,D. K. Weld,2nd,1/2 l,3,8-9,-,True,65,40
Curragh Racing Results | 2nd July 2023 17:25,N/A,17:25,Good To Firm (Good In Places),1m,Bold Discovery (USA),Shane Foley,0,Mrs J. Harrington,1st,N/A,3,9-0,-,True,65,40
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Timourid (IRE),J. M. Sheridan,0,Paul W. Flynn,11th,8 l,6,9-3tp,86,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Laelaps (IRE),William James Lee,0,Andrew McNamara,10th,8 l,5,9-5h,88,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Smooth Tom (IRE),Andrew Joseph Slattery,0,A. Slattery,9th,Neck,4,9-11v,94,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Maze Runner (IRE),Rachael Blackmore,0,W. P. Mullins,8th,1 1/4 l,8,9-9,92,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Dha Leath (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,7th,Head,5,9-10t,93,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Old Port (IRE),Adam Caffrey,5,Charles Byrnes,6th,2 1/2 l,5,9-9,92,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Mr Escobar (IRE),C. D. Hayes,0,W. P. Mullins,5th,1/2 l,5,8-11,80,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Dame Rapide (IRE),L. T. McAteer,0,James M. Barrett,4th,1 3/4 l,6,10-0,97,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Golden Twilight (IRE),R. P. Whelan,0,M. Halford & T. Collins,3rd,Neck,6,9-8tp,91,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Zoffman (IRE),D. B. McMonagle,0,Noel Meade,2nd,3/4 l,4,9-8,91,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Safecracker,Ben Martin Coen,0,John Patrick Murtagh,1st,N/A,5,10-0ht,97,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Timourid (IRE),J. M. Sheridan,0,Paul W. Flynn,11th,8 l,6,9-3tp,86,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Laelaps (IRE),William James Lee,0,Andrew McNamara,10th,8 l,5,9-5h,88,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Smooth Tom (IRE),Andrew Joseph Slattery,0,A. Slattery,9th,Neck,4,9-11v,94,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Maze Runner (IRE),Rachael Blackmore,0,W. P. Mullins,8th,1 1/4 l,8,9-9,92,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Dha Leath (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,7th,Head,5,9-10t,93,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Old Port (IRE),Adam Caffrey,5,Charles Byrnes,6th,2 1/2 l,5,9-9,92,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Mr Escobar (IRE),C. D. Hayes,0,W. P. Mullins,5th,1/2 l,5,8-11,80,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Dame Rapide (IRE),L. T. McAteer,0,James M. Barrett,4th,1 3/4 l,6,10-0,97,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Golden Twilight (IRE),R. P. Whelan,0,M. Halford & T. Collins,3rd,Neck,6,9-8tp,91,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Zoffman (IRE),D. B. McMonagle,0,Noel Meade,2nd,3/4 l,4,9-8,91,True,65,41
Curragh Racing Results | 2nd July 2023 18:00,N/A,18:00,Good To Firm (Good In Places),1m 4f,Safecracker,Ben Martin Coen,0,John Patrick Murtagh,1st,N/A,5,10-0ht,97,True,65,41
Tipperary Racing Results | 4th July 2023 13:35,N/A,13:35,Yielding (Good In Places),2m 170y,Return To Base (IRE),J. S. McGarvey,0,Gordon Elliott,UR,N/A,8,11-7,-,True,65,42
Tipperary Racing Results | 4th July 2023 13:35,N/A,13:35,Yielding (Good In Places),2m 170y,Theblazen Queen (IRE),C. M. Quirke,7,Mark Oliver Quigley,4th,8 1/2 l,5,11-7,-,True,65,42
Tipperary Racing Results | 4th July 2023 13:35,N/A,13:35,Yielding (Good In Places),2m 170y,Lodestar (FR),M. P. O'Connor,3,David Harry Kelly,3rd,4 1/2 l,6,11-7t,-,True,65,42
Tipperary Racing Results | 4th July 2023 13:35,N/A,13:35,Yielding (Good In Places),2m 170y,Thecornerhouse (IRE),E. Dwan,0,Mrs Julie Cashin,2nd,3 l,6,11-7,-,True,65,42
Tipperary Racing Results | 4th July 2023 13:35,N/A,13:35,Yielding (Good In Places),2m 170y,Roseys Hollow (IRE),S. D. Torrens,0,Jonathan Sweeney,1st,N/A,9,11-7,-,True,65,42
Tipperary Racing Results | 4th July 2023 13:35,N/A,13:35,Yielding (Good In Places),2m 170y,Return To Base (IRE),J. S. McGarvey,0,Gordon Elliott,UR,N/A,8,11-7,-,True,65,42
Tipperary Racing Results | 4th July 2023 13:35,N/A,13:35,Yielding (Good In Places),2m 170y,Theblazen Queen (IRE),C. M. Quirke,7,Mark Oliver Quigley,4th,8 1/2 l,5,11-7,-,True,65,42
Tipperary Racing Results | 4th July 2023 13:35,N/A,13:35,Yielding (Good In Places),2m 170y,Lodestar (FR),M. P. O'Connor,3,David Harry Kelly,3rd,4 1/2 l,6,11-7t,-,True,65,42
Tipperary Racing Results | 4th July 2023 13:35,N/A,13:35,Yielding (Good In Places),2m 170y,Thecornerhouse (IRE),E. Dwan,0,Mrs Julie Cashin,2nd,3 l,6,11-7,-,True,65,42
Tipperary Racing Results | 4th July 2023 13:35,N/A,13:35,Yielding (Good In Places),2m 170y,Roseys Hollow (IRE),S. D. Torrens,0,Jonathan Sweeney,1st,N/A,9,11-7,-,True,65,42
Tipperary Racing Results | 4th July 2023 14:05,N/A,14:05,Yielding (Good In Places),2m 170y,Must Meet Cecil (IRE),D. J. O'Keeffe,0,Cian Michael Collins,F,N/A,5,11-12,-,True,65,43
Tipperary Racing Results | 4th July 2023 14:05,N/A,14:05,Yielding (Good In Places),2m 170y,Butty O Brien (IRE),E. Walsh,3,Patrick Magee,5th,26 l,7,11-5,-,True,65,43
Tipperary Racing Results | 4th July 2023 14:05,N/A,14:05,Yielding (Good In Places),2m 170y,Galore Desassences (FR),K. E. Buckley,3,Gavin Patrick Cromwell,4th,1/2 l,7,11-12,-,True,65,43
Tipperary Racing Results | 4th July 2023 14:05,N/A,14:05,Yielding (Good In Places),2m 170y,Cayd Boy (FR),S. D. Torrens,0,Miss Elizabeth Doyle,3rd,6 l,8,11-12,-,True,65,43
Tipperary Racing Results | 4th July 2023 14:05,N/A,14:05,Yielding (Good In Places),2m 170y,Walnut Beach (IRE),S. Fitzgerald,0,Patrick J. Flynn,2nd,Head,6,11-12,-,True,65,43
Tipperary Racing Results | 4th July 2023 14:05,N/A,14:05,Yielding (Good In Places),2m 170y,I A Connect (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,8,11-12p1,-,True,65,43
Tipperary Racing Results | 4th July 2023 14:05,N/A,14:05,Yielding (Good In Places),2m 170y,Must Meet Cecil (IRE),D. J. O'Keeffe,0,Cian Michael Collins,F,N/A,5,11-12,-,True,65,43
Tipperary Racing Results | 4th July 2023 14:05,N/A,14:05,Yielding (Good In Places),2m 170y,Butty O Brien (IRE),E. Walsh,3,Patrick Magee,5th,26 l,7,11-5,-,True,65,43
Tipperary Racing Results | 4th July 2023 14:05,N/A,14:05,Yielding (Good In Places),2m 170y,Galore Desassences (FR),K. E. Buckley,3,Gavin Patrick Cromwell,4th,1/2 l,7,11-12,-,True,65,43
Tipperary Racing Results | 4th July 2023 14:05,N/A,14:05,Yielding (Good In Places),2m 170y,Cayd Boy (FR),S. D. Torrens,0,Miss Elizabeth Doyle,3rd,6 l,8,11-12,-,True,65,43
Tipperary Racing Results | 4th July 2023 14:05,N/A,14:05,Yielding (Good In Places),2m 170y,Walnut Beach (IRE),S. Fitzgerald,0,Patrick J. Flynn,2nd,Head,6,11-12,-,True,65,43
Tipperary Racing Results | 4th July 2023 14:05,N/A,14:05,Yielding (Good In Places),2m 170y,I A Connect (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,8,11-12p1,-,True,65,43
Tipperary Racing Results | 4th July 2023 14:35,N/A,14:35,Yielding (Good In Places),2m 170y,The Dara Man (IRE),D. E. Mullins,0,John Patrick Ryan,PU,N/A,8,11-8,124,True,65,44
Tipperary Racing Results | 4th July 2023 14:35,N/A,14:35,Yielding (Good In Places),2m 170y,Kildorrery (IRE),Keith Donoghue,0,T. M. Walsh,5th,57 l,10,11-11,127,True,65,44
Tipperary Racing Results | 4th July 2023 14:35,N/A,14:35,Yielding (Good In Places),2m 170y,The Banger Doyle (IRE),D. J. O'Keeffe,0,John Queally,4th,3 1/4 l,7,11-12,128,True,65,44
Tipperary Racing Results | 4th July 2023 14:35,N/A,14:35,Yielding (Good In Places),2m 170y,Mica Malpic (FR),S. D. Torrens,0,Enda Bolger,3rd,2 1/4 l,6,11-0,116,True,65,44
Tipperary Racing Results | 4th July 2023 14:35,N/A,14:35,Yielding (Good In Places),2m 170y,Jack Holiday (IRE),Phillip Enright,0,John F. Gleeson,2nd,8 l,9,10-0p,102,True,65,44
Tipperary Racing Results | 4th July 2023 14:35,N/A,14:35,Yielding (Good In Places),2m 170y,Good As Hell (IRE),B. Hayes,0,Philip Fenton,1st,N/A,8,11-2b,118,True,65,44
Tipperary Racing Results | 4th July 2023 14:35,N/A,14:35,Yielding (Good In Places),2m 170y,The Dara Man (IRE),D. E. Mullins,0,John Patrick Ryan,PU,N/A,8,11-8,124,True,65,44
Tipperary Racing Results | 4th July 2023 14:35,N/A,14:35,Yielding (Good In Places),2m 170y,Kildorrery (IRE),Keith Donoghue,0,T. M. Walsh,5th,57 l,10,11-11,127,True,65,44
Tipperary Racing Results | 4th July 2023 14:35,N/A,14:35,Yielding (Good In Places),2m 170y,The Banger Doyle (IRE),D. J. O'Keeffe,0,John Queally,4th,3 1/4 l,7,11-12,128,True,65,44
Tipperary Racing Results | 4th July 2023 14:35,N/A,14:35,Yielding (Good In Places),2m 170y,Mica Malpic (FR),S. D. Torrens,0,Enda Bolger,3rd,2 1/4 l,6,11-0,116,True,65,44
Tipperary Racing Results | 4th July 2023 14:35,N/A,14:35,Yielding (Good In Places),2m 170y,Jack Holiday (IRE),Phillip Enright,0,John F. Gleeson,2nd,8 l,9,10-0p,102,True,65,44
Tipperary Racing Results | 4th July 2023 14:35,N/A,14:35,Yielding (Good In Places),2m 170y,Good As Hell (IRE),B. Hayes,0,Philip Fenton,1st,N/A,8,11-2b,118,True,65,44
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Sean Says (IRE),Thomas Reilly,4,Rodger Sweeney,UR,N/A,7,10-13p,94,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Jet Fighter (IRE),Gavin Peter Brouder,2,Peter Maher,PU,N/A,6,10-7,88,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Ennemi Public (FR),Richard Condon,2,Daniel John Howard,PU,N/A,9,10-3tb,84,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Shanroe Al C (IRE),L. A. McKenna,2,Karl Thornton,PU,N/A,10,12-0,109,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Bearwithmenow (IRE),C. G. O'Dwyer,2,J. P. Flavin,F,N/A,6,10-7,88,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Secret Cargo (IRE),J. P. Shinnick,4,Philip Fenton,12th,13 l,9,11-10,105,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Let Her Flow (IRE),T. Joseph Kelly,4,John Larkin,11th,2 1/4 l,9,10-0,81,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Lake Chad (IRE),C. M. Quirke,4,Philip Fenton,10th,3 1/4 l,8,11-12,107,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Arverne (FR),Patrick Michael O'Brien,4,Gavin Patrick Cromwell,9th,2 l,8,11-8b,103,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Midnight It Is,K. E. Buckley,0,Gavin Patrick Cromwell,8th,4 3/4 l,7,11-9,104,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Rebel Waltz (IRE),R. P. Geoghegan,4,T. J. Nagle Jnr,7th,1/2 l,9,11-3,98,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Willywampus (IRE),Patrick O'Hanlon,0,Eamon Courtney,6th,3/4 l,6,11-11,106,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Meehall (IRE),A. P. Kelly,4,Eric McNamara,5th,3 l,7,10-11tp1,92,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Where's Bunny (IRE),J. P. O'Sullivan,0,N. Dooly,4th,2 l,8,11-8t,103,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Shantou Sisu (IRE),D. Moloney,4,W. J. Lanigan,3rd,Nose,11,10-0,81,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Room To Roam (IRE),B. W. Harvey,0,John McConnell,2nd,Neck,9,11-4b,99,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,King Ferdinand (IRE),E. Walsh,0,Eugene M. O'Sullivan,1st,N/A,7,11-5t,100,True,65,45
Tipperary Racing Results | 4th July 2023 15:05,N/A,15:05,Yielding (Good In Places),2m 7f 14y,Sean Says (IRE),Thomas Reilly,4,Rodger Sweeney,UR,N/A,7,10-13p,94,True,65,45
